game,2019,4,20190929,201909290mia,sdg,"Los Angeles Chargers",30,mia,"Miami Dolphins",10
player,201909290mia,sdg,PopeTr00,rush_td,0,,,,,
player,201909290mia,sdg,PopeTr00,rush_long,8,,,,,
player,201909290mia,sdg,PopeTr00,targets,2,,,,,
player,201909290mia,sdg,PopeTr00,rec,2,,,,,
player,201909290mia,sdg,PopeTr00,rec_yds,14,,,,,
player,201909290mia,sdg,PopeTr00,rec_td,1,,,,,
player,201909290mia,sdg,PopeTr00,rec_long,13,,,,,
player,201909290mia,sdg,PopeTr00,fumbles,0,,,,,
player,201909290mia,sdg,PopeTr00,fumbles_lost,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_cmp,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_att,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_yds,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_td,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_int,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_sacked,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_long,0,,,,,
player,201909290mia,sdg,InmaDo00,pass_rating,,,,,,
player,201909290mia,sdg,InmaDo00,rush_att,0,,,,,
player,201909290mia,sdg,InmaDo00,rush_yds,0,,,,,
player,201909290mia,sdg,InmaDo00,rush_td,0,,,,,
player,201909290mia,sdg,InmaDo00,rush_long,0,,,,,
player,201909290mia,sdg,InmaDo00,targets,7,,,,,
player,201909290mia,sdg,InmaDo00,rec,5,,,,,
player,201909290mia,sdg,InmaDo00,rec_yds,76,,,,,
player,201909290mia,sdg,InmaDo00,rec_td,0,,,,,
player,201909290mia,sdg,InmaDo00,rec_long,25,,,,,
player,201909290mia,sdg,InmaDo00,fumbles,0,,,,,
player,201909290mia,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_cmp,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_att,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_yds,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_td,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_int,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_sacked,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_long,0,,,,,
player,201909290mia,sdg,AlleKe00,pass_rating,,,,,,
player,201909290mia,sdg,AlleKe00,rush_att,0,,,,,
player,201909290mia,sdg,AlleKe00,rush_yds,0,,,,,
player,201909290mia,sdg,AlleKe00,rush_td,0,,,,,
player,201909290mia,sdg,AlleKe00,rush_long,0,,,,,
player,201909290mia,sdg,AlleKe00,targets,5,,,,,
player,201909290mia,sdg,AlleKe00,rec,5,,,,,
player,201909290mia,sdg,AlleKe00,rec_yds,48,,,,,
player,201909290mia,sdg,AlleKe00,rec_td,0,,,,,
player,201909290mia,sdg,AlleKe00,rec_long,20,,,,,
player,201909290mia,sdg,AlleKe00,fumbles,0,,,,,
player,201909290mia,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201909290mia,sdg,KendLa00,pass_cmp,0,,,,,
player,201909290mia,sdg,KendLa00,pass_att,0,,,,,
player,201909290mia,sdg,KendLa00,pass_yds,0,,,,,
player,201909290mia,sdg,KendLa00,pass_td,0,,,,,
player,201909290mia,sdg,KendLa00,pass_int,0,,,,,
player,201909290mia,sdg,KendLa00,pass_sacked,0,,,,,
player,201909290mia,sdg,KendLa00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,KendLa00,pass_long,0,,,,,
player,201909290mia,sdg,KendLa00,pass_rating,,,,,,
player,201909290mia,sdg,KendLa00,rush_att,0,,,,,
player,201909290mia,sdg,KendLa00,rush_yds,0,,,,,
player,201909290mia,sdg,KendLa00,rush_td,0,,,,,
player,201909290mia,sdg,KendLa00,rush_long,0,,,,,
player,201909290mia,sdg,KendLa00,targets,3,,,,,
player,201909290mia,sdg,KendLa00,rec,2,,,,,
player,201909290mia,sdg,KendLa00,rec_yds,37,,,,,
player,201909290mia,sdg,KendLa00,rec_td,0,,,,,
player,201909290mia,sdg,KendLa00,rec_long,24,,,,,
player,201909290mia,sdg,KendLa00,fumbles,0,,,,,
player,201909290mia,sdg,KendLa00,fumbles_lost,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_cmp,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_att,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_yds,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_td,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_int,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_sacked,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_long,0,,,,,
player,201909290mia,sdg,DaviGe00,pass_rating,,,,,,
player,201909290mia,sdg,DaviGe00,rush_att,0,,,,,
player,201909290mia,sdg,DaviGe00,rush_yds,0,,,,,
player,201909290mia,sdg,DaviGe00,rush_td,0,,,,,
player,201909290mia,sdg,DaviGe00,rush_long,0,,,,,
player,201909290mia,sdg,DaviGe00,targets,2,,,,,
player,201909290mia,sdg,DaviGe00,rec,2,,,,,
player,201909290mia,sdg,DaviGe00,rec_yds,25,,,,,
player,201909290mia,sdg,DaviGe00,rec_td,0,,,,,
player,201909290mia,sdg,DaviGe00,rec_long,19,,,,,
player,201909290mia,sdg,DaviGe00,fumbles,0,,,,,
player,201909290mia,sdg,DaviGe00,fumbles_lost,0,,,,,
player,201909290mia,sdg,PattAn00,pass_cmp,0,,,,,
player,201909290mia,sdg,PattAn00,pass_att,0,,,,,
player,201909290mia,sdg,PattAn00,pass_yds,0,,,,,
player,201909290mia,sdg,PattAn00,pass_td,0,,,,,
player,201909290mia,sdg,PattAn00,pass_int,0,,,,,
player,201909290mia,sdg,PattAn00,pass_sacked,0,,,,,
player,201909290mia,sdg,PattAn00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,PattAn00,pass_long,0,,,,,
player,201909290mia,sdg,PattAn00,pass_rating,,,,,,
player,201909290mia,sdg,PattAn00,rush_att,0,,,,,
player,201909290mia,sdg,PattAn00,rush_yds,0,,,,,
player,201909290mia,sdg,PattAn00,rush_td,0,,,,,
player,201909290mia,sdg,PattAn00,rush_long,0,,,,,
player,201909290mia,sdg,PattAn00,targets,4,,,,,
player,201909290mia,sdg,PattAn00,rec,2,,,,,
player,201909290mia,sdg,PattAn00,rec_yds,22,,,,,
player,201909290mia,sdg,PattAn00,rec_td,0,,,,,
player,201909290mia,sdg,PattAn00,rec_long,15,,,,,
player,201909290mia,sdg,PattAn00,fumbles,0,,,,,
player,201909290mia,sdg,PattAn00,fumbles_lost,0,,,,,
player,201909290mia,sdg,WattDe00,pass_cmp,0,,,,,
player,201909290mia,sdg,WattDe00,pass_att,0,,,,,
player,201909290mia,sdg,WattDe00,pass_yds,0,,,,,
player,201909290mia,sdg,WattDe00,pass_td,0,,,,,
player,201909290mia,sdg,WattDe00,pass_int,0,,,,,
player,201909290mia,sdg,WattDe00,pass_sacked,0,,,,,
player,201909290mia,sdg,WattDe00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,WattDe00,pass_long,0,,,,,
player,201909290mia,sdg,WattDe00,pass_rating,,,,,,
player,201909290mia,sdg,WattDe00,rush_att,0,,,,,
player,201909290mia,sdg,WattDe00,rush_yds,0,,,,,
player,201909290mia,sdg,WattDe00,rush_td,0,,,,,
player,201909290mia,sdg,WattDe00,rush_long,0,,,,,
player,201909290mia,sdg,WattDe00,targets,1,,,,,
player,201909290mia,sdg,WattDe00,rec,1,,,,,
player,201909290mia,sdg,WattDe00,rec_yds,21,,,,,
player,201909290mia,sdg,WattDe00,rec_td,0,,,,,
player,201909290mia,sdg,WattDe00,rec_long,21,,,,,
player,201909290mia,sdg,WattDe00,fumbles,0,,,,,
player,201909290mia,sdg,WattDe00,fumbles_lost,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_cmp,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_att,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_yds,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_td,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_int,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_sacked,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_sacked_yds,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_long,0,,,,,
player,201909290mia,sdg,CulkSe00,pass_rating,,,,,,
player,201909290mia,sdg,CulkSe00,rush_att,0,,,,,
player,201909290mia,sdg,CulkSe00,rush_yds,0,,,,,
player,201909290mia,sdg,CulkSe00,rush_td,0,,,,,
player,201909290mia,sdg,CulkSe00,rush_long,0,,,,,
player,201909290mia,sdg,CulkSe00,targets,1,,,,,
player,201909290mia,sdg,CulkSe00,rec,1,,,,,
player,201909290mia,sdg,CulkSe00,rec_yds,12,,,,,
player,201909290mia,sdg,CulkSe00,rec_td,0,,,,,
player,201909290mia,sdg,CulkSe00,rec_long,12,,,,,
player,201909290mia,sdg,CulkSe00,fumbles,0,,,,,
player,201909290mia,sdg,CulkSe00,fumbles_lost,0,,,,,
player,201909290mia,mia,RoseJo01,pass_cmp,17,,,,,
player,201909290mia,mia,RoseJo01,pass_att,24,,,,,
player,201909290mia,mia,RoseJo01,pass_yds,180,,,,,
player,201909290mia,mia,RoseJo01,pass_td,1,,,,,
player,201909290mia,mia,RoseJo01,pass_int,1,,,,,
player,201909290mia,mia,RoseJo01,pass_sacked,4,,,,,
player,201909290mia,mia,RoseJo01,pass_sacked_yds,18,,,,,
player,201909290mia,mia,RoseJo01,pass_long,34,,,,,
player,201909290mia,mia,RoseJo01,pass_rating,88.9,,,,,
player,201909290mia,mia,RoseJo01,rush_att,0,,,,,
player,201909290mia,mia,RoseJo01,rush_yds,0,,,,,
player,201909290mia,mia,RoseJo01,rush_td,0,,,,,
player,201909290mia,mia,RoseJo01,rush_long,0,,,,,
player,201909290mia,mia,RoseJo01,targets,0,,,,,
player,201909290mia,mia,RoseJo01,rec,0,,,,,
player,201909290mia,mia,RoseJo01,rec_yds,0,,,,,
player,201909290mia,mia,RoseJo01,rec_td,0,,,,,
player,201909290mia,mia,RoseJo01,rec_long,0,,,,,
player,201909290mia,mia,RoseJo01,fumbles,1,,,,,
player,201909290mia,mia,RoseJo01,fumbles_lost,0,,,,,
player,201909290mia,mia,DrakKe00,pass_cmp,0,,,,,
player,201909290mia,mia,DrakKe00,pass_att,0,,,,,
player,201909290mia,mia,DrakKe00,pass_yds,0,,,,,
player,201909290mia,mia,DrakKe00,pass_td,0,,,,,
player,201909290mia,mia,DrakKe00,pass_int,0,,,,,
player,201909290mia,mia,DrakKe00,pass_sacked,0,,,,,
player,201909290mia,mia,DrakKe00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,DrakKe00,pass_long,0,,,,,
player,201909290mia,mia,DrakKe00,pass_rating,,,,,,
player,201909290mia,mia,DrakKe00,rush_att,9,,,,,
player,201909290mia,mia,DrakKe00,rush_yds,44,,,,,
player,201909290mia,mia,DrakKe00,rush_td,0,,,,,
player,201909290mia,mia,DrakKe00,rush_long,10,,,,,
player,201909290mia,mia,DrakKe00,targets,5,,,,,
player,201909290mia,mia,DrakKe00,rec,3,,,,,
player,201909290mia,mia,DrakKe00,rec_yds,29,,,,,
player,201909290mia,mia,DrakKe00,rec_td,0,,,,,
player,201909290mia,mia,DrakKe00,rec_long,19,,,,,
player,201909290mia,mia,DrakKe00,fumbles,1,,,,,
player,201909290mia,mia,DrakKe00,fumbles_lost,0,,,,,
player,201909290mia,mia,WaltMa00,pass_cmp,0,,,,,
player,201909290mia,mia,WaltMa00,pass_att,0,,,,,
player,201909290mia,mia,WaltMa00,pass_yds,0,,,,,
player,201909290mia,mia,WaltMa00,pass_td,0,,,,,
player,201909290mia,mia,WaltMa00,pass_int,0,,,,,
player,201909290mia,mia,WaltMa00,pass_sacked,0,,,,,
player,201909290mia,mia,WaltMa00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,WaltMa00,pass_long,0,,,,,
player,201909290mia,mia,WaltMa00,pass_rating,,,,,,
player,201909290mia,mia,WaltMa00,rush_att,6,,,,,
player,201909290mia,mia,WaltMa00,rush_yds,23,,,,,
player,201909290mia,mia,WaltMa00,rush_td,0,,,,,
player,201909290mia,mia,WaltMa00,rush_long,11,,,,,
player,201909290mia,mia,WaltMa00,targets,2,,,,,
player,201909290mia,mia,WaltMa00,rec,2,,,,,
player,201909290mia,mia,WaltMa00,rec_yds,11,,,,,
player,201909290mia,mia,WaltMa00,rec_td,0,,,,,
player,201909290mia,mia,WaltMa00,rec_long,7,,,,,
player,201909290mia,mia,WaltMa00,fumbles,0,,,,,
player,201909290mia,mia,WaltMa00,fumbles_lost,0,,,,,
player,201909290mia,mia,BallKa00,pass_cmp,0,,,,,
player,201909290mia,mia,BallKa00,pass_att,0,,,,,
player,201909290mia,mia,BallKa00,pass_yds,0,,,,,
player,201909290mia,mia,BallKa00,pass_td,0,,,,,
player,201909290mia,mia,BallKa00,pass_int,0,,,,,
player,201909290mia,mia,BallKa00,pass_sacked,0,,,,,
player,201909290mia,mia,BallKa00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,BallKa00,pass_long,0,,,,,
player,201909290mia,mia,BallKa00,pass_rating,,,,,,
player,201909290mia,mia,BallKa00,rush_att,2,,,,,
player,201909290mia,mia,BallKa00,rush_yds,7,,,,,
player,201909290mia,mia,BallKa00,rush_td,0,,,,,
player,201909290mia,mia,BallKa00,rush_long,6,,,,,
player,201909290mia,mia,BallKa00,targets,1,,,,,
player,201909290mia,mia,BallKa00,rec,0,,,,,
player,201909290mia,mia,BallKa00,rec_yds,0,,,,,
player,201909290mia,mia,BallKa00,rec_td,0,,,,,
player,201909290mia,mia,BallKa00,rec_long,0,,,,,
player,201909290mia,mia,BallKa00,fumbles,0,,,,,
player,201909290mia,mia,BallKa00,fumbles_lost,0,,,,,
player,201909290mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201909290mia,mia,ParkDe01,pass_att,0,,,,,
player,201909290mia,mia,ParkDe01,pass_yds,0,,,,,
player,201909290mia,mia,ParkDe01,pass_td,0,,,,,
player,201909290mia,mia,ParkDe01,pass_int,0,,,,,
player,201909290mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201909290mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201909290mia,mia,ParkDe01,pass_long,0,,,,,
player,201909290mia,mia,ParkDe01,pass_rating,,,,,,
player,201909290mia,mia,ParkDe01,rush_att,0,,,,,
player,201909290mia,mia,ParkDe01,rush_yds,0,,,,,
player,201909290mia,mia,ParkDe01,rush_td,0,,,,,
player,201909290mia,mia,ParkDe01,rush_long,0,,,,,
player,201909290mia,mia,ParkDe01,targets,4,,,,,
player,201909290mia,mia,ParkDe01,rec,4,,,,,
player,201909290mia,mia,ParkDe01,rec_yds,70,,,,,
player,201909290mia,mia,ParkDe01,rec_td,1,,,,,
player,201909290mia,mia,ParkDe01,rec_long,34,,,,,
player,201909290mia,mia,ParkDe01,fumbles,0,,,,,
player,201909290mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201909290mia,mia,WillPr01,pass_cmp,0,,,,,
player,201909290mia,mia,WillPr01,pass_att,0,,,,,
player,201909290mia,mia,WillPr01,pass_yds,0,,,,,
player,201909290mia,mia,WillPr01,pass_td,0,,,,,
player,201909290mia,mia,WillPr01,pass_int,0,,,,,
player,201909290mia,mia,WillPr01,pass_sacked,1,,,,,
player,201909290mia,mia,WillPr01,pass_sacked_yds,1,,,,,
player,201909290mia,mia,WillPr01,pass_long,0,,,,,
player,201909290mia,mia,WillPr01,pass_rating,,,,,,
player,201909290mia,mia,WillPr01,rush_att,0,,,,,
player,201909290mia,mia,WillPr01,rush_yds,0,,,,,
player,201909290mia,mia,WillPr01,rush_td,0,,,,,
player,201909290mia,mia,WillPr01,rush_long,0,,,,,
player,201909290mia,mia,WillPr01,targets,7,,,,,
player,201909290mia,mia,WillPr01,rec,4,,,,,
player,201909290mia,mia,WillPr01,rec_yds,46,,,,,
player,201909290mia,mia,WillPr01,rec_td,0,,,,,
player,201909290mia,mia,WillPr01,rec_long,25,,,,,
player,201909290mia,mia,WillPr01,fumbles,1,,,,,
player,201909290mia,mia,WillPr01,fumbles_lost,0,,,,,
player,201909290mia,mia,FordIs00,pass_cmp,0,,,,,
player,201909290mia,mia,FordIs00,pass_att,0,,,,,
player,201909290mia,mia,FordIs00,pass_yds,0,,,,,
player,201909290mia,mia,FordIs00,pass_td,0,,,,,
player,201909290mia,mia,FordIs00,pass_int,0,,,,,
player,201909290mia,mia,FordIs00,pass_sacked,0,,,,,
player,201909290mia,mia,FordIs00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,FordIs00,pass_long,0,,,,,
player,201909290mia,mia,FordIs00,pass_rating,,,,,,
player,201909290mia,mia,FordIs00,rush_att,0,,,,,
player,201909290mia,mia,FordIs00,rush_yds,0,,,,,
player,201909290mia,mia,FordIs00,rush_td,0,,,,,
player,201909290mia,mia,FordIs00,rush_long,0,,,,,
player,201909290mia,mia,FordIs00,targets,3,,,,,
player,201909290mia,mia,FordIs00,rec,2,,,,,
player,201909290mia,mia,FordIs00,rec_yds,9,,,,,
player,201909290mia,mia,FordIs00,rec_td,0,,,,,
player,201909290mia,mia,FordIs00,rec_long,7,,,,,
player,201909290mia,mia,FordIs00,fumbles,0,,,,,
player,201909290mia,mia,FordIs00,fumbles_lost,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_cmp,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_att,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_yds,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_td,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_int,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_sacked,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_long,0,,,,,
player,201909290mia,mia,OLeaNi00,pass_rating,,,,,,
player,201909290mia,mia,OLeaNi00,rush_att,0,,,,,
player,201909290mia,mia,OLeaNi00,rush_yds,0,,,,,
player,201909290mia,mia,OLeaNi00,rush_td,0,,,,,
player,201909290mia,mia,OLeaNi00,rush_long,0,,,,,
player,201909290mia,mia,OLeaNi00,targets,1,,,,,
player,201909290mia,mia,OLeaNi00,rec,1,,,,,
player,201909290mia,mia,OLeaNi00,rec_yds,9,,,,,
player,201909290mia,mia,OLeaNi00,rec_td,0,,,,,
player,201909290mia,mia,OLeaNi00,rec_long,9,,,,,
player,201909290mia,mia,OLeaNi00,fumbles,0,,,,,
player,201909290mia,mia,OLeaNi00,fumbles_lost,0,,,,,
player,201909290mia,mia,GranJa00,pass_cmp,0,,,,,
player,201909290mia,mia,GranJa00,pass_att,0,,,,,
player,201909290mia,mia,GranJa00,pass_yds,0,,,,,
player,201909290mia,mia,GranJa00,pass_td,0,,,,,
player,201909290mia,mia,GranJa00,pass_int,0,,,,,
player,201909290mia,mia,GranJa00,pass_sacked,0,,,,,
player,201909290mia,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201909290mia,mia,GranJa00,pass_long,0,,,,,
player,201909290mia,mia,GranJa00,pass_rating,,,,,,
player,201909290mia,mia,GranJa00,rush_att,1,,,,,
player,201909290mia,mia,GranJa00,rush_yds,-2,,,,,
player,201909290mia,mia,GranJa00,rush_td,0,,,,,
player,201909290mia,mia,GranJa00,rush_long,-2,,,,,
player,201909290mia,mia,GranJa00,targets,1,,,,,
player,201909290mia,mia,GranJa00,rec,1,,,,,
player,201909290mia,mia,GranJa00,rec_yds,6,,,,,
player,201909290mia,mia,GranJa00,rec_td,0,,,,,
player,201909290mia,mia,GranJa00,rec_long,6,,,,,
player,201909290mia,mia,GranJa00,fumbles,0,,,,,
player,201909290mia,mia,GranJa00,fumbles_lost,0,,,,,
player,201909290mia,sdg,DaviMi03,def_int,1,,,,,
player,201909290mia,sdg,DaviMi03,def_int_yds,0,,,,,
player,201909290mia,sdg,DaviMi03,def_int_td,0,,,,,
player,201909290mia,sdg,DaviMi03,def_int_long,0,,,,,
player,201909290mia,sdg,DaviMi03,pass_defended,1,,,,,
player,201909290mia,sdg,DaviMi03,sacks,0.0,,,,,
player,201909290mia,sdg,DaviMi03,tackles_combined,3,,,,,
player,201909290mia,sdg,DaviMi03,tackles_solo,3,,,,,
player,201909290mia,sdg,DaviMi03,tackles_assists,0,,,,,
player,201909290mia,sdg,DaviMi03,tackles_loss,0,,,,,
player,201909290mia,sdg,DaviMi03,qb_hits,0,,,,,
player,201909290mia,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201909290mia,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201909290mia,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201909290mia,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201909290mia,sdg,KingDe01,def_int,0,,,,,
player,201909290mia,sdg,KingDe01,def_int_yds,0,,,,,
player,201909290mia,sdg,KingDe01,def_int_td,0,,,,,
player,201909290mia,sdg,KingDe01,def_int_long,0,,,,,
player,201909290mia,sdg,KingDe01,pass_defended,0,,,,,
player,201909290mia,sdg,KingDe01,sacks,2.5,,,,,
player,201909290mia,sdg,KingDe01,tackles_combined,4,,,,,
player,201909290mia,sdg,KingDe01,tackles_solo,3,,,,,
player,201909290mia,sdg,KingDe01,tackles_assists,1,,,,,
player,201909290mia,sdg,KingDe01,tackles_loss,1,,,,,
player,201909290mia,sdg,KingDe01,qb_hits,2,,,,,
