game,2019,14,20191208,201912080rai,oti,"Tennessee Titans",42,rai,"Oakland Raiders",21
player,201912080rai,oti,BrowAJ00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,BrowAJ00,pass_long,0,,,,,
player,201912080rai,oti,BrowAJ00,pass_rating,,,,,,
player,201912080rai,oti,BrowAJ00,rush_att,1,,,,,
player,201912080rai,oti,BrowAJ00,rush_yds,13,,,,,
player,201912080rai,oti,BrowAJ00,rush_td,0,,,,,
player,201912080rai,oti,BrowAJ00,rush_long,13,,,,,
player,201912080rai,oti,BrowAJ00,targets,7,,,,,
player,201912080rai,oti,BrowAJ00,rec,5,,,,,
player,201912080rai,oti,BrowAJ00,rec_yds,153,,,,,
player,201912080rai,oti,BrowAJ00,rec_td,2,,,,,
player,201912080rai,oti,BrowAJ00,rec_long,91,,,,,
player,201912080rai,oti,BrowAJ00,fumbles,0,,,,,
player,201912080rai,oti,BrowAJ00,fumbles_lost,0,,,,,
player,201912080rai,oti,BlasKh00,pass_cmp,0,,,,,
player,201912080rai,oti,BlasKh00,pass_att,0,,,,,
player,201912080rai,oti,BlasKh00,pass_yds,0,,,,,
player,201912080rai,oti,BlasKh00,pass_td,0,,,,,
player,201912080rai,oti,BlasKh00,pass_int,0,,,,,
player,201912080rai,oti,BlasKh00,pass_sacked,0,,,,,
player,201912080rai,oti,BlasKh00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,BlasKh00,pass_long,0,,,,,
player,201912080rai,oti,BlasKh00,pass_rating,,,,,,
player,201912080rai,oti,BlasKh00,rush_att,0,,,,,
player,201912080rai,oti,BlasKh00,rush_yds,0,,,,,
player,201912080rai,oti,BlasKh00,rush_td,0,,,,,
player,201912080rai,oti,BlasKh00,rush_long,0,,,,,
player,201912080rai,oti,BlasKh00,targets,2,,,,,
player,201912080rai,oti,BlasKh00,rec,2,,,,,
player,201912080rai,oti,BlasKh00,rec_yds,47,,,,,
player,201912080rai,oti,BlasKh00,rec_td,0,,,,,
player,201912080rai,oti,BlasKh00,rec_long,24,,,,,
player,201912080rai,oti,BlasKh00,fumbles,0,,,,,
player,201912080rai,oti,BlasKh00,fumbles_lost,0,,,,,
player,201912080rai,oti,PruiMy00,pass_cmp,0,,,,,
player,201912080rai,oti,PruiMy00,pass_att,0,,,,,
player,201912080rai,oti,PruiMy00,pass_yds,0,,,,,
player,201912080rai,oti,PruiMy00,pass_td,0,,,,,
player,201912080rai,oti,PruiMy00,pass_int,0,,,,,
player,201912080rai,oti,PruiMy00,pass_sacked,0,,,,,
player,201912080rai,oti,PruiMy00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,PruiMy00,pass_long,0,,,,,
player,201912080rai,oti,PruiMy00,pass_rating,,,,,,
player,201912080rai,oti,PruiMy00,rush_att,0,,,,,
player,201912080rai,oti,PruiMy00,rush_yds,0,,,,,
player,201912080rai,oti,PruiMy00,rush_td,0,,,,,
player,201912080rai,oti,PruiMy00,rush_long,0,,,,,
player,201912080rai,oti,PruiMy00,targets,1,,,,,
player,201912080rai,oti,PruiMy00,rec,1,,,,,
player,201912080rai,oti,PruiMy00,rec_yds,42,,,,,
player,201912080rai,oti,PruiMy00,rec_td,0,,,,,
player,201912080rai,oti,PruiMy00,rec_long,42,,,,,
player,201912080rai,oti,PruiMy00,fumbles,0,,,,,
player,201912080rai,oti,PruiMy00,fumbles_lost,0,,,,,
player,201912080rai,oti,FirkAn00,pass_cmp,0,,,,,
player,201912080rai,oti,FirkAn00,pass_att,0,,,,,
player,201912080rai,oti,FirkAn00,pass_yds,0,,,,,
player,201912080rai,oti,FirkAn00,pass_td,0,,,,,
player,201912080rai,oti,FirkAn00,pass_int,0,,,,,
player,201912080rai,oti,FirkAn00,pass_sacked,0,,,,,
player,201912080rai,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,FirkAn00,pass_long,0,,,,,
player,201912080rai,oti,FirkAn00,pass_rating,,,,,,
player,201912080rai,oti,FirkAn00,rush_att,0,,,,,
player,201912080rai,oti,FirkAn00,rush_yds,0,,,,,
player,201912080rai,oti,FirkAn00,rush_td,0,,,,,
player,201912080rai,oti,FirkAn00,rush_long,0,,,,,
player,201912080rai,oti,FirkAn00,targets,1,,,,,
player,201912080rai,oti,FirkAn00,rec,1,,,,,
player,201912080rai,oti,FirkAn00,rec_yds,39,,,,,
player,201912080rai,oti,FirkAn00,rec_td,0,,,,,
player,201912080rai,oti,FirkAn00,rec_long,39,,,,,
player,201912080rai,oti,FirkAn00,fumbles,0,,,,,
player,201912080rai,oti,FirkAn00,fumbles_lost,0,,,,,
player,201912080rai,oti,DaviCo03,pass_cmp,0,,,,,
player,201912080rai,oti,DaviCo03,pass_att,0,,,,,
player,201912080rai,oti,DaviCo03,pass_yds,0,,,,,
player,201912080rai,oti,DaviCo03,pass_td,0,,,,,
player,201912080rai,oti,DaviCo03,pass_int,0,,,,,
player,201912080rai,oti,DaviCo03,pass_sacked,0,,,,,
player,201912080rai,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201912080rai,oti,DaviCo03,pass_long,0,,,,,
player,201912080rai,oti,DaviCo03,pass_rating,,,,,,
player,201912080rai,oti,DaviCo03,rush_att,0,,,,,
player,201912080rai,oti,DaviCo03,rush_yds,0,,,,,
player,201912080rai,oti,DaviCo03,rush_td,0,,,,,
player,201912080rai,oti,DaviCo03,rush_long,0,,,,,
player,201912080rai,oti,DaviCo03,targets,4,,,,,
player,201912080rai,oti,DaviCo03,rec,2,,,,,
player,201912080rai,oti,DaviCo03,rec_yds,34,,,,,
player,201912080rai,oti,DaviCo03,rec_td,0,,,,,
player,201912080rai,oti,DaviCo03,rec_long,24,,,,,
player,201912080rai,oti,DaviCo03,fumbles,0,,,,,
player,201912080rai,oti,DaviCo03,fumbles_lost,0,,,,,
player,201912080rai,oti,SmitJo01,pass_cmp,0,,,,,
player,201912080rai,oti,SmitJo01,pass_att,0,,,,,
player,201912080rai,oti,SmitJo01,pass_yds,0,,,,,
player,201912080rai,oti,SmitJo01,pass_td,0,,,,,
player,201912080rai,oti,SmitJo01,pass_int,0,,,,,
player,201912080rai,oti,SmitJo01,pass_sacked,0,,,,,
player,201912080rai,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201912080rai,oti,SmitJo01,pass_long,0,,,,,
player,201912080rai,oti,SmitJo01,pass_rating,,,,,,
player,201912080rai,oti,SmitJo01,rush_att,0,,,,,
player,201912080rai,oti,SmitJo01,rush_yds,0,,,,,
player,201912080rai,oti,SmitJo01,rush_td,0,,,,,
player,201912080rai,oti,SmitJo01,rush_long,0,,,,,
player,201912080rai,oti,SmitJo01,targets,4,,,,,
player,201912080rai,oti,SmitJo01,rec,3,,,,,
player,201912080rai,oti,SmitJo01,rec_yds,29,,,,,
player,201912080rai,oti,SmitJo01,rec_td,1,,,,,
player,201912080rai,oti,SmitJo01,rec_long,17,,,,,
player,201912080rai,oti,SmitJo01,fumbles,0,,,,,
player,201912080rai,oti,SmitJo01,fumbles_lost,0,,,,,
player,201912080rai,oti,SharTa00,pass_cmp,0,,,,,
player,201912080rai,oti,SharTa00,pass_att,0,,,,,
player,201912080rai,oti,SharTa00,pass_yds,0,,,,,
player,201912080rai,oti,SharTa00,pass_td,0,,,,,
player,201912080rai,oti,SharTa00,pass_int,0,,,,,
player,201912080rai,oti,SharTa00,pass_sacked,0,,,,,
player,201912080rai,oti,SharTa00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,SharTa00,pass_long,0,,,,,
player,201912080rai,oti,SharTa00,pass_rating,,,,,,
player,201912080rai,oti,SharTa00,rush_att,0,,,,,
player,201912080rai,oti,SharTa00,rush_yds,0,,,,,
player,201912080rai,oti,SharTa00,rush_td,0,,,,,
player,201912080rai,oti,SharTa00,rush_long,0,,,,,
player,201912080rai,oti,SharTa00,targets,4,,,,,
player,201912080rai,oti,SharTa00,rec,4,,,,,
player,201912080rai,oti,SharTa00,rec_yds,25,,,,,
player,201912080rai,oti,SharTa00,rec_td,0,,,,,
player,201912080rai,oti,SharTa00,rec_long,9,,,,,
player,201912080rai,oti,SharTa00,fumbles,0,,,,,
player,201912080rai,oti,SharTa00,fumbles_lost,0,,,,,
player,201912080rai,oti,RaymKa00,pass_cmp,0,,,,,
player,201912080rai,oti,RaymKa00,pass_att,0,,,,,
player,201912080rai,oti,RaymKa00,pass_yds,0,,,,,
player,201912080rai,oti,RaymKa00,pass_td,0,,,,,
player,201912080rai,oti,RaymKa00,pass_int,0,,,,,
player,201912080rai,oti,RaymKa00,pass_sacked,0,,,,,
player,201912080rai,oti,RaymKa00,pass_sacked_yds,0,,,,,
player,201912080rai,oti,RaymKa00,pass_long,0,,,,,
player,201912080rai,oti,RaymKa00,pass_rating,,,,,,
player,201912080rai,oti,RaymKa00,rush_att,0,,,,,
player,201912080rai,oti,RaymKa00,rush_yds,0,,,,,
player,201912080rai,oti,RaymKa00,rush_td,0,,,,,
player,201912080rai,oti,RaymKa00,rush_long,0,,,,,
player,201912080rai,oti,RaymKa00,targets,2,,,,,
player,201912080rai,oti,RaymKa00,rec,1,,,,,
player,201912080rai,oti,RaymKa00,rec_yds,11,,,,,
player,201912080rai,oti,RaymKa00,rec_td,0,,,,,
player,201912080rai,oti,RaymKa00,rec_long,11,,,,,
player,201912080rai,oti,RaymKa00,fumbles,0,,,,,
player,201912080rai,oti,RaymKa00,fumbles_lost,0,,,,,
player,201912080rai,rai,CarrDe02,pass_cmp,25,,,,,
player,201912080rai,rai,CarrDe02,pass_att,34,,,,,
player,201912080rai,rai,CarrDe02,pass_yds,263,,,,,
player,201912080rai,rai,CarrDe02,pass_td,2,,,,,
player,201912080rai,rai,CarrDe02,pass_int,0,,,,,
player,201912080rai,rai,CarrDe02,pass_sacked,2,,,,,
player,201912080rai,rai,CarrDe02,pass_sacked_yds,4,,,,,
player,201912080rai,rai,CarrDe02,pass_long,49,,,,,
player,201912080rai,rai,CarrDe02,pass_rating,115.2,,,,,
player,201912080rai,rai,CarrDe02,rush_att,2,,,,,
player,201912080rai,rai,CarrDe02,rush_yds,17,,,,,
player,201912080rai,rai,CarrDe02,rush_td,0,,,,,
player,201912080rai,rai,CarrDe02,rush_long,15,,,,,
player,201912080rai,rai,CarrDe02,targets,0,,,,,
player,201912080rai,rai,CarrDe02,rec,0,,,,,
player,201912080rai,rai,CarrDe02,rec_yds,0,,,,,
player,201912080rai,rai,CarrDe02,rec_td,0,,,,,
player,201912080rai,rai,CarrDe02,rec_long,0,,,,,
player,201912080rai,rai,CarrDe02,fumbles,0,,,,,
player,201912080rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201912080rai,rai,WashDe00,pass_cmp,0,,,,,
player,201912080rai,rai,WashDe00,pass_att,0,,,,,
player,201912080rai,rai,WashDe00,pass_yds,0,,,,,
player,201912080rai,rai,WashDe00,pass_td,0,,,,,
player,201912080rai,rai,WashDe00,pass_int,0,,,,,
player,201912080rai,rai,WashDe00,pass_sacked,0,,,,,
player,201912080rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,WashDe00,pass_long,0,,,,,
player,201912080rai,rai,WashDe00,pass_rating,,,,,,
player,201912080rai,rai,WashDe00,rush_att,14,,,,,
player,201912080rai,rai,WashDe00,rush_yds,53,,,,,
player,201912080rai,rai,WashDe00,rush_td,1,,,,,
player,201912080rai,rai,WashDe00,rush_long,14,,,,,
player,201912080rai,rai,WashDe00,targets,7,,,,,
player,201912080rai,rai,WashDe00,rec,6,,,,,
player,201912080rai,rai,WashDe00,rec_yds,43,,,,,
player,201912080rai,rai,WashDe00,rec_td,0,,,,,
player,201912080rai,rai,WashDe00,rec_long,24,,,,,
player,201912080rai,rai,WashDe00,fumbles,0,,,,,
player,201912080rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201912080rai,rai,RichJa01,pass_cmp,0,,,,,
player,201912080rai,rai,RichJa01,pass_att,0,,,,,
player,201912080rai,rai,RichJa01,pass_yds,0,,,,,
player,201912080rai,rai,RichJa01,pass_td,0,,,,,
player,201912080rai,rai,RichJa01,pass_int,0,,,,,
player,201912080rai,rai,RichJa01,pass_sacked,0,,,,,
player,201912080rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201912080rai,rai,RichJa01,pass_long,0,,,,,
player,201912080rai,rai,RichJa01,pass_rating,,,,,,
player,201912080rai,rai,RichJa01,rush_att,7,,,,,
player,201912080rai,rai,RichJa01,rush_yds,28,,,,,
player,201912080rai,rai,RichJa01,rush_td,0,,,,,
player,201912080rai,rai,RichJa01,rush_long,10,,,,,
player,201912080rai,rai,RichJa01,targets,3,,,,,
player,201912080rai,rai,RichJa01,rec,2,,,,,
player,201912080rai,rai,RichJa01,rec_yds,18,,,,,
player,201912080rai,rai,RichJa01,rec_td,0,,,,,
player,201912080rai,rai,RichJa01,rec_long,11,,,,,
player,201912080rai,rai,RichJa01,fumbles,0,,,,,
player,201912080rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201912080rai,rai,WallDa01,pass_cmp,0,,,,,
player,201912080rai,rai,WallDa01,pass_att,0,,,,,
player,201912080rai,rai,WallDa01,pass_yds,0,,,,,
player,201912080rai,rai,WallDa01,pass_td,0,,,,,
player,201912080rai,rai,WallDa01,pass_int,0,,,,,
player,201912080rai,rai,WallDa01,pass_sacked,0,,,,,
player,201912080rai,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201912080rai,rai,WallDa01,pass_long,0,,,,,
player,201912080rai,rai,WallDa01,pass_rating,,,,,,
player,201912080rai,rai,WallDa01,rush_att,0,,,,,
player,201912080rai,rai,WallDa01,rush_yds,0,,,,,
player,201912080rai,rai,WallDa01,rush_td,0,,,,,
player,201912080rai,rai,WallDa01,rush_long,0,,,,,
player,201912080rai,rai,WallDa01,targets,6,,,,,
player,201912080rai,rai,WallDa01,rec,6,,,,,
player,201912080rai,rai,WallDa01,rec_yds,73,,,,,
player,201912080rai,rai,WallDa01,rec_td,0,,,,,
player,201912080rai,rai,WallDa01,rec_long,25,,,,,
player,201912080rai,rai,WallDa01,fumbles,1,,,,,
player,201912080rai,rai,WallDa01,fumbles_lost,1,,,,,
player,201912080rai,rai,GaffRi00,pass_cmp,0,,,,,
player,201912080rai,rai,GaffRi00,pass_att,0,,,,,
player,201912080rai,rai,GaffRi00,pass_yds,0,,,,,
player,201912080rai,rai,GaffRi00,pass_td,0,,,,,
player,201912080rai,rai,GaffRi00,pass_int,0,,,,,
player,201912080rai,rai,GaffRi00,pass_sacked,0,,,,,
player,201912080rai,rai,GaffRi00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,GaffRi00,pass_long,0,,,,,
player,201912080rai,rai,GaffRi00,pass_rating,,,,,,
player,201912080rai,rai,GaffRi00,rush_att,0,,,,,
player,201912080rai,rai,GaffRi00,rush_yds,0,,,,,
player,201912080rai,rai,GaffRi00,rush_td,0,,,,,
player,201912080rai,rai,GaffRi00,rush_long,0,,,,,
player,201912080rai,rai,GaffRi00,targets,1,,,,,
player,201912080rai,rai,GaffRi00,rec,1,,,,,
player,201912080rai,rai,GaffRi00,rec_yds,49,,,,,
player,201912080rai,rai,GaffRi00,rec_td,1,,,,,
player,201912080rai,rai,GaffRi00,rec_long,49,,,,,
player,201912080rai,rai,GaffRi00,fumbles,0,,,,,
player,201912080rai,rai,GaffRi00,fumbles_lost,0,,,,,
player,201912080rai,rai,WillTy00,pass_cmp,0,,,,,
player,201912080rai,rai,WillTy00,pass_att,0,,,,,
player,201912080rai,rai,WillTy00,pass_yds,0,,,,,
player,201912080rai,rai,WillTy00,pass_td,0,,,,,
player,201912080rai,rai,WillTy00,pass_int,0,,,,,
player,201912080rai,rai,WillTy00,pass_sacked,0,,,,,
player,201912080rai,rai,WillTy00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,WillTy00,pass_long,0,,,,,
player,201912080rai,rai,WillTy00,pass_rating,,,,,,
player,201912080rai,rai,WillTy00,rush_att,0,,,,,
player,201912080rai,rai,WillTy00,rush_yds,0,,,,,
player,201912080rai,rai,WillTy00,rush_td,0,,,,,
player,201912080rai,rai,WillTy00,rush_long,0,,,,,
player,201912080rai,rai,WillTy00,targets,4,,,,,
player,201912080rai,rai,WillTy00,rec,3,,,,,
player,201912080rai,rai,WillTy00,rec_yds,35,,,,,
player,201912080rai,rai,WillTy00,rec_td,0,,,,,
player,201912080rai,rai,WillTy00,rec_long,18,,,,,
player,201912080rai,rai,WillTy00,fumbles,0,,,,,
player,201912080rai,rai,WillTy00,fumbles_lost,0,,,,,
player,201912080rai,rai,DossKe00,pass_cmp,0,,,,,
player,201912080rai,rai,DossKe00,pass_att,0,,,,,
player,201912080rai,rai,DossKe00,pass_yds,0,,,,,
player,201912080rai,rai,DossKe00,pass_td,0,,,,,
player,201912080rai,rai,DossKe00,pass_int,0,,,,,
player,201912080rai,rai,DossKe00,pass_sacked,0,,,,,
player,201912080rai,rai,DossKe00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,DossKe00,pass_long,0,,,,,
player,201912080rai,rai,DossKe00,pass_rating,,,,,,
player,201912080rai,rai,DossKe00,rush_att,0,,,,,
player,201912080rai,rai,DossKe00,rush_yds,0,,,,,
player,201912080rai,rai,DossKe00,rush_td,0,,,,,
player,201912080rai,rai,DossKe00,rush_long,0,,,,,
player,201912080rai,rai,DossKe00,targets,3,,,,,
player,201912080rai,rai,DossKe00,rec,3,,,,,
player,201912080rai,rai,DossKe00,rec_yds,26,,,,,
player,201912080rai,rai,DossKe00,rec_td,0,,,,,
player,201912080rai,rai,DossKe00,rec_long,12,,,,,
player,201912080rai,rai,DossKe00,fumbles,0,,,,,
player,201912080rai,rai,DossKe00,fumbles_lost,0,,,,,
player,201912080rai,rai,MoreFo00,pass_cmp,0,,,,,
player,201912080rai,rai,MoreFo00,pass_att,0,,,,,
player,201912080rai,rai,MoreFo00,pass_yds,0,,,,,
player,201912080rai,rai,MoreFo00,pass_td,0,,,,,
player,201912080rai,rai,MoreFo00,pass_int,0,,,,,
player,201912080rai,rai,MoreFo00,pass_sacked,0,,,,,
player,201912080rai,rai,MoreFo00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,MoreFo00,pass_long,0,,,,,
player,201912080rai,rai,MoreFo00,pass_rating,,,,,,
player,201912080rai,rai,MoreFo00,rush_att,0,,,,,
player,201912080rai,rai,MoreFo00,rush_yds,0,,,,,
player,201912080rai,rai,MoreFo00,rush_td,0,,,,,
player,201912080rai,rai,MoreFo00,rush_long,0,,,,,
player,201912080rai,rai,MoreFo00,targets,3,,,,,
player,201912080rai,rai,MoreFo00,rec,3,,,,,
player,201912080rai,rai,MoreFo00,rec_yds,14,,,,,
player,201912080rai,rai,MoreFo00,rec_td,1,,,,,
player,201912080rai,rai,MoreFo00,rec_long,7,,,,,
player,201912080rai,rai,MoreFo00,fumbles,0,,,,,
player,201912080rai,rai,MoreFo00,fumbles_lost,0,,,,,
player,201912080rai,rai,JoneZa00,pass_cmp,0,,,,,
player,201912080rai,rai,JoneZa00,pass_att,0,,,,,
player,201912080rai,rai,JoneZa00,pass_yds,0,,,,,
player,201912080rai,rai,JoneZa00,pass_td,0,,,,,
player,201912080rai,rai,JoneZa00,pass_int,0,,,,,
player,201912080rai,rai,JoneZa00,pass_sacked,0,,,,,
player,201912080rai,rai,JoneZa00,pass_sacked_yds,0,,,,,
player,201912080rai,rai,JoneZa00,pass_long,0,,,,,
player,201912080rai,rai,JoneZa00,pass_rating,,,,,,
player,201912080rai,rai,JoneZa00,rush_att,0,,,,,
player,201912080rai,rai,JoneZa00,rush_yds,0,,,,,
player,201912080rai,rai,JoneZa00,rush_td,0,,,,,
player,201912080rai,rai,JoneZa00,rush_long,0,,,,,
player,201912080rai,rai,JoneZa00,targets,3,,,,,
player,201912080rai,rai,JoneZa00,rec,1,,,,,
player,201912080rai,rai,JoneZa00,rec_yds,5,,,,,
player,201912080rai,rai,JoneZa00,rec_td,0,,,,,
player,201912080rai,rai,JoneZa00,rec_long,5,,,,,
player,201912080rai,rai,JoneZa00,fumbles,0,,,,,
player,201912080rai,rai,JoneZa00,fumbles_lost,0,,,,,
player,201912080rai,rai,IngoAl01,pass_cmp,0,,,,,
player,201912080rai,rai,IngoAl01,pass_att,0,,,,,
player,201912080rai,rai,IngoAl01,pass_yds,0,,,,,
player,201912080rai,rai,IngoAl01,pass_td,0,,,,,
player,201912080rai,rai,IngoAl01,pass_int,0,,,,,
player,201912080rai,rai,IngoAl01,pass_sacked,0,,,,,
player,201912080rai,rai,IngoAl01,pass_sacked_yds,0,,,,,
player,201912080rai,rai,IngoAl01,pass_long,0,,,,,
player,201912080rai,rai,IngoAl01,pass_rating,,,,,,
player,201912080rai,rai,IngoAl01,rush_att,1,,,,,
player,201912080rai,rai,IngoAl01,rush_yds,-1,,,,,
player,201912080rai,rai,IngoAl01,rush_td,0,,,,,
player,201912080rai,rai,IngoAl01,rush_long,-1,,,,,
player,201912080rai,rai,IngoAl01,targets,0,,,,,
player,201912080rai,rai,IngoAl01,rec,0,,,,,
player,201912080rai,rai,IngoAl01,rec_yds,0,,,,,
player,201912080rai,rai,IngoAl01,rec_td,0,,,,,
player,201912080rai,rai,IngoAl01,rec_long,0,,,,,
player,201912080rai,rai,IngoAl01,fumbles,0,,,,,
player,201912080rai,rai,IngoAl01,fumbles_lost,0,,,,,
player,201912080rai,oti,SimmJe01,def_int,0,,,,,
player,201912080rai,oti,SimmJe01,def_int_yds,0,,,,,
player,201912080rai,oti,SimmJe01,def_int_td,0,,,,,
player,201912080rai,oti,SimmJe01,def_int_long,0,,,,,
player,201912080rai,oti,SimmJe01,pass_defended,0,,,,,
player,201912080rai,oti,SimmJe01,sacks,1.0,,,,,
player,201912080rai,oti,SimmJe01,tackles_combined,5,,,,,
player,201912080rai,oti,SimmJe01,tackles_solo,3,,,,,
player,201912080rai,oti,SimmJe01,tackles_assists,2,,,,,
player,201912080rai,oti,SimmJe01,tackles_loss,2,,,,,
player,201912080rai,oti,SimmJe01,qb_hits,1,,,,,
player,201912080rai,oti,SimmJe01,fumbles_rec,0,,,,,
player,201912080rai,oti,SimmJe01,fumbles_rec_yds,0,,,,,
player,201912080rai,oti,SimmJe01,fumbles_rec_td,0,,,,,
