game,2019,12,20191124,201911240chi,nyg,"New York Giants",14,chi,"Chicago Bears",19
player,201911240chi,nyg,GallWa00,defense,0,,,,,
player,201911240chi,nyg,GallWa00,def_pct,0%,,,,,
player,201911240chi,nyg,GallWa00,special_teams,0,,,,,
player,201911240chi,nyg,GallWa00,st_pct,0%,,,,,
player,201911240chi,nyg,BethAn20,pos,FS,,,,,
player,201911240chi,nyg,BethAn20,offense,0,,,,,
player,201911240chi,nyg,BethAn20,off_pct,0%,,,,,
player,201911240chi,nyg,BethAn20,defense,76,,,,,
player,201911240chi,nyg,BethAn20,def_pct,100%,,,,,
player,201911240chi,nyg,BethAn20,special_teams,1,,,,,
player,201911240chi,nyg,BethAn20,st_pct,3%,,,,,
player,201911240chi,nyg,OgleAl00,pos,LB,,,,,
player,201911240chi,nyg,OgleAl00,offense,0,,,,,
player,201911240chi,nyg,OgleAl00,off_pct,0%,,,,,
player,201911240chi,nyg,OgleAl00,defense,76,,,,,
player,201911240chi,nyg,OgleAl00,def_pct,100%,,,,,
player,201911240chi,nyg,OgleAl00,special_teams,1,,,,,
player,201911240chi,nyg,OgleAl00,st_pct,3%,,,,,
player,201911240chi,nyg,JenkJa03,pos,CB,,,,,
player,201911240chi,nyg,JenkJa03,offense,0,,,,,
player,201911240chi,nyg,JenkJa03,off_pct,0%,,,,,
player,201911240chi,nyg,JenkJa03,defense,76,,,,,
player,201911240chi,nyg,JenkJa03,def_pct,100%,,,,,
player,201911240chi,nyg,JenkJa03,special_teams,1,,,,,
player,201911240chi,nyg,JenkJa03,st_pct,3%,,,,,
player,201911240chi,nyg,BallCo00,pos,CB,,,,,
player,201911240chi,nyg,BallCo00,offense,0,,,,,
player,201911240chi,nyg,BallCo00,off_pct,0%,,,,,
player,201911240chi,nyg,BallCo00,defense,64,,,,,
player,201911240chi,nyg,BallCo00,def_pct,84%,,,,,
player,201911240chi,nyg,BallCo00,special_teams,2,,,,,
player,201911240chi,nyg,BallCo00,st_pct,7%,,,,,
player,201911240chi,nyg,GoldMa00,pos,DE,,,,,
player,201911240chi,nyg,GoldMa00,offense,0,,,,,
player,201911240chi,nyg,GoldMa00,off_pct,0%,,,,,
player,201911240chi,nyg,GoldMa00,defense,63,,,,,
player,201911240chi,nyg,GoldMa00,def_pct,83%,,,,,
player,201911240chi,nyg,GoldMa00,special_teams,3,,,,,
player,201911240chi,nyg,GoldMa00,st_pct,10%,,,,,
player,201911240chi,nyg,LawrDe03,pos,DE,,,,,
player,201911240chi,nyg,LawrDe03,offense,0,,,,,
player,201911240chi,nyg,LawrDe03,off_pct,0%,,,,,
player,201911240chi,nyg,LawrDe03,defense,57,,,,,
player,201911240chi,nyg,LawrDe03,def_pct,75%,,,,,
player,201911240chi,nyg,LawrDe03,special_teams,12,,,,,
player,201911240chi,nyg,LawrDe03,st_pct,41%,,,,,
player,201911240chi,nyg,CartLo01,pos,LB,,,,,
player,201911240chi,nyg,CartLo01,offense,0,,,,,
player,201911240chi,nyg,CartLo01,off_pct,0%,,,,,
player,201911240chi,nyg,CartLo01,defense,56,,,,,
player,201911240chi,nyg,CartLo01,def_pct,74%,,,,,
player,201911240chi,nyg,CartLo01,special_teams,6,,,,,
player,201911240chi,nyg,CartLo01,st_pct,21%,,,,,
player,201911240chi,nyg,BakeDe00,pos,CB,,,,,
player,201911240chi,nyg,BakeDe00,offense,0,,,,,
player,201911240chi,nyg,BakeDe00,off_pct,0%,,,,,
player,201911240chi,nyg,BakeDe00,defense,48,,,,,
player,201911240chi,nyg,BakeDe00,def_pct,63%,,,,,
player,201911240chi,nyg,BakeDe00,special_teams,6,,,,,
player,201911240chi,nyg,BakeDe00,st_pct,21%,,,,,
player,201911240chi,nyg,WillLe02,pos,DT,,,,,
player,201911240chi,nyg,WillLe02,offense,0,,,,,
player,201911240chi,nyg,WillLe02,off_pct,0%,,,,,
player,201911240chi,nyg,WillLe02,defense,46,,,,,
player,201911240chi,nyg,WillLe02,def_pct,61%,,,,,
player,201911240chi,nyg,WillLe02,special_teams,6,,,,,
player,201911240chi,nyg,WillLe02,st_pct,21%,,,,,
player,201911240chi,nyg,LoveJu00,pos,CB,,,,,
player,201911240chi,nyg,LoveJu00,offense,0,,,,,
player,201911240chi,nyg,LoveJu00,off_pct,0%,,,,,
player,201911240chi,nyg,LoveJu00,defense,42,,,,,
player,201911240chi,nyg,LoveJu00,def_pct,55%,,,,,
player,201911240chi,nyg,LoveJu00,special_teams,20,,,,,
player,201911240chi,nyg,LoveJu00,st_pct,69%,,,,,
player,201911240chi,nyg,PeppJa00,pos,SS,,,,,
player,201911240chi,nyg,PeppJa00,offense,0,,,,,
player,201911240chi,nyg,PeppJa00,off_pct,0%,,,,,
player,201911240chi,nyg,PeppJa00,defense,40,,,,,
player,201911240chi,nyg,PeppJa00,def_pct,53%,,,,,
player,201911240chi,nyg,PeppJa00,special_teams,3,,,,,
player,201911240chi,nyg,PeppJa00,st_pct,10%,,,,,
player,201911240chi,nyg,MayoDa00,pos,LB,,,,,
player,201911240chi,nyg,MayoDa00,offense,0,,,,,
player,201911240chi,nyg,MayoDa00,off_pct,0%,,,,,
player,201911240chi,nyg,MayoDa00,defense,37,,,,,
player,201911240chi,nyg,MayoDa00,def_pct,49%,,,,,
player,201911240chi,nyg,MayoDa00,special_teams,18,,,,,
player,201911240chi,nyg,MayoDa00,st_pct,62%,,,,,
player,201911240chi,nyg,TomlDa00,pos,NT,,,,,
player,201911240chi,nyg,TomlDa00,offense,0,,,,,
player,201911240chi,nyg,TomlDa00,off_pct,0%,,,,,
player,201911240chi,nyg,TomlDa00,defense,35,,,,,
player,201911240chi,nyg,TomlDa00,def_pct,46%,,,,,
player,201911240chi,nyg,TomlDa00,special_teams,12,,,,,
player,201911240chi,nyg,TomlDa00,st_pct,41%,,,,,
player,201911240chi,nyg,XimiOs00,pos,LB,,,,,
player,201911240chi,nyg,XimiOs00,offense,0,,,,,
player,201911240chi,nyg,XimiOs00,off_pct,0%,,,,,
player,201911240chi,nyg,XimiOs00,defense,33,,,,,
player,201911240chi,nyg,XimiOs00,def_pct,43%,,,,,
player,201911240chi,nyg,XimiOs00,special_teams,17,,,,,
player,201911240chi,nyg,XimiOs00,st_pct,59%,,,,,
player,201911240chi,nyg,BealSa00,pos,CB,,,,,
player,201911240chi,nyg,BealSa00,offense,0,,,,,
player,201911240chi,nyg,BealSa00,off_pct,0%,,,,,
player,201911240chi,nyg,BealSa00,defense,28,,,,,
player,201911240chi,nyg,BealSa00,def_pct,37%,,,,,
player,201911240chi,nyg,BealSa00,special_teams,3,,,,,
player,201911240chi,nyg,BealSa00,st_pct,10%,,,,,
player,201911240chi,nyg,BucaDe00,pos,LB,,,,,
player,201911240chi,nyg,BucaDe00,offense,0,,,,,
player,201911240chi,nyg,BucaDe00,off_pct,0%,,,,,
player,201911240chi,nyg,BucaDe00,defense,27,,,,,
player,201911240chi,nyg,BucaDe00,def_pct,36%,,,,,
player,201911240chi,nyg,BucaDe00,special_teams,0,,,,,
player,201911240chi,nyg,BucaDe00,st_pct,0%,,,,,
player,201911240chi,nyg,HillB.00,pos,DE,,,,,
player,201911240chi,nyg,HillB.00,offense,0,,,,,
player,201911240chi,nyg,HillB.00,off_pct,0%,,,,,
player,201911240chi,nyg,HillB.00,defense,20,,,,,
player,201911240chi,nyg,HillB.00,def_pct,26%,,,,,
player,201911240chi,nyg,HillB.00,special_teams,7,,,,,
player,201911240chi,nyg,HillB.00,st_pct,24%,,,,,
player,201911240chi,nyg,McInR.00,pos,DE,,,,,
player,201911240chi,nyg,McInR.00,offense,0,,,,,
player,201911240chi,nyg,McInR.00,off_pct,0%,,,,,
player,201911240chi,nyg,McInR.00,defense,7,,,,,
player,201911240chi,nyg,McInR.00,def_pct,9%,,,,,
player,201911240chi,nyg,McInR.00,special_teams,0,,,,,
player,201911240chi,nyg,McInR.00,st_pct,0%,,,,,
player,201911240chi,nyg,ThomMi02,pos,SS,,,,,
player,201911240chi,nyg,ThomMi02,offense,0,,,,,
player,201911240chi,nyg,ThomMi02,off_pct,0%,,,,,
player,201911240chi,nyg,ThomMi02,defense,5,,,,,
player,201911240chi,nyg,ThomMi02,def_pct,7%,,,,,
player,201911240chi,nyg,ThomMi02,special_teams,24,,,,,
player,201911240chi,nyg,ThomMi02,st_pct,83%,,,,,
player,201911240chi,nyg,HamiAn01,pos,CB,,,,,
player,201911240chi,nyg,HamiAn01,offense,0,,,,,
player,201911240chi,nyg,HamiAn01,off_pct,0%,,,,,
player,201911240chi,nyg,HamiAn01,defense,0,,,,,
player,201911240chi,nyg,HamiAn01,def_pct,0%,,,,,
player,201911240chi,nyg,HamiAn01,special_teams,24,,,,,
player,201911240chi,nyg,HamiAn01,st_pct,83%,,,,,
player,201911240chi,nyg,CoreCo00,pos,WR,,,,,
player,201911240chi,nyg,CoreCo00,offense,0,,,,,
player,201911240chi,nyg,CoreCo00,off_pct,0%,,,,,
player,201911240chi,nyg,CoreCo00,defense,0,,,,,
player,201911240chi,nyg,CoreCo00,def_pct,0%,,,,,
player,201911240chi,nyg,CoreCo00,special_teams,17,,,,,
player,201911240chi,nyg,CoreCo00,st_pct,59%,,,,,
player,201911240chi,nyg,TauaJo00,pos,LB,,,,,
player,201911240chi,nyg,TauaJo00,offense,0,,,,,
player,201911240chi,nyg,TauaJo00,off_pct,0%,,,,,
player,201911240chi,nyg,TauaJo00,defense,0,,,,,
player,201911240chi,nyg,TauaJo00,def_pct,0%,,,,,
player,201911240chi,nyg,TauaJo00,special_teams,17,,,,,
player,201911240chi,nyg,TauaJo00,st_pct,59%,,,,,
player,201911240chi,nyg,DownDe00,pos,LB,,,,,
player,201911240chi,nyg,DownDe00,offense,0,,,,,
player,201911240chi,nyg,DownDe00,off_pct,0%,,,,,
player,201911240chi,nyg,DownDe00,defense,0,,,,,
player,201911240chi,nyg,DownDe00,def_pct,0%,,,,,
player,201911240chi,nyg,DownDe00,special_teams,17,,,,,
player,201911240chi,nyg,DownDe00,st_pct,59%,,,,,
player,201911240chi,nyg,AlleJa01,pos,RB,,,,,
player,201911240chi,nyg,AlleJa01,offense,0,,,,,
player,201911240chi,nyg,AlleJa01,off_pct,0%,,,,,
player,201911240chi,nyg,AlleJa01,defense,0,,,,,
player,201911240chi,nyg,AlleJa01,def_pct,0%,,,,,
player,201911240chi,nyg,AlleJa01,special_teams,17,,,,,
player,201911240chi,nyg,AlleJa01,st_pct,59%,,,,,
player,201911240chi,nyg,DixoRi00,pos,P,,,,,
player,201911240chi,nyg,DixoRi00,offense,0,,,,,
player,201911240chi,nyg,DixoRi00,off_pct,0%,,,,,
player,201911240chi,nyg,DixoRi00,defense,0,,,,,
player,201911240chi,nyg,DixoRi00,def_pct,0%,,,,,
player,201911240chi,nyg,DixoRi00,special_teams,9,,,,,
player,201911240chi,nyg,DixoRi00,st_pct,31%,,,,,
player,201911240chi,nyg,DeOsZa99,pos,LS,,,,,
player,201911240chi,nyg,DeOsZa99,offense,0,,,,,
player,201911240chi,nyg,DeOsZa99,off_pct,0%,,,,,
player,201911240chi,nyg,DeOsZa99,defense,0,,,,,
player,201911240chi,nyg,DeOsZa99,def_pct,0%,,,,,
player,201911240chi,nyg,DeOsZa99,special_teams,9,,,,,
player,201911240chi,nyg,DeOsZa99,st_pct,31%,,,,,
player,201911240chi,nyg,HaleGr00,pos,CB,,,,,
player,201911240chi,nyg,HaleGr00,offense,0,,,,,
player,201911240chi,nyg,HaleGr00,off_pct,0%,,,,,
player,201911240chi,nyg,HaleGr00,defense,0,,,,,
player,201911240chi,nyg,HaleGr00,def_pct,0%,,,,,
player,201911240chi,nyg,HaleGr00,special_teams,7,,,,,
player,201911240chi,nyg,HaleGr00,st_pct,24%,,,,,
player,201911240chi,nyg,RosaAl00,pos,K,,,,,
player,201911240chi,nyg,RosaAl00,offense,0,,,,,
player,201911240chi,nyg,RosaAl00,off_pct,0%,,,,,
player,201911240chi,nyg,RosaAl00,defense,0,,,,,
player,201911240chi,nyg,RosaAl00,def_pct,0%,,,,,
player,201911240chi,nyg,RosaAl00,special_teams,7,,,,,
player,201911240chi,nyg,RosaAl00,st_pct,24%,,,,,
