game,2019,13,20191201,201912010rav,sfo,"San Francisco 49ers",17,rav,"Baltimore Ravens",20
player,201912010rav,sfo,SamuDe00,fumbles,0,,,,,
player,201912010rav,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_cmp,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_att,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_yds,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_td,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_int,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_sacked,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_long,0,,,,,
player,201912010rav,sfo,ColeTe01,pass_rating,,,,,,
player,201912010rav,sfo,ColeTe01,rush_att,5,,,,,
player,201912010rav,sfo,ColeTe01,rush_yds,6,,,,,
player,201912010rav,sfo,ColeTe01,rush_td,0,,,,,
player,201912010rav,sfo,ColeTe01,rush_long,2,,,,,
player,201912010rav,sfo,ColeTe01,targets,1,,,,,
player,201912010rav,sfo,ColeTe01,rec,1,,,,,
player,201912010rav,sfo,ColeTe01,rec_yds,9,,,,,
player,201912010rav,sfo,ColeTe01,rec_td,0,,,,,
player,201912010rav,sfo,ColeTe01,rec_long,9,,,,,
player,201912010rav,sfo,ColeTe01,fumbles,0,,,,,
player,201912010rav,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201912010rav,sfo,BourKe00,pass_cmp,0,,,,,
player,201912010rav,sfo,BourKe00,pass_att,0,,,,,
player,201912010rav,sfo,BourKe00,pass_yds,0,,,,,
player,201912010rav,sfo,BourKe00,pass_td,0,,,,,
player,201912010rav,sfo,BourKe00,pass_int,0,,,,,
player,201912010rav,sfo,BourKe00,pass_sacked,0,,,,,
player,201912010rav,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201912010rav,sfo,BourKe00,pass_long,0,,,,,
player,201912010rav,sfo,BourKe00,pass_rating,,,,,,
player,201912010rav,sfo,BourKe00,rush_att,0,,,,,
player,201912010rav,sfo,BourKe00,rush_yds,0,,,,,
player,201912010rav,sfo,BourKe00,rush_td,0,,,,,
player,201912010rav,sfo,BourKe00,rush_long,0,,,,,
player,201912010rav,sfo,BourKe00,targets,3,,,,,
player,201912010rav,sfo,BourKe00,rec,3,,,,,
player,201912010rav,sfo,BourKe00,rec_yds,42,,,,,
player,201912010rav,sfo,BourKe00,rec_td,0,,,,,
player,201912010rav,sfo,BourKe00,rec_long,30,,,,,
player,201912010rav,sfo,BourKe00,fumbles,0,,,,,
player,201912010rav,sfo,BourKe00,fumbles_lost,0,,,,,
player,201912010rav,sfo,SandEm00,pass_cmp,0,,,,,
player,201912010rav,sfo,SandEm00,pass_att,0,,,,,
player,201912010rav,sfo,SandEm00,pass_yds,0,,,,,
player,201912010rav,sfo,SandEm00,pass_td,0,,,,,
player,201912010rav,sfo,SandEm00,pass_int,0,,,,,
player,201912010rav,sfo,SandEm00,pass_sacked,0,,,,,
player,201912010rav,sfo,SandEm00,pass_sacked_yds,0,,,,,
player,201912010rav,sfo,SandEm00,pass_long,0,,,,,
player,201912010rav,sfo,SandEm00,pass_rating,,,,,,
player,201912010rav,sfo,SandEm00,rush_att,0,,,,,
player,201912010rav,sfo,SandEm00,rush_yds,0,,,,,
player,201912010rav,sfo,SandEm00,rush_td,0,,,,,
player,201912010rav,sfo,SandEm00,rush_long,0,,,,,
player,201912010rav,sfo,SandEm00,targets,6,,,,,
player,201912010rav,sfo,SandEm00,rec,4,,,,,
player,201912010rav,sfo,SandEm00,rec_yds,41,,,,,
player,201912010rav,sfo,SandEm00,rec_td,0,,,,,
player,201912010rav,sfo,SandEm00,rec_long,18,,,,,
player,201912010rav,sfo,SandEm00,fumbles,0,,,,,
player,201912010rav,sfo,SandEm00,fumbles_lost,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_cmp,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_att,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_yds,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_td,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_int,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_sacked,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_sacked_yds,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_long,0,,,,,
player,201912010rav,sfo,WilsJe01,pass_rating,,,,,,
player,201912010rav,sfo,WilsJe01,rush_att,0,,,,,
player,201912010rav,sfo,WilsJe01,rush_yds,0,,,,,
player,201912010rav,sfo,WilsJe01,rush_td,0,,,,,
player,201912010rav,sfo,WilsJe01,rush_long,0,,,,,
player,201912010rav,sfo,WilsJe01,targets,1,,,,,
player,201912010rav,sfo,WilsJe01,rec,1,,,,,
player,201912010rav,sfo,WilsJe01,rec_yds,7,,,,,
player,201912010rav,sfo,WilsJe01,rec_td,0,,,,,
player,201912010rav,sfo,WilsJe01,rec_long,7,,,,,
player,201912010rav,sfo,WilsJe01,fumbles,0,,,,,
player,201912010rav,sfo,WilsJe01,fumbles_lost,0,,,,,
player,201912010rav,sfo,KittGe00,pass_cmp,0,,,,,
player,201912010rav,sfo,KittGe00,pass_att,0,,,,,
player,201912010rav,sfo,KittGe00,pass_yds,0,,,,,
player,201912010rav,sfo,KittGe00,pass_td,0,,,,,
player,201912010rav,sfo,KittGe00,pass_int,0,,,,,
player,201912010rav,sfo,KittGe00,pass_sacked,0,,,,,
player,201912010rav,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201912010rav,sfo,KittGe00,pass_long,0,,,,,
player,201912010rav,sfo,KittGe00,pass_rating,,,,,,
player,201912010rav,sfo,KittGe00,rush_att,1,,,,,
player,201912010rav,sfo,KittGe00,rush_yds,-3,,,,,
player,201912010rav,sfo,KittGe00,rush_td,0,,,,,
player,201912010rav,sfo,KittGe00,rush_long,-3,,,,,
player,201912010rav,sfo,KittGe00,targets,4,,,,,
player,201912010rav,sfo,KittGe00,rec,2,,,,,
player,201912010rav,sfo,KittGe00,rec_yds,17,,,,,
player,201912010rav,sfo,KittGe00,rec_td,0,,,,,
player,201912010rav,sfo,KittGe00,rec_long,13,,,,,
player,201912010rav,sfo,KittGe00,fumbles,0,,,,,
player,201912010rav,sfo,KittGe00,fumbles_lost,0,,,,,
player,201912010rav,rav,JackLa00,pass_cmp,14,,,,,
player,201912010rav,rav,JackLa00,pass_att,23,,,,,
player,201912010rav,rav,JackLa00,pass_yds,105,,,,,
player,201912010rav,rav,JackLa00,pass_td,1,,,,,
player,201912010rav,rav,JackLa00,pass_int,0,,,,,
player,201912010rav,rav,JackLa00,pass_sacked,1,,,,,
player,201912010rav,rav,JackLa00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,JackLa00,pass_long,20,,,,,
player,201912010rav,rav,JackLa00,pass_rating,86.3,,,,,
player,201912010rav,rav,JackLa00,rush_att,16,,,,,
player,201912010rav,rav,JackLa00,rush_yds,101,,,,,
player,201912010rav,rav,JackLa00,rush_td,1,,,,,
player,201912010rav,rav,JackLa00,rush_long,14,,,,,
player,201912010rav,rav,JackLa00,targets,0,,,,,
player,201912010rav,rav,JackLa00,rec,0,,,,,
player,201912010rav,rav,JackLa00,rec_yds,0,,,,,
player,201912010rav,rav,JackLa00,rec_td,0,,,,,
player,201912010rav,rav,JackLa00,rec_long,0,,,,,
player,201912010rav,rav,JackLa00,fumbles,1,,,,,
player,201912010rav,rav,JackLa00,fumbles_lost,1,,,,,
player,201912010rav,rav,IngrMa01,pass_cmp,0,,,,,
player,201912010rav,rav,IngrMa01,pass_att,0,,,,,
player,201912010rav,rav,IngrMa01,pass_yds,0,,,,,
player,201912010rav,rav,IngrMa01,pass_td,0,,,,,
player,201912010rav,rav,IngrMa01,pass_int,0,,,,,
player,201912010rav,rav,IngrMa01,pass_sacked,0,,,,,
player,201912010rav,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201912010rav,rav,IngrMa01,pass_long,0,,,,,
player,201912010rav,rav,IngrMa01,pass_rating,,,,,,
player,201912010rav,rav,IngrMa01,rush_att,15,,,,,
player,201912010rav,rav,IngrMa01,rush_yds,59,,,,,
player,201912010rav,rav,IngrMa01,rush_td,0,,,,,
player,201912010rav,rav,IngrMa01,rush_long,10,,,,,
player,201912010rav,rav,IngrMa01,targets,2,,,,,
player,201912010rav,rav,IngrMa01,rec,2,,,,,
player,201912010rav,rav,IngrMa01,rec_yds,3,,,,,
player,201912010rav,rav,IngrMa01,rec_td,0,,,,,
player,201912010rav,rav,IngrMa01,rec_long,2,,,,,
player,201912010rav,rav,IngrMa01,fumbles,0,,,,,
player,201912010rav,rav,IngrMa01,fumbles_lost,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_att,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_td,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_int,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_long,0,,,,,
player,201912010rav,rav,EdwaGu00,pass_rating,,,,,,
player,201912010rav,rav,EdwaGu00,rush_att,6,,,,,
player,201912010rav,rav,EdwaGu00,rush_yds,15,,,,,
player,201912010rav,rav,EdwaGu00,rush_td,0,,,,,
player,201912010rav,rav,EdwaGu00,rush_long,4,,,,,
player,201912010rav,rav,EdwaGu00,targets,1,,,,,
player,201912010rav,rav,EdwaGu00,rec,1,,,,,
player,201912010rav,rav,EdwaGu00,rec_yds,7,,,,,
player,201912010rav,rav,EdwaGu00,rec_td,0,,,,,
player,201912010rav,rav,EdwaGu00,rec_long,7,,,,,
player,201912010rav,rav,EdwaGu00,fumbles,0,,,,,
player,201912010rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201912010rav,rav,HillJu00,pass_cmp,0,,,,,
player,201912010rav,rav,HillJu00,pass_att,0,,,,,
player,201912010rav,rav,HillJu00,pass_yds,0,,,,,
player,201912010rav,rav,HillJu00,pass_td,0,,,,,
player,201912010rav,rav,HillJu00,pass_int,0,,,,,
player,201912010rav,rav,HillJu00,pass_sacked,0,,,,,
player,201912010rav,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,HillJu00,pass_long,0,,,,,
player,201912010rav,rav,HillJu00,pass_rating,,,,,,
player,201912010rav,rav,HillJu00,rush_att,1,,,,,
player,201912010rav,rav,HillJu00,rush_yds,3,,,,,
player,201912010rav,rav,HillJu00,rush_td,0,,,,,
player,201912010rav,rav,HillJu00,rush_long,3,,,,,
player,201912010rav,rav,HillJu00,targets,0,,,,,
player,201912010rav,rav,HillJu00,rec,0,,,,,
player,201912010rav,rav,HillJu00,rec_yds,0,,,,,
player,201912010rav,rav,HillJu00,rec_td,0,,,,,
player,201912010rav,rav,HillJu00,rec_long,0,,,,,
player,201912010rav,rav,HillJu00,fumbles,0,,,,,
player,201912010rav,rav,HillJu00,fumbles_lost,0,,,,,
player,201912010rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201912010rav,rav,AndrMa00,pass_att,0,,,,,
player,201912010rav,rav,AndrMa00,pass_yds,0,,,,,
player,201912010rav,rav,AndrMa00,pass_td,0,,,,,
player,201912010rav,rav,AndrMa00,pass_int,0,,,,,
player,201912010rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201912010rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,AndrMa00,pass_long,0,,,,,
player,201912010rav,rav,AndrMa00,pass_rating,,,,,,
player,201912010rav,rav,AndrMa00,rush_att,0,,,,,
player,201912010rav,rav,AndrMa00,rush_yds,0,,,,,
player,201912010rav,rav,AndrMa00,rush_td,0,,,,,
player,201912010rav,rav,AndrMa00,rush_long,0,,,,,
player,201912010rav,rav,AndrMa00,targets,6,,,,,
player,201912010rav,rav,AndrMa00,rec,3,,,,,
player,201912010rav,rav,AndrMa00,rec_yds,50,,,,,
player,201912010rav,rav,AndrMa00,rec_td,1,,,,,
player,201912010rav,rav,AndrMa00,rec_long,20,,,,,
player,201912010rav,rav,AndrMa00,fumbles,0,,,,,
player,201912010rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201912010rav,rav,HursHa00,pass_cmp,0,,,,,
player,201912010rav,rav,HursHa00,pass_att,0,,,,,
player,201912010rav,rav,HursHa00,pass_yds,0,,,,,
player,201912010rav,rav,HursHa00,pass_td,0,,,,,
player,201912010rav,rav,HursHa00,pass_int,0,,,,,
player,201912010rav,rav,HursHa00,pass_sacked,0,,,,,
player,201912010rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,HursHa00,pass_long,0,,,,,
player,201912010rav,rav,HursHa00,pass_rating,,,,,,
player,201912010rav,rav,HursHa00,rush_att,0,,,,,
player,201912010rav,rav,HursHa00,rush_yds,0,,,,,
player,201912010rav,rav,HursHa00,rush_td,0,,,,,
player,201912010rav,rav,HursHa00,rush_long,0,,,,,
player,201912010rav,rav,HursHa00,targets,4,,,,,
player,201912010rav,rav,HursHa00,rec,3,,,,,
player,201912010rav,rav,HursHa00,rec_yds,21,,,,,
player,201912010rav,rav,HursHa00,rec_td,0,,,,,
player,201912010rav,rav,HursHa00,rec_long,10,,,,,
player,201912010rav,rav,HursHa00,fumbles,0,,,,,
player,201912010rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201912010rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201912010rav,rav,SneaWi00,pass_att,0,,,,,
player,201912010rav,rav,SneaWi00,pass_yds,0,,,,,
player,201912010rav,rav,SneaWi00,pass_td,0,,,,,
player,201912010rav,rav,SneaWi00,pass_int,0,,,,,
player,201912010rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201912010rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,SneaWi00,pass_long,0,,,,,
player,201912010rav,rav,SneaWi00,pass_rating,,,,,,
player,201912010rav,rav,SneaWi00,rush_att,0,,,,,
player,201912010rav,rav,SneaWi00,rush_yds,0,,,,,
player,201912010rav,rav,SneaWi00,rush_td,0,,,,,
player,201912010rav,rav,SneaWi00,rush_long,0,,,,,
player,201912010rav,rav,SneaWi00,targets,2,,,,,
player,201912010rav,rav,SneaWi00,rec,1,,,,,
player,201912010rav,rav,SneaWi00,rec_yds,12,,,,,
player,201912010rav,rav,SneaWi00,rec_td,0,,,,,
player,201912010rav,rav,SneaWi00,rec_long,12,,,,,
player,201912010rav,rav,SneaWi00,fumbles,0,,,,,
player,201912010rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201912010rav,rav,RobeSe00,pass_cmp,0,,,,,
player,201912010rav,rav,RobeSe00,pass_att,0,,,,,
player,201912010rav,rav,RobeSe00,pass_yds,0,,,,,
player,201912010rav,rav,RobeSe00,pass_td,0,,,,,
player,201912010rav,rav,RobeSe00,pass_int,0,,,,,
player,201912010rav,rav,RobeSe00,pass_sacked,0,,,,,
player,201912010rav,rav,RobeSe00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,RobeSe00,pass_long,0,,,,,
player,201912010rav,rav,RobeSe00,pass_rating,,,,,,
player,201912010rav,rav,RobeSe00,rush_att,0,,,,,
player,201912010rav,rav,RobeSe00,rush_yds,0,,,,,
player,201912010rav,rav,RobeSe00,rush_td,0,,,,,
player,201912010rav,rav,RobeSe00,rush_long,0,,,,,
player,201912010rav,rav,RobeSe00,targets,2,,,,,
player,201912010rav,rav,RobeSe00,rec,1,,,,,
player,201912010rav,rav,RobeSe00,rec_yds,5,,,,,
player,201912010rav,rav,RobeSe00,rec_td,0,,,,,
player,201912010rav,rav,RobeSe00,rec_long,5,,,,,
player,201912010rav,rav,RobeSe00,fumbles,0,,,,,
player,201912010rav,rav,RobeSe00,fumbles_lost,0,,,,,
player,201912010rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201912010rav,rav,BoylNi00,pass_att,0,,,,,
player,201912010rav,rav,BoylNi00,pass_yds,0,,,,,
player,201912010rav,rav,BoylNi00,pass_td,0,,,,,
player,201912010rav,rav,BoylNi00,pass_int,0,,,,,
player,201912010rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201912010rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,BoylNi00,pass_long,0,,,,,
player,201912010rav,rav,BoylNi00,pass_rating,,,,,,
player,201912010rav,rav,BoylNi00,rush_att,0,,,,,
player,201912010rav,rav,BoylNi00,rush_yds,0,,,,,
player,201912010rav,rav,BoylNi00,rush_td,0,,,,,
player,201912010rav,rav,BoylNi00,rush_long,0,,,,,
player,201912010rav,rav,BoylNi00,targets,2,,,,,
player,201912010rav,rav,BoylNi00,rec,1,,,,,
player,201912010rav,rav,BoylNi00,rec_yds,4,,,,,
player,201912010rav,rav,BoylNi00,rec_td,0,,,,,
player,201912010rav,rav,BoylNi00,rec_long,4,,,,,
player,201912010rav,rav,BoylNi00,fumbles,0,,,,,
player,201912010rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201912010rav,rav,RicaPa00,pass_cmp,0,,,,,
player,201912010rav,rav,RicaPa00,pass_att,0,,,,,
player,201912010rav,rav,RicaPa00,pass_yds,0,,,,,
player,201912010rav,rav,RicaPa00,pass_td,0,,,,,
player,201912010rav,rav,RicaPa00,pass_int,0,,,,,
player,201912010rav,rav,RicaPa00,pass_sacked,0,,,,,
player,201912010rav,rav,RicaPa00,pass_sacked_yds,0,,,,,
player,201912010rav,rav,RicaPa00,pass_long,0,,,,,
player,201912010rav,rav,RicaPa00,pass_rating,,,,,,
player,201912010rav,rav,RicaPa00,rush_att,0,,,,,
player,201912010rav,rav,RicaPa00,rush_yds,0,,,,,
player,201912010rav,rav,RicaPa00,rush_td,0,,,,,
player,201912010rav,rav,RicaPa00,rush_long,0,,,,,
player,201912010rav,rav,RicaPa00,targets,2,,,,,
player,201912010rav,rav,RicaPa00,rec,1,,,,,
player,201912010rav,rav,RicaPa00,rec_yds,2,,,,,
player,201912010rav,rav,RicaPa00,rec_td,0,,,,,
player,201912010rav,rav,RicaPa00,rec_long,2,,,,,
player,201912010rav,rav,RicaPa00,fumbles,0,,,,,
player,201912010rav,rav,RicaPa00,fumbles_lost,0,,,,,
player,201912010rav,rav,BrowMa04,pass_cmp,0,,,,,
player,201912010rav,rav,BrowMa04,pass_att,0,,,,,
player,201912010rav,rav,BrowMa04,pass_yds,0,,,,,
player,201912010rav,rav,BrowMa04,pass_td,0,,,,,
player,201912010rav,rav,BrowMa04,pass_int,0,,,,,
player,201912010rav,rav,BrowMa04,pass_sacked,0,,,,,
player,201912010rav,rav,BrowMa04,pass_sacked_yds,0,,,,,
player,201912010rav,rav,BrowMa04,pass_long,0,,,,,
player,201912010rav,rav,BrowMa04,pass_rating,,,,,,
player,201912010rav,rav,BrowMa04,rush_att,0,,,,,
player,201912010rav,rav,BrowMa04,rush_yds,0,,,,,
player,201912010rav,rav,BrowMa04,rush_td,0,,,,,
player,201912010rav,rav,BrowMa04,rush_long,0,,,,,
player,201912010rav,rav,BrowMa04,targets,2,,,,,
player,201912010rav,rav,BrowMa04,rec,1,,,,,
player,201912010rav,rav,BrowMa04,rec_yds,1,,,,,
player,201912010rav,rav,BrowMa04,rec_td,0,,,,,
player,201912010rav,rav,BrowMa04,rec_long,1,,,,,
player,201912010rav,rav,BrowMa04,fumbles,0,,,,,
player,201912010rav,rav,BrowMa04,fumbles_lost,0,,,,,
player,201912010rav,sfo,BuckDe00,def_int,0,,,,,
player,201912010rav,sfo,BuckDe00,def_int_yds,0,,,,,
player,201912010rav,sfo,BuckDe00,def_int_td,0,,,,,
player,201912010rav,sfo,BuckDe00,def_int_long,0,,,,,
player,201912010rav,sfo,BuckDe00,pass_defended,0,,,,,
player,201912010rav,sfo,BuckDe00,sacks,1.0,,,,,
player,201912010rav,sfo,BuckDe00,tackles_combined,6,,,,,
player,201912010rav,sfo,BuckDe00,tackles_solo,4,,,,,
player,201912010rav,sfo,BuckDe00,tackles_assists,2,,,,,
player,201912010rav,sfo,BuckDe00,tackles_loss,0,,,,,
player,201912010rav,sfo,BuckDe00,qb_hits,1,,,,,
player,201912010rav,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201912010rav,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201912010rav,sfo,WarnFr00,def_int,0,,,,,
player,201912010rav,sfo,WarnFr00,def_int_yds,0,,,,,
player,201912010rav,sfo,WarnFr00,def_int_td,0,,,,,
player,201912010rav,sfo,WarnFr00,def_int_long,0,,,,,
player,201912010rav,sfo,WarnFr00,pass_defended,2,,,,,
player,201912010rav,sfo,WarnFr00,sacks,0.0,,,,,
player,201912010rav,sfo,WarnFr00,tackles_combined,11,,,,,
player,201912010rav,sfo,WarnFr00,tackles_solo,8,,,,,
player,201912010rav,sfo,WarnFr00,tackles_assists,3,,,,,
player,201912010rav,sfo,WarnFr00,tackles_loss,0,,,,,
player,201912010rav,sfo,WarnFr00,qb_hits,0,,,,,
player,201912010rav,sfo,WarnFr00,fumbles_rec,0,,,,,
player,201912010rav,sfo,WarnFr00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,WarnFr00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,WarnFr00,fumbles_forced,0,,,,,
player,201912010rav,sfo,GreeDr00,def_int,0,,,,,
player,201912010rav,sfo,GreeDr00,def_int_yds,0,,,,,
player,201912010rav,sfo,GreeDr00,def_int_td,0,,,,,
player,201912010rav,sfo,GreeDr00,def_int_long,0,,,,,
player,201912010rav,sfo,GreeDr00,pass_defended,0,,,,,
player,201912010rav,sfo,GreeDr00,sacks,0.0,,,,,
player,201912010rav,sfo,GreeDr00,tackles_combined,8,,,,,
player,201912010rav,sfo,GreeDr00,tackles_solo,6,,,,,
player,201912010rav,sfo,GreeDr00,tackles_assists,2,,,,,
player,201912010rav,sfo,GreeDr00,tackles_loss,0,,,,,
player,201912010rav,sfo,GreeDr00,qb_hits,0,,,,,
player,201912010rav,sfo,GreeDr00,fumbles_rec,0,,,,,
player,201912010rav,sfo,GreeDr00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,GreeDr00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,GreeDr00,fumbles_forced,0,,,,,
