game,2019,9,20191103,201911030sdg,gnb,"Green Bay Packers",11,sdg,"Los Angeles Chargers",26
player,201911030sdg,gnb,AlliGe01,pass_yds,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_td,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_int,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_sacked,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_long,0,,,,,
player,201911030sdg,gnb,AlliGe01,pass_rating,,,,,,
player,201911030sdg,gnb,AlliGe01,rush_att,0,,,,,
player,201911030sdg,gnb,AlliGe01,rush_yds,0,,,,,
player,201911030sdg,gnb,AlliGe01,rush_td,0,,,,,
player,201911030sdg,gnb,AlliGe01,rush_long,0,,,,,
player,201911030sdg,gnb,AlliGe01,targets,2,,,,,
player,201911030sdg,gnb,AlliGe01,rec,2,,,,,
player,201911030sdg,gnb,AlliGe01,rec_yds,21,,,,,
player,201911030sdg,gnb,AlliGe01,rec_td,0,,,,,
player,201911030sdg,gnb,AlliGe01,rec_long,13,,,,,
player,201911030sdg,gnb,AlliGe01,fumbles,0,,,,,
player,201911030sdg,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_cmp,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_att,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_yds,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_td,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_int,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_sacked,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_long,0,,,,,
player,201911030sdg,gnb,GrahJi00,pass_rating,,,,,,
player,201911030sdg,gnb,GrahJi00,rush_att,0,,,,,
player,201911030sdg,gnb,GrahJi00,rush_yds,0,,,,,
player,201911030sdg,gnb,GrahJi00,rush_td,0,,,,,
player,201911030sdg,gnb,GrahJi00,rush_long,0,,,,,
player,201911030sdg,gnb,GrahJi00,targets,4,,,,,
player,201911030sdg,gnb,GrahJi00,rec,4,,,,,
player,201911030sdg,gnb,GrahJi00,rec_yds,17,,,,,
player,201911030sdg,gnb,GrahJi00,rec_td,0,,,,,
player,201911030sdg,gnb,GrahJi00,rec_long,7,,,,,
player,201911030sdg,gnb,GrahJi00,fumbles,0,,,,,
player,201911030sdg,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_cmp,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_att,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_yds,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_td,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_int,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_sacked,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_sacked_yds,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_long,0,,,,,
player,201911030sdg,gnb,KumeJa00,pass_rating,,,,,,
player,201911030sdg,gnb,KumeJa00,rush_att,0,,,,,
player,201911030sdg,gnb,KumeJa00,rush_yds,0,,,,,
player,201911030sdg,gnb,KumeJa00,rush_td,0,,,,,
player,201911030sdg,gnb,KumeJa00,rush_long,0,,,,,
player,201911030sdg,gnb,KumeJa00,targets,2,,,,,
player,201911030sdg,gnb,KumeJa00,rec,0,,,,,
player,201911030sdg,gnb,KumeJa00,rec_yds,0,,,,,
player,201911030sdg,gnb,KumeJa00,rec_td,0,,,,,
player,201911030sdg,gnb,KumeJa00,rec_long,0,,,,,
player,201911030sdg,gnb,KumeJa00,fumbles,0,,,,,
player,201911030sdg,gnb,KumeJa00,fumbles_lost,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_cmp,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_att,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_yds,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_td,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_int,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_sacked,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_long,0,,,,,
player,201911030sdg,gnb,ValdMa00,pass_rating,,,,,,
player,201911030sdg,gnb,ValdMa00,rush_att,0,,,,,
player,201911030sdg,gnb,ValdMa00,rush_yds,0,,,,,
player,201911030sdg,gnb,ValdMa00,rush_td,0,,,,,
player,201911030sdg,gnb,ValdMa00,rush_long,0,,,,,
player,201911030sdg,gnb,ValdMa00,targets,2,,,,,
player,201911030sdg,gnb,ValdMa00,rec,0,,,,,
player,201911030sdg,gnb,ValdMa00,rec_yds,0,,,,,
player,201911030sdg,gnb,ValdMa00,rec_td,0,,,,,
player,201911030sdg,gnb,ValdMa00,rec_long,0,,,,,
player,201911030sdg,gnb,ValdMa00,fumbles,0,,,,,
player,201911030sdg,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201911030sdg,sdg,RivePh00,pass_cmp,21,,,,,
player,201911030sdg,sdg,RivePh00,pass_att,28,,,,,
player,201911030sdg,sdg,RivePh00,pass_yds,294,,,,,
player,201911030sdg,sdg,RivePh00,pass_td,0,,,,,
player,201911030sdg,sdg,RivePh00,pass_int,0,,,,,
player,201911030sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201911030sdg,sdg,RivePh00,pass_sacked_yds,11,,,,,
player,201911030sdg,sdg,RivePh00,pass_long,56,,,,,
player,201911030sdg,sdg,RivePh00,pass_rating,108.3,,,,,
player,201911030sdg,sdg,RivePh00,rush_att,3,,,,,
player,201911030sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201911030sdg,sdg,RivePh00,rush_td,0,,,,,
player,201911030sdg,sdg,RivePh00,rush_long,1,,,,,
player,201911030sdg,sdg,RivePh00,targets,0,,,,,
player,201911030sdg,sdg,RivePh00,rec,0,,,,,
player,201911030sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201911030sdg,sdg,RivePh00,rec_td,0,,,,,
player,201911030sdg,sdg,RivePh00,rec_long,0,,,,,
player,201911030sdg,sdg,RivePh00,fumbles,0,,,,,
player,201911030sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_att,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_td,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_int,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_long,0,,,,,
player,201911030sdg,sdg,GordMe00,pass_rating,,,,,,
player,201911030sdg,sdg,GordMe00,rush_att,20,,,,,
player,201911030sdg,sdg,GordMe00,rush_yds,80,,,,,
player,201911030sdg,sdg,GordMe00,rush_td,2,,,,,
player,201911030sdg,sdg,GordMe00,rush_long,16,,,,,
player,201911030sdg,sdg,GordMe00,targets,4,,,,,
player,201911030sdg,sdg,GordMe00,rec,3,,,,,
player,201911030sdg,sdg,GordMe00,rec_yds,29,,,,,
player,201911030sdg,sdg,GordMe00,rec_td,0,,,,,
player,201911030sdg,sdg,GordMe00,rec_long,13,,,,,
player,201911030sdg,sdg,GordMe00,fumbles,0,,,,,
player,201911030sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201911030sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201911030sdg,sdg,EkelAu00,rush_att,12,,,,,
player,201911030sdg,sdg,EkelAu00,rush_yds,70,,,,,
player,201911030sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201911030sdg,sdg,EkelAu00,rush_long,16,,,,,
player,201911030sdg,sdg,EkelAu00,targets,4,,,,,
player,201911030sdg,sdg,EkelAu00,rec,4,,,,,
player,201911030sdg,sdg,EkelAu00,rec_yds,23,,,,,
player,201911030sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201911030sdg,sdg,EkelAu00,rec_long,8,,,,,
player,201911030sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201911030sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_att,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_td,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_int,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_long,0,,,,,
player,201911030sdg,sdg,JackJu01,pass_rating,,,,,,
player,201911030sdg,sdg,JackJu01,rush_att,2,,,,,
player,201911030sdg,sdg,JackJu01,rush_yds,7,,,,,
player,201911030sdg,sdg,JackJu01,rush_td,0,,,,,
player,201911030sdg,sdg,JackJu01,rush_long,6,,,,,
player,201911030sdg,sdg,JackJu01,targets,1,,,,,
player,201911030sdg,sdg,JackJu01,rec,1,,,,,
player,201911030sdg,sdg,JackJu01,rec_yds,7,,,,,
player,201911030sdg,sdg,JackJu01,rec_td,0,,,,,
player,201911030sdg,sdg,JackJu01,rec_long,7,,,,,
player,201911030sdg,sdg,JackJu01,fumbles,0,,,,,
player,201911030sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_att,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_td,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_int,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_long,0,,,,,
player,201911030sdg,sdg,WillMi07,pass_rating,,,,,,
player,201911030sdg,sdg,WillMi07,rush_att,1,,,,,
player,201911030sdg,sdg,WillMi07,rush_yds,2,,,,,
player,201911030sdg,sdg,WillMi07,rush_td,0,,,,,
player,201911030sdg,sdg,WillMi07,rush_long,2,,,,,
player,201911030sdg,sdg,WillMi07,targets,4,,,,,
player,201911030sdg,sdg,WillMi07,rec,3,,,,,
player,201911030sdg,sdg,WillMi07,rec_yds,111,,,,,
player,201911030sdg,sdg,WillMi07,rec_td,0,,,,,
player,201911030sdg,sdg,WillMi07,rec_long,56,,,,,
player,201911030sdg,sdg,WillMi07,fumbles,0,,,,,
player,201911030sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201911030sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201911030sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201911030sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201911030sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201911030sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201911030sdg,sdg,HenrHu00,targets,10,,,,,
player,201911030sdg,sdg,HenrHu00,rec,7,,,,,
player,201911030sdg,sdg,HenrHu00,rec_yds,84,,,,,
player,201911030sdg,sdg,HenrHu00,rec_td,0,,,,,
player,201911030sdg,sdg,HenrHu00,rec_long,19,,,,,
player,201911030sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201911030sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201911030sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201911030sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201911030sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201911030sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201911030sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201911030sdg,sdg,AlleKe00,targets,4,,,,,
player,201911030sdg,sdg,AlleKe00,rec,3,,,,,
player,201911030sdg,sdg,AlleKe00,rec_yds,40,,,,,
player,201911030sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201911030sdg,sdg,AlleKe00,rec_long,20,,,,,
player,201911030sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201911030sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201911030sdg,gnb,SmitPr00,def_int,0,,,,,
player,201911030sdg,gnb,SmitPr00,def_int_yds,0,,,,,
player,201911030sdg,gnb,SmitPr00,def_int_td,0,,,,,
player,201911030sdg,gnb,SmitPr00,def_int_long,0,,,,,
player,201911030sdg,gnb,SmitPr00,pass_defended,0,,,,,
player,201911030sdg,gnb,SmitPr00,sacks,1.0,,,,,
player,201911030sdg,gnb,SmitPr00,tackles_combined,7,,,,,
player,201911030sdg,gnb,SmitPr00,tackles_solo,5,,,,,
player,201911030sdg,gnb,SmitPr00,tackles_assists,2,,,,,
player,201911030sdg,gnb,SmitPr00,tackles_loss,1,,,,,
player,201911030sdg,gnb,SmitPr00,qb_hits,1,,,,,
player,201911030sdg,gnb,SmitPr00,fumbles_rec,0,,,,,
player,201911030sdg,gnb,SmitPr00,fumbles_rec_yds,0,,,,,
player,201911030sdg,gnb,SmitPr00,fumbles_rec_td,0,,,,,
player,201911030sdg,gnb,SmitPr00,fumbles_forced,0,,,,,
player,201911030sdg,gnb,SmitZa00,def_int,0,,,,,
player,201911030sdg,gnb,SmitZa00,def_int_yds,0,,,,,
player,201911030sdg,gnb,SmitZa00,def_int_td,0,,,,,
player,201911030sdg,gnb,SmitZa00,def_int_long,0,,,,,
player,201911030sdg,gnb,SmitZa00,pass_defended,0,,,,,
player,201911030sdg,gnb,SmitZa00,sacks,0.5,,,,,
player,201911030sdg,gnb,SmitZa00,tackles_combined,8,,,,,
player,201911030sdg,gnb,SmitZa00,tackles_solo,5,,,,,
player,201911030sdg,gnb,SmitZa00,tackles_assists,3,,,,,
player,201911030sdg,gnb,SmitZa00,tackles_loss,0,,,,,
player,201911030sdg,gnb,SmitZa00,qb_hits,2,,,,,
player,201911030sdg,gnb,SmitZa00,fumbles_rec,0,,,,,
player,201911030sdg,gnb,SmitZa00,fumbles_rec_yds,0,,,,,
player,201911030sdg,gnb,SmitZa00,fumbles_rec_td,0,,,,,
player,201911030sdg,gnb,SmitZa00,fumbles_forced,0,,,,,
player,201911030sdg,gnb,LancTy00,def_int,0,,,,,
player,201911030sdg,gnb,LancTy00,def_int_yds,0,,,,,
player,201911030sdg,gnb,LancTy00,def_int_td,0,,,,,
player,201911030sdg,gnb,LancTy00,def_int_long,0,,,,,
player,201911030sdg,gnb,LancTy00,pass_defended,0,,,,,
player,201911030sdg,gnb,LancTy00,sacks,0.5,,,,,
player,201911030sdg,gnb,LancTy00,tackles_combined,1,,,,,
player,201911030sdg,gnb,LancTy00,tackles_solo,0,,,,,
player,201911030sdg,gnb,LancTy00,tackles_assists,1,,,,,
player,201911030sdg,gnb,LancTy00,tackles_loss,0,,,,,
player,201911030sdg,gnb,LancTy00,qb_hits,1,,,,,
player,201911030sdg,gnb,LancTy00,fumbles_rec,0,,,,,
player,201911030sdg,gnb,LancTy00,fumbles_rec_yds,0,,,,,
player,201911030sdg,gnb,LancTy00,fumbles_rec_td,0,,,,,
player,201911030sdg,gnb,LancTy00,fumbles_forced,0,,,,,
player,201911030sdg,gnb,MartBl01,def_int,0,,,,,
player,201911030sdg,gnb,MartBl01,def_int_yds,0,,,,,
player,201911030sdg,gnb,MartBl01,def_int_td,0,,,,,
player,201911030sdg,gnb,MartBl01,def_int_long,0,,,,,
player,201911030sdg,gnb,MartBl01,pass_defended,0,,,,,
player,201911030sdg,gnb,MartBl01,sacks,0.0,,,,,
player,201911030sdg,gnb,MartBl01,tackles_combined,12,,,,,
player,201911030sdg,gnb,MartBl01,tackles_solo,5,,,,,
player,201911030sdg,gnb,MartBl01,tackles_assists,7,,,,,
player,201911030sdg,gnb,MartBl01,tackles_loss,0,,,,,
player,201911030sdg,gnb,MartBl01,qb_hits,0,,,,,
player,201911030sdg,gnb,MartBl01,fumbles_rec,0,,,,,
player,201911030sdg,gnb,MartBl01,fumbles_rec_yds,0,,,,,
player,201911030sdg,gnb,MartBl01,fumbles_rec_td,0,,,,,
player,201911030sdg,gnb,MartBl01,fumbles_forced,0,,,,,
player,201911030sdg,gnb,AmosAd00,def_int,0,,,,,
player,201911030sdg,gnb,AmosAd00,def_int_yds,0,,,,,
player,201911030sdg,gnb,AmosAd00,def_int_td,0,,,,,
player,201911030sdg,gnb,AmosAd00,def_int_long,0,,,,,
player,201911030sdg,gnb,AmosAd00,pass_defended,0,,,,,
player,201911030sdg,gnb,AmosAd00,sacks,0.0,,,,,
player,201911030sdg,gnb,AmosAd00,tackles_combined,7,,,,,
player,201911030sdg,gnb,AmosAd00,tackles_solo,7,,,,,
player,201911030sdg,gnb,AmosAd00,tackles_assists,0,,,,,
player,201911030sdg,gnb,AmosAd00,tackles_loss,0,,,,,
player,201911030sdg,gnb,AmosAd00,qb_hits,0,,,,,
player,201911030sdg,gnb,AmosAd00,fumbles_rec,0,,,,,
player,201911030sdg,gnb,AmosAd00,fumbles_rec_yds,0,,,,,
player,201911030sdg,gnb,AmosAd00,fumbles_rec_td,0,,,,,
player,201911030sdg,gnb,AmosAd00,fumbles_forced,0,,,,,
player,201911030sdg,gnb,SavaDa00,def_int,0,,,,,
player,201911030sdg,gnb,SavaDa00,def_int_yds,0,,,,,
player,201911030sdg,gnb,SavaDa00,def_int_td,0,,,,,
player,201911030sdg,gnb,SavaDa00,def_int_long,0,,,,,
player,201911030sdg,gnb,SavaDa00,pass_defended,0,,,,,
player,201911030sdg,gnb,SavaDa00,sacks,0.0,,,,,
player,201911030sdg,gnb,SavaDa00,tackles_combined,6,,,,,
player,201911030sdg,gnb,SavaDa00,tackles_solo,4,,,,,
