game,2019,7,20191020,201910200chi,nor,"New Orleans Saints",36,chi,"Chicago Bears",25
player,201910200chi,nor,HillJo02,pass_sacked,0,,,,,
player,201910200chi,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201910200chi,nor,HillJo02,pass_long,0,,,,,
player,201910200chi,nor,HillJo02,pass_rating,,,,,,
player,201910200chi,nor,HillJo02,rush_att,0,,,,,
player,201910200chi,nor,HillJo02,rush_yds,0,,,,,
player,201910200chi,nor,HillJo02,rush_td,0,,,,,
player,201910200chi,nor,HillJo02,rush_long,0,,,,,
player,201910200chi,nor,HillJo02,targets,3,,,,,
player,201910200chi,nor,HillJo02,rec,3,,,,,
player,201910200chi,nor,HillJo02,rec_yds,43,,,,,
player,201910200chi,nor,HillJo02,rec_td,1,,,,,
player,201910200chi,nor,HillJo02,rec_long,27,,,,,
player,201910200chi,nor,HillJo02,fumbles,0,,,,,
player,201910200chi,nor,HillJo02,fumbles_lost,0,,,,,
player,201910200chi,nor,WashDw00,pass_cmp,0,,,,,
player,201910200chi,nor,WashDw00,pass_att,0,,,,,
player,201910200chi,nor,WashDw00,pass_yds,0,,,,,
player,201910200chi,nor,WashDw00,pass_td,0,,,,,
player,201910200chi,nor,WashDw00,pass_int,0,,,,,
player,201910200chi,nor,WashDw00,pass_sacked,0,,,,,
player,201910200chi,nor,WashDw00,pass_sacked_yds,0,,,,,
player,201910200chi,nor,WashDw00,pass_long,0,,,,,
player,201910200chi,nor,WashDw00,pass_rating,,,,,,
player,201910200chi,nor,WashDw00,rush_att,0,,,,,
player,201910200chi,nor,WashDw00,rush_yds,0,,,,,
player,201910200chi,nor,WashDw00,rush_td,0,,,,,
player,201910200chi,nor,WashDw00,rush_long,0,,,,,
player,201910200chi,nor,WashDw00,targets,1,,,,,
player,201910200chi,nor,WashDw00,rec,1,,,,,
player,201910200chi,nor,WashDw00,rec_yds,6,,,,,
player,201910200chi,nor,WashDw00,rec_td,0,,,,,
player,201910200chi,nor,WashDw00,rec_long,6,,,,,
player,201910200chi,nor,WashDw00,fumbles,0,,,,,
player,201910200chi,nor,WashDw00,fumbles_lost,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_cmp,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_att,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_yds,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_td,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_int,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_sacked,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_sacked_yds,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_long,0,,,,,
player,201910200chi,nor,ArnoDa00,pass_rating,,,,,,
player,201910200chi,nor,ArnoDa00,rush_att,0,,,,,
player,201910200chi,nor,ArnoDa00,rush_yds,0,,,,,
player,201910200chi,nor,ArnoDa00,rush_td,0,,,,,
player,201910200chi,nor,ArnoDa00,rush_long,0,,,,,
player,201910200chi,nor,ArnoDa00,targets,1,,,,,
player,201910200chi,nor,ArnoDa00,rec,0,,,,,
player,201910200chi,nor,ArnoDa00,rec_yds,0,,,,,
player,201910200chi,nor,ArnoDa00,rec_td,0,,,,,
player,201910200chi,nor,ArnoDa00,rec_long,0,,,,,
player,201910200chi,nor,ArnoDa00,fumbles,0,,,,,
player,201910200chi,nor,ArnoDa00,fumbles_lost,0,,,,,
player,201910200chi,nor,CarrAu00,pass_cmp,0,,,,,
player,201910200chi,nor,CarrAu00,pass_att,0,,,,,
player,201910200chi,nor,CarrAu00,pass_yds,0,,,,,
player,201910200chi,nor,CarrAu00,pass_td,0,,,,,
player,201910200chi,nor,CarrAu00,pass_int,0,,,,,
player,201910200chi,nor,CarrAu00,pass_sacked,0,,,,,
player,201910200chi,nor,CarrAu00,pass_sacked_yds,0,,,,,
player,201910200chi,nor,CarrAu00,pass_long,0,,,,,
player,201910200chi,nor,CarrAu00,pass_rating,,,,,,
player,201910200chi,nor,CarrAu00,rush_att,0,,,,,
player,201910200chi,nor,CarrAu00,rush_yds,0,,,,,
player,201910200chi,nor,CarrAu00,rush_td,0,,,,,
player,201910200chi,nor,CarrAu00,rush_long,0,,,,,
player,201910200chi,nor,CarrAu00,targets,2,,,,,
player,201910200chi,nor,CarrAu00,rec,0,,,,,
player,201910200chi,nor,CarrAu00,rec_yds,0,,,,,
player,201910200chi,nor,CarrAu00,rec_td,0,,,,,
player,201910200chi,nor,CarrAu00,rec_long,0,,,,,
player,201910200chi,nor,CarrAu00,fumbles,0,,,,,
player,201910200chi,nor,CarrAu00,fumbles_lost,0,,,,,
player,201910200chi,chi,TrubMi00,pass_cmp,34,,,,,
player,201910200chi,chi,TrubMi00,pass_att,54,,,,,
player,201910200chi,chi,TrubMi00,pass_yds,251,,,,,
player,201910200chi,chi,TrubMi00,pass_td,2,,,,,
player,201910200chi,chi,TrubMi00,pass_int,0,,,,,
player,201910200chi,chi,TrubMi00,pass_sacked,2,,,,,
player,201910200chi,chi,TrubMi00,pass_sacked_yds,16,,,,,
player,201910200chi,chi,TrubMi00,pass_long,28,,,,,
player,201910200chi,chi,TrubMi00,pass_rating,86.3,,,,,
player,201910200chi,chi,TrubMi00,rush_att,0,,,,,
player,201910200chi,chi,TrubMi00,rush_yds,0,,,,,
player,201910200chi,chi,TrubMi00,rush_td,0,,,,,
player,201910200chi,chi,TrubMi00,rush_long,0,,,,,
player,201910200chi,chi,TrubMi00,targets,0,,,,,
player,201910200chi,chi,TrubMi00,rec,0,,,,,
player,201910200chi,chi,TrubMi00,rec_yds,0,,,,,
player,201910200chi,chi,TrubMi00,rec_td,0,,,,,
player,201910200chi,chi,TrubMi00,rec_long,0,,,,,
player,201910200chi,chi,TrubMi00,fumbles,0,,,,,
player,201910200chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201910200chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201910200chi,chi,CoheTa00,pass_att,0,,,,,
player,201910200chi,chi,CoheTa00,pass_yds,0,,,,,
player,201910200chi,chi,CoheTa00,pass_td,0,,,,,
player,201910200chi,chi,CoheTa00,pass_int,0,,,,,
player,201910200chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201910200chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201910200chi,chi,CoheTa00,pass_long,0,,,,,
player,201910200chi,chi,CoheTa00,pass_rating,,,,,,
player,201910200chi,chi,CoheTa00,rush_att,3,,,,,
player,201910200chi,chi,CoheTa00,rush_yds,10,,,,,
player,201910200chi,chi,CoheTa00,rush_td,0,,,,,
player,201910200chi,chi,CoheTa00,rush_long,9,,,,,
player,201910200chi,chi,CoheTa00,targets,12,,,,,
player,201910200chi,chi,CoheTa00,rec,9,,,,,
player,201910200chi,chi,CoheTa00,rec_yds,19,,,,,
player,201910200chi,chi,CoheTa00,rec_td,0,,,,,
player,201910200chi,chi,CoheTa00,rec_long,9,,,,,
player,201910200chi,chi,CoheTa00,fumbles,0,,,,,
player,201910200chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201910200chi,chi,MontDa01,pass_cmp,0,,,,,
player,201910200chi,chi,MontDa01,pass_att,0,,,,,
player,201910200chi,chi,MontDa01,pass_yds,0,,,,,
player,201910200chi,chi,MontDa01,pass_td,0,,,,,
player,201910200chi,chi,MontDa01,pass_int,0,,,,,
player,201910200chi,chi,MontDa01,pass_sacked,0,,,,,
player,201910200chi,chi,MontDa01,pass_sacked_yds,0,,,,,
player,201910200chi,chi,MontDa01,pass_long,0,,,,,
player,201910200chi,chi,MontDa01,pass_rating,,,,,,
player,201910200chi,chi,MontDa01,rush_att,2,,,,,
player,201910200chi,chi,MontDa01,rush_yds,6,,,,,
player,201910200chi,chi,MontDa01,rush_td,0,,,,,
player,201910200chi,chi,MontDa01,rush_long,4,,,,,
player,201910200chi,chi,MontDa01,targets,2,,,,,
player,201910200chi,chi,MontDa01,rec,2,,,,,
player,201910200chi,chi,MontDa01,rec_yds,13,,,,,
player,201910200chi,chi,MontDa01,rec_td,0,,,,,
player,201910200chi,chi,MontDa01,rec_long,10,,,,,
player,201910200chi,chi,MontDa01,fumbles,1,,,,,
player,201910200chi,chi,MontDa01,fumbles_lost,1,,,,,
player,201910200chi,chi,PattCo00,pass_cmp,0,,,,,
player,201910200chi,chi,PattCo00,pass_att,0,,,,,
player,201910200chi,chi,PattCo00,pass_yds,0,,,,,
player,201910200chi,chi,PattCo00,pass_td,0,,,,,
player,201910200chi,chi,PattCo00,pass_int,0,,,,,
player,201910200chi,chi,PattCo00,pass_sacked,0,,,,,
player,201910200chi,chi,PattCo00,pass_sacked_yds,0,,,,,
player,201910200chi,chi,PattCo00,pass_long,0,,,,,
player,201910200chi,chi,PattCo00,pass_rating,,,,,,
player,201910200chi,chi,PattCo00,rush_att,1,,,,,
player,201910200chi,chi,PattCo00,rush_yds,2,,,,,
player,201910200chi,chi,PattCo00,rush_td,0,,,,,
player,201910200chi,chi,PattCo00,rush_long,2,,,,,
player,201910200chi,chi,PattCo00,targets,3,,,,,
player,201910200chi,chi,PattCo00,rec,2,,,,,
player,201910200chi,chi,PattCo00,rec_yds,21,,,,,
player,201910200chi,chi,PattCo00,rec_td,0,,,,,
player,201910200chi,chi,PattCo00,rec_long,11,,,,,
player,201910200chi,chi,PattCo00,fumbles,0,,,,,
player,201910200chi,chi,PattCo00,fumbles_lost,0,,,,,
player,201910200chi,chi,RobiAl02,pass_cmp,0,,,,,
player,201910200chi,chi,RobiAl02,pass_att,0,,,,,
player,201910200chi,chi,RobiAl02,pass_yds,0,,,,,
player,201910200chi,chi,RobiAl02,pass_td,0,,,,,
player,201910200chi,chi,RobiAl02,pass_int,0,,,,,
player,201910200chi,chi,RobiAl02,pass_sacked,0,,,,,
player,201910200chi,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201910200chi,chi,RobiAl02,pass_long,0,,,,,
player,201910200chi,chi,RobiAl02,pass_rating,,,,,,
player,201910200chi,chi,RobiAl02,rush_att,0,,,,,
player,201910200chi,chi,RobiAl02,rush_yds,0,,,,,
player,201910200chi,chi,RobiAl02,rush_td,0,,,,,
player,201910200chi,chi,RobiAl02,rush_long,0,,,,,
player,201910200chi,chi,RobiAl02,targets,16,,,,,
player,201910200chi,chi,RobiAl02,rec,10,,,,,
player,201910200chi,chi,RobiAl02,rec_yds,87,,,,,
player,201910200chi,chi,RobiAl02,rec_td,1,,,,,
player,201910200chi,chi,RobiAl02,rec_long,17,,,,,
player,201910200chi,chi,RobiAl02,fumbles,0,,,,,
player,201910200chi,chi,RobiAl02,fumbles_lost,0,,,,,
player,201910200chi,chi,ShahAd00,pass_cmp,0,,,,,
player,201910200chi,chi,ShahAd00,pass_att,0,,,,,
player,201910200chi,chi,ShahAd00,pass_yds,0,,,,,
player,201910200chi,chi,ShahAd00,pass_td,0,,,,,
player,201910200chi,chi,ShahAd00,pass_int,0,,,,,
player,201910200chi,chi,ShahAd00,pass_sacked,0,,,,,
player,201910200chi,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201910200chi,chi,ShahAd00,pass_long,0,,,,,
player,201910200chi,chi,ShahAd00,pass_rating,,,,,,
player,201910200chi,chi,ShahAd00,rush_att,0,,,,,
player,201910200chi,chi,ShahAd00,rush_yds,0,,,,,
player,201910200chi,chi,ShahAd00,rush_td,0,,,,,
player,201910200chi,chi,ShahAd00,rush_long,0,,,,,
player,201910200chi,chi,ShahAd00,targets,2,,,,,
player,201910200chi,chi,ShahAd00,rec,2,,,,,
player,201910200chi,chi,ShahAd00,rec_yds,24,,,,,
player,201910200chi,chi,ShahAd00,rec_td,0,,,,,
player,201910200chi,chi,ShahAd00,rec_long,18,,,,,
player,201910200chi,chi,ShahAd00,fumbles,0,,,,,
player,201910200chi,chi,ShahAd00,fumbles_lost,0,,,,,
player,201910200chi,chi,BurtTr01,pass_cmp,0,,,,,
player,201910200chi,chi,BurtTr01,pass_att,0,,,,,
player,201910200chi,chi,BurtTr01,pass_yds,0,,,,,
player,201910200chi,chi,BurtTr01,pass_td,0,,,,,
player,201910200chi,chi,BurtTr01,pass_int,0,,,,,
player,201910200chi,chi,BurtTr01,pass_sacked,0,,,,,
player,201910200chi,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201910200chi,chi,BurtTr01,pass_long,0,,,,,
player,201910200chi,chi,BurtTr01,pass_rating,,,,,,
player,201910200chi,chi,BurtTr01,rush_att,0,,,,,
player,201910200chi,chi,BurtTr01,rush_yds,0,,,,,
player,201910200chi,chi,BurtTr01,rush_td,0,,,,,
player,201910200chi,chi,BurtTr01,rush_long,0,,,,,
player,201910200chi,chi,BurtTr01,targets,4,,,,,
player,201910200chi,chi,BurtTr01,rec,2,,,,,
player,201910200chi,chi,BurtTr01,rec_yds,11,,,,,
player,201910200chi,chi,BurtTr01,rec_td,0,,,,,
player,201910200chi,chi,BurtTr01,rec_long,8,,,,,
player,201910200chi,chi,BurtTr01,fumbles,0,,,,,
player,201910200chi,chi,BurtTr01,fumbles_lost,0,,,,,
player,201910200chi,chi,WimsJa00,pass_cmp,0,,,,,
player,201910200chi,chi,WimsJa00,pass_att,0,,,,,
player,201910200chi,chi,WimsJa00,pass_yds,0,,,,,
player,201910200chi,chi,WimsJa00,pass_td,0,,,,,
player,201910200chi,chi,WimsJa00,pass_int,0,,,,,
player,201910200chi,chi,WimsJa00,pass_sacked,0,,,,,
player,201910200chi,chi,WimsJa00,pass_sacked_yds,0,,,,,
player,201910200chi,chi,WimsJa00,pass_long,0,,,,,
player,201910200chi,chi,WimsJa00,pass_rating,,,,,,
player,201910200chi,chi,WimsJa00,rush_att,0,,,,,
player,201910200chi,chi,WimsJa00,rush_yds,0,,,,,
player,201910200chi,chi,WimsJa00,rush_td,0,,,,,
player,201910200chi,chi,WimsJa00,rush_long,0,,,,,
player,201910200chi,chi,WimsJa00,targets,1,,,,,
player,201910200chi,chi,WimsJa00,rec,1,,,,,
player,201910200chi,chi,WimsJa00,rec_yds,6,,,,,
player,201910200chi,chi,WimsJa00,rec_td,1,,,,,
player,201910200chi,chi,WimsJa00,rec_long,6,,,,,
player,201910200chi,chi,WimsJa00,fumbles,0,,,,,
player,201910200chi,chi,WimsJa00,fumbles_lost,0,,,,,
player,201910200chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201910200chi,chi,GabrTa00,pass_att,0,,,,,
player,201910200chi,chi,GabrTa00,pass_yds,0,,,,,
player,201910200chi,chi,GabrTa00,pass_td,0,,,,,
player,201910200chi,chi,GabrTa00,pass_int,0,,,,,
player,201910200chi,chi,GabrTa00,pass_sacked,0,,,,,
player,201910200chi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201910200chi,chi,GabrTa00,pass_long,0,,,,,
player,201910200chi,chi,GabrTa00,pass_rating,,,,,,
player,201910200chi,chi,GabrTa00,rush_att,0,,,,,
player,201910200chi,chi,GabrTa00,rush_yds,0,,,,,
player,201910200chi,chi,GabrTa00,rush_td,0,,,,,
player,201910200chi,chi,GabrTa00,rush_long,0,,,,,
player,201910200chi,chi,GabrTa00,targets,2,,,,,
player,201910200chi,chi,GabrTa00,rec,1,,,,,
player,201910200chi,chi,GabrTa00,rec_yds,6,,,,,
player,201910200chi,chi,GabrTa00,rec_td,0,,,,,
player,201910200chi,chi,GabrTa00,rec_long,6,,,,,
player,201910200chi,chi,GabrTa00,fumbles,0,,,,,
player,201910200chi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201910200chi,chi,MillAn02,pass_cmp,0,,,,,
player,201910200chi,chi,MillAn02,pass_att,0,,,,,
player,201910200chi,chi,MillAn02,pass_yds,0,,,,,
player,201910200chi,chi,MillAn02,pass_td,0,,,,,
player,201910200chi,chi,MillAn02,pass_int,0,,,,,
player,201910200chi,chi,MillAn02,pass_sacked,0,,,,,
player,201910200chi,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201910200chi,chi,MillAn02,pass_long,0,,,,,
player,201910200chi,chi,MillAn02,pass_rating,,,,,,
player,201910200chi,chi,MillAn02,rush_att,1,,,,,
player,201910200chi,chi,MillAn02,rush_yds,-1,,,,,
player,201910200chi,chi,MillAn02,rush_td,0,,,,,
player,201910200chi,chi,MillAn02,rush_long,-1,,,,,
player,201910200chi,chi,MillAn02,targets,9,,,,,
player,201910200chi,chi,MillAn02,rec,5,,,,,
player,201910200chi,chi,MillAn02,rec_yds,64,,,,,
player,201910200chi,chi,MillAn02,rec_td,0,,,,,
player,201910200chi,chi,MillAn02,rec_long,28,,,,,
player,201910200chi,chi,MillAn02,fumbles,1,,,,,
player,201910200chi,chi,MillAn02,fumbles_lost,1,,,,,
player,201910200chi,nor,JordCa00,def_int,0,,,,,
player,201910200chi,nor,JordCa00,def_int_yds,0,,,,,
player,201910200chi,nor,JordCa00,def_int_td,0,,,,,
player,201910200chi,nor,JordCa00,def_int_long,0,,,,,
player,201910200chi,nor,JordCa00,pass_defended,0,,,,,
player,201910200chi,nor,JordCa00,sacks,2.0,,,,,
player,201910200chi,nor,JordCa00,tackles_combined,2,,,,,
player,201910200chi,nor,JordCa00,tackles_solo,2,,,,,
player,201910200chi,nor,JordCa00,tackles_assists,0,,,,,
player,201910200chi,nor,JordCa00,tackles_loss,2,,,,,
player,201910200chi,nor,JordCa00,qb_hits,2,,,,,
player,201910200chi,nor,JordCa00,fumbles_rec,0,,,,,
player,201910200chi,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201910200chi,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201910200chi,nor,JordCa00,fumbles_forced,0,,,,,
