game,2019,3,20190922,201909220cle,ram,"Los Angeles Rams",20,cle,"Cleveland Browns",13
player,201909220cle,ram,BrowMa03,pass_td,0,,,,,
player,201909220cle,ram,BrowMa03,pass_int,0,,,,,
player,201909220cle,ram,BrowMa03,pass_sacked,0,,,,,
player,201909220cle,ram,BrowMa03,pass_sacked_yds,0,,,,,
player,201909220cle,ram,BrowMa03,pass_long,0,,,,,
player,201909220cle,ram,BrowMa03,pass_rating,,,,,,
player,201909220cle,ram,BrowMa03,rush_att,3,,,,,
player,201909220cle,ram,BrowMa03,rush_yds,7,,,,,
player,201909220cle,ram,BrowMa03,rush_td,0,,,,,
player,201909220cle,ram,BrowMa03,rush_long,4,,,,,
player,201909220cle,ram,BrowMa03,targets,1,,,,,
player,201909220cle,ram,BrowMa03,rec,0,,,,,
player,201909220cle,ram,BrowMa03,rec_yds,0,,,,,
player,201909220cle,ram,BrowMa03,rec_td,0,,,,,
player,201909220cle,ram,BrowMa03,rec_long,0,,,,,
player,201909220cle,ram,BrowMa03,fumbles,0,,,,,
player,201909220cle,ram,BrowMa03,fumbles_lost,0,,,,,
player,201909220cle,ram,KuppCo00,pass_cmp,0,,,,,
player,201909220cle,ram,KuppCo00,pass_att,0,,,,,
player,201909220cle,ram,KuppCo00,pass_yds,0,,,,,
player,201909220cle,ram,KuppCo00,pass_td,0,,,,,
player,201909220cle,ram,KuppCo00,pass_int,0,,,,,
player,201909220cle,ram,KuppCo00,pass_sacked,0,,,,,
player,201909220cle,ram,KuppCo00,pass_sacked_yds,0,,,,,
player,201909220cle,ram,KuppCo00,pass_long,0,,,,,
player,201909220cle,ram,KuppCo00,pass_rating,,,,,,
player,201909220cle,ram,KuppCo00,rush_att,0,,,,,
player,201909220cle,ram,KuppCo00,rush_yds,0,,,,,
player,201909220cle,ram,KuppCo00,rush_td,0,,,,,
player,201909220cle,ram,KuppCo00,rush_long,0,,,,,
player,201909220cle,ram,KuppCo00,targets,12,,,,,
player,201909220cle,ram,KuppCo00,rec,11,,,,,
player,201909220cle,ram,KuppCo00,rec_yds,101,,,,,
player,201909220cle,ram,KuppCo00,rec_td,2,,,,,
player,201909220cle,ram,KuppCo00,rec_long,22,,,,,
player,201909220cle,ram,KuppCo00,fumbles,0,,,,,
player,201909220cle,ram,KuppCo00,fumbles_lost,0,,,,,
player,201909220cle,ram,EverGe00,pass_cmp,0,,,,,
player,201909220cle,ram,EverGe00,pass_att,0,,,,,
player,201909220cle,ram,EverGe00,pass_yds,0,,,,,
player,201909220cle,ram,EverGe00,pass_td,0,,,,,
player,201909220cle,ram,EverGe00,pass_int,0,,,,,
player,201909220cle,ram,EverGe00,pass_sacked,0,,,,,
player,201909220cle,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201909220cle,ram,EverGe00,pass_long,0,,,,,
player,201909220cle,ram,EverGe00,pass_rating,,,,,,
player,201909220cle,ram,EverGe00,rush_att,0,,,,,
player,201909220cle,ram,EverGe00,rush_yds,0,,,,,
player,201909220cle,ram,EverGe00,rush_td,0,,,,,
player,201909220cle,ram,EverGe00,rush_long,0,,,,,
player,201909220cle,ram,EverGe00,targets,2,,,,,
player,201909220cle,ram,EverGe00,rec,2,,,,,
player,201909220cle,ram,EverGe00,rec_yds,15,,,,,
player,201909220cle,ram,EverGe00,rec_td,0,,,,,
player,201909220cle,ram,EverGe00,rec_long,11,,,,,
player,201909220cle,ram,EverGe00,fumbles,0,,,,,
player,201909220cle,ram,EverGe00,fumbles_lost,0,,,,,
player,201909220cle,ram,ReynJo00,pass_cmp,0,,,,,
player,201909220cle,ram,ReynJo00,pass_att,0,,,,,
player,201909220cle,ram,ReynJo00,pass_yds,0,,,,,
player,201909220cle,ram,ReynJo00,pass_td,0,,,,,
player,201909220cle,ram,ReynJo00,pass_int,0,,,,,
player,201909220cle,ram,ReynJo00,pass_sacked,0,,,,,
player,201909220cle,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201909220cle,ram,ReynJo00,pass_long,0,,,,,
player,201909220cle,ram,ReynJo00,pass_rating,,,,,,
player,201909220cle,ram,ReynJo00,rush_att,0,,,,,
player,201909220cle,ram,ReynJo00,rush_yds,0,,,,,
player,201909220cle,ram,ReynJo00,rush_td,0,,,,,
player,201909220cle,ram,ReynJo00,rush_long,0,,,,,
player,201909220cle,ram,ReynJo00,targets,2,,,,,
player,201909220cle,ram,ReynJo00,rec,0,,,,,
player,201909220cle,ram,ReynJo00,rec_yds,0,,,,,
player,201909220cle,ram,ReynJo00,rec_td,0,,,,,
player,201909220cle,ram,ReynJo00,rec_long,0,,,,,
player,201909220cle,ram,ReynJo00,fumbles,0,,,,,
player,201909220cle,ram,ReynJo00,fumbles_lost,0,,,,,
player,201909220cle,cle,MayfBa00,pass_cmp,18,,,,,
player,201909220cle,cle,MayfBa00,pass_att,36,,,,,
player,201909220cle,cle,MayfBa00,pass_yds,195,,,,,
player,201909220cle,cle,MayfBa00,pass_td,1,,,,,
player,201909220cle,cle,MayfBa00,pass_int,1,,,,,
player,201909220cle,cle,MayfBa00,pass_sacked,3,,,,,
player,201909220cle,cle,MayfBa00,pass_sacked_yds,20,,,,,
player,201909220cle,cle,MayfBa00,pass_long,30,,,,,
player,201909220cle,cle,MayfBa00,pass_rating,64.0,,,,,
player,201909220cle,cle,MayfBa00,rush_att,1,,,,,
player,201909220cle,cle,MayfBa00,rush_yds,-1,,,,,
player,201909220cle,cle,MayfBa00,rush_td,0,,,,,
player,201909220cle,cle,MayfBa00,rush_long,-1,,,,,
player,201909220cle,cle,MayfBa00,targets,0,,,,,
player,201909220cle,cle,MayfBa00,rec,0,,,,,
player,201909220cle,cle,MayfBa00,rec_yds,0,,,,,
player,201909220cle,cle,MayfBa00,rec_td,0,,,,,
player,201909220cle,cle,MayfBa00,rec_long,0,,,,,
player,201909220cle,cle,MayfBa00,fumbles,1,,,,,
player,201909220cle,cle,MayfBa00,fumbles_lost,0,,,,,
player,201909220cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201909220cle,cle,ChubNi00,pass_att,0,,,,,
player,201909220cle,cle,ChubNi00,pass_yds,0,,,,,
player,201909220cle,cle,ChubNi00,pass_td,0,,,,,
player,201909220cle,cle,ChubNi00,pass_int,0,,,,,
player,201909220cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201909220cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201909220cle,cle,ChubNi00,pass_long,0,,,,,
player,201909220cle,cle,ChubNi00,pass_rating,,,,,,
player,201909220cle,cle,ChubNi00,rush_att,23,,,,,
player,201909220cle,cle,ChubNi00,rush_yds,96,,,,,
player,201909220cle,cle,ChubNi00,rush_td,0,,,,,
player,201909220cle,cle,ChubNi00,rush_long,13,,,,,
player,201909220cle,cle,ChubNi00,targets,7,,,,,
player,201909220cle,cle,ChubNi00,rec,4,,,,,
player,201909220cle,cle,ChubNi00,rec_yds,35,,,,,
player,201909220cle,cle,ChubNi00,rec_td,0,,,,,
player,201909220cle,cle,ChubNi00,rec_long,30,,,,,
player,201909220cle,cle,ChubNi00,fumbles,0,,,,,
player,201909220cle,cle,ChubNi00,fumbles_lost,0,,,,,
player,201909220cle,cle,LandJa00,pass_cmp,0,,,,,
player,201909220cle,cle,LandJa00,pass_att,0,,,,,
player,201909220cle,cle,LandJa00,pass_yds,0,,,,,
player,201909220cle,cle,LandJa00,pass_td,0,,,,,
player,201909220cle,cle,LandJa00,pass_int,0,,,,,
player,201909220cle,cle,LandJa00,pass_sacked,0,,,,,
player,201909220cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201909220cle,cle,LandJa00,pass_long,0,,,,,
player,201909220cle,cle,LandJa00,pass_rating,,,,,,
player,201909220cle,cle,LandJa00,rush_att,0,,,,,
player,201909220cle,cle,LandJa00,rush_yds,0,,,,,
player,201909220cle,cle,LandJa00,rush_td,0,,,,,
player,201909220cle,cle,LandJa00,rush_long,0,,,,,
player,201909220cle,cle,LandJa00,targets,9,,,,,
player,201909220cle,cle,LandJa00,rec,3,,,,,
player,201909220cle,cle,LandJa00,rec_yds,62,,,,,
player,201909220cle,cle,LandJa00,rec_td,0,,,,,
player,201909220cle,cle,LandJa00,rec_long,27,,,,,
player,201909220cle,cle,LandJa00,fumbles,0,,,,,
player,201909220cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201909220cle,cle,BeckOd00,pass_cmp,0,,,,,
player,201909220cle,cle,BeckOd00,pass_att,0,,,,,
player,201909220cle,cle,BeckOd00,pass_yds,0,,,,,
player,201909220cle,cle,BeckOd00,pass_td,0,,,,,
player,201909220cle,cle,BeckOd00,pass_int,0,,,,,
player,201909220cle,cle,BeckOd00,pass_sacked,0,,,,,
player,201909220cle,cle,BeckOd00,pass_sacked_yds,0,,,,,
player,201909220cle,cle,BeckOd00,pass_long,0,,,,,
player,201909220cle,cle,BeckOd00,pass_rating,,,,,,
player,201909220cle,cle,BeckOd00,rush_att,0,,,,,
player,201909220cle,cle,BeckOd00,rush_yds,0,,,,,
player,201909220cle,cle,BeckOd00,rush_td,0,,,,,
player,201909220cle,cle,BeckOd00,rush_long,0,,,,,
player,201909220cle,cle,BeckOd00,targets,9,,,,,
player,201909220cle,cle,BeckOd00,rec,6,,,,,
player,201909220cle,cle,BeckOd00,rec_yds,56,,,,,
player,201909220cle,cle,BeckOd00,rec_td,0,,,,,
player,201909220cle,cle,BeckOd00,rec_long,19,,,,,
player,201909220cle,cle,BeckOd00,fumbles,0,,,,,
player,201909220cle,cle,BeckOd00,fumbles_lost,0,,,,,
player,201909220cle,cle,RatlDa00,pass_cmp,0,,,,,
player,201909220cle,cle,RatlDa00,pass_att,0,,,,,
player,201909220cle,cle,RatlDa00,pass_yds,0,,,,,
player,201909220cle,cle,RatlDa00,pass_td,0,,,,,
player,201909220cle,cle,RatlDa00,pass_int,0,,,,,
player,201909220cle,cle,RatlDa00,pass_sacked,0,,,,,
player,201909220cle,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201909220cle,cle,RatlDa00,pass_long,0,,,,,
player,201909220cle,cle,RatlDa00,pass_rating,,,,,,
player,201909220cle,cle,RatlDa00,rush_att,0,,,,,
player,201909220cle,cle,RatlDa00,rush_yds,0,,,,,
player,201909220cle,cle,RatlDa00,rush_td,0,,,,,
player,201909220cle,cle,RatlDa00,rush_long,0,,,,,
player,201909220cle,cle,RatlDa00,targets,5,,,,,
player,201909220cle,cle,RatlDa00,rec,3,,,,,
player,201909220cle,cle,RatlDa00,rec_yds,26,,,,,
player,201909220cle,cle,RatlDa00,rec_td,0,,,,,
player,201909220cle,cle,RatlDa00,rec_long,16,,,,,
player,201909220cle,cle,RatlDa00,fumbles,0,,,,,
player,201909220cle,cle,RatlDa00,fumbles_lost,0,,,,,
player,201909220cle,cle,SealRi00,pass_cmp,0,,,,,
player,201909220cle,cle,SealRi00,pass_att,0,,,,,
player,201909220cle,cle,SealRi00,pass_yds,0,,,,,
player,201909220cle,cle,SealRi00,pass_td,0,,,,,
player,201909220cle,cle,SealRi00,pass_int,0,,,,,
player,201909220cle,cle,SealRi00,pass_sacked,0,,,,,
player,201909220cle,cle,SealRi00,pass_sacked_yds,0,,,,,
player,201909220cle,cle,SealRi00,pass_long,0,,,,,
player,201909220cle,cle,SealRi00,pass_rating,,,,,,
player,201909220cle,cle,SealRi00,rush_att,0,,,,,
player,201909220cle,cle,SealRi00,rush_yds,0,,,,,
player,201909220cle,cle,SealRi00,rush_td,0,,,,,
player,201909220cle,cle,SealRi00,rush_long,0,,,,,
player,201909220cle,cle,SealRi00,targets,2,,,,,
player,201909220cle,cle,SealRi00,rec,1,,,,,
player,201909220cle,cle,SealRi00,rec_yds,14,,,,,
player,201909220cle,cle,SealRi00,rec_td,0,,,,,
player,201909220cle,cle,SealRi00,rec_long,14,,,,,
player,201909220cle,cle,SealRi00,fumbles,0,,,,,
player,201909220cle,cle,SealRi00,fumbles_lost,0,,,,,
player,201909220cle,cle,HarrDe03,pass_cmp,0,,,,,
player,201909220cle,cle,HarrDe03,pass_att,0,,,,,
player,201909220cle,cle,HarrDe03,pass_yds,0,,,,,
player,201909220cle,cle,HarrDe03,pass_td,0,,,,,
player,201909220cle,cle,HarrDe03,pass_int,0,,,,,
player,201909220cle,cle,HarrDe03,pass_sacked,0,,,,,
player,201909220cle,cle,HarrDe03,pass_sacked_yds,0,,,,,
player,201909220cle,cle,HarrDe03,pass_long,0,,,,,
player,201909220cle,cle,HarrDe03,pass_rating,,,,,,
player,201909220cle,cle,HarrDe03,rush_att,0,,,,,
player,201909220cle,cle,HarrDe03,rush_yds,0,,,,,
player,201909220cle,cle,HarrDe03,rush_td,0,,,,,
player,201909220cle,cle,HarrDe03,rush_long,0,,,,,
player,201909220cle,cle,HarrDe03,targets,2,,,,,
player,201909220cle,cle,HarrDe03,rec,1,,,,,
player,201909220cle,cle,HarrDe03,rec_yds,2,,,,,
player,201909220cle,cle,HarrDe03,rec_td,1,,,,,
player,201909220cle,cle,HarrDe03,rec_long,2,,,,,
player,201909220cle,cle,HarrDe03,fumbles,0,,,,,
player,201909220cle,cle,HarrDe03,fumbles_lost,0,,,,,
player,201909220cle,ram,JohnJo10,def_int,1,,,,,
player,201909220cle,ram,JohnJo10,def_int_yds,0,,,,,
player,201909220cle,ram,JohnJo10,def_int_td,0,,,,,
player,201909220cle,ram,JohnJo10,def_int_long,0,,,,,
player,201909220cle,ram,JohnJo10,pass_defended,1,,,,,
player,201909220cle,ram,JohnJo10,sacks,0.0,,,,,
player,201909220cle,ram,JohnJo10,tackles_combined,9,,,,,
player,201909220cle,ram,JohnJo10,tackles_solo,2,,,,,
player,201909220cle,ram,JohnJo10,tackles_assists,7,,,,,
player,201909220cle,ram,JohnJo10,tackles_loss,0,,,,,
player,201909220cle,ram,JohnJo10,qb_hits,0,,,,,
player,201909220cle,ram,JohnJo10,fumbles_rec,0,,,,,
player,201909220cle,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201909220cle,ram,JohnJo10,fumbles_forced,0,,,,,
player,201909220cle,ram,MattCl99,def_int,0,,,,,
player,201909220cle,ram,MattCl99,def_int_yds,0,,,,,
player,201909220cle,ram,MattCl99,def_int_td,0,,,,,
player,201909220cle,ram,MattCl99,def_int_long,0,,,,,
player,201909220cle,ram,MattCl99,pass_defended,1,,,,,
player,201909220cle,ram,MattCl99,sacks,2.0,,,,,
player,201909220cle,ram,MattCl99,tackles_combined,3,,,,,
player,201909220cle,ram,MattCl99,tackles_solo,3,,,,,
player,201909220cle,ram,MattCl99,tackles_assists,0,,,,,
player,201909220cle,ram,MattCl99,tackles_loss,2,,,,,
player,201909220cle,ram,MattCl99,qb_hits,2,,,,,
player,201909220cle,ram,MattCl99,fumbles_rec,0,,,,,
player,201909220cle,ram,MattCl99,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,MattCl99,fumbles_rec_td,0,,,,,
player,201909220cle,ram,MattCl99,fumbles_forced,1,,,,,
player,201909220cle,ram,DonaAa00,def_int,0,,,,,
player,201909220cle,ram,DonaAa00,def_int_yds,0,,,,,
player,201909220cle,ram,DonaAa00,def_int_td,0,,,,,
player,201909220cle,ram,DonaAa00,def_int_long,0,,,,,
player,201909220cle,ram,DonaAa00,pass_defended,0,,,,,
player,201909220cle,ram,DonaAa00,sacks,1.0,,,,,
player,201909220cle,ram,DonaAa00,tackles_combined,4,,,,,
player,201909220cle,ram,DonaAa00,tackles_solo,3,,,,,
player,201909220cle,ram,DonaAa00,tackles_assists,1,,,,,
player,201909220cle,ram,DonaAa00,tackles_loss,2,,,,,
player,201909220cle,ram,DonaAa00,qb_hits,1,,,,,
player,201909220cle,ram,DonaAa00,fumbles_rec,0,,,,,
player,201909220cle,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201909220cle,ram,DonaAa00,fumbles_forced,0,,,,,
player,201909220cle,ram,BrocMi00,def_int,0,,,,,
player,201909220cle,ram,BrocMi00,def_int_yds,0,,,,,
player,201909220cle,ram,BrocMi00,def_int_td,0,,,,,
player,201909220cle,ram,BrocMi00,def_int_long,0,,,,,
player,201909220cle,ram,BrocMi00,pass_defended,0,,,,,
player,201909220cle,ram,BrocMi00,sacks,0.0,,,,,
player,201909220cle,ram,BrocMi00,tackles_combined,6,,,,,
player,201909220cle,ram,BrocMi00,tackles_solo,3,,,,,
player,201909220cle,ram,BrocMi00,tackles_assists,3,,,,,
player,201909220cle,ram,BrocMi00,tackles_loss,0,,,,,
player,201909220cle,ram,BrocMi00,qb_hits,0,,,,,
player,201909220cle,ram,BrocMi00,fumbles_rec,0,,,,,
player,201909220cle,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201909220cle,ram,BrocMi00,fumbles_forced,0,,,,,
player,201909220cle,ram,WeddEr99,def_int,0,,,,,
player,201909220cle,ram,WeddEr99,def_int_yds,0,,,,,
player,201909220cle,ram,WeddEr99,def_int_td,0,,,,,
player,201909220cle,ram,WeddEr99,def_int_long,0,,,,,
player,201909220cle,ram,WeddEr99,pass_defended,0,,,,,
player,201909220cle,ram,WeddEr99,sacks,0.0,,,,,
player,201909220cle,ram,WeddEr99,tackles_combined,6,,,,,
player,201909220cle,ram,WeddEr99,tackles_solo,3,,,,,
player,201909220cle,ram,WeddEr99,tackles_assists,3,,,,,
player,201909220cle,ram,WeddEr99,tackles_loss,0,,,,,
player,201909220cle,ram,WeddEr99,qb_hits,0,,,,,
player,201909220cle,ram,WeddEr99,fumbles_rec,0,,,,,
player,201909220cle,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201909220cle,ram,WeddEr99,fumbles_forced,0,,,,,
player,201909220cle,ram,TaliAq99,def_int,0,,,,,
player,201909220cle,ram,TaliAq99,def_int_yds,0,,,,,
player,201909220cle,ram,TaliAq99,def_int_td,0,,,,,
player,201909220cle,ram,TaliAq99,def_int_long,0,,,,,
player,201909220cle,ram,TaliAq99,pass_defended,0,,,,,
player,201909220cle,ram,TaliAq99,sacks,0.0,,,,,
player,201909220cle,ram,TaliAq99,tackles_combined,5,,,,,
player,201909220cle,ram,TaliAq99,tackles_solo,4,,,,,
player,201909220cle,ram,TaliAq99,tackles_assists,1,,,,,
player,201909220cle,ram,TaliAq99,tackles_loss,0,,,,,
player,201909220cle,ram,TaliAq99,qb_hits,0,,,,,
player,201909220cle,ram,TaliAq99,fumbles_rec,0,,,,,
player,201909220cle,ram,TaliAq99,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,TaliAq99,fumbles_rec_td,0,,,,,
player,201909220cle,ram,TaliAq99,fumbles_forced,0,,,,,
player,201909220cle,ram,FowlDa00,def_int,0,,,,,
player,201909220cle,ram,FowlDa00,def_int_yds,0,,,,,
player,201909220cle,ram,FowlDa00,def_int_td,0,,,,,
player,201909220cle,ram,FowlDa00,def_int_long,0,,,,,
player,201909220cle,ram,FowlDa00,pass_defended,1,,,,,
player,201909220cle,ram,FowlDa00,sacks,0.0,,,,,
player,201909220cle,ram,FowlDa00,tackles_combined,4,,,,,
player,201909220cle,ram,FowlDa00,tackles_solo,2,,,,,
player,201909220cle,ram,FowlDa00,tackles_assists,2,,,,,
player,201909220cle,ram,FowlDa00,tackles_loss,0,,,,,
player,201909220cle,ram,FowlDa00,qb_hits,0,,,,,
player,201909220cle,ram,FowlDa00,fumbles_rec,0,,,,,
player,201909220cle,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201909220cle,ram,FowlDa00,fumbles_forced,0,,,,,
player,201909220cle,ram,LittCo01,def_int,0,,,,,
player,201909220cle,ram,LittCo01,def_int_yds,0,,,,,
player,201909220cle,ram,LittCo01,def_int_td,0,,,,,
player,201909220cle,ram,LittCo01,def_int_long,0,,,,,
player,201909220cle,ram,LittCo01,pass_defended,2,,,,,
player,201909220cle,ram,LittCo01,sacks,0.0,,,,,
player,201909220cle,ram,LittCo01,tackles_combined,4,,,,,
player,201909220cle,ram,LittCo01,tackles_solo,3,,,,,
player,201909220cle,ram,LittCo01,tackles_assists,1,,,,,
player,201909220cle,ram,LittCo01,tackles_loss,0,,,,,
player,201909220cle,ram,LittCo01,qb_hits,0,,,,,
player,201909220cle,ram,LittCo01,fumbles_rec,0,,,,,
player,201909220cle,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201909220cle,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201909220cle,ram,LittCo01,fumbles_forced,0,,,,,
player,201909220cle,ram,EbukSa00,def_int,0,,,,,
player,201909220cle,ram,EbukSa00,def_int_yds,0,,,,,
player,201909220cle,ram,EbukSa00,def_int_td,0,,,,,
player,201909220cle,ram,EbukSa00,def_int_long,0,,,,,
player,201909220cle,ram,EbukSa00,pass_defended,1,,,,,
player,201909220cle,ram,EbukSa00,sacks,0.0,,,,,
player,201909220cle,ram,EbukSa00,tackles_combined,3,,,,,
player,201909220cle,ram,EbukSa00,tackles_solo,2,,,,,
