game,2018,9,20181104,201811040was,atl,"Atlanta Falcons",38,was,"Washington Redskins",14
player,201811040was,atl,RyanMa00,rush_td,0,,,,,
player,201811040was,atl,RyanMa00,rush_long,0,,,,,
player,201811040was,atl,RyanMa00,targets,0,,,,,
player,201811040was,atl,RyanMa00,rec,0,,,,,
player,201811040was,atl,RyanMa00,rec_yds,0,,,,,
player,201811040was,atl,RyanMa00,rec_td,0,,,,,
player,201811040was,atl,RyanMa00,rec_long,0,,,,,
player,201811040was,atl,RyanMa00,fumbles,0,,,,,
player,201811040was,atl,RyanMa00,fumbles_lost,0,,,,,
player,201811040was,atl,ColeTe01,pass_cmp,0,,,,,
player,201811040was,atl,ColeTe01,pass_att,0,,,,,
player,201811040was,atl,ColeTe01,pass_yds,0,,,,,
player,201811040was,atl,ColeTe01,pass_td,0,,,,,
player,201811040was,atl,ColeTe01,pass_int,0,,,,,
player,201811040was,atl,ColeTe01,pass_sacked,0,,,,,
player,201811040was,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201811040was,atl,ColeTe01,pass_long,0,,,,,
player,201811040was,atl,ColeTe01,pass_rating,,,,,,
player,201811040was,atl,ColeTe01,rush_att,13,,,,,
player,201811040was,atl,ColeTe01,rush_yds,88,,,,,
player,201811040was,atl,ColeTe01,rush_td,0,,,,,
player,201811040was,atl,ColeTe01,rush_long,16,,,,,
player,201811040was,atl,ColeTe01,targets,7,,,,,
player,201811040was,atl,ColeTe01,rec,5,,,,,
player,201811040was,atl,ColeTe01,rec_yds,68,,,,,
player,201811040was,atl,ColeTe01,rec_td,2,,,,,
player,201811040was,atl,ColeTe01,rec_long,39,,,,,
player,201811040was,atl,ColeTe01,fumbles,0,,,,,
player,201811040was,atl,ColeTe01,fumbles_lost,0,,,,,
player,201811040was,atl,SmitIt00,pass_cmp,0,,,,,
player,201811040was,atl,SmitIt00,pass_att,0,,,,,
player,201811040was,atl,SmitIt00,pass_yds,0,,,,,
player,201811040was,atl,SmitIt00,pass_td,0,,,,,
player,201811040was,atl,SmitIt00,pass_int,0,,,,,
player,201811040was,atl,SmitIt00,pass_sacked,0,,,,,
player,201811040was,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201811040was,atl,SmitIt00,pass_long,0,,,,,
player,201811040was,atl,SmitIt00,pass_rating,,,,,,
player,201811040was,atl,SmitIt00,rush_att,10,,,,,
player,201811040was,atl,SmitIt00,rush_yds,60,,,,,
player,201811040was,atl,SmitIt00,rush_td,1,,,,,
player,201811040was,atl,SmitIt00,rush_long,13,,,,,
player,201811040was,atl,SmitIt00,targets,2,,,,,
player,201811040was,atl,SmitIt00,rec,1,,,,,
player,201811040was,atl,SmitIt00,rec_yds,4,,,,,
player,201811040was,atl,SmitIt00,rec_td,0,,,,,
player,201811040was,atl,SmitIt00,rec_long,4,,,,,
player,201811040was,atl,SmitIt00,fumbles,0,,,,,
player,201811040was,atl,SmitIt00,fumbles_lost,0,,,,,
player,201811040was,atl,RidlCa00,pass_cmp,0,,,,,
player,201811040was,atl,RidlCa00,pass_att,0,,,,,
player,201811040was,atl,RidlCa00,pass_yds,0,,,,,
player,201811040was,atl,RidlCa00,pass_td,0,,,,,
player,201811040was,atl,RidlCa00,pass_int,0,,,,,
player,201811040was,atl,RidlCa00,pass_sacked,0,,,,,
player,201811040was,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201811040was,atl,RidlCa00,pass_long,0,,,,,
player,201811040was,atl,RidlCa00,pass_rating,,,,,,
player,201811040was,atl,RidlCa00,rush_att,1,,,,,
player,201811040was,atl,RidlCa00,rush_yds,6,,,,,
player,201811040was,atl,RidlCa00,rush_td,0,,,,,
player,201811040was,atl,RidlCa00,rush_long,6,,,,,
player,201811040was,atl,RidlCa00,targets,9,,,,,
player,201811040was,atl,RidlCa00,rec,6,,,,,
player,201811040was,atl,RidlCa00,rec_yds,71,,,,,
player,201811040was,atl,RidlCa00,rec_td,1,,,,,
player,201811040was,atl,RidlCa00,rec_long,40,,,,,
player,201811040was,atl,RidlCa00,fumbles,0,,,,,
player,201811040was,atl,RidlCa00,fumbles_lost,0,,,,,
player,201811040was,atl,JoneJu02,pass_cmp,0,,,,,
player,201811040was,atl,JoneJu02,pass_att,0,,,,,
player,201811040was,atl,JoneJu02,pass_yds,0,,,,,
player,201811040was,atl,JoneJu02,pass_td,0,,,,,
player,201811040was,atl,JoneJu02,pass_int,0,,,,,
player,201811040was,atl,JoneJu02,pass_sacked,0,,,,,
player,201811040was,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201811040was,atl,JoneJu02,pass_long,0,,,,,
player,201811040was,atl,JoneJu02,pass_rating,,,,,,
player,201811040was,atl,JoneJu02,rush_att,0,,,,,
player,201811040was,atl,JoneJu02,rush_yds,0,,,,,
player,201811040was,atl,JoneJu02,rush_td,0,,,,,
player,201811040was,atl,JoneJu02,rush_long,0,,,,,
player,201811040was,atl,JoneJu02,targets,10,,,,,
player,201811040was,atl,JoneJu02,rec,7,,,,,
player,201811040was,atl,JoneJu02,rec_yds,121,,,,,
player,201811040was,atl,JoneJu02,rec_td,1,,,,,
player,201811040was,atl,JoneJu02,rec_long,35,,,,,
player,201811040was,atl,JoneJu02,fumbles,0,,,,,
player,201811040was,atl,JoneJu02,fumbles_lost,0,,,,,
player,201811040was,atl,SanuMo00,pass_cmp,0,,,,,
player,201811040was,atl,SanuMo00,pass_att,0,,,,,
player,201811040was,atl,SanuMo00,pass_yds,0,,,,,
player,201811040was,atl,SanuMo00,pass_td,0,,,,,
player,201811040was,atl,SanuMo00,pass_int,0,,,,,
player,201811040was,atl,SanuMo00,pass_sacked,0,,,,,
player,201811040was,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201811040was,atl,SanuMo00,pass_long,0,,,,,
player,201811040was,atl,SanuMo00,pass_rating,,,,,,
player,201811040was,atl,SanuMo00,rush_att,0,,,,,
player,201811040was,atl,SanuMo00,rush_yds,0,,,,,
player,201811040was,atl,SanuMo00,rush_td,0,,,,,
player,201811040was,atl,SanuMo00,rush_long,0,,,,,
player,201811040was,atl,SanuMo00,targets,5,,,,,
player,201811040was,atl,SanuMo00,rec,4,,,,,
player,201811040was,atl,SanuMo00,rec_yds,45,,,,,
player,201811040was,atl,SanuMo00,rec_td,0,,,,,
player,201811040was,atl,SanuMo00,rec_long,16,,,,,
player,201811040was,atl,SanuMo00,fumbles,0,,,,,
player,201811040was,atl,SanuMo00,fumbles_lost,0,,,,,
player,201811040was,atl,HoopAu00,pass_cmp,0,,,,,
player,201811040was,atl,HoopAu00,pass_att,0,,,,,
player,201811040was,atl,HoopAu00,pass_yds,0,,,,,
player,201811040was,atl,HoopAu00,pass_td,0,,,,,
player,201811040was,atl,HoopAu00,pass_int,0,,,,,
player,201811040was,atl,HoopAu00,pass_sacked,0,,,,,
player,201811040was,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201811040was,atl,HoopAu00,pass_long,0,,,,,
player,201811040was,atl,HoopAu00,pass_rating,,,,,,
player,201811040was,atl,HoopAu00,rush_att,0,,,,,
player,201811040was,atl,HoopAu00,rush_yds,0,,,,,
player,201811040was,atl,HoopAu00,rush_td,0,,,,,
player,201811040was,atl,HoopAu00,rush_long,0,,,,,
player,201811040was,atl,HoopAu00,targets,3,,,,,
player,201811040was,atl,HoopAu00,rec,3,,,,,
player,201811040was,atl,HoopAu00,rec_yds,41,,,,,
player,201811040was,atl,HoopAu00,rec_td,0,,,,,
player,201811040was,atl,HoopAu00,rec_long,23,,,,,
player,201811040was,atl,HoopAu00,fumbles,0,,,,,
player,201811040was,atl,HoopAu00,fumbles_lost,0,,,,,
player,201811040was,atl,HallMa02,pass_cmp,0,,,,,
player,201811040was,atl,HallMa02,pass_att,0,,,,,
player,201811040was,atl,HallMa02,pass_yds,0,,,,,
player,201811040was,atl,HallMa02,pass_td,0,,,,,
player,201811040was,atl,HallMa02,pass_int,0,,,,,
player,201811040was,atl,HallMa02,pass_sacked,0,,,,,
player,201811040was,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201811040was,atl,HallMa02,pass_long,0,,,,,
player,201811040was,atl,HallMa02,pass_rating,,,,,,
player,201811040was,atl,HallMa02,rush_att,0,,,,,
player,201811040was,atl,HallMa02,rush_yds,0,,,,,
player,201811040was,atl,HallMa02,rush_td,0,,,,,
player,201811040was,atl,HallMa02,rush_long,0,,,,,
player,201811040was,atl,HallMa02,targets,1,,,,,
player,201811040was,atl,HallMa02,rec,0,,,,,
player,201811040was,atl,HallMa02,rec_yds,0,,,,,
player,201811040was,atl,HallMa02,rec_td,0,,,,,
player,201811040was,atl,HallMa02,rec_long,0,,,,,
player,201811040was,atl,HallMa02,fumbles,0,,,,,
player,201811040was,atl,HallMa02,fumbles_lost,0,,,,,
player,201811040was,was,SmitAl03,pass_cmp,30,,,,,
player,201811040was,was,SmitAl03,pass_att,46,,,,,
player,201811040was,was,SmitAl03,pass_yds,306,,,,,
player,201811040was,was,SmitAl03,pass_td,1,,,,,
player,201811040was,was,SmitAl03,pass_int,1,,,,,
player,201811040was,was,SmitAl03,pass_sacked,3,,,,,
player,201811040was,was,SmitAl03,pass_sacked_yds,19,,,,,
player,201811040was,was,SmitAl03,pass_long,33,,,,,
player,201811040was,was,SmitAl03,pass_rating,82.3,,,,,
player,201811040was,was,SmitAl03,rush_att,1,,,,,
player,201811040was,was,SmitAl03,rush_yds,22,,,,,
player,201811040was,was,SmitAl03,rush_td,0,,,,,
player,201811040was,was,SmitAl03,rush_long,22,,,,,
player,201811040was,was,SmitAl03,targets,0,,,,,
player,201811040was,was,SmitAl03,rec,0,,,,,
player,201811040was,was,SmitAl03,rec_yds,0,,,,,
player,201811040was,was,SmitAl03,rec_td,0,,,,,
player,201811040was,was,SmitAl03,rec_long,0,,,,,
player,201811040was,was,SmitAl03,fumbles,0,,,,,
player,201811040was,was,SmitAl03,fumbles_lost,0,,,,,
player,201811040was,was,BibbKa00,pass_cmp,0,,,,,
player,201811040was,was,BibbKa00,pass_att,0,,,,,
player,201811040was,was,BibbKa00,pass_yds,0,,,,,
player,201811040was,was,BibbKa00,pass_td,0,,,,,
player,201811040was,was,BibbKa00,pass_int,0,,,,,
player,201811040was,was,BibbKa00,pass_sacked,0,,,,,
player,201811040was,was,BibbKa00,pass_sacked_yds,0,,,,,
player,201811040was,was,BibbKa00,pass_long,0,,,,,
player,201811040was,was,BibbKa00,pass_rating,,,,,,
player,201811040was,was,BibbKa00,rush_att,3,,,,,
player,201811040was,was,BibbKa00,rush_yds,20,,,,,
player,201811040was,was,BibbKa00,rush_td,1,,,,,
player,201811040was,was,BibbKa00,rush_long,13,,,,,
player,201811040was,was,BibbKa00,targets,1,,,,,
player,201811040was,was,BibbKa00,rec,1,,,,,
player,201811040was,was,BibbKa00,rec_yds,15,,,,,
player,201811040was,was,BibbKa00,rec_td,0,,,,,
player,201811040was,was,BibbKa00,rec_long,15,,,,,
player,201811040was,was,BibbKa00,fumbles,0,,,,,
player,201811040was,was,BibbKa00,fumbles_lost,0,,,,,
player,201811040was,was,PeriSa00,pass_cmp,0,,,,,
player,201811040was,was,PeriSa00,pass_att,0,,,,,
player,201811040was,was,PeriSa00,pass_yds,0,,,,,
player,201811040was,was,PeriSa00,pass_td,0,,,,,
player,201811040was,was,PeriSa00,pass_int,0,,,,,
player,201811040was,was,PeriSa00,pass_sacked,0,,,,,
player,201811040was,was,PeriSa00,pass_sacked_yds,0,,,,,
player,201811040was,was,PeriSa00,pass_long,0,,,,,
player,201811040was,was,PeriSa00,pass_rating,,,,,,
player,201811040was,was,PeriSa00,rush_att,2,,,,,
player,201811040was,was,PeriSa00,rush_yds,20,,,,,
player,201811040was,was,PeriSa00,rush_td,0,,,,,
player,201811040was,was,PeriSa00,rush_long,11,,,,,
player,201811040was,was,PeriSa00,targets,3,,,,,
player,201811040was,was,PeriSa00,rec,2,,,,,
player,201811040was,was,PeriSa00,rec_yds,8,,,,,
player,201811040was,was,PeriSa00,rec_td,0,,,,,
player,201811040was,was,PeriSa00,rec_long,8,,,,,
player,201811040was,was,PeriSa00,fumbles,0,,,,,
player,201811040was,was,PeriSa00,fumbles_lost,0,,,,,
player,201811040was,was,PeteAd01,pass_cmp,0,,,,,
player,201811040was,was,PeteAd01,pass_att,0,,,,,
player,201811040was,was,PeteAd01,pass_yds,0,,,,,
player,201811040was,was,PeteAd01,pass_td,0,,,,,
player,201811040was,was,PeteAd01,pass_int,0,,,,,
player,201811040was,was,PeteAd01,pass_sacked,0,,,,,
player,201811040was,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201811040was,was,PeteAd01,pass_long,0,,,,,
player,201811040was,was,PeteAd01,pass_rating,,,,,,
player,201811040was,was,PeteAd01,rush_att,9,,,,,
player,201811040was,was,PeteAd01,rush_yds,17,,,,,
player,201811040was,was,PeteAd01,rush_td,0,,,,,
player,201811040was,was,PeteAd01,rush_long,11,,,,,
player,201811040was,was,PeteAd01,targets,3,,,,,
player,201811040was,was,PeteAd01,rec,3,,,,,
player,201811040was,was,PeteAd01,rec_yds,16,,,,,
player,201811040was,was,PeteAd01,rec_td,0,,,,,
player,201811040was,was,PeteAd01,rec_long,8,,,,,
player,201811040was,was,PeteAd01,fumbles,0,,,,,
player,201811040was,was,PeteAd01,fumbles_lost,0,,,,,
player,201811040was,was,HarrMa05,pass_cmp,0,,,,,
player,201811040was,was,HarrMa05,pass_att,0,,,,,
player,201811040was,was,HarrMa05,pass_yds,0,,,,,
player,201811040was,was,HarrMa05,pass_td,0,,,,,
player,201811040was,was,HarrMa05,pass_int,0,,,,,
player,201811040was,was,HarrMa05,pass_sacked,0,,,,,
player,201811040was,was,HarrMa05,pass_sacked_yds,0,,,,,
player,201811040was,was,HarrMa05,pass_long,0,,,,,
player,201811040was,was,HarrMa05,pass_rating,,,,,,
player,201811040was,was,HarrMa05,rush_att,0,,,,,
player,201811040was,was,HarrMa05,rush_yds,0,,,,,
player,201811040was,was,HarrMa05,rush_td,0,,,,,
player,201811040was,was,HarrMa05,rush_long,0,,,,,
player,201811040was,was,HarrMa05,targets,12,,,,,
player,201811040was,was,HarrMa05,rec,10,,,,,
player,201811040was,was,HarrMa05,rec_yds,124,,,,,
player,201811040was,was,HarrMa05,rec_td,0,,,,,
player,201811040was,was,HarrMa05,rec_long,33,,,,,
player,201811040was,was,HarrMa05,fumbles,0,,,,,
player,201811040was,was,HarrMa05,fumbles_lost,0,,,,,
player,201811040was,was,DaviVe00,pass_cmp,0,,,,,
player,201811040was,was,DaviVe00,pass_att,0,,,,,
player,201811040was,was,DaviVe00,pass_yds,0,,,,,
player,201811040was,was,DaviVe00,pass_td,0,,,,,
player,201811040was,was,DaviVe00,pass_int,0,,,,,
player,201811040was,was,DaviVe00,pass_sacked,0,,,,,
player,201811040was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201811040was,was,DaviVe00,pass_long,0,,,,,
player,201811040was,was,DaviVe00,pass_rating,,,,,,
player,201811040was,was,DaviVe00,rush_att,0,,,,,
player,201811040was,was,DaviVe00,rush_yds,0,,,,,
player,201811040was,was,DaviVe00,rush_td,0,,,,,
player,201811040was,was,DaviVe00,rush_long,0,,,,,
player,201811040was,was,DaviVe00,targets,7,,,,,
player,201811040was,was,DaviVe00,rec,5,,,,,
player,201811040was,was,DaviVe00,rec_yds,62,,,,,
player,201811040was,was,DaviVe00,rec_td,0,,,,,
player,201811040was,was,DaviVe00,rec_long,20,,,,,
player,201811040was,was,DaviVe00,fumbles,0,,,,,
player,201811040was,was,DaviVe00,fumbles_lost,0,,,,,
player,201811040was,was,ReedJo02,pass_cmp,0,,,,,
player,201811040was,was,ReedJo02,pass_att,0,,,,,
player,201811040was,was,ReedJo02,pass_yds,0,,,,,
player,201811040was,was,ReedJo02,pass_td,0,,,,,
player,201811040was,was,ReedJo02,pass_int,0,,,,,
player,201811040was,was,ReedJo02,pass_sacked,0,,,,,
player,201811040was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201811040was,was,ReedJo02,pass_long,0,,,,,
player,201811040was,was,ReedJo02,pass_rating,,,,,,
player,201811040was,was,ReedJo02,rush_att,0,,,,,
player,201811040was,was,ReedJo02,rush_yds,0,,,,,
player,201811040was,was,ReedJo02,rush_td,0,,,,,
player,201811040was,was,ReedJo02,rush_long,0,,,,,
player,201811040was,was,ReedJo02,targets,6,,,,,
player,201811040was,was,ReedJo02,rec,4,,,,,
player,201811040was,was,ReedJo02,rec_yds,34,,,,,
player,201811040was,was,ReedJo02,rec_td,0,,,,,
player,201811040was,was,ReedJo02,rec_long,12,,,,,
player,201811040was,was,ReedJo02,fumbles,0,,,,,
player,201811040was,was,ReedJo02,fumbles_lost,0,,,,,
player,201811040was,was,DoctJo00,pass_cmp,0,,,,,
player,201811040was,was,DoctJo00,pass_att,0,,,,,
player,201811040was,was,DoctJo00,pass_yds,0,,,,,
player,201811040was,was,DoctJo00,pass_td,0,,,,,
player,201811040was,was,DoctJo00,pass_int,0,,,,,
player,201811040was,was,DoctJo00,pass_sacked,0,,,,,
player,201811040was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201811040was,was,DoctJo00,pass_long,0,,,,,
player,201811040was,was,DoctJo00,pass_rating,,,,,,
player,201811040was,was,DoctJo00,rush_att,0,,,,,
player,201811040was,was,DoctJo00,rush_yds,0,,,,,
player,201811040was,was,DoctJo00,rush_td,0,,,,,
player,201811040was,was,DoctJo00,rush_long,0,,,,,
player,201811040was,was,DoctJo00,targets,6,,,,,
player,201811040was,was,DoctJo00,rec,3,,,,,
player,201811040was,was,DoctJo00,rec_yds,31,,,,,
player,201811040was,was,DoctJo00,rec_td,1,,,,,
player,201811040was,was,DoctJo00,rec_long,24,,,,,
player,201811040was,was,DoctJo00,fumbles,0,,,,,
player,201811040was,was,DoctJo00,fumbles_lost,0,,,,,
player,201811040was,was,RichPa01,pass_cmp,0,,,,,
player,201811040was,was,RichPa01,pass_att,0,,,,,
player,201811040was,was,RichPa01,pass_yds,0,,,,,
player,201811040was,was,RichPa01,pass_td,0,,,,,
player,201811040was,was,RichPa01,pass_int,0,,,,,
player,201811040was,was,RichPa01,pass_sacked,0,,,,,
player,201811040was,was,RichPa01,pass_sacked_yds,0,,,,,
player,201811040was,was,RichPa01,pass_long,0,,,,,
player,201811040was,was,RichPa01,pass_rating,,,,,,
player,201811040was,was,RichPa01,rush_att,0,,,,,
player,201811040was,was,RichPa01,rush_yds,0,,,,,
player,201811040was,was,RichPa01,rush_td,0,,,,,
player,201811040was,was,RichPa01,rush_long,0,,,,,
player,201811040was,was,RichPa01,targets,6,,,,,
player,201811040was,was,RichPa01,rec,2,,,,,
player,201811040was,was,RichPa01,rec_yds,16,,,,,
player,201811040was,was,RichPa01,rec_td,0,,,,,
player,201811040was,was,RichPa01,rec_long,11,,,,,
player,201811040was,was,RichPa01,fumbles,0,,,,,
player,201811040was,was,RichPa01,fumbles_lost,0,,,,,
player,201811040was,was,FloyMi00,pass_cmp,0,,,,,
player,201811040was,was,FloyMi00,pass_att,0,,,,,
player,201811040was,was,FloyMi00,pass_yds,0,,,,,
player,201811040was,was,FloyMi00,pass_td,0,,,,,
player,201811040was,was,FloyMi00,pass_int,0,,,,,
player,201811040was,was,FloyMi00,pass_sacked,0,,,,,
player,201811040was,was,FloyMi00,pass_sacked_yds,0,,,,,
player,201811040was,was,FloyMi00,pass_long,0,,,,,
player,201811040was,was,FloyMi00,pass_rating,,,,,,
player,201811040was,was,FloyMi00,rush_att,0,,,,,
player,201811040was,was,FloyMi00,rush_yds,0,,,,,
player,201811040was,was,FloyMi00,rush_td,0,,,,,
player,201811040was,was,FloyMi00,rush_long,0,,,,,
player,201811040was,was,FloyMi00,targets,1,,,,,
player,201811040was,was,FloyMi00,rec,0,,,,,
player,201811040was,was,FloyMi00,rec_yds,0,,,,,
player,201811040was,was,FloyMi00,rec_td,0,,,,,
player,201811040was,was,FloyMi00,rec_long,0,,,,,
player,201811040was,was,FloyMi00,fumbles,0,,,,,
player,201811040was,was,FloyMi00,fumbles_lost,0,,,,,
player,201811040was,atl,KazeDa00,def_int,1,,,,,
player,201811040was,atl,KazeDa00,def_int_yds,0,,,,,
player,201811040was,atl,KazeDa00,def_int_td,0,,,,,
player,201811040was,atl,KazeDa00,def_int_long,0,,,,,
player,201811040was,atl,KazeDa00,pass_defended,1,,,,,
player,201811040was,atl,KazeDa00,sacks,0.0,,,,,
player,201811040was,atl,KazeDa00,tackles_combined,5,,,,,
player,201811040was,atl,KazeDa00,tackles_solo,3,,,,,
player,201811040was,atl,KazeDa00,tackles_assists,2,,,,,
player,201811040was,atl,KazeDa00,tackles_loss,0,,,,,
player,201811040was,atl,KazeDa00,qb_hits,0,,,,,
player,201811040was,atl,KazeDa00,fumbles_rec,0,,,,,
player,201811040was,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,KazeDa00,fumbles_rec_td,0,,,,,
player,201811040was,atl,KazeDa00,fumbles_forced,0,,,,,
player,201811040was,atl,CrawJa00,def_int,0,,,,,
player,201811040was,atl,CrawJa00,def_int_yds,0,,,,,
player,201811040was,atl,CrawJa00,def_int_td,0,,,,,
player,201811040was,atl,CrawJa00,def_int_long,0,,,,,
player,201811040was,atl,CrawJa00,pass_defended,0,,,,,
player,201811040was,atl,CrawJa00,sacks,2.0,,,,,
player,201811040was,atl,CrawJa00,tackles_combined,4,,,,,
player,201811040was,atl,CrawJa00,tackles_solo,4,,,,,
player,201811040was,atl,CrawJa00,tackles_assists,0,,,,,
player,201811040was,atl,CrawJa00,tackles_loss,2,,,,,
player,201811040was,atl,CrawJa00,qb_hits,1,,,,,
player,201811040was,atl,CrawJa00,fumbles_rec,0,,,,,
player,201811040was,atl,CrawJa00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,CrawJa00,fumbles_rec_td,0,,,,,
player,201811040was,atl,CrawJa00,fumbles_forced,0,,,,,
player,201811040was,atl,JarrGr00,def_int,0,,,,,
player,201811040was,atl,JarrGr00,def_int_yds,0,,,,,
player,201811040was,atl,JarrGr00,def_int_td,0,,,,,
player,201811040was,atl,JarrGr00,def_int_long,0,,,,,
player,201811040was,atl,JarrGr00,pass_defended,0,,,,,
player,201811040was,atl,JarrGr00,sacks,1.0,,,,,
player,201811040was,atl,JarrGr00,tackles_combined,3,,,,,
player,201811040was,atl,JarrGr00,tackles_solo,1,,,,,
player,201811040was,atl,JarrGr00,tackles_assists,2,,,,,
player,201811040was,atl,JarrGr00,tackles_loss,1,,,,,
player,201811040was,atl,JarrGr00,qb_hits,1,,,,,
player,201811040was,atl,JarrGr00,fumbles_rec,0,,,,,
player,201811040was,atl,JarrGr00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,JarrGr00,fumbles_rec_td,0,,,,,
player,201811040was,atl,JarrGr00,fumbles_forced,0,,,,,
player,201811040was,atl,CartBr00,def_int,0,,,,,
player,201811040was,atl,CartBr00,def_int_yds,0,,,,,
player,201811040was,atl,CartBr00,def_int_td,0,,,,,
player,201811040was,atl,CartBr00,def_int_long,0,,,,,
player,201811040was,atl,CartBr00,pass_defended,0,,,,,
player,201811040was,atl,CartBr00,sacks,0.0,,,,,
player,201811040was,atl,CartBr00,tackles_combined,7,,,,,
player,201811040was,atl,CartBr00,tackles_solo,5,,,,,
player,201811040was,atl,CartBr00,tackles_assists,2,,,,,
player,201811040was,atl,CartBr00,tackles_loss,0,,,,,
player,201811040was,atl,CartBr00,qb_hits,0,,,,,
player,201811040was,atl,CartBr00,fumbles_rec,0,,,,,
player,201811040was,atl,CartBr00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,CartBr00,fumbles_rec_td,0,,,,,
player,201811040was,atl,CartBr00,fumbles_forced,0,,,,,
player,201811040was,atl,OluoFo00,def_int,0,,,,,
player,201811040was,atl,OluoFo00,def_int_yds,0,,,,,
player,201811040was,atl,OluoFo00,def_int_td,0,,,,,
player,201811040was,atl,OluoFo00,def_int_long,0,,,,,
player,201811040was,atl,OluoFo00,pass_defended,0,,,,,
player,201811040was,atl,OluoFo00,sacks,0.0,,,,,
player,201811040was,atl,OluoFo00,tackles_combined,6,,,,,
player,201811040was,atl,OluoFo00,tackles_solo,5,,,,,
player,201811040was,atl,OluoFo00,tackles_assists,1,,,,,
player,201811040was,atl,OluoFo00,tackles_loss,1,,,,,
player,201811040was,atl,OluoFo00,qb_hits,1,,,,,
player,201811040was,atl,OluoFo00,fumbles_rec,0,,,,,
player,201811040was,atl,OluoFo00,fumbles_rec_yds,0,,,,,
player,201811040was,atl,OluoFo00,fumbles_rec_td,0,,,,,
player,201811040was,atl,OluoFo00,fumbles_forced,0,,,,,
player,201811040was,atl,PoolBr01,def_int,0,,,,,
player,201811040was,atl,PoolBr01,def_int_yds,0,,,,,
player,201811040was,atl,PoolBr01,def_int_td,0,,,,,
player,201811040was,atl,PoolBr01,def_int_long,0,,,,,
player,201811040was,atl,PoolBr01,pass_defended,0,,,,,
player,201811040was,atl,PoolBr01,sacks,0.0,,,,,
player,201811040was,atl,PoolBr01,tackles_combined,5,,,,,
player,201811040was,atl,PoolBr01,tackles_solo,4,,,,,
player,201811040was,atl,PoolBr01,tackles_assists,1,,,,,
player,201811040was,atl,PoolBr01,tackles_loss,0,,,,,
player,201811040was,atl,PoolBr01,qb_hits,0,,,,,
player,201811040was,atl,PoolBr01,fumbles_rec,0,,,,,
player,201811040was,atl,PoolBr01,fumbles_rec_yds,0,,,,,
player,201811040was,atl,PoolBr01,fumbles_rec_td,0,,,,,
player,201811040was,atl,PoolBr01,fumbles_forced,0,,,,,
player,201811040was,atl,CampDe00,def_int,0,,,,,
