game,2018,1,20180909,201809090den,sea,"Seattle Seahawks",24,den,"Denver Broncos",27
player,201809090den,sea,CarsCh00,rush_td,0,,,,,
player,201809090den,sea,CarsCh00,rush_long,24,,,,,
player,201809090den,sea,CarsCh00,targets,5,,,,,
player,201809090den,sea,CarsCh00,rec,3,,,,,
player,201809090den,sea,CarsCh00,rec_yds,28,,,,,
player,201809090den,sea,CarsCh00,rec_td,0,,,,,
player,201809090den,sea,CarsCh00,rec_long,14,,,,,
player,201809090den,sea,CarsCh00,fumbles,1,,,,,
player,201809090den,sea,CarsCh00,fumbles_lost,1,,,,,
player,201809090den,sea,PennRa00,pass_cmp,0,,,,,
player,201809090den,sea,PennRa00,pass_att,0,,,,,
player,201809090den,sea,PennRa00,pass_yds,0,,,,,
player,201809090den,sea,PennRa00,pass_td,0,,,,,
player,201809090den,sea,PennRa00,pass_int,0,,,,,
player,201809090den,sea,PennRa00,pass_sacked,0,,,,,
player,201809090den,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201809090den,sea,PennRa00,pass_long,0,,,,,
player,201809090den,sea,PennRa00,pass_rating,,,,,,
player,201809090den,sea,PennRa00,rush_att,7,,,,,
player,201809090den,sea,PennRa00,rush_yds,8,,,,,
player,201809090den,sea,PennRa00,rush_td,0,,,,,
player,201809090den,sea,PennRa00,rush_long,5,,,,,
player,201809090den,sea,PennRa00,targets,5,,,,,
player,201809090den,sea,PennRa00,rec,4,,,,,
player,201809090den,sea,PennRa00,rec_yds,35,,,,,
player,201809090den,sea,PennRa00,rec_td,0,,,,,
player,201809090den,sea,PennRa00,rec_long,15,,,,,
player,201809090den,sea,PennRa00,fumbles,0,,,,,
player,201809090den,sea,PennRa00,fumbles_lost,0,,,,,
player,201809090den,sea,DissWi00,pass_cmp,0,,,,,
player,201809090den,sea,DissWi00,pass_att,0,,,,,
player,201809090den,sea,DissWi00,pass_yds,0,,,,,
player,201809090den,sea,DissWi00,pass_td,0,,,,,
player,201809090den,sea,DissWi00,pass_int,0,,,,,
player,201809090den,sea,DissWi00,pass_sacked,0,,,,,
player,201809090den,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201809090den,sea,DissWi00,pass_long,0,,,,,
player,201809090den,sea,DissWi00,pass_rating,,,,,,
player,201809090den,sea,DissWi00,rush_att,0,,,,,
player,201809090den,sea,DissWi00,rush_yds,0,,,,,
player,201809090den,sea,DissWi00,rush_td,0,,,,,
player,201809090den,sea,DissWi00,rush_long,0,,,,,
player,201809090den,sea,DissWi00,targets,5,,,,,
player,201809090den,sea,DissWi00,rec,3,,,,,
player,201809090den,sea,DissWi00,rec_yds,105,,,,,
player,201809090den,sea,DissWi00,rec_td,1,,,,,
player,201809090den,sea,DissWi00,rec_long,66,,,,,
player,201809090den,sea,DissWi00,fumbles,0,,,,,
player,201809090den,sea,DissWi00,fumbles_lost,0,,,,,
player,201809090den,sea,LockTy00,pass_cmp,0,,,,,
player,201809090den,sea,LockTy00,pass_att,0,,,,,
player,201809090den,sea,LockTy00,pass_yds,0,,,,,
player,201809090den,sea,LockTy00,pass_td,0,,,,,
player,201809090den,sea,LockTy00,pass_int,0,,,,,
player,201809090den,sea,LockTy00,pass_sacked,0,,,,,
player,201809090den,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201809090den,sea,LockTy00,pass_long,0,,,,,
player,201809090den,sea,LockTy00,pass_rating,,,,,,
player,201809090den,sea,LockTy00,rush_att,0,,,,,
player,201809090den,sea,LockTy00,rush_yds,0,,,,,
player,201809090den,sea,LockTy00,rush_td,0,,,,,
player,201809090den,sea,LockTy00,rush_long,0,,,,,
player,201809090den,sea,LockTy00,targets,4,,,,,
player,201809090den,sea,LockTy00,rec,3,,,,,
player,201809090den,sea,LockTy00,rec_yds,59,,,,,
player,201809090den,sea,LockTy00,rec_td,1,,,,,
player,201809090den,sea,LockTy00,rec_long,51,,,,,
player,201809090den,sea,LockTy00,fumbles,0,,,,,
player,201809090den,sea,LockTy00,fumbles_lost,0,,,,,
player,201809090den,sea,MarsBr00,pass_cmp,0,,,,,
player,201809090den,sea,MarsBr00,pass_att,0,,,,,
player,201809090den,sea,MarsBr00,pass_yds,0,,,,,
player,201809090den,sea,MarsBr00,pass_td,0,,,,,
player,201809090den,sea,MarsBr00,pass_int,0,,,,,
player,201809090den,sea,MarsBr00,pass_sacked,0,,,,,
player,201809090den,sea,MarsBr00,pass_sacked_yds,0,,,,,
player,201809090den,sea,MarsBr00,pass_long,0,,,,,
player,201809090den,sea,MarsBr00,pass_rating,,,,,,
player,201809090den,sea,MarsBr00,rush_att,0,,,,,
player,201809090den,sea,MarsBr00,rush_yds,0,,,,,
player,201809090den,sea,MarsBr00,rush_td,0,,,,,
player,201809090den,sea,MarsBr00,rush_long,0,,,,,
player,201809090den,sea,MarsBr00,targets,6,,,,,
player,201809090den,sea,MarsBr00,rec,3,,,,,
player,201809090den,sea,MarsBr00,rec_yds,46,,,,,
player,201809090den,sea,MarsBr00,rec_td,1,,,,,
player,201809090den,sea,MarsBr00,rec_long,20,,,,,
player,201809090den,sea,MarsBr00,fumbles,0,,,,,
player,201809090den,sea,MarsBr00,fumbles_lost,0,,,,,
player,201809090den,sea,VannNi00,pass_cmp,0,,,,,
player,201809090den,sea,VannNi00,pass_att,0,,,,,
player,201809090den,sea,VannNi00,pass_yds,0,,,,,
player,201809090den,sea,VannNi00,pass_td,0,,,,,
player,201809090den,sea,VannNi00,pass_int,0,,,,,
player,201809090den,sea,VannNi00,pass_sacked,0,,,,,
player,201809090den,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201809090den,sea,VannNi00,pass_long,0,,,,,
player,201809090den,sea,VannNi00,pass_rating,,,,,,
player,201809090den,sea,VannNi00,rush_att,0,,,,,
player,201809090den,sea,VannNi00,rush_yds,0,,,,,
player,201809090den,sea,VannNi00,rush_td,0,,,,,
player,201809090den,sea,VannNi00,rush_long,0,,,,,
player,201809090den,sea,VannNi00,targets,2,,,,,
player,201809090den,sea,VannNi00,rec,1,,,,,
player,201809090den,sea,VannNi00,rec_yds,11,,,,,
player,201809090den,sea,VannNi00,rec_td,0,,,,,
player,201809090den,sea,VannNi00,rec_long,11,,,,,
player,201809090den,sea,VannNi00,fumbles,0,,,,,
player,201809090den,sea,VannNi00,fumbles_lost,0,,,,,
player,201809090den,sea,MaddTr01,pass_cmp,0,,,,,
player,201809090den,sea,MaddTr01,pass_att,0,,,,,
player,201809090den,sea,MaddTr01,pass_yds,0,,,,,
player,201809090den,sea,MaddTr01,pass_td,0,,,,,
player,201809090den,sea,MaddTr01,pass_int,0,,,,,
player,201809090den,sea,MaddTr01,pass_sacked,0,,,,,
player,201809090den,sea,MaddTr01,pass_sacked_yds,0,,,,,
player,201809090den,sea,MaddTr01,pass_long,0,,,,,
player,201809090den,sea,MaddTr01,pass_rating,,,,,,
player,201809090den,sea,MaddTr01,rush_att,0,,,,,
player,201809090den,sea,MaddTr01,rush_yds,0,,,,,
player,201809090den,sea,MaddTr01,rush_td,0,,,,,
player,201809090den,sea,MaddTr01,rush_long,0,,,,,
player,201809090den,sea,MaddTr01,targets,1,,,,,
player,201809090den,sea,MaddTr01,rec,1,,,,,
player,201809090den,sea,MaddTr01,rec_yds,7,,,,,
player,201809090den,sea,MaddTr01,rec_td,0,,,,,
player,201809090den,sea,MaddTr01,rec_long,7,,,,,
player,201809090den,sea,MaddTr01,fumbles,0,,,,,
player,201809090den,sea,MaddTr01,fumbles_lost,0,,,,,
player,201809090den,sea,BrowJa03,pass_cmp,0,,,,,
player,201809090den,sea,BrowJa03,pass_att,0,,,,,
player,201809090den,sea,BrowJa03,pass_yds,0,,,,,
player,201809090den,sea,BrowJa03,pass_td,0,,,,,
player,201809090den,sea,BrowJa03,pass_int,0,,,,,
player,201809090den,sea,BrowJa03,pass_sacked,0,,,,,
player,201809090den,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201809090den,sea,BrowJa03,pass_long,0,,,,,
player,201809090den,sea,BrowJa03,pass_rating,,,,,,
player,201809090den,sea,BrowJa03,rush_att,0,,,,,
player,201809090den,sea,BrowJa03,rush_yds,0,,,,,
player,201809090den,sea,BrowJa03,rush_td,0,,,,,
player,201809090den,sea,BrowJa03,rush_long,0,,,,,
player,201809090den,sea,BrowJa03,targets,3,,,,,
player,201809090den,sea,BrowJa03,rec,1,,,,,
player,201809090den,sea,BrowJa03,rec_yds,7,,,,,
player,201809090den,sea,BrowJa03,rec_td,0,,,,,
player,201809090den,sea,BrowJa03,rec_long,7,,,,,
player,201809090den,sea,BrowJa03,fumbles,0,,,,,
player,201809090den,sea,BrowJa03,fumbles_lost,0,,,,,
player,201809090den,sea,MoorDa03,pass_cmp,0,,,,,
player,201809090den,sea,MoorDa03,pass_att,0,,,,,
player,201809090den,sea,MoorDa03,pass_yds,0,,,,,
player,201809090den,sea,MoorDa03,pass_td,0,,,,,
player,201809090den,sea,MoorDa03,pass_int,0,,,,,
player,201809090den,sea,MoorDa03,pass_sacked,0,,,,,
player,201809090den,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201809090den,sea,MoorDa03,pass_long,0,,,,,
player,201809090den,sea,MoorDa03,pass_rating,,,,,,
player,201809090den,sea,MoorDa03,rush_att,0,,,,,
player,201809090den,sea,MoorDa03,rush_yds,0,,,,,
player,201809090den,sea,MoorDa03,rush_td,0,,,,,
player,201809090den,sea,MoorDa03,rush_long,0,,,,,
player,201809090den,sea,MoorDa03,targets,1,,,,,
player,201809090den,sea,MoorDa03,rec,0,,,,,
player,201809090den,sea,MoorDa03,rec_yds,0,,,,,
player,201809090den,sea,MoorDa03,rec_td,0,,,,,
player,201809090den,sea,MoorDa03,rec_long,0,,,,,
player,201809090den,sea,MoorDa03,fumbles,0,,,,,
player,201809090den,sea,MoorDa03,fumbles_lost,0,,,,,
player,201809090den,sea,BaldDo00,pass_cmp,0,,,,,
player,201809090den,sea,BaldDo00,pass_att,0,,,,,
player,201809090den,sea,BaldDo00,pass_yds,0,,,,,
player,201809090den,sea,BaldDo00,pass_td,0,,,,,
player,201809090den,sea,BaldDo00,pass_int,0,,,,,
player,201809090den,sea,BaldDo00,pass_sacked,0,,,,,
player,201809090den,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201809090den,sea,BaldDo00,pass_long,0,,,,,
player,201809090den,sea,BaldDo00,pass_rating,,,,,,
player,201809090den,sea,BaldDo00,rush_att,0,,,,,
player,201809090den,sea,BaldDo00,rush_yds,0,,,,,
player,201809090den,sea,BaldDo00,rush_td,0,,,,,
player,201809090den,sea,BaldDo00,rush_long,0,,,,,
player,201809090den,sea,BaldDo00,targets,1,,,,,
player,201809090den,sea,BaldDo00,rec,0,,,,,
player,201809090den,sea,BaldDo00,rec_yds,0,,,,,
player,201809090den,sea,BaldDo00,rec_td,0,,,,,
player,201809090den,sea,BaldDo00,rec_long,0,,,,,
player,201809090den,sea,BaldDo00,fumbles,0,,,,,
player,201809090den,sea,BaldDo00,fumbles_lost,0,,,,,
player,201809090den,den,KeenCa00,pass_cmp,25,,,,,
player,201809090den,den,KeenCa00,pass_att,39,,,,,
player,201809090den,den,KeenCa00,pass_yds,329,,,,,
player,201809090den,den,KeenCa00,pass_td,3,,,,,
player,201809090den,den,KeenCa00,pass_int,3,,,,,
player,201809090den,den,KeenCa00,pass_sacked,1,,,,,
player,201809090den,den,KeenCa00,pass_sacked_yds,5,,,,,
player,201809090den,den,KeenCa00,pass_long,43,,,,,
player,201809090den,den,KeenCa00,pass_rating,84.2,,,,,
player,201809090den,den,KeenCa00,rush_att,0,,,,,
player,201809090den,den,KeenCa00,rush_yds,0,,,,,
player,201809090den,den,KeenCa00,rush_td,0,,,,,
player,201809090den,den,KeenCa00,rush_long,0,,,,,
player,201809090den,den,KeenCa00,targets,0,,,,,
player,201809090den,den,KeenCa00,rec,0,,,,,
player,201809090den,den,KeenCa00,rec_yds,0,,,,,
player,201809090den,den,KeenCa00,rec_td,0,,,,,
player,201809090den,den,KeenCa00,rec_long,0,,,,,
player,201809090den,den,KeenCa00,fumbles,0,,,,,
player,201809090den,den,KeenCa00,fumbles_lost,0,,,,,
player,201809090den,den,LindPh00,pass_cmp,0,,,,,
player,201809090den,den,LindPh00,pass_att,0,,,,,
player,201809090den,den,LindPh00,pass_yds,0,,,,,
player,201809090den,den,LindPh00,pass_td,0,,,,,
player,201809090den,den,LindPh00,pass_int,0,,,,,
player,201809090den,den,LindPh00,pass_sacked,0,,,,,
player,201809090den,den,LindPh00,pass_sacked_yds,0,,,,,
player,201809090den,den,LindPh00,pass_long,0,,,,,
player,201809090den,den,LindPh00,pass_rating,,,,,,
player,201809090den,den,LindPh00,rush_att,15,,,,,
player,201809090den,den,LindPh00,rush_yds,71,,,,,
player,201809090den,den,LindPh00,rush_td,0,,,,,
player,201809090den,den,LindPh00,rush_long,14,,,,,
player,201809090den,den,LindPh00,targets,3,,,,,
player,201809090den,den,LindPh00,rec,2,,,,,
player,201809090den,den,LindPh00,rec_yds,31,,,,,
player,201809090den,den,LindPh00,rec_td,1,,,,,
player,201809090den,den,LindPh00,rec_long,29,,,,,
player,201809090den,den,LindPh00,fumbles,0,,,,,
player,201809090den,den,LindPh00,fumbles_lost,0,,,,,
player,201809090den,den,FreeRo00,pass_cmp,0,,,,,
player,201809090den,den,FreeRo00,pass_att,0,,,,,
player,201809090den,den,FreeRo00,pass_yds,0,,,,,
player,201809090den,den,FreeRo00,pass_td,0,,,,,
player,201809090den,den,FreeRo00,pass_int,0,,,,,
player,201809090den,den,FreeRo00,pass_sacked,0,,,,,
player,201809090den,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201809090den,den,FreeRo00,pass_long,0,,,,,
player,201809090den,den,FreeRo00,pass_rating,,,,,,
player,201809090den,den,FreeRo00,rush_att,15,,,,,
player,201809090den,den,FreeRo00,rush_yds,71,,,,,
player,201809090den,den,FreeRo00,rush_td,0,,,,,
player,201809090den,den,FreeRo00,rush_long,17,,,,,
player,201809090den,den,FreeRo00,targets,0,,,,,
player,201809090den,den,FreeRo00,rec,0,,,,,
player,201809090den,den,FreeRo00,rec_yds,0,,,,,
player,201809090den,den,FreeRo00,rec_td,0,,,,,
player,201809090den,den,FreeRo00,rec_long,0,,,,,
player,201809090den,den,FreeRo00,fumbles,0,,,,,
player,201809090den,den,FreeRo00,fumbles_lost,0,,,,,
player,201809090den,den,BookDe00,pass_cmp,0,,,,,
player,201809090den,den,BookDe00,pass_att,0,,,,,
player,201809090den,den,BookDe00,pass_yds,0,,,,,
player,201809090den,den,BookDe00,pass_td,0,,,,,
player,201809090den,den,BookDe00,pass_int,0,,,,,
player,201809090den,den,BookDe00,pass_sacked,0,,,,,
player,201809090den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201809090den,den,BookDe00,pass_long,0,,,,,
player,201809090den,den,BookDe00,pass_rating,,,,,,
player,201809090den,den,BookDe00,rush_att,2,,,,,
player,201809090den,den,BookDe00,rush_yds,4,,,,,
player,201809090den,den,BookDe00,rush_td,0,,,,,
player,201809090den,den,BookDe00,rush_long,2,,,,,
player,201809090den,den,BookDe00,targets,2,,,,,
player,201809090den,den,BookDe00,rec,2,,,,,
player,201809090den,den,BookDe00,rec_yds,11,,,,,
player,201809090den,den,BookDe00,rec_td,0,,,,,
player,201809090den,den,BookDe00,rec_long,7,,,,,
player,201809090den,den,BookDe00,fumbles,0,,,,,
player,201809090den,den,BookDe00,fumbles_lost,0,,,,,
player,201809090den,den,SandEm00,pass_cmp,0,,,,,
player,201809090den,den,SandEm00,pass_att,0,,,,,
player,201809090den,den,SandEm00,pass_yds,0,,,,,
player,201809090den,den,SandEm00,pass_td,0,,,,,
player,201809090den,den,SandEm00,pass_int,0,,,,,
player,201809090den,den,SandEm00,pass_sacked,0,,,,,
player,201809090den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201809090den,den,SandEm00,pass_long,0,,,,,
player,201809090den,den,SandEm00,pass_rating,,,,,,
player,201809090den,den,SandEm00,rush_att,0,,,,,
player,201809090den,den,SandEm00,rush_yds,0,,,,,
player,201809090den,den,SandEm00,rush_td,0,,,,,
player,201809090den,den,SandEm00,rush_long,0,,,,,
player,201809090den,den,SandEm00,targets,11,,,,,
player,201809090den,den,SandEm00,rec,10,,,,,
player,201809090den,den,SandEm00,rec_yds,135,,,,,
player,201809090den,den,SandEm00,rec_td,1,,,,,
player,201809090den,den,SandEm00,rec_long,43,,,,,
player,201809090den,den,SandEm00,fumbles,0,,,,,
player,201809090den,den,SandEm00,fumbles_lost,0,,,,,
player,201809090den,den,ThomDe03,pass_cmp,0,,,,,
player,201809090den,den,ThomDe03,pass_att,0,,,,,
player,201809090den,den,ThomDe03,pass_yds,0,,,,,
player,201809090den,den,ThomDe03,pass_td,0,,,,,
player,201809090den,den,ThomDe03,pass_int,0,,,,,
player,201809090den,den,ThomDe03,pass_sacked,0,,,,,
player,201809090den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201809090den,den,ThomDe03,pass_long,0,,,,,
player,201809090den,den,ThomDe03,pass_rating,,,,,,
player,201809090den,den,ThomDe03,rush_att,0,,,,,
player,201809090den,den,ThomDe03,rush_yds,0,,,,,
player,201809090den,den,ThomDe03,rush_td,0,,,,,
player,201809090den,den,ThomDe03,rush_long,0,,,,,
player,201809090den,den,ThomDe03,targets,10,,,,,
player,201809090den,den,ThomDe03,rec,6,,,,,
player,201809090den,den,ThomDe03,rec_yds,63,,,,,
player,201809090den,den,ThomDe03,rec_td,1,,,,,
player,201809090den,den,ThomDe03,rec_long,23,,,,,
player,201809090den,den,ThomDe03,fumbles,0,,,,,
player,201809090den,den,ThomDe03,fumbles_lost,0,,,,,
player,201809090den,den,SuttCo00,pass_cmp,0,,,,,
player,201809090den,den,SuttCo00,pass_att,0,,,,,
player,201809090den,den,SuttCo00,pass_yds,0,,,,,
player,201809090den,den,SuttCo00,pass_td,0,,,,,
player,201809090den,den,SuttCo00,pass_int,0,,,,,
player,201809090den,den,SuttCo00,pass_sacked,0,,,,,
player,201809090den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201809090den,den,SuttCo00,pass_long,0,,,,,
player,201809090den,den,SuttCo00,pass_rating,,,,,,
player,201809090den,den,SuttCo00,rush_att,0,,,,,
player,201809090den,den,SuttCo00,rush_yds,0,,,,,
player,201809090den,den,SuttCo00,rush_td,0,,,,,
player,201809090den,den,SuttCo00,rush_long,0,,,,,
player,201809090den,den,SuttCo00,targets,5,,,,,
player,201809090den,den,SuttCo00,rec,2,,,,,
player,201809090den,den,SuttCo00,rec_yds,45,,,,,
player,201809090den,den,SuttCo00,rec_td,0,,,,,
player,201809090den,den,SuttCo00,rec_long,25,,,,,
player,201809090den,den,SuttCo00,fumbles,0,,,,,
player,201809090den,den,SuttCo00,fumbles_lost,0,,,,,
player,201809090den,den,ButtJa00,pass_cmp,0,,,,,
player,201809090den,den,ButtJa00,pass_att,0,,,,,
player,201809090den,den,ButtJa00,pass_yds,0,,,,,
player,201809090den,den,ButtJa00,pass_td,0,,,,,
player,201809090den,den,ButtJa00,pass_int,0,,,,,
player,201809090den,den,ButtJa00,pass_sacked,0,,,,,
player,201809090den,den,ButtJa00,pass_sacked_yds,0,,,,,
player,201809090den,den,ButtJa00,pass_long,0,,,,,
player,201809090den,den,ButtJa00,pass_rating,,,,,,
player,201809090den,den,ButtJa00,rush_att,0,,,,,
player,201809090den,den,ButtJa00,rush_yds,0,,,,,
player,201809090den,den,ButtJa00,rush_td,0,,,,,
player,201809090den,den,ButtJa00,rush_long,0,,,,,
player,201809090den,den,ButtJa00,targets,4,,,,,
player,201809090den,den,ButtJa00,rec,2,,,,,
player,201809090den,den,ButtJa00,rec_yds,29,,,,,
player,201809090den,den,ButtJa00,rec_td,0,,,,,
player,201809090den,den,ButtJa00,rec_long,22,,,,,
player,201809090den,den,ButtJa00,fumbles,0,,,,,
player,201809090den,den,ButtJa00,fumbles_lost,0,,,,,
player,201809090den,den,HeueJe00,pass_cmp,0,,,,,
player,201809090den,den,HeueJe00,pass_att,0,,,,,
player,201809090den,den,HeueJe00,pass_yds,0,,,,,
player,201809090den,den,HeueJe00,pass_td,0,,,,,
player,201809090den,den,HeueJe00,pass_int,0,,,,,
player,201809090den,den,HeueJe00,pass_sacked,0,,,,,
player,201809090den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201809090den,den,HeueJe00,pass_long,0,,,,,
player,201809090den,den,HeueJe00,pass_rating,,,,,,
player,201809090den,den,HeueJe00,rush_att,0,,,,,
player,201809090den,den,HeueJe00,rush_yds,0,,,,,
player,201809090den,den,HeueJe00,rush_td,0,,,,,
player,201809090den,den,HeueJe00,rush_long,0,,,,,
player,201809090den,den,HeueJe00,targets,1,,,,,
player,201809090den,den,HeueJe00,rec,1,,,,,
player,201809090den,den,HeueJe00,rec_yds,15,,,,,
player,201809090den,den,HeueJe00,rec_td,0,,,,,
player,201809090den,den,HeueJe00,rec_long,15,,,,,
player,201809090den,den,HeueJe00,fumbles,0,,,,,
player,201809090den,den,HeueJe00,fumbles_lost,0,,,,,
player,201809090den,den,PatrTi00,pass_cmp,0,,,,,
player,201809090den,den,PatrTi00,pass_att,0,,,,,
player,201809090den,den,PatrTi00,pass_yds,0,,,,,
player,201809090den,den,PatrTi00,pass_td,0,,,,,
player,201809090den,den,PatrTi00,pass_int,0,,,,,
player,201809090den,den,PatrTi00,pass_sacked,0,,,,,
player,201809090den,den,PatrTi00,pass_sacked_yds,0,,,,,
player,201809090den,den,PatrTi00,pass_long,0,,,,,
player,201809090den,den,PatrTi00,pass_rating,,,,,,
player,201809090den,den,PatrTi00,rush_att,0,,,,,
player,201809090den,den,PatrTi00,rush_yds,0,,,,,
player,201809090den,den,PatrTi00,rush_td,0,,,,,
player,201809090den,den,PatrTi00,rush_long,0,,,,,
player,201809090den,den,PatrTi00,targets,2,,,,,
player,201809090den,den,PatrTi00,rec,0,,,,,
player,201809090den,den,PatrTi00,rec_yds,0,,,,,
player,201809090den,den,PatrTi00,rec_td,0,,,,,
player,201809090den,den,PatrTi00,rec_long,0,,,,,
player,201809090den,den,PatrTi00,fumbles,0,,,,,
player,201809090den,den,PatrTi00,fumbles_lost,0,,,,,
player,201809090den,den,LaCoMa00,pass_cmp,0,,,,,
player,201809090den,den,LaCoMa00,pass_att,0,,,,,
player,201809090den,den,LaCoMa00,pass_yds,0,,,,,
player,201809090den,den,LaCoMa00,pass_td,0,,,,,
player,201809090den,den,LaCoMa00,pass_int,0,,,,,
player,201809090den,den,LaCoMa00,pass_sacked,0,,,,,
player,201809090den,den,LaCoMa00,pass_sacked_yds,0,,,,,
player,201809090den,den,LaCoMa00,pass_long,0,,,,,
player,201809090den,den,LaCoMa00,pass_rating,,,,,,
player,201809090den,den,LaCoMa00,rush_att,0,,,,,
player,201809090den,den,LaCoMa00,rush_yds,0,,,,,
player,201809090den,den,LaCoMa00,rush_td,0,,,,,
player,201809090den,den,LaCoMa00,rush_long,0,,,,,
player,201809090den,den,LaCoMa00,targets,1,,,,,
player,201809090den,den,LaCoMa00,rec,0,,,,,
player,201809090den,den,LaCoMa00,rec_yds,0,,,,,
player,201809090den,den,LaCoMa00,rec_td,0,,,,,
player,201809090den,den,LaCoMa00,rec_long,0,,,,,
player,201809090den,den,LaCoMa00,fumbles,0,,,,,
player,201809090den,den,LaCoMa00,fumbles_lost,0,,,,,
player,201809090den,sea,McDoBr01,def_int,2,,,,,
player,201809090den,sea,McDoBr01,def_int_yds,39,,,,,
player,201809090den,sea,McDoBr01,def_int_td,0,,,,,
player,201809090den,sea,McDoBr01,def_int_long,39,,,,,
player,201809090den,sea,McDoBr01,pass_defended,2,,,,,
player,201809090den,sea,McDoBr01,sacks,0.0,,,,,
player,201809090den,sea,McDoBr01,tackles_combined,4,,,,,
player,201809090den,sea,McDoBr01,tackles_solo,4,,,,,
player,201809090den,sea,McDoBr01,tackles_assists,0,,,,,
player,201809090den,sea,McDoBr01,tackles_loss,0,,,,,
player,201809090den,sea,McDoBr01,qb_hits,0,,,,,
player,201809090den,sea,McDoBr01,fumbles_rec,0,,,,,
player,201809090den,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201809090den,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201809090den,sea,McDoBr01,fumbles_forced,0,,,,,
player,201809090den,sea,ThomEa99,def_int,1,,,,,
player,201809090den,sea,ThomEa99,def_int_yds,25,,,,,
