game,2018,11,20181118,201811180nyg,tam,"Tampa Bay Buccaneers",35,nyg,"New York Giants",38
player,201811180nyg,tam,BarbPe01,pass_td,0,,,,,
player,201811180nyg,tam,BarbPe01,pass_int,0,,,,,
player,201811180nyg,tam,BarbPe01,pass_sacked,0,,,,,
player,201811180nyg,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,BarbPe01,pass_long,0,,,,,
player,201811180nyg,tam,BarbPe01,pass_rating,,,,,,
player,201811180nyg,tam,BarbPe01,rush_att,18,,,,,
player,201811180nyg,tam,BarbPe01,rush_yds,106,,,,,
player,201811180nyg,tam,BarbPe01,rush_td,1,,,,,
player,201811180nyg,tam,BarbPe01,rush_long,28,,,,,
player,201811180nyg,tam,BarbPe01,targets,2,,,,,
player,201811180nyg,tam,BarbPe01,rec,2,,,,,
player,201811180nyg,tam,BarbPe01,rec_yds,4,,,,,
player,201811180nyg,tam,BarbPe01,rec_td,0,,,,,
player,201811180nyg,tam,BarbPe01,rec_long,3,,,,,
player,201811180nyg,tam,BarbPe01,fumbles,0,,,,,
player,201811180nyg,tam,BarbPe01,fumbles_lost,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_cmp,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_att,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_yds,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_td,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_int,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_sacked,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_long,0,,,,,
player,201811180nyg,tam,RodgJa00,pass_rating,,,,,,
player,201811180nyg,tam,RodgJa00,rush_att,3,,,,,
player,201811180nyg,tam,RodgJa00,rush_yds,15,,,,,
player,201811180nyg,tam,RodgJa00,rush_td,0,,,,,
player,201811180nyg,tam,RodgJa00,rush_long,11,,,,,
player,201811180nyg,tam,RodgJa00,targets,3,,,,,
player,201811180nyg,tam,RodgJa00,rec,0,,,,,
player,201811180nyg,tam,RodgJa00,rec_yds,0,,,,,
player,201811180nyg,tam,RodgJa00,rec_td,0,,,,,
player,201811180nyg,tam,RodgJa00,rec_long,0,,,,,
player,201811180nyg,tam,RodgJa00,fumbles,0,,,,,
player,201811180nyg,tam,RodgJa00,fumbles_lost,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_cmp,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_att,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_yds,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_td,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_int,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_sacked,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_long,0,,,,,
player,201811180nyg,tam,EvanMi00,pass_rating,,,,,,
player,201811180nyg,tam,EvanMi00,rush_att,0,,,,,
player,201811180nyg,tam,EvanMi00,rush_yds,0,,,,,
player,201811180nyg,tam,EvanMi00,rush_td,0,,,,,
player,201811180nyg,tam,EvanMi00,rush_long,0,,,,,
player,201811180nyg,tam,EvanMi00,targets,7,,,,,
player,201811180nyg,tam,EvanMi00,rec,6,,,,,
player,201811180nyg,tam,EvanMi00,rec_yds,120,,,,,
player,201811180nyg,tam,EvanMi00,rec_td,1,,,,,
player,201811180nyg,tam,EvanMi00,rec_long,41,,,,,
player,201811180nyg,tam,EvanMi00,fumbles,0,,,,,
player,201811180nyg,tam,EvanMi00,fumbles_lost,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_cmp,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_att,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_yds,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_td,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_int,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_sacked,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_long,0,,,,,
player,201811180nyg,tam,HowaO.00,pass_rating,,,,,,
player,201811180nyg,tam,HowaO.00,rush_att,0,,,,,
player,201811180nyg,tam,HowaO.00,rush_yds,0,,,,,
player,201811180nyg,tam,HowaO.00,rush_td,0,,,,,
player,201811180nyg,tam,HowaO.00,rush_long,0,,,,,
player,201811180nyg,tam,HowaO.00,targets,6,,,,,
player,201811180nyg,tam,HowaO.00,rec,5,,,,,
player,201811180nyg,tam,HowaO.00,rec_yds,78,,,,,
player,201811180nyg,tam,HowaO.00,rec_td,0,,,,,
player,201811180nyg,tam,HowaO.00,rec_long,24,,,,,
player,201811180nyg,tam,HowaO.00,fumbles,0,,,,,
player,201811180nyg,tam,HowaO.00,fumbles_lost,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_cmp,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_att,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_yds,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_td,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_int,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_sacked,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_long,0,,,,,
player,201811180nyg,tam,HumpAd00,pass_rating,,,,,,
player,201811180nyg,tam,HumpAd00,rush_att,0,,,,,
player,201811180nyg,tam,HumpAd00,rush_yds,0,,,,,
player,201811180nyg,tam,HumpAd00,rush_td,0,,,,,
player,201811180nyg,tam,HumpAd00,rush_long,0,,,,,
player,201811180nyg,tam,HumpAd00,targets,5,,,,,
player,201811180nyg,tam,HumpAd00,rec,3,,,,,
player,201811180nyg,tam,HumpAd00,rec_yds,60,,,,,
player,201811180nyg,tam,HumpAd00,rec_td,1,,,,,
player,201811180nyg,tam,HumpAd00,rec_long,39,,,,,
player,201811180nyg,tam,HumpAd00,fumbles,0,,,,,
player,201811180nyg,tam,HumpAd00,fumbles_lost,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_cmp,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_att,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_yds,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_td,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_int,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_sacked,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_long,0,,,,,
player,201811180nyg,tam,GodwCh00,pass_rating,,,,,,
player,201811180nyg,tam,GodwCh00,rush_att,0,,,,,
player,201811180nyg,tam,GodwCh00,rush_yds,0,,,,,
player,201811180nyg,tam,GodwCh00,rush_td,0,,,,,
player,201811180nyg,tam,GodwCh00,rush_long,0,,,,,
player,201811180nyg,tam,GodwCh00,targets,3,,,,,
player,201811180nyg,tam,GodwCh00,rec,3,,,,,
player,201811180nyg,tam,GodwCh00,rec_yds,50,,,,,
player,201811180nyg,tam,GodwCh00,rec_td,0,,,,,
player,201811180nyg,tam,GodwCh00,rec_long,19,,,,,
player,201811180nyg,tam,GodwCh00,fumbles,0,,,,,
player,201811180nyg,tam,GodwCh00,fumbles_lost,0,,,,,
player,201811180nyg,tam,JackDe00,pass_cmp,0,,,,,
player,201811180nyg,tam,JackDe00,pass_att,0,,,,,
player,201811180nyg,tam,JackDe00,pass_yds,0,,,,,
player,201811180nyg,tam,JackDe00,pass_td,0,,,,,
player,201811180nyg,tam,JackDe00,pass_int,0,,,,,
player,201811180nyg,tam,JackDe00,pass_sacked,0,,,,,
player,201811180nyg,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,JackDe00,pass_long,0,,,,,
player,201811180nyg,tam,JackDe00,pass_rating,,,,,,
player,201811180nyg,tam,JackDe00,rush_att,0,,,,,
player,201811180nyg,tam,JackDe00,rush_yds,0,,,,,
player,201811180nyg,tam,JackDe00,rush_td,0,,,,,
player,201811180nyg,tam,JackDe00,rush_long,0,,,,,
player,201811180nyg,tam,JackDe00,targets,7,,,,,
player,201811180nyg,tam,JackDe00,rec,4,,,,,
player,201811180nyg,tam,JackDe00,rec_yds,38,,,,,
player,201811180nyg,tam,JackDe00,rec_td,0,,,,,
player,201811180nyg,tam,JackDe00,rec_long,20,,,,,
player,201811180nyg,tam,JackDe00,fumbles,0,,,,,
player,201811180nyg,tam,JackDe00,fumbles_lost,0,,,,,
player,201811180nyg,tam,BratCa00,pass_cmp,0,,,,,
player,201811180nyg,tam,BratCa00,pass_att,0,,,,,
player,201811180nyg,tam,BratCa00,pass_yds,0,,,,,
player,201811180nyg,tam,BratCa00,pass_td,0,,,,,
player,201811180nyg,tam,BratCa00,pass_int,0,,,,,
player,201811180nyg,tam,BratCa00,pass_sacked,0,,,,,
player,201811180nyg,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201811180nyg,tam,BratCa00,pass_long,0,,,,,
player,201811180nyg,tam,BratCa00,pass_rating,,,,,,
player,201811180nyg,tam,BratCa00,rush_att,0,,,,,
player,201811180nyg,tam,BratCa00,rush_yds,0,,,,,
player,201811180nyg,tam,BratCa00,rush_td,0,,,,,
player,201811180nyg,tam,BratCa00,rush_long,0,,,,,
player,201811180nyg,tam,BratCa00,targets,3,,,,,
player,201811180nyg,tam,BratCa00,rec,2,,,,,
player,201811180nyg,tam,BratCa00,rec_yds,16,,,,,
player,201811180nyg,tam,BratCa00,rec_td,0,,,,,
player,201811180nyg,tam,BratCa00,rec_long,10,,,,,
player,201811180nyg,tam,BratCa00,fumbles,0,,,,,
player,201811180nyg,tam,BratCa00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,MannEl00,pass_cmp,17,,,,,
player,201811180nyg,nyg,MannEl00,pass_att,18,,,,,
player,201811180nyg,nyg,MannEl00,pass_yds,231,,,,,
player,201811180nyg,nyg,MannEl00,pass_td,2,,,,,
player,201811180nyg,nyg,MannEl00,pass_int,0,,,,,
player,201811180nyg,nyg,MannEl00,pass_sacked,4,,,,,
player,201811180nyg,nyg,MannEl00,pass_sacked_yds,35,,,,,
player,201811180nyg,nyg,MannEl00,pass_long,54,,,,,
player,201811180nyg,nyg,MannEl00,pass_rating,155.8,,,,,
player,201811180nyg,nyg,MannEl00,rush_att,1,,,,,
player,201811180nyg,nyg,MannEl00,rush_yds,-1,,,,,
player,201811180nyg,nyg,MannEl00,rush_td,0,,,,,
player,201811180nyg,nyg,MannEl00,rush_long,-1,,,,,
player,201811180nyg,nyg,MannEl00,targets,0,,,,,
player,201811180nyg,nyg,MannEl00,rec,0,,,,,
player,201811180nyg,nyg,MannEl00,rec_yds,0,,,,,
player,201811180nyg,nyg,MannEl00,rec_td,0,,,,,
player,201811180nyg,nyg,MannEl00,rec_long,0,,,,,
player,201811180nyg,nyg,MannEl00,fumbles,1,,,,,
player,201811180nyg,nyg,MannEl00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_cmp,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_att,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_yds,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_td,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_int,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_sacked,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_long,0,,,,,
player,201811180nyg,nyg,BarkSa00,pass_rating,,,,,,
player,201811180nyg,nyg,BarkSa00,rush_att,27,,,,,
player,201811180nyg,nyg,BarkSa00,rush_yds,142,,,,,
player,201811180nyg,nyg,BarkSa00,rush_td,2,,,,,
player,201811180nyg,nyg,BarkSa00,rush_long,23,,,,,
player,201811180nyg,nyg,BarkSa00,targets,3,,,,,
player,201811180nyg,nyg,BarkSa00,rec,2,,,,,
player,201811180nyg,nyg,BarkSa00,rec_yds,10,,,,,
player,201811180nyg,nyg,BarkSa00,rec_td,1,,,,,
player,201811180nyg,nyg,BarkSa00,rec_long,6,,,,,
player,201811180nyg,nyg,BarkSa00,fumbles,0,,,,,
player,201811180nyg,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_cmp,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_att,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_yds,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_td,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_int,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_sacked,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_long,0,,,,,
player,201811180nyg,nyg,BeckOd00,pass_rating,,,,,,
player,201811180nyg,nyg,BeckOd00,rush_att,1,,,,,
player,201811180nyg,nyg,BeckOd00,rush_yds,11,,,,,
player,201811180nyg,nyg,BeckOd00,rush_td,0,,,,,
player,201811180nyg,nyg,BeckOd00,rush_long,11,,,,,
player,201811180nyg,nyg,BeckOd00,targets,4,,,,,
player,201811180nyg,nyg,BeckOd00,rec,4,,,,,
player,201811180nyg,nyg,BeckOd00,rec_yds,74,,,,,
player,201811180nyg,nyg,BeckOd00,rec_td,1,,,,,
player,201811180nyg,nyg,BeckOd00,rec_long,41,,,,,
player,201811180nyg,nyg,BeckOd00,fumbles,0,,,,,
player,201811180nyg,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_cmp,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_att,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_yds,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_td,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_int,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_sacked,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_long,0,,,,,
player,201811180nyg,nyg,GallWa00,pass_rating,,,,,,
player,201811180nyg,nyg,GallWa00,rush_att,2,,,,,
player,201811180nyg,nyg,GallWa00,rush_yds,11,,,,,
player,201811180nyg,nyg,GallWa00,rush_td,0,,,,,
player,201811180nyg,nyg,GallWa00,rush_long,6,,,,,
player,201811180nyg,nyg,GallWa00,targets,2,,,,,
player,201811180nyg,nyg,GallWa00,rec,2,,,,,
player,201811180nyg,nyg,GallWa00,rec_yds,24,,,,,
player,201811180nyg,nyg,GallWa00,rec_td,0,,,,,
player,201811180nyg,nyg,GallWa00,rec_long,21,,,,,
player,201811180nyg,nyg,GallWa00,fumbles,1,,,,,
player,201811180nyg,nyg,GallWa00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_cmp,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_att,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_yds,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_td,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_int,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_sacked,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_long,0,,,,,
player,201811180nyg,nyg,EngrEv00,pass_rating,,,,,,
player,201811180nyg,nyg,EngrEv00,rush_att,0,,,,,
player,201811180nyg,nyg,EngrEv00,rush_yds,0,,,,,
player,201811180nyg,nyg,EngrEv00,rush_td,0,,,,,
player,201811180nyg,nyg,EngrEv00,rush_long,0,,,,,
player,201811180nyg,nyg,EngrEv00,targets,2,,,,,
player,201811180nyg,nyg,EngrEv00,rec,2,,,,,
player,201811180nyg,nyg,EngrEv00,rec_yds,66,,,,,
player,201811180nyg,nyg,EngrEv00,rec_td,0,,,,,
player,201811180nyg,nyg,EngrEv00,rec_long,54,,,,,
player,201811180nyg,nyg,EngrEv00,fumbles,0,,,,,
player,201811180nyg,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_cmp,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_att,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_yds,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_td,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_int,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_sacked,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_long,0,,,,,
player,201811180nyg,nyg,ShepSt00,pass_rating,,,,,,
player,201811180nyg,nyg,ShepSt00,rush_att,0,,,,,
player,201811180nyg,nyg,ShepSt00,rush_yds,0,,,,,
player,201811180nyg,nyg,ShepSt00,rush_td,0,,,,,
player,201811180nyg,nyg,ShepSt00,rush_long,0,,,,,
player,201811180nyg,nyg,ShepSt00,targets,2,,,,,
player,201811180nyg,nyg,ShepSt00,rec,2,,,,,
player,201811180nyg,nyg,ShepSt00,rec_yds,22,,,,,
player,201811180nyg,nyg,ShepSt00,rec_td,0,,,,,
player,201811180nyg,nyg,ShepSt00,rec_long,18,,,,,
player,201811180nyg,nyg,ShepSt00,fumbles,0,,,,,
player,201811180nyg,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_cmp,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_att,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_yds,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_td,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_int,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_sacked,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_long,0,,,,,
player,201811180nyg,nyg,ElliRh00,pass_rating,,,,,,
player,201811180nyg,nyg,ElliRh00,rush_att,0,,,,,
player,201811180nyg,nyg,ElliRh00,rush_yds,0,,,,,
player,201811180nyg,nyg,ElliRh00,rush_td,0,,,,,
player,201811180nyg,nyg,ElliRh00,rush_long,0,,,,,
player,201811180nyg,nyg,ElliRh00,targets,1,,,,,
player,201811180nyg,nyg,ElliRh00,rec,1,,,,,
player,201811180nyg,nyg,ElliRh00,rec_yds,12,,,,,
player,201811180nyg,nyg,ElliRh00,rec_td,0,,,,,
player,201811180nyg,nyg,ElliRh00,rec_long,12,,,,,
player,201811180nyg,nyg,ElliRh00,fumbles,0,,,,,
player,201811180nyg,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_cmp,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_att,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_yds,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_td,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_int,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_sacked,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_long,0,,,,,
player,201811180nyg,nyg,FowlBe00,pass_rating,,,,,,
player,201811180nyg,nyg,FowlBe00,rush_att,0,,,,,
player,201811180nyg,nyg,FowlBe00,rush_yds,0,,,,,
player,201811180nyg,nyg,FowlBe00,rush_td,0,,,,,
player,201811180nyg,nyg,FowlBe00,rush_long,0,,,,,
player,201811180nyg,nyg,FowlBe00,targets,1,,,,,
player,201811180nyg,nyg,FowlBe00,rec,1,,,,,
player,201811180nyg,nyg,FowlBe00,rec_yds,10,,,,,
player,201811180nyg,nyg,FowlBe00,rec_td,0,,,,,
player,201811180nyg,nyg,FowlBe00,rec_long,10,,,,,
player,201811180nyg,nyg,FowlBe00,fumbles,0,,,,,
player,201811180nyg,nyg,FowlBe00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_cmp,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_att,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_yds,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_td,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_int,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_sacked,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_long,0,,,,,
player,201811180nyg,nyg,ColeCo00,pass_rating,,,,,,
player,201811180nyg,nyg,ColeCo00,rush_att,0,,,,,
player,201811180nyg,nyg,ColeCo00,rush_yds,0,,,,,
player,201811180nyg,nyg,ColeCo00,rush_td,0,,,,,
player,201811180nyg,nyg,ColeCo00,rush_long,0,,,,,
player,201811180nyg,nyg,ColeCo00,targets,1,,,,,
player,201811180nyg,nyg,ColeCo00,rec,1,,,,,
player,201811180nyg,nyg,ColeCo00,rec_yds,9,,,,,
player,201811180nyg,nyg,ColeCo00,rec_td,0,,,,,
player,201811180nyg,nyg,ColeCo00,rec_long,9,,,,,
player,201811180nyg,nyg,ColeCo00,fumbles,0,,,,,
player,201811180nyg,nyg,ColeCo00,fumbles_lost,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_cmp,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_att,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_yds,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_td,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_int,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_sacked,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_sacked_yds,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_long,0,,,,,
player,201811180nyg,nyg,PennEl00,pass_rating,,,,,,
player,201811180nyg,nyg,PennEl00,rush_att,0,,,,,
player,201811180nyg,nyg,PennEl00,rush_yds,0,,,,,
player,201811180nyg,nyg,PennEl00,rush_td,0,,,,,
player,201811180nyg,nyg,PennEl00,rush_long,0,,,,,
player,201811180nyg,nyg,PennEl00,targets,2,,,,,
player,201811180nyg,nyg,PennEl00,rec,2,,,,,
player,201811180nyg,nyg,PennEl00,rec_yds,4,,,,,
player,201811180nyg,nyg,PennEl00,rec_td,0,,,,,
player,201811180nyg,nyg,PennEl00,rec_long,3,,,,,
player,201811180nyg,nyg,PennEl00,fumbles,0,,,,,
player,201811180nyg,nyg,PennEl00,fumbles_lost,0,,,,,
player,201811180nyg,tam,McCoGe99,def_int,0,,,,,
player,201811180nyg,tam,McCoGe99,def_int_yds,0,,,,,
player,201811180nyg,tam,McCoGe99,def_int_td,0,,,,,
player,201811180nyg,tam,McCoGe99,def_int_long,0,,,,,
player,201811180nyg,tam,McCoGe99,pass_defended,0,,,,,
player,201811180nyg,tam,McCoGe99,sacks,2.0,,,,,
player,201811180nyg,tam,McCoGe99,tackles_combined,4,,,,,
player,201811180nyg,tam,McCoGe99,tackles_solo,4,,,,,
player,201811180nyg,tam,McCoGe99,tackles_assists,0,,,,,
player,201811180nyg,tam,McCoGe99,tackles_loss,2,,,,,
player,201811180nyg,tam,McCoGe99,qb_hits,2,,,,,
player,201811180nyg,tam,McCoGe99,fumbles_rec,0,,,,,
