game,2018,4,20180927,201809270ram,min,"Minnesota Vikings",31,ram,"Los Angeles Rams",38
player,201809270ram,min,IlokGe00,offense,0,,,,,
player,201809270ram,min,IlokGe00,off_pct,0%,,,,,
player,201809270ram,min,IlokGe00,defense,0,,,,,
player,201809270ram,min,IlokGe00,def_pct,0%,,,,,
player,201809270ram,min,IlokGe00,special_teams,16,,,,,
player,201809270ram,min,IlokGe00,st_pct,48%,,,,,
player,201809270ram,min,DownDe00,pos,LB,,,,,
player,201809270ram,min,DownDe00,offense,0,,,,,
player,201809270ram,min,DownDe00,off_pct,0%,,,,,
player,201809270ram,min,DownDe00,defense,0,,,,,
player,201809270ram,min,DownDe00,def_pct,0%,,,,,
player,201809270ram,min,DownDe00,special_teams,15,,,,,
player,201809270ram,min,DownDe00,st_pct,45%,,,,,
player,201809270ram,min,BailDa00,pos,K,,,,,
player,201809270ram,min,BailDa00,offense,0,,,,,
player,201809270ram,min,BailDa00,off_pct,0%,,,,,
player,201809270ram,min,BailDa00,defense,0,,,,,
player,201809270ram,min,BailDa00,def_pct,0%,,,,,
player,201809270ram,min,BailDa00,special_teams,12,,,,,
player,201809270ram,min,BailDa00,st_pct,36%,,,,,
player,201809270ram,min,WileMa01,pos,P,,,,,
player,201809270ram,min,WileMa01,offense,0,,,,,
player,201809270ram,min,WileMa01,off_pct,0%,,,,,
player,201809270ram,min,WileMa01,defense,0,,,,,
player,201809270ram,min,WileMa01,def_pct,0%,,,,,
player,201809270ram,min,WileMa01,special_teams,9,,,,,
player,201809270ram,min,WileMa01,st_pct,27%,,,,,
player,201809270ram,min,McDeKe00,pos,LS,,,,,
player,201809270ram,min,McDeKe00,offense,0,,,,,
player,201809270ram,min,McDeKe00,off_pct,0%,,,,,
player,201809270ram,min,McDeKe00,defense,0,,,,,
player,201809270ram,min,McDeKe00,def_pct,0%,,,,,
player,201809270ram,min,McDeKe00,special_teams,7,,,,,
player,201809270ram,min,McDeKe00,st_pct,21%,,,,,
player,201809270ram,min,ONeiBr00,pos,T,,,,,
player,201809270ram,min,ONeiBr00,offense,0,,,,,
player,201809270ram,min,ONeiBr00,off_pct,0%,,,,,
player,201809270ram,min,ONeiBr00,defense,0,,,,,
player,201809270ram,min,ONeiBr00,def_pct,0%,,,,,
player,201809270ram,min,ONeiBr00,special_teams,5,,,,,
player,201809270ram,min,ONeiBr00,st_pct,15%,,,,,
player,201809270ram,min,IsidDa00,pos,G,,,,,
player,201809270ram,min,IsidDa00,offense,0,,,,,
player,201809270ram,min,IsidDa00,off_pct,0%,,,,,
player,201809270ram,min,IsidDa00,defense,0,,,,,
player,201809270ram,min,IsidDa00,def_pct,0%,,,,,
player,201809270ram,min,IsidDa00,special_teams,5,,,,,
player,201809270ram,min,IsidDa00,st_pct,15%,,,,,
player,201809270ram,min,JoneBr04,pos,C,,,,,
player,201809270ram,min,JoneBr04,offense,0,,,,,
player,201809270ram,min,JoneBr04,off_pct,0%,,,,,
player,201809270ram,min,JoneBr04,defense,0,,,,,
player,201809270ram,min,JoneBr04,def_pct,0%,,,,,
player,201809270ram,min,JoneBr04,special_teams,5,,,,,
player,201809270ram,min,JoneBr04,st_pct,15%,,,,,
