game,2018,13,20181129,201811290dal,nor,"New Orleans Saints",10,dal,"Dallas Cowboys",13
player,201811290dal,dal,SmitRo06,pass_int,0,,,,,
player,201811290dal,dal,SmitRo06,pass_sacked,0,,,,,
player,201811290dal,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201811290dal,dal,SmitRo06,pass_long,0,,,,,
player,201811290dal,dal,SmitRo06,pass_rating,,,,,,
player,201811290dal,dal,SmitRo06,rush_att,3,,,,,
player,201811290dal,dal,SmitRo06,rush_yds,2,,,,,
player,201811290dal,dal,SmitRo06,rush_td,0,,,,,
player,201811290dal,dal,SmitRo06,rush_long,2,,,,,
player,201811290dal,dal,SmitRo06,targets,0,,,,,
player,201811290dal,dal,SmitRo06,rec,0,,,,,
player,201811290dal,dal,SmitRo06,rec_yds,0,,,,,
player,201811290dal,dal,SmitRo06,rec_td,0,,,,,
player,201811290dal,dal,SmitRo06,rec_long,0,,,,,
player,201811290dal,dal,SmitRo06,fumbles,0,,,,,
player,201811290dal,dal,SmitRo06,fumbles_lost,0,,,,,
player,201811290dal,dal,GallMi00,pass_cmp,0,,,,,
player,201811290dal,dal,GallMi00,pass_att,0,,,,,
player,201811290dal,dal,GallMi00,pass_yds,0,,,,,
player,201811290dal,dal,GallMi00,pass_td,0,,,,,
player,201811290dal,dal,GallMi00,pass_int,0,,,,,
player,201811290dal,dal,GallMi00,pass_sacked,0,,,,,
player,201811290dal,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,GallMi00,pass_long,0,,,,,
player,201811290dal,dal,GallMi00,pass_rating,,,,,,
player,201811290dal,dal,GallMi00,rush_att,0,,,,,
player,201811290dal,dal,GallMi00,rush_yds,0,,,,,
player,201811290dal,dal,GallMi00,rush_td,0,,,,,
player,201811290dal,dal,GallMi00,rush_long,0,,,,,
player,201811290dal,dal,GallMi00,targets,7,,,,,
player,201811290dal,dal,GallMi00,rec,5,,,,,
player,201811290dal,dal,GallMi00,rec_yds,76,,,,,
player,201811290dal,dal,GallMi00,rec_td,0,,,,,
player,201811290dal,dal,GallMi00,rec_long,40,,,,,
player,201811290dal,dal,GallMi00,fumbles,0,,,,,
player,201811290dal,dal,GallMi00,fumbles_lost,0,,,,,
player,201811290dal,dal,CoopAm00,pass_cmp,0,,,,,
player,201811290dal,dal,CoopAm00,pass_att,0,,,,,
player,201811290dal,dal,CoopAm00,pass_yds,0,,,,,
player,201811290dal,dal,CoopAm00,pass_td,0,,,,,
player,201811290dal,dal,CoopAm00,pass_int,0,,,,,
player,201811290dal,dal,CoopAm00,pass_sacked,0,,,,,
player,201811290dal,dal,CoopAm00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,CoopAm00,pass_long,0,,,,,
player,201811290dal,dal,CoopAm00,pass_rating,,,,,,
player,201811290dal,dal,CoopAm00,rush_att,0,,,,,
player,201811290dal,dal,CoopAm00,rush_yds,0,,,,,
player,201811290dal,dal,CoopAm00,rush_td,0,,,,,
player,201811290dal,dal,CoopAm00,rush_long,0,,,,,
player,201811290dal,dal,CoopAm00,targets,8,,,,,
player,201811290dal,dal,CoopAm00,rec,8,,,,,
player,201811290dal,dal,CoopAm00,rec_yds,76,,,,,
player,201811290dal,dal,CoopAm00,rec_td,0,,,,,
player,201811290dal,dal,CoopAm00,rec_long,19,,,,,
player,201811290dal,dal,CoopAm00,fumbles,1,,,,,
player,201811290dal,dal,CoopAm00,fumbles_lost,1,,,,,
player,201811290dal,dal,JarwBl00,pass_cmp,0,,,,,
player,201811290dal,dal,JarwBl00,pass_att,0,,,,,
player,201811290dal,dal,JarwBl00,pass_yds,0,,,,,
player,201811290dal,dal,JarwBl00,pass_td,0,,,,,
player,201811290dal,dal,JarwBl00,pass_int,0,,,,,
player,201811290dal,dal,JarwBl00,pass_sacked,0,,,,,
player,201811290dal,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,JarwBl00,pass_long,0,,,,,
player,201811290dal,dal,JarwBl00,pass_rating,,,,,,
player,201811290dal,dal,JarwBl00,rush_att,0,,,,,
player,201811290dal,dal,JarwBl00,rush_yds,0,,,,,
player,201811290dal,dal,JarwBl00,rush_td,0,,,,,
player,201811290dal,dal,JarwBl00,rush_long,0,,,,,
player,201811290dal,dal,JarwBl00,targets,1,,,,,
player,201811290dal,dal,JarwBl00,rec,1,,,,,
player,201811290dal,dal,JarwBl00,rec_yds,12,,,,,
player,201811290dal,dal,JarwBl00,rec_td,0,,,,,
player,201811290dal,dal,JarwBl00,rec_long,12,,,,,
player,201811290dal,dal,JarwBl00,fumbles,0,,,,,
player,201811290dal,dal,JarwBl00,fumbles_lost,0,,,,,
player,201811290dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201811290dal,dal,BeasCo00,pass_att,0,,,,,
player,201811290dal,dal,BeasCo00,pass_yds,0,,,,,
player,201811290dal,dal,BeasCo00,pass_td,0,,,,,
player,201811290dal,dal,BeasCo00,pass_int,0,,,,,
player,201811290dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201811290dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,BeasCo00,pass_long,0,,,,,
player,201811290dal,dal,BeasCo00,pass_rating,,,,,,
player,201811290dal,dal,BeasCo00,rush_att,0,,,,,
player,201811290dal,dal,BeasCo00,rush_yds,0,,,,,
player,201811290dal,dal,BeasCo00,rush_td,0,,,,,
player,201811290dal,dal,BeasCo00,rush_long,0,,,,,
player,201811290dal,dal,BeasCo00,targets,3,,,,,
player,201811290dal,dal,BeasCo00,rec,2,,,,,
player,201811290dal,dal,BeasCo00,rec_yds,9,,,,,
player,201811290dal,dal,BeasCo00,rec_td,0,,,,,
player,201811290dal,dal,BeasCo00,rec_long,5,,,,,
player,201811290dal,dal,BeasCo00,fumbles,0,,,,,
player,201811290dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201811290dal,dal,BrowNo00,pass_cmp,0,,,,,
player,201811290dal,dal,BrowNo00,pass_att,0,,,,,
player,201811290dal,dal,BrowNo00,pass_yds,0,,,,,
player,201811290dal,dal,BrowNo00,pass_td,0,,,,,
player,201811290dal,dal,BrowNo00,pass_int,0,,,,,
player,201811290dal,dal,BrowNo00,pass_sacked,0,,,,,
player,201811290dal,dal,BrowNo00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,BrowNo00,pass_long,0,,,,,
player,201811290dal,dal,BrowNo00,pass_rating,,,,,,
player,201811290dal,dal,BrowNo00,rush_att,0,,,,,
player,201811290dal,dal,BrowNo00,rush_yds,0,,,,,
player,201811290dal,dal,BrowNo00,rush_td,0,,,,,
player,201811290dal,dal,BrowNo00,rush_long,0,,,,,
player,201811290dal,dal,BrowNo00,targets,1,,,,,
player,201811290dal,dal,BrowNo00,rec,1,,,,,
player,201811290dal,dal,BrowNo00,rec_yds,9,,,,,
player,201811290dal,dal,BrowNo00,rec_td,0,,,,,
player,201811290dal,dal,BrowNo00,rec_long,9,,,,,
player,201811290dal,dal,BrowNo00,fumbles,0,,,,,
player,201811290dal,dal,BrowNo00,fumbles_lost,0,,,,,
player,201811290dal,dal,SchuDa00,pass_cmp,0,,,,,
player,201811290dal,dal,SchuDa00,pass_att,0,,,,,
player,201811290dal,dal,SchuDa00,pass_yds,0,,,,,
player,201811290dal,dal,SchuDa00,pass_td,0,,,,,
player,201811290dal,dal,SchuDa00,pass_int,0,,,,,
player,201811290dal,dal,SchuDa00,pass_sacked,0,,,,,
player,201811290dal,dal,SchuDa00,pass_sacked_yds,0,,,,,
player,201811290dal,dal,SchuDa00,pass_long,0,,,,,
player,201811290dal,dal,SchuDa00,pass_rating,,,,,,
player,201811290dal,dal,SchuDa00,rush_att,0,,,,,
player,201811290dal,dal,SchuDa00,rush_yds,0,,,,,
player,201811290dal,dal,SchuDa00,rush_td,0,,,,,
player,201811290dal,dal,SchuDa00,rush_long,0,,,,,
player,201811290dal,dal,SchuDa00,targets,2,,,,,
player,201811290dal,dal,SchuDa00,rec,1,,,,,
player,201811290dal,dal,SchuDa00,rec_yds,7,,,,,
player,201811290dal,dal,SchuDa00,rec_td,0,,,,,
player,201811290dal,dal,SchuDa00,rec_long,7,,,,,
player,201811290dal,dal,SchuDa00,fumbles,0,,,,,
player,201811290dal,dal,SchuDa00,fumbles_lost,0,,,,,
player,201811290dal,nor,OnyeDa00,def_int,0,,,,,
player,201811290dal,nor,OnyeDa00,def_int_yds,0,,,,,
player,201811290dal,nor,OnyeDa00,def_int_td,0,,,,,
player,201811290dal,nor,OnyeDa00,def_int_long,0,,,,,
player,201811290dal,nor,OnyeDa00,pass_defended,0,,,,,
player,201811290dal,nor,OnyeDa00,sacks,3.0,,,,,
player,201811290dal,nor,OnyeDa00,tackles_combined,7,,,,,
player,201811290dal,nor,OnyeDa00,tackles_solo,4,,,,,
player,201811290dal,nor,OnyeDa00,tackles_assists,3,,,,,
player,201811290dal,nor,OnyeDa00,tackles_loss,2,,,,,
player,201811290dal,nor,OnyeDa00,qb_hits,2,,,,,
player,201811290dal,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201811290dal,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,OnyeDa00,fumbles_forced,1,,,,,
player,201811290dal,nor,JordCa00,def_int,0,,,,,
player,201811290dal,nor,JordCa00,def_int_yds,0,,,,,
player,201811290dal,nor,JordCa00,def_int_td,0,,,,,
player,201811290dal,nor,JordCa00,def_int_long,0,,,,,
player,201811290dal,nor,JordCa00,pass_defended,0,,,,,
player,201811290dal,nor,JordCa00,sacks,2.0,,,,,
player,201811290dal,nor,JordCa00,tackles_combined,7,,,,,
player,201811290dal,nor,JordCa00,tackles_solo,3,,,,,
player,201811290dal,nor,JordCa00,tackles_assists,4,,,,,
player,201811290dal,nor,JordCa00,tackles_loss,2,,,,,
player,201811290dal,nor,JordCa00,qb_hits,2,,,,,
player,201811290dal,nor,JordCa00,fumbles_rec,1,,,,,
player,201811290dal,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,JordCa00,fumbles_forced,1,,,,,
player,201811290dal,nor,KleiAJ00,def_int,0,,,,,
player,201811290dal,nor,KleiAJ00,def_int_yds,0,,,,,
player,201811290dal,nor,KleiAJ00,def_int_td,0,,,,,
player,201811290dal,nor,KleiAJ00,def_int_long,0,,,,,
player,201811290dal,nor,KleiAJ00,pass_defended,0,,,,,
player,201811290dal,nor,KleiAJ00,sacks,1.0,,,,,
player,201811290dal,nor,KleiAJ00,tackles_combined,5,,,,,
player,201811290dal,nor,KleiAJ00,tackles_solo,2,,,,,
player,201811290dal,nor,KleiAJ00,tackles_assists,3,,,,,
player,201811290dal,nor,KleiAJ00,tackles_loss,1,,,,,
player,201811290dal,nor,KleiAJ00,qb_hits,1,,,,,
player,201811290dal,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201811290dal,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201811290dal,nor,StalTa00,def_int,0,,,,,
player,201811290dal,nor,StalTa00,def_int_yds,0,,,,,
player,201811290dal,nor,StalTa00,def_int_td,0,,,,,
player,201811290dal,nor,StalTa00,def_int_long,0,,,,,
player,201811290dal,nor,StalTa00,pass_defended,0,,,,,
player,201811290dal,nor,StalTa00,sacks,1.0,,,,,
player,201811290dal,nor,StalTa00,tackles_combined,1,,,,,
player,201811290dal,nor,StalTa00,tackles_solo,1,,,,,
player,201811290dal,nor,StalTa00,tackles_assists,0,,,,,
player,201811290dal,nor,StalTa00,tackles_loss,0,,,,,
player,201811290dal,nor,StalTa00,qb_hits,1,,,,,
player,201811290dal,nor,StalTa00,fumbles_rec,0,,,,,
player,201811290dal,nor,StalTa00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,StalTa00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,StalTa00,fumbles_forced,0,,,,,
player,201811290dal,nor,DaviDe00,def_int,0,,,,,
player,201811290dal,nor,DaviDe00,def_int_yds,0,,,,,
player,201811290dal,nor,DaviDe00,def_int_td,0,,,,,
player,201811290dal,nor,DaviDe00,def_int_long,0,,,,,
player,201811290dal,nor,DaviDe00,pass_defended,0,,,,,
player,201811290dal,nor,DaviDe00,sacks,0.0,,,,,
player,201811290dal,nor,DaviDe00,tackles_combined,11,,,,,
player,201811290dal,nor,DaviDe00,tackles_solo,5,,,,,
player,201811290dal,nor,DaviDe00,tackles_assists,6,,,,,
player,201811290dal,nor,DaviDe00,tackles_loss,0,,,,,
player,201811290dal,nor,DaviDe00,qb_hits,0,,,,,
player,201811290dal,nor,DaviDe00,fumbles_rec,0,,,,,
player,201811290dal,nor,DaviDe00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,DaviDe00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,DaviDe00,fumbles_forced,0,,,,,
player,201811290dal,nor,LattMa01,def_int,0,,,,,
player,201811290dal,nor,LattMa01,def_int_yds,0,,,,,
player,201811290dal,nor,LattMa01,def_int_td,0,,,,,
player,201811290dal,nor,LattMa01,def_int_long,0,,,,,
player,201811290dal,nor,LattMa01,pass_defended,0,,,,,
player,201811290dal,nor,LattMa01,sacks,0.0,,,,,
player,201811290dal,nor,LattMa01,tackles_combined,10,,,,,
player,201811290dal,nor,LattMa01,tackles_solo,9,,,,,
player,201811290dal,nor,LattMa01,tackles_assists,1,,,,,
player,201811290dal,nor,LattMa01,tackles_loss,0,,,,,
player,201811290dal,nor,LattMa01,qb_hits,0,,,,,
player,201811290dal,nor,LattMa01,fumbles_rec,1,,,,,
player,201811290dal,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201811290dal,nor,LattMa01,fumbles_forced,1,,,,,
player,201811290dal,nor,ApplEl00,def_int,0,,,,,
player,201811290dal,nor,ApplEl00,def_int_yds,0,,,,,
player,201811290dal,nor,ApplEl00,def_int_td,0,,,,,
player,201811290dal,nor,ApplEl00,def_int_long,0,,,,,
player,201811290dal,nor,ApplEl00,pass_defended,0,,,,,
player,201811290dal,nor,ApplEl00,sacks,0.0,,,,,
player,201811290dal,nor,ApplEl00,tackles_combined,6,,,,,
player,201811290dal,nor,ApplEl00,tackles_solo,3,,,,,
player,201811290dal,nor,ApplEl00,tackles_assists,3,,,,,
player,201811290dal,nor,ApplEl00,tackles_loss,0,,,,,
player,201811290dal,nor,ApplEl00,qb_hits,0,,,,,
player,201811290dal,nor,ApplEl00,fumbles_rec,0,,,,,
player,201811290dal,nor,ApplEl00,fumbles_rec_yds,0,,,,,
player,201811290dal,nor,ApplEl00,fumbles_rec_td,0,,,,,
player,201811290dal,nor,ApplEl00,fumbles_forced,0,,,,,
player,201811290dal,nor,BellVo00,def_int,0,,,,,
player,201811290dal,nor,BellVo00,def_int_yds,0,,,,,
