game,2018,7,20181021,201810210sdg,oti,"Tennessee Titans",19,sdg,"Los Angeles Chargers",20
player,201810210sdg,sdg,AlleKe00,rec_yac_per_rec,5.0,,,,,
player,201810210sdg,sdg,AlleKe00,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,AlleKe00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,AlleKe00,rec_drops,0,,,,,
player,201810210sdg,sdg,AlleKe00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,WillTy00,targets,4,,,,,
player,201810210sdg,sdg,WillTy00,rec,4,,,,,
player,201810210sdg,sdg,WillTy00,rec_yds,118,,,,,
player,201810210sdg,sdg,WillTy00,rec_first_down,2,,,,,
player,201810210sdg,sdg,WillTy00,rec_air_yds,77,,,,,
player,201810210sdg,sdg,WillTy00,rec_air_yds_per_rec,19.3,,,,,
player,201810210sdg,sdg,WillTy00,rec_yac,41,,,,,
player,201810210sdg,sdg,WillTy00,rec_yac_per_rec,10.3,,,,,
player,201810210sdg,sdg,WillTy00,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,WillTy00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,WillTy00,rec_drops,0,,,,,
player,201810210sdg,sdg,WillTy00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,GateAn00,targets,3,,,,,
player,201810210sdg,sdg,GateAn00,rec,2,,,,,
player,201810210sdg,sdg,GateAn00,rec_yds,11,,,,,
player,201810210sdg,sdg,GateAn00,rec_first_down,1,,,,,
player,201810210sdg,sdg,GateAn00,rec_air_yds,5,,,,,
player,201810210sdg,sdg,GateAn00,rec_air_yds_per_rec,2.5,,,,,
player,201810210sdg,sdg,GateAn00,rec_yac,6,,,,,
player,201810210sdg,sdg,GateAn00,rec_yac_per_rec,3.0,,,,,
player,201810210sdg,sdg,GateAn00,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,GateAn00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,GateAn00,rec_drops,0,,,,,
player,201810210sdg,sdg,GateAn00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,BenjTr00,targets,1,,,,,
player,201810210sdg,sdg,BenjTr00,rec,1,,,,,
player,201810210sdg,sdg,BenjTr00,rec_yds,13,,,,,
player,201810210sdg,sdg,BenjTr00,rec_first_down,1,,,,,
player,201810210sdg,sdg,BenjTr00,rec_air_yds,13,,,,,
player,201810210sdg,sdg,BenjTr00,rec_air_yds_per_rec,13.0,,,,,
player,201810210sdg,sdg,BenjTr00,rec_yac,0,,,,,
player,201810210sdg,sdg,BenjTr00,rec_yac_per_rec,0.0,,,,,
player,201810210sdg,sdg,BenjTr00,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,BenjTr00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,BenjTr00,rec_drops,0,,,,,
player,201810210sdg,sdg,BenjTr00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,WillMi07,targets,3,,,,,
player,201810210sdg,sdg,WillMi07,rec,1,,,,,
player,201810210sdg,sdg,WillMi07,rec_yds,55,,,,,
player,201810210sdg,sdg,WillMi07,rec_first_down,1,,,,,
player,201810210sdg,sdg,WillMi07,rec_air_yds,39,,,,,
player,201810210sdg,sdg,WillMi07,rec_air_yds_per_rec,39.0,,,,,
player,201810210sdg,sdg,WillMi07,rec_yac,16,,,,,
player,201810210sdg,sdg,WillMi07,rec_yac_per_rec,16.0,,,,,
player,201810210sdg,sdg,WillMi07,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,WillMi07,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,WillMi07,rec_drops,0,,,,,
player,201810210sdg,sdg,WillMi07,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,JackJu01,targets,1,,,,,
player,201810210sdg,sdg,JackJu01,rec,1,,,,,
player,201810210sdg,sdg,JackJu01,rec_yds,11,,,,,
player,201810210sdg,sdg,JackJu01,rec_first_down,1,,,,,
player,201810210sdg,sdg,JackJu01,rec_air_yds,1,,,,,
player,201810210sdg,sdg,JackJu01,rec_air_yds_per_rec,1.0,,,,,
player,201810210sdg,sdg,JackJu01,rec_yac,10,,,,,
player,201810210sdg,sdg,JackJu01,rec_yac_per_rec,10.0,,,,,
player,201810210sdg,sdg,JackJu01,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,JackJu01,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,JackJu01,rec_drops,0,,,,,
player,201810210sdg,sdg,JackJu01,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,GreeVi00,targets,1,,,,,
player,201810210sdg,sdg,GreeVi00,rec,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_yds,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_first_down,,,,,,
player,201810210sdg,sdg,GreeVi00,rec_air_yds,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_air_yds_per_rec,,,,,,
player,201810210sdg,sdg,GreeVi00,rec_yac,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_yac_per_rec,,,,,,
player,201810210sdg,sdg,GreeVi00,rec_broken_tackles,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_broken_tackles_per_rec,,,,,,
player,201810210sdg,sdg,GreeVi00,rec_drops,0,,,,,
player,201810210sdg,sdg,GreeVi00,rec_drop_pct,0.0,,,,,
player,201810210sdg,sdg,SchoMi00,pos,G,,,,,
player,201810210sdg,sdg,SchoMi00,offense,44,,,,,
player,201810210sdg,sdg,SchoMi00,off_pct,100%,,,,,
player,201810210sdg,sdg,SchoMi00,defense,0,,,,,
player,201810210sdg,sdg,SchoMi00,def_pct,0%,,,,,
player,201810210sdg,sdg,SchoMi00,special_teams,4,,,,,
player,201810210sdg,sdg,SchoMi00,st_pct,17%,,,,,
player,201810210sdg,sdg,FeenDa00,pos,G,,,,,
player,201810210sdg,sdg,FeenDa00,offense,44,,,,,
player,201810210sdg,sdg,FeenDa00,off_pct,100%,,,,,
player,201810210sdg,sdg,FeenDa00,defense,0,,,,,
player,201810210sdg,sdg,FeenDa00,def_pct,0%,,,,,
player,201810210sdg,sdg,FeenDa00,special_teams,4,,,,,
player,201810210sdg,sdg,FeenDa00,st_pct,17%,,,,,
player,201810210sdg,sdg,OkunRu20,pos,T,,,,,
player,201810210sdg,sdg,OkunRu20,offense,44,,,,,
player,201810210sdg,sdg,OkunRu20,off_pct,100%,,,,,
player,201810210sdg,sdg,OkunRu20,defense,0,,,,,
player,201810210sdg,sdg,OkunRu20,def_pct,0%,,,,,
player,201810210sdg,sdg,OkunRu20,special_teams,4,,,,,
player,201810210sdg,sdg,OkunRu20,st_pct,17%,,,,,
player,201810210sdg,sdg,PounMi00,pos,C,,,,,
player,201810210sdg,sdg,PounMi00,offense,44,,,,,
player,201810210sdg,sdg,PounMi00,off_pct,100%,,,,,
player,201810210sdg,sdg,PounMi00,defense,0,,,,,
player,201810210sdg,sdg,PounMi00,def_pct,0%,,,,,
player,201810210sdg,sdg,PounMi00,special_teams,0,,,,,
player,201810210sdg,sdg,PounMi00,st_pct,0%,,,,,
player,201810210sdg,sdg,RivePh00,pos,QB,,,,,
player,201810210sdg,sdg,RivePh00,offense,44,,,,,
player,201810210sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201810210sdg,sdg,RivePh00,defense,0,,,,,
player,201810210sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201810210sdg,sdg,RivePh00,special_teams,0,,,,,
player,201810210sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201810210sdg,sdg,EkelAu00,pos,RB,,,,,
player,201810210sdg,sdg,EkelAu00,offense,42,,,,,
player,201810210sdg,sdg,EkelAu00,off_pct,95%,,,,,
player,201810210sdg,sdg,EkelAu00,defense,0,,,,,
player,201810210sdg,sdg,EkelAu00,def_pct,0%,,,,,
player,201810210sdg,sdg,EkelAu00,special_teams,1,,,,,
player,201810210sdg,sdg,EkelAu00,st_pct,4%,,,,,
player,201810210sdg,sdg,AlleKe00,pos,WR,,,,,
player,201810210sdg,sdg,AlleKe00,offense,40,,,,,
player,201810210sdg,sdg,AlleKe00,off_pct,91%,,,,,
player,201810210sdg,sdg,AlleKe00,defense,0,,,,,
player,201810210sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201810210sdg,sdg,AlleKe00,special_teams,1,,,,,
player,201810210sdg,sdg,AlleKe00,st_pct,4%,,,,,
player,201810210sdg,sdg,WillTy00,pos,WR,,,,,
player,201810210sdg,sdg,WillTy00,offense,36,,,,,
player,201810210sdg,sdg,WillTy00,off_pct,82%,,,,,
player,201810210sdg,sdg,WillTy00,defense,0,,,,,
player,201810210sdg,sdg,WillTy00,def_pct,0%,,,,,
player,201810210sdg,sdg,WillTy00,special_teams,0,,,,,
player,201810210sdg,sdg,WillTy00,st_pct,0%,,,,,
player,201810210sdg,sdg,TeviSa00,pos,T,,,,,
player,201810210sdg,sdg,TeviSa00,offense,34,,,,,
player,201810210sdg,sdg,TeviSa00,off_pct,77%,,,,,
player,201810210sdg,sdg,TeviSa00,defense,0,,,,,
player,201810210sdg,sdg,TeviSa00,def_pct,0%,,,,,
player,201810210sdg,sdg,TeviSa00,special_teams,4,,,,,
player,201810210sdg,sdg,TeviSa00,st_pct,17%,,,,,
player,201810210sdg,sdg,GreeVi00,pos,TE,,,,,
player,201810210sdg,sdg,GreeVi00,offense,32,,,,,
player,201810210sdg,sdg,GreeVi00,off_pct,73%,,,,,
player,201810210sdg,sdg,GreeVi00,defense,0,,,,,
player,201810210sdg,sdg,GreeVi00,def_pct,0%,,,,,
player,201810210sdg,sdg,GreeVi00,special_teams,4,,,,,
player,201810210sdg,sdg,GreeVi00,st_pct,17%,,,,,
player,201810210sdg,sdg,WillMi07,pos,WR,,,,,
player,201810210sdg,sdg,WillMi07,offense,30,,,,,
player,201810210sdg,sdg,WillMi07,off_pct,68%,,,,,
player,201810210sdg,sdg,WillMi07,defense,0,,,,,
player,201810210sdg,sdg,WillMi07,def_pct,0%,,,,,
player,201810210sdg,sdg,WillMi07,special_teams,0,,,,,
player,201810210sdg,sdg,WillMi07,st_pct,0%,,,,,
player,201810210sdg,sdg,GateAn00,pos,TE,,,,,
player,201810210sdg,sdg,GateAn00,offense,13,,,,,
player,201810210sdg,sdg,GateAn00,off_pct,30%,,,,,
player,201810210sdg,sdg,GateAn00,defense,0,,,,,
player,201810210sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201810210sdg,sdg,GateAn00,special_teams,0,,,,,
player,201810210sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201810210sdg,sdg,BarkJo00,pos,T,,,,,
player,201810210sdg,sdg,BarkJo00,offense,12,,,,,
player,201810210sdg,sdg,BarkJo00,off_pct,27%,,,,,
player,201810210sdg,sdg,BarkJo00,defense,0,,,,,
player,201810210sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201810210sdg,sdg,BarkJo00,special_teams,0,,,,,
player,201810210sdg,sdg,BarkJo00,st_pct,0%,,,,,
player,201810210sdg,sdg,CulkSe00,pos,TE,,,,,
player,201810210sdg,sdg,CulkSe00,offense,11,,,,,
player,201810210sdg,sdg,CulkSe00,off_pct,25%,,,,,
player,201810210sdg,sdg,CulkSe00,defense,0,,,,,
player,201810210sdg,sdg,CulkSe00,def_pct,0%,,,,,
player,201810210sdg,sdg,CulkSe00,special_teams,4,,,,,
player,201810210sdg,sdg,CulkSe00,st_pct,17%,,,,,
player,201810210sdg,sdg,JackJu01,pos,RB,,,,,
player,201810210sdg,sdg,JackJu01,offense,5,,,,,
player,201810210sdg,sdg,JackJu01,off_pct,11%,,,,,
player,201810210sdg,sdg,JackJu01,defense,0,,,,,
player,201810210sdg,sdg,JackJu01,def_pct,0%,,,,,
player,201810210sdg,sdg,JackJu01,special_teams,11,,,,,
player,201810210sdg,sdg,JackJu01,st_pct,48%,,,,,
player,201810210sdg,sdg,BenjTr00,pos,WR,,,,,
player,201810210sdg,sdg,BenjTr00,offense,5,,,,,
player,201810210sdg,sdg,BenjTr00,off_pct,11%,,,,,
player,201810210sdg,sdg,BenjTr00,defense,0,,,,,
player,201810210sdg,sdg,BenjTr00,def_pct,0%,,,,,
player,201810210sdg,sdg,BenjTr00,special_teams,0,,,,,
player,201810210sdg,sdg,BenjTr00,st_pct,0%,,,,,
player,201810210sdg,sdg,WattDe00,pos,FB,,,,,
player,201810210sdg,sdg,WattDe00,offense,3,,,,,
player,201810210sdg,sdg,WattDe00,off_pct,7%,,,,,
player,201810210sdg,sdg,WattDe00,defense,0,,,,,
player,201810210sdg,sdg,WattDe00,def_pct,0%,,,,,
player,201810210sdg,sdg,WattDe00,special_teams,7,,,,,
player,201810210sdg,sdg,WattDe00,st_pct,30%,,,,,
player,201810210sdg,sdg,DaviGe00,pos,WR,,,,,
player,201810210sdg,sdg,DaviGe00,offense,1,,,,,
player,201810210sdg,sdg,DaviGe00,off_pct,2%,,,,,
player,201810210sdg,sdg,DaviGe00,defense,0,,,,,
player,201810210sdg,sdg,DaviGe00,def_pct,0%,,,,,
player,201810210sdg,sdg,DaviGe00,special_teams,9,,,,,
player,201810210sdg,sdg,DaviGe00,st_pct,39%,,,,,
player,201810210sdg,sdg,AddaJa00,pos,SS,,,,,
player,201810210sdg,sdg,AddaJa00,offense,0,,,,,
player,201810210sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201810210sdg,sdg,AddaJa00,defense,71,,,,,
player,201810210sdg,sdg,AddaJa00,def_pct,100%,,,,,
player,201810210sdg,sdg,AddaJa00,special_teams,4,,,,,
player,201810210sdg,sdg,AddaJa00,st_pct,17%,,,,,
player,201810210sdg,sdg,JameDe00,pos,FS,,,,,
player,201810210sdg,sdg,JameDe00,offense,0,,,,,
player,201810210sdg,sdg,JameDe00,off_pct,0%,,,,,
player,201810210sdg,sdg,JameDe00,defense,70,,,,,
player,201810210sdg,sdg,JameDe00,def_pct,99%,,,,,
player,201810210sdg,sdg,JameDe00,special_teams,4,,,,,
player,201810210sdg,sdg,JameDe00,st_pct,17%,,,,,
player,201810210sdg,sdg,HaywCa00,pos,CB,,,,,
player,201810210sdg,sdg,HaywCa00,offense,0,,,,,
player,201810210sdg,sdg,HaywCa00,off_pct,0%,,,,,
player,201810210sdg,sdg,HaywCa00,defense,70,,,,,
player,201810210sdg,sdg,HaywCa00,def_pct,99%,,,,,
player,201810210sdg,sdg,HaywCa00,special_teams,0,,,,,
player,201810210sdg,sdg,HaywCa00,st_pct,0%,,,,,
player,201810210sdg,sdg,IngrMe00,pos,DE,,,,,
player,201810210sdg,sdg,IngrMe00,offense,0,,,,,
player,201810210sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201810210sdg,sdg,IngrMe00,defense,63,,,,,
player,201810210sdg,sdg,IngrMe00,def_pct,89%,,,,,
player,201810210sdg,sdg,IngrMe00,special_teams,0,,,,,
player,201810210sdg,sdg,IngrMe00,st_pct,0%,,,,,
player,201810210sdg,sdg,WillTr05,pos,CB,,,,,
player,201810210sdg,sdg,WillTr05,offense,0,,,,,
player,201810210sdg,sdg,WillTr05,off_pct,0%,,,,,
player,201810210sdg,sdg,WillTr05,defense,62,,,,,
player,201810210sdg,sdg,WillTr05,def_pct,87%,,,,,
player,201810210sdg,sdg,WillTr05,special_teams,6,,,,,
player,201810210sdg,sdg,WillTr05,st_pct,26%,,,,,
player,201810210sdg,sdg,PerrDe00,pos,LB,,,,,
player,201810210sdg,sdg,PerrDe00,offense,0,,,,,
player,201810210sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201810210sdg,sdg,PerrDe00,defense,58,,,,,
player,201810210sdg,sdg,PerrDe00,def_pct,82%,,,,,
player,201810210sdg,sdg,PerrDe00,special_teams,0,,,,,
player,201810210sdg,sdg,PerrDe00,st_pct,0%,,,,,
player,201810210sdg,sdg,KingDe01,pos,CB,,,,,
player,201810210sdg,sdg,KingDe01,offense,0,,,,,
player,201810210sdg,sdg,KingDe01,off_pct,0%,,,,,
player,201810210sdg,sdg,KingDe01,defense,47,,,,,
player,201810210sdg,sdg,KingDe01,def_pct,66%,,,,,
player,201810210sdg,sdg,KingDe01,special_teams,10,,,,,
player,201810210sdg,sdg,KingDe01,st_pct,43%,,,,,
player,201810210sdg,sdg,PhilDa01,pos,DT,,,,,
player,201810210sdg,sdg,PhilDa01,offense,0,,,,,
player,201810210sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201810210sdg,sdg,PhilDa01,defense,47,,,,,
player,201810210sdg,sdg,PhilDa01,def_pct,66%,,,,,
player,201810210sdg,sdg,PhilDa01,special_teams,3,,,,,
player,201810210sdg,sdg,PhilDa01,st_pct,13%,,,,,
player,201810210sdg,sdg,SquaDa00,pos,NT,,,,,
player,201810210sdg,sdg,SquaDa00,offense,0,,,,,
player,201810210sdg,sdg,SquaDa00,off_pct,0%,,,,,
player,201810210sdg,sdg,SquaDa00,defense,44,,,,,
player,201810210sdg,sdg,SquaDa00,def_pct,62%,,,,,
player,201810210sdg,sdg,SquaDa00,special_teams,0,,,,,
player,201810210sdg,sdg,SquaDa00,st_pct,0%,,,,,
player,201810210sdg,sdg,MebaBr99,pos,NT,,,,,
player,201810210sdg,sdg,MebaBr99,offense,0,,,,,
player,201810210sdg,sdg,MebaBr99,off_pct,0%,,,,,
player,201810210sdg,sdg,MebaBr99,defense,42,,,,,
player,201810210sdg,sdg,MebaBr99,def_pct,59%,,,,,
player,201810210sdg,sdg,MebaBr99,special_teams,0,,,,,
player,201810210sdg,sdg,MebaBr99,st_pct,0%,,,,,
player,201810210sdg,sdg,PhilAd00,pos,SS,,,,,
player,201810210sdg,sdg,PhilAd00,offense,0,,,,,
player,201810210sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201810210sdg,sdg,PhilAd00,defense,40,,,,,
player,201810210sdg,sdg,PhilAd00,def_pct,56%,,,,,
player,201810210sdg,sdg,PhilAd00,special_teams,19,,,,,
player,201810210sdg,sdg,PhilAd00,st_pct,83%,,,,,
player,201810210sdg,sdg,BrowJa05,pos,LB,,,,,
player,201810210sdg,sdg,BrowJa05,offense,0,,,,,
player,201810210sdg,sdg,BrowJa05,off_pct,0%,,,,,
player,201810210sdg,sdg,BrowJa05,defense,37,,,,,
player,201810210sdg,sdg,BrowJa05,def_pct,52%,,,,,
player,201810210sdg,sdg,BrowJa05,special_teams,2,,,,,
player,201810210sdg,sdg,BrowJa05,st_pct,9%,,,,,
player,201810210sdg,sdg,LiugCo00,pos,DT,,,,,
player,201810210sdg,sdg,LiugCo00,offense,0,,,,,
player,201810210sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201810210sdg,sdg,LiugCo00,defense,34,,,,,
player,201810210sdg,sdg,LiugCo00,def_pct,48%,,,,,
player,201810210sdg,sdg,LiugCo00,special_teams,4,,,,,
player,201810210sdg,sdg,LiugCo00,st_pct,17%,,,,,
player,201810210sdg,sdg,RochIs00,pos,DE,,,,,
player,201810210sdg,sdg,RochIs00,offense,0,,,,,
player,201810210sdg,sdg,RochIs00,off_pct,0%,,,,,
player,201810210sdg,sdg,RochIs00,defense,29,,,,,
player,201810210sdg,sdg,RochIs00,def_pct,41%,,,,,
player,201810210sdg,sdg,RochIs00,special_teams,16,,,,,
player,201810210sdg,sdg,RochIs00,st_pct,70%,,,,,
player,201810210sdg,sdg,EmanKy00,pos,LB,,,,,
player,201810210sdg,sdg,EmanKy00,offense,0,,,,,
player,201810210sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201810210sdg,sdg,EmanKy00,defense,24,,,,,
player,201810210sdg,sdg,EmanKy00,def_pct,34%,,,,,
player,201810210sdg,sdg,EmanKy00,special_teams,12,,,,,
player,201810210sdg,sdg,EmanKy00,st_pct,52%,,,,,
player,201810210sdg,sdg,JoneJu03,pos,DT,,,,,
player,201810210sdg,sdg,JoneJu03,offense,0,,,,,
player,201810210sdg,sdg,JoneJu03,off_pct,0%,,,,,
player,201810210sdg,sdg,JoneJu03,defense,15,,,,,
player,201810210sdg,sdg,JoneJu03,def_pct,21%,,,,,
player,201810210sdg,sdg,JoneJu03,special_teams,4,,,,,
player,201810210sdg,sdg,JoneJu03,st_pct,17%,,,,,
player,201810210sdg,sdg,DaviMi03,pos,CB,,,,,
player,201810210sdg,sdg,DaviMi03,offense,0,,,,,
player,201810210sdg,sdg,DaviMi03,off_pct,0%,,,,,
player,201810210sdg,sdg,DaviMi03,defense,8,,,,,
player,201810210sdg,sdg,DaviMi03,def_pct,11%,,,,,
player,201810210sdg,sdg,DaviMi03,special_teams,14,,,,,
player,201810210sdg,sdg,DaviMi03,st_pct,61%,,,,,
player,201810210sdg,sdg,JenkRa00,pos,FS,,,,,
player,201810210sdg,sdg,JenkRa00,offense,0,,,,,
player,201810210sdg,sdg,JenkRa00,off_pct,0%,,,,,
player,201810210sdg,sdg,JenkRa00,defense,8,,,,,
player,201810210sdg,sdg,JenkRa00,def_pct,11%,,,,,
player,201810210sdg,sdg,JenkRa00,special_teams,13,,,,,
player,201810210sdg,sdg,JenkRa00,st_pct,57%,,,,,
player,201810210sdg,sdg,LandCh00,pos,DE,,,,,
player,201810210sdg,sdg,LandCh00,offense,0,,,,,
player,201810210sdg,sdg,LandCh00,off_pct,0%,,,,,
player,201810210sdg,sdg,LandCh00,defense,8,,,,,
player,201810210sdg,sdg,LandCh00,def_pct,11%,,,,,
player,201810210sdg,sdg,LandCh00,special_teams,4,,,,,
player,201810210sdg,sdg,LandCh00,st_pct,17%,,,,,
player,201810210sdg,sdg,NwosUc00,pos,LB,,,,,
player,201810210sdg,sdg,NwosUc00,offense,0,,,,,
player,201810210sdg,sdg,NwosUc00,off_pct,0%,,,,,
player,201810210sdg,sdg,NwosUc00,defense,4,,,,,
player,201810210sdg,sdg,NwosUc00,def_pct,6%,,,,,
player,201810210sdg,sdg,NwosUc00,special_teams,18,,,,,
player,201810210sdg,sdg,NwosUc00,st_pct,78%,,,,,
player,201810210sdg,sdg,DzubNi00,pos,LB,,,,,
player,201810210sdg,sdg,DzubNi00,offense,0,,,,,
player,201810210sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201810210sdg,sdg,DzubNi00,defense,0,,,,,
player,201810210sdg,sdg,DzubNi00,def_pct,0%,,,,,
player,201810210sdg,sdg,DzubNi00,special_teams,15,,,,,
player,201810210sdg,sdg,DzubNi00,st_pct,65%,,,,,
player,201810210sdg,sdg,FacyBr00,pos,CB,,,,,
player,201810210sdg,sdg,FacyBr00,offense,0,,,,,
player,201810210sdg,sdg,FacyBr00,off_pct,0%,,,,,
player,201810210sdg,sdg,FacyBr00,defense,0,,,,,
player,201810210sdg,sdg,FacyBr00,def_pct,0%,,,,,
player,201810210sdg,sdg,FacyBr00,special_teams,13,,,,,
player,201810210sdg,sdg,FacyBr00,st_pct,57%,,,,,
player,201810210sdg,sdg,NewsDe00,pos,RB,,,,,
player,201810210sdg,sdg,NewsDe00,offense,0,,,,,
player,201810210sdg,sdg,NewsDe00,off_pct,0%,,,,,
player,201810210sdg,sdg,NewsDe00,defense,0,,,,,
player,201810210sdg,sdg,NewsDe00,def_pct,0%,,,,,
player,201810210sdg,sdg,NewsDe00,special_teams,11,,,,,
player,201810210sdg,sdg,NewsDe00,st_pct,48%,,,,,
player,201810210sdg,sdg,BadgMi00,pos,K,,,,,
player,201810210sdg,sdg,BadgMi00,offense,0,,,,,
player,201810210sdg,sdg,BadgMi00,off_pct,0%,,,,,
player,201810210sdg,sdg,BadgMi00,defense,0,,,,,
player,201810210sdg,sdg,BadgMi00,def_pct,0%,,,,,
player,201810210sdg,sdg,BadgMi00,special_teams,9,,,,,
player,201810210sdg,sdg,BadgMi00,st_pct,39%,,,,,
player,201810210sdg,sdg,WindMi00,pos,LS,,,,,
player,201810210sdg,sdg,WindMi00,offense,0,,,,,
player,201810210sdg,sdg,WindMi00,off_pct,0%,,,,,
player,201810210sdg,sdg,WindMi00,defense,0,,,,,
player,201810210sdg,sdg,WindMi00,def_pct,0%,,,,,
player,201810210sdg,sdg,WindMi00,special_teams,7,,,,,
player,201810210sdg,sdg,WindMi00,st_pct,30%,,,,,
player,201810210sdg,sdg,JoneDo21,pos,P,,,,,
player,201810210sdg,sdg,JoneDo21,offense,0,,,,,
player,201810210sdg,sdg,JoneDo21,off_pct,0%,,,,,
player,201810210sdg,sdg,JoneDo21,defense,0,,,,,
player,201810210sdg,sdg,JoneDo21,def_pct,0%,,,,,
player,201810210sdg,sdg,JoneDo21,special_teams,7,,,,,
player,201810210sdg,sdg,JoneDo21,st_pct,30%,,,,,
player,201810210sdg,sdg,QuesSc00,pos,C,,,,,
player,201810210sdg,sdg,QuesSc00,offense,0,,,,,
player,201810210sdg,sdg,QuesSc00,off_pct,0%,,,,,
player,201810210sdg,sdg,QuesSc00,defense,0,,,,,
player,201810210sdg,sdg,QuesSc00,def_pct,0%,,,,,
player,201810210sdg,sdg,QuesSc00,special_teams,4,,,,,
player,201810210sdg,sdg,QuesSc00,st_pct,17%,,,,,
player,201810210sdg,oti,LewaTa00,pos,T,,,,,
player,201810210sdg,oti,LewaTa00,offense,71,,,,,
player,201810210sdg,oti,LewaTa00,off_pct,100%,,,,,
player,201810210sdg,oti,LewaTa00,defense,0,,,,,
player,201810210sdg,oti,LewaTa00,def_pct,0%,,,,,
player,201810210sdg,oti,LewaTa00,special_teams,4,,,,,
player,201810210sdg,oti,LewaTa00,st_pct,17%,,,,,
player,201810210sdg,oti,LeviCo00,pos,C,,,,,
player,201810210sdg,oti,LeviCo00,offense,71,,,,,
player,201810210sdg,oti,LeviCo00,off_pct,100%,,,,,
player,201810210sdg,oti,LeviCo00,defense,0,,,,,
player,201810210sdg,oti,LeviCo00,def_pct,0%,,,,,
player,201810210sdg,oti,LeviCo00,special_teams,4,,,,,
player,201810210sdg,oti,LeviCo00,st_pct,17%,,,,,
player,201810210sdg,oti,ConkJa00,pos,T,,,,,
player,201810210sdg,oti,ConkJa00,offense,71,,,,,
player,201810210sdg,oti,ConkJa00,off_pct,100%,,,,,
player,201810210sdg,oti,ConkJa00,defense,0,,,,,
player,201810210sdg,oti,ConkJa00,def_pct,0%,,,,,
player,201810210sdg,oti,ConkJa00,special_teams,4,,,,,
player,201810210sdg,oti,ConkJa00,st_pct,17%,,,,,
player,201810210sdg,oti,JoneBe01,pos,C,,,,,
player,201810210sdg,oti,JoneBe01,offense,71,,,,,
player,201810210sdg,oti,JoneBe01,off_pct,100%,,,,,
player,201810210sdg,oti,JoneBe01,defense,0,,,,,
player,201810210sdg,oti,JoneBe01,def_pct,0%,,,,,
player,201810210sdg,oti,JoneBe01,special_teams,0,,,,,
player,201810210sdg,oti,JoneBe01,st_pct,0%,,,,,
player,201810210sdg,oti,MariMa01,pos,QB,,,,,
player,201810210sdg,oti,MariMa01,offense,71,,,,,
player,201810210sdg,oti,MariMa01,off_pct,100%,,,,,
player,201810210sdg,oti,MariMa01,defense,0,,,,,
player,201810210sdg,oti,MariMa01,def_pct,0%,,,,,
player,201810210sdg,oti,MariMa01,special_teams,0,,,,,
player,201810210sdg,oti,MariMa01,st_pct,0%,,,,,
player,201810210sdg,oti,KlinJo01,pos,G,,,,,
player,201810210sdg,oti,KlinJo01,offense,66,,,,,
player,201810210sdg,oti,KlinJo01,off_pct,93%,,,,,
player,201810210sdg,oti,KlinJo01,defense,0,,,,,
player,201810210sdg,oti,KlinJo01,def_pct,0%,,,,,
player,201810210sdg,oti,KlinJo01,special_teams,4,,,,,
player,201810210sdg,oti,KlinJo01,st_pct,17%,,,,,
player,201810210sdg,oti,DaviCo03,pos,WR,,,,,
player,201810210sdg,oti,DaviCo03,offense,61,,,,,
player,201810210sdg,oti,DaviCo03,off_pct,86%,,,,,
