game,2018,5,20181007,201810070phi,min,"Minnesota Vikings",23,phi,"Philadelphia Eagles",21
player,201810070phi,phi,JeffAl00,pass_td,0,,,,,
player,201810070phi,phi,JeffAl00,pass_int,0,,,,,
player,201810070phi,phi,JeffAl00,pass_sacked,0,,,,,
player,201810070phi,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201810070phi,phi,JeffAl00,pass_long,0,,,,,
player,201810070phi,phi,JeffAl00,pass_rating,,,,,,
player,201810070phi,phi,JeffAl00,rush_att,0,,,,,
player,201810070phi,phi,JeffAl00,rush_yds,0,,,,,
player,201810070phi,phi,JeffAl00,rush_td,0,,,,,
player,201810070phi,phi,JeffAl00,rush_long,0,,,,,
player,201810070phi,phi,JeffAl00,targets,8,,,,,
player,201810070phi,phi,JeffAl00,rec,2,,,,,
player,201810070phi,phi,JeffAl00,rec_yds,39,,,,,
player,201810070phi,phi,JeffAl00,rec_td,0,,,,,
player,201810070phi,phi,JeffAl00,rec_long,31,,,,,
player,201810070phi,phi,JeffAl00,fumbles,0,,,,,
player,201810070phi,phi,JeffAl00,fumbles_lost,0,,,,,
player,201810070phi,phi,GoedDa00,pass_cmp,0,,,,,
player,201810070phi,phi,GoedDa00,pass_att,0,,,,,
player,201810070phi,phi,GoedDa00,pass_yds,0,,,,,
player,201810070phi,phi,GoedDa00,pass_td,0,,,,,
player,201810070phi,phi,GoedDa00,pass_int,0,,,,,
player,201810070phi,phi,GoedDa00,pass_sacked,0,,,,,
player,201810070phi,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201810070phi,phi,GoedDa00,pass_long,0,,,,,
player,201810070phi,phi,GoedDa00,pass_rating,,,,,,
player,201810070phi,phi,GoedDa00,rush_att,0,,,,,
player,201810070phi,phi,GoedDa00,rush_yds,0,,,,,
player,201810070phi,phi,GoedDa00,rush_td,0,,,,,
player,201810070phi,phi,GoedDa00,rush_long,0,,,,,
player,201810070phi,phi,GoedDa00,targets,2,,,,,
player,201810070phi,phi,GoedDa00,rec,2,,,,,
player,201810070phi,phi,GoedDa00,rec_yds,16,,,,,
player,201810070phi,phi,GoedDa00,rec_td,0,,,,,
player,201810070phi,phi,GoedDa00,rec_long,11,,,,,
player,201810070phi,phi,GoedDa00,fumbles,0,,,,,
player,201810070phi,phi,GoedDa00,fumbles_lost,0,,,,,
player,201810070phi,phi,MattJo00,pass_cmp,0,,,,,
player,201810070phi,phi,MattJo00,pass_att,0,,,,,
player,201810070phi,phi,MattJo00,pass_yds,0,,,,,
player,201810070phi,phi,MattJo00,pass_td,0,,,,,
player,201810070phi,phi,MattJo00,pass_int,0,,,,,
player,201810070phi,phi,MattJo00,pass_sacked,0,,,,,
player,201810070phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201810070phi,phi,MattJo00,pass_long,0,,,,,
player,201810070phi,phi,MattJo00,pass_rating,,,,,,
player,201810070phi,phi,MattJo00,rush_att,0,,,,,
player,201810070phi,phi,MattJo00,rush_yds,0,,,,,
player,201810070phi,phi,MattJo00,rush_td,0,,,,,
player,201810070phi,phi,MattJo00,rush_long,0,,,,,
player,201810070phi,phi,MattJo00,targets,1,,,,,
player,201810070phi,phi,MattJo00,rec,1,,,,,
player,201810070phi,phi,MattJo00,rec_yds,4,,,,,
player,201810070phi,phi,MattJo00,rec_td,0,,,,,
player,201810070phi,phi,MattJo00,rec_long,4,,,,,
player,201810070phi,phi,MattJo00,fumbles,0,,,,,
player,201810070phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201810070phi,phi,AdamJo03,pass_cmp,0,,,,,
player,201810070phi,phi,AdamJo03,pass_att,0,,,,,
player,201810070phi,phi,AdamJo03,pass_yds,0,,,,,
player,201810070phi,phi,AdamJo03,pass_td,0,,,,,
player,201810070phi,phi,AdamJo03,pass_int,0,,,,,
player,201810070phi,phi,AdamJo03,pass_sacked,0,,,,,
player,201810070phi,phi,AdamJo03,pass_sacked_yds,0,,,,,
player,201810070phi,phi,AdamJo03,pass_long,0,,,,,
player,201810070phi,phi,AdamJo03,pass_rating,,,,,,
player,201810070phi,phi,AdamJo03,rush_att,1,,,,,
player,201810070phi,phi,AdamJo03,rush_yds,-1,,,,,
player,201810070phi,phi,AdamJo03,rush_td,0,,,,,
player,201810070phi,phi,AdamJo03,rush_long,-1,,,,,
player,201810070phi,phi,AdamJo03,targets,0,,,,,
player,201810070phi,phi,AdamJo03,rec,0,,,,,
player,201810070phi,phi,AdamJo03,rec_yds,0,,,,,
player,201810070phi,phi,AdamJo03,rec_td,0,,,,,
player,201810070phi,phi,AdamJo03,rec_long,0,,,,,
player,201810070phi,phi,AdamJo03,fumbles,0,,,,,
player,201810070phi,phi,AdamJo03,fumbles_lost,0,,,,,
player,201810070phi,min,JoseLi99,def_int,0,,,,,
player,201810070phi,min,JoseLi99,def_int_yds,0,,,,,
player,201810070phi,min,JoseLi99,def_int_td,0,,,,,
player,201810070phi,min,JoseLi99,def_int_long,0,,,,,
player,201810070phi,min,JoseLi99,pass_defended,0,,,,,
player,201810070phi,min,JoseLi99,sacks,1.0,,,,,
player,201810070phi,min,JoseLi99,tackles_combined,5,,,,,
player,201810070phi,min,JoseLi99,tackles_solo,4,,,,,
player,201810070phi,min,JoseLi99,tackles_assists,1,,,,,
player,201810070phi,min,JoseLi99,tackles_loss,1,,,,,
player,201810070phi,min,JoseLi99,qb_hits,1,,,,,
player,201810070phi,min,JoseLi99,fumbles_rec,1,,,,,
player,201810070phi,min,JoseLi99,fumbles_rec_yds,64,,,,,
player,201810070phi,min,JoseLi99,fumbles_rec_td,1,,,,,
player,201810070phi,min,JoseLi99,fumbles_forced,0,,,,,
player,201810070phi,min,HuntDa01,def_int,0,,,,,
player,201810070phi,min,HuntDa01,def_int_yds,0,,,,,
player,201810070phi,min,HuntDa01,def_int_td,0,,,,,
player,201810070phi,min,HuntDa01,def_int_long,0,,,,,
