game,2018,5,20181007,201810070sdg,rai,"Oakland Raiders",10,sdg,"Los Angeles Chargers",26
player,201810070sdg,rai,CarrDe02,rec,0,,,,,
player,201810070sdg,rai,CarrDe02,rec_yds,0,,,,,
player,201810070sdg,rai,CarrDe02,rec_td,0,,,,,
player,201810070sdg,rai,CarrDe02,rec_long,0,,,,,
player,201810070sdg,rai,CarrDe02,fumbles,0,,,,,
player,201810070sdg,rai,CarrDe02,fumbles_lost,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_cmp,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_att,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_yds,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_td,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_int,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_sacked,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_long,0,,,,,
player,201810070sdg,rai,LyncMa00,pass_rating,,,,,,
player,201810070sdg,rai,LyncMa00,rush_att,9,,,,,
player,201810070sdg,rai,LyncMa00,rush_yds,31,,,,,
player,201810070sdg,rai,LyncMa00,rush_td,0,,,,,
player,201810070sdg,rai,LyncMa00,rush_long,8,,,,,
player,201810070sdg,rai,LyncMa00,targets,2,,,,,
player,201810070sdg,rai,LyncMa00,rec,2,,,,,
player,201810070sdg,rai,LyncMa00,rec_yds,10,,,,,
player,201810070sdg,rai,LyncMa00,rec_td,0,,,,,
player,201810070sdg,rai,LyncMa00,rec_long,7,,,,,
player,201810070sdg,rai,LyncMa00,fumbles,0,,,,,
player,201810070sdg,rai,LyncMa00,fumbles_lost,0,,,,,
player,201810070sdg,rai,RichJa01,pass_cmp,0,,,,,
player,201810070sdg,rai,RichJa01,pass_att,0,,,,,
player,201810070sdg,rai,RichJa01,pass_yds,0,,,,,
player,201810070sdg,rai,RichJa01,pass_td,0,,,,,
player,201810070sdg,rai,RichJa01,pass_int,0,,,,,
player,201810070sdg,rai,RichJa01,pass_sacked,0,,,,,
player,201810070sdg,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,RichJa01,pass_long,0,,,,,
player,201810070sdg,rai,RichJa01,pass_rating,,,,,,
player,201810070sdg,rai,RichJa01,rush_att,1,,,,,
player,201810070sdg,rai,RichJa01,rush_yds,4,,,,,
player,201810070sdg,rai,RichJa01,rush_td,0,,,,,
player,201810070sdg,rai,RichJa01,rush_long,4,,,,,
player,201810070sdg,rai,RichJa01,targets,6,,,,,
player,201810070sdg,rai,RichJa01,rec,6,,,,,
player,201810070sdg,rai,RichJa01,rec_yds,53,,,,,
player,201810070sdg,rai,RichJa01,rec_td,0,,,,,
player,201810070sdg,rai,RichJa01,rec_long,32,,,,,
player,201810070sdg,rai,RichJa01,fumbles,0,,,,,
player,201810070sdg,rai,RichJa01,fumbles_lost,0,,,,,
player,201810070sdg,rai,MartDo00,pass_cmp,0,,,,,
player,201810070sdg,rai,MartDo00,pass_att,0,,,,,
player,201810070sdg,rai,MartDo00,pass_yds,0,,,,,
player,201810070sdg,rai,MartDo00,pass_td,0,,,,,
player,201810070sdg,rai,MartDo00,pass_int,0,,,,,
player,201810070sdg,rai,MartDo00,pass_sacked,0,,,,,
player,201810070sdg,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,MartDo00,pass_long,0,,,,,
player,201810070sdg,rai,MartDo00,pass_rating,,,,,,
player,201810070sdg,rai,MartDo00,rush_att,2,,,,,
player,201810070sdg,rai,MartDo00,rush_yds,1,,,,,
player,201810070sdg,rai,MartDo00,rush_td,0,,,,,
player,201810070sdg,rai,MartDo00,rush_long,2,,,,,
player,201810070sdg,rai,MartDo00,targets,1,,,,,
player,201810070sdg,rai,MartDo00,rec,0,,,,,
player,201810070sdg,rai,MartDo00,rec_yds,0,,,,,
player,201810070sdg,rai,MartDo00,rec_td,0,,,,,
player,201810070sdg,rai,MartDo00,rec_long,0,,,,,
player,201810070sdg,rai,MartDo00,fumbles,0,,,,,
player,201810070sdg,rai,MartDo00,fumbles_lost,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_cmp,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_att,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_yds,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_td,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_int,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_sacked,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_long,0,,,,,
player,201810070sdg,rai,BryaMa00,pass_rating,,,,,,
player,201810070sdg,rai,BryaMa00,rush_att,0,,,,,
player,201810070sdg,rai,BryaMa00,rush_yds,0,,,,,
player,201810070sdg,rai,BryaMa00,rush_td,0,,,,,
player,201810070sdg,rai,BryaMa00,rush_long,0,,,,,
player,201810070sdg,rai,BryaMa00,targets,3,,,,,
player,201810070sdg,rai,BryaMa00,rec,3,,,,,
player,201810070sdg,rai,BryaMa00,rec_yds,91,,,,,
player,201810070sdg,rai,BryaMa00,rec_td,0,,,,,
player,201810070sdg,rai,BryaMa00,rec_long,47,,,,,
player,201810070sdg,rai,BryaMa00,fumbles,1,,,,,
player,201810070sdg,rai,BryaMa00,fumbles_lost,1,,,,,
player,201810070sdg,rai,NelsJo00,pass_cmp,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_att,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_yds,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_td,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_int,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_sacked,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_long,0,,,,,
player,201810070sdg,rai,NelsJo00,pass_rating,,,,,,
player,201810070sdg,rai,NelsJo00,rush_att,0,,,,,
player,201810070sdg,rai,NelsJo00,rush_yds,0,,,,,
player,201810070sdg,rai,NelsJo00,rush_td,0,,,,,
player,201810070sdg,rai,NelsJo00,rush_long,0,,,,,
player,201810070sdg,rai,NelsJo00,targets,4,,,,,
player,201810070sdg,rai,NelsJo00,rec,4,,,,,
player,201810070sdg,rai,NelsJo00,rec_yds,43,,,,,
player,201810070sdg,rai,NelsJo00,rec_td,1,,,,,
player,201810070sdg,rai,NelsJo00,rec_long,29,,,,,
player,201810070sdg,rai,NelsJo00,fumbles,0,,,,,
player,201810070sdg,rai,NelsJo00,fumbles_lost,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_cmp,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_att,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_yds,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_td,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_int,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_sacked,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_long,0,,,,,
player,201810070sdg,rai,RobeSe00,pass_rating,,,,,,
player,201810070sdg,rai,RobeSe00,rush_att,0,,,,,
player,201810070sdg,rai,RobeSe00,rush_yds,0,,,,,
player,201810070sdg,rai,RobeSe00,rush_td,0,,,,,
player,201810070sdg,rai,RobeSe00,rush_long,0,,,,,
player,201810070sdg,rai,RobeSe00,targets,7,,,,,
player,201810070sdg,rai,RobeSe00,rec,4,,,,,
player,201810070sdg,rai,RobeSe00,rec_yds,41,,,,,
player,201810070sdg,rai,RobeSe00,rec_td,0,,,,,
player,201810070sdg,rai,RobeSe00,rec_long,20,,,,,
player,201810070sdg,rai,RobeSe00,fumbles,0,,,,,
player,201810070sdg,rai,RobeSe00,fumbles_lost,0,,,,,
player,201810070sdg,rai,CookJa02,pass_cmp,0,,,,,
player,201810070sdg,rai,CookJa02,pass_att,0,,,,,
player,201810070sdg,rai,CookJa02,pass_yds,0,,,,,
player,201810070sdg,rai,CookJa02,pass_td,0,,,,,
player,201810070sdg,rai,CookJa02,pass_int,0,,,,,
player,201810070sdg,rai,CookJa02,pass_sacked,0,,,,,
player,201810070sdg,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,CookJa02,pass_long,0,,,,,
player,201810070sdg,rai,CookJa02,pass_rating,,,,,,
player,201810070sdg,rai,CookJa02,rush_att,0,,,,,
player,201810070sdg,rai,CookJa02,rush_yds,0,,,,,
player,201810070sdg,rai,CookJa02,rush_td,0,,,,,
player,201810070sdg,rai,CookJa02,rush_long,0,,,,,
player,201810070sdg,rai,CookJa02,targets,6,,,,,
player,201810070sdg,rai,CookJa02,rec,4,,,,,
player,201810070sdg,rai,CookJa02,rec_yds,20,,,,,
player,201810070sdg,rai,CookJa02,rec_td,0,,,,,
player,201810070sdg,rai,CookJa02,rec_long,9,,,,,
player,201810070sdg,rai,CookJa02,fumbles,0,,,,,
player,201810070sdg,rai,CookJa02,fumbles_lost,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_cmp,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_att,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_yds,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_td,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_int,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_sacked,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_long,0,,,,,
player,201810070sdg,rai,CoopAm00,pass_rating,,,,,,
player,201810070sdg,rai,CoopAm00,rush_att,0,,,,,
player,201810070sdg,rai,CoopAm00,rush_yds,0,,,,,
player,201810070sdg,rai,CoopAm00,rush_td,0,,,,,
player,201810070sdg,rai,CoopAm00,rush_long,0,,,,,
player,201810070sdg,rai,CoopAm00,targets,1,,,,,
player,201810070sdg,rai,CoopAm00,rec,1,,,,,
player,201810070sdg,rai,CoopAm00,rec_yds,10,,,,,
player,201810070sdg,rai,CoopAm00,rec_td,0,,,,,
player,201810070sdg,rai,CoopAm00,rec_long,10,,,,,
player,201810070sdg,rai,CoopAm00,fumbles,0,,,,,
player,201810070sdg,rai,CoopAm00,fumbles_lost,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_cmp,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_att,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_yds,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_td,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_int,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_sacked,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_long,0,,,,,
player,201810070sdg,rai,CarrDe00,pass_rating,,,,,,
player,201810070sdg,rai,CarrDe00,rush_att,0,,,,,
player,201810070sdg,rai,CarrDe00,rush_yds,0,,,,,
player,201810070sdg,rai,CarrDe00,rush_td,0,,,,,
player,201810070sdg,rai,CarrDe00,rush_long,0,,,,,
player,201810070sdg,rai,CarrDe00,targets,1,,,,,
player,201810070sdg,rai,CarrDe00,rec,0,,,,,
player,201810070sdg,rai,CarrDe00,rec_yds,0,,,,,
player,201810070sdg,rai,CarrDe00,rec_td,0,,,,,
player,201810070sdg,rai,CarrDe00,rec_long,0,,,,,
player,201810070sdg,rai,CarrDe00,fumbles,0,,,,,
player,201810070sdg,rai,CarrDe00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,RivePh00,pass_cmp,22,,,,,
player,201810070sdg,sdg,RivePh00,pass_att,27,,,,,
player,201810070sdg,sdg,RivePh00,pass_yds,339,,,,,
player,201810070sdg,sdg,RivePh00,pass_td,2,,,,,
player,201810070sdg,sdg,RivePh00,pass_int,0,,,,,
player,201810070sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201810070sdg,sdg,RivePh00,pass_sacked_yds,6,,,,,
player,201810070sdg,sdg,RivePh00,pass_long,48,,,,,
player,201810070sdg,sdg,RivePh00,pass_rating,143.4,,,,,
player,201810070sdg,sdg,RivePh00,rush_att,3,,,,,
player,201810070sdg,sdg,RivePh00,rush_yds,-2,,,,,
player,201810070sdg,sdg,RivePh00,rush_td,0,,,,,
player,201810070sdg,sdg,RivePh00,rush_long,0,,,,,
player,201810070sdg,sdg,RivePh00,targets,0,,,,,
player,201810070sdg,sdg,RivePh00,rec,0,,,,,
player,201810070sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201810070sdg,sdg,RivePh00,rec_td,0,,,,,
player,201810070sdg,sdg,RivePh00,rec_long,0,,,,,
player,201810070sdg,sdg,RivePh00,fumbles,0,,,,,
player,201810070sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_att,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_td,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_int,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_long,0,,,,,
player,201810070sdg,sdg,GordMe00,pass_rating,,,,,,
player,201810070sdg,sdg,GordMe00,rush_att,19,,,,,
player,201810070sdg,sdg,GordMe00,rush_yds,58,,,,,
player,201810070sdg,sdg,GordMe00,rush_td,1,,,,,
player,201810070sdg,sdg,GordMe00,rush_long,16,,,,,
player,201810070sdg,sdg,GordMe00,targets,4,,,,,
player,201810070sdg,sdg,GordMe00,rec,4,,,,,
player,201810070sdg,sdg,GordMe00,rec_yds,62,,,,,
player,201810070sdg,sdg,GordMe00,rec_td,0,,,,,
player,201810070sdg,sdg,GordMe00,rec_long,34,,,,,
player,201810070sdg,sdg,GordMe00,fumbles,0,,,,,
player,201810070sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201810070sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201810070sdg,sdg,EkelAu00,rush_att,6,,,,,
player,201810070sdg,sdg,EkelAu00,rush_yds,15,,,,,
player,201810070sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201810070sdg,sdg,EkelAu00,rush_long,12,,,,,
player,201810070sdg,sdg,EkelAu00,targets,3,,,,,
player,201810070sdg,sdg,EkelAu00,rec,1,,,,,
player,201810070sdg,sdg,EkelAu00,rec_yds,44,,,,,
player,201810070sdg,sdg,EkelAu00,rec_td,1,,,,,
player,201810070sdg,sdg,EkelAu00,rec_long,44,,,,,
player,201810070sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201810070sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201810070sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201810070sdg,sdg,AlleKe00,rush_att,1,,,,,
player,201810070sdg,sdg,AlleKe00,rush_yds,5,,,,,
player,201810070sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201810070sdg,sdg,AlleKe00,rush_long,5,,,,,
player,201810070sdg,sdg,AlleKe00,targets,9,,,,,
player,201810070sdg,sdg,AlleKe00,rec,8,,,,,
player,201810070sdg,sdg,AlleKe00,rec_yds,90,,,,,
player,201810070sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201810070sdg,sdg,AlleKe00,rec_long,19,,,,,
player,201810070sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201810070sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_att,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_td,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_int,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_long,0,,,,,
player,201810070sdg,sdg,WillMi07,pass_rating,,,,,,
player,201810070sdg,sdg,WillMi07,rush_att,1,,,,,
player,201810070sdg,sdg,WillMi07,rush_yds,3,,,,,
player,201810070sdg,sdg,WillMi07,rush_td,0,,,,,
player,201810070sdg,sdg,WillMi07,rush_long,3,,,,,
player,201810070sdg,sdg,WillMi07,targets,4,,,,,
player,201810070sdg,sdg,WillMi07,rec,3,,,,,
player,201810070sdg,sdg,WillMi07,rec_yds,45,,,,,
player,201810070sdg,sdg,WillMi07,rec_td,0,,,,,
player,201810070sdg,sdg,WillMi07,rec_long,26,,,,,
player,201810070sdg,sdg,WillMi07,fumbles,0,,,,,
player,201810070sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_att,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_td,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_int,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_long,0,,,,,
player,201810070sdg,sdg,WillTy00,pass_rating,,,,,,
player,201810070sdg,sdg,WillTy00,rush_att,0,,,,,
player,201810070sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201810070sdg,sdg,WillTy00,rush_td,0,,,,,
player,201810070sdg,sdg,WillTy00,rush_long,0,,,,,
player,201810070sdg,sdg,WillTy00,targets,3,,,,,
player,201810070sdg,sdg,WillTy00,rec,3,,,,,
player,201810070sdg,sdg,WillTy00,rec_yds,66,,,,,
player,201810070sdg,sdg,WillTy00,rec_td,0,,,,,
player,201810070sdg,sdg,WillTy00,rec_long,48,,,,,
player,201810070sdg,sdg,WillTy00,fumbles,0,,,,,
player,201810070sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_att,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_td,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_int,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_long,0,,,,,
player,201810070sdg,sdg,GateAn00,pass_rating,,,,,,
player,201810070sdg,sdg,GateAn00,rush_att,0,,,,,
player,201810070sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201810070sdg,sdg,GateAn00,rush_td,0,,,,,
player,201810070sdg,sdg,GateAn00,rush_long,0,,,,,
player,201810070sdg,sdg,GateAn00,targets,2,,,,,
player,201810070sdg,sdg,GateAn00,rec,2,,,,,
player,201810070sdg,sdg,GateAn00,rec_yds,19,,,,,
player,201810070sdg,sdg,GateAn00,rec_td,0,,,,,
player,201810070sdg,sdg,GateAn00,rec_long,16,,,,,
player,201810070sdg,sdg,GateAn00,fumbles,0,,,,,
player,201810070sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_cmp,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_att,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_yds,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_td,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_int,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_sacked,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_long,0,,,,,
player,201810070sdg,sdg,GreeVi00,pass_rating,,,,,,
player,201810070sdg,sdg,GreeVi00,rush_att,0,,,,,
player,201810070sdg,sdg,GreeVi00,rush_yds,0,,,,,
player,201810070sdg,sdg,GreeVi00,rush_td,0,,,,,
player,201810070sdg,sdg,GreeVi00,rush_long,0,,,,,
player,201810070sdg,sdg,GreeVi00,targets,1,,,,,
player,201810070sdg,sdg,GreeVi00,rec,1,,,,,
player,201810070sdg,sdg,GreeVi00,rec_yds,13,,,,,
player,201810070sdg,sdg,GreeVi00,rec_td,1,,,,,
player,201810070sdg,sdg,GreeVi00,rec_long,13,,,,,
player,201810070sdg,sdg,GreeVi00,fumbles,0,,,,,
player,201810070sdg,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_cmp,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_att,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_yds,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_td,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_int,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_sacked,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_sacked_yds,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_long,0,,,,,
player,201810070sdg,sdg,IngrMe00,pass_rating,,,,,,
player,201810070sdg,sdg,IngrMe00,rush_att,1,,,,,
player,201810070sdg,sdg,IngrMe00,rush_yds,0,,,,,
player,201810070sdg,sdg,IngrMe00,rush_td,0,,,,,
player,201810070sdg,sdg,IngrMe00,rush_long,0,,,,,
player,201810070sdg,sdg,IngrMe00,targets,0,,,,,
player,201810070sdg,sdg,IngrMe00,rec,0,,,,,
player,201810070sdg,sdg,IngrMe00,rec_yds,0,,,,,
player,201810070sdg,sdg,IngrMe00,rec_td,0,,,,,
player,201810070sdg,sdg,IngrMe00,rec_long,0,,,,,
player,201810070sdg,sdg,IngrMe00,fumbles,0,,,,,
player,201810070sdg,sdg,IngrMe00,fumbles_lost,0,,,,,
player,201810070sdg,rai,IrviBr00,def_int,0,,,,,
player,201810070sdg,rai,IrviBr00,def_int_yds,0,,,,,
player,201810070sdg,rai,IrviBr00,def_int_td,0,,,,,
player,201810070sdg,rai,IrviBr00,def_int_long,0,,,,,
player,201810070sdg,rai,IrviBr00,pass_defended,0,,,,,
player,201810070sdg,rai,IrviBr00,sacks,1.0,,,,,
player,201810070sdg,rai,IrviBr00,tackles_combined,1,,,,,
player,201810070sdg,rai,IrviBr00,tackles_solo,1,,,,,
player,201810070sdg,rai,IrviBr00,tackles_assists,0,,,,,
player,201810070sdg,rai,IrviBr00,tackles_loss,1,,,,,
player,201810070sdg,rai,IrviBr00,qb_hits,1,,,,,
player,201810070sdg,rai,IrviBr00,fumbles_rec,0,,,,,
player,201810070sdg,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201810070sdg,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201810070sdg,rai,IrviBr00,fumbles_forced,0,,,,,
player,201810070sdg,rai,WhitTa00,def_int,0,,,,,
player,201810070sdg,rai,WhitTa00,def_int_yds,0,,,,,
player,201810070sdg,rai,WhitTa00,def_int_td,0,,,,,
player,201810070sdg,rai,WhitTa00,def_int_long,0,,,,,
player,201810070sdg,rai,WhitTa00,pass_defended,0,,,,,
player,201810070sdg,rai,WhitTa00,sacks,0.0,,,,,
player,201810070sdg,rai,WhitTa00,tackles_combined,9,,,,,
player,201810070sdg,rai,WhitTa00,tackles_solo,6,,,,,
player,201810070sdg,rai,WhitTa00,tackles_assists,3,,,,,
player,201810070sdg,rai,WhitTa00,tackles_loss,0,,,,,
player,201810070sdg,rai,WhitTa00,qb_hits,0,,,,,
player,201810070sdg,rai,WhitTa00,fumbles_rec,0,,,,,
player,201810070sdg,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201810070sdg,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201810070sdg,rai,WhitTa00,fumbles_forced,0,,,,,
player,201810070sdg,rai,WorlDa00,def_int,0,,,,,
player,201810070sdg,rai,WorlDa00,def_int_yds,0,,,,,
player,201810070sdg,rai,WorlDa00,def_int_td,0,,,,,
player,201810070sdg,rai,WorlDa00,def_int_long,0,,,,,
