game,2018,13,20181202,201812020atl,rav,"Baltimore Ravens",26,atl,"Atlanta Falcons",16
player,201812020atl,rav,JackLa00,rush_yds,75,,,,,
player,201812020atl,rav,JackLa00,rush_td,1,,,,,
player,201812020atl,rav,JackLa00,rush_long,16,,,,,
player,201812020atl,rav,JackLa00,targets,0,,,,,
player,201812020atl,rav,JackLa00,rec,0,,,,,
player,201812020atl,rav,JackLa00,rec_yds,0,,,,,
player,201812020atl,rav,JackLa00,rec_td,0,,,,,
player,201812020atl,rav,JackLa00,rec_long,0,,,,,
player,201812020atl,rav,JackLa00,fumbles,3,,,,,
player,201812020atl,rav,JackLa00,fumbles_lost,1,,,,,
player,201812020atl,rav,GrifRo01,pass_cmp,2,,,,,
player,201812020atl,rav,GrifRo01,pass_att,4,,,,,
player,201812020atl,rav,GrifRo01,pass_yds,21,,,,,
player,201812020atl,rav,GrifRo01,pass_td,0,,,,,
player,201812020atl,rav,GrifRo01,pass_int,0,,,,,
player,201812020atl,rav,GrifRo01,pass_sacked,0,,,,,
player,201812020atl,rav,GrifRo01,pass_sacked_yds,0,,,,,
player,201812020atl,rav,GrifRo01,pass_long,14,,,,,
player,201812020atl,rav,GrifRo01,pass_rating,65.6,,,,,
player,201812020atl,rav,GrifRo01,rush_att,0,,,,,
player,201812020atl,rav,GrifRo01,rush_yds,0,,,,,
player,201812020atl,rav,GrifRo01,rush_td,0,,,,,
player,201812020atl,rav,GrifRo01,rush_long,0,,,,,
player,201812020atl,rav,GrifRo01,targets,0,,,,,
player,201812020atl,rav,GrifRo01,rec,0,,,,,
player,201812020atl,rav,GrifRo01,rec_yds,0,,,,,
player,201812020atl,rav,GrifRo01,rec_td,0,,,,,
player,201812020atl,rav,GrifRo01,rec_long,0,,,,,
player,201812020atl,rav,GrifRo01,fumbles,0,,,,,
player,201812020atl,rav,GrifRo01,fumbles_lost,0,,,,,
player,201812020atl,rav,KochSa20,pass_cmp,1,,,,,
player,201812020atl,rav,KochSa20,pass_att,1,,,,,
player,201812020atl,rav,KochSa20,pass_yds,21,,,,,
player,201812020atl,rav,KochSa20,pass_td,0,,,,,
player,201812020atl,rav,KochSa20,pass_int,0,,,,,
player,201812020atl,rav,KochSa20,pass_sacked,0,,,,,
player,201812020atl,rav,KochSa20,pass_sacked_yds,0,,,,,
player,201812020atl,rav,KochSa20,pass_long,21,,,,,
player,201812020atl,rav,KochSa20,pass_rating,118.7,,,,,
player,201812020atl,rav,KochSa20,rush_att,0,,,,,
player,201812020atl,rav,KochSa20,rush_yds,0,,,,,
player,201812020atl,rav,KochSa20,rush_td,0,,,,,
player,201812020atl,rav,KochSa20,rush_long,0,,,,,
player,201812020atl,rav,KochSa20,targets,0,,,,,
player,201812020atl,rav,KochSa20,rec,0,,,,,
player,201812020atl,rav,KochSa20,rec_yds,0,,,,,
player,201812020atl,rav,KochSa20,rec_td,0,,,,,
player,201812020atl,rav,KochSa20,rec_long,0,,,,,
player,201812020atl,rav,KochSa20,fumbles,0,,,,,
player,201812020atl,rav,KochSa20,fumbles_lost,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_cmp,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_att,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_yds,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_td,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_int,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_sacked,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_long,0,,,,,
player,201812020atl,rav,EdwaGu00,pass_rating,,,,,,
player,201812020atl,rav,EdwaGu00,rush_att,21,,,,,
player,201812020atl,rav,EdwaGu00,rush_yds,82,,,,,
player,201812020atl,rav,EdwaGu00,rush_td,0,,,,,
player,201812020atl,rav,EdwaGu00,rush_long,9,,,,,
player,201812020atl,rav,EdwaGu00,targets,0,,,,,
player,201812020atl,rav,EdwaGu00,rec,0,,,,,
player,201812020atl,rav,EdwaGu00,rec_yds,0,,,,,
player,201812020atl,rav,EdwaGu00,rec_td,0,,,,,
player,201812020atl,rav,EdwaGu00,rec_long,0,,,,,
player,201812020atl,rav,EdwaGu00,fumbles,0,,,,,
player,201812020atl,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201812020atl,rav,DixoKe00,pass_cmp,0,,,,,
player,201812020atl,rav,DixoKe00,pass_att,0,,,,,
player,201812020atl,rav,DixoKe00,pass_yds,0,,,,,
player,201812020atl,rav,DixoKe00,pass_td,0,,,,,
player,201812020atl,rav,DixoKe00,pass_int,0,,,,,
player,201812020atl,rav,DixoKe00,pass_sacked,0,,,,,
player,201812020atl,rav,DixoKe00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,DixoKe00,pass_long,0,,,,,
player,201812020atl,rav,DixoKe00,pass_rating,,,,,,
player,201812020atl,rav,DixoKe00,rush_att,8,,,,,
player,201812020atl,rav,DixoKe00,rush_yds,37,,,,,
player,201812020atl,rav,DixoKe00,rush_td,0,,,,,
player,201812020atl,rav,DixoKe00,rush_long,13,,,,,
player,201812020atl,rav,DixoKe00,targets,1,,,,,
player,201812020atl,rav,DixoKe00,rec,1,,,,,
player,201812020atl,rav,DixoKe00,rec_yds,6,,,,,
player,201812020atl,rav,DixoKe00,rec_td,0,,,,,
player,201812020atl,rav,DixoKe00,rec_long,6,,,,,
player,201812020atl,rav,DixoKe00,fumbles,1,,,,,
player,201812020atl,rav,DixoKe00,fumbles_lost,0,,,,,
player,201812020atl,rav,MontTy01,pass_cmp,0,,,,,
player,201812020atl,rav,MontTy01,pass_att,0,,,,,
player,201812020atl,rav,MontTy01,pass_yds,0,,,,,
player,201812020atl,rav,MontTy01,pass_td,0,,,,,
player,201812020atl,rav,MontTy01,pass_int,0,,,,,
player,201812020atl,rav,MontTy01,pass_sacked,0,,,,,
player,201812020atl,rav,MontTy01,pass_sacked_yds,0,,,,,
player,201812020atl,rav,MontTy01,pass_long,0,,,,,
player,201812020atl,rav,MontTy01,pass_rating,,,,,,
player,201812020atl,rav,MontTy01,rush_att,3,,,,,
player,201812020atl,rav,MontTy01,rush_yds,13,,,,,
player,201812020atl,rav,MontTy01,rush_td,0,,,,,
player,201812020atl,rav,MontTy01,rush_long,7,,,,,
player,201812020atl,rav,MontTy01,targets,7,,,,,
player,201812020atl,rav,MontTy01,rec,5,,,,,
player,201812020atl,rav,MontTy01,rec_yds,42,,,,,
player,201812020atl,rav,MontTy01,rec_td,0,,,,,
player,201812020atl,rav,MontTy01,rec_long,14,,,,,
player,201812020atl,rav,MontTy01,fumbles,0,,,,,
player,201812020atl,rav,MontTy01,fumbles_lost,0,,,,,
player,201812020atl,rav,AndrMa00,pass_cmp,0,,,,,
player,201812020atl,rav,AndrMa00,pass_att,0,,,,,
player,201812020atl,rav,AndrMa00,pass_yds,0,,,,,
player,201812020atl,rav,AndrMa00,pass_td,0,,,,,
player,201812020atl,rav,AndrMa00,pass_int,0,,,,,
player,201812020atl,rav,AndrMa00,pass_sacked,0,,,,,
player,201812020atl,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,AndrMa00,pass_long,0,,,,,
player,201812020atl,rav,AndrMa00,pass_rating,,,,,,
player,201812020atl,rav,AndrMa00,rush_att,0,,,,,
player,201812020atl,rav,AndrMa00,rush_yds,0,,,,,
player,201812020atl,rav,AndrMa00,rush_td,0,,,,,
player,201812020atl,rav,AndrMa00,rush_long,0,,,,,
player,201812020atl,rav,AndrMa00,targets,3,,,,,
player,201812020atl,rav,AndrMa00,rec,3,,,,,
player,201812020atl,rav,AndrMa00,rec_yds,47,,,,,
player,201812020atl,rav,AndrMa00,rec_td,0,,,,,
player,201812020atl,rav,AndrMa00,rec_long,21,,,,,
player,201812020atl,rav,AndrMa00,fumbles,0,,,,,
player,201812020atl,rav,AndrMa00,fumbles_lost,0,,,,,
player,201812020atl,rav,CrabMi00,pass_cmp,0,,,,,
player,201812020atl,rav,CrabMi00,pass_att,0,,,,,
player,201812020atl,rav,CrabMi00,pass_yds,0,,,,,
player,201812020atl,rav,CrabMi00,pass_td,0,,,,,
player,201812020atl,rav,CrabMi00,pass_int,0,,,,,
player,201812020atl,rav,CrabMi00,pass_sacked,0,,,,,
player,201812020atl,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,CrabMi00,pass_long,0,,,,,
player,201812020atl,rav,CrabMi00,pass_rating,,,,,,
player,201812020atl,rav,CrabMi00,rush_att,0,,,,,
player,201812020atl,rav,CrabMi00,rush_yds,0,,,,,
player,201812020atl,rav,CrabMi00,rush_td,0,,,,,
player,201812020atl,rav,CrabMi00,rush_long,0,,,,,
player,201812020atl,rav,CrabMi00,targets,4,,,,,
player,201812020atl,rav,CrabMi00,rec,3,,,,,
player,201812020atl,rav,CrabMi00,rec_yds,36,,,,,
player,201812020atl,rav,CrabMi00,rec_td,0,,,,,
player,201812020atl,rav,CrabMi00,rec_long,18,,,,,
player,201812020atl,rav,CrabMi00,fumbles,0,,,,,
player,201812020atl,rav,CrabMi00,fumbles_lost,0,,,,,
player,201812020atl,rav,MoorCh00,pass_cmp,0,,,,,
player,201812020atl,rav,MoorCh00,pass_att,0,,,,,
player,201812020atl,rav,MoorCh00,pass_yds,0,,,,,
player,201812020atl,rav,MoorCh00,pass_td,0,,,,,
player,201812020atl,rav,MoorCh00,pass_int,0,,,,,
player,201812020atl,rav,MoorCh00,pass_sacked,0,,,,,
player,201812020atl,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,MoorCh00,pass_long,0,,,,,
player,201812020atl,rav,MoorCh00,pass_rating,,,,,,
player,201812020atl,rav,MoorCh00,rush_att,0,,,,,
player,201812020atl,rav,MoorCh00,rush_yds,0,,,,,
player,201812020atl,rav,MoorCh00,rush_td,0,,,,,
player,201812020atl,rav,MoorCh00,rush_long,0,,,,,
player,201812020atl,rav,MoorCh00,targets,1,,,,,
player,201812020atl,rav,MoorCh00,rec,1,,,,,
player,201812020atl,rav,MoorCh00,rec_yds,21,,,,,
player,201812020atl,rav,MoorCh00,rec_td,0,,,,,
player,201812020atl,rav,MoorCh00,rec_long,21,,,,,
player,201812020atl,rav,MoorCh00,fumbles,0,,,,,
player,201812020atl,rav,MoorCh00,fumbles_lost,0,,,,,
player,201812020atl,rav,SneaWi00,pass_cmp,0,,,,,
player,201812020atl,rav,SneaWi00,pass_att,0,,,,,
player,201812020atl,rav,SneaWi00,pass_yds,0,,,,,
player,201812020atl,rav,SneaWi00,pass_td,0,,,,,
player,201812020atl,rav,SneaWi00,pass_int,0,,,,,
player,201812020atl,rav,SneaWi00,pass_sacked,0,,,,,
player,201812020atl,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,SneaWi00,pass_long,0,,,,,
player,201812020atl,rav,SneaWi00,pass_rating,,,,,,
player,201812020atl,rav,SneaWi00,rush_att,0,,,,,
player,201812020atl,rav,SneaWi00,rush_yds,0,,,,,
player,201812020atl,rav,SneaWi00,rush_td,0,,,,,
player,201812020atl,rav,SneaWi00,rush_long,0,,,,,
player,201812020atl,rav,SneaWi00,targets,3,,,,,
player,201812020atl,rav,SneaWi00,rec,1,,,,,
player,201812020atl,rav,SneaWi00,rec_yds,8,,,,,
player,201812020atl,rav,SneaWi00,rec_td,0,,,,,
player,201812020atl,rav,SneaWi00,rec_long,8,,,,,
player,201812020atl,rav,SneaWi00,fumbles,0,,,,,
player,201812020atl,rav,SneaWi00,fumbles_lost,0,,,,,
player,201812020atl,rav,BoylNi00,pass_cmp,0,,,,,
player,201812020atl,rav,BoylNi00,pass_att,0,,,,,
player,201812020atl,rav,BoylNi00,pass_yds,0,,,,,
player,201812020atl,rav,BoylNi00,pass_td,0,,,,,
player,201812020atl,rav,BoylNi00,pass_int,0,,,,,
player,201812020atl,rav,BoylNi00,pass_sacked,0,,,,,
player,201812020atl,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201812020atl,rav,BoylNi00,pass_long,0,,,,,
player,201812020atl,rav,BoylNi00,pass_rating,,,,,,
player,201812020atl,rav,BoylNi00,rush_att,0,,,,,
player,201812020atl,rav,BoylNi00,rush_yds,0,,,,,
player,201812020atl,rav,BoylNi00,rush_td,0,,,,,
player,201812020atl,rav,BoylNi00,rush_long,0,,,,,
player,201812020atl,rav,BoylNi00,targets,2,,,,,
player,201812020atl,rav,BoylNi00,rec,1,,,,,
player,201812020atl,rav,BoylNi00,rec_yds,7,,,,,
player,201812020atl,rav,BoylNi00,rec_td,0,,,,,
player,201812020atl,rav,BoylNi00,rec_long,7,,,,,
player,201812020atl,rav,BoylNi00,fumbles,0,,,,,
player,201812020atl,rav,BoylNi00,fumbles_lost,0,,,,,
player,201812020atl,rav,BrowJo02,pass_cmp,0,,,,,
player,201812020atl,rav,BrowJo02,pass_att,0,,,,,
player,201812020atl,rav,BrowJo02,pass_yds,0,,,,,
player,201812020atl,rav,BrowJo02,pass_td,0,,,,,
player,201812020atl,rav,BrowJo02,pass_int,0,,,,,
player,201812020atl,rav,BrowJo02,pass_sacked,0,,,,,
player,201812020atl,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201812020atl,rav,BrowJo02,pass_long,0,,,,,
player,201812020atl,rav,BrowJo02,pass_rating,,,,,,
player,201812020atl,rav,BrowJo02,rush_att,0,,,,,
player,201812020atl,rav,BrowJo02,rush_yds,0,,,,,
player,201812020atl,rav,BrowJo02,rush_td,0,,,,,
player,201812020atl,rav,BrowJo02,rush_long,0,,,,,
player,201812020atl,rav,BrowJo02,targets,4,,,,,
player,201812020atl,rav,BrowJo02,rec,0,,,,,
player,201812020atl,rav,BrowJo02,rec_yds,0,,,,,
player,201812020atl,rav,BrowJo02,rec_td,0,,,,,
player,201812020atl,rav,BrowJo02,rec_long,0,,,,,
player,201812020atl,rav,BrowJo02,fumbles,0,,,,,
player,201812020atl,rav,BrowJo02,fumbles_lost,0,,,,,
player,201812020atl,atl,RyanMa00,pass_cmp,16,,,,,
player,201812020atl,atl,RyanMa00,pass_att,26,,,,,
player,201812020atl,atl,RyanMa00,pass_yds,131,,,,,
player,201812020atl,atl,RyanMa00,pass_td,1,,,,,
player,201812020atl,atl,RyanMa00,pass_int,0,,,,,
player,201812020atl,atl,RyanMa00,pass_sacked,3,,,,,
player,201812020atl,atl,RyanMa00,pass_sacked_yds,34,,,,,
player,201812020atl,atl,RyanMa00,pass_long,17,,,,,
player,201812020atl,atl,RyanMa00,pass_rating,87.2,,,,,
player,201812020atl,atl,RyanMa00,rush_att,2,,,,,
player,201812020atl,atl,RyanMa00,rush_yds,4,,,,,
player,201812020atl,atl,RyanMa00,rush_td,0,,,,,
player,201812020atl,atl,RyanMa00,rush_long,5,,,,,
player,201812020atl,atl,RyanMa00,targets,0,,,,,
player,201812020atl,atl,RyanMa00,rec,0,,,,,
player,201812020atl,atl,RyanMa00,rec_yds,0,,,,,
player,201812020atl,atl,RyanMa00,rec_td,0,,,,,
player,201812020atl,atl,RyanMa00,rec_long,0,,,,,
player,201812020atl,atl,RyanMa00,fumbles,1,,,,,
player,201812020atl,atl,RyanMa00,fumbles_lost,1,,,,,
player,201812020atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201812020atl,atl,SanuMo00,pass_att,1,,,,,
player,201812020atl,atl,SanuMo00,pass_yds,0,,,,,
player,201812020atl,atl,SanuMo00,pass_td,0,,,,,
player,201812020atl,atl,SanuMo00,pass_int,0,,,,,
player,201812020atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201812020atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201812020atl,atl,SanuMo00,pass_long,0,,,,,
player,201812020atl,atl,SanuMo00,pass_rating,39.6,,,,,
player,201812020atl,atl,SanuMo00,rush_att,0,,,,,
player,201812020atl,atl,SanuMo00,rush_yds,0,,,,,
player,201812020atl,atl,SanuMo00,rush_td,0,,,,,
player,201812020atl,atl,SanuMo00,rush_long,0,,,,,
player,201812020atl,atl,SanuMo00,targets,4,,,,,
player,201812020atl,atl,SanuMo00,rec,3,,,,,
player,201812020atl,atl,SanuMo00,rec_yds,37,,,,,
player,201812020atl,atl,SanuMo00,rec_td,0,,,,,
player,201812020atl,atl,SanuMo00,rec_long,15,,,,,
player,201812020atl,atl,SanuMo00,fumbles,0,,,,,
player,201812020atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201812020atl,atl,SmitIt00,pass_cmp,0,,,,,
player,201812020atl,atl,SmitIt00,pass_att,0,,,,,
player,201812020atl,atl,SmitIt00,pass_yds,0,,,,,
player,201812020atl,atl,SmitIt00,pass_td,0,,,,,
player,201812020atl,atl,SmitIt00,pass_int,0,,,,,
player,201812020atl,atl,SmitIt00,pass_sacked,0,,,,,
player,201812020atl,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201812020atl,atl,SmitIt00,pass_long,0,,,,,
player,201812020atl,atl,SmitIt00,pass_rating,,,,,,
player,201812020atl,atl,SmitIt00,rush_att,7,,,,,
player,201812020atl,atl,SmitIt00,rush_yds,22,,,,,
player,201812020atl,atl,SmitIt00,rush_td,0,,,,,
player,201812020atl,atl,SmitIt00,rush_long,11,,,,,
player,201812020atl,atl,SmitIt00,targets,1,,,,,
player,201812020atl,atl,SmitIt00,rec,1,,,,,
player,201812020atl,atl,SmitIt00,rec_yds,0,,,,,
player,201812020atl,atl,SmitIt00,rec_td,0,,,,,
player,201812020atl,atl,SmitIt00,rec_long,0,,,,,
player,201812020atl,atl,SmitIt00,fumbles,0,,,,,
player,201812020atl,atl,SmitIt00,fumbles_lost,0,,,,,
player,201812020atl,atl,ColeTe01,pass_cmp,0,,,,,
player,201812020atl,atl,ColeTe01,pass_att,0,,,,,
player,201812020atl,atl,ColeTe01,pass_yds,0,,,,,
player,201812020atl,atl,ColeTe01,pass_td,0,,,,,
player,201812020atl,atl,ColeTe01,pass_int,0,,,,,
player,201812020atl,atl,ColeTe01,pass_sacked,0,,,,,
player,201812020atl,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201812020atl,atl,ColeTe01,pass_long,0,,,,,
player,201812020atl,atl,ColeTe01,pass_rating,,,,,,
player,201812020atl,atl,ColeTe01,rush_att,6,,,,,
player,201812020atl,atl,ColeTe01,rush_yds,8,,,,,
player,201812020atl,atl,ColeTe01,rush_td,0,,,,,
player,201812020atl,atl,ColeTe01,rush_long,8,,,,,
player,201812020atl,atl,ColeTe01,targets,3,,,,,
player,201812020atl,atl,ColeTe01,rec,1,,,,,
player,201812020atl,atl,ColeTe01,rec_yds,3,,,,,
player,201812020atl,atl,ColeTe01,rec_td,0,,,,,
player,201812020atl,atl,ColeTe01,rec_long,3,,,,,
player,201812020atl,atl,ColeTe01,fumbles,1,,,,,
player,201812020atl,atl,ColeTe01,fumbles_lost,0,,,,,
player,201812020atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201812020atl,atl,HoopAu00,pass_att,0,,,,,
player,201812020atl,atl,HoopAu00,pass_yds,0,,,,,
player,201812020atl,atl,HoopAu00,pass_td,0,,,,,
player,201812020atl,atl,HoopAu00,pass_int,0,,,,,
player,201812020atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201812020atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201812020atl,atl,HoopAu00,pass_long,0,,,,,
player,201812020atl,atl,HoopAu00,pass_rating,,,,,,
player,201812020atl,atl,HoopAu00,rush_att,0,,,,,
player,201812020atl,atl,HoopAu00,rush_yds,0,,,,,
player,201812020atl,atl,HoopAu00,rush_td,0,,,,,
player,201812020atl,atl,HoopAu00,rush_long,0,,,,,
player,201812020atl,atl,HoopAu00,targets,5,,,,,
player,201812020atl,atl,HoopAu00,rec,5,,,,,
player,201812020atl,atl,HoopAu00,rec_yds,44,,,,,
player,201812020atl,atl,HoopAu00,rec_td,1,,,,,
player,201812020atl,atl,HoopAu00,rec_long,17,,,,,
player,201812020atl,atl,HoopAu00,fumbles,0,,,,,
player,201812020atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201812020atl,atl,RidlCa00,pass_cmp,0,,,,,
player,201812020atl,atl,RidlCa00,pass_att,0,,,,,
player,201812020atl,atl,RidlCa00,pass_yds,0,,,,,
player,201812020atl,atl,RidlCa00,pass_td,0,,,,,
player,201812020atl,atl,RidlCa00,pass_int,0,,,,,
player,201812020atl,atl,RidlCa00,pass_sacked,0,,,,,
player,201812020atl,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201812020atl,atl,RidlCa00,pass_long,0,,,,,
player,201812020atl,atl,RidlCa00,pass_rating,,,,,,
player,201812020atl,atl,RidlCa00,rush_att,0,,,,,
player,201812020atl,atl,RidlCa00,rush_yds,0,,,,,
player,201812020atl,atl,RidlCa00,rush_td,0,,,,,
player,201812020atl,atl,RidlCa00,rush_long,0,,,,,
player,201812020atl,atl,RidlCa00,targets,5,,,,,
player,201812020atl,atl,RidlCa00,rec,3,,,,,
player,201812020atl,atl,RidlCa00,rec_yds,22,,,,,
player,201812020atl,atl,RidlCa00,rec_td,0,,,,,
player,201812020atl,atl,RidlCa00,rec_long,10,,,,,
player,201812020atl,atl,RidlCa00,fumbles,0,,,,,
player,201812020atl,atl,RidlCa00,fumbles_lost,0,,,,,
player,201812020atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201812020atl,atl,JoneJu02,pass_att,0,,,,,
player,201812020atl,atl,JoneJu02,pass_yds,0,,,,,
player,201812020atl,atl,JoneJu02,pass_td,0,,,,,
player,201812020atl,atl,JoneJu02,pass_int,0,,,,,
player,201812020atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201812020atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201812020atl,atl,JoneJu02,pass_long,0,,,,,
player,201812020atl,atl,JoneJu02,pass_rating,,,,,,
player,201812020atl,atl,JoneJu02,rush_att,0,,,,,
player,201812020atl,atl,JoneJu02,rush_yds,0,,,,,
player,201812020atl,atl,JoneJu02,rush_td,0,,,,,
player,201812020atl,atl,JoneJu02,rush_long,0,,,,,
player,201812020atl,atl,JoneJu02,targets,8,,,,,
player,201812020atl,atl,JoneJu02,rec,2,,,,,
player,201812020atl,atl,JoneJu02,rec_yds,18,,,,,
player,201812020atl,atl,JoneJu02,rec_td,0,,,,,
player,201812020atl,atl,JoneJu02,rec_long,9,,,,,
player,201812020atl,atl,JoneJu02,fumbles,0,,,,,
player,201812020atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201812020atl,atl,GageRu00,pass_cmp,0,,,,,
player,201812020atl,atl,GageRu00,pass_att,0,,,,,
player,201812020atl,atl,GageRu00,pass_yds,0,,,,,
player,201812020atl,atl,GageRu00,pass_td,0,,,,,
player,201812020atl,atl,GageRu00,pass_int,0,,,,,
player,201812020atl,atl,GageRu00,pass_sacked,0,,,,,
player,201812020atl,atl,GageRu00,pass_sacked_yds,0,,,,,
player,201812020atl,atl,GageRu00,pass_long,0,,,,,
player,201812020atl,atl,GageRu00,pass_rating,,,,,,
player,201812020atl,atl,GageRu00,rush_att,0,,,,,
player,201812020atl,atl,GageRu00,rush_yds,0,,,,,
player,201812020atl,atl,GageRu00,rush_td,0,,,,,
player,201812020atl,atl,GageRu00,rush_long,0,,,,,
player,201812020atl,atl,GageRu00,targets,1,,,,,
player,201812020atl,atl,GageRu00,rec,1,,,,,
player,201812020atl,atl,GageRu00,rec_yds,7,,,,,
player,201812020atl,atl,GageRu00,rec_td,0,,,,,
player,201812020atl,atl,GageRu00,rec_long,7,,,,,
player,201812020atl,atl,GageRu00,fumbles,0,,,,,
player,201812020atl,atl,GageRu00,fumbles_lost,0,,,,,
player,201812020atl,rav,SuggTe99,def_int,0,,,,,
player,201812020atl,rav,SuggTe99,def_int_yds,0,,,,,
player,201812020atl,rav,SuggTe99,def_int_td,0,,,,,
player,201812020atl,rav,SuggTe99,def_int_long,0,,,,,
player,201812020atl,rav,SuggTe99,pass_defended,0,,,,,
player,201812020atl,rav,SuggTe99,sacks,1.0,,,,,
player,201812020atl,rav,SuggTe99,tackles_combined,3,,,,,
player,201812020atl,rav,SuggTe99,tackles_solo,2,,,,,
player,201812020atl,rav,SuggTe99,tackles_assists,1,,,,,
player,201812020atl,rav,SuggTe99,tackles_loss,2,,,,,
player,201812020atl,rav,SuggTe99,qb_hits,3,,,,,
player,201812020atl,rav,SuggTe99,fumbles_rec,0,,,,,
player,201812020atl,rav,SuggTe99,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,SuggTe99,fumbles_rec_td,0,,,,,
player,201812020atl,rav,SuggTe99,fumbles_forced,0,,,,,
player,201812020atl,rav,OnwuPa00,def_int,0,,,,,
player,201812020atl,rav,OnwuPa00,def_int_yds,0,,,,,
player,201812020atl,rav,OnwuPa00,def_int_td,0,,,,,
player,201812020atl,rav,OnwuPa00,def_int_long,0,,,,,
player,201812020atl,rav,OnwuPa00,pass_defended,0,,,,,
player,201812020atl,rav,OnwuPa00,sacks,1.0,,,,,
player,201812020atl,rav,OnwuPa00,tackles_combined,2,,,,,
player,201812020atl,rav,OnwuPa00,tackles_solo,2,,,,,
player,201812020atl,rav,OnwuPa00,tackles_assists,0,,,,,
player,201812020atl,rav,OnwuPa00,tackles_loss,0,,,,,
player,201812020atl,rav,OnwuPa00,qb_hits,1,,,,,
player,201812020atl,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201812020atl,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201812020atl,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201812020atl,rav,OnwuPa00,fumbles_forced,1,,,,,
