game,2018,1,20180910,201809100rai,ram,"Los Angeles Rams",33,rai,"Oakland Raiders",13
player,201809100rai,rai,MartDo00,pos,RB,,,,,
player,201809100rai,rai,MartDo00,offense,9,,,,,
player,201809100rai,rai,MartDo00,off_pct,13%,,,,,
player,201809100rai,rai,MartDo00,defense,0,,,,,
player,201809100rai,rai,MartDo00,def_pct,0%,,,,,
player,201809100rai,rai,MartDo00,special_teams,0,,,,,
player,201809100rai,rai,MartDo00,st_pct,0%,,,,,
player,201809100rai,rai,SmitLe00,pos,TE,,,,,
player,201809100rai,rai,SmitLe00,offense,8,,,,,
player,201809100rai,rai,SmitLe00,off_pct,11%,,,,,
player,201809100rai,rai,SmitLe00,defense,0,,,,,
player,201809100rai,rai,SmitLe00,def_pct,0%,,,,,
player,201809100rai,rai,SmitLe00,special_teams,15,,,,,
player,201809100rai,rai,SmitLe00,st_pct,50%,,,,,
player,201809100rai,rai,SmitKe03,pos,FB,,,,,
player,201809100rai,rai,SmitKe03,offense,6,,,,,
player,201809100rai,rai,SmitKe03,off_pct,9%,,,,,
player,201809100rai,rai,SmitKe03,defense,0,,,,,
player,201809100rai,rai,SmitKe03,def_pct,0%,,,,,
player,201809100rai,rai,SmitKe03,special_teams,18,,,,,
player,201809100rai,rai,SmitKe03,st_pct,60%,,,,,
player,201809100rai,rai,WhitTa00,pos,LB,,,,,
player,201809100rai,rai,WhitTa00,offense,0,,,,,
player,201809100rai,rai,WhitTa00,off_pct,0%,,,,,
player,201809100rai,rai,WhitTa00,defense,63,,,,,
player,201809100rai,rai,WhitTa00,def_pct,100%,,,,,
player,201809100rai,rai,WhitTa00,special_teams,8,,,,,
player,201809100rai,rai,WhitTa00,st_pct,27%,,,,,
player,201809100rai,rai,NelsRe99,pos,FS,,,,,
player,201809100rai,rai,NelsRe99,offense,0,,,,,
player,201809100rai,rai,NelsRe99,off_pct,0%,,,,,
player,201809100rai,rai,NelsRe99,defense,63,,,,,
player,201809100rai,rai,NelsRe99,def_pct,100%,,,,,
player,201809100rai,rai,NelsRe99,special_teams,1,,,,,
player,201809100rai,rai,NelsRe99,st_pct,3%,,,,,
player,201809100rai,rai,HallLe98,pos,CB,,,,,
player,201809100rai,rai,HallLe98,offense,0,,,,,
player,201809100rai,rai,HallLe98,off_pct,0%,,,,,
player,201809100rai,rai,HallLe98,defense,62,,,,,
player,201809100rai,rai,HallLe98,def_pct,98%,,,,,
player,201809100rai,rai,HallLe98,special_teams,3,,,,,
player,201809100rai,rai,HallLe98,st_pct,10%,,,,,
player,201809100rai,rai,ConlGa00,pos,CB,,,,,
player,201809100rai,rai,ConlGa00,offense,0,,,,,
player,201809100rai,rai,ConlGa00,off_pct,0%,,,,,
player,201809100rai,rai,ConlGa00,defense,57,,,,,
player,201809100rai,rai,ConlGa00,def_pct,90%,,,,,
player,201809100rai,rai,ConlGa00,special_teams,2,,,,,
player,201809100rai,rai,ConlGa00,st_pct,7%,,,,,
player,201809100rai,rai,GilcMa00,pos,FS,,,,,
player,201809100rai,rai,GilcMa00,offense,0,,,,,
player,201809100rai,rai,GilcMa00,off_pct,0%,,,,,
player,201809100rai,rai,GilcMa00,defense,56,,,,,
player,201809100rai,rai,GilcMa00,def_pct,89%,,,,,
player,201809100rai,rai,GilcMa00,special_teams,12,,,,,
player,201809100rai,rai,GilcMa00,st_pct,40%,,,,,
player,201809100rai,rai,MelvRa00,pos,CB,,,,,
player,201809100rai,rai,MelvRa00,offense,0,,,,,
player,201809100rai,rai,MelvRa00,off_pct,0%,,,,,
player,201809100rai,rai,MelvRa00,defense,49,,,,,
player,201809100rai,rai,MelvRa00,def_pct,78%,,,,,
player,201809100rai,rai,MelvRa00,special_teams,8,,,,,
player,201809100rai,rai,MelvRa00,st_pct,27%,,,,,
player,201809100rai,rai,ElliJu01,pos,DT,,,,,
player,201809100rai,rai,ElliJu01,offense,0,,,,,
player,201809100rai,rai,ElliJu01,off_pct,0%,,,,,
player,201809100rai,rai,ElliJu01,defense,45,,,,,
player,201809100rai,rai,ElliJu01,def_pct,71%,,,,,
player,201809100rai,rai,ElliJu01,special_teams,6,,,,,
player,201809100rai,rai,ElliJu01,st_pct,20%,,,,,
player,201809100rai,rai,HursMa00,pos,DT,,,,,
player,201809100rai,rai,HursMa00,offense,0,,,,,
player,201809100rai,rai,HursMa00,off_pct,0%,,,,,
player,201809100rai,rai,HursMa00,defense,42,,,,,
player,201809100rai,rai,HursMa00,def_pct,67%,,,,,
player,201809100rai,rai,HursMa00,special_teams,1,,,,,
player,201809100rai,rai,HursMa00,st_pct,3%,,,,,
player,201809100rai,rai,RuckFr99,pos,DE,,,,,
player,201809100rai,rai,RuckFr99,offense,0,,,,,
player,201809100rai,rai,RuckFr99,off_pct,0%,,,,,
player,201809100rai,rai,RuckFr99,defense,41,,,,,
player,201809100rai,rai,RuckFr99,def_pct,65%,,,,,
player,201809100rai,rai,RuckFr99,special_teams,6,,,,,
player,201809100rai,rai,RuckFr99,st_pct,20%,,,,,
player,201809100rai,rai,JohnDe25,pos,LB,,,,,
player,201809100rai,rai,JohnDe25,offense,0,,,,,
player,201809100rai,rai,JohnDe25,off_pct,0%,,,,,
player,201809100rai,rai,JohnDe25,defense,39,,,,,
player,201809100rai,rai,JohnDe25,def_pct,62%,,,,,
player,201809100rai,rai,JohnDe25,special_teams,1,,,,,
player,201809100rai,rai,JohnDe25,st_pct,3%,,,,,
player,201809100rai,rai,KeyxAr00,pos,DE,,,,,
player,201809100rai,rai,KeyxAr00,offense,0,,,,,
player,201809100rai,rai,KeyxAr00,off_pct,0%,,,,,
player,201809100rai,rai,KeyxAr00,defense,32,,,,,
player,201809100rai,rai,KeyxAr00,def_pct,51%,,,,,
player,201809100rai,rai,KeyxAr00,special_teams,7,,,,,
player,201809100rai,rai,KeyxAr00,st_pct,23%,,,,,
player,201809100rai,rai,HallP.00,pos,DT,,,,,
player,201809100rai,rai,HallP.00,offense,0,,,,,
player,201809100rai,rai,HallP.00,off_pct,0%,,,,,
player,201809100rai,rai,HallP.00,defense,32,,,,,
player,201809100rai,rai,HallP.00,def_pct,51%,,,,,
player,201809100rai,rai,HallP.00,special_teams,7,,,,,
player,201809100rai,rai,HallP.00,st_pct,23%,,,,,
player,201809100rai,rai,IrviBr00,pos,DE,,,,,
player,201809100rai,rai,IrviBr00,offense,0,,,,,
player,201809100rai,rai,IrviBr00,off_pct,0%,,,,,
player,201809100rai,rai,IrviBr00,defense,31,,,,,
player,201809100rai,rai,IrviBr00,def_pct,49%,,,,,
player,201809100rai,rai,IrviBr00,special_teams,8,,,,,
player,201809100rai,rai,IrviBr00,st_pct,27%,,,,,
player,201809100rai,rai,LeexMa01,pos,LB,,,,,
player,201809100rai,rai,LeexMa01,offense,0,,,,,
player,201809100rai,rai,LeexMa01,off_pct,0%,,,,,
player,201809100rai,rai,LeexMa01,defense,24,,,,,
player,201809100rai,rai,LeexMa01,def_pct,38%,,,,,
player,201809100rai,rai,LeexMa01,special_teams,25,,,,,
player,201809100rai,rai,LeexMa01,st_pct,83%,,,,,
player,201809100rai,rai,RodgDo99,pos,CB,,,,,
player,201809100rai,rai,RodgDo99,offense,0,,,,,
player,201809100rai,rai,RodgDo99,off_pct,0%,,,,,
player,201809100rai,rai,RodgDo99,defense,20,,,,,
player,201809100rai,rai,RodgDo99,def_pct,32%,,,,,
player,201809100rai,rai,RodgDo99,special_teams,10,,,,,
player,201809100rai,rai,RodgDo99,st_pct,33%,,,,,
player,201809100rai,rai,BrowFa00,pos,DE,,,,,
player,201809100rai,rai,BrowFa00,offense,0,,,,,
player,201809100rai,rai,BrowFa00,off_pct,0%,,,,,
player,201809100rai,rai,BrowFa00,defense,17,,,,,
player,201809100rai,rai,BrowFa00,def_pct,27%,,,,,
player,201809100rai,rai,BrowFa00,special_teams,0,,,,,
player,201809100rai,rai,BrowFa00,st_pct,0%,,,,,
player,201809100rai,rai,CalhSh00,pos,DE,,,,,
player,201809100rai,rai,CalhSh00,offense,0,,,,,
player,201809100rai,rai,CalhSh00,off_pct,0%,,,,,
player,201809100rai,rai,CalhSh00,defense,12,,,,,
player,201809100rai,rai,CalhSh00,def_pct,19%,,,,,
player,201809100rai,rai,CalhSh00,special_teams,14,,,,,
player,201809100rai,rai,CalhSh00,st_pct,47%,,,,,
player,201809100rai,rai,JoseKa00,pos,SS,,,,,
player,201809100rai,rai,JoseKa00,offense,0,,,,,
player,201809100rai,rai,JoseKa00,off_pct,0%,,,,,
player,201809100rai,rai,JoseKa00,defense,7,,,,,
player,201809100rai,rai,JoseKa00,def_pct,11%,,,,,
player,201809100rai,rai,JoseKa00,special_teams,14,,,,,
player,201809100rai,rai,JoseKa00,st_pct,47%,,,,,
player,201809100rai,rai,LamuEm00,pos,LB,,,,,
player,201809100rai,rai,LamuEm00,offense,0,,,,,
player,201809100rai,rai,LamuEm00,off_pct,0%,,,,,
player,201809100rai,rai,LamuEm00,defense,1,,,,,
player,201809100rai,rai,LamuEm00,def_pct,2%,,,,,
player,201809100rai,rai,LamuEm00,special_teams,1,,,,,
player,201809100rai,rai,LamuEm00,st_pct,3%,,,,,
player,201809100rai,rai,HarrEr00,pos,SS,,,,,
player,201809100rai,rai,HarrEr00,offense,0,,,,,
player,201809100rai,rai,HarrEr00,off_pct,0%,,,,,
player,201809100rai,rai,HarrEr00,defense,0,,,,,
player,201809100rai,rai,HarrEr00,def_pct,0%,,,,,
player,201809100rai,rai,HarrEr00,special_teams,25,,,,,
player,201809100rai,rai,HarrEr00,st_pct,83%,,,,,
player,201809100rai,rai,WilbKy00,pos,LB,,,,,
player,201809100rai,rai,WilbKy00,offense,0,,,,,
player,201809100rai,rai,WilbKy00,off_pct,0%,,,,,
player,201809100rai,rai,WilbKy00,defense,0,,,,,
player,201809100rai,rai,WilbKy00,def_pct,0%,,,,,
player,201809100rai,rai,WilbKy00,special_teams,25,,,,,
player,201809100rai,rai,WilbKy00,st_pct,83%,,,,,
player,201809100rai,rai,MorrNi00,pos,LB,,,,,
player,201809100rai,rai,MorrNi00,offense,0,,,,,
player,201809100rai,rai,MorrNi00,off_pct,0%,,,,,
player,201809100rai,rai,MorrNi00,defense,0,,,,,
player,201809100rai,rai,MorrNi00,def_pct,0%,,,,,
player,201809100rai,rai,MorrNi00,special_teams,18,,,,,
player,201809100rai,rai,MorrNi00,st_pct,60%,,,,,
player,201809100rai,rai,HatcKe00,pos,WR,,,,,
player,201809100rai,rai,HatcKe00,offense,0,,,,,
player,201809100rai,rai,HatcKe00,off_pct,0%,,,,,
player,201809100rai,rai,HatcKe00,defense,0,,,,,
player,201809100rai,rai,HatcKe00,def_pct,0%,,,,,
player,201809100rai,rai,HatcKe00,special_teams,16,,,,,
player,201809100rai,rai,HatcKe00,st_pct,53%,,,,,
player,201809100rai,rai,HarrDw00,pos,WR,,,,,
player,201809100rai,rai,HarrDw00,offense,0,,,,,
player,201809100rai,rai,HarrDw00,off_pct,0%,,,,,
player,201809100rai,rai,HarrDw00,defense,0,,,,,
player,201809100rai,rai,HarrDw00,def_pct,0%,,,,,
player,201809100rai,rai,HarrDw00,special_teams,15,,,,,
player,201809100rai,rai,HarrDw00,st_pct,50%,,,,,
player,201809100rai,rai,nugenmik01,pos,K,,,,,
player,201809100rai,rai,nugenmik01,offense,0,,,,,
player,201809100rai,rai,nugenmik01,off_pct,0%,,,,,
player,201809100rai,rai,nugenmik01,defense,0,,,,,
player,201809100rai,rai,nugenmik01,def_pct,0%,,,,,
player,201809100rai,rai,nugenmik01,special_teams,8,,,,,
player,201809100rai,rai,nugenmik01,st_pct,27%,,,,,
player,201809100rai,rai,TownJo01,pos,P,,,,,
player,201809100rai,rai,TownJo01,offense,0,,,,,
player,201809100rai,rai,TownJo01,off_pct,0%,,,,,
player,201809100rai,rai,TownJo01,defense,0,,,,,
player,201809100rai,rai,TownJo01,def_pct,0%,,,,,
player,201809100rai,rai,TownJo01,special_teams,8,,,,,
player,201809100rai,rai,TownJo01,st_pct,27%,,,,,
player,201809100rai,rai,FeliJo00,pos,G,,,,,
player,201809100rai,rai,FeliJo00,offense,0,,,,,
player,201809100rai,rai,FeliJo00,off_pct,0%,,,,,
player,201809100rai,rai,FeliJo00,defense,0,,,,,
player,201809100rai,rai,FeliJo00,def_pct,0%,,,,,
player,201809100rai,rai,FeliJo00,special_teams,4,,,,,
player,201809100rai,rai,FeliJo00,st_pct,13%,,,,,
player,201809100rai,rai,ParkBr01,pos,T,,,,,
player,201809100rai,rai,ParkBr01,offense,0,,,,,
player,201809100rai,rai,ParkBr01,off_pct,0%,,,,,
player,201809100rai,rai,ParkBr01,defense,0,,,,,
player,201809100rai,rai,ParkBr01,def_pct,0%,,,,,
player,201809100rai,rai,ParkBr01,special_teams,4,,,,,
player,201809100rai,rai,ParkBr01,st_pct,13%,,,,,
player,201809100rai,rai,DePaAn00,pos,LS,,,,,
player,201809100rai,rai,DePaAn00,offense,0,,,,,
player,201809100rai,rai,DePaAn00,off_pct,0%,,,,,
player,201809100rai,rai,DePaAn00,defense,0,,,,,
player,201809100rai,rai,DePaAn00,def_pct,0%,,,,,
player,201809100rai,rai,DePaAn00,special_teams,2,,,,,
player,201809100rai,rai,DePaAn00,st_pct,7%,,,,,
player,201809100rai,ram,WhitAn20,pos,T,,,,,
player,201809100rai,ram,WhitAn20,offense,63,,,,,
player,201809100rai,ram,WhitAn20,off_pct,100%,,,,,
player,201809100rai,ram,WhitAn20,defense,0,,,,,
player,201809100rai,ram,WhitAn20,def_pct,0%,,,,,
player,201809100rai,ram,WhitAn20,special_teams,8,,,,,
player,201809100rai,ram,WhitAn20,st_pct,27%,,,,,
player,201809100rai,ram,BlytAu00,pos,G,,,,,
player,201809100rai,ram,BlytAu00,offense,63,,,,,
player,201809100rai,ram,BlytAu00,off_pct,100%,,,,,
player,201809100rai,ram,BlytAu00,defense,0,,,,,
player,201809100rai,ram,BlytAu00,def_pct,0%,,,,,
player,201809100rai,ram,BlytAu00,special_teams,8,,,,,
player,201809100rai,ram,BlytAu00,st_pct,27%,,,,,
player,201809100rai,ram,SaffRo20,pos,G,,,,,
player,201809100rai,ram,SaffRo20,offense,63,,,,,
player,201809100rai,ram,SaffRo20,off_pct,100%,,,,,
player,201809100rai,ram,SaffRo20,defense,0,,,,,
player,201809100rai,ram,SaffRo20,def_pct,0%,,,,,
player,201809100rai,ram,SaffRo20,special_teams,8,,,,,
player,201809100rai,ram,SaffRo20,st_pct,27%,,,,,
player,201809100rai,ram,HaveRo00,pos,T,,,,,
player,201809100rai,ram,HaveRo00,offense,63,,,,,
player,201809100rai,ram,HaveRo00,off_pct,100%,,,,,
player,201809100rai,ram,HaveRo00,defense,0,,,,,
player,201809100rai,ram,HaveRo00,def_pct,0%,,,,,
player,201809100rai,ram,HaveRo00,special_teams,8,,,,,
player,201809100rai,ram,HaveRo00,st_pct,27%,,,,,
player,201809100rai,ram,SullJo24,pos,C,,,,,
player,201809100rai,ram,SullJo24,offense,63,,,,,
player,201809100rai,ram,SullJo24,off_pct,100%,,,,,
player,201809100rai,ram,SullJo24,defense,0,,,,,
player,201809100rai,ram,SullJo24,def_pct,0%,,,,,
player,201809100rai,ram,SullJo24,special_teams,0,,,,,
player,201809100rai,ram,SullJo24,st_pct,0%,,,,,
player,201809100rai,ram,GoffJa00,pos,QB,,,,,
player,201809100rai,ram,GoffJa00,offense,63,,,,,
player,201809100rai,ram,GoffJa00,off_pct,100%,,,,,
player,201809100rai,ram,GoffJa00,defense,0,,,,,
player,201809100rai,ram,GoffJa00,def_pct,0%,,,,,
player,201809100rai,ram,GoffJa00,special_teams,0,,,,,
player,201809100rai,ram,GoffJa00,st_pct,0%,,,,,
player,201809100rai,ram,KuppCo00,pos,WR,,,,,
player,201809100rai,ram,KuppCo00,offense,61,,,,,
player,201809100rai,ram,KuppCo00,off_pct,97%,,,,,
player,201809100rai,ram,KuppCo00,defense,0,,,,,
player,201809100rai,ram,KuppCo00,def_pct,0%,,,,,
player,201809100rai,ram,KuppCo00,special_teams,1,,,,,
player,201809100rai,ram,KuppCo00,st_pct,3%,,,,,
player,201809100rai,ram,WoodRo02,pos,WR,,,,,
player,201809100rai,ram,WoodRo02,offense,61,,,,,
player,201809100rai,ram,WoodRo02,off_pct,97%,,,,,
player,201809100rai,ram,WoodRo02,defense,0,,,,,
player,201809100rai,ram,WoodRo02,def_pct,0%,,,,,
player,201809100rai,ram,WoodRo02,special_teams,0,,,,,
player,201809100rai,ram,WoodRo02,st_pct,0%,,,,,
player,201809100rai,ram,CookBr00,pos,WR,,,,,
player,201809100rai,ram,CookBr00,offense,61,,,,,
player,201809100rai,ram,CookBr00,off_pct,97%,,,,,
player,201809100rai,ram,CookBr00,defense,0,,,,,
player,201809100rai,ram,CookBr00,def_pct,0%,,,,,
player,201809100rai,ram,CookBr00,special_teams,0,,,,,
player,201809100rai,ram,CookBr00,st_pct,0%,,,,,
player,201809100rai,ram,HigbTy00,pos,TE,,,,,
player,201809100rai,ram,HigbTy00,offense,60,,,,,
player,201809100rai,ram,HigbTy00,off_pct,95%,,,,,
player,201809100rai,ram,HigbTy00,defense,0,,,,,
player,201809100rai,ram,HigbTy00,def_pct,0%,,,,,
player,201809100rai,ram,HigbTy00,special_teams,8,,,,,
player,201809100rai,ram,HigbTy00,st_pct,27%,,,,,
player,201809100rai,ram,GurlTo01,pos,RB,,,,,
player,201809100rai,ram,GurlTo01,offense,59,,,,,
player,201809100rai,ram,GurlTo01,off_pct,94%,,,,,
player,201809100rai,ram,GurlTo01,defense,0,,,,,
player,201809100rai,ram,GurlTo01,def_pct,0%,,,,,
player,201809100rai,ram,GurlTo01,special_teams,0,,,,,
player,201809100rai,ram,GurlTo01,st_pct,0%,,,,,
player,201809100rai,ram,EverGe00,pos,TE,,,,,
player,201809100rai,ram,EverGe00,offense,5,,,,,
player,201809100rai,ram,EverGe00,off_pct,8%,,,,,
player,201809100rai,ram,EverGe00,defense,0,,,,,
player,201809100rai,ram,EverGe00,def_pct,0%,,,,,
player,201809100rai,ram,EverGe00,special_teams,0,,,,,
player,201809100rai,ram,EverGe00,st_pct,0%,,,,,
player,201809100rai,ram,BrowMa03,pos,RB,,,,,
player,201809100rai,ram,BrowMa03,offense,4,,,,,
player,201809100rai,ram,BrowMa03,off_pct,6%,,,,,
player,201809100rai,ram,BrowMa03,defense,0,,,,,
player,201809100rai,ram,BrowMa03,def_pct,0%,,,,,
player,201809100rai,ram,BrowMa03,special_teams,10,,,,,
player,201809100rai,ram,BrowMa03,st_pct,33%,,,,,
player,201809100rai,ram,ReynJo00,pos,WR,,,,,
player,201809100rai,ram,ReynJo00,offense,2,,,,,
player,201809100rai,ram,ReynJo00,off_pct,3%,,,,,
player,201809100rai,ram,ReynJo00,defense,0,,,,,
player,201809100rai,ram,ReynJo00,def_pct,0%,,,,,
player,201809100rai,ram,ReynJo00,special_teams,14,,,,,
player,201809100rai,ram,ReynJo00,st_pct,47%,,,,,
player,201809100rai,ram,MundJo00,pos,TE,,,,,
player,201809100rai,ram,MundJo00,offense,2,,,,,
player,201809100rai,ram,MundJo00,off_pct,3%,,,,,
player,201809100rai,ram,MundJo00,defense,0,,,,,
player,201809100rai,ram,MundJo00,def_pct,0%,,,,,
player,201809100rai,ram,MundJo00,special_teams,14,,,,,
player,201809100rai,ram,MundJo00,st_pct,47%,,,,,
player,201809100rai,ram,LittCo01,pos,LB,,,,,
player,201809100rai,ram,LittCo01,offense,0,,,,,
player,201809100rai,ram,LittCo01,off_pct,0%,,,,,
player,201809100rai,ram,LittCo01,defense,70,,,,,
player,201809100rai,ram,LittCo01,def_pct,100%,,,,,
player,201809100rai,ram,LittCo01,special_teams,14,,,,,
player,201809100rai,ram,LittCo01,st_pct,47%,,,,,
player,201809100rai,ram,TaliAq99,pos,CB,,,,,
player,201809100rai,ram,TaliAq99,offense,0,,,,,
player,201809100rai,ram,TaliAq99,off_pct,0%,,,,,
player,201809100rai,ram,TaliAq99,defense,70,,,,,
player,201809100rai,ram,TaliAq99,def_pct,100%,,,,,
player,201809100rai,ram,TaliAq99,special_teams,0,,,,,
player,201809100rai,ram,TaliAq99,st_pct,0%,,,,,
player,201809100rai,ram,PeteMa00,pos,CB,,,,,
player,201809100rai,ram,PeteMa00,offense,0,,,,,
player,201809100rai,ram,PeteMa00,off_pct,0%,,,,,
player,201809100rai,ram,PeteMa00,defense,70,,,,,
player,201809100rai,ram,PeteMa00,def_pct,100%,,,,,
player,201809100rai,ram,PeteMa00,special_teams,0,,,,,
player,201809100rai,ram,PeteMa00,st_pct,0%,,,,,
player,201809100rai,ram,JoynLa00,pos,FS,,,,,
player,201809100rai,ram,JoynLa00,offense,0,,,,,
player,201809100rai,ram,JoynLa00,off_pct,0%,,,,,
player,201809100rai,ram,JoynLa00,defense,70,,,,,
player,201809100rai,ram,JoynLa00,def_pct,100%,,,,,
player,201809100rai,ram,JoynLa00,special_teams,0,,,,,
player,201809100rai,ram,JoynLa00,st_pct,0%,,,,,
player,201809100rai,ram,JohnJo10,pos,SS,,,,,
player,201809100rai,ram,JohnJo10,offense,0,,,,,
player,201809100rai,ram,JohnJo10,off_pct,0%,,,,,
player,201809100rai,ram,JohnJo10,defense,70,,,,,
player,201809100rai,ram,JohnJo10,def_pct,100%,,,,,
player,201809100rai,ram,JohnJo10,special_teams,0,,,,,
player,201809100rai,ram,JohnJo10,st_pct,0%,,,,,
player,201809100rai,ram,DonaAa00,pos,DT,,,,,
player,201809100rai,ram,DonaAa00,offense,0,,,,,
player,201809100rai,ram,DonaAa00,off_pct,0%,,,,,
player,201809100rai,ram,DonaAa00,defense,62,,,,,
player,201809100rai,ram,DonaAa00,def_pct,89%,,,,,
player,201809100rai,ram,DonaAa00,special_teams,4,,,,,
player,201809100rai,ram,DonaAa00,st_pct,13%,,,,,
player,201809100rai,ram,SuhxNd99,pos,NT,,,,,
player,201809100rai,ram,SuhxNd99,offense,0,,,,,
player,201809100rai,ram,SuhxNd99,off_pct,0%,,,,,
player,201809100rai,ram,SuhxNd99,defense,54,,,,,
player,201809100rai,ram,SuhxNd99,def_pct,77%,,,,,
player,201809100rai,ram,SuhxNd99,special_teams,4,,,,,
player,201809100rai,ram,SuhxNd99,st_pct,13%,,,,,
player,201809100rai,ram,EbukSa00,pos,LB,,,,,
player,201809100rai,ram,EbukSa00,offense,0,,,,,
player,201809100rai,ram,EbukSa00,off_pct,0%,,,,,
player,201809100rai,ram,EbukSa00,defense,53,,,,,
player,201809100rai,ram,EbukSa00,def_pct,76%,,,,,
player,201809100rai,ram,EbukSa00,special_teams,5,,,,,
player,201809100rai,ram,EbukSa00,st_pct,17%,,,,,
player,201809100rai,ram,RobeNi00,pos,CB,,,,,
player,201809100rai,ram,RobeNi00,offense,0,,,,,
player,201809100rai,ram,RobeNi00,off_pct,0%,,,,,
player,201809100rai,ram,RobeNi00,defense,45,,,,,
player,201809100rai,ram,RobeNi00,def_pct,64%,,,,,
player,201809100rai,ram,RobeNi00,special_teams,2,,,,,
player,201809100rai,ram,RobeNi00,st_pct,7%,,,,,
player,201809100rai,ram,BrocMi00,pos,DE,,,,,
player,201809100rai,ram,BrocMi00,offense,0,,,,,
player,201809100rai,ram,BrocMi00,off_pct,0%,,,,,
player,201809100rai,ram,BrocMi00,defense,44,,,,,
player,201809100rai,ram,BrocMi00,def_pct,63%,,,,,
player,201809100rai,ram,BrocMi00,special_teams,4,,,,,
player,201809100rai,ram,BrocMi00,st_pct,13%,,,,,
player,201809100rai,ram,ChriMa00,pos,FS,,,,,
player,201809100rai,ram,ChriMa00,offense,0,,,,,
player,201809100rai,ram,ChriMa00,off_pct,0%,,,,,
player,201809100rai,ram,ChriMa00,defense,39,,,,,
player,201809100rai,ram,ChriMa00,def_pct,56%,,,,,
player,201809100rai,ram,ChriMa00,special_teams,22,,,,,
player,201809100rai,ram,ChriMa00,st_pct,73%,,,,,
player,201809100rai,ram,WilsRa00,pos,LB,,,,,
player,201809100rai,ram,WilsRa00,offense,0,,,,,
player,201809100rai,ram,WilsRa00,off_pct,0%,,,,,
player,201809100rai,ram,WilsRa00,defense,31,,,,,
player,201809100rai,ram,WilsRa00,def_pct,44%,,,,,
player,201809100rai,ram,WilsRa00,special_teams,0,,,,,
player,201809100rai,ram,WilsRa00,st_pct,0%,,,,,
player,201809100rai,ram,EaslDo00,pos,LB,,,,,
player,201809100rai,ram,EaslDo00,offense,0,,,,,
player,201809100rai,ram,EaslDo00,off_pct,0%,,,,,
player,201809100rai,ram,EaslDo00,defense,30,,,,,
player,201809100rai,ram,EaslDo00,def_pct,43%,,,,,
player,201809100rai,ram,EaslDo00,special_teams,3,,,,,
player,201809100rai,ram,EaslDo00,st_pct,10%,,,,,
player,201809100rai,ram,FranJo02,pos,DE,,,,,
player,201809100rai,ram,FranJo02,offense,0,,,,,
player,201809100rai,ram,FranJo02,off_pct,0%,,,,,
player,201809100rai,ram,FranJo02,defense,25,,,,,
player,201809100rai,ram,FranJo02,def_pct,36%,,,,,
player,201809100rai,ram,FranJo02,special_teams,0,,,,,
player,201809100rai,ram,FranJo02,st_pct,0%,,,,,
player,201809100rai,ram,LongMa00,pos,LB,,,,,
player,201809100rai,ram,LongMa00,offense,0,,,,,
player,201809100rai,ram,LongMa00,off_pct,0%,,,,,
player,201809100rai,ram,LongMa00,defense,22,,,,,
player,201809100rai,ram,LongMa00,def_pct,31%,,,,,
player,201809100rai,ram,LongMa00,special_teams,5,,,,,
player,201809100rai,ram,LongMa00,st_pct,17%,,,,,
player,201809100rai,ram,WestEt00,pos,DT,,,,,
player,201809100rai,ram,WestEt00,offense,0,,,,,
player,201809100rai,ram,WestEt00,off_pct,0%,,,,,
player,201809100rai,ram,WestEt00,defense,14,,,,,
player,201809100rai,ram,WestEt00,def_pct,20%,,,,,
player,201809100rai,ram,WestEt00,special_teams,0,,,,,
player,201809100rai,ram,WestEt00,st_pct,0%,,,,,
player,201809100rai,ram,LawlJu00,pos,LB,,,,,
player,201809100rai,ram,LawlJu00,offense,0,,,,,
player,201809100rai,ram,LawlJu00,off_pct,0%,,,,,
player,201809100rai,ram,LawlJu00,defense,1,,,,,
player,201809100rai,ram,LawlJu00,def_pct,1%,,,,,
player,201809100rai,ram,LawlJu00,special_teams,5,,,,,
player,201809100rai,ram,LawlJu00,st_pct,17%,,,,,
player,201809100rai,ram,HageBr00,pos,LB,,,,,
player,201809100rai,ram,HageBr00,offense,0,,,,,
player,201809100rai,ram,HageBr00,off_pct,0%,,,,,
player,201809100rai,ram,HageBr00,defense,0,,,,,
player,201809100rai,ram,HageBr00,def_pct,0%,,,,,
player,201809100rai,ram,HageBr00,special_teams,22,,,,,
player,201809100rai,ram,HageBr00,st_pct,73%,,,,,
player,201809100rai,ram,CounBl00,pos,SS,,,,,
player,201809100rai,ram,CounBl00,offense,0,,,,,
player,201809100rai,ram,CounBl00,off_pct,0%,,,,,
player,201809100rai,ram,CounBl00,defense,0,,,,,
player,201809100rai,ram,CounBl00,def_pct,0%,,,,,
player,201809100rai,ram,CounBl00,special_teams,22,,,,,
player,201809100rai,ram,CounBl00,st_pct,73%,,,,,
player,201809100rai,ram,KiseMi00,pos,LB,,,,,
player,201809100rai,ram,KiseMi00,offense,0,,,,,
player,201809100rai,ram,KiseMi00,off_pct,0%,,,,,
player,201809100rai,ram,KiseMi00,defense,0,,,,,
player,201809100rai,ram,KiseMi00,def_pct,0%,,,,,
player,201809100rai,ram,KiseMi00,special_teams,18,,,,,
player,201809100rai,ram,KiseMi00,st_pct,60%,,,,,
player,201809100rai,ram,ShieSa00,pos,CB,,,,,
player,201809100rai,ram,ShieSa00,offense,0,,,,,
player,201809100rai,ram,ShieSa00,off_pct,0%,,,,,
player,201809100rai,ram,ShieSa00,defense,0,,,,,
