game,2018,1,20180909,201809090min,sfo,"San Francisco 49ers",16,min,"Minnesota Vikings",24
player,201809090min,sfo,KittGe00,fumbles,0,,,,,
player,201809090min,sfo,KittGe00,fumbles_lost,0,,,,,
player,201809090min,sfo,PettDa00,pass_cmp,0,,,,,
player,201809090min,sfo,PettDa00,pass_att,0,,,,,
player,201809090min,sfo,PettDa00,pass_yds,0,,,,,
player,201809090min,sfo,PettDa00,pass_td,0,,,,,
player,201809090min,sfo,PettDa00,pass_int,0,,,,,
player,201809090min,sfo,PettDa00,pass_sacked,0,,,,,
player,201809090min,sfo,PettDa00,pass_sacked_yds,0,,,,,
player,201809090min,sfo,PettDa00,pass_long,0,,,,,
player,201809090min,sfo,PettDa00,pass_rating,,,,,,
player,201809090min,sfo,PettDa00,rush_att,0,,,,,
player,201809090min,sfo,PettDa00,rush_yds,0,,,,,
player,201809090min,sfo,PettDa00,rush_td,0,,,,,
player,201809090min,sfo,PettDa00,rush_long,0,,,,,
player,201809090min,sfo,PettDa00,targets,5,,,,,
player,201809090min,sfo,PettDa00,rec,2,,,,,
player,201809090min,sfo,PettDa00,rec_yds,61,,,,,
player,201809090min,sfo,PettDa00,rec_td,1,,,,,
player,201809090min,sfo,PettDa00,rec_long,39,,,,,
player,201809090min,sfo,PettDa00,fumbles,1,,,,,
player,201809090min,sfo,PettDa00,fumbles_lost,0,,,,,
player,201809090min,sfo,JuszKy00,pass_cmp,0,,,,,
player,201809090min,sfo,JuszKy00,pass_att,0,,,,,
player,201809090min,sfo,JuszKy00,pass_yds,0,,,,,
player,201809090min,sfo,JuszKy00,pass_td,0,,,,,
player,201809090min,sfo,JuszKy00,pass_int,0,,,,,
player,201809090min,sfo,JuszKy00,pass_sacked,0,,,,,
player,201809090min,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201809090min,sfo,JuszKy00,pass_long,0,,,,,
player,201809090min,sfo,JuszKy00,pass_rating,,,,,,
player,201809090min,sfo,JuszKy00,rush_att,0,,,,,
player,201809090min,sfo,JuszKy00,rush_yds,0,,,,,
player,201809090min,sfo,JuszKy00,rush_td,0,,,,,
player,201809090min,sfo,JuszKy00,rush_long,0,,,,,
player,201809090min,sfo,JuszKy00,targets,2,,,,,
player,201809090min,sfo,JuszKy00,rec,1,,,,,
player,201809090min,sfo,JuszKy00,rec_yds,56,,,,,
player,201809090min,sfo,JuszKy00,rec_td,0,,,,,
player,201809090min,sfo,JuszKy00,rec_long,56,,,,,
player,201809090min,sfo,JuszKy00,fumbles,0,,,,,
player,201809090min,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201809090min,sfo,TaylTr02,pass_cmp,0,,,,,
player,201809090min,sfo,TaylTr02,pass_att,0,,,,,
player,201809090min,sfo,TaylTr02,pass_yds,0,,,,,
player,201809090min,sfo,TaylTr02,pass_td,0,,,,,
player,201809090min,sfo,TaylTr02,pass_int,0,,,,,
player,201809090min,sfo,TaylTr02,pass_sacked,0,,,,,
player,201809090min,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201809090min,sfo,TaylTr02,pass_long,0,,,,,
player,201809090min,sfo,TaylTr02,pass_rating,,,,,,
player,201809090min,sfo,TaylTr02,rush_att,0,,,,,
player,201809090min,sfo,TaylTr02,rush_yds,0,,,,,
player,201809090min,sfo,TaylTr02,rush_td,0,,,,,
player,201809090min,sfo,TaylTr02,rush_long,0,,,,,
player,201809090min,sfo,TaylTr02,targets,6,,,,,
player,201809090min,sfo,TaylTr02,rec,4,,,,,
player,201809090min,sfo,TaylTr02,rec_yds,28,,,,,
player,201809090min,sfo,TaylTr02,rec_td,0,,,,,
player,201809090min,sfo,TaylTr02,rec_long,10,,,,,
player,201809090min,sfo,TaylTr02,fumbles,0,,,,,
player,201809090min,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201809090min,sfo,GarcPi00,pass_cmp,0,,,,,
player,201809090min,sfo,GarcPi00,pass_att,0,,,,,
player,201809090min,sfo,GarcPi00,pass_yds,0,,,,,
player,201809090min,sfo,GarcPi00,pass_td,0,,,,,
player,201809090min,sfo,GarcPi00,pass_int,0,,,,,
player,201809090min,sfo,GarcPi00,pass_sacked,0,,,,,
player,201809090min,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201809090min,sfo,GarcPi00,pass_long,0,,,,,
player,201809090min,sfo,GarcPi00,pass_rating,,,,,,
player,201809090min,sfo,GarcPi00,rush_att,0,,,,,
player,201809090min,sfo,GarcPi00,rush_yds,0,,,,,
player,201809090min,sfo,GarcPi00,rush_td,0,,,,,
player,201809090min,sfo,GarcPi00,rush_long,0,,,,,
player,201809090min,sfo,GarcPi00,targets,6,,,,,
player,201809090min,sfo,GarcPi00,rec,2,,,,,
player,201809090min,sfo,GarcPi00,rec_yds,21,,,,,
player,201809090min,sfo,GarcPi00,rec_td,0,,,,,
player,201809090min,sfo,GarcPi00,rec_long,11,,,,,
player,201809090min,sfo,GarcPi00,fumbles,0,,,,,
player,201809090min,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201809090min,sfo,BourKe00,pass_cmp,0,,,,,
player,201809090min,sfo,BourKe00,pass_att,0,,,,,
player,201809090min,sfo,BourKe00,pass_yds,0,,,,,
player,201809090min,sfo,BourKe00,pass_td,0,,,,,
player,201809090min,sfo,BourKe00,pass_int,0,,,,,
player,201809090min,sfo,BourKe00,pass_sacked,0,,,,,
player,201809090min,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201809090min,sfo,BourKe00,pass_long,0,,,,,
player,201809090min,sfo,BourKe00,pass_rating,,,,,,
player,201809090min,sfo,BourKe00,rush_att,0,,,,,
player,201809090min,sfo,BourKe00,rush_yds,0,,,,,
player,201809090min,sfo,BourKe00,rush_td,0,,,,,
player,201809090min,sfo,BourKe00,rush_long,0,,,,,
player,201809090min,sfo,BourKe00,targets,1,,,,,
player,201809090min,sfo,BourKe00,rec,0,,,,,
player,201809090min,sfo,BourKe00,rec_yds,0,,,,,
player,201809090min,sfo,BourKe00,rec_td,0,,,,,
player,201809090min,sfo,BourKe00,rec_long,0,,,,,
player,201809090min,sfo,BourKe00,fumbles,0,,,,,
player,201809090min,sfo,BourKe00,fumbles_lost,0,,,,,
player,201809090min,sfo,GoodMa00,pass_cmp,0,,,,,
player,201809090min,sfo,GoodMa00,pass_att,0,,,,,
player,201809090min,sfo,GoodMa00,pass_yds,0,,,,,
player,201809090min,sfo,GoodMa00,pass_td,0,,,,,
player,201809090min,sfo,GoodMa00,pass_int,0,,,,,
player,201809090min,sfo,GoodMa00,pass_sacked,0,,,,,
player,201809090min,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201809090min,sfo,GoodMa00,pass_long,0,,,,,
player,201809090min,sfo,GoodMa00,pass_rating,,,,,,
player,201809090min,sfo,GoodMa00,rush_att,0,,,,,
player,201809090min,sfo,GoodMa00,rush_yds,0,,,,,
player,201809090min,sfo,GoodMa00,rush_td,0,,,,,
player,201809090min,sfo,GoodMa00,rush_long,0,,,,,
player,201809090min,sfo,GoodMa00,targets,1,,,,,
player,201809090min,sfo,GoodMa00,rec,0,,,,,
player,201809090min,sfo,GoodMa00,rec_yds,0,,,,,
player,201809090min,sfo,GoodMa00,rec_td,0,,,,,
player,201809090min,sfo,GoodMa00,rec_long,0,,,,,
player,201809090min,sfo,GoodMa00,fumbles,0,,,,,
player,201809090min,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201809090min,min,CousKi00,pass_cmp,20,,,,,
player,201809090min,min,CousKi00,pass_att,36,,,,,
player,201809090min,min,CousKi00,pass_yds,244,,,,,
player,201809090min,min,CousKi00,pass_td,2,,,,,
player,201809090min,min,CousKi00,pass_int,0,,,,,
player,201809090min,min,CousKi00,pass_sacked,3,,,,,
player,201809090min,min,CousKi00,pass_sacked_yds,17,,,,,
player,201809090min,min,CousKi00,pass_long,34,,,,,
player,201809090min,min,CousKi00,pass_rating,95.1,,,,,
player,201809090min,min,CousKi00,rush_att,4,,,,,
player,201809090min,min,CousKi00,rush_yds,26,,,,,
player,201809090min,min,CousKi00,rush_td,0,,,,,
player,201809090min,min,CousKi00,rush_long,13,,,,,
player,201809090min,min,CousKi00,targets,0,,,,,
player,201809090min,min,CousKi00,rec,0,,,,,
player,201809090min,min,CousKi00,rec_yds,0,,,,,
player,201809090min,min,CousKi00,rec_td,0,,,,,
player,201809090min,min,CousKi00,rec_long,0,,,,,
player,201809090min,min,CousKi00,fumbles,0,,,,,
player,201809090min,min,CousKi00,fumbles_lost,0,,,,,
player,201809090min,min,MurrLa00,pass_cmp,0,,,,,
player,201809090min,min,MurrLa00,pass_att,0,,,,,
player,201809090min,min,MurrLa00,pass_yds,0,,,,,
player,201809090min,min,MurrLa00,pass_td,0,,,,,
player,201809090min,min,MurrLa00,pass_int,0,,,,,
player,201809090min,min,MurrLa00,pass_sacked,0,,,,,
player,201809090min,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201809090min,min,MurrLa00,pass_long,0,,,,,
player,201809090min,min,MurrLa00,pass_rating,,,,,,
player,201809090min,min,MurrLa00,rush_att,11,,,,,
player,201809090min,min,MurrLa00,rush_yds,42,,,,,
player,201809090min,min,MurrLa00,rush_td,0,,,,,
player,201809090min,min,MurrLa00,rush_long,9,,,,,
player,201809090min,min,MurrLa00,targets,0,,,,,
player,201809090min,min,MurrLa00,rec,0,,,,,
player,201809090min,min,MurrLa00,rec_yds,0,,,,,
player,201809090min,min,MurrLa00,rec_td,0,,,,,
player,201809090min,min,MurrLa00,rec_long,0,,,,,
player,201809090min,min,MurrLa00,fumbles,0,,,,,
player,201809090min,min,MurrLa00,fumbles_lost,0,,,,,
player,201809090min,min,CookDa01,pass_cmp,0,,,,,
player,201809090min,min,CookDa01,pass_att,0,,,,,
player,201809090min,min,CookDa01,pass_yds,0,,,,,
player,201809090min,min,CookDa01,pass_td,0,,,,,
player,201809090min,min,CookDa01,pass_int,0,,,,,
player,201809090min,min,CookDa01,pass_sacked,0,,,,,
player,201809090min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201809090min,min,CookDa01,pass_long,0,,,,,
player,201809090min,min,CookDa01,pass_rating,,,,,,
player,201809090min,min,CookDa01,rush_att,16,,,,,
player,201809090min,min,CookDa01,rush_yds,40,,,,,
player,201809090min,min,CookDa01,rush_td,0,,,,,
player,201809090min,min,CookDa01,rush_long,15,,,,,
player,201809090min,min,CookDa01,targets,7,,,,,
player,201809090min,min,CookDa01,rec,6,,,,,
player,201809090min,min,CookDa01,rec_yds,55,,,,,
player,201809090min,min,CookDa01,rec_td,0,,,,,
player,201809090min,min,CookDa01,rec_long,17,,,,,
player,201809090min,min,CookDa01,fumbles,1,,,,,
player,201809090min,min,CookDa01,fumbles_lost,1,,,,,
player,201809090min,min,DiggSt00,pass_cmp,0,,,,,
player,201809090min,min,DiggSt00,pass_att,0,,,,,
player,201809090min,min,DiggSt00,pass_yds,0,,,,,
player,201809090min,min,DiggSt00,pass_td,0,,,,,
player,201809090min,min,DiggSt00,pass_int,0,,,,,
player,201809090min,min,DiggSt00,pass_sacked,0,,,,,
player,201809090min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201809090min,min,DiggSt00,pass_long,0,,,,,
player,201809090min,min,DiggSt00,pass_rating,,,,,,
player,201809090min,min,DiggSt00,rush_att,1,,,,,
player,201809090min,min,DiggSt00,rush_yds,8,,,,,
player,201809090min,min,DiggSt00,rush_td,0,,,,,
player,201809090min,min,DiggSt00,rush_long,8,,,,,
player,201809090min,min,DiggSt00,targets,6,,,,,
player,201809090min,min,DiggSt00,rec,3,,,,,
player,201809090min,min,DiggSt00,rec_yds,43,,,,,
player,201809090min,min,DiggSt00,rec_td,1,,,,,
player,201809090min,min,DiggSt00,rec_long,22,,,,,
player,201809090min,min,DiggSt00,fumbles,0,,,,,
player,201809090min,min,DiggSt00,fumbles_lost,0,,,,,
player,201809090min,min,ThieAd00,pass_cmp,0,,,,,
player,201809090min,min,ThieAd00,pass_att,0,,,,,
player,201809090min,min,ThieAd00,pass_yds,0,,,,,
player,201809090min,min,ThieAd00,pass_td,0,,,,,
player,201809090min,min,ThieAd00,pass_int,0,,,,,
player,201809090min,min,ThieAd00,pass_sacked,0,,,,,
player,201809090min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201809090min,min,ThieAd00,pass_long,0,,,,,
player,201809090min,min,ThieAd00,pass_rating,,,,,,
player,201809090min,min,ThieAd00,rush_att,0,,,,,
player,201809090min,min,ThieAd00,rush_yds,0,,,,,
player,201809090min,min,ThieAd00,rush_td,0,,,,,
player,201809090min,min,ThieAd00,rush_long,0,,,,,
player,201809090min,min,ThieAd00,targets,12,,,,,
player,201809090min,min,ThieAd00,rec,6,,,,,
player,201809090min,min,ThieAd00,rec_yds,102,,,,,
player,201809090min,min,ThieAd00,rec_td,0,,,,,
player,201809090min,min,ThieAd00,rec_long,34,,,,,
player,201809090min,min,ThieAd00,fumbles,0,,,,,
player,201809090min,min,ThieAd00,fumbles_lost,0,,,,,
player,201809090min,min,TreaLa00,pass_cmp,0,,,,,
player,201809090min,min,TreaLa00,pass_att,0,,,,,
player,201809090min,min,TreaLa00,pass_yds,0,,,,,
player,201809090min,min,TreaLa00,pass_td,0,,,,,
player,201809090min,min,TreaLa00,pass_int,0,,,,,
player,201809090min,min,TreaLa00,pass_sacked,0,,,,,
player,201809090min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201809090min,min,TreaLa00,pass_long,0,,,,,
player,201809090min,min,TreaLa00,pass_rating,,,,,,
player,201809090min,min,TreaLa00,rush_att,0,,,,,
player,201809090min,min,TreaLa00,rush_yds,0,,,,,
player,201809090min,min,TreaLa00,rush_td,0,,,,,
player,201809090min,min,TreaLa00,rush_long,0,,,,,
player,201809090min,min,TreaLa00,targets,4,,,,,
player,201809090min,min,TreaLa00,rec,2,,,,,
player,201809090min,min,TreaLa00,rec_yds,18,,,,,
player,201809090min,min,TreaLa00,rec_td,0,,,,,
player,201809090min,min,TreaLa00,rec_long,16,,,,,
player,201809090min,min,TreaLa00,fumbles,0,,,,,
player,201809090min,min,TreaLa00,fumbles_lost,0,,,,,
player,201809090min,min,RudoKy00,pass_cmp,0,,,,,
player,201809090min,min,RudoKy00,pass_att,0,,,,,
player,201809090min,min,RudoKy00,pass_yds,0,,,,,
player,201809090min,min,RudoKy00,pass_td,0,,,,,
player,201809090min,min,RudoKy00,pass_int,0,,,,,
player,201809090min,min,RudoKy00,pass_sacked,0,,,,,
player,201809090min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201809090min,min,RudoKy00,pass_long,0,,,,,
player,201809090min,min,RudoKy00,pass_rating,,,,,,
player,201809090min,min,RudoKy00,rush_att,0,,,,,
player,201809090min,min,RudoKy00,rush_yds,0,,,,,
player,201809090min,min,RudoKy00,rush_td,0,,,,,
player,201809090min,min,RudoKy00,rush_long,0,,,,,
player,201809090min,min,RudoKy00,targets,2,,,,,
player,201809090min,min,RudoKy00,rec,1,,,,,
player,201809090min,min,RudoKy00,rec_yds,11,,,,,
player,201809090min,min,RudoKy00,rec_td,1,,,,,
player,201809090min,min,RudoKy00,rec_long,11,,,,,
player,201809090min,min,RudoKy00,fumbles,0,,,,,
player,201809090min,min,RudoKy00,fumbles_lost,0,,,,,
player,201809090min,min,MorgDa01,pass_cmp,0,,,,,
player,201809090min,min,MorgDa01,pass_att,0,,,,,
player,201809090min,min,MorgDa01,pass_yds,0,,,,,
player,201809090min,min,MorgDa01,pass_td,0,,,,,
player,201809090min,min,MorgDa01,pass_int,0,,,,,
player,201809090min,min,MorgDa01,pass_sacked,0,,,,,
player,201809090min,min,MorgDa01,pass_sacked_yds,0,,,,,
player,201809090min,min,MorgDa01,pass_long,0,,,,,
player,201809090min,min,MorgDa01,pass_rating,,,,,,
player,201809090min,min,MorgDa01,rush_att,0,,,,,
player,201809090min,min,MorgDa01,rush_yds,0,,,,,
player,201809090min,min,MorgDa01,rush_td,0,,,,,
player,201809090min,min,MorgDa01,rush_long,0,,,,,
player,201809090min,min,MorgDa01,targets,1,,,,,
player,201809090min,min,MorgDa01,rec,1,,,,,
player,201809090min,min,MorgDa01,rec_yds,9,,,,,
player,201809090min,min,MorgDa01,rec_td,0,,,,,
player,201809090min,min,MorgDa01,rec_long,9,,,,,
player,201809090min,min,MorgDa01,fumbles,0,,,,,
player,201809090min,min,MorgDa01,fumbles_lost,0,,,,,
player,201809090min,min,ConkTy00,pass_cmp,0,,,,,
player,201809090min,min,ConkTy00,pass_att,0,,,,,
player,201809090min,min,ConkTy00,pass_yds,0,,,,,
player,201809090min,min,ConkTy00,pass_td,0,,,,,
player,201809090min,min,ConkTy00,pass_int,0,,,,,
player,201809090min,min,ConkTy00,pass_sacked,0,,,,,
player,201809090min,min,ConkTy00,pass_sacked_yds,0,,,,,
player,201809090min,min,ConkTy00,pass_long,0,,,,,
player,201809090min,min,ConkTy00,pass_rating,,,,,,
player,201809090min,min,ConkTy00,rush_att,0,,,,,
player,201809090min,min,ConkTy00,rush_yds,0,,,,,
player,201809090min,min,ConkTy00,rush_td,0,,,,,
player,201809090min,min,ConkTy00,rush_long,0,,,,,
player,201809090min,min,ConkTy00,targets,1,,,,,
player,201809090min,min,ConkTy00,rec,1,,,,,
player,201809090min,min,ConkTy00,rec_yds,6,,,,,
player,201809090min,min,ConkTy00,rec_td,0,,,,,
player,201809090min,min,ConkTy00,rec_long,6,,,,,
player,201809090min,min,ConkTy00,fumbles,0,,,,,
player,201809090min,min,ConkTy00,fumbles_lost,0,,,,,
player,201809090min,min,HamxC.00,pass_cmp,0,,,,,
player,201809090min,min,HamxC.00,pass_att,0,,,,,
player,201809090min,min,HamxC.00,pass_yds,0,,,,,
player,201809090min,min,HamxC.00,pass_td,0,,,,,
player,201809090min,min,HamxC.00,pass_int,0,,,,,
player,201809090min,min,HamxC.00,pass_sacked,0,,,,,
player,201809090min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201809090min,min,HamxC.00,pass_long,0,,,,,
player,201809090min,min,HamxC.00,pass_rating,,,,,,
player,201809090min,min,HamxC.00,rush_att,0,,,,,
player,201809090min,min,HamxC.00,rush_yds,0,,,,,
player,201809090min,min,HamxC.00,rush_td,0,,,,,
player,201809090min,min,HamxC.00,rush_long,0,,,,,
player,201809090min,min,HamxC.00,targets,2,,,,,
player,201809090min,min,HamxC.00,rec,0,,,,,
player,201809090min,min,HamxC.00,rec_yds,0,,,,,
player,201809090min,min,HamxC.00,rec_td,0,,,,,
player,201809090min,min,HamxC.00,rec_long,0,,,,,
player,201809090min,min,HamxC.00,fumbles,0,,,,,
player,201809090min,min,HamxC.00,fumbles_lost,0,,,,,
player,201809090min,sfo,BuckDe00,def_int,0,,,,,
player,201809090min,sfo,BuckDe00,def_int_yds,0,,,,,
player,201809090min,sfo,BuckDe00,def_int_td,0,,,,,
player,201809090min,sfo,BuckDe00,def_int_long,0,,,,,
player,201809090min,sfo,BuckDe00,pass_defended,0,,,,,
player,201809090min,sfo,BuckDe00,sacks,2.5,,,,,
player,201809090min,sfo,BuckDe00,tackles_combined,7,,,,,
player,201809090min,sfo,BuckDe00,tackles_solo,3,,,,,
player,201809090min,sfo,BuckDe00,tackles_assists,4,,,,,
player,201809090min,sfo,BuckDe00,tackles_loss,3,,,,,
player,201809090min,sfo,BuckDe00,qb_hits,3,,,,,
player,201809090min,sfo,BuckDe00,fumbles_rec,0,,,,,
player,201809090min,sfo,BuckDe00,fumbles_rec_yds,0,,,,,
player,201809090min,sfo,BuckDe00,fumbles_rec_td,0,,,,,
player,201809090min,sfo,BuckDe00,fumbles_forced,0,,,,,
player,201809090min,sfo,BlaiRo00,def_int,0,,,,,
player,201809090min,sfo,BlaiRo00,def_int_yds,0,,,,,
player,201809090min,sfo,BlaiRo00,def_int_td,0,,,,,
player,201809090min,sfo,BlaiRo00,def_int_long,0,,,,,
player,201809090min,sfo,BlaiRo00,pass_defended,0,,,,,
player,201809090min,sfo,BlaiRo00,sacks,0.5,,,,,
player,201809090min,sfo,BlaiRo00,tackles_combined,2,,,,,
player,201809090min,sfo,BlaiRo00,tackles_solo,1,,,,,
player,201809090min,sfo,BlaiRo00,tackles_assists,1,,,,,
player,201809090min,sfo,BlaiRo00,tackles_loss,0,,,,,
player,201809090min,sfo,BlaiRo00,qb_hits,1,,,,,
player,201809090min,sfo,BlaiRo00,fumbles_rec,0,,,,,
player,201809090min,sfo,BlaiRo00,fumbles_rec_yds,0,,,,,
player,201809090min,sfo,BlaiRo00,fumbles_rec_td,0,,,,,
player,201809090min,sfo,BlaiRo00,fumbles_forced,0,,,,,
player,201809090min,sfo,WarnFr00,def_int,0,,,,,
player,201809090min,sfo,WarnFr00,def_int_yds,0,,,,,
player,201809090min,sfo,WarnFr00,def_int_td,0,,,,,
player,201809090min,sfo,WarnFr00,def_int_long,0,,,,,
player,201809090min,sfo,WarnFr00,pass_defended,1,,,,,
player,201809090min,sfo,WarnFr00,sacks,0.0,,,,,
player,201809090min,sfo,WarnFr00,tackles_combined,12,,,,,
player,201809090min,sfo,WarnFr00,tackles_solo,11,,,,,
player,201809090min,sfo,WarnFr00,tackles_assists,1,,,,,
player,201809090min,sfo,WarnFr00,tackles_loss,1,,,,,
player,201809090min,sfo,WarnFr00,qb_hits,1,,,,,
player,201809090min,sfo,WarnFr00,fumbles_rec,0,,,,,
player,201809090min,sfo,WarnFr00,fumbles_rec_yds,0,,,,,
player,201809090min,sfo,WarnFr00,fumbles_rec_td,0,,,,,
player,201809090min,sfo,WarnFr00,fumbles_forced,1,,,,,
