game,2018,8,20181028,201810280rai,clt,"Indianapolis Colts",42,rai,"Oakland Raiders",28
player,201810280rai,rai,WorlDa00,def_int,0,,,,,
player,201810280rai,rai,WorlDa00,def_int_yds,0,,,,,
player,201810280rai,rai,WorlDa00,def_int_td,0,,,,,
player,201810280rai,rai,WorlDa00,def_int_long,0,,,,,
player,201810280rai,rai,WorlDa00,pass_defended,0,,,,,
player,201810280rai,rai,WorlDa00,sacks,0.0,,,,,
player,201810280rai,rai,WorlDa00,tackles_combined,3,,,,,
player,201810280rai,rai,WorlDa00,tackles_solo,3,,,,,
player,201810280rai,rai,WorlDa00,tackles_assists,0,,,,,
player,201810280rai,rai,WorlDa00,tackles_loss,0,,,,,
player,201810280rai,rai,WorlDa00,qb_hits,0,,,,,
player,201810280rai,rai,WorlDa00,fumbles_rec,0,,,,,
player,201810280rai,rai,WorlDa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,WorlDa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,WorlDa00,fumbles_forced,0,,,,,
player,201810280rai,rai,HallP.00,def_int,0,,,,,
player,201810280rai,rai,HallP.00,def_int_yds,0,,,,,
player,201810280rai,rai,HallP.00,def_int_td,0,,,,,
player,201810280rai,rai,HallP.00,def_int_long,0,,,,,
player,201810280rai,rai,HallP.00,pass_defended,0,,,,,
player,201810280rai,rai,HallP.00,sacks,0.0,,,,,
player,201810280rai,rai,HallP.00,tackles_combined,2,,,,,
player,201810280rai,rai,HallP.00,tackles_solo,1,,,,,
player,201810280rai,rai,HallP.00,tackles_assists,1,,,,,
player,201810280rai,rai,HallP.00,tackles_loss,0,,,,,
player,201810280rai,rai,HallP.00,qb_hits,0,,,,,
player,201810280rai,rai,HallP.00,fumbles_rec,0,,,,,
player,201810280rai,rai,HallP.00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,HallP.00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,HallP.00,fumbles_forced,0,,,,,
player,201810280rai,rai,HursMa00,def_int,0,,,,,
player,201810280rai,rai,HursMa00,def_int_yds,0,,,,,
player,201810280rai,rai,HursMa00,def_int_td,0,,,,,
player,201810280rai,rai,HursMa00,def_int_long,0,,,,,
player,201810280rai,rai,HursMa00,pass_defended,0,,,,,
player,201810280rai,rai,HursMa00,sacks,0.0,,,,,
player,201810280rai,rai,HursMa00,tackles_combined,2,,,,,
player,201810280rai,rai,HursMa00,tackles_solo,2,,,,,
player,201810280rai,rai,HursMa00,tackles_assists,0,,,,,
player,201810280rai,rai,HursMa00,tackles_loss,0,,,,,
player,201810280rai,rai,HursMa00,qb_hits,0,,,,,
player,201810280rai,rai,HursMa00,fumbles_rec,0,,,,,
player,201810280rai,rai,HursMa00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,HursMa00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,HursMa00,fumbles_forced,0,,,,,
player,201810280rai,rai,KeyxAr00,def_int,0,,,,,
player,201810280rai,rai,KeyxAr00,def_int_yds,0,,,,,
player,201810280rai,rai,KeyxAr00,def_int_td,0,,,,,
player,201810280rai,rai,KeyxAr00,def_int_long,0,,,,,
player,201810280rai,rai,KeyxAr00,pass_defended,0,,,,,
player,201810280rai,rai,KeyxAr00,sacks,0.0,,,,,
player,201810280rai,rai,KeyxAr00,tackles_combined,2,,,,,
player,201810280rai,rai,KeyxAr00,tackles_solo,0,,,,,
player,201810280rai,rai,KeyxAr00,tackles_assists,2,,,,,
player,201810280rai,rai,KeyxAr00,tackles_loss,0,,,,,
player,201810280rai,rai,KeyxAr00,qb_hits,0,,,,,
player,201810280rai,rai,KeyxAr00,fumbles_rec,0,,,,,
player,201810280rai,rai,KeyxAr00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,KeyxAr00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,KeyxAr00,fumbles_forced,0,,,,,
player,201810280rai,rai,NelsNi00,def_int,0,,,,,
player,201810280rai,rai,NelsNi00,def_int_yds,0,,,,,
player,201810280rai,rai,NelsNi00,def_int_td,0,,,,,
player,201810280rai,rai,NelsNi00,def_int_long,0,,,,,
player,201810280rai,rai,NelsNi00,pass_defended,0,,,,,
player,201810280rai,rai,NelsNi00,sacks,0.0,,,,,
player,201810280rai,rai,NelsNi00,tackles_combined,2,,,,,
player,201810280rai,rai,NelsNi00,tackles_solo,2,,,,,
player,201810280rai,rai,NelsNi00,tackles_assists,0,,,,,
player,201810280rai,rai,NelsNi00,tackles_loss,0,,,,,
player,201810280rai,rai,NelsNi00,qb_hits,0,,,,,
player,201810280rai,rai,NelsNi00,fumbles_rec,0,,,,,
player,201810280rai,rai,NelsNi00,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,NelsNi00,fumbles_rec_td,0,,,,,
player,201810280rai,rai,NelsNi00,fumbles_forced,0,,,,,
player,201810280rai,rai,HallLe98,def_int,0,,,,,
player,201810280rai,rai,HallLe98,def_int_yds,0,,,,,
player,201810280rai,rai,HallLe98,def_int_td,0,,,,,
player,201810280rai,rai,HallLe98,def_int_long,0,,,,,
player,201810280rai,rai,HallLe98,pass_defended,0,,,,,
player,201810280rai,rai,HallLe98,sacks,0.0,,,,,
player,201810280rai,rai,HallLe98,tackles_combined,1,,,,,
player,201810280rai,rai,HallLe98,tackles_solo,1,,,,,
player,201810280rai,rai,HallLe98,tackles_assists,0,,,,,
player,201810280rai,rai,HallLe98,tackles_loss,0,,,,,
player,201810280rai,rai,HallLe98,qb_hits,0,,,,,
player,201810280rai,rai,HallLe98,fumbles_rec,0,,,,,
player,201810280rai,rai,HallLe98,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,HallLe98,fumbles_rec_td,0,,,,,
player,201810280rai,rai,HallLe98,fumbles_forced,0,,,,,
player,201810280rai,rai,McDoCl99,def_int,0,,,,,
player,201810280rai,rai,McDoCl99,def_int_yds,0,,,,,
player,201810280rai,rai,McDoCl99,def_int_td,0,,,,,
player,201810280rai,rai,McDoCl99,def_int_long,0,,,,,
player,201810280rai,rai,McDoCl99,pass_defended,0,,,,,
player,201810280rai,rai,McDoCl99,sacks,0.0,,,,,
player,201810280rai,rai,McDoCl99,tackles_combined,1,,,,,
player,201810280rai,rai,McDoCl99,tackles_solo,0,,,,,
player,201810280rai,rai,McDoCl99,tackles_assists,1,,,,,
player,201810280rai,rai,McDoCl99,tackles_loss,0,,,,,
player,201810280rai,rai,McDoCl99,qb_hits,0,,,,,
player,201810280rai,rai,McDoCl99,fumbles_rec,0,,,,,
player,201810280rai,rai,McDoCl99,fumbles_rec_yds,0,,,,,
player,201810280rai,rai,McDoCl99,fumbles_rec_td,0,,,,,
player,201810280rai,rai,McDoCl99,fumbles_forced,0,,,,,
player,201810280rai,clt,RogeCh02,kick_ret,0,,,,,
player,201810280rai,clt,RogeCh02,kick_ret_yds,0,,,,,
player,201810280rai,clt,RogeCh02,kick_ret_yds_per_ret,,,,,,
player,201810280rai,clt,RogeCh02,kick_ret_td,0,,,,,
player,201810280rai,clt,RogeCh02,kick_ret_long,0,,,,,
player,201810280rai,clt,RogeCh02,punt_ret,1,,,,,
player,201810280rai,clt,RogeCh02,punt_ret_yds,10,,,,,
player,201810280rai,clt,RogeCh02,punt_ret_yds_per_ret,10.0,,,,,
player,201810280rai,clt,RogeCh02,punt_ret_td,0,,,,,
player,201810280rai,clt,RogeCh02,punt_ret_long,10,,,,,
player,201810280rai,clt,PascZa00,kick_ret,1,,,,,
player,201810280rai,clt,PascZa00,kick_ret_yds,17,,,,,
player,201810280rai,clt,PascZa00,kick_ret_yds_per_ret,17.0,,,,,
player,201810280rai,clt,PascZa00,kick_ret_td,0,,,,,
player,201810280rai,clt,PascZa00,kick_ret_long,17,,,,,
player,201810280rai,clt,PascZa00,punt_ret,0,,,,,
player,201810280rai,clt,PascZa00,punt_ret_yds,0,,,,,
player,201810280rai,clt,PascZa00,punt_ret_yds_per_ret,,,,,,
player,201810280rai,clt,PascZa00,punt_ret_td,0,,,,,
player,201810280rai,clt,PascZa00,punt_ret_long,0,,,,,
player,201810280rai,rai,HarrDw00,kick_ret,1,,,,,
player,201810280rai,rai,HarrDw00,kick_ret_yds,28,,,,,
player,201810280rai,rai,HarrDw00,kick_ret_yds_per_ret,28.0,,,,,
player,201810280rai,rai,HarrDw00,kick_ret_td,0,,,,,
player,201810280rai,rai,HarrDw00,kick_ret_long,28,,,,,
player,201810280rai,rai,HarrDw00,punt_ret,1,,,,,
player,201810280rai,rai,HarrDw00,punt_ret_yds,-1,,,,,
player,201810280rai,rai,HarrDw00,punt_ret_yds_per_ret,-1.0,,,,,
player,201810280rai,rai,HarrDw00,punt_ret_td,0,,,,,
player,201810280rai,rai,HarrDw00,punt_ret_long,-1,,,,,
player,201810280rai,clt,vinatada01,xpm,4,,,,,
player,201810280rai,clt,vinatada01,xpa,4,,,,,
player,201810280rai,clt,vinatada01,fgm,2,,,,,
player,201810280rai,clt,vinatada01,fga,2,,,,,
player,201810280rai,clt,vinatada01,punt,0,,,,,
player,201810280rai,clt,vinatada01,punt_yds,0,,,,,
player,201810280rai,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201810280rai,clt,vinatada01,punt_long,0,,,,,
player,201810280rai,clt,SancRi00,xpm,,,,,,
player,201810280rai,clt,SancRi00,xpa,,,,,,
player,201810280rai,clt,SancRi00,fgm,,,,,,
player,201810280rai,clt,SancRi00,fga,,,,,,
player,201810280rai,clt,SancRi00,punt,1,,,,,
player,201810280rai,clt,SancRi00,punt_yds,46,,,,,
player,201810280rai,clt,SancRi00,punt_yds_per_punt,46.0,,,,,
player,201810280rai,clt,SancRi00,punt_long,46,,,,,
player,201810280rai,rai,CarlDa00,xpm,4,,,,,
player,201810280rai,rai,CarlDa00,xpa,4,,,,,
player,201810280rai,rai,CarlDa00,fgm,,,,,,
player,201810280rai,rai,CarlDa00,fga,,,,,,
player,201810280rai,rai,CarlDa00,punt,0,,,,,
player,201810280rai,rai,CarlDa00,punt_yds,0,,,,,
player,201810280rai,rai,CarlDa00,punt_yds_per_punt,,,,,,
player,201810280rai,rai,CarlDa00,punt_long,0,,,,,
player,201810280rai,rai,TownJo01,xpm,,,,,,
player,201810280rai,rai,TownJo01,xpa,,,,,,
player,201810280rai,rai,TownJo01,fgm,,,,,,
player,201810280rai,rai,TownJo01,fga,,,,,,
player,201810280rai,rai,TownJo01,punt,2,,,,,
player,201810280rai,rai,TownJo01,punt_yds,80,,,,,
player,201810280rai,rai,TownJo01,punt_yds_per_punt,40.0,,,,,
player,201810280rai,rai,TownJo01,punt_long,55,,,,,
player,201810280rai,clt,LuckAn00,pass_cmp,22,,,,,
player,201810280rai,clt,LuckAn00,pass_att,31,,,,,
player,201810280rai,clt,LuckAn00,pass_yds,239,,,,,
player,201810280rai,clt,LuckAn00,pass_first_down,13,,,,,
player,201810280rai,clt,LuckAn00,pass_air_yds,169,,,,,
player,201810280rai,clt,LuckAn00,pass_air_yds_per_cmp,7.7,,,,,
player,201810280rai,clt,LuckAn00,pass_air_yds_per_att,5.5,,,,,
player,201810280rai,clt,LuckAn00,pass_tgt_yds_per_att,7.4,,,,,
player,201810280rai,clt,LuckAn00,pass_yac,70,,,,,
player,201810280rai,clt,LuckAn00,pass_yac_per_cmp,3.2,,,,,
player,201810280rai,clt,LuckAn00,pass_drops,2,,,,,
player,201810280rai,clt,LuckAn00,pass_drop_pct,6.5,,,,,
player,201810280rai,clt,LuckAn00,pass_poor_throws,3,,,,,
player,201810280rai,clt,LuckAn00,pass_poor_throw_pct,9.7,,,,,
player,201810280rai,clt,LuckAn00,pass_blitzed,5,,,,,
player,201810280rai,clt,LuckAn00,pass_hurried,3,,,,,
player,201810280rai,clt,LuckAn00,pass_hits,1,,,,,
player,201810280rai,clt,LuckAn00,rush_scrambles,0,,,,,
player,201810280rai,clt,LuckAn00,rush_scrambles_yds_per_att,,,,,,
player,201810280rai,rai,CarrDe02,pass_cmp,21,,,,,
player,201810280rai,rai,CarrDe02,pass_att,28,,,,,
player,201810280rai,rai,CarrDe02,pass_yds,244,,,,,
player,201810280rai,rai,CarrDe02,pass_first_down,12,,,,,
player,201810280rai,rai,CarrDe02,pass_air_yds,131,,,,,
player,201810280rai,rai,CarrDe02,pass_air_yds_per_cmp,6.2,,,,,
player,201810280rai,rai,CarrDe02,pass_air_yds_per_att,4.7,,,,,
player,201810280rai,rai,CarrDe02,pass_tgt_yds_per_att,7.1,,,,,
player,201810280rai,rai,CarrDe02,pass_yac,113,,,,,
player,201810280rai,rai,CarrDe02,pass_yac_per_cmp,5.4,,,,,
player,201810280rai,rai,CarrDe02,pass_drops,1,,,,,
player,201810280rai,rai,CarrDe02,pass_drop_pct,3.6,,,,,
player,201810280rai,rai,CarrDe02,pass_poor_throws,5,,,,,
player,201810280rai,rai,CarrDe02,pass_poor_throw_pct,17.9,,,,,
player,201810280rai,rai,CarrDe02,pass_blitzed,3,,,,,
player,201810280rai,rai,CarrDe02,pass_hurried,2,,,,,
player,201810280rai,rai,CarrDe02,pass_hits,1,,,,,
player,201810280rai,rai,CarrDe02,rush_scrambles,0,,,,,
player,201810280rai,rai,CarrDe02,rush_scrambles_yds_per_att,,,,,,
player,201810280rai,clt,MackMa00,rush_att,25,,,,,
player,201810280rai,clt,MackMa00,rush_yds,132,,,,,
player,201810280rai,clt,MackMa00,rush_first_down,6,,,,,
player,201810280rai,clt,MackMa00,rush_yds_before_contact,94,,,,,
player,201810280rai,clt,MackMa00,rush_yds_bc_per_rush,3.8,,,,,
player,201810280rai,clt,MackMa00,rush_yac,38,,,,,
player,201810280rai,clt,MackMa00,rush_yac_per_rush,1.5,,,,,
player,201810280rai,clt,MackMa00,rush_broken_tackles,0,,,,,
player,201810280rai,clt,MackMa00,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,clt,HineNy00,rush_att,11,,,,,
player,201810280rai,clt,HineNy00,rush_yds,78,,,,,
player,201810280rai,clt,HineNy00,rush_first_down,4,,,,,
player,201810280rai,clt,HineNy00,rush_yds_before_contact,35,,,,,
player,201810280rai,clt,HineNy00,rush_yds_bc_per_rush,3.2,,,,,
player,201810280rai,clt,HineNy00,rush_yac,43,,,,,
player,201810280rai,clt,HineNy00,rush_yac_per_rush,3.9,,,,,
player,201810280rai,clt,HineNy00,rush_broken_tackles,1,,,,,
player,201810280rai,clt,HineNy00,rush_broken_tackles_per_rush,11.0,,,,,
player,201810280rai,clt,LuckAn00,rush_att,2,,,,,
player,201810280rai,clt,LuckAn00,rush_yds,-2,,,,,
player,201810280rai,clt,LuckAn00,rush_first_down,0,,,,,
player,201810280rai,clt,LuckAn00,rush_yds_before_contact,-2,,,,,
player,201810280rai,clt,LuckAn00,rush_yds_bc_per_rush,-1.0,,,,,
player,201810280rai,clt,LuckAn00,rush_yac,0,,,,,
player,201810280rai,clt,LuckAn00,rush_yac_per_rush,0.0,,,,,
player,201810280rai,clt,LuckAn00,rush_broken_tackles,0,,,,,
player,201810280rai,clt,LuckAn00,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,clt,WilkJo01,rush_att,2,,,,,
player,201810280rai,clt,WilkJo01,rush_yds,14,,,,,
player,201810280rai,clt,WilkJo01,rush_first_down,1,,,,,
player,201810280rai,clt,WilkJo01,rush_yds_before_contact,14,,,,,
player,201810280rai,clt,WilkJo01,rush_yds_bc_per_rush,7.0,,,,,
player,201810280rai,clt,WilkJo01,rush_yac,0,,,,,
player,201810280rai,clt,WilkJo01,rush_yac_per_rush,0.0,,,,,
player,201810280rai,clt,WilkJo01,rush_broken_tackles,0,,,,,
player,201810280rai,clt,WilkJo01,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,rai,MartDo00,rush_att,13,,,,,
player,201810280rai,rai,MartDo00,rush_yds,72,,,,,
player,201810280rai,rai,MartDo00,rush_first_down,4,,,,,
player,201810280rai,rai,MartDo00,rush_yds_before_contact,36,,,,,
player,201810280rai,rai,MartDo00,rush_yds_bc_per_rush,2.8,,,,,
player,201810280rai,rai,MartDo00,rush_yac,36,,,,,
player,201810280rai,rai,MartDo00,rush_yac_per_rush,2.8,,,,,
player,201810280rai,rai,MartDo00,rush_broken_tackles,0,,,,,
player,201810280rai,rai,MartDo00,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,rai,CarrDe02,rush_att,2,,,,,
player,201810280rai,rai,CarrDe02,rush_yds,0,,,,,
player,201810280rai,rai,CarrDe02,rush_first_down,1,,,,,
player,201810280rai,rai,CarrDe02,rush_yds_before_contact,0,,,,,
player,201810280rai,rai,CarrDe02,rush_yds_bc_per_rush,0.0,,,,,
player,201810280rai,rai,CarrDe02,rush_yac,0,,,,,
player,201810280rai,rai,CarrDe02,rush_yac_per_rush,0.0,,,,,
player,201810280rai,rai,CarrDe02,rush_broken_tackles,0,,,,,
player,201810280rai,rai,CarrDe02,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,rai,RichJa01,rush_att,2,,,,,
player,201810280rai,rai,RichJa01,rush_yds,14,,,,,
player,201810280rai,rai,RichJa01,rush_first_down,1,,,,,
player,201810280rai,rai,RichJa01,rush_yds_before_contact,3,,,,,
player,201810280rai,rai,RichJa01,rush_yds_bc_per_rush,1.5,,,,,
player,201810280rai,rai,RichJa01,rush_yac,11,,,,,
player,201810280rai,rai,RichJa01,rush_yac_per_rush,5.5,,,,,
player,201810280rai,rai,RichJa01,rush_broken_tackles,0,,,,,
player,201810280rai,rai,RichJa01,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,rai,HarrDw00,rush_att,1,,,,,
player,201810280rai,rai,HarrDw00,rush_yds,13,,,,,
player,201810280rai,rai,HarrDw00,rush_first_down,1,,,,,
player,201810280rai,rai,HarrDw00,rush_yds_before_contact,11,,,,,
player,201810280rai,rai,HarrDw00,rush_yds_bc_per_rush,11.0,,,,,
player,201810280rai,rai,HarrDw00,rush_yac,2,,,,,
player,201810280rai,rai,HarrDw00,rush_yac_per_rush,2.0,,,,,
player,201810280rai,rai,HarrDw00,rush_broken_tackles,0,,,,,
player,201810280rai,rai,HarrDw00,rush_broken_tackles_per_rush,,,,,,
player,201810280rai,rai,WashDe00,rush_att,1,,,,,
player,201810280rai,rai,WashDe00,rush_yds,4,,,,,
player,201810280rai,rai,WashDe00,rush_first_down,,,,,,
player,201810280rai,rai,WashDe00,rush_yds_before_contact,0,,,,,
player,201810280rai,rai,WashDe00,rush_yds_bc_per_rush,0.0,,,,,
player,201810280rai,rai,WashDe00,rush_yac,4,,,,,
player,201810280rai,rai,WashDe00,rush_yac_per_rush,4.0,,,,,
player,201810280rai,rai,WashDe00,rush_broken_tackles,1,,,,,
player,201810280rai,rai,WashDe00,rush_broken_tackles_per_rush,1.0,,,,,
player,201810280rai,clt,DoylJa00,targets,7,,,,,
player,201810280rai,clt,DoylJa00,rec,6,,,,,
player,201810280rai,clt,DoylJa00,rec_yds,70,,,,,
player,201810280rai,clt,DoylJa00,rec_first_down,5,,,,,
player,201810280rai,clt,DoylJa00,rec_air_yds,39,,,,,
player,201810280rai,clt,DoylJa00,rec_air_yds_per_rec,6.5,,,,,
player,201810280rai,clt,DoylJa00,rec_yac,31,,,,,
player,201810280rai,clt,DoylJa00,rec_yac_per_rec,5.2,,,,,
player,201810280rai,clt,DoylJa00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,DoylJa00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,DoylJa00,rec_drops,0,,,,,
player,201810280rai,clt,DoylJa00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,InmaDo00,targets,7,,,,,
player,201810280rai,clt,InmaDo00,rec,6,,,,,
player,201810280rai,clt,InmaDo00,rec_yds,52,,,,,
player,201810280rai,clt,InmaDo00,rec_first_down,3,,,,,
player,201810280rai,clt,InmaDo00,rec_air_yds,48,,,,,
player,201810280rai,clt,InmaDo00,rec_air_yds_per_rec,8.0,,,,,
player,201810280rai,clt,InmaDo00,rec_yac,4,,,,,
player,201810280rai,clt,InmaDo00,rec_yac_per_rec,0.7,,,,,
player,201810280rai,clt,InmaDo00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,InmaDo00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,InmaDo00,rec_drops,0,,,,,
player,201810280rai,clt,InmaDo00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,EbroEr00,targets,3,,,,,
player,201810280rai,clt,EbroEr00,rec,3,,,,,
player,201810280rai,clt,EbroEr00,rec_yds,37,,,,,
player,201810280rai,clt,EbroEr00,rec_first_down,2,,,,,
player,201810280rai,clt,EbroEr00,rec_air_yds,26,,,,,
player,201810280rai,clt,EbroEr00,rec_air_yds_per_rec,8.7,,,,,
player,201810280rai,clt,EbroEr00,rec_yac,11,,,,,
player,201810280rai,clt,EbroEr00,rec_yac_per_rec,3.7,,,,,
player,201810280rai,clt,EbroEr00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,EbroEr00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,EbroEr00,rec_drops,0,,,,,
player,201810280rai,clt,EbroEr00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,MackMa00,targets,4,,,,,
player,201810280rai,clt,MackMa00,rec,2,,,,,
player,201810280rai,clt,MackMa00,rec_yds,17,,,,,
player,201810280rai,clt,MackMa00,rec_first_down,1,,,,,
player,201810280rai,clt,MackMa00,rec_air_yds,2,,,,,
player,201810280rai,clt,MackMa00,rec_air_yds_per_rec,1.0,,,,,
player,201810280rai,clt,MackMa00,rec_yac,15,,,,,
player,201810280rai,clt,MackMa00,rec_yac_per_rec,7.5,,,,,
player,201810280rai,clt,MackMa00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,MackMa00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,MackMa00,rec_drops,2,,,,,
player,201810280rai,clt,MackMa00,rec_drop_pct,50.0,,,,,
player,201810280rai,clt,HineNy00,targets,2,,,,,
player,201810280rai,clt,HineNy00,rec,2,,,,,
player,201810280rai,clt,HineNy00,rec_yds,7,,,,,
player,201810280rai,clt,HineNy00,rec_first_down,0,,,,,
player,201810280rai,clt,HineNy00,rec_air_yds,-1,,,,,
player,201810280rai,clt,HineNy00,rec_air_yds_per_rec,-0.5,,,,,
player,201810280rai,clt,HineNy00,rec_yac,8,,,,,
player,201810280rai,clt,HineNy00,rec_yac_per_rec,4.0,,,,,
player,201810280rai,clt,HineNy00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,HineNy00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,HineNy00,rec_drops,0,,,,,
player,201810280rai,clt,HineNy00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,PascZa00,targets,1,,,,,
player,201810280rai,clt,PascZa00,rec,1,,,,,
player,201810280rai,clt,PascZa00,rec_yds,-4,,,,,
player,201810280rai,clt,PascZa00,rec_first_down,,,,,,
player,201810280rai,clt,PascZa00,rec_air_yds,-4,,,,,
player,201810280rai,clt,PascZa00,rec_air_yds_per_rec,-4.0,,,,,
player,201810280rai,clt,PascZa00,rec_yac,0,,,,,
player,201810280rai,clt,PascZa00,rec_yac_per_rec,0.0,,,,,
player,201810280rai,clt,PascZa00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,PascZa00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,PascZa00,rec_drops,0,,,,,
player,201810280rai,clt,PascZa00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,AlieMo00,targets,1,,,,,
player,201810280rai,clt,AlieMo00,rec,1,,,,,
player,201810280rai,clt,AlieMo00,rec_yds,26,,,,,
player,201810280rai,clt,AlieMo00,rec_first_down,1,,,,,
player,201810280rai,clt,AlieMo00,rec_air_yds,25,,,,,
player,201810280rai,clt,AlieMo00,rec_air_yds_per_rec,25.0,,,,,
player,201810280rai,clt,AlieMo00,rec_yac,1,,,,,
player,201810280rai,clt,AlieMo00,rec_yac_per_rec,1.0,,,,,
player,201810280rai,clt,AlieMo00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,AlieMo00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,AlieMo00,rec_drops,0,,,,,
player,201810280rai,clt,AlieMo00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,HiltT.00,targets,5,,,,,
player,201810280rai,clt,HiltT.00,rec,1,,,,,
player,201810280rai,clt,HiltT.00,rec_yds,34,,,,,
player,201810280rai,clt,HiltT.00,rec_first_down,1,,,,,
player,201810280rai,clt,HiltT.00,rec_air_yds,34,,,,,
player,201810280rai,clt,HiltT.00,rec_air_yds_per_rec,34.0,,,,,
player,201810280rai,clt,HiltT.00,rec_yac,0,,,,,
player,201810280rai,clt,HiltT.00,rec_yac_per_rec,0.0,,,,,
player,201810280rai,clt,HiltT.00,rec_broken_tackles,0,,,,,
player,201810280rai,clt,HiltT.00,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,HiltT.00,rec_drops,0,,,,,
player,201810280rai,clt,HiltT.00,rec_drop_pct,0.0,,,,,
player,201810280rai,clt,RogeCh02,targets,1,,,,,
player,201810280rai,clt,RogeCh02,rec,0,,,,,
player,201810280rai,clt,RogeCh02,rec_yds,0,,,,,
player,201810280rai,clt,RogeCh02,rec_first_down,,,,,,
player,201810280rai,clt,RogeCh02,rec_air_yds,0,,,,,
player,201810280rai,clt,RogeCh02,rec_air_yds_per_rec,,,,,,
player,201810280rai,clt,RogeCh02,rec_yac,0,,,,,
player,201810280rai,clt,RogeCh02,rec_yac_per_rec,,,,,,
player,201810280rai,clt,RogeCh02,rec_broken_tackles,0,,,,,
player,201810280rai,clt,RogeCh02,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,clt,RogeCh02,rec_drops,0,,,,,
player,201810280rai,clt,RogeCh02,rec_drop_pct,0.0,,,,,
player,201810280rai,rai,RichJa01,targets,8,,,,,
player,201810280rai,rai,RichJa01,rec,8,,,,,
player,201810280rai,rai,RichJa01,rec_yds,50,,,,,
player,201810280rai,rai,RichJa01,rec_first_down,0,,,,,
player,201810280rai,rai,RichJa01,rec_air_yds,3,,,,,
player,201810280rai,rai,RichJa01,rec_air_yds_per_rec,0.4,,,,,
player,201810280rai,rai,RichJa01,rec_yac,47,,,,,
player,201810280rai,rai,RichJa01,rec_yac_per_rec,5.9,,,,,
player,201810280rai,rai,RichJa01,rec_broken_tackles,0,,,,,
player,201810280rai,rai,RichJa01,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,rai,RichJa01,rec_drops,0,,,,,
player,201810280rai,rai,RichJa01,rec_drop_pct,0.0,,,,,
player,201810280rai,rai,CookJa02,targets,5,,,,,
player,201810280rai,rai,CookJa02,rec,4,,,,,
player,201810280rai,rai,CookJa02,rec_yds,74,,,,,
player,201810280rai,rai,CookJa02,rec_first_down,4,,,,,
player,201810280rai,rai,CookJa02,rec_air_yds,59,,,,,
player,201810280rai,rai,CookJa02,rec_air_yds_per_rec,14.8,,,,,
player,201810280rai,rai,CookJa02,rec_yac,15,,,,,
player,201810280rai,rai,CookJa02,rec_yac_per_rec,3.8,,,,,
player,201810280rai,rai,CookJa02,rec_broken_tackles,0,,,,,
player,201810280rai,rai,CookJa02,rec_broken_tackles_per_rec,,,,,,
player,201810280rai,rai,CookJa02,rec_drops,0,,,,,
player,201810280rai,rai,CookJa02,rec_drop_pct,0.0,,,,,
player,201810280rai,rai,LaFeBr00,targets,4,,,,,
player,201810280rai,rai,LaFeBr00,rec,3,,,,,
player,201810280rai,rai,LaFeBr00,rec_yds,39,,,,,
player,201810280rai,rai,LaFeBr00,rec_first_down,3,,,,,
player,201810280rai,rai,LaFeBr00,rec_air_yds,14,,,,,
player,201810280rai,rai,LaFeBr00,rec_air_yds_per_rec,4.7,,,,,
