game,2018,6,20181014,201810140den,ram,"Los Angeles Rams",23,den,"Denver Broncos",20
player,201810140den,ram,CookBr00,rec,2,,,,,
player,201810140den,ram,CookBr00,rec_yds,53,,,,,
player,201810140den,ram,CookBr00,rec_td,0,,,,,
player,201810140den,ram,CookBr00,rec_long,44,,,,,
player,201810140den,ram,CookBr00,fumbles,0,,,,,
player,201810140den,ram,CookBr00,fumbles_lost,0,,,,,
player,201810140den,ram,EverGe00,pass_cmp,0,,,,,
player,201810140den,ram,EverGe00,pass_att,0,,,,,
player,201810140den,ram,EverGe00,pass_yds,0,,,,,
player,201810140den,ram,EverGe00,pass_td,0,,,,,
player,201810140den,ram,EverGe00,pass_int,0,,,,,
player,201810140den,ram,EverGe00,pass_sacked,0,,,,,
player,201810140den,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201810140den,ram,EverGe00,pass_long,0,,,,,
player,201810140den,ram,EverGe00,pass_rating,,,,,,
player,201810140den,ram,EverGe00,rush_att,0,,,,,
player,201810140den,ram,EverGe00,rush_yds,0,,,,,
player,201810140den,ram,EverGe00,rush_td,0,,,,,
player,201810140den,ram,EverGe00,rush_long,0,,,,,
player,201810140den,ram,EverGe00,targets,4,,,,,
player,201810140den,ram,EverGe00,rec,2,,,,,
player,201810140den,ram,EverGe00,rec_yds,24,,,,,
player,201810140den,ram,EverGe00,rec_td,0,,,,,
player,201810140den,ram,EverGe00,rec_long,12,,,,,
player,201810140den,ram,EverGe00,fumbles,0,,,,,
player,201810140den,ram,EverGe00,fumbles_lost,0,,,,,
player,201810140den,ram,ReynJo00,pass_cmp,0,,,,,
player,201810140den,ram,ReynJo00,pass_att,0,,,,,
player,201810140den,ram,ReynJo00,pass_yds,0,,,,,
player,201810140den,ram,ReynJo00,pass_td,0,,,,,
player,201810140den,ram,ReynJo00,pass_int,0,,,,,
player,201810140den,ram,ReynJo00,pass_sacked,0,,,,,
player,201810140den,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201810140den,ram,ReynJo00,pass_long,0,,,,,
player,201810140den,ram,ReynJo00,pass_rating,,,,,,
player,201810140den,ram,ReynJo00,rush_att,0,,,,,
player,201810140den,ram,ReynJo00,rush_yds,0,,,,,
player,201810140den,ram,ReynJo00,rush_td,0,,,,,
player,201810140den,ram,ReynJo00,rush_long,0,,,,,
player,201810140den,ram,ReynJo00,targets,2,,,,,
player,201810140den,ram,ReynJo00,rec,1,,,,,
player,201810140den,ram,ReynJo00,rec_yds,-2,,,,,
player,201810140den,ram,ReynJo00,rec_td,0,,,,,
player,201810140den,ram,ReynJo00,rec_long,-2,,,,,
player,201810140den,ram,ReynJo00,fumbles,0,,,,,
player,201810140den,ram,ReynJo00,fumbles_lost,0,,,,,
player,201810140den,den,KeenCa00,pass_cmp,25,,,,,
player,201810140den,den,KeenCa00,pass_att,41,,,,,
player,201810140den,den,KeenCa00,pass_yds,322,,,,,
player,201810140den,den,KeenCa00,pass_td,2,,,,,
player,201810140den,den,KeenCa00,pass_int,1,,,,,
player,201810140den,den,KeenCa00,pass_sacked,2,,,,,
player,201810140den,den,KeenCa00,pass_sacked_yds,25,,,,,
player,201810140den,den,KeenCa00,pass_long,45,,,,,
player,201810140den,den,KeenCa00,pass_rating,91.7,,,,,
player,201810140den,den,KeenCa00,rush_att,1,,,,,
player,201810140den,den,KeenCa00,rush_yds,6,,,,,
player,201810140den,den,KeenCa00,rush_td,0,,,,,
player,201810140den,den,KeenCa00,rush_long,6,,,,,
player,201810140den,den,KeenCa00,targets,0,,,,,
player,201810140den,den,KeenCa00,rec,0,,,,,
player,201810140den,den,KeenCa00,rec_yds,0,,,,,
player,201810140den,den,KeenCa00,rec_td,0,,,,,
player,201810140den,den,KeenCa00,rec_long,0,,,,,
player,201810140den,den,KeenCa00,fumbles,1,,,,,
player,201810140den,den,KeenCa00,fumbles_lost,0,,,,,
player,201810140den,den,FreeRo00,pass_cmp,0,,,,,
player,201810140den,den,FreeRo00,pass_att,0,,,,,
player,201810140den,den,FreeRo00,pass_yds,0,,,,,
player,201810140den,den,FreeRo00,pass_td,0,,,,,
player,201810140den,den,FreeRo00,pass_int,0,,,,,
player,201810140den,den,FreeRo00,pass_sacked,0,,,,,
player,201810140den,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201810140den,den,FreeRo00,pass_long,0,,,,,
player,201810140den,den,FreeRo00,pass_rating,,,,,,
player,201810140den,den,FreeRo00,rush_att,9,,,,,
player,201810140den,den,FreeRo00,rush_yds,22,,,,,
player,201810140den,den,FreeRo00,rush_td,0,,,,,
player,201810140den,den,FreeRo00,rush_long,7,,,,,
player,201810140den,den,FreeRo00,targets,0,,,,,
player,201810140den,den,FreeRo00,rec,0,,,,,
player,201810140den,den,FreeRo00,rec_yds,0,,,,,
player,201810140den,den,FreeRo00,rec_td,0,,,,,
player,201810140den,den,FreeRo00,rec_long,0,,,,,
player,201810140den,den,FreeRo00,fumbles,0,,,,,
player,201810140den,den,FreeRo00,fumbles_lost,0,,,,,
player,201810140den,den,LindPh00,pass_cmp,0,,,,,
player,201810140den,den,LindPh00,pass_att,0,,,,,
player,201810140den,den,LindPh00,pass_yds,0,,,,,
player,201810140den,den,LindPh00,pass_td,0,,,,,
player,201810140den,den,LindPh00,pass_int,0,,,,,
player,201810140den,den,LindPh00,pass_sacked,0,,,,,
player,201810140den,den,LindPh00,pass_sacked_yds,0,,,,,
player,201810140den,den,LindPh00,pass_long,0,,,,,
player,201810140den,den,LindPh00,pass_rating,,,,,,
player,201810140den,den,LindPh00,rush_att,4,,,,,
player,201810140den,den,LindPh00,rush_yds,18,,,,,
player,201810140den,den,LindPh00,rush_td,0,,,,,
player,201810140den,den,LindPh00,rush_long,8,,,,,
player,201810140den,den,LindPh00,targets,7,,,,,
player,201810140den,den,LindPh00,rec,6,,,,,
player,201810140den,den,LindPh00,rec_yds,48,,,,,
player,201810140den,den,LindPh00,rec_td,0,,,,,
player,201810140den,den,LindPh00,rec_long,13,,,,,
player,201810140den,den,LindPh00,fumbles,0,,,,,
player,201810140den,den,LindPh00,fumbles_lost,0,,,,,
player,201810140den,den,BookDe00,pass_cmp,0,,,,,
player,201810140den,den,BookDe00,pass_att,0,,,,,
player,201810140den,den,BookDe00,pass_yds,0,,,,,
player,201810140den,den,BookDe00,pass_td,0,,,,,
player,201810140den,den,BookDe00,pass_int,0,,,,,
player,201810140den,den,BookDe00,pass_sacked,0,,,,,
player,201810140den,den,BookDe00,pass_sacked_yds,0,,,,,
player,201810140den,den,BookDe00,pass_long,0,,,,,
player,201810140den,den,BookDe00,pass_rating,,,,,,
player,201810140den,den,BookDe00,rush_att,2,,,,,
player,201810140den,den,BookDe00,rush_yds,15,,,,,
player,201810140den,den,BookDe00,rush_td,0,,,,,
player,201810140den,den,BookDe00,rush_long,9,,,,,
player,201810140den,den,BookDe00,targets,3,,,,,
player,201810140den,den,BookDe00,rec,2,,,,,
player,201810140den,den,BookDe00,rec_yds,14,,,,,
player,201810140den,den,BookDe00,rec_td,0,,,,,
player,201810140den,den,BookDe00,rec_long,9,,,,,
player,201810140den,den,BookDe00,fumbles,0,,,,,
player,201810140den,den,BookDe00,fumbles_lost,0,,,,,
player,201810140den,den,SandEm00,pass_cmp,0,,,,,
player,201810140den,den,SandEm00,pass_att,0,,,,,
player,201810140den,den,SandEm00,pass_yds,0,,,,,
player,201810140den,den,SandEm00,pass_td,0,,,,,
player,201810140den,den,SandEm00,pass_int,0,,,,,
player,201810140den,den,SandEm00,pass_sacked,0,,,,,
player,201810140den,den,SandEm00,pass_sacked_yds,0,,,,,
player,201810140den,den,SandEm00,pass_long,0,,,,,
player,201810140den,den,SandEm00,pass_rating,,,,,,
player,201810140den,den,SandEm00,rush_att,0,,,,,
player,201810140den,den,SandEm00,rush_yds,0,,,,,
player,201810140den,den,SandEm00,rush_td,0,,,,,
player,201810140den,den,SandEm00,rush_long,0,,,,,
player,201810140den,den,SandEm00,targets,10,,,,,
player,201810140den,den,SandEm00,rec,7,,,,,
player,201810140den,den,SandEm00,rec_yds,115,,,,,
player,201810140den,den,SandEm00,rec_td,1,,,,,
player,201810140den,den,SandEm00,rec_long,43,,,,,
player,201810140den,den,SandEm00,fumbles,0,,,,,
player,201810140den,den,SandEm00,fumbles_lost,0,,,,,
player,201810140den,den,SuttCo00,pass_cmp,0,,,,,
player,201810140den,den,SuttCo00,pass_att,0,,,,,
player,201810140den,den,SuttCo00,pass_yds,0,,,,,
player,201810140den,den,SuttCo00,pass_td,0,,,,,
player,201810140den,den,SuttCo00,pass_int,0,,,,,
player,201810140den,den,SuttCo00,pass_sacked,0,,,,,
player,201810140den,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201810140den,den,SuttCo00,pass_long,0,,,,,
player,201810140den,den,SuttCo00,pass_rating,,,,,,
player,201810140den,den,SuttCo00,rush_att,0,,,,,
player,201810140den,den,SuttCo00,rush_yds,0,,,,,
player,201810140den,den,SuttCo00,rush_td,0,,,,,
player,201810140den,den,SuttCo00,rush_long,0,,,,,
player,201810140den,den,SuttCo00,targets,4,,,,,
player,201810140den,den,SuttCo00,rec,3,,,,,
player,201810140den,den,SuttCo00,rec_yds,58,,,,,
player,201810140den,den,SuttCo00,rec_td,0,,,,,
player,201810140den,den,SuttCo00,rec_long,41,,,,,
player,201810140den,den,SuttCo00,fumbles,0,,,,,
player,201810140den,den,SuttCo00,fumbles_lost,0,,,,,
player,201810140den,den,ThomDe03,pass_cmp,0,,,,,
player,201810140den,den,ThomDe03,pass_att,0,,,,,
player,201810140den,den,ThomDe03,pass_yds,0,,,,,
player,201810140den,den,ThomDe03,pass_td,0,,,,,
player,201810140den,den,ThomDe03,pass_int,0,,,,,
player,201810140den,den,ThomDe03,pass_sacked,0,,,,,
player,201810140den,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201810140den,den,ThomDe03,pass_long,0,,,,,
player,201810140den,den,ThomDe03,pass_rating,,,,,,
player,201810140den,den,ThomDe03,rush_att,0,,,,,
player,201810140den,den,ThomDe03,rush_yds,0,,,,,
player,201810140den,den,ThomDe03,rush_td,0,,,,,
player,201810140den,den,ThomDe03,rush_long,0,,,,,
player,201810140den,den,ThomDe03,targets,4,,,,,
player,201810140den,den,ThomDe03,rec,3,,,,,
player,201810140den,den,ThomDe03,rec_yds,57,,,,,
player,201810140den,den,ThomDe03,rec_td,1,,,,,
player,201810140den,den,ThomDe03,rec_long,45,,,,,
player,201810140den,den,ThomDe03,fumbles,0,,,,,
player,201810140den,den,ThomDe03,fumbles_lost,0,,,,,
player,201810140den,den,HeueJe00,pass_cmp,0,,,,,
player,201810140den,den,HeueJe00,pass_att,0,,,,,
player,201810140den,den,HeueJe00,pass_yds,0,,,,,
player,201810140den,den,HeueJe00,pass_td,0,,,,,
player,201810140den,den,HeueJe00,pass_int,0,,,,,
player,201810140den,den,HeueJe00,pass_sacked,0,,,,,
player,201810140den,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201810140den,den,HeueJe00,pass_long,0,,,,,
player,201810140den,den,HeueJe00,pass_rating,,,,,,
player,201810140den,den,HeueJe00,rush_att,0,,,,,
player,201810140den,den,HeueJe00,rush_yds,0,,,,,
player,201810140den,den,HeueJe00,rush_td,0,,,,,
player,201810140den,den,HeueJe00,rush_long,0,,,,,
player,201810140den,den,HeueJe00,targets,5,,,,,
player,201810140den,den,HeueJe00,rec,3,,,,,
player,201810140den,den,HeueJe00,rec_yds,23,,,,,
player,201810140den,den,HeueJe00,rec_td,0,,,,,
player,201810140den,den,HeueJe00,rec_long,11,,,,,
player,201810140den,den,HeueJe00,fumbles,0,,,,,
player,201810140den,den,HeueJe00,fumbles_lost,0,,,,,
player,201810140den,den,LaCoMa00,pass_cmp,0,,,,,
player,201810140den,den,LaCoMa00,pass_att,0,,,,,
player,201810140den,den,LaCoMa00,pass_yds,0,,,,,
player,201810140den,den,LaCoMa00,pass_td,0,,,,,
player,201810140den,den,LaCoMa00,pass_int,0,,,,,
player,201810140den,den,LaCoMa00,pass_sacked,0,,,,,
player,201810140den,den,LaCoMa00,pass_sacked_yds,0,,,,,
player,201810140den,den,LaCoMa00,pass_long,0,,,,,
player,201810140den,den,LaCoMa00,pass_rating,,,,,,
player,201810140den,den,LaCoMa00,rush_att,0,,,,,
player,201810140den,den,LaCoMa00,rush_yds,0,,,,,
player,201810140den,den,LaCoMa00,rush_td,0,,,,,
player,201810140den,den,LaCoMa00,rush_long,0,,,,,
player,201810140den,den,LaCoMa00,targets,4,,,,,
player,201810140den,den,LaCoMa00,rec,1,,,,,
player,201810140den,den,LaCoMa00,rec_yds,7,,,,,
player,201810140den,den,LaCoMa00,rec_td,0,,,,,
player,201810140den,den,LaCoMa00,rec_long,7,,,,,
player,201810140den,den,LaCoMa00,fumbles,0,,,,,
player,201810140den,den,LaCoMa00,fumbles_lost,0,,,,,
player,201810140den,den,ParkBr00,pass_cmp,0,,,,,
player,201810140den,den,ParkBr00,pass_att,0,,,,,
player,201810140den,den,ParkBr00,pass_yds,0,,,,,
player,201810140den,den,ParkBr00,pass_td,0,,,,,
player,201810140den,den,ParkBr00,pass_int,0,,,,,
player,201810140den,den,ParkBr00,pass_sacked,0,,,,,
player,201810140den,den,ParkBr00,pass_sacked_yds,0,,,,,
player,201810140den,den,ParkBr00,pass_long,0,,,,,
player,201810140den,den,ParkBr00,pass_rating,,,,,,
player,201810140den,den,ParkBr00,rush_att,0,,,,,
player,201810140den,den,ParkBr00,rush_yds,0,,,,,
player,201810140den,den,ParkBr00,rush_td,0,,,,,
player,201810140den,den,ParkBr00,rush_long,0,,,,,
player,201810140den,den,ParkBr00,targets,1,,,,,
player,201810140den,den,ParkBr00,rec,0,,,,,
player,201810140den,den,ParkBr00,rec_yds,0,,,,,
player,201810140den,den,ParkBr00,rec_td,0,,,,,
player,201810140den,den,ParkBr00,rec_long,0,,,,,
player,201810140den,den,ParkBr00,fumbles,0,,,,,
player,201810140den,den,ParkBr00,fumbles_lost,0,,,,,
player,201810140den,den,KellCh00,pass_cmp,0,,,,,
player,201810140den,den,KellCh00,pass_att,0,,,,,
player,201810140den,den,KellCh00,pass_yds,0,,,,,
player,201810140den,den,KellCh00,pass_td,0,,,,,
player,201810140den,den,KellCh00,pass_int,0,,,,,
player,201810140den,den,KellCh00,pass_sacked,0,,,,,
player,201810140den,den,KellCh00,pass_sacked_yds,0,,,,,
player,201810140den,den,KellCh00,pass_long,0,,,,,
player,201810140den,den,KellCh00,pass_rating,,,,,,
player,201810140den,den,KellCh00,rush_att,1,,,,,
player,201810140den,den,KellCh00,rush_yds,-1,,,,,
player,201810140den,den,KellCh00,rush_td,0,,,,,
player,201810140den,den,KellCh00,rush_long,-1,,,,,
player,201810140den,den,KellCh00,targets,0,,,,,
player,201810140den,den,KellCh00,rec,0,,,,,
player,201810140den,den,KellCh00,rec_yds,0,,,,,
player,201810140den,den,KellCh00,rec_td,0,,,,,
player,201810140den,den,KellCh00,rec_long,0,,,,,
player,201810140den,den,KellCh00,fumbles,0,,,,,
player,201810140den,den,KellCh00,fumbles_lost,0,,,,,
player,201810140den,ram,JohnJo10,def_int,1,,,,,
player,201810140den,ram,JohnJo10,def_int_yds,0,,,,,
player,201810140den,ram,JohnJo10,def_int_td,0,,,,,
player,201810140den,ram,JohnJo10,def_int_long,0,,,,,
player,201810140den,ram,JohnJo10,pass_defended,1,,,,,
player,201810140den,ram,JohnJo10,sacks,0.0,,,,,
player,201810140den,ram,JohnJo10,tackles_combined,4,,,,,
player,201810140den,ram,JohnJo10,tackles_solo,2,,,,,
player,201810140den,ram,JohnJo10,tackles_assists,2,,,,,
player,201810140den,ram,JohnJo10,tackles_loss,0,,,,,
player,201810140den,ram,JohnJo10,qb_hits,1,,,,,
player,201810140den,ram,JohnJo10,fumbles_rec,0,,,,,
player,201810140den,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201810140den,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201810140den,ram,JohnJo10,fumbles_forced,0,,,,,
player,201810140den,ram,JoynLa00,def_int,0,,,,,
player,201810140den,ram,JoynLa00,def_int_yds,0,,,,,
player,201810140den,ram,JoynLa00,def_int_td,0,,,,,
player,201810140den,ram,JoynLa00,def_int_long,0,,,,,
player,201810140den,ram,JoynLa00,pass_defended,0,,,,,
player,201810140den,ram,JoynLa00,sacks,1.0,,,,,
player,201810140den,ram,JoynLa00,tackles_combined,7,,,,,
player,201810140den,ram,JoynLa00,tackles_solo,5,,,,,
player,201810140den,ram,JoynLa00,tackles_assists,2,,,,,
player,201810140den,ram,JoynLa00,tackles_loss,1,,,,,
player,201810140den,ram,JoynLa00,qb_hits,1,,,,,
player,201810140den,ram,JoynLa00,fumbles_rec,0,,,,,
player,201810140den,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,JoynLa00,fumbles_forced,0,,,,,
player,201810140den,ram,DonaAa00,def_int,0,,,,,
player,201810140den,ram,DonaAa00,def_int_yds,0,,,,,
player,201810140den,ram,DonaAa00,def_int_td,0,,,,,
player,201810140den,ram,DonaAa00,def_int_long,0,,,,,
player,201810140den,ram,DonaAa00,pass_defended,0,,,,,
player,201810140den,ram,DonaAa00,sacks,1.0,,,,,
player,201810140den,ram,DonaAa00,tackles_combined,3,,,,,
player,201810140den,ram,DonaAa00,tackles_solo,2,,,,,
player,201810140den,ram,DonaAa00,tackles_assists,1,,,,,
player,201810140den,ram,DonaAa00,tackles_loss,1,,,,,
player,201810140den,ram,DonaAa00,qb_hits,2,,,,,
player,201810140den,ram,DonaAa00,fumbles_rec,0,,,,,
player,201810140den,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201810140den,ram,DonaAa00,fumbles_forced,0,,,,,
player,201810140den,ram,HillTr01,def_int,0,,,,,
player,201810140den,ram,HillTr01,def_int_yds,0,,,,,
player,201810140den,ram,HillTr01,def_int_td,0,,,,,
player,201810140den,ram,HillTr01,def_int_long,0,,,,,
player,201810140den,ram,HillTr01,pass_defended,0,,,,,
player,201810140den,ram,HillTr01,sacks,0.0,,,,,
player,201810140den,ram,HillTr01,tackles_combined,7,,,,,
player,201810140den,ram,HillTr01,tackles_solo,7,,,,,
player,201810140den,ram,HillTr01,tackles_assists,0,,,,,
player,201810140den,ram,HillTr01,tackles_loss,0,,,,,
player,201810140den,ram,HillTr01,qb_hits,0,,,,,
player,201810140den,ram,HillTr01,fumbles_rec,0,,,,,
player,201810140den,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201810140den,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201810140den,ram,HillTr01,fumbles_forced,0,,,,,
player,201810140den,ram,BrocMi00,def_int,0,,,,,
player,201810140den,ram,BrocMi00,def_int_yds,0,,,,,
player,201810140den,ram,BrocMi00,def_int_td,0,,,,,
player,201810140den,ram,BrocMi00,def_int_long,0,,,,,
player,201810140den,ram,BrocMi00,pass_defended,0,,,,,
player,201810140den,ram,BrocMi00,sacks,0.0,,,,,
player,201810140den,ram,BrocMi00,tackles_combined,5,,,,,
player,201810140den,ram,BrocMi00,tackles_solo,4,,,,,
player,201810140den,ram,BrocMi00,tackles_assists,1,,,,,
player,201810140den,ram,BrocMi00,tackles_loss,0,,,,,
player,201810140den,ram,BrocMi00,qb_hits,0,,,,,
player,201810140den,ram,BrocMi00,fumbles_rec,0,,,,,
player,201810140den,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201810140den,ram,BrocMi00,fumbles_rec_td,0,,,,,
