game,2018,6,20181014,201810140den,ram,"Los Angeles Rams",23,den,"Denver Broncos",20
player,201810140den,den,RayxSh00,tackles_loss,0,,,,,
player,201810140den,den,RayxSh00,qb_hits,0,,,,,
player,201810140den,den,RayxSh00,fumbles_rec,0,,,,,
player,201810140den,den,RayxSh00,fumbles_rec_yds,0,,,,,
player,201810140den,den,RayxSh00,fumbles_rec_td,0,,,,,
player,201810140den,den,RayxSh00,fumbles_forced,0,,,,,
player,201810140den,den,RobyBr00,def_int,0,,,,,
player,201810140den,den,RobyBr00,def_int_yds,0,,,,,
player,201810140den,den,RobyBr00,def_int_td,0,,,,,
player,201810140den,den,RobyBr00,def_int_long,0,,,,,
player,201810140den,den,RobyBr00,pass_defended,1,,,,,
player,201810140den,den,RobyBr00,sacks,0.0,,,,,
player,201810140den,den,RobyBr00,tackles_combined,1,,,,,
player,201810140den,den,RobyBr00,tackles_solo,1,,,,,
player,201810140den,den,RobyBr00,tackles_assists,0,,,,,
player,201810140den,den,RobyBr00,tackles_loss,1,,,,,
player,201810140den,den,RobyBr00,qb_hits,0,,,,,
player,201810140den,den,RobyBr00,fumbles_rec,0,,,,,
player,201810140den,den,RobyBr00,fumbles_rec_yds,0,,,,,
player,201810140den,den,RobyBr00,fumbles_rec_td,0,,,,,
player,201810140den,den,RobyBr00,fumbles_forced,0,,,,,
player,201810140den,den,KeenCa00,def_int,0,,,,,
player,201810140den,den,KeenCa00,def_int_yds,0,,,,,
player,201810140den,den,KeenCa00,def_int_td,0,,,,,
player,201810140den,den,KeenCa00,def_int_long,0,,,,,
player,201810140den,den,KeenCa00,pass_defended,0,,,,,
player,201810140den,den,KeenCa00,sacks,0.0,,,,,
player,201810140den,den,KeenCa00,tackles_combined,0,,,,,
player,201810140den,den,KeenCa00,tackles_solo,0,,,,,
player,201810140den,den,KeenCa00,tackles_assists,0,,,,,
player,201810140den,den,KeenCa00,tackles_loss,,,,,,
player,201810140den,den,KeenCa00,qb_hits,,,,,,
player,201810140den,den,KeenCa00,fumbles_rec,1,,,,,
player,201810140den,den,KeenCa00,fumbles_rec_yds,0,,,,,
player,201810140den,den,KeenCa00,fumbles_rec_td,0,,,,,
player,201810140den,den,KeenCa00,fumbles_forced,0,,,,,
player,201810140den,ram,NatsJo00,kick_ret,0,,,,,
player,201810140den,ram,NatsJo00,kick_ret_yds,0,,,,,
player,201810140den,ram,NatsJo00,kick_ret_yds_per_ret,,,,,,
player,201810140den,ram,NatsJo00,kick_ret_td,0,,,,,
player,201810140den,ram,NatsJo00,kick_ret_long,0,,,,,
player,201810140den,ram,NatsJo00,punt_ret,2,,,,,
player,201810140den,ram,NatsJo00,punt_ret_yds,29,,,,,
player,201810140den,ram,NatsJo00,punt_ret_yds_per_ret,14.5,,,,,
player,201810140den,ram,NatsJo00,punt_ret_td,0,,,,,
player,201810140den,ram,NatsJo00,punt_ret_long,26,,,,,
player,201810140den,ram,CounBl00,kick_ret,1,,,,,
player,201810140den,ram,CounBl00,kick_ret_yds,31,,,,,
player,201810140den,ram,CounBl00,kick_ret_yds_per_ret,31.0,,,,,
player,201810140den,ram,CounBl00,kick_ret_td,0,,,,,
player,201810140den,ram,CounBl00,kick_ret_long,31,,,,,
player,201810140den,ram,CounBl00,punt_ret,0,,,,,
player,201810140den,ram,CounBl00,punt_ret_yds,0,,,,,
player,201810140den,ram,CounBl00,punt_ret_yds_per_ret,,,,,,
player,201810140den,ram,CounBl00,punt_ret_td,0,,,,,
player,201810140den,ram,CounBl00,punt_ret_long,0,,,,,
player,201810140den,den,LindPh00,kick_ret,2,,,,,
player,201810140den,den,LindPh00,kick_ret_yds,48,,,,,
player,201810140den,den,LindPh00,kick_ret_yds_per_ret,24.0,,,,,
player,201810140den,den,LindPh00,kick_ret_td,0,,,,,
player,201810140den,den,LindPh00,kick_ret_long,25,,,,,
player,201810140den,den,LindPh00,punt_ret,0,,,,,
player,201810140den,den,LindPh00,punt_ret_yds,0,,,,,
player,201810140den,den,LindPh00,punt_ret_yds_per_ret,,,,,,
player,201810140den,den,LindPh00,punt_ret_td,0,,,,,
player,201810140den,den,LindPh00,punt_ret_long,0,,,,,
player,201810140den,ram,SantCa01,xpm,2,,,,,
player,201810140den,ram,SantCa01,xpa,2,,,,,
player,201810140den,ram,SantCa01,fgm,3,,,,,
player,201810140den,ram,SantCa01,fga,4,,,,,
player,201810140den,ram,SantCa01,punt,0,,,,,
player,201810140den,ram,SantCa01,punt_yds,0,,,,,
player,201810140den,ram,SantCa01,punt_yds_per_punt,,,,,,
player,201810140den,ram,SantCa01,punt_long,0,,,,,
player,201810140den,ram,HekkJo00,xpm,,,,,,
player,201810140den,ram,HekkJo00,xpa,,,,,,
player,201810140den,ram,HekkJo00,fgm,,,,,,
player,201810140den,ram,HekkJo00,fga,,,,,,
player,201810140den,ram,HekkJo00,punt,3,,,,,
player,201810140den,ram,HekkJo00,punt_yds,120,,,,,
player,201810140den,ram,HekkJo00,punt_yds_per_punt,40.0,,,,,
player,201810140den,ram,HekkJo00,punt_long,52,,,,,
player,201810140den,den,McMaBr01,xpm,2,,,,,
player,201810140den,den,McMaBr01,xpa,2,,,,,
player,201810140den,den,McMaBr01,fgm,2,,,,,
player,201810140den,den,McMaBr01,fga,2,,,,,
player,201810140den,den,McMaBr01,punt,0,,,,,
player,201810140den,den,McMaBr01,punt_yds,0,,,,,
player,201810140den,den,McMaBr01,punt_yds_per_punt,,,,,,
player,201810140den,den,McMaBr01,punt_long,0,,,,,
player,201810140den,den,WadmCo00,xpm,,,,,,
player,201810140den,den,WadmCo00,xpa,,,,,,
player,201810140den,den,WadmCo00,fgm,,,,,,
player,201810140den,den,WadmCo00,fga,,,,,,
player,201810140den,den,WadmCo00,punt,4,,,,,
player,201810140den,den,WadmCo00,punt_yds,169,,,,,
player,201810140den,den,WadmCo00,punt_yds_per_punt,42.3,,,,,
player,201810140den,den,WadmCo00,punt_long,48,,,,,
player,201810140den,ram,GoffJa00,pass_cmp,14,,,,,
player,201810140den,ram,GoffJa00,pass_att,28,,,,,
player,201810140den,ram,GoffJa00,pass_yds,201,,,,,
player,201810140den,ram,GoffJa00,pass_first_down,9,,,,,
player,201810140den,ram,GoffJa00,pass_air_yds,88,,,,,
player,201810140den,ram,GoffJa00,pass_air_yds_per_cmp,6.3,,,,,
player,201810140den,ram,GoffJa00,pass_air_yds_per_att,3.1,,,,,
player,201810140den,ram,GoffJa00,pass_tgt_yds_per_att,8.2,,,,,
player,201810140den,ram,GoffJa00,pass_yac,113,,,,,
player,201810140den,ram,GoffJa00,pass_yac_per_cmp,8.1,,,,,
player,201810140den,ram,GoffJa00,pass_drops,1,,,,,
player,201810140den,ram,GoffJa00,pass_drop_pct,3.6,,,,,
player,201810140den,ram,GoffJa00,pass_poor_throws,9,,,,,
player,201810140den,ram,GoffJa00,pass_poor_throw_pct,32.1,,,,,
player,201810140den,ram,GoffJa00,pass_blitzed,9,,,,,
player,201810140den,ram,GoffJa00,pass_hurried,1,,,,,
player,201810140den,ram,GoffJa00,pass_hits,0,,,,,
player,201810140den,ram,GoffJa00,rush_scrambles,2,,,,,
player,201810140den,ram,GoffJa00,rush_scrambles_yds_per_att,8.0,,,,,
player,201810140den,den,KeenCa00,pass_cmp,25,,,,,
player,201810140den,den,KeenCa00,pass_att,41,,,,,
player,201810140den,den,KeenCa00,pass_yds,322,,,,,
player,201810140den,den,KeenCa00,pass_first_down,14,,,,,
player,201810140den,den,KeenCa00,pass_air_yds,195,,,,,
player,201810140den,den,KeenCa00,pass_air_yds_per_cmp,7.8,,,,,
player,201810140den,den,KeenCa00,pass_air_yds_per_att,4.8,,,,,
player,201810140den,den,KeenCa00,pass_tgt_yds_per_att,8.7,,,,,
player,201810140den,den,KeenCa00,pass_yac,127,,,,,
player,201810140den,den,KeenCa00,pass_yac_per_cmp,5.1,,,,,
player,201810140den,den,KeenCa00,pass_drops,2,,,,,
player,201810140den,den,KeenCa00,pass_drop_pct,4.9,,,,,
player,201810140den,den,KeenCa00,pass_poor_throws,7,,,,,
player,201810140den,den,KeenCa00,pass_poor_throw_pct,17.1,,,,,
player,201810140den,den,KeenCa00,pass_blitzed,8,,,,,
player,201810140den,den,KeenCa00,pass_hurried,5,,,,,
player,201810140den,den,KeenCa00,pass_hits,3,,,,,
player,201810140den,den,KeenCa00,rush_scrambles,1,,,,,
player,201810140den,den,KeenCa00,rush_scrambles_yds_per_att,6.0,,,,,
player,201810140den,ram,GurlTo01,rush_att,28,,,,,
player,201810140den,ram,GurlTo01,rush_yds,208,,,,,
player,201810140den,ram,GurlTo01,rush_first_down,10,,,,,
player,201810140den,ram,GurlTo01,rush_yds_before_contact,117,,,,,
player,201810140den,ram,GurlTo01,rush_yds_bc_per_rush,4.2,,,,,
player,201810140den,ram,GurlTo01,rush_yac,91,,,,,
player,201810140den,ram,GurlTo01,rush_yac_per_rush,3.3,,,,,
player,201810140den,ram,GurlTo01,rush_broken_tackles,5,,,,,
player,201810140den,ram,GurlTo01,rush_broken_tackles_per_rush,5.6,,,,,
player,201810140den,ram,BrowMa03,rush_att,5,,,,,
player,201810140den,ram,BrowMa03,rush_yds,24,,,,,
player,201810140den,ram,BrowMa03,rush_first_down,,,,,,
player,201810140den,ram,BrowMa03,rush_yds_before_contact,18,,,,,
player,201810140den,ram,BrowMa03,rush_yds_bc_per_rush,3.6,,,,,
player,201810140den,ram,BrowMa03,rush_yac,6,,,,,
player,201810140den,ram,BrowMa03,rush_yac_per_rush,1.2,,,,,
player,201810140den,ram,BrowMa03,rush_broken_tackles,3,,,,,
player,201810140den,ram,BrowMa03,rush_broken_tackles_per_rush,1.7,,,,,
player,201810140den,ram,GoffJa00,rush_att,4,,,,,
player,201810140den,ram,GoffJa00,rush_yds,14,,,,,
player,201810140den,ram,GoffJa00,rush_first_down,1,,,,,
player,201810140den,ram,GoffJa00,rush_yds_before_contact,14,,,,,
player,201810140den,ram,GoffJa00,rush_yds_bc_per_rush,3.5,,,,,
player,201810140den,ram,GoffJa00,rush_yac,0,,,,,
player,201810140den,ram,GoffJa00,rush_yac_per_rush,0.0,,,,,
player,201810140den,ram,GoffJa00,rush_broken_tackles,0,,,,,
player,201810140den,ram,GoffJa00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,ram,WoodRo02,rush_att,1,,,,,
player,201810140den,ram,WoodRo02,rush_yds,12,,,,,
player,201810140den,ram,WoodRo02,rush_first_down,1,,,,,
player,201810140den,ram,WoodRo02,rush_yds_before_contact,12,,,,,
player,201810140den,ram,WoodRo02,rush_yds_bc_per_rush,12.0,,,,,
player,201810140den,ram,WoodRo02,rush_yac,0,,,,,
player,201810140den,ram,WoodRo02,rush_yac_per_rush,0.0,,,,,
player,201810140den,ram,WoodRo02,rush_broken_tackles,0,,,,,
player,201810140den,ram,WoodRo02,rush_broken_tackles_per_rush,,,,,,
player,201810140den,ram,KuppCo00,rush_att,1,,,,,
player,201810140den,ram,KuppCo00,rush_yds,12,,,,,
player,201810140den,ram,KuppCo00,rush_first_down,1,,,,,
player,201810140den,ram,KuppCo00,rush_yds_before_contact,12,,,,,
player,201810140den,ram,KuppCo00,rush_yds_bc_per_rush,12.0,,,,,
player,201810140den,ram,KuppCo00,rush_yac,0,,,,,
player,201810140den,ram,KuppCo00,rush_yac_per_rush,0.0,,,,,
player,201810140den,ram,KuppCo00,rush_broken_tackles,0,,,,,
player,201810140den,ram,KuppCo00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,den,FreeRo00,rush_att,9,,,,,
player,201810140den,den,FreeRo00,rush_yds,22,,,,,
player,201810140den,den,FreeRo00,rush_first_down,1,,,,,
player,201810140den,den,FreeRo00,rush_yds_before_contact,14,,,,,
player,201810140den,den,FreeRo00,rush_yds_bc_per_rush,1.6,,,,,
player,201810140den,den,FreeRo00,rush_yac,8,,,,,
player,201810140den,den,FreeRo00,rush_yac_per_rush,0.9,,,,,
player,201810140den,den,FreeRo00,rush_broken_tackles,2,,,,,
player,201810140den,den,FreeRo00,rush_broken_tackles_per_rush,4.5,,,,,
player,201810140den,den,LindPh00,rush_att,4,,,,,
player,201810140den,den,LindPh00,rush_yds,18,,,,,
player,201810140den,den,LindPh00,rush_first_down,0,,,,,
player,201810140den,den,LindPh00,rush_yds_before_contact,13,,,,,
player,201810140den,den,LindPh00,rush_yds_bc_per_rush,3.3,,,,,
player,201810140den,den,LindPh00,rush_yac,5,,,,,
player,201810140den,den,LindPh00,rush_yac_per_rush,1.3,,,,,
player,201810140den,den,LindPh00,rush_broken_tackles,0,,,,,
player,201810140den,den,LindPh00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,den,BookDe00,rush_att,2,,,,,
player,201810140den,den,BookDe00,rush_yds,15,,,,,
player,201810140den,den,BookDe00,rush_first_down,1,,,,,
player,201810140den,den,BookDe00,rush_yds_before_contact,11,,,,,
player,201810140den,den,BookDe00,rush_yds_bc_per_rush,5.5,,,,,
player,201810140den,den,BookDe00,rush_yac,4,,,,,
player,201810140den,den,BookDe00,rush_yac_per_rush,2.0,,,,,
player,201810140den,den,BookDe00,rush_broken_tackles,0,,,,,
player,201810140den,den,BookDe00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,den,KellCh00,rush_att,1,,,,,
player,201810140den,den,KellCh00,rush_yds,-1,,,,,
player,201810140den,den,KellCh00,rush_first_down,,,,,,
player,201810140den,den,KellCh00,rush_yds_before_contact,-1,,,,,
player,201810140den,den,KellCh00,rush_yds_bc_per_rush,-1.0,,,,,
player,201810140den,den,KellCh00,rush_yac,0,,,,,
player,201810140den,den,KellCh00,rush_yac_per_rush,0.0,,,,,
player,201810140den,den,KellCh00,rush_broken_tackles,0,,,,,
player,201810140den,den,KellCh00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,den,KeenCa00,rush_att,1,,,,,
player,201810140den,den,KeenCa00,rush_yds,6,,,,,
player,201810140den,den,KeenCa00,rush_first_down,1,,,,,
player,201810140den,den,KeenCa00,rush_yds_before_contact,6,,,,,
player,201810140den,den,KeenCa00,rush_yds_bc_per_rush,6.0,,,,,
player,201810140den,den,KeenCa00,rush_yac,0,,,,,
player,201810140den,den,KeenCa00,rush_yac_per_rush,0.0,,,,,
player,201810140den,den,KeenCa00,rush_broken_tackles,0,,,,,
player,201810140den,den,KeenCa00,rush_broken_tackles_per_rush,,,,,,
player,201810140den,ram,WoodRo02,targets,10,,,,,
player,201810140den,ram,WoodRo02,rec,7,,,,,
player,201810140den,ram,WoodRo02,rec_yds,109,,,,,
player,201810140den,ram,WoodRo02,rec_first_down,6,,,,,
player,201810140den,ram,WoodRo02,rec_air_yds,43,,,,,
player,201810140den,ram,WoodRo02,rec_air_yds_per_rec,6.1,,,,,
player,201810140den,ram,WoodRo02,rec_yac,66,,,,,
player,201810140den,ram,WoodRo02,rec_yac_per_rec,9.4,,,,,
player,201810140den,ram,WoodRo02,rec_broken_tackles,0,,,,,
player,201810140den,ram,WoodRo02,rec_broken_tackles_per_rec,,,,,,
player,201810140den,ram,WoodRo02,rec_drops,0,,,,,
player,201810140den,ram,WoodRo02,rec_drop_pct,0.0,,,,,
player,201810140den,ram,CookBr00,targets,6,,,,,
player,201810140den,ram,CookBr00,rec,2,,,,,
player,201810140den,ram,CookBr00,rec_yds,53,,,,,
player,201810140den,ram,CookBr00,rec_first_down,1,,,,,
player,201810140den,ram,CookBr00,rec_air_yds,40,,,,,
player,201810140den,ram,CookBr00,rec_air_yds_per_rec,20.0,,,,,
player,201810140den,ram,CookBr00,rec_yac,13,,,,,
player,201810140den,ram,CookBr00,rec_yac_per_rec,6.5,,,,,
player,201810140den,ram,CookBr00,rec_broken_tackles,0,,,,,
player,201810140den,ram,CookBr00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,ram,CookBr00,rec_drops,0,,,,,
player,201810140den,ram,CookBr00,rec_drop_pct,0.0,,,,,
player,201810140den,ram,EverGe00,targets,4,,,,,
player,201810140den,ram,EverGe00,rec,2,,,,,
player,201810140den,ram,EverGe00,rec_yds,24,,,,,
player,201810140den,ram,EverGe00,rec_first_down,1,,,,,
player,201810140den,ram,EverGe00,rec_air_yds,11,,,,,
player,201810140den,ram,EverGe00,rec_air_yds_per_rec,5.5,,,,,
player,201810140den,ram,EverGe00,rec_yac,13,,,,,
player,201810140den,ram,EverGe00,rec_yac_per_rec,6.5,,,,,
player,201810140den,ram,EverGe00,rec_broken_tackles,1,,,,,
player,201810140den,ram,EverGe00,rec_broken_tackles_per_rec,2.0,,,,,
player,201810140den,ram,EverGe00,rec_drops,0,,,,,
player,201810140den,ram,EverGe00,rec_drop_pct,0.0,,,,,
player,201810140den,ram,GurlTo01,targets,5,,,,,
player,201810140den,ram,GurlTo01,rec,2,,,,,
player,201810140den,ram,GurlTo01,rec_yds,17,,,,,
player,201810140den,ram,GurlTo01,rec_first_down,1,,,,,
player,201810140den,ram,GurlTo01,rec_air_yds,-2,,,,,
player,201810140den,ram,GurlTo01,rec_air_yds_per_rec,-1.0,,,,,
player,201810140den,ram,GurlTo01,rec_yac,19,,,,,
player,201810140den,ram,GurlTo01,rec_yac_per_rec,9.5,,,,,
player,201810140den,ram,GurlTo01,rec_broken_tackles,2,,,,,
player,201810140den,ram,GurlTo01,rec_broken_tackles_per_rec,1.0,,,,,
player,201810140den,ram,GurlTo01,rec_drops,1,,,,,
player,201810140den,ram,GurlTo01,rec_drop_pct,20.0,,,,,
player,201810140den,ram,ReynJo00,targets,2,,,,,
player,201810140den,ram,ReynJo00,rec,1,,,,,
player,201810140den,ram,ReynJo00,rec_yds,-2,,,,,
player,201810140den,ram,ReynJo00,rec_first_down,,,,,,
player,201810140den,ram,ReynJo00,rec_air_yds,-4,,,,,
player,201810140den,ram,ReynJo00,rec_air_yds_per_rec,-4.0,,,,,
player,201810140den,ram,ReynJo00,rec_yac,2,,,,,
player,201810140den,ram,ReynJo00,rec_yac_per_rec,2.0,,,,,
player,201810140den,ram,ReynJo00,rec_broken_tackles,0,,,,,
player,201810140den,ram,ReynJo00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,ram,ReynJo00,rec_drops,0,,,,,
player,201810140den,ram,ReynJo00,rec_drop_pct,0.0,,,,,
player,201810140den,ram,KuppCo00,targets,1,,,,,
player,201810140den,ram,KuppCo00,rec,0,,,,,
player,201810140den,ram,KuppCo00,rec_yds,0,,,,,
player,201810140den,ram,KuppCo00,rec_first_down,0,,,,,
player,201810140den,ram,KuppCo00,rec_air_yds,0,,,,,
player,201810140den,ram,KuppCo00,rec_air_yds_per_rec,,,,,,
player,201810140den,ram,KuppCo00,rec_yac,0,,,,,
player,201810140den,ram,KuppCo00,rec_yac_per_rec,,,,,,
player,201810140den,ram,KuppCo00,rec_broken_tackles,0,,,,,
player,201810140den,ram,KuppCo00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,ram,KuppCo00,rec_drops,0,,,,,
player,201810140den,ram,KuppCo00,rec_drop_pct,0.0,,,,,
player,201810140den,den,SandEm00,targets,10,,,,,
player,201810140den,den,SandEm00,rec,7,,,,,
player,201810140den,den,SandEm00,rec_yds,115,,,,,
player,201810140den,den,SandEm00,rec_first_down,4,,,,,
player,201810140den,den,SandEm00,rec_air_yds,72,,,,,
player,201810140den,den,SandEm00,rec_air_yds_per_rec,10.3,,,,,
player,201810140den,den,SandEm00,rec_yac,43,,,,,
player,201810140den,den,SandEm00,rec_yac_per_rec,6.1,,,,,
player,201810140den,den,SandEm00,rec_broken_tackles,1,,,,,
player,201810140den,den,SandEm00,rec_broken_tackles_per_rec,7.0,,,,,
player,201810140den,den,SandEm00,rec_drops,1,,,,,
player,201810140den,den,SandEm00,rec_drop_pct,10.0,,,,,
player,201810140den,den,LindPh00,targets,7,,,,,
player,201810140den,den,LindPh00,rec,6,,,,,
player,201810140den,den,LindPh00,rec_yds,48,,,,,
player,201810140den,den,LindPh00,rec_first_down,5,,,,,
player,201810140den,den,LindPh00,rec_air_yds,-1,,,,,
player,201810140den,den,LindPh00,rec_air_yds_per_rec,-0.2,,,,,
player,201810140den,den,LindPh00,rec_yac,49,,,,,
player,201810140den,den,LindPh00,rec_yac_per_rec,8.2,,,,,
player,201810140den,den,LindPh00,rec_broken_tackles,0,,,,,
player,201810140den,den,LindPh00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,LindPh00,rec_drops,1,,,,,
player,201810140den,den,LindPh00,rec_drop_pct,14.3,,,,,
player,201810140den,den,HeueJe00,targets,5,,,,,
player,201810140den,den,HeueJe00,rec,3,,,,,
player,201810140den,den,HeueJe00,rec_yds,23,,,,,
player,201810140den,den,HeueJe00,rec_first_down,,,,,,
player,201810140den,den,HeueJe00,rec_air_yds,17,,,,,
player,201810140den,den,HeueJe00,rec_air_yds_per_rec,5.7,,,,,
player,201810140den,den,HeueJe00,rec_yac,6,,,,,
player,201810140den,den,HeueJe00,rec_yac_per_rec,2.0,,,,,
player,201810140den,den,HeueJe00,rec_broken_tackles,0,,,,,
player,201810140den,den,HeueJe00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,HeueJe00,rec_drops,0,,,,,
player,201810140den,den,HeueJe00,rec_drop_pct,0.0,,,,,
player,201810140den,den,SuttCo00,targets,4,,,,,
player,201810140den,den,SuttCo00,rec,3,,,,,
player,201810140den,den,SuttCo00,rec_yds,58,,,,,
player,201810140den,den,SuttCo00,rec_first_down,2,,,,,
player,201810140den,den,SuttCo00,rec_air_yds,49,,,,,
player,201810140den,den,SuttCo00,rec_air_yds_per_rec,16.3,,,,,
player,201810140den,den,SuttCo00,rec_yac,9,,,,,
player,201810140den,den,SuttCo00,rec_yac_per_rec,3.0,,,,,
player,201810140den,den,SuttCo00,rec_broken_tackles,0,,,,,
player,201810140den,den,SuttCo00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,SuttCo00,rec_drops,0,,,,,
player,201810140den,den,SuttCo00,rec_drop_pct,0.0,,,,,
player,201810140den,den,ThomDe03,targets,4,,,,,
player,201810140den,den,ThomDe03,rec,3,,,,,
player,201810140den,den,ThomDe03,rec_yds,57,,,,,
player,201810140den,den,ThomDe03,rec_first_down,3,,,,,
player,201810140den,den,ThomDe03,rec_air_yds,52,,,,,
player,201810140den,den,ThomDe03,rec_air_yds_per_rec,17.3,,,,,
player,201810140den,den,ThomDe03,rec_yac,5,,,,,
player,201810140den,den,ThomDe03,rec_yac_per_rec,1.7,,,,,
player,201810140den,den,ThomDe03,rec_broken_tackles,0,,,,,
player,201810140den,den,ThomDe03,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,ThomDe03,rec_drops,0,,,,,
player,201810140den,den,ThomDe03,rec_drop_pct,0.0,,,,,
player,201810140den,den,BookDe00,targets,3,,,,,
player,201810140den,den,BookDe00,rec,2,,,,,
player,201810140den,den,BookDe00,rec_yds,14,,,,,
player,201810140den,den,BookDe00,rec_first_down,0,,,,,
player,201810140den,den,BookDe00,rec_air_yds,2,,,,,
player,201810140den,den,BookDe00,rec_air_yds_per_rec,1.0,,,,,
player,201810140den,den,BookDe00,rec_yac,12,,,,,
player,201810140den,den,BookDe00,rec_yac_per_rec,6.0,,,,,
player,201810140den,den,BookDe00,rec_broken_tackles,1,,,,,
player,201810140den,den,BookDe00,rec_broken_tackles_per_rec,2.0,,,,,
player,201810140den,den,BookDe00,rec_drops,0,,,,,
player,201810140den,den,BookDe00,rec_drop_pct,0.0,,,,,
player,201810140den,den,LaCoMa00,targets,4,,,,,
player,201810140den,den,LaCoMa00,rec,1,,,,,
player,201810140den,den,LaCoMa00,rec_yds,7,,,,,
player,201810140den,den,LaCoMa00,rec_first_down,,,,,,
player,201810140den,den,LaCoMa00,rec_air_yds,4,,,,,
player,201810140den,den,LaCoMa00,rec_air_yds_per_rec,4.0,,,,,
player,201810140den,den,LaCoMa00,rec_yac,3,,,,,
player,201810140den,den,LaCoMa00,rec_yac_per_rec,3.0,,,,,
player,201810140den,den,LaCoMa00,rec_broken_tackles,0,,,,,
player,201810140den,den,LaCoMa00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,LaCoMa00,rec_drops,0,,,,,
player,201810140den,den,LaCoMa00,rec_drop_pct,0.0,,,,,
player,201810140den,den,ParkBr00,targets,1,,,,,
player,201810140den,den,ParkBr00,rec,0,,,,,
player,201810140den,den,ParkBr00,rec_yds,0,,,,,
player,201810140den,den,ParkBr00,rec_first_down,,,,,,
player,201810140den,den,ParkBr00,rec_air_yds,0,,,,,
player,201810140den,den,ParkBr00,rec_air_yds_per_rec,,,,,,
player,201810140den,den,ParkBr00,rec_yac,0,,,,,
player,201810140den,den,ParkBr00,rec_yac_per_rec,,,,,,
player,201810140den,den,ParkBr00,rec_broken_tackles,0,,,,,
player,201810140den,den,ParkBr00,rec_broken_tackles_per_rec,,,,,,
player,201810140den,den,ParkBr00,rec_drops,0,,,,,
player,201810140den,den,ParkBr00,rec_drop_pct,0.0,,,,,
player,201810140den,den,TurnBi00,pos,G,,,,,
player,201810140den,den,TurnBi00,offense,66,,,,,
player,201810140den,den,TurnBi00,off_pct,100%,,,,,
player,201810140den,den,TurnBi00,defense,0,,,,,
player,201810140den,den,TurnBi00,def_pct,0%,,,,,
player,201810140den,den,TurnBi00,special_teams,4,,,,,
player,201810140den,den,TurnBi00,st_pct,14%,,,,,
player,201810140den,den,BollGa00,pos,T,,,,,
player,201810140den,den,BollGa00,offense,66,,,,,
player,201810140den,den,BollGa00,off_pct,100%,,,,,
player,201810140den,den,BollGa00,defense,0,,,,,
player,201810140den,den,BollGa00,def_pct,0%,,,,,
player,201810140den,den,BollGa00,special_teams,4,,,,,
player,201810140den,den,BollGa00,st_pct,14%,,,,,
player,201810140den,den,ParaMa00,pos,C,,,,,
player,201810140den,den,ParaMa00,offense,66,,,,,
player,201810140den,den,ParaMa00,off_pct,100%,,,,,
player,201810140den,den,ParaMa00,defense,0,,,,,
player,201810140den,den,ParaMa00,def_pct,0%,,,,,
player,201810140den,den,ParaMa00,special_teams,4,,,,,
player,201810140den,den,ParaMa00,st_pct,14%,,,,,
player,201810140den,den,KeenCa00,pos,QB,,,,,
player,201810140den,den,KeenCa00,offense,65,,,,,
player,201810140den,den,KeenCa00,off_pct,98%,,,,,
player,201810140den,den,KeenCa00,defense,0,,,,,
player,201810140den,den,KeenCa00,def_pct,0%,,,,,
player,201810140den,den,KeenCa00,special_teams,0,,,,,
player,201810140den,den,KeenCa00,st_pct,0%,,,,,
player,201810140den,den,HeueJe00,pos,TE,,,,,
player,201810140den,den,HeueJe00,offense,58,,,,,
player,201810140den,den,HeueJe00,off_pct,88%,,,,,
player,201810140den,den,HeueJe00,defense,0,,,,,
player,201810140den,den,HeueJe00,def_pct,0%,,,,,
player,201810140den,den,HeueJe00,special_teams,0,,,,,
player,201810140den,den,HeueJe00,st_pct,0%,,,,,
player,201810140den,den,SandEm00,pos,WR,,,,,
player,201810140den,den,SandEm00,offense,56,,,,,
player,201810140den,den,SandEm00,off_pct,85%,,,,,
player,201810140den,den,SandEm00,defense,0,,,,,
player,201810140den,den,SandEm00,def_pct,0%,,,,,
player,201810140den,den,SandEm00,special_teams,0,,,,,
player,201810140den,den,SandEm00,st_pct,0%,,,,,
player,201810140den,den,McGoCo00,pos,G,,,,,
player,201810140den,den,McGoCo00,offense,50,,,,,
player,201810140den,den,McGoCo00,off_pct,76%,,,,,
player,201810140den,den,McGoCo00,defense,0,,,,,
player,201810140den,den,McGoCo00,def_pct,0%,,,,,
player,201810140den,den,McGoCo00,special_teams,4,,,,,
player,201810140den,den,McGoCo00,st_pct,14%,,,,,
player,201810140den,den,ThomDe03,pos,WR,,,,,
player,201810140den,den,ThomDe03,offense,48,,,,,
player,201810140den,den,ThomDe03,off_pct,73%,,,,,
