game,2018,2,20180916,201809160was,clt,"Indianapolis Colts",21,was,"Washington Redskins",9
player,201809160was,clt,HiltT.00,fumbles_lost,0,,,,,
player,201809160was,clt,GranRy01,pass_cmp,0,,,,,
player,201809160was,clt,GranRy01,pass_att,0,,,,,
player,201809160was,clt,GranRy01,pass_yds,0,,,,,
player,201809160was,clt,GranRy01,pass_td,0,,,,,
player,201809160was,clt,GranRy01,pass_int,0,,,,,
player,201809160was,clt,GranRy01,pass_sacked,0,,,,,
player,201809160was,clt,GranRy01,pass_sacked_yds,0,,,,,
player,201809160was,clt,GranRy01,pass_long,0,,,,,
player,201809160was,clt,GranRy01,pass_rating,,,,,,
player,201809160was,clt,GranRy01,rush_att,0,,,,,
player,201809160was,clt,GranRy01,rush_yds,0,,,,,
player,201809160was,clt,GranRy01,rush_td,0,,,,,
player,201809160was,clt,GranRy01,rush_long,0,,,,,
player,201809160was,clt,GranRy01,targets,2,,,,,
player,201809160was,clt,GranRy01,rec,2,,,,,
player,201809160was,clt,GranRy01,rec_yds,30,,,,,
player,201809160was,clt,GranRy01,rec_td,0,,,,,
player,201809160was,clt,GranRy01,rec_long,21,,,,,
player,201809160was,clt,GranRy01,fumbles,0,,,,,
player,201809160was,clt,GranRy01,fumbles_lost,0,,,,,
player,201809160was,clt,EbroEr00,pass_cmp,0,,,,,
player,201809160was,clt,EbroEr00,pass_att,0,,,,,
player,201809160was,clt,EbroEr00,pass_yds,0,,,,,
player,201809160was,clt,EbroEr00,pass_td,0,,,,,
player,201809160was,clt,EbroEr00,pass_int,0,,,,,
player,201809160was,clt,EbroEr00,pass_sacked,0,,,,,
player,201809160was,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201809160was,clt,EbroEr00,pass_long,0,,,,,
player,201809160was,clt,EbroEr00,pass_rating,,,,,,
player,201809160was,clt,EbroEr00,rush_att,0,,,,,
player,201809160was,clt,EbroEr00,rush_yds,0,,,,,
player,201809160was,clt,EbroEr00,rush_td,0,,,,,
player,201809160was,clt,EbroEr00,rush_long,0,,,,,
player,201809160was,clt,EbroEr00,targets,4,,,,,
player,201809160was,clt,EbroEr00,rec,3,,,,,
player,201809160was,clt,EbroEr00,rec_yds,26,,,,,
player,201809160was,clt,EbroEr00,rec_td,1,,,,,
player,201809160was,clt,EbroEr00,rec_long,13,,,,,
player,201809160was,clt,EbroEr00,fumbles,0,,,,,
player,201809160was,clt,EbroEr00,fumbles_lost,0,,,,,
player,201809160was,clt,DoylJa00,pass_cmp,0,,,,,
player,201809160was,clt,DoylJa00,pass_att,0,,,,,
player,201809160was,clt,DoylJa00,pass_yds,0,,,,,
player,201809160was,clt,DoylJa00,pass_td,0,,,,,
player,201809160was,clt,DoylJa00,pass_int,0,,,,,
player,201809160was,clt,DoylJa00,pass_sacked,0,,,,,
player,201809160was,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201809160was,clt,DoylJa00,pass_long,0,,,,,
player,201809160was,clt,DoylJa00,pass_rating,,,,,,
player,201809160was,clt,DoylJa00,rush_att,0,,,,,
player,201809160was,clt,DoylJa00,rush_yds,0,,,,,
player,201809160was,clt,DoylJa00,rush_td,0,,,,,
player,201809160was,clt,DoylJa00,rush_long,0,,,,,
player,201809160was,clt,DoylJa00,targets,5,,,,,
player,201809160was,clt,DoylJa00,rec,2,,,,,
player,201809160was,clt,DoylJa00,rec_yds,20,,,,,
player,201809160was,clt,DoylJa00,rec_td,0,,,,,
player,201809160was,clt,DoylJa00,rec_long,12,,,,,
player,201809160was,clt,DoylJa00,fumbles,0,,,,,
player,201809160was,clt,DoylJa00,fumbles_lost,0,,,,,
player,201809160was,clt,RogeCh02,pass_cmp,0,,,,,
player,201809160was,clt,RogeCh02,pass_att,0,,,,,
player,201809160was,clt,RogeCh02,pass_yds,0,,,,,
player,201809160was,clt,RogeCh02,pass_td,0,,,,,
player,201809160was,clt,RogeCh02,pass_int,0,,,,,
player,201809160was,clt,RogeCh02,pass_sacked,0,,,,,
player,201809160was,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201809160was,clt,RogeCh02,pass_long,0,,,,,
player,201809160was,clt,RogeCh02,pass_rating,,,,,,
player,201809160was,clt,RogeCh02,rush_att,0,,,,,
player,201809160was,clt,RogeCh02,rush_yds,0,,,,,
player,201809160was,clt,RogeCh02,rush_td,0,,,,,
player,201809160was,clt,RogeCh02,rush_long,0,,,,,
player,201809160was,clt,RogeCh02,targets,3,,,,,
player,201809160was,clt,RogeCh02,rec,3,,,,,
player,201809160was,clt,RogeCh02,rec_yds,17,,,,,
player,201809160was,clt,RogeCh02,rec_td,0,,,,,
player,201809160was,clt,RogeCh02,rec_long,6,,,,,
player,201809160was,clt,RogeCh02,fumbles,0,,,,,
player,201809160was,clt,RogeCh02,fumbles_lost,0,,,,,
player,201809160was,clt,HewiRy00,pass_cmp,0,,,,,
player,201809160was,clt,HewiRy00,pass_att,0,,,,,
player,201809160was,clt,HewiRy00,pass_yds,0,,,,,
player,201809160was,clt,HewiRy00,pass_td,0,,,,,
player,201809160was,clt,HewiRy00,pass_int,0,,,,,
player,201809160was,clt,HewiRy00,pass_sacked,0,,,,,
player,201809160was,clt,HewiRy00,pass_sacked_yds,0,,,,,
player,201809160was,clt,HewiRy00,pass_long,0,,,,,
player,201809160was,clt,HewiRy00,pass_rating,,,,,,
player,201809160was,clt,HewiRy00,rush_att,0,,,,,
player,201809160was,clt,HewiRy00,rush_yds,0,,,,,
player,201809160was,clt,HewiRy00,rush_td,0,,,,,
player,201809160was,clt,HewiRy00,rush_long,0,,,,,
player,201809160was,clt,HewiRy00,targets,1,,,,,
player,201809160was,clt,HewiRy00,rec,0,,,,,
player,201809160was,clt,HewiRy00,rec_yds,0,,,,,
player,201809160was,clt,HewiRy00,rec_td,0,,,,,
player,201809160was,clt,HewiRy00,rec_long,0,,,,,
player,201809160was,clt,HewiRy00,fumbles,0,,,,,
player,201809160was,clt,HewiRy00,fumbles_lost,0,,,,,
player,201809160was,was,SmitAl03,pass_cmp,33,,,,,
player,201809160was,was,SmitAl03,pass_att,46,,,,,
player,201809160was,was,SmitAl03,pass_yds,292,,,,,
player,201809160was,was,SmitAl03,pass_td,0,,,,,
player,201809160was,was,SmitAl03,pass_int,0,,,,,
player,201809160was,was,SmitAl03,pass_sacked,3,,,,,
player,201809160was,was,SmitAl03,pass_sacked_yds,23,,,,,
player,201809160was,was,SmitAl03,pass_long,34,,,,,
player,201809160was,was,SmitAl03,pass_rating,88.3,,,,,
player,201809160was,was,SmitAl03,rush_att,4,,,,,
player,201809160was,was,SmitAl03,rush_yds,14,,,,,
player,201809160was,was,SmitAl03,rush_td,0,,,,,
player,201809160was,was,SmitAl03,rush_long,6,,,,,
player,201809160was,was,SmitAl03,targets,0,,,,,
player,201809160was,was,SmitAl03,rec,0,,,,,
player,201809160was,was,SmitAl03,rec_yds,0,,,,,
player,201809160was,was,SmitAl03,rec_td,0,,,,,
player,201809160was,was,SmitAl03,rec_long,0,,,,,
player,201809160was,was,SmitAl03,fumbles,1,,,,,
player,201809160was,was,SmitAl03,fumbles_lost,0,,,,,
player,201809160was,was,CrowJa00,pass_cmp,0,,,,,
player,201809160was,was,CrowJa00,pass_att,0,,,,,
player,201809160was,was,CrowJa00,pass_yds,0,,,,,
player,201809160was,was,CrowJa00,pass_td,0,,,,,
player,201809160was,was,CrowJa00,pass_int,0,,,,,
player,201809160was,was,CrowJa00,pass_sacked,0,,,,,
player,201809160was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201809160was,was,CrowJa00,pass_long,0,,,,,
player,201809160was,was,CrowJa00,pass_rating,,,,,,
player,201809160was,was,CrowJa00,rush_att,2,,,,,
player,201809160was,was,CrowJa00,rush_yds,29,,,,,
player,201809160was,was,CrowJa00,rush_td,0,,,,,
player,201809160was,was,CrowJa00,rush_long,25,,,,,
player,201809160was,was,CrowJa00,targets,4,,,,,
player,201809160was,was,CrowJa00,rec,2,,,,,
player,201809160was,was,CrowJa00,rec_yds,8,,,,,
player,201809160was,was,CrowJa00,rec_td,0,,,,,
player,201809160was,was,CrowJa00,rec_long,8,,,,,
player,201809160was,was,CrowJa00,fumbles,0,,,,,
player,201809160was,was,CrowJa00,fumbles_lost,0,,,,,
player,201809160was,was,PeteAd01,pass_cmp,0,,,,,
player,201809160was,was,PeteAd01,pass_att,0,,,,,
player,201809160was,was,PeteAd01,pass_yds,0,,,,,
player,201809160was,was,PeteAd01,pass_td,0,,,,,
player,201809160was,was,PeteAd01,pass_int,0,,,,,
player,201809160was,was,PeteAd01,pass_sacked,0,,,,,
player,201809160was,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201809160was,was,PeteAd01,pass_long,0,,,,,
player,201809160was,was,PeteAd01,pass_rating,,,,,,
player,201809160was,was,PeteAd01,rush_att,11,,,,,
player,201809160was,was,PeteAd01,rush_yds,20,,,,,
player,201809160was,was,PeteAd01,rush_td,0,,,,,
player,201809160was,was,PeteAd01,rush_long,14,,,,,
player,201809160was,was,PeteAd01,targets,3,,,,,
player,201809160was,was,PeteAd01,rec,3,,,,,
player,201809160was,was,PeteAd01,rec_yds,30,,,,,
player,201809160was,was,PeteAd01,rec_td,0,,,,,
player,201809160was,was,PeteAd01,rec_long,21,,,,,
player,201809160was,was,PeteAd01,fumbles,0,,,,,
player,201809160was,was,PeteAd01,fumbles_lost,0,,,,,
player,201809160was,was,ThomCh03,pass_cmp,0,,,,,
player,201809160was,was,ThomCh03,pass_att,0,,,,,
player,201809160was,was,ThomCh03,pass_yds,0,,,,,
player,201809160was,was,ThomCh03,pass_td,0,,,,,
player,201809160was,was,ThomCh03,pass_int,0,,,,,
player,201809160was,was,ThomCh03,pass_sacked,0,,,,,
player,201809160was,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201809160was,was,ThomCh03,pass_long,0,,,,,
player,201809160was,was,ThomCh03,pass_rating,,,,,,
player,201809160was,was,ThomCh03,rush_att,4,,,,,
player,201809160was,was,ThomCh03,rush_yds,1,,,,,
player,201809160was,was,ThomCh03,rush_td,0,,,,,
player,201809160was,was,ThomCh03,rush_long,8,,,,,
player,201809160was,was,ThomCh03,targets,14,,,,,
player,201809160was,was,ThomCh03,rec,13,,,,,
player,201809160was,was,ThomCh03,rec_yds,92,,,,,
player,201809160was,was,ThomCh03,rec_td,0,,,,,
player,201809160was,was,ThomCh03,rec_long,14,,,,,
player,201809160was,was,ThomCh03,fumbles,0,,,,,
player,201809160was,was,ThomCh03,fumbles_lost,0,,,,,
player,201809160was,was,KellRo00,pass_cmp,0,,,,,
player,201809160was,was,KellRo00,pass_att,0,,,,,
player,201809160was,was,KellRo00,pass_yds,0,,,,,
player,201809160was,was,KellRo00,pass_td,0,,,,,
player,201809160was,was,KellRo00,pass_int,0,,,,,
player,201809160was,was,KellRo00,pass_sacked,0,,,,,
player,201809160was,was,KellRo00,pass_sacked_yds,0,,,,,
player,201809160was,was,KellRo00,pass_long,0,,,,,
player,201809160was,was,KellRo00,pass_rating,,,,,,
player,201809160was,was,KellRo00,rush_att,1,,,,,
player,201809160was,was,KellRo00,rush_yds,1,,,,,
player,201809160was,was,KellRo00,rush_td,0,,,,,
player,201809160was,was,KellRo00,rush_long,1,,,,,
player,201809160was,was,KellRo00,targets,0,,,,,
player,201809160was,was,KellRo00,rec,0,,,,,
player,201809160was,was,KellRo00,rec_yds,0,,,,,
player,201809160was,was,KellRo00,rec_td,0,,,,,
player,201809160was,was,KellRo00,rec_long,0,,,,,
player,201809160was,was,KellRo00,fumbles,0,,,,,
player,201809160was,was,KellRo00,fumbles_lost,0,,,,,
player,201809160was,was,RichPa01,pass_cmp,0,,,,,
player,201809160was,was,RichPa01,pass_att,0,,,,,
player,201809160was,was,RichPa01,pass_yds,0,,,,,
player,201809160was,was,RichPa01,pass_td,0,,,,,
player,201809160was,was,RichPa01,pass_int,0,,,,,
player,201809160was,was,RichPa01,pass_sacked,0,,,,,
player,201809160was,was,RichPa01,pass_sacked_yds,0,,,,,
player,201809160was,was,RichPa01,pass_long,0,,,,,
player,201809160was,was,RichPa01,pass_rating,,,,,,
player,201809160was,was,RichPa01,rush_att,0,,,,,
player,201809160was,was,RichPa01,rush_yds,0,,,,,
player,201809160was,was,RichPa01,rush_td,0,,,,,
player,201809160was,was,RichPa01,rush_long,0,,,,,
player,201809160was,was,RichPa01,targets,6,,,,,
player,201809160was,was,RichPa01,rec,4,,,,,
player,201809160was,was,RichPa01,rec_yds,63,,,,,
player,201809160was,was,RichPa01,rec_td,0,,,,,
player,201809160was,was,RichPa01,rec_long,34,,,,,
player,201809160was,was,RichPa01,fumbles,0,,,,,
player,201809160was,was,RichPa01,fumbles_lost,0,,,,,
player,201809160was,was,ReedJo02,pass_cmp,0,,,,,
player,201809160was,was,ReedJo02,pass_att,0,,,,,
player,201809160was,was,ReedJo02,pass_yds,0,,,,,
player,201809160was,was,ReedJo02,pass_td,0,,,,,
player,201809160was,was,ReedJo02,pass_int,0,,,,,
player,201809160was,was,ReedJo02,pass_sacked,0,,,,,
player,201809160was,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201809160was,was,ReedJo02,pass_long,0,,,,,
player,201809160was,was,ReedJo02,pass_rating,,,,,,
player,201809160was,was,ReedJo02,rush_att,0,,,,,
player,201809160was,was,ReedJo02,rush_yds,0,,,,,
player,201809160was,was,ReedJo02,rush_td,0,,,,,
player,201809160was,was,ReedJo02,rush_long,0,,,,,
player,201809160was,was,ReedJo02,targets,8,,,,,
player,201809160was,was,ReedJo02,rec,6,,,,,
player,201809160was,was,ReedJo02,rec_yds,55,,,,,
player,201809160was,was,ReedJo02,rec_td,0,,,,,
player,201809160was,was,ReedJo02,rec_long,19,,,,,
player,201809160was,was,ReedJo02,fumbles,1,,,,,
player,201809160was,was,ReedJo02,fumbles_lost,1,,,,,
player,201809160was,was,DoctJo00,pass_cmp,0,,,,,
player,201809160was,was,DoctJo00,pass_att,0,,,,,
player,201809160was,was,DoctJo00,pass_yds,0,,,,,
player,201809160was,was,DoctJo00,pass_td,0,,,,,
player,201809160was,was,DoctJo00,pass_int,0,,,,,
player,201809160was,was,DoctJo00,pass_sacked,0,,,,,
player,201809160was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201809160was,was,DoctJo00,pass_long,0,,,,,
player,201809160was,was,DoctJo00,pass_rating,,,,,,
player,201809160was,was,DoctJo00,rush_att,0,,,,,
player,201809160was,was,DoctJo00,rush_yds,0,,,,,
player,201809160was,was,DoctJo00,rush_td,0,,,,,
player,201809160was,was,DoctJo00,rush_long,0,,,,,
player,201809160was,was,DoctJo00,targets,7,,,,,
player,201809160was,was,DoctJo00,rec,4,,,,,
player,201809160was,was,DoctJo00,rec_yds,37,,,,,
player,201809160was,was,DoctJo00,rec_td,0,,,,,
player,201809160was,was,DoctJo00,rec_long,14,,,,,
player,201809160was,was,DoctJo00,fumbles,0,,,,,
player,201809160was,was,DoctJo00,fumbles_lost,0,,,,,
player,201809160was,was,DaviVe00,pass_cmp,0,,,,,
player,201809160was,was,DaviVe00,pass_att,0,,,,,
player,201809160was,was,DaviVe00,pass_yds,0,,,,,
player,201809160was,was,DaviVe00,pass_td,0,,,,,
player,201809160was,was,DaviVe00,pass_int,0,,,,,
player,201809160was,was,DaviVe00,pass_sacked,0,,,,,
player,201809160was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201809160was,was,DaviVe00,pass_long,0,,,,,
player,201809160was,was,DaviVe00,pass_rating,,,,,,
player,201809160was,was,DaviVe00,rush_att,0,,,,,
player,201809160was,was,DaviVe00,rush_yds,0,,,,,
player,201809160was,was,DaviVe00,rush_td,0,,,,,
player,201809160was,was,DaviVe00,rush_long,0,,,,,
player,201809160was,was,DaviVe00,targets,1,,,,,
player,201809160was,was,DaviVe00,rec,1,,,,,
player,201809160was,was,DaviVe00,rec_yds,7,,,,,
player,201809160was,was,DaviVe00,rec_td,0,,,,,
player,201809160was,was,DaviVe00,rec_long,7,,,,,
player,201809160was,was,DaviVe00,fumbles,0,,,,,
player,201809160was,was,DaviVe00,fumbles_lost,0,,,,,
player,201809160was,was,ChesJe00,pass_cmp,0,,,,,
player,201809160was,was,ChesJe00,pass_att,0,,,,,
player,201809160was,was,ChesJe00,pass_yds,0,,,,,
player,201809160was,was,ChesJe00,pass_td,0,,,,,
player,201809160was,was,ChesJe00,pass_int,0,,,,,
player,201809160was,was,ChesJe00,pass_sacked,0,,,,,
player,201809160was,was,ChesJe00,pass_sacked_yds,0,,,,,
player,201809160was,was,ChesJe00,pass_long,0,,,,,
player,201809160was,was,ChesJe00,pass_rating,,,,,,
player,201809160was,was,ChesJe00,rush_att,0,,,,,
player,201809160was,was,ChesJe00,rush_yds,0,,,,,
player,201809160was,was,ChesJe00,rush_td,0,,,,,
player,201809160was,was,ChesJe00,rush_long,0,,,,,
player,201809160was,was,ChesJe00,targets,1,,,,,
player,201809160was,was,ChesJe00,rec,0,,,,,
player,201809160was,was,ChesJe00,rec_yds,0,,,,,
player,201809160was,was,ChesJe00,rec_td,0,,,,,
player,201809160was,was,ChesJe00,rec_long,0,,,,,
player,201809160was,was,ChesJe00,fumbles,0,,,,,
player,201809160was,was,ChesJe00,fumbles_lost,0,,,,,
player,201809160was,clt,LeonDa00,def_int,0,,,,,
player,201809160was,clt,LeonDa00,def_int_yds,0,,,,,
player,201809160was,clt,LeonDa00,def_int_td,0,,,,,
player,201809160was,clt,LeonDa00,def_int_long,0,,,,,
player,201809160was,clt,LeonDa00,pass_defended,1,,,,,
player,201809160was,clt,LeonDa00,sacks,1.0,,,,,
player,201809160was,clt,LeonDa00,tackles_combined,19,,,,,
player,201809160was,clt,LeonDa00,tackles_solo,15,,,,,
player,201809160was,clt,LeonDa00,tackles_assists,4,,,,,
player,201809160was,clt,LeonDa00,tackles_loss,1,,,,,
player,201809160was,clt,LeonDa00,qb_hits,1,,,,,
player,201809160was,clt,LeonDa00,fumbles_rec,0,,,,,
player,201809160was,clt,LeonDa00,fumbles_rec_yds,0,,,,,
player,201809160was,clt,LeonDa00,fumbles_rec_td,0,,,,,
player,201809160was,clt,LeonDa00,fumbles_forced,1,,,,,
player,201809160was,clt,SheaJa00,def_int,0,,,,,
player,201809160was,clt,SheaJa00,def_int_yds,0,,,,,
player,201809160was,clt,SheaJa00,def_int_td,0,,,,,
player,201809160was,clt,SheaJa00,def_int_long,0,,,,,
player,201809160was,clt,SheaJa00,pass_defended,1,,,,,
player,201809160was,clt,SheaJa00,sacks,1.0,,,,,
player,201809160was,clt,SheaJa00,tackles_combined,4,,,,,
player,201809160was,clt,SheaJa00,tackles_solo,2,,,,,
player,201809160was,clt,SheaJa00,tackles_assists,2,,,,,
player,201809160was,clt,SheaJa00,tackles_loss,2,,,,,
player,201809160was,clt,SheaJa00,qb_hits,2,,,,,
player,201809160was,clt,SheaJa00,fumbles_rec,0,,,,,
player,201809160was,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201809160was,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201809160was,clt,SheaJa00,fumbles_forced,0,,,,,
player,201809160was,clt,WardJi02,def_int,0,,,,,
player,201809160was,clt,WardJi02,def_int_yds,0,,,,,
player,201809160was,clt,WardJi02,def_int_td,0,,,,,
player,201809160was,clt,WardJi02,def_int_long,0,,,,,
player,201809160was,clt,WardJi02,pass_defended,0,,,,,
player,201809160was,clt,WardJi02,sacks,1.0,,,,,
player,201809160was,clt,WardJi02,tackles_combined,1,,,,,
player,201809160was,clt,WardJi02,tackles_solo,1,,,,,
player,201809160was,clt,WardJi02,tackles_assists,0,,,,,
player,201809160was,clt,WardJi02,tackles_loss,1,,,,,
player,201809160was,clt,WardJi02,qb_hits,3,,,,,
player,201809160was,clt,WardJi02,fumbles_rec,0,,,,,
player,201809160was,clt,WardJi02,fumbles_rec_yds,0,,,,,
player,201809160was,clt,WardJi02,fumbles_rec_td,0,,,,,
player,201809160was,clt,WardJi02,fumbles_forced,0,,,,,
player,201809160was,clt,GeatCl00,def_int,0,,,,,
player,201809160was,clt,GeatCl00,def_int_yds,0,,,,,
player,201809160was,clt,GeatCl00,def_int_td,0,,,,,
player,201809160was,clt,GeatCl00,def_int_long,0,,,,,
player,201809160was,clt,GeatCl00,pass_defended,0,,,,,
player,201809160was,clt,GeatCl00,sacks,0.0,,,,,
player,201809160was,clt,GeatCl00,tackles_combined,12,,,,,
player,201809160was,clt,GeatCl00,tackles_solo,4,,,,,
player,201809160was,clt,GeatCl00,tackles_assists,8,,,,,
player,201809160was,clt,GeatCl00,tackles_loss,0,,,,,
