game,2018,10,20181111,201811110oti,nwe,"New England Patriots",10,oti,"Tennessee Titans",34
player,201811110oti,nwe,DeveJa00,rec_td,0,,,,,
player,201811110oti,nwe,DeveJa00,rec_long,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles,0,,,,,
player,201811110oti,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201811110oti,nwe,GordJo02,pass_cmp,0,,,,,
player,201811110oti,nwe,GordJo02,pass_att,0,,,,,
player,201811110oti,nwe,GordJo02,pass_yds,0,,,,,
player,201811110oti,nwe,GordJo02,pass_td,0,,,,,
player,201811110oti,nwe,GordJo02,pass_int,0,,,,,
player,201811110oti,nwe,GordJo02,pass_sacked,0,,,,,
player,201811110oti,nwe,GordJo02,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,GordJo02,pass_long,0,,,,,
player,201811110oti,nwe,GordJo02,pass_rating,,,,,,
player,201811110oti,nwe,GordJo02,rush_att,0,,,,,
player,201811110oti,nwe,GordJo02,rush_yds,0,,,,,
player,201811110oti,nwe,GordJo02,rush_td,0,,,,,
player,201811110oti,nwe,GordJo02,rush_long,0,,,,,
player,201811110oti,nwe,GordJo02,targets,12,,,,,
player,201811110oti,nwe,GordJo02,rec,4,,,,,
player,201811110oti,nwe,GordJo02,rec_yds,81,,,,,
player,201811110oti,nwe,GordJo02,rec_td,0,,,,,
player,201811110oti,nwe,GordJo02,rec_long,44,,,,,
player,201811110oti,nwe,GordJo02,fumbles,0,,,,,
player,201811110oti,nwe,GordJo02,fumbles_lost,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_cmp,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_att,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_yds,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_td,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_int,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_sacked,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_long,0,,,,,
player,201811110oti,nwe,DorsPh00,pass_rating,,,,,,
player,201811110oti,nwe,DorsPh00,rush_att,0,,,,,
player,201811110oti,nwe,DorsPh00,rush_yds,0,,,,,
player,201811110oti,nwe,DorsPh00,rush_td,0,,,,,
player,201811110oti,nwe,DorsPh00,rush_long,0,,,,,
player,201811110oti,nwe,DorsPh00,targets,2,,,,,
player,201811110oti,nwe,DorsPh00,rec,2,,,,,
player,201811110oti,nwe,DorsPh00,rec_yds,18,,,,,
player,201811110oti,nwe,DorsPh00,rec_td,0,,,,,
player,201811110oti,nwe,DorsPh00,rec_long,11,,,,,
player,201811110oti,nwe,DorsPh00,fumbles,0,,,,,
player,201811110oti,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201811110oti,nwe,HollJa03,pass_cmp,0,,,,,
player,201811110oti,nwe,HollJa03,pass_att,0,,,,,
player,201811110oti,nwe,HollJa03,pass_yds,0,,,,,
player,201811110oti,nwe,HollJa03,pass_td,0,,,,,
player,201811110oti,nwe,HollJa03,pass_int,0,,,,,
player,201811110oti,nwe,HollJa03,pass_sacked,0,,,,,
player,201811110oti,nwe,HollJa03,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,HollJa03,pass_long,0,,,,,
player,201811110oti,nwe,HollJa03,pass_rating,,,,,,
player,201811110oti,nwe,HollJa03,rush_att,0,,,,,
player,201811110oti,nwe,HollJa03,rush_yds,0,,,,,
player,201811110oti,nwe,HollJa03,rush_td,0,,,,,
player,201811110oti,nwe,HollJa03,rush_long,0,,,,,
player,201811110oti,nwe,HollJa03,targets,2,,,,,
player,201811110oti,nwe,HollJa03,rec,1,,,,,
player,201811110oti,nwe,HollJa03,rec_yds,17,,,,,
player,201811110oti,nwe,HollJa03,rec_td,0,,,,,
player,201811110oti,nwe,HollJa03,rec_long,17,,,,,
player,201811110oti,nwe,HollJa03,fumbles,0,,,,,
player,201811110oti,nwe,HollJa03,fumbles_lost,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_cmp,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_att,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_yds,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_td,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_int,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_sacked,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_long,0,,,,,
player,201811110oti,nwe,AlleDw00,pass_rating,,,,,,
player,201811110oti,nwe,AlleDw00,rush_att,0,,,,,
player,201811110oti,nwe,AlleDw00,rush_yds,0,,,,,
player,201811110oti,nwe,AlleDw00,rush_td,0,,,,,
player,201811110oti,nwe,AlleDw00,rush_long,0,,,,,
player,201811110oti,nwe,AlleDw00,targets,1,,,,,
player,201811110oti,nwe,AlleDw00,rec,1,,,,,
player,201811110oti,nwe,AlleDw00,rec_yds,10,,,,,
player,201811110oti,nwe,AlleDw00,rec_td,0,,,,,
player,201811110oti,nwe,AlleDw00,rec_long,10,,,,,
player,201811110oti,nwe,AlleDw00,fumbles,0,,,,,
player,201811110oti,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_cmp,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_att,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_yds,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_td,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_int,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_sacked,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_long,0,,,,,
player,201811110oti,nwe,HogaCh00,pass_rating,,,,,,
player,201811110oti,nwe,HogaCh00,rush_att,0,,,,,
player,201811110oti,nwe,HogaCh00,rush_yds,0,,,,,
player,201811110oti,nwe,HogaCh00,rush_td,0,,,,,
player,201811110oti,nwe,HogaCh00,rush_long,0,,,,,
player,201811110oti,nwe,HogaCh00,targets,2,,,,,
player,201811110oti,nwe,HogaCh00,rec,0,,,,,
player,201811110oti,nwe,HogaCh00,rec_yds,0,,,,,
player,201811110oti,nwe,HogaCh00,rec_td,0,,,,,
player,201811110oti,nwe,HogaCh00,rec_long,0,,,,,
player,201811110oti,nwe,HogaCh00,fumbles,0,,,,,
player,201811110oti,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_cmp,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_att,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_yds,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_td,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_int,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_sacked,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_long,0,,,,,
player,201811110oti,nwe,WhitJa02,pass_rating,,,,,,
player,201811110oti,nwe,WhitJa02,rush_att,1,,,,,
player,201811110oti,nwe,WhitJa02,rush_yds,-5,,,,,
player,201811110oti,nwe,WhitJa02,rush_td,0,,,,,
player,201811110oti,nwe,WhitJa02,rush_long,-5,,,,,
player,201811110oti,nwe,WhitJa02,targets,8,,,,,
player,201811110oti,nwe,WhitJa02,rec,5,,,,,
player,201811110oti,nwe,WhitJa02,rec_yds,31,,,,,
player,201811110oti,nwe,WhitJa02,rec_td,0,,,,,
player,201811110oti,nwe,WhitJa02,rec_long,11,,,,,
player,201811110oti,nwe,WhitJa02,fumbles,0,,,,,
player,201811110oti,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201811110oti,oti,MariMa01,pass_cmp,16,,,,,
player,201811110oti,oti,MariMa01,pass_att,24,,,,,
player,201811110oti,oti,MariMa01,pass_yds,228,,,,,
player,201811110oti,oti,MariMa01,pass_td,2,,,,,
player,201811110oti,oti,MariMa01,pass_int,0,,,,,
player,201811110oti,oti,MariMa01,pass_sacked,2,,,,,
player,201811110oti,oti,MariMa01,pass_sacked_yds,14,,,,,
player,201811110oti,oti,MariMa01,pass_long,29,,,,,
player,201811110oti,oti,MariMa01,pass_rating,125.0,,,,,
player,201811110oti,oti,MariMa01,rush_att,2,,,,,
player,201811110oti,oti,MariMa01,rush_yds,21,,,,,
player,201811110oti,oti,MariMa01,rush_td,0,,,,,
player,201811110oti,oti,MariMa01,rush_long,20,,,,,
player,201811110oti,oti,MariMa01,targets,1,,,,,
player,201811110oti,oti,MariMa01,rec,1,,,,,
player,201811110oti,oti,MariMa01,rec_yds,21,,,,,
player,201811110oti,oti,MariMa01,rec_td,0,,,,,
player,201811110oti,oti,MariMa01,rec_long,21,,,,,
player,201811110oti,oti,MariMa01,fumbles,0,,,,,
player,201811110oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201811110oti,oti,JennDa00,pass_cmp,1,,,,,
player,201811110oti,oti,JennDa00,pass_att,1,,,,,
player,201811110oti,oti,JennDa00,pass_yds,21,,,,,
player,201811110oti,oti,JennDa00,pass_td,0,,,,,
player,201811110oti,oti,JennDa00,pass_int,0,,,,,
player,201811110oti,oti,JennDa00,pass_sacked,0,,,,,
player,201811110oti,oti,JennDa00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,JennDa00,pass_long,21,,,,,
player,201811110oti,oti,JennDa00,pass_rating,118.7,,,,,
player,201811110oti,oti,JennDa00,rush_att,0,,,,,
player,201811110oti,oti,JennDa00,rush_yds,0,,,,,
player,201811110oti,oti,JennDa00,rush_td,0,,,,,
player,201811110oti,oti,JennDa00,rush_long,0,,,,,
player,201811110oti,oti,JennDa00,targets,1,,,,,
player,201811110oti,oti,JennDa00,rec,1,,,,,
player,201811110oti,oti,JennDa00,rec_yds,0,,,,,
player,201811110oti,oti,JennDa00,rec_td,0,,,,,
player,201811110oti,oti,JennDa00,rec_long,0,,,,,
player,201811110oti,oti,JennDa00,fumbles,0,,,,,
player,201811110oti,oti,JennDa00,fumbles_lost,0,,,,,
player,201811110oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201811110oti,oti,HenrDe00,pass_att,0,,,,,
player,201811110oti,oti,HenrDe00,pass_yds,0,,,,,
player,201811110oti,oti,HenrDe00,pass_td,0,,,,,
player,201811110oti,oti,HenrDe00,pass_int,0,,,,,
player,201811110oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201811110oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,HenrDe00,pass_long,0,,,,,
player,201811110oti,oti,HenrDe00,pass_rating,,,,,,
player,201811110oti,oti,HenrDe00,rush_att,11,,,,,
player,201811110oti,oti,HenrDe00,rush_yds,58,,,,,
player,201811110oti,oti,HenrDe00,rush_td,2,,,,,
player,201811110oti,oti,HenrDe00,rush_long,14,,,,,
player,201811110oti,oti,HenrDe00,targets,0,,,,,
player,201811110oti,oti,HenrDe00,rec,0,,,,,
player,201811110oti,oti,HenrDe00,rec_yds,0,,,,,
player,201811110oti,oti,HenrDe00,rec_td,0,,,,,
player,201811110oti,oti,HenrDe00,rec_long,0,,,,,
player,201811110oti,oti,HenrDe00,fumbles,0,,,,,
player,201811110oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201811110oti,oti,LewiDi00,pass_cmp,0,,,,,
player,201811110oti,oti,LewiDi00,pass_att,0,,,,,
player,201811110oti,oti,LewiDi00,pass_yds,0,,,,,
player,201811110oti,oti,LewiDi00,pass_td,0,,,,,
player,201811110oti,oti,LewiDi00,pass_int,0,,,,,
player,201811110oti,oti,LewiDi00,pass_sacked,0,,,,,
player,201811110oti,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,LewiDi00,pass_long,0,,,,,
player,201811110oti,oti,LewiDi00,pass_rating,,,,,,
player,201811110oti,oti,LewiDi00,rush_att,20,,,,,
player,201811110oti,oti,LewiDi00,rush_yds,57,,,,,
player,201811110oti,oti,LewiDi00,rush_td,0,,,,,
player,201811110oti,oti,LewiDi00,rush_long,12,,,,,
player,201811110oti,oti,LewiDi00,targets,2,,,,,
player,201811110oti,oti,LewiDi00,rec,2,,,,,
player,201811110oti,oti,LewiDi00,rec_yds,11,,,,,
player,201811110oti,oti,LewiDi00,rec_td,0,,,,,
player,201811110oti,oti,LewiDi00,rec_long,8,,,,,
player,201811110oti,oti,LewiDi00,fumbles,0,,,,,
player,201811110oti,oti,LewiDi00,fumbles_lost,0,,,,,
player,201811110oti,oti,FlueDa00,pass_cmp,0,,,,,
player,201811110oti,oti,FlueDa00,pass_att,0,,,,,
player,201811110oti,oti,FlueDa00,pass_yds,0,,,,,
player,201811110oti,oti,FlueDa00,pass_td,0,,,,,
player,201811110oti,oti,FlueDa00,pass_int,0,,,,,
player,201811110oti,oti,FlueDa00,pass_sacked,0,,,,,
player,201811110oti,oti,FlueDa00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,FlueDa00,pass_long,0,,,,,
player,201811110oti,oti,FlueDa00,pass_rating,,,,,,
player,201811110oti,oti,FlueDa00,rush_att,3,,,,,
player,201811110oti,oti,FlueDa00,rush_yds,14,,,,,
player,201811110oti,oti,FlueDa00,rush_td,0,,,,,
player,201811110oti,oti,FlueDa00,rush_long,13,,,,,
player,201811110oti,oti,FlueDa00,targets,0,,,,,
player,201811110oti,oti,FlueDa00,rec,0,,,,,
player,201811110oti,oti,FlueDa00,rec_yds,0,,,,,
player,201811110oti,oti,FlueDa00,rec_td,0,,,,,
player,201811110oti,oti,FlueDa00,rec_long,0,,,,,
player,201811110oti,oti,FlueDa00,fumbles,0,,,,,
player,201811110oti,oti,FlueDa00,fumbles_lost,0,,,,,
player,201811110oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201811110oti,oti,DaviCo03,pass_att,0,,,,,
player,201811110oti,oti,DaviCo03,pass_yds,0,,,,,
player,201811110oti,oti,DaviCo03,pass_td,0,,,,,
player,201811110oti,oti,DaviCo03,pass_int,0,,,,,
player,201811110oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201811110oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201811110oti,oti,DaviCo03,pass_long,0,,,,,
player,201811110oti,oti,DaviCo03,pass_rating,,,,,,
player,201811110oti,oti,DaviCo03,rush_att,0,,,,,
player,201811110oti,oti,DaviCo03,rush_yds,0,,,,,
player,201811110oti,oti,DaviCo03,rush_td,0,,,,,
player,201811110oti,oti,DaviCo03,rush_long,0,,,,,
player,201811110oti,oti,DaviCo03,targets,10,,,,,
player,201811110oti,oti,DaviCo03,rec,7,,,,,
player,201811110oti,oti,DaviCo03,rec_yds,125,,,,,
player,201811110oti,oti,DaviCo03,rec_td,1,,,,,
player,201811110oti,oti,DaviCo03,rec_long,27,,,,,
player,201811110oti,oti,DaviCo03,fumbles,0,,,,,
player,201811110oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201811110oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201811110oti,oti,SmitJo01,pass_att,0,,,,,
player,201811110oti,oti,SmitJo01,pass_yds,0,,,,,
player,201811110oti,oti,SmitJo01,pass_td,0,,,,,
player,201811110oti,oti,SmitJo01,pass_int,0,,,,,
player,201811110oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201811110oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201811110oti,oti,SmitJo01,pass_long,0,,,,,
player,201811110oti,oti,SmitJo01,pass_rating,,,,,,
player,201811110oti,oti,SmitJo01,rush_att,0,,,,,
player,201811110oti,oti,SmitJo01,rush_yds,0,,,,,
player,201811110oti,oti,SmitJo01,rush_td,0,,,,,
player,201811110oti,oti,SmitJo01,rush_long,0,,,,,
player,201811110oti,oti,SmitJo01,targets,3,,,,,
player,201811110oti,oti,SmitJo01,rec,3,,,,,
player,201811110oti,oti,SmitJo01,rec_yds,45,,,,,
player,201811110oti,oti,SmitJo01,rec_td,1,,,,,
player,201811110oti,oti,SmitJo01,rec_long,29,,,,,
player,201811110oti,oti,SmitJo01,fumbles,1,,,,,
player,201811110oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201811110oti,oti,BatsCa00,pass_cmp,0,,,,,
player,201811110oti,oti,BatsCa00,pass_att,0,,,,,
player,201811110oti,oti,BatsCa00,pass_yds,0,,,,,
player,201811110oti,oti,BatsCa00,pass_td,0,,,,,
player,201811110oti,oti,BatsCa00,pass_int,0,,,,,
player,201811110oti,oti,BatsCa00,pass_sacked,0,,,,,
player,201811110oti,oti,BatsCa00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,BatsCa00,pass_long,0,,,,,
player,201811110oti,oti,BatsCa00,pass_rating,,,,,,
player,201811110oti,oti,BatsCa00,rush_att,0,,,,,
player,201811110oti,oti,BatsCa00,rush_yds,0,,,,,
player,201811110oti,oti,BatsCa00,rush_td,0,,,,,
player,201811110oti,oti,BatsCa00,rush_long,0,,,,,
player,201811110oti,oti,BatsCa00,targets,3,,,,,
player,201811110oti,oti,BatsCa00,rec,2,,,,,
player,201811110oti,oti,BatsCa00,rec_yds,36,,,,,
player,201811110oti,oti,BatsCa00,rec_td,0,,,,,
player,201811110oti,oti,BatsCa00,rec_long,26,,,,,
player,201811110oti,oti,BatsCa00,fumbles,0,,,,,
player,201811110oti,oti,BatsCa00,fumbles_lost,0,,,,,
player,201811110oti,oti,FirkAn00,pass_cmp,0,,,,,
player,201811110oti,oti,FirkAn00,pass_att,0,,,,,
player,201811110oti,oti,FirkAn00,pass_yds,0,,,,,
player,201811110oti,oti,FirkAn00,pass_td,0,,,,,
player,201811110oti,oti,FirkAn00,pass_int,0,,,,,
player,201811110oti,oti,FirkAn00,pass_sacked,0,,,,,
player,201811110oti,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201811110oti,oti,FirkAn00,pass_long,0,,,,,
player,201811110oti,oti,FirkAn00,pass_rating,,,,,,
player,201811110oti,oti,FirkAn00,rush_att,0,,,,,
player,201811110oti,oti,FirkAn00,rush_yds,0,,,,,
player,201811110oti,oti,FirkAn00,rush_td,0,,,,,
player,201811110oti,oti,FirkAn00,rush_long,0,,,,,
player,201811110oti,oti,FirkAn00,targets,1,,,,,
player,201811110oti,oti,FirkAn00,rec,1,,,,,
player,201811110oti,oti,FirkAn00,rec_yds,11,,,,,
player,201811110oti,oti,FirkAn00,rec_td,0,,,,,
player,201811110oti,oti,FirkAn00,rec_long,11,,,,,
player,201811110oti,oti,FirkAn00,fumbles,0,,,,,
player,201811110oti,oti,FirkAn00,fumbles_lost,0,,,,,
player,201811110oti,oti,SharTa00,pass_cmp,0,,,,,
player,201811110oti,oti,SharTa00,pass_att,0,,,,,
player,201811110oti,oti,SharTa00,pass_yds,0,,,,,
player,201811110oti,oti,SharTa00,pass_td,0,,,,,
player,201811110oti,oti,SharTa00,pass_int,0,,,,,
player,201811110oti,oti,SharTa00,pass_sacked,0,,,,,
