game,2018,11,20181118,201811180crd,rai,"Oakland Raiders",23,crd,"Arizona Cardinals",21
player,201811180crd,rai,MartDo00,pass_td,0,,,,,
player,201811180crd,rai,MartDo00,pass_int,0,,,,,
player,201811180crd,rai,MartDo00,pass_sacked,0,,,,,
player,201811180crd,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,MartDo00,pass_long,0,,,,,
player,201811180crd,rai,MartDo00,pass_rating,,,,,,
player,201811180crd,rai,MartDo00,rush_att,10,,,,,
player,201811180crd,rai,MartDo00,rush_yds,52,,,,,
player,201811180crd,rai,MartDo00,rush_td,0,,,,,
player,201811180crd,rai,MartDo00,rush_long,11,,,,,
player,201811180crd,rai,MartDo00,targets,1,,,,,
player,201811180crd,rai,MartDo00,rec,1,,,,,
player,201811180crd,rai,MartDo00,rec_yds,6,,,,,
player,201811180crd,rai,MartDo00,rec_td,0,,,,,
player,201811180crd,rai,MartDo00,rec_long,6,,,,,
player,201811180crd,rai,MartDo00,fumbles,0,,,,,
player,201811180crd,rai,MartDo00,fumbles_lost,0,,,,,
player,201811180crd,rai,WashDe00,pass_cmp,0,,,,,
player,201811180crd,rai,WashDe00,pass_att,0,,,,,
player,201811180crd,rai,WashDe00,pass_yds,0,,,,,
player,201811180crd,rai,WashDe00,pass_td,0,,,,,
player,201811180crd,rai,WashDe00,pass_int,0,,,,,
player,201811180crd,rai,WashDe00,pass_sacked,0,,,,,
player,201811180crd,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,WashDe00,pass_long,0,,,,,
player,201811180crd,rai,WashDe00,pass_rating,,,,,,
player,201811180crd,rai,WashDe00,rush_att,12,,,,,
player,201811180crd,rai,WashDe00,rush_yds,39,,,,,
player,201811180crd,rai,WashDe00,rush_td,0,,,,,
player,201811180crd,rai,WashDe00,rush_long,10,,,,,
player,201811180crd,rai,WashDe00,targets,0,,,,,
player,201811180crd,rai,WashDe00,rec,0,,,,,
player,201811180crd,rai,WashDe00,rec_yds,0,,,,,
player,201811180crd,rai,WashDe00,rec_td,0,,,,,
player,201811180crd,rai,WashDe00,rec_long,0,,,,,
player,201811180crd,rai,WashDe00,fumbles,0,,,,,
player,201811180crd,rai,WashDe00,fumbles_lost,0,,,,,
player,201811180crd,rai,AtemMa00,pass_cmp,0,,,,,
player,201811180crd,rai,AtemMa00,pass_att,0,,,,,
player,201811180crd,rai,AtemMa00,pass_yds,0,,,,,
player,201811180crd,rai,AtemMa00,pass_td,0,,,,,
player,201811180crd,rai,AtemMa00,pass_int,0,,,,,
player,201811180crd,rai,AtemMa00,pass_sacked,0,,,,,
player,201811180crd,rai,AtemMa00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,AtemMa00,pass_long,0,,,,,
player,201811180crd,rai,AtemMa00,pass_rating,,,,,,
player,201811180crd,rai,AtemMa00,rush_att,0,,,,,
player,201811180crd,rai,AtemMa00,rush_yds,0,,,,,
player,201811180crd,rai,AtemMa00,rush_td,0,,,,,
player,201811180crd,rai,AtemMa00,rush_long,0,,,,,
player,201811180crd,rai,AtemMa00,targets,5,,,,,
player,201811180crd,rai,AtemMa00,rec,4,,,,,
player,201811180crd,rai,AtemMa00,rec_yds,50,,,,,
player,201811180crd,rai,AtemMa00,rec_td,0,,,,,
player,201811180crd,rai,AtemMa00,rec_long,32,,,,,
player,201811180crd,rai,AtemMa00,fumbles,0,,,,,
player,201811180crd,rai,AtemMa00,fumbles_lost,0,,,,,
player,201811180crd,rai,RobeSe00,pass_cmp,0,,,,,
player,201811180crd,rai,RobeSe00,pass_att,0,,,,,
player,201811180crd,rai,RobeSe00,pass_yds,0,,,,,
player,201811180crd,rai,RobeSe00,pass_td,0,,,,,
player,201811180crd,rai,RobeSe00,pass_int,0,,,,,
player,201811180crd,rai,RobeSe00,pass_sacked,0,,,,,
player,201811180crd,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,RobeSe00,pass_long,0,,,,,
player,201811180crd,rai,RobeSe00,pass_rating,,,,,,
player,201811180crd,rai,RobeSe00,rush_att,0,,,,,
player,201811180crd,rai,RobeSe00,rush_yds,0,,,,,
player,201811180crd,rai,RobeSe00,rush_td,0,,,,,
player,201811180crd,rai,RobeSe00,rush_long,0,,,,,
player,201811180crd,rai,RobeSe00,targets,7,,,,,
player,201811180crd,rai,RobeSe00,rec,4,,,,,
player,201811180crd,rai,RobeSe00,rec_yds,38,,,,,
player,201811180crd,rai,RobeSe00,rec_td,0,,,,,
player,201811180crd,rai,RobeSe00,rec_long,20,,,,,
player,201811180crd,rai,RobeSe00,fumbles,0,,,,,
player,201811180crd,rai,RobeSe00,fumbles_lost,0,,,,,
player,201811180crd,rai,CookJa02,pass_cmp,0,,,,,
player,201811180crd,rai,CookJa02,pass_att,0,,,,,
player,201811180crd,rai,CookJa02,pass_yds,0,,,,,
player,201811180crd,rai,CookJa02,pass_td,0,,,,,
player,201811180crd,rai,CookJa02,pass_int,0,,,,,
player,201811180crd,rai,CookJa02,pass_sacked,0,,,,,
player,201811180crd,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201811180crd,rai,CookJa02,pass_long,0,,,,,
player,201811180crd,rai,CookJa02,pass_rating,,,,,,
player,201811180crd,rai,CookJa02,rush_att,0,,,,,
player,201811180crd,rai,CookJa02,rush_yds,0,,,,,
player,201811180crd,rai,CookJa02,rush_td,0,,,,,
player,201811180crd,rai,CookJa02,rush_long,0,,,,,
player,201811180crd,rai,CookJa02,targets,6,,,,,
player,201811180crd,rai,CookJa02,rec,3,,,,,
player,201811180crd,rai,CookJa02,rec_yds,31,,,,,
player,201811180crd,rai,CookJa02,rec_td,1,,,,,
player,201811180crd,rai,CookJa02,rec_long,23,,,,,
player,201811180crd,rai,CookJa02,fumbles,0,,,,,
player,201811180crd,rai,CookJa02,fumbles_lost,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_cmp,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_att,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_yds,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_td,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_int,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_sacked,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_long,0,,,,,
player,201811180crd,rai,LaFeBr00,pass_rating,,,,,,
player,201811180crd,rai,LaFeBr00,rush_att,0,,,,,
player,201811180crd,rai,LaFeBr00,rush_yds,0,,,,,
player,201811180crd,rai,LaFeBr00,rush_td,0,,,,,
player,201811180crd,rai,LaFeBr00,rush_long,0,,,,,
player,201811180crd,rai,LaFeBr00,targets,3,,,,,
player,201811180crd,rai,LaFeBr00,rec,2,,,,,
player,201811180crd,rai,LaFeBr00,rec_yds,29,,,,,
player,201811180crd,rai,LaFeBr00,rec_td,1,,,,,
player,201811180crd,rai,LaFeBr00,rec_long,24,,,,,
player,201811180crd,rai,LaFeBr00,fumbles,0,,,,,
player,201811180crd,rai,LaFeBr00,fumbles_lost,0,,,,,
player,201811180crd,rai,SmitLe00,pass_cmp,0,,,,,
player,201811180crd,rai,SmitLe00,pass_att,0,,,,,
player,201811180crd,rai,SmitLe00,pass_yds,0,,,,,
player,201811180crd,rai,SmitLe00,pass_td,0,,,,,
player,201811180crd,rai,SmitLe00,pass_int,0,,,,,
player,201811180crd,rai,SmitLe00,pass_sacked,0,,,,,
player,201811180crd,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201811180crd,rai,SmitLe00,pass_long,0,,,,,
player,201811180crd,rai,SmitLe00,pass_rating,,,,,,
player,201811180crd,rai,SmitLe00,rush_att,0,,,,,
player,201811180crd,rai,SmitLe00,rush_yds,0,,,,,
player,201811180crd,rai,SmitLe00,rush_td,0,,,,,
player,201811180crd,rai,SmitLe00,rush_long,0,,,,,
player,201811180crd,rai,SmitLe00,targets,2,,,,,
player,201811180crd,rai,SmitLe00,rec,2,,,,,
player,201811180crd,rai,SmitLe00,rec_yds,6,,,,,
player,201811180crd,rai,SmitLe00,rec_td,0,,,,,
player,201811180crd,rai,SmitLe00,rec_long,4,,,,,
player,201811180crd,rai,SmitLe00,fumbles,0,,,,,
player,201811180crd,rai,SmitLe00,fumbles_lost,0,,,,,
player,201811180crd,crd,RoseJo01,pass_cmp,9,,,,,
player,201811180crd,crd,RoseJo01,pass_att,20,,,,,
player,201811180crd,crd,RoseJo01,pass_yds,136,,,,,
player,201811180crd,crd,RoseJo01,pass_td,3,,,,,
player,201811180crd,crd,RoseJo01,pass_int,2,,,,,
player,201811180crd,crd,RoseJo01,pass_sacked,1,,,,,
player,201811180crd,crd,RoseJo01,pass_sacked_yds,8,,,,,
player,201811180crd,crd,RoseJo01,pass_long,59,,,,,
player,201811180crd,crd,RoseJo01,pass_rating,67.9,,,,,
player,201811180crd,crd,RoseJo01,rush_att,1,,,,,
player,201811180crd,crd,RoseJo01,rush_yds,0,,,,,
player,201811180crd,crd,RoseJo01,rush_td,0,,,,,
player,201811180crd,crd,RoseJo01,rush_long,0,,,,,
player,201811180crd,crd,RoseJo01,targets,0,,,,,
player,201811180crd,crd,RoseJo01,rec,0,,,,,
player,201811180crd,crd,RoseJo01,rec_yds,0,,,,,
player,201811180crd,crd,RoseJo01,rec_td,0,,,,,
player,201811180crd,crd,RoseJo01,rec_long,0,,,,,
player,201811180crd,crd,RoseJo01,fumbles,1,,,,,
player,201811180crd,crd,RoseJo01,fumbles_lost,0,,,,,
player,201811180crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201811180crd,crd,JohnDa08,pass_att,0,,,,,
player,201811180crd,crd,JohnDa08,pass_yds,0,,,,,
player,201811180crd,crd,JohnDa08,pass_td,0,,,,,
player,201811180crd,crd,JohnDa08,pass_int,0,,,,,
player,201811180crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201811180crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201811180crd,crd,JohnDa08,pass_long,0,,,,,
player,201811180crd,crd,JohnDa08,pass_rating,,,,,,
player,201811180crd,crd,JohnDa08,rush_att,25,,,,,
player,201811180crd,crd,JohnDa08,rush_yds,137,,,,,
player,201811180crd,crd,JohnDa08,rush_td,0,,,,,
player,201811180crd,crd,JohnDa08,rush_long,53,,,,,
player,201811180crd,crd,JohnDa08,targets,3,,,,,
player,201811180crd,crd,JohnDa08,rec,1,,,,,
player,201811180crd,crd,JohnDa08,rec_yds,17,,,,,
player,201811180crd,crd,JohnDa08,rec_td,0,,,,,
player,201811180crd,crd,JohnDa08,rec_long,17,,,,,
player,201811180crd,crd,JohnDa08,fumbles,0,,,,,
player,201811180crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_cmp,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_att,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_yds,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_td,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_int,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_sacked,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_long,0,,,,,
player,201811180crd,crd,EdmoCh00,pass_rating,,,,,,
player,201811180crd,crd,EdmoCh00,rush_att,5,,,,,
player,201811180crd,crd,EdmoCh00,rush_yds,17,,,,,
player,201811180crd,crd,EdmoCh00,rush_td,0,,,,,
player,201811180crd,crd,EdmoCh00,rush_long,8,,,,,
player,201811180crd,crd,EdmoCh00,targets,0,,,,,
player,201811180crd,crd,EdmoCh00,rec,0,,,,,
player,201811180crd,crd,EdmoCh00,rec_yds,0,,,,,
player,201811180crd,crd,EdmoCh00,rec_td,0,,,,,
player,201811180crd,crd,EdmoCh00,rec_long,0,,,,,
player,201811180crd,crd,EdmoCh00,fumbles,0,,,,,
player,201811180crd,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201811180crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201811180crd,crd,KirkCh01,pass_att,0,,,,,
player,201811180crd,crd,KirkCh01,pass_yds,0,,,,,
player,201811180crd,crd,KirkCh01,pass_td,0,,,,,
player,201811180crd,crd,KirkCh01,pass_int,0,,,,,
player,201811180crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201811180crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201811180crd,crd,KirkCh01,pass_long,0,,,,,
player,201811180crd,crd,KirkCh01,pass_rating,,,,,,
player,201811180crd,crd,KirkCh01,rush_att,0,,,,,
player,201811180crd,crd,KirkCh01,rush_yds,0,,,,,
player,201811180crd,crd,KirkCh01,rush_td,0,,,,,
player,201811180crd,crd,KirkCh01,rush_long,0,,,,,
player,201811180crd,crd,KirkCh01,targets,4,,,,,
player,201811180crd,crd,KirkCh01,rec,3,,,,,
player,201811180crd,crd,KirkCh01,rec_yds,77,,,,,
player,201811180crd,crd,KirkCh01,rec_td,1,,,,,
player,201811180crd,crd,KirkCh01,rec_long,59,,,,,
player,201811180crd,crd,KirkCh01,fumbles,0,,,,,
player,201811180crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201811180crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201811180crd,crd,FitzLa00,pass_att,0,,,,,
player,201811180crd,crd,FitzLa00,pass_yds,0,,,,,
player,201811180crd,crd,FitzLa00,pass_td,0,,,,,
player,201811180crd,crd,FitzLa00,pass_int,0,,,,,
player,201811180crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201811180crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,FitzLa00,pass_long,0,,,,,
player,201811180crd,crd,FitzLa00,pass_rating,,,,,,
player,201811180crd,crd,FitzLa00,rush_att,0,,,,,
player,201811180crd,crd,FitzLa00,rush_yds,0,,,,,
player,201811180crd,crd,FitzLa00,rush_td,0,,,,,
player,201811180crd,crd,FitzLa00,rush_long,0,,,,,
player,201811180crd,crd,FitzLa00,targets,4,,,,,
player,201811180crd,crd,FitzLa00,rec,2,,,,,
player,201811180crd,crd,FitzLa00,rec_yds,23,,,,,
player,201811180crd,crd,FitzLa00,rec_td,2,,,,,
player,201811180crd,crd,FitzLa00,rec_long,18,,,,,
player,201811180crd,crd,FitzLa00,fumbles,0,,,,,
player,201811180crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201811180crd,crd,GresJe00,pass_cmp,0,,,,,
player,201811180crd,crd,GresJe00,pass_att,0,,,,,
player,201811180crd,crd,GresJe00,pass_yds,0,,,,,
player,201811180crd,crd,GresJe00,pass_td,0,,,,,
player,201811180crd,crd,GresJe00,pass_int,0,,,,,
player,201811180crd,crd,GresJe00,pass_sacked,0,,,,,
player,201811180crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,GresJe00,pass_long,0,,,,,
player,201811180crd,crd,GresJe00,pass_rating,,,,,,
player,201811180crd,crd,GresJe00,rush_att,0,,,,,
player,201811180crd,crd,GresJe00,rush_yds,0,,,,,
player,201811180crd,crd,GresJe00,rush_td,0,,,,,
player,201811180crd,crd,GresJe00,rush_long,0,,,,,
player,201811180crd,crd,GresJe00,targets,2,,,,,
player,201811180crd,crd,GresJe00,rec,1,,,,,
player,201811180crd,crd,GresJe00,rec_yds,8,,,,,
player,201811180crd,crd,GresJe00,rec_td,0,,,,,
player,201811180crd,crd,GresJe00,rec_long,8,,,,,
player,201811180crd,crd,GresJe00,fumbles,0,,,,,
player,201811180crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201811180crd,crd,SherTr00,pass_cmp,0,,,,,
player,201811180crd,crd,SherTr00,pass_att,0,,,,,
player,201811180crd,crd,SherTr00,pass_yds,0,,,,,
player,201811180crd,crd,SherTr00,pass_td,0,,,,,
player,201811180crd,crd,SherTr00,pass_int,0,,,,,
player,201811180crd,crd,SherTr00,pass_sacked,0,,,,,
player,201811180crd,crd,SherTr00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,SherTr00,pass_long,0,,,,,
player,201811180crd,crd,SherTr00,pass_rating,,,,,,
player,201811180crd,crd,SherTr00,rush_att,0,,,,,
player,201811180crd,crd,SherTr00,rush_yds,0,,,,,
player,201811180crd,crd,SherTr00,rush_td,0,,,,,
player,201811180crd,crd,SherTr00,rush_long,0,,,,,
player,201811180crd,crd,SherTr00,targets,2,,,,,
player,201811180crd,crd,SherTr00,rec,1,,,,,
player,201811180crd,crd,SherTr00,rec_yds,6,,,,,
player,201811180crd,crd,SherTr00,rec_td,0,,,,,
player,201811180crd,crd,SherTr00,rec_long,6,,,,,
player,201811180crd,crd,SherTr00,fumbles,0,,,,,
player,201811180crd,crd,SherTr00,fumbles_lost,0,,,,,
player,201811180crd,crd,SealRi00,pass_cmp,0,,,,,
player,201811180crd,crd,SealRi00,pass_att,0,,,,,
player,201811180crd,crd,SealRi00,pass_yds,0,,,,,
player,201811180crd,crd,SealRi00,pass_td,0,,,,,
player,201811180crd,crd,SealRi00,pass_int,0,,,,,
player,201811180crd,crd,SealRi00,pass_sacked,0,,,,,
player,201811180crd,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,SealRi00,pass_long,0,,,,,
player,201811180crd,crd,SealRi00,pass_rating,,,,,,
player,201811180crd,crd,SealRi00,rush_att,0,,,,,
player,201811180crd,crd,SealRi00,rush_yds,0,,,,,
player,201811180crd,crd,SealRi00,rush_td,0,,,,,
player,201811180crd,crd,SealRi00,rush_long,0,,,,,
player,201811180crd,crd,SealRi00,targets,3,,,,,
player,201811180crd,crd,SealRi00,rec,1,,,,,
player,201811180crd,crd,SealRi00,rec_yds,5,,,,,
player,201811180crd,crd,SealRi00,rec_td,0,,,,,
player,201811180crd,crd,SealRi00,rec_long,5,,,,,
player,201811180crd,crd,SealRi00,fumbles,0,,,,,
player,201811180crd,crd,SealRi00,fumbles_lost,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_att,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_td,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_int,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_long,0,,,,,
player,201811180crd,crd,NelsJJ00,pass_rating,,,,,,
player,201811180crd,crd,NelsJJ00,rush_att,0,,,,,
player,201811180crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201811180crd,crd,NelsJJ00,rush_td,0,,,,,
player,201811180crd,crd,NelsJJ00,rush_long,0,,,,,
player,201811180crd,crd,NelsJJ00,targets,1,,,,,
player,201811180crd,crd,NelsJJ00,rec,0,,,,,
player,201811180crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201811180crd,crd,NelsJJ00,rec_td,0,,,,,
player,201811180crd,crd,NelsJJ00,rec_long,0,,,,,
player,201811180crd,crd,NelsJJ00,fumbles,0,,,,,
player,201811180crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201811180crd,rai,JoseKa00,def_int,1,,,,,
player,201811180crd,rai,JoseKa00,def_int_yds,5,,,,,
player,201811180crd,rai,JoseKa00,def_int_td,0,,,,,
player,201811180crd,rai,JoseKa00,def_int_long,5,,,,,
player,201811180crd,rai,JoseKa00,pass_defended,1,,,,,
player,201811180crd,rai,JoseKa00,sacks,0.0,,,,,
player,201811180crd,rai,JoseKa00,tackles_combined,5,,,,,
player,201811180crd,rai,JoseKa00,tackles_solo,3,,,,,
player,201811180crd,rai,JoseKa00,tackles_assists,2,,,,,
player,201811180crd,rai,JoseKa00,tackles_loss,0,,,,,
player,201811180crd,rai,JoseKa00,qb_hits,0,,,,,
player,201811180crd,rai,JoseKa00,fumbles_rec,0,,,,,
player,201811180crd,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,JoseKa00,fumbles_forced,0,,,,,
player,201811180crd,rai,ConlGa00,def_int,1,,,,,
player,201811180crd,rai,ConlGa00,def_int_yds,28,,,,,
player,201811180crd,rai,ConlGa00,def_int_td,0,,,,,
player,201811180crd,rai,ConlGa00,def_int_long,28,,,,,
player,201811180crd,rai,ConlGa00,pass_defended,1,,,,,
player,201811180crd,rai,ConlGa00,sacks,0.0,,,,,
player,201811180crd,rai,ConlGa00,tackles_combined,1,,,,,
player,201811180crd,rai,ConlGa00,tackles_solo,1,,,,,
player,201811180crd,rai,ConlGa00,tackles_assists,0,,,,,
player,201811180crd,rai,ConlGa00,tackles_loss,0,,,,,
player,201811180crd,rai,ConlGa00,qb_hits,0,,,,,
player,201811180crd,rai,ConlGa00,fumbles_rec,0,,,,,
player,201811180crd,rai,ConlGa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,ConlGa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,ConlGa00,fumbles_forced,0,,,,,
player,201811180crd,rai,HursMa00,def_int,0,,,,,
player,201811180crd,rai,HursMa00,def_int_yds,0,,,,,
player,201811180crd,rai,HursMa00,def_int_td,0,,,,,
player,201811180crd,rai,HursMa00,def_int_long,0,,,,,
player,201811180crd,rai,HursMa00,pass_defended,0,,,,,
player,201811180crd,rai,HursMa00,sacks,1.0,,,,,
player,201811180crd,rai,HursMa00,tackles_combined,5,,,,,
player,201811180crd,rai,HursMa00,tackles_solo,5,,,,,
player,201811180crd,rai,HursMa00,tackles_assists,0,,,,,
player,201811180crd,rai,HursMa00,tackles_loss,1,,,,,
player,201811180crd,rai,HursMa00,qb_hits,1,,,,,
player,201811180crd,rai,HursMa00,fumbles_rec,0,,,,,
player,201811180crd,rai,HursMa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,HursMa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,HursMa00,fumbles_forced,0,,,,,
player,201811180crd,rai,WhitTa00,def_int,0,,,,,
player,201811180crd,rai,WhitTa00,def_int_yds,0,,,,,
player,201811180crd,rai,WhitTa00,def_int_td,0,,,,,
player,201811180crd,rai,WhitTa00,def_int_long,0,,,,,
player,201811180crd,rai,WhitTa00,pass_defended,0,,,,,
player,201811180crd,rai,WhitTa00,sacks,0.0,,,,,
player,201811180crd,rai,WhitTa00,tackles_combined,8,,,,,
player,201811180crd,rai,WhitTa00,tackles_solo,6,,,,,
player,201811180crd,rai,WhitTa00,tackles_assists,2,,,,,
player,201811180crd,rai,WhitTa00,tackles_loss,1,,,,,
player,201811180crd,rai,WhitTa00,qb_hits,0,,,,,
player,201811180crd,rai,WhitTa00,fumbles_rec,0,,,,,
player,201811180crd,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201811180crd,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201811180crd,rai,WhitTa00,fumbles_forced,0,,,,,
player,201811180crd,rai,LeexMa01,def_int,0,,,,,
player,201811180crd,rai,LeexMa01,def_int_yds,0,,,,,
player,201811180crd,rai,LeexMa01,def_int_td,0,,,,,
player,201811180crd,rai,LeexMa01,def_int_long,0,,,,,
player,201811180crd,rai,LeexMa01,pass_defended,0,,,,,
player,201811180crd,rai,LeexMa01,sacks,0.0,,,,,
player,201811180crd,rai,LeexMa01,tackles_combined,4,,,,,
player,201811180crd,rai,LeexMa01,tackles_solo,2,,,,,
player,201811180crd,rai,LeexMa01,tackles_assists,2,,,,,
player,201811180crd,rai,LeexMa01,tackles_loss,0,,,,,
player,201811180crd,rai,LeexMa01,qb_hits,0,,,,,
