game,2018,7,20181021,201810210rav,nor,"New Orleans Saints",24,rav,"Baltimore Ravens",23
player,201810210rav,nor,HillJo02,offense,44,,,,,
player,201810210rav,nor,HillJo02,off_pct,62%,,,,,
player,201810210rav,nor,HillJo02,defense,0,,,,,
player,201810210rav,nor,HillJo02,def_pct,0%,,,,,
player,201810210rav,nor,HillJo02,special_teams,1,,,,,
player,201810210rav,nor,HillJo02,st_pct,4%,,,,,
player,201810210rav,nor,TomxCa00,pos,C,,,,,
player,201810210rav,nor,TomxCa00,offense,41,,,,,
player,201810210rav,nor,TomxCa00,off_pct,58%,,,,,
player,201810210rav,nor,TomxCa00,defense,0,,,,,
player,201810210rav,nor,TomxCa00,def_pct,0%,,,,,
player,201810210rav,nor,TomxCa00,special_teams,4,,,,,
player,201810210rav,nor,TomxCa00,st_pct,17%,,,,,
player,201810210rav,nor,KamaAl00,pos,RB,,,,,
player,201810210rav,nor,KamaAl00,offense,39,,,,,
player,201810210rav,nor,KamaAl00,off_pct,55%,,,,,
player,201810210rav,nor,KamaAl00,defense,0,,,,,
player,201810210rav,nor,KamaAl00,def_pct,0%,,,,,
player,201810210rav,nor,KamaAl00,special_teams,4,,,,,
player,201810210rav,nor,KamaAl00,st_pct,17%,,,,,
player,201810210rav,nor,WatsBe00,pos,TE,,,,,
player,201810210rav,nor,WatsBe00,offense,36,,,,,
player,201810210rav,nor,WatsBe00,off_pct,51%,,,,,
player,201810210rav,nor,WatsBe00,defense,0,,,,,
player,201810210rav,nor,WatsBe00,def_pct,0%,,,,,
player,201810210rav,nor,WatsBe00,special_teams,1,,,,,
player,201810210rav,nor,WatsBe00,st_pct,4%,,,,,
player,201810210rav,nor,IngrMa01,pos,RB,,,,,
player,201810210rav,nor,IngrMa01,offense,35,,,,,
player,201810210rav,nor,IngrMa01,off_pct,49%,,,,,
player,201810210rav,nor,IngrMa01,defense,0,,,,,
player,201810210rav,nor,IngrMa01,def_pct,0%,,,,,
player,201810210rav,nor,IngrMa01,special_teams,0,,,,,
player,201810210rav,nor,IngrMa01,st_pct,0%,,,,,
player,201810210rav,nor,LeRiJo00,pos,G,,,,,
player,201810210rav,nor,LeRiJo00,offense,30,,,,,
player,201810210rav,nor,LeRiJo00,off_pct,42%,,,,,
player,201810210rav,nor,LeRiJo00,defense,0,,,,,
player,201810210rav,nor,LeRiJo00,def_pct,0%,,,,,
player,201810210rav,nor,LeRiJo00,special_teams,0,,,,,
player,201810210rav,nor,LeRiJo00,st_pct,0%,,,,,
player,201810210rav,nor,HillTa00,pos,QB,,,,,
player,201810210rav,nor,HillTa00,offense,26,,,,,
player,201810210rav,nor,HillTa00,off_pct,37%,,,,,
player,201810210rav,nor,HillTa00,defense,0,,,,,
player,201810210rav,nor,HillTa00,def_pct,0%,,,,,
player,201810210rav,nor,HillTa00,special_teams,20,,,,,
player,201810210rav,nor,HillTa00,st_pct,83%,,,,,
player,201810210rav,nor,MereCa00,pos,WR,,,,,
player,201810210rav,nor,MereCa00,offense,18,,,,,
player,201810210rav,nor,MereCa00,off_pct,25%,,,,,
player,201810210rav,nor,MereCa00,defense,0,,,,,
player,201810210rav,nor,MereCa00,def_pct,0%,,,,,
player,201810210rav,nor,MereCa00,special_teams,1,,,,,
player,201810210rav,nor,MereCa00,st_pct,4%,,,,,
player,201810210rav,nor,CarrAu00,pos,WR,,,,,
player,201810210rav,nor,CarrAu00,offense,15,,,,,
player,201810210rav,nor,CarrAu00,off_pct,21%,,,,,
player,201810210rav,nor,CarrAu00,defense,0,,,,,
player,201810210rav,nor,CarrAu00,def_pct,0%,,,,,
player,201810210rav,nor,CarrAu00,special_teams,0,,,,,
player,201810210rav,nor,CarrAu00,st_pct,0%,,,,,
player,201810210rav,nor,LineZa01,pos,FB,,,,,
player,201810210rav,nor,LineZa01,offense,13,,,,,
player,201810210rav,nor,LineZa01,off_pct,18%,,,,,
player,201810210rav,nor,LineZa01,defense,0,,,,,
player,201810210rav,nor,LineZa01,def_pct,0%,,,,,
player,201810210rav,nor,LineZa01,special_teams,13,,,,,
player,201810210rav,nor,LineZa01,st_pct,54%,,,,,
player,201810210rav,nor,ArnoDa00,pos,TE,,,,,
player,201810210rav,nor,ArnoDa00,offense,12,,,,,
player,201810210rav,nor,ArnoDa00,off_pct,17%,,,,,
player,201810210rav,nor,ArnoDa00,defense,0,,,,,
player,201810210rav,nor,ArnoDa00,def_pct,0%,,,,,
player,201810210rav,nor,ArnoDa00,special_teams,0,,,,,
player,201810210rav,nor,ArnoDa00,st_pct,0%,,,,,
player,201810210rav,nor,JordCa00,pos,DE,,,,,
player,201810210rav,nor,JordCa00,offense,0,,,,,
player,201810210rav,nor,JordCa00,off_pct,0%,,,,,
player,201810210rav,nor,JordCa00,defense,68,,,,,
player,201810210rav,nor,JordCa00,def_pct,100%,,,,,
player,201810210rav,nor,JordCa00,special_teams,4,,,,,
player,201810210rav,nor,JordCa00,st_pct,17%,,,,,
player,201810210rav,nor,LattMa01,pos,CB,,,,,
player,201810210rav,nor,LattMa01,offense,0,,,,,
player,201810210rav,nor,LattMa01,off_pct,0%,,,,,
player,201810210rav,nor,LattMa01,defense,68,,,,,
player,201810210rav,nor,LattMa01,def_pct,100%,,,,,
player,201810210rav,nor,LattMa01,special_teams,0,,,,,
player,201810210rav,nor,LattMa01,st_pct,0%,,,,,
player,201810210rav,nor,CrawKe02,pos,CB,,,,,
player,201810210rav,nor,CrawKe02,offense,0,,,,,
player,201810210rav,nor,CrawKe02,off_pct,0%,,,,,
player,201810210rav,nor,CrawKe02,defense,60,,,,,
player,201810210rav,nor,CrawKe02,def_pct,88%,,,,,
player,201810210rav,nor,CrawKe02,special_teams,4,,,,,
player,201810210rav,nor,CrawKe02,st_pct,17%,,,,,
player,201810210rav,nor,WillP.00,pos,CB,,,,,
player,201810210rav,nor,WillP.00,offense,0,,,,,
player,201810210rav,nor,WillP.00,off_pct,0%,,,,,
player,201810210rav,nor,WillP.00,defense,53,,,,,
player,201810210rav,nor,WillP.00,def_pct,78%,,,,,
player,201810210rav,nor,WillP.00,special_teams,0,,,,,
player,201810210rav,nor,WillP.00,st_pct,0%,,,,,
player,201810210rav,nor,BellVo00,pos,SS,,,,,
player,201810210rav,nor,BellVo00,offense,0,,,,,
player,201810210rav,nor,BellVo00,off_pct,0%,,,,,
player,201810210rav,nor,BellVo00,defense,52,,,,,
player,201810210rav,nor,BellVo00,def_pct,76%,,,,,
player,201810210rav,nor,BellVo00,special_teams,8,,,,,
player,201810210rav,nor,BellVo00,st_pct,33%,,,,,
player,201810210rav,nor,KleiAJ00,pos,LB,,,,,
player,201810210rav,nor,KleiAJ00,offense,0,,,,,
player,201810210rav,nor,KleiAJ00,off_pct,0%,,,,,
player,201810210rav,nor,KleiAJ00,defense,50,,,,,
player,201810210rav,nor,KleiAJ00,def_pct,74%,,,,,
player,201810210rav,nor,KleiAJ00,special_teams,11,,,,,
player,201810210rav,nor,KleiAJ00,st_pct,46%,,,,,
player,201810210rav,nor,ColeKu99,pos,SS,,,,,
player,201810210rav,nor,ColeKu99,offense,0,,,,,
player,201810210rav,nor,ColeKu99,off_pct,0%,,,,,
player,201810210rav,nor,ColeKu99,defense,48,,,,,
player,201810210rav,nor,ColeKu99,def_pct,71%,,,,,
player,201810210rav,nor,ColeKu99,special_teams,8,,,,,
player,201810210rav,nor,ColeKu99,st_pct,33%,,,,,
player,201810210rav,nor,DaviDe00,pos,LB,,,,,
player,201810210rav,nor,DaviDe00,offense,0,,,,,
player,201810210rav,nor,DaviDe00,off_pct,0%,,,,,
player,201810210rav,nor,DaviDe00,defense,47,,,,,
player,201810210rav,nor,DaviDe00,def_pct,69%,,,,,
player,201810210rav,nor,DaviDe00,special_teams,0,,,,,
player,201810210rav,nor,DaviDe00,st_pct,0%,,,,,
player,201810210rav,nor,WillMa06,pos,FS,,,,,
player,201810210rav,nor,WillMa06,offense,0,,,,,
player,201810210rav,nor,WillMa06,off_pct,0%,,,,,
player,201810210rav,nor,WillMa06,defense,44,,,,,
player,201810210rav,nor,WillMa06,def_pct,65%,,,,,
player,201810210rav,nor,WillMa06,special_teams,4,,,,,
player,201810210rav,nor,WillMa06,st_pct,17%,,,,,
player,201810210rav,nor,OkafAl00,pos,DE,,,,,
player,201810210rav,nor,OkafAl00,offense,0,,,,,
player,201810210rav,nor,OkafAl00,off_pct,0%,,,,,
player,201810210rav,nor,OkafAl00,defense,43,,,,,
player,201810210rav,nor,OkafAl00,def_pct,63%,,,,,
player,201810210rav,nor,OkafAl00,special_teams,7,,,,,
player,201810210rav,nor,OkafAl00,st_pct,29%,,,,,
player,201810210rav,nor,OnyeDa00,pos,DT,,,,,
player,201810210rav,nor,OnyeDa00,offense,0,,,,,
player,201810210rav,nor,OnyeDa00,off_pct,0%,,,,,
player,201810210rav,nor,OnyeDa00,defense,41,,,,,
player,201810210rav,nor,OnyeDa00,def_pct,60%,,,,,
player,201810210rav,nor,OnyeDa00,special_teams,7,,,,,
player,201810210rav,nor,OnyeDa00,st_pct,29%,,,,,
player,201810210rav,nor,RankSh00,pos,DT,,,,,
player,201810210rav,nor,RankSh00,offense,0,,,,,
player,201810210rav,nor,RankSh00,off_pct,0%,,,,,
player,201810210rav,nor,RankSh00,defense,38,,,,,
player,201810210rav,nor,RankSh00,def_pct,56%,,,,,
player,201810210rav,nor,RankSh00,special_teams,0,,,,,
player,201810210rav,nor,RankSh00,st_pct,0%,,,,,
player,201810210rav,nor,TeoxMa00,pos,LB,,,,,
player,201810210rav,nor,TeoxMa00,offense,0,,,,,
player,201810210rav,nor,TeoxMa00,off_pct,0%,,,,,
player,201810210rav,nor,TeoxMa00,defense,35,,,,,
player,201810210rav,nor,TeoxMa00,def_pct,51%,,,,,
player,201810210rav,nor,TeoxMa00,special_teams,0,,,,,
player,201810210rav,nor,TeoxMa00,st_pct,0%,,,,,
player,201810210rav,nor,DaviTy01,pos,NT,,,,,
player,201810210rav,nor,DaviTy01,offense,0,,,,,
player,201810210rav,nor,DaviTy01,off_pct,0%,,,,,
player,201810210rav,nor,DaviTy01,defense,32,,,,,
player,201810210rav,nor,DaviTy01,def_pct,47%,,,,,
player,201810210rav,nor,DaviTy01,special_teams,5,,,,,
player,201810210rav,nor,DaviTy01,st_pct,21%,,,,,
player,201810210rav,nor,DaveMa00,pos,DE,,,,,
player,201810210rav,nor,DaveMa00,offense,0,,,,,
player,201810210rav,nor,DaveMa00,off_pct,0%,,,,,
player,201810210rav,nor,DaveMa00,defense,31,,,,,
player,201810210rav,nor,DaveMa00,def_pct,46%,,,,,
player,201810210rav,nor,DaveMa00,special_teams,10,,,,,
player,201810210rav,nor,DaveMa00,st_pct,42%,,,,,
player,201810210rav,nor,AnzaAl00,pos,LB,,,,,
player,201810210rav,nor,AnzaAl00,offense,0,,,,,
player,201810210rav,nor,AnzaAl00,off_pct,0%,,,,,
player,201810210rav,nor,AnzaAl00,defense,21,,,,,
player,201810210rav,nor,AnzaAl00,def_pct,31%,,,,,
player,201810210rav,nor,AnzaAl00,special_teams,7,,,,,
player,201810210rav,nor,AnzaAl00,st_pct,29%,,,,,
player,201810210rav,nor,BromJa00,pos,DT,,,,,
player,201810210rav,nor,BromJa00,offense,0,,,,,
player,201810210rav,nor,BromJa00,off_pct,0%,,,,,
player,201810210rav,nor,BromJa00,defense,15,,,,,
player,201810210rav,nor,BromJa00,def_pct,22%,,,,,
player,201810210rav,nor,BromJa00,special_teams,7,,,,,
player,201810210rav,nor,BromJa00,st_pct,29%,,,,,
player,201810210rav,nor,BanjCh00,pos,FS,,,,,
player,201810210rav,nor,BanjCh00,offense,0,,,,,
player,201810210rav,nor,BanjCh00,off_pct,0%,,,,,
player,201810210rav,nor,BanjCh00,defense,2,,,,,
player,201810210rav,nor,BanjCh00,def_pct,3%,,,,,
player,201810210rav,nor,BanjCh00,special_teams,16,,,,,
player,201810210rav,nor,BanjCh00,st_pct,67%,,,,,
player,201810210rav,nor,RobeCr00,pos,LB,,,,,
player,201810210rav,nor,RobeCr00,offense,0,,,,,
player,201810210rav,nor,RobeCr00,off_pct,0%,,,,,
player,201810210rav,nor,RobeCr00,defense,0,,,,,
player,201810210rav,nor,RobeCr00,def_pct,0%,,,,,
player,201810210rav,nor,RobeCr00,special_teams,20,,,,,
player,201810210rav,nor,RobeCr00,st_pct,83%,,,,,
player,201810210rav,nor,RobiJo01,pos,FS,,,,,
player,201810210rav,nor,RobiJo01,offense,0,,,,,
player,201810210rav,nor,RobiJo01,off_pct,0%,,,,,
player,201810210rav,nor,RobiJo01,defense,0,,,,,
player,201810210rav,nor,RobiJo01,def_pct,0%,,,,,
player,201810210rav,nor,RobiJo01,special_teams,19,,,,,
player,201810210rav,nor,RobiJo01,st_pct,79%,,,,,
player,201810210rav,nor,HardJu01,pos,CB,,,,,
player,201810210rav,nor,HardJu01,offense,0,,,,,
player,201810210rav,nor,HardJu01,off_pct,0%,,,,,
player,201810210rav,nor,HardJu01,defense,0,,,,,
player,201810210rav,nor,HardJu01,def_pct,0%,,,,,
player,201810210rav,nor,HardJu01,special_teams,15,,,,,
player,201810210rav,nor,HardJu01,st_pct,62%,,,,,
player,201810210rav,nor,BiegVi00,pos,LB,,,,,
player,201810210rav,nor,BiegVi00,offense,0,,,,,
player,201810210rav,nor,BiegVi00,off_pct,0%,,,,,
player,201810210rav,nor,BiegVi00,defense,0,,,,,
player,201810210rav,nor,BiegVi00,def_pct,0%,,,,,
player,201810210rav,nor,BiegVi00,special_teams,15,,,,,
player,201810210rav,nor,BiegVi00,st_pct,62%,,,,,
player,201810210rav,nor,WashDw00,pos,RB,,,,,
player,201810210rav,nor,WashDw00,offense,0,,,,,
player,201810210rav,nor,WashDw00,off_pct,0%,,,,,
player,201810210rav,nor,WashDw00,defense,0,,,,,
player,201810210rav,nor,WashDw00,def_pct,0%,,,,,
player,201810210rav,nor,WashDw00,special_teams,12,,,,,
player,201810210rav,nor,WashDw00,st_pct,50%,,,,,
player,201810210rav,nor,LutzWi00,pos,K,,,,,
player,201810210rav,nor,LutzWi00,offense,0,,,,,
player,201810210rav,nor,LutzWi00,off_pct,0%,,,,,
player,201810210rav,nor,LutzWi00,defense,0,,,,,
player,201810210rav,nor,LutzWi00,def_pct,0%,,,,,
player,201810210rav,nor,LutzWi00,special_teams,8,,,,,
player,201810210rav,nor,LutzWi00,st_pct,33%,,,,,
player,201810210rav,nor,MorsTh00,pos,P,,,,,
player,201810210rav,nor,MorsTh00,offense,0,,,,,
player,201810210rav,nor,MorsTh00,off_pct,0%,,,,,
player,201810210rav,nor,MorsTh00,defense,0,,,,,
player,201810210rav,nor,MorsTh00,def_pct,0%,,,,,
player,201810210rav,nor,MorsTh00,special_teams,8,,,,,
player,201810210rav,nor,MorsTh00,st_pct,33%,,,,,
player,201810210rav,nor,WoodZa00,pos,LS,,,,,
player,201810210rav,nor,WoodZa00,offense,0,,,,,
player,201810210rav,nor,WoodZa00,off_pct,0%,,,,,
player,201810210rav,nor,WoodZa00,defense,0,,,,,
player,201810210rav,nor,WoodZa00,def_pct,0%,,,,,
player,201810210rav,nor,WoodZa00,special_teams,7,,,,,
player,201810210rav,nor,WoodZa00,st_pct,29%,,,,,
player,201810210rav,nor,OlaxMi00,pos,T,,,,,
player,201810210rav,nor,OlaxMi00,offense,0,,,,,
player,201810210rav,nor,OlaxMi00,off_pct,0%,,,,,
player,201810210rav,nor,OlaxMi00,defense,0,,,,,
player,201810210rav,nor,OlaxMi00,def_pct,0%,,,,,
player,201810210rav,nor,OlaxMi00,special_teams,4,,,,,
player,201810210rav,nor,OlaxMi00,st_pct,17%,,,,,
