game,2018,15,20181216,201812160rav,tam,"Tampa Bay Buccaneers",12,rav,"Baltimore Ravens",20
player,201812160rav,tam,RodgJa00,pass_int,0,,,,,
player,201812160rav,tam,RodgJa00,pass_sacked,0,,,,,
player,201812160rav,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201812160rav,tam,RodgJa00,pass_long,0,,,,,
player,201812160rav,tam,RodgJa00,pass_rating,,,,,,
player,201812160rav,tam,RodgJa00,rush_att,0,,,,,
player,201812160rav,tam,RodgJa00,rush_yds,0,,,,,
player,201812160rav,tam,RodgJa00,rush_td,0,,,,,
player,201812160rav,tam,RodgJa00,rush_long,0,,,,,
player,201812160rav,tam,RodgJa00,targets,1,,,,,
player,201812160rav,tam,RodgJa00,rec,1,,,,,
player,201812160rav,tam,RodgJa00,rec_yds,1,,,,,
player,201812160rav,tam,RodgJa00,rec_td,0,,,,,
player,201812160rav,tam,RodgJa00,rec_long,1,,,,,
player,201812160rav,tam,RodgJa00,fumbles,0,,,,,
player,201812160rav,tam,RodgJa00,fumbles_lost,0,,,,,
player,201812160rav,tam,GodwCh00,pass_cmp,0,,,,,
player,201812160rav,tam,GodwCh00,pass_att,0,,,,,
player,201812160rav,tam,GodwCh00,pass_yds,0,,,,,
player,201812160rav,tam,GodwCh00,pass_td,0,,,,,
player,201812160rav,tam,GodwCh00,pass_int,0,,,,,
player,201812160rav,tam,GodwCh00,pass_sacked,0,,,,,
player,201812160rav,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201812160rav,tam,GodwCh00,pass_long,0,,,,,
player,201812160rav,tam,GodwCh00,pass_rating,,,,,,
player,201812160rav,tam,GodwCh00,rush_att,0,,,,,
player,201812160rav,tam,GodwCh00,rush_yds,0,,,,,
player,201812160rav,tam,GodwCh00,rush_td,0,,,,,
player,201812160rav,tam,GodwCh00,rush_long,0,,,,,
player,201812160rav,tam,GodwCh00,targets,3,,,,,
player,201812160rav,tam,GodwCh00,rec,0,,,,,
player,201812160rav,tam,GodwCh00,rec_yds,0,,,,,
player,201812160rav,tam,GodwCh00,rec_td,0,,,,,
player,201812160rav,tam,GodwCh00,rec_long,0,,,,,
player,201812160rav,tam,GodwCh00,fumbles,0,,,,,
player,201812160rav,tam,GodwCh00,fumbles_lost,0,,,,,
player,201812160rav,tam,JoneRo01,pass_cmp,0,,,,,
player,201812160rav,tam,JoneRo01,pass_att,0,,,,,
player,201812160rav,tam,JoneRo01,pass_yds,0,,,,,
player,201812160rav,tam,JoneRo01,pass_td,0,,,,,
player,201812160rav,tam,JoneRo01,pass_int,0,,,,,
player,201812160rav,tam,JoneRo01,pass_sacked,0,,,,,
player,201812160rav,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201812160rav,tam,JoneRo01,pass_long,0,,,,,
player,201812160rav,tam,JoneRo01,pass_rating,,,,,,
player,201812160rav,tam,JoneRo01,rush_att,0,,,,,
player,201812160rav,tam,JoneRo01,rush_yds,0,,,,,
player,201812160rav,tam,JoneRo01,rush_td,0,,,,,
player,201812160rav,tam,JoneRo01,rush_long,0,,,,,
player,201812160rav,tam,JoneRo01,targets,2,,,,,
player,201812160rav,tam,JoneRo01,rec,1,,,,,
player,201812160rav,tam,JoneRo01,rec_yds,-1,,,,,
player,201812160rav,tam,JoneRo01,rec_td,0,,,,,
player,201812160rav,tam,JoneRo01,rec_long,-1,,,,,
player,201812160rav,tam,JoneRo01,fumbles,0,,,,,
player,201812160rav,tam,JoneRo01,fumbles_lost,0,,,,,
player,201812160rav,rav,JackLa00,pass_cmp,14,,,,,
player,201812160rav,rav,JackLa00,pass_att,23,,,,,
player,201812160rav,rav,JackLa00,pass_yds,131,,,,,
player,201812160rav,rav,JackLa00,pass_td,1,,,,,
player,201812160rav,rav,JackLa00,pass_int,0,,,,,
player,201812160rav,rav,JackLa00,pass_sacked,2,,,,,
player,201812160rav,rav,JackLa00,pass_sacked_yds,3,,,,,
player,201812160rav,rav,JackLa00,pass_long,28,,,,,
player,201812160rav,rav,JackLa00,pass_rating,91.0,,,,,
player,201812160rav,rav,JackLa00,rush_att,18,,,,,
player,201812160rav,rav,JackLa00,rush_yds,95,,,,,
player,201812160rav,rav,JackLa00,rush_td,0,,,,,
player,201812160rav,rav,JackLa00,rush_long,22,,,,,
player,201812160rav,rav,JackLa00,targets,0,,,,,
player,201812160rav,rav,JackLa00,rec,0,,,,,
player,201812160rav,rav,JackLa00,rec_yds,0,,,,,
player,201812160rav,rav,JackLa00,rec_td,0,,,,,
player,201812160rav,rav,JackLa00,rec_long,0,,,,,
player,201812160rav,rav,JackLa00,fumbles,1,,,,,
player,201812160rav,rav,JackLa00,fumbles_lost,1,,,,,
player,201812160rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_att,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_td,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_int,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_long,0,,,,,
player,201812160rav,rav,EdwaGu00,pass_rating,,,,,,
player,201812160rav,rav,EdwaGu00,rush_att,19,,,,,
player,201812160rav,rav,EdwaGu00,rush_yds,104,,,,,
player,201812160rav,rav,EdwaGu00,rush_td,1,,,,,
player,201812160rav,rav,EdwaGu00,rush_long,26,,,,,
player,201812160rav,rav,EdwaGu00,targets,0,,,,,
player,201812160rav,rav,EdwaGu00,rec,0,,,,,
player,201812160rav,rav,EdwaGu00,rec_yds,0,,,,,
player,201812160rav,rav,EdwaGu00,rec_td,0,,,,,
player,201812160rav,rav,EdwaGu00,rec_long,0,,,,,
player,201812160rav,rav,EdwaGu00,fumbles,0,,,,,
player,201812160rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201812160rav,rav,DixoKe00,pass_cmp,0,,,,,
player,201812160rav,rav,DixoKe00,pass_att,0,,,,,
player,201812160rav,rav,DixoKe00,pass_yds,0,,,,,
player,201812160rav,rav,DixoKe00,pass_td,0,,,,,
player,201812160rav,rav,DixoKe00,pass_int,0,,,,,
player,201812160rav,rav,DixoKe00,pass_sacked,0,,,,,
player,201812160rav,rav,DixoKe00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,DixoKe00,pass_long,0,,,,,
player,201812160rav,rav,DixoKe00,pass_rating,,,,,,
player,201812160rav,rav,DixoKe00,rush_att,11,,,,,
player,201812160rav,rav,DixoKe00,rush_yds,48,,,,,
player,201812160rav,rav,DixoKe00,rush_td,0,,,,,
player,201812160rav,rav,DixoKe00,rush_long,17,,,,,
player,201812160rav,rav,DixoKe00,targets,1,,,,,
player,201812160rav,rav,DixoKe00,rec,1,,,,,
player,201812160rav,rav,DixoKe00,rec_yds,2,,,,,
player,201812160rav,rav,DixoKe00,rec_td,0,,,,,
player,201812160rav,rav,DixoKe00,rec_long,2,,,,,
player,201812160rav,rav,DixoKe00,fumbles,0,,,,,
player,201812160rav,rav,DixoKe00,fumbles_lost,0,,,,,
player,201812160rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201812160rav,rav,SneaWi00,pass_att,0,,,,,
player,201812160rav,rav,SneaWi00,pass_yds,0,,,,,
player,201812160rav,rav,SneaWi00,pass_td,0,,,,,
player,201812160rav,rav,SneaWi00,pass_int,0,,,,,
player,201812160rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201812160rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,SneaWi00,pass_long,0,,,,,
player,201812160rav,rav,SneaWi00,pass_rating,,,,,,
player,201812160rav,rav,SneaWi00,rush_att,0,,,,,
player,201812160rav,rav,SneaWi00,rush_yds,0,,,,,
player,201812160rav,rav,SneaWi00,rush_td,0,,,,,
player,201812160rav,rav,SneaWi00,rush_long,0,,,,,
player,201812160rav,rav,SneaWi00,targets,6,,,,,
player,201812160rav,rav,SneaWi00,rec,5,,,,,
player,201812160rav,rav,SneaWi00,rec_yds,58,,,,,
player,201812160rav,rav,SneaWi00,rec_td,0,,,,,
player,201812160rav,rav,SneaWi00,rec_long,28,,,,,
player,201812160rav,rav,SneaWi00,fumbles,0,,,,,
player,201812160rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201812160rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201812160rav,rav,AndrMa00,pass_att,0,,,,,
player,201812160rav,rav,AndrMa00,pass_yds,0,,,,,
player,201812160rav,rav,AndrMa00,pass_td,0,,,,,
player,201812160rav,rav,AndrMa00,pass_int,0,,,,,
player,201812160rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201812160rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,AndrMa00,pass_long,0,,,,,
player,201812160rav,rav,AndrMa00,pass_rating,,,,,,
player,201812160rav,rav,AndrMa00,rush_att,0,,,,,
player,201812160rav,rav,AndrMa00,rush_yds,0,,,,,
player,201812160rav,rav,AndrMa00,rush_td,0,,,,,
player,201812160rav,rav,AndrMa00,rush_long,0,,,,,
player,201812160rav,rav,AndrMa00,targets,4,,,,,
player,201812160rav,rav,AndrMa00,rec,2,,,,,
player,201812160rav,rav,AndrMa00,rec_yds,31,,,,,
player,201812160rav,rav,AndrMa00,rec_td,0,,,,,
player,201812160rav,rav,AndrMa00,rec_long,17,,,,,
player,201812160rav,rav,AndrMa00,fumbles,0,,,,,
player,201812160rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201812160rav,rav,HursHa00,pass_cmp,0,,,,,
player,201812160rav,rav,HursHa00,pass_att,0,,,,,
player,201812160rav,rav,HursHa00,pass_yds,0,,,,,
player,201812160rav,rav,HursHa00,pass_td,0,,,,,
player,201812160rav,rav,HursHa00,pass_int,0,,,,,
player,201812160rav,rav,HursHa00,pass_sacked,0,,,,,
player,201812160rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,HursHa00,pass_long,0,,,,,
player,201812160rav,rav,HursHa00,pass_rating,,,,,,
player,201812160rav,rav,HursHa00,rush_att,0,,,,,
player,201812160rav,rav,HursHa00,rush_yds,0,,,,,
player,201812160rav,rav,HursHa00,rush_td,0,,,,,
player,201812160rav,rav,HursHa00,rush_long,0,,,,,
player,201812160rav,rav,HursHa00,targets,3,,,,,
player,201812160rav,rav,HursHa00,rec,3,,,,,
player,201812160rav,rav,HursHa00,rec_yds,20,,,,,
player,201812160rav,rav,HursHa00,rec_td,0,,,,,
player,201812160rav,rav,HursHa00,rec_long,8,,,,,
player,201812160rav,rav,HursHa00,fumbles,0,,,,,
player,201812160rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201812160rav,rav,BrowJo02,pass_cmp,0,,,,,
player,201812160rav,rav,BrowJo02,pass_att,0,,,,,
player,201812160rav,rav,BrowJo02,pass_yds,0,,,,,
player,201812160rav,rav,BrowJo02,pass_td,0,,,,,
player,201812160rav,rav,BrowJo02,pass_int,0,,,,,
player,201812160rav,rav,BrowJo02,pass_sacked,0,,,,,
player,201812160rav,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201812160rav,rav,BrowJo02,pass_long,0,,,,,
player,201812160rav,rav,BrowJo02,pass_rating,,,,,,
player,201812160rav,rav,BrowJo02,rush_att,0,,,,,
player,201812160rav,rav,BrowJo02,rush_yds,0,,,,,
player,201812160rav,rav,BrowJo02,rush_td,0,,,,,
player,201812160rav,rav,BrowJo02,rush_long,0,,,,,
player,201812160rav,rav,BrowJo02,targets,3,,,,,
player,201812160rav,rav,BrowJo02,rec,1,,,,,
player,201812160rav,rav,BrowJo02,rec_yds,9,,,,,
player,201812160rav,rav,BrowJo02,rec_td,0,,,,,
player,201812160rav,rav,BrowJo02,rec_long,9,,,,,
player,201812160rav,rav,BrowJo02,fumbles,0,,,,,
player,201812160rav,rav,BrowJo02,fumbles_lost,0,,,,,
player,201812160rav,rav,WillMa04,pass_cmp,0,,,,,
player,201812160rav,rav,WillMa04,pass_att,0,,,,,
player,201812160rav,rav,WillMa04,pass_yds,0,,,,,
player,201812160rav,rav,WillMa04,pass_td,0,,,,,
player,201812160rav,rav,WillMa04,pass_int,0,,,,,
player,201812160rav,rav,WillMa04,pass_sacked,0,,,,,
player,201812160rav,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201812160rav,rav,WillMa04,pass_long,0,,,,,
player,201812160rav,rav,WillMa04,pass_rating,,,,,,
player,201812160rav,rav,WillMa04,rush_att,0,,,,,
player,201812160rav,rav,WillMa04,rush_yds,0,,,,,
player,201812160rav,rav,WillMa04,rush_td,0,,,,,
player,201812160rav,rav,WillMa04,rush_long,0,,,,,
player,201812160rav,rav,WillMa04,targets,2,,,,,
player,201812160rav,rav,WillMa04,rec,1,,,,,
player,201812160rav,rav,WillMa04,rec_yds,6,,,,,
player,201812160rav,rav,WillMa04,rec_td,0,,,,,
player,201812160rav,rav,WillMa04,rec_long,6,,,,,
player,201812160rav,rav,WillMa04,fumbles,0,,,,,
player,201812160rav,rav,WillMa04,fumbles_lost,0,,,,,
player,201812160rav,rav,CrabMi00,pass_cmp,0,,,,,
player,201812160rav,rav,CrabMi00,pass_att,0,,,,,
player,201812160rav,rav,CrabMi00,pass_yds,0,,,,,
player,201812160rav,rav,CrabMi00,pass_td,0,,,,,
player,201812160rav,rav,CrabMi00,pass_int,0,,,,,
player,201812160rav,rav,CrabMi00,pass_sacked,0,,,,,
player,201812160rav,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,CrabMi00,pass_long,0,,,,,
player,201812160rav,rav,CrabMi00,pass_rating,,,,,,
player,201812160rav,rav,CrabMi00,rush_att,0,,,,,
player,201812160rav,rav,CrabMi00,rush_yds,0,,,,,
player,201812160rav,rav,CrabMi00,rush_td,0,,,,,
player,201812160rav,rav,CrabMi00,rush_long,0,,,,,
player,201812160rav,rav,CrabMi00,targets,1,,,,,
player,201812160rav,rav,CrabMi00,rec,0,,,,,
player,201812160rav,rav,CrabMi00,rec_yds,0,,,,,
player,201812160rav,rav,CrabMi00,rec_td,0,,,,,
player,201812160rav,rav,CrabMi00,rec_long,0,,,,,
player,201812160rav,rav,CrabMi00,fumbles,0,,,,,
player,201812160rav,rav,CrabMi00,fumbles_lost,0,,,,,
player,201812160rav,rav,MoorCh00,pass_cmp,0,,,,,
player,201812160rav,rav,MoorCh00,pass_att,0,,,,,
player,201812160rav,rav,MoorCh00,pass_yds,0,,,,,
player,201812160rav,rav,MoorCh00,pass_td,0,,,,,
player,201812160rav,rav,MoorCh00,pass_int,0,,,,,
player,201812160rav,rav,MoorCh00,pass_sacked,0,,,,,
player,201812160rav,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201812160rav,rav,MoorCh00,pass_long,0,,,,,
player,201812160rav,rav,MoorCh00,pass_rating,,,,,,
player,201812160rav,rav,MoorCh00,rush_att,1,,,,,
player,201812160rav,rav,MoorCh00,rush_yds,-5,,,,,
player,201812160rav,rav,MoorCh00,rush_td,0,,,,,
player,201812160rav,rav,MoorCh00,rush_long,-5,,,,,
player,201812160rav,rav,MoorCh00,targets,1,,,,,
player,201812160rav,rav,MoorCh00,rec,1,,,,,
player,201812160rav,rav,MoorCh00,rec_yds,5,,,,,
player,201812160rav,rav,MoorCh00,rec_td,1,,,,,
player,201812160rav,rav,MoorCh00,rec_long,5,,,,,
player,201812160rav,rav,MoorCh00,fumbles,0,,,,,
player,201812160rav,rav,MoorCh00,fumbles_lost,0,,,,,
player,201812160rav,tam,DaviLa00,def_int,0,,,,,
player,201812160rav,tam,DaviLa00,def_int_yds,0,,,,,
player,201812160rav,tam,DaviLa00,def_int_td,0,,,,,
player,201812160rav,tam,DaviLa00,def_int_long,0,,,,,
player,201812160rav,tam,DaviLa00,pass_defended,0,,,,,
player,201812160rav,tam,DaviLa00,sacks,2.0,,,,,
player,201812160rav,tam,DaviLa00,tackles_combined,12,,,,,
player,201812160rav,tam,DaviLa00,tackles_solo,10,,,,,
player,201812160rav,tam,DaviLa00,tackles_assists,2,,,,,
player,201812160rav,tam,DaviLa00,tackles_loss,1,,,,,
player,201812160rav,tam,DaviLa00,qb_hits,3,,,,,
player,201812160rav,tam,DaviLa00,fumbles_rec,1,,,,,
player,201812160rav,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,DaviLa00,fumbles_forced,0,,,,,
player,201812160rav,tam,VeaxVi00,def_int,0,,,,,
player,201812160rav,tam,VeaxVi00,def_int_yds,0,,,,,
player,201812160rav,tam,VeaxVi00,def_int_td,0,,,,,
player,201812160rav,tam,VeaxVi00,def_int_long,0,,,,,
player,201812160rav,tam,VeaxVi00,pass_defended,0,,,,,
player,201812160rav,tam,VeaxVi00,sacks,0.0,,,,,
player,201812160rav,tam,VeaxVi00,tackles_combined,9,,,,,
player,201812160rav,tam,VeaxVi00,tackles_solo,6,,,,,
player,201812160rav,tam,VeaxVi00,tackles_assists,3,,,,,
player,201812160rav,tam,VeaxVi00,tackles_loss,0,,,,,
player,201812160rav,tam,VeaxVi00,qb_hits,0,,,,,
player,201812160rav,tam,VeaxVi00,fumbles_rec,0,,,,,
player,201812160rav,tam,VeaxVi00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,VeaxVi00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,VeaxVi00,fumbles_forced,0,,,,,
player,201812160rav,tam,BullRi00,def_int,0,,,,,
player,201812160rav,tam,BullRi00,def_int_yds,0,,,,,
player,201812160rav,tam,BullRi00,def_int_td,0,,,,,
player,201812160rav,tam,BullRi00,def_int_long,0,,,,,
player,201812160rav,tam,BullRi00,pass_defended,1,,,,,
player,201812160rav,tam,BullRi00,sacks,0.0,,,,,
player,201812160rav,tam,BullRi00,tackles_combined,8,,,,,
player,201812160rav,tam,BullRi00,tackles_solo,4,,,,,
player,201812160rav,tam,BullRi00,tackles_assists,4,,,,,
player,201812160rav,tam,BullRi00,tackles_loss,1,,,,,
player,201812160rav,tam,BullRi00,qb_hits,0,,,,,
player,201812160rav,tam,BullRi00,fumbles_rec,0,,,,,
player,201812160rav,tam,BullRi00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,BullRi00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,BullRi00,fumbles_forced,0,,,,,
player,201812160rav,tam,AdamAn00,def_int,0,,,,,
player,201812160rav,tam,AdamAn00,def_int_yds,0,,,,,
player,201812160rav,tam,AdamAn00,def_int_td,0,,,,,
player,201812160rav,tam,AdamAn00,def_int_long,0,,,,,
player,201812160rav,tam,AdamAn00,pass_defended,1,,,,,
player,201812160rav,tam,AdamAn00,sacks,0.0,,,,,
player,201812160rav,tam,AdamAn00,tackles_combined,7,,,,,
player,201812160rav,tam,AdamAn00,tackles_solo,6,,,,,
player,201812160rav,tam,AdamAn00,tackles_assists,1,,,,,
player,201812160rav,tam,AdamAn00,tackles_loss,0,,,,,
player,201812160rav,tam,AdamAn00,qb_hits,0,,,,,
player,201812160rav,tam,AdamAn00,fumbles_rec,0,,,,,
player,201812160rav,tam,AdamAn00,fumbles_rec_yds,0,,,,,
player,201812160rav,tam,AdamAn00,fumbles_rec_td,0,,,,,
player,201812160rav,tam,AdamAn00,fumbles_forced,0,,,,,
player,201812160rav,tam,BondDe00,def_int,0,,,,,
player,201812160rav,tam,BondDe00,def_int_yds,0,,,,,
player,201812160rav,tam,BondDe00,def_int_td,0,,,,,
player,201812160rav,tam,BondDe00,def_int_long,0,,,,,
player,201812160rav,tam,BondDe00,pass_defended,0,,,,,
player,201812160rav,tam,BondDe00,sacks,0.0,,,,,
player,201812160rav,tam,BondDe00,tackles_combined,4,,,,,
player,201812160rav,tam,BondDe00,tackles_solo,3,,,,,
player,201812160rav,tam,BondDe00,tackles_assists,1,,,,,
