game,2018,1,20180909,201809090crd,was,"Washington Redskins",24,crd,"Arizona Cardinals",6
player,201809090crd,was,KellRo00,rec_long,0,,,,,
player,201809090crd,was,KellRo00,fumbles,0,,,,,
player,201809090crd,was,KellRo00,fumbles_lost,0,,,,,
player,201809090crd,was,ReedJo02,pass_cmp,0,,,,,
player,201809090crd,was,ReedJo02,pass_att,0,,,,,
player,201809090crd,was,ReedJo02,pass_yds,0,,,,,
player,201809090crd,was,ReedJo02,pass_td,0,,,,,
player,201809090crd,was,ReedJo02,pass_int,0,,,,,
player,201809090crd,was,ReedJo02,pass_sacked,0,,,,,
player,201809090crd,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201809090crd,was,ReedJo02,pass_long,0,,,,,
player,201809090crd,was,ReedJo02,pass_rating,,,,,,
player,201809090crd,was,ReedJo02,rush_att,0,,,,,
player,201809090crd,was,ReedJo02,rush_yds,0,,,,,
player,201809090crd,was,ReedJo02,rush_td,0,,,,,
player,201809090crd,was,ReedJo02,rush_long,0,,,,,
player,201809090crd,was,ReedJo02,targets,5,,,,,
player,201809090crd,was,ReedJo02,rec,4,,,,,
player,201809090crd,was,ReedJo02,rec_yds,48,,,,,
player,201809090crd,was,ReedJo02,rec_td,1,,,,,
player,201809090crd,was,ReedJo02,rec_long,22,,,,,
player,201809090crd,was,ReedJo02,fumbles,0,,,,,
player,201809090crd,was,ReedJo02,fumbles_lost,0,,,,,
player,201809090crd,was,CrowJa00,pass_cmp,0,,,,,
player,201809090crd,was,CrowJa00,pass_att,0,,,,,
player,201809090crd,was,CrowJa00,pass_yds,0,,,,,
player,201809090crd,was,CrowJa00,pass_td,0,,,,,
player,201809090crd,was,CrowJa00,pass_int,0,,,,,
player,201809090crd,was,CrowJa00,pass_sacked,0,,,,,
player,201809090crd,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201809090crd,was,CrowJa00,pass_long,0,,,,,
player,201809090crd,was,CrowJa00,pass_rating,,,,,,
player,201809090crd,was,CrowJa00,rush_att,0,,,,,
player,201809090crd,was,CrowJa00,rush_yds,0,,,,,
player,201809090crd,was,CrowJa00,rush_td,0,,,,,
player,201809090crd,was,CrowJa00,rush_long,0,,,,,
player,201809090crd,was,CrowJa00,targets,4,,,,,
player,201809090crd,was,CrowJa00,rec,3,,,,,
player,201809090crd,was,CrowJa00,rec_yds,32,,,,,
player,201809090crd,was,CrowJa00,rec_td,0,,,,,
player,201809090crd,was,CrowJa00,rec_long,17,,,,,
player,201809090crd,was,CrowJa00,fumbles,0,,,,,
player,201809090crd,was,CrowJa00,fumbles_lost,0,,,,,
player,201809090crd,was,RichPa01,pass_cmp,0,,,,,
player,201809090crd,was,RichPa01,pass_att,0,,,,,
player,201809090crd,was,RichPa01,pass_yds,0,,,,,
player,201809090crd,was,RichPa01,pass_td,0,,,,,
player,201809090crd,was,RichPa01,pass_int,0,,,,,
player,201809090crd,was,RichPa01,pass_sacked,0,,,,,
player,201809090crd,was,RichPa01,pass_sacked_yds,0,,,,,
player,201809090crd,was,RichPa01,pass_long,0,,,,,
player,201809090crd,was,RichPa01,pass_rating,,,,,,
player,201809090crd,was,RichPa01,rush_att,0,,,,,
player,201809090crd,was,RichPa01,rush_yds,0,,,,,
player,201809090crd,was,RichPa01,rush_td,0,,,,,
player,201809090crd,was,RichPa01,rush_long,0,,,,,
player,201809090crd,was,RichPa01,targets,6,,,,,
player,201809090crd,was,RichPa01,rec,4,,,,,
player,201809090crd,was,RichPa01,rec_yds,22,,,,,
player,201809090crd,was,RichPa01,rec_td,0,,,,,
player,201809090crd,was,RichPa01,rec_long,7,,,,,
player,201809090crd,was,RichPa01,fumbles,0,,,,,
player,201809090crd,was,RichPa01,fumbles_lost,0,,,,,
player,201809090crd,was,DoctJo00,pass_cmp,0,,,,,
player,201809090crd,was,DoctJo00,pass_att,0,,,,,
player,201809090crd,was,DoctJo00,pass_yds,0,,,,,
player,201809090crd,was,DoctJo00,pass_td,0,,,,,
player,201809090crd,was,DoctJo00,pass_int,0,,,,,
player,201809090crd,was,DoctJo00,pass_sacked,0,,,,,
player,201809090crd,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201809090crd,was,DoctJo00,pass_long,0,,,,,
player,201809090crd,was,DoctJo00,pass_rating,,,,,,
player,201809090crd,was,DoctJo00,rush_att,0,,,,,
player,201809090crd,was,DoctJo00,rush_yds,0,,,,,
player,201809090crd,was,DoctJo00,rush_td,0,,,,,
player,201809090crd,was,DoctJo00,rush_long,0,,,,,
player,201809090crd,was,DoctJo00,targets,3,,,,,
player,201809090crd,was,DoctJo00,rec,1,,,,,
player,201809090crd,was,DoctJo00,rec_yds,11,,,,,
player,201809090crd,was,DoctJo00,rec_td,0,,,,,
player,201809090crd,was,DoctJo00,rec_long,11,,,,,
player,201809090crd,was,DoctJo00,fumbles,0,,,,,
player,201809090crd,was,DoctJo00,fumbles_lost,0,,,,,
player,201809090crd,was,DaviVe00,pass_cmp,0,,,,,
player,201809090crd,was,DaviVe00,pass_att,0,,,,,
player,201809090crd,was,DaviVe00,pass_yds,0,,,,,
player,201809090crd,was,DaviVe00,pass_td,0,,,,,
player,201809090crd,was,DaviVe00,pass_int,0,,,,,
player,201809090crd,was,DaviVe00,pass_sacked,0,,,,,
player,201809090crd,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201809090crd,was,DaviVe00,pass_long,0,,,,,
player,201809090crd,was,DaviVe00,pass_rating,,,,,,
player,201809090crd,was,DaviVe00,rush_att,0,,,,,
player,201809090crd,was,DaviVe00,rush_yds,0,,,,,
player,201809090crd,was,DaviVe00,rush_td,0,,,,,
player,201809090crd,was,DaviVe00,rush_long,0,,,,,
player,201809090crd,was,DaviVe00,targets,1,,,,,
player,201809090crd,was,DaviVe00,rec,1,,,,,
player,201809090crd,was,DaviVe00,rec_yds,9,,,,,
player,201809090crd,was,DaviVe00,rec_td,0,,,,,
player,201809090crd,was,DaviVe00,rec_long,9,,,,,
player,201809090crd,was,DaviVe00,fumbles,0,,,,,
player,201809090crd,was,DaviVe00,fumbles_lost,0,,,,,
player,201809090crd,crd,BradSa00,pass_cmp,20,,,,,
player,201809090crd,crd,BradSa00,pass_att,34,,,,,
player,201809090crd,crd,BradSa00,pass_yds,153,,,,,
player,201809090crd,crd,BradSa00,pass_td,0,,,,,
player,201809090crd,crd,BradSa00,pass_int,1,,,,,
player,201809090crd,crd,BradSa00,pass_sacked,2,,,,,
player,201809090crd,crd,BradSa00,pass_sacked_yds,8,,,,,
player,201809090crd,crd,BradSa00,pass_long,27,,,,,
player,201809090crd,crd,BradSa00,pass_rating,57.6,,,,,
player,201809090crd,crd,BradSa00,rush_att,2,,,,,
player,201809090crd,crd,BradSa00,rush_yds,7,,,,,
player,201809090crd,crd,BradSa00,rush_td,0,,,,,
player,201809090crd,crd,BradSa00,rush_long,8,,,,,
player,201809090crd,crd,BradSa00,targets,0,,,,,
player,201809090crd,crd,BradSa00,rec,0,,,,,
player,201809090crd,crd,BradSa00,rec_yds,0,,,,,
player,201809090crd,crd,BradSa00,rec_td,0,,,,,
player,201809090crd,crd,BradSa00,rec_long,0,,,,,
player,201809090crd,crd,BradSa00,fumbles,1,,,,,
player,201809090crd,crd,BradSa00,fumbles_lost,1,,,,,
player,201809090crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201809090crd,crd,JohnDa08,pass_att,0,,,,,
player,201809090crd,crd,JohnDa08,pass_yds,0,,,,,
player,201809090crd,crd,JohnDa08,pass_td,0,,,,,
player,201809090crd,crd,JohnDa08,pass_int,0,,,,,
player,201809090crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201809090crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201809090crd,crd,JohnDa08,pass_long,0,,,,,
player,201809090crd,crd,JohnDa08,pass_rating,,,,,,
player,201809090crd,crd,JohnDa08,rush_att,9,,,,,
player,201809090crd,crd,JohnDa08,rush_yds,37,,,,,
player,201809090crd,crd,JohnDa08,rush_td,1,,,,,
player,201809090crd,crd,JohnDa08,rush_long,11,,,,,
player,201809090crd,crd,JohnDa08,targets,9,,,,,
player,201809090crd,crd,JohnDa08,rec,5,,,,,
player,201809090crd,crd,JohnDa08,rec_yds,30,,,,,
player,201809090crd,crd,JohnDa08,rec_td,0,,,,,
player,201809090crd,crd,JohnDa08,rec_long,16,,,,,
player,201809090crd,crd,JohnDa08,fumbles,0,,,,,
player,201809090crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_cmp,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_att,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_yds,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_td,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_int,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_sacked,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_long,0,,,,,
player,201809090crd,crd,EdmoCh00,pass_rating,,,,,,
player,201809090crd,crd,EdmoCh00,rush_att,4,,,,,
player,201809090crd,crd,EdmoCh00,rush_yds,24,,,,,
player,201809090crd,crd,EdmoCh00,rush_td,0,,,,,
player,201809090crd,crd,EdmoCh00,rush_long,9,,,,,
player,201809090crd,crd,EdmoCh00,targets,4,,,,,
player,201809090crd,crd,EdmoCh00,rec,4,,,,,
player,201809090crd,crd,EdmoCh00,rec_yds,24,,,,,
player,201809090crd,crd,EdmoCh00,rec_td,0,,,,,
player,201809090crd,crd,EdmoCh00,rec_long,8,,,,,
player,201809090crd,crd,EdmoCh00,fumbles,0,,,,,
player,201809090crd,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201809090crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201809090crd,crd,FitzLa00,pass_att,0,,,,,
player,201809090crd,crd,FitzLa00,pass_yds,0,,,,,
player,201809090crd,crd,FitzLa00,pass_td,0,,,,,
player,201809090crd,crd,FitzLa00,pass_int,0,,,,,
player,201809090crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201809090crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201809090crd,crd,FitzLa00,pass_long,0,,,,,
player,201809090crd,crd,FitzLa00,pass_rating,,,,,,
player,201809090crd,crd,FitzLa00,rush_att,0,,,,,
player,201809090crd,crd,FitzLa00,rush_yds,0,,,,,
player,201809090crd,crd,FitzLa00,rush_td,0,,,,,
player,201809090crd,crd,FitzLa00,rush_long,0,,,,,
player,201809090crd,crd,FitzLa00,targets,10,,,,,
player,201809090crd,crd,FitzLa00,rec,7,,,,,
player,201809090crd,crd,FitzLa00,rec_yds,76,,,,,
player,201809090crd,crd,FitzLa00,rec_td,0,,,,,
player,201809090crd,crd,FitzLa00,rec_long,27,,,,,
player,201809090crd,crd,FitzLa00,fumbles,0,,,,,
player,201809090crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201809090crd,crd,SealRi00,pass_cmp,0,,,,,
player,201809090crd,crd,SealRi00,pass_att,0,,,,,
player,201809090crd,crd,SealRi00,pass_yds,0,,,,,
player,201809090crd,crd,SealRi00,pass_td,0,,,,,
player,201809090crd,crd,SealRi00,pass_int,0,,,,,
player,201809090crd,crd,SealRi00,pass_sacked,0,,,,,
player,201809090crd,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201809090crd,crd,SealRi00,pass_long,0,,,,,
player,201809090crd,crd,SealRi00,pass_rating,,,,,,
player,201809090crd,crd,SealRi00,rush_att,0,,,,,
player,201809090crd,crd,SealRi00,rush_yds,0,,,,,
player,201809090crd,crd,SealRi00,rush_td,0,,,,,
player,201809090crd,crd,SealRi00,rush_long,0,,,,,
player,201809090crd,crd,SealRi00,targets,6,,,,,
player,201809090crd,crd,SealRi00,rec,3,,,,,
player,201809090crd,crd,SealRi00,rec_yds,19,,,,,
player,201809090crd,crd,SealRi00,rec_td,0,,,,,
player,201809090crd,crd,SealRi00,rec_long,7,,,,,
player,201809090crd,crd,SealRi00,fumbles,0,,,,,
player,201809090crd,crd,SealRi00,fumbles_lost,0,,,,,
player,201809090crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201809090crd,crd,KirkCh01,pass_att,0,,,,,
player,201809090crd,crd,KirkCh01,pass_yds,0,,,,,
player,201809090crd,crd,KirkCh01,pass_td,0,,,,,
player,201809090crd,crd,KirkCh01,pass_int,0,,,,,
player,201809090crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201809090crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201809090crd,crd,KirkCh01,pass_long,0,,,,,
player,201809090crd,crd,KirkCh01,pass_rating,,,,,,
player,201809090crd,crd,KirkCh01,rush_att,0,,,,,
player,201809090crd,crd,KirkCh01,rush_yds,0,,,,,
player,201809090crd,crd,KirkCh01,rush_td,0,,,,,
player,201809090crd,crd,KirkCh01,rush_long,0,,,,,
player,201809090crd,crd,KirkCh01,targets,2,,,,,
player,201809090crd,crd,KirkCh01,rec,1,,,,,
player,201809090crd,crd,KirkCh01,rec_yds,4,,,,,
player,201809090crd,crd,KirkCh01,rec_td,0,,,,,
player,201809090crd,crd,KirkCh01,rec_long,4,,,,,
player,201809090crd,crd,KirkCh01,fumbles,0,,,,,
player,201809090crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201809090crd,crd,WillCh05,pass_cmp,0,,,,,
player,201809090crd,crd,WillCh05,pass_att,0,,,,,
player,201809090crd,crd,WillCh05,pass_yds,0,,,,,
player,201809090crd,crd,WillCh05,pass_td,0,,,,,
player,201809090crd,crd,WillCh05,pass_int,0,,,,,
player,201809090crd,crd,WillCh05,pass_sacked,0,,,,,
player,201809090crd,crd,WillCh05,pass_sacked_yds,0,,,,,
player,201809090crd,crd,WillCh05,pass_long,0,,,,,
player,201809090crd,crd,WillCh05,pass_rating,,,,,,
player,201809090crd,crd,WillCh05,rush_att,0,,,,,
player,201809090crd,crd,WillCh05,rush_yds,0,,,,,
player,201809090crd,crd,WillCh05,rush_td,0,,,,,
player,201809090crd,crd,WillCh05,rush_long,0,,,,,
player,201809090crd,crd,WillCh05,targets,3,,,,,
player,201809090crd,crd,WillCh05,rec,0,,,,,
player,201809090crd,crd,WillCh05,rec_yds,0,,,,,
player,201809090crd,crd,WillCh05,rec_td,0,,,,,
player,201809090crd,crd,WillCh05,rec_long,0,,,,,
player,201809090crd,crd,WillCh05,fumbles,0,,,,,
player,201809090crd,crd,WillCh05,fumbles_lost,0,,,,,
player,201809090crd,was,DunbQu00,def_int,1,,,,,
player,201809090crd,was,DunbQu00,def_int_yds,-3,,,,,
player,201809090crd,was,DunbQu00,def_int_td,0,,,,,
player,201809090crd,was,DunbQu00,def_int_long,-3,,,,,
player,201809090crd,was,DunbQu00,pass_defended,3,,,,,
player,201809090crd,was,DunbQu00,sacks,0.0,,,,,
player,201809090crd,was,DunbQu00,tackles_combined,5,,,,,
player,201809090crd,was,DunbQu00,tackles_solo,4,,,,,
player,201809090crd,was,DunbQu00,tackles_assists,1,,,,,
player,201809090crd,was,DunbQu00,tackles_loss,0,,,,,
player,201809090crd,was,DunbQu00,qb_hits,0,,,,,
player,201809090crd,was,DunbQu00,fumbles_rec,0,,,,,
player,201809090crd,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201809090crd,was,DunbQu00,fumbles_forced,0,,,,,
player,201809090crd,was,AndeRy00,def_int,0,,,,,
player,201809090crd,was,AndeRy00,def_int_yds,0,,,,,
player,201809090crd,was,AndeRy00,def_int_td,0,,,,,
player,201809090crd,was,AndeRy00,def_int_long,0,,,,,
player,201809090crd,was,AndeRy00,pass_defended,0,,,,,
player,201809090crd,was,AndeRy00,sacks,1.0,,,,,
player,201809090crd,was,AndeRy00,tackles_combined,1,,,,,
player,201809090crd,was,AndeRy00,tackles_solo,1,,,,,
player,201809090crd,was,AndeRy00,tackles_assists,0,,,,,
player,201809090crd,was,AndeRy00,tackles_loss,1,,,,,
player,201809090crd,was,AndeRy00,qb_hits,1,,,,,
player,201809090crd,was,AndeRy00,fumbles_rec,0,,,,,
player,201809090crd,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201809090crd,was,AndeRy00,fumbles_forced,0,,,,,
player,201809090crd,was,IoanMa01,def_int,0,,,,,
player,201809090crd,was,IoanMa01,def_int_yds,0,,,,,
player,201809090crd,was,IoanMa01,def_int_td,0,,,,,
player,201809090crd,was,IoanMa01,def_int_long,0,,,,,
player,201809090crd,was,IoanMa01,pass_defended,0,,,,,
player,201809090crd,was,IoanMa01,sacks,1.0,,,,,
player,201809090crd,was,IoanMa01,tackles_combined,1,,,,,
player,201809090crd,was,IoanMa01,tackles_solo,1,,,,,
player,201809090crd,was,IoanMa01,tackles_assists,0,,,,,
player,201809090crd,was,IoanMa01,tackles_loss,0,,,,,
player,201809090crd,was,IoanMa01,qb_hits,1,,,,,
player,201809090crd,was,IoanMa01,fumbles_rec,1,,,,,
player,201809090crd,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201809090crd,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201809090crd,was,IoanMa01,fumbles_forced,1,,,,,
player,201809090crd,was,BrowZa00,def_int,0,,,,,
player,201809090crd,was,BrowZa00,def_int_yds,0,,,,,
player,201809090crd,was,BrowZa00,def_int_td,0,,,,,
player,201809090crd,was,BrowZa00,def_int_long,0,,,,,
player,201809090crd,was,BrowZa00,pass_defended,0,,,,,
player,201809090crd,was,BrowZa00,sacks,0.0,,,,,
player,201809090crd,was,BrowZa00,tackles_combined,5,,,,,
player,201809090crd,was,BrowZa00,tackles_solo,5,,,,,
player,201809090crd,was,BrowZa00,tackles_assists,0,,,,,
player,201809090crd,was,BrowZa00,tackles_loss,0,,,,,
player,201809090crd,was,BrowZa00,qb_hits,0,,,,,
player,201809090crd,was,BrowZa00,fumbles_rec,0,,,,,
player,201809090crd,was,BrowZa00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,BrowZa00,fumbles_rec_td,0,,,,,
player,201809090crd,was,BrowZa00,fumbles_forced,0,,,,,
player,201809090crd,was,FostMa00,def_int,0,,,,,
player,201809090crd,was,FostMa00,def_int_yds,0,,,,,
player,201809090crd,was,FostMa00,def_int_td,0,,,,,
player,201809090crd,was,FostMa00,def_int_long,0,,,,,
player,201809090crd,was,FostMa00,pass_defended,0,,,,,
player,201809090crd,was,FostMa00,sacks,0.0,,,,,
player,201809090crd,was,FostMa00,tackles_combined,5,,,,,
player,201809090crd,was,FostMa00,tackles_solo,3,,,,,
player,201809090crd,was,FostMa00,tackles_assists,2,,,,,
player,201809090crd,was,FostMa00,tackles_loss,0,,,,,
player,201809090crd,was,FostMa00,qb_hits,0,,,,,
player,201809090crd,was,FostMa00,fumbles_rec,0,,,,,
player,201809090crd,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,FostMa00,fumbles_rec_td,0,,,,,
player,201809090crd,was,FostMa00,fumbles_forced,0,,,,,
player,201809090crd,was,NichMo00,def_int,0,,,,,
player,201809090crd,was,NichMo00,def_int_yds,0,,,,,
player,201809090crd,was,NichMo00,def_int_td,0,,,,,
player,201809090crd,was,NichMo00,def_int_long,0,,,,,
player,201809090crd,was,NichMo00,pass_defended,0,,,,,
player,201809090crd,was,NichMo00,sacks,0.0,,,,,
player,201809090crd,was,NichMo00,tackles_combined,5,,,,,
player,201809090crd,was,NichMo00,tackles_solo,5,,,,,
player,201809090crd,was,NichMo00,tackles_assists,0,,,,,
player,201809090crd,was,NichMo00,tackles_loss,0,,,,,
player,201809090crd,was,NichMo00,qb_hits,0,,,,,
player,201809090crd,was,NichMo00,fumbles_rec,0,,,,,
player,201809090crd,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,NichMo00,fumbles_rec_td,0,,,,,
player,201809090crd,was,NichMo00,fumbles_forced,0,,,,,
player,201809090crd,was,SweaDJ00,def_int,0,,,,,
player,201809090crd,was,SweaDJ00,def_int_yds,0,,,,,
player,201809090crd,was,SweaDJ00,def_int_td,0,,,,,
player,201809090crd,was,SweaDJ00,def_int_long,0,,,,,
player,201809090crd,was,SweaDJ00,pass_defended,1,,,,,
player,201809090crd,was,SweaDJ00,sacks,0.0,,,,,
player,201809090crd,was,SweaDJ00,tackles_combined,5,,,,,
player,201809090crd,was,SweaDJ00,tackles_solo,5,,,,,
player,201809090crd,was,SweaDJ00,tackles_assists,0,,,,,
player,201809090crd,was,SweaDJ00,tackles_loss,0,,,,,
player,201809090crd,was,SweaDJ00,qb_hits,0,,,,,
player,201809090crd,was,SweaDJ00,fumbles_rec,0,,,,,
player,201809090crd,was,SweaDJ00,fumbles_rec_yds,0,,,,,
player,201809090crd,was,SweaDJ00,fumbles_rec_td,0,,,,,
player,201809090crd,was,SweaDJ00,fumbles_forced,0,,,,,
player,201809090crd,was,PaynDa00,def_int,0,,,,,
player,201809090crd,was,PaynDa00,def_int_yds,0,,,,,
player,201809090crd,was,PaynDa00,def_int_td,0,,,,,
player,201809090crd,was,PaynDa00,def_int_long,0,,,,,
player,201809090crd,was,PaynDa00,pass_defended,0,,,,,
player,201809090crd,was,PaynDa00,sacks,0.0,,,,,
player,201809090crd,was,PaynDa00,tackles_combined,3,,,,,
player,201809090crd,was,PaynDa00,tackles_solo,2,,,,,
player,201809090crd,was,PaynDa00,tackles_assists,1,,,,,
player,201809090crd,was,PaynDa00,tackles_loss,0,,,,,
player,201809090crd,was,PaynDa00,qb_hits,0,,,,,
player,201809090crd,was,PaynDa00,fumbles_rec,0,,,,,
player,201809090crd,was,PaynDa00,fumbles_rec_yds,0,,,,,
