game,2018,15,20181213,201812130kan,sdg,"Los Angeles Chargers",29,kan,"Kansas City Chiefs",28
player,201812130kan,kan,ConlCh00,rush_td,0,,,,,
player,201812130kan,kan,ConlCh00,rush_long,0,,,,,
player,201812130kan,kan,ConlCh00,targets,3,,,,,
player,201812130kan,kan,ConlCh00,rec,2,,,,,
player,201812130kan,kan,ConlCh00,rec_yds,19,,,,,
player,201812130kan,kan,ConlCh00,rec_td,0,,,,,
player,201812130kan,kan,ConlCh00,rec_long,16,,,,,
player,201812130kan,kan,ConlCh00,fumbles,0,,,,,
player,201812130kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201812130kan,kan,BenjKe00,pass_cmp,0,,,,,
player,201812130kan,kan,BenjKe00,pass_att,0,,,,,
player,201812130kan,kan,BenjKe00,pass_yds,0,,,,,
player,201812130kan,kan,BenjKe00,pass_td,0,,,,,
player,201812130kan,kan,BenjKe00,pass_int,0,,,,,
player,201812130kan,kan,BenjKe00,pass_sacked,0,,,,,
player,201812130kan,kan,BenjKe00,pass_sacked_yds,0,,,,,
player,201812130kan,kan,BenjKe00,pass_long,0,,,,,
player,201812130kan,kan,BenjKe00,pass_rating,,,,,,
player,201812130kan,kan,BenjKe00,rush_att,0,,,,,
player,201812130kan,kan,BenjKe00,rush_yds,0,,,,,
player,201812130kan,kan,BenjKe00,rush_td,0,,,,,
player,201812130kan,kan,BenjKe00,rush_long,0,,,,,
player,201812130kan,kan,BenjKe00,targets,2,,,,,
player,201812130kan,kan,BenjKe00,rec,1,,,,,
player,201812130kan,kan,BenjKe00,rec_yds,17,,,,,
player,201812130kan,kan,BenjKe00,rec_td,0,,,,,
player,201812130kan,kan,BenjKe00,rec_long,17,,,,,
player,201812130kan,kan,BenjKe00,fumbles,0,,,,,
player,201812130kan,kan,BenjKe00,fumbles_lost,0,,,,,
player,201812130kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201812130kan,kan,RobiDe01,pass_att,0,,,,,
player,201812130kan,kan,RobiDe01,pass_yds,0,,,,,
player,201812130kan,kan,RobiDe01,pass_td,0,,,,,
player,201812130kan,kan,RobiDe01,pass_int,0,,,,,
player,201812130kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201812130kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201812130kan,kan,RobiDe01,pass_long,0,,,,,
player,201812130kan,kan,RobiDe01,pass_rating,,,,,,
player,201812130kan,kan,RobiDe01,rush_att,0,,,,,
player,201812130kan,kan,RobiDe01,rush_yds,0,,,,,
player,201812130kan,kan,RobiDe01,rush_td,0,,,,,
player,201812130kan,kan,RobiDe01,rush_long,0,,,,,
player,201812130kan,kan,RobiDe01,targets,3,,,,,
player,201812130kan,kan,RobiDe01,rec,2,,,,,
player,201812130kan,kan,RobiDe01,rec_yds,7,,,,,
player,201812130kan,kan,RobiDe01,rec_td,1,,,,,
player,201812130kan,kan,RobiDe01,rec_long,5,,,,,
player,201812130kan,kan,RobiDe01,fumbles,0,,,,,
player,201812130kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201812130kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201812130kan,kan,HarrDe03,pass_att,0,,,,,
player,201812130kan,kan,HarrDe03,pass_yds,0,,,,,
player,201812130kan,kan,HarrDe03,pass_td,0,,,,,
player,201812130kan,kan,HarrDe03,pass_int,0,,,,,
player,201812130kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201812130kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201812130kan,kan,HarrDe03,pass_long,0,,,,,
player,201812130kan,kan,HarrDe03,pass_rating,,,,,,
player,201812130kan,kan,HarrDe03,rush_att,0,,,,,
player,201812130kan,kan,HarrDe03,rush_yds,0,,,,,
player,201812130kan,kan,HarrDe03,rush_td,0,,,,,
player,201812130kan,kan,HarrDe03,rush_long,0,,,,,
player,201812130kan,kan,HarrDe03,targets,2,,,,,
player,201812130kan,kan,HarrDe03,rec,0,,,,,
player,201812130kan,kan,HarrDe03,rec_yds,0,,,,,
player,201812130kan,kan,HarrDe03,rec_td,0,,,,,
player,201812130kan,kan,HarrDe03,rec_long,0,,,,,
player,201812130kan,kan,HarrDe03,fumbles,0,,,,,
player,201812130kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201812130kan,kan,HillTy00,pass_cmp,0,,,,,
player,201812130kan,kan,HillTy00,pass_att,0,,,,,
player,201812130kan,kan,HillTy00,pass_yds,0,,,,,
player,201812130kan,kan,HillTy00,pass_td,0,,,,,
player,201812130kan,kan,HillTy00,pass_int,0,,,,,
player,201812130kan,kan,HillTy00,pass_sacked,0,,,,,
player,201812130kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201812130kan,kan,HillTy00,pass_long,0,,,,,
player,201812130kan,kan,HillTy00,pass_rating,,,,,,
player,201812130kan,kan,HillTy00,rush_att,3,,,,,
player,201812130kan,kan,HillTy00,rush_yds,-5,,,,,
player,201812130kan,kan,HillTy00,rush_td,0,,,,,
player,201812130kan,kan,HillTy00,rush_long,0,,,,,
player,201812130kan,kan,HillTy00,targets,7,,,,,
player,201812130kan,kan,HillTy00,rec,4,,,,,
player,201812130kan,kan,HillTy00,rec_yds,46,,,,,
player,201812130kan,kan,HillTy00,rec_td,0,,,,,
player,201812130kan,kan,HillTy00,rec_long,33,,,,,
player,201812130kan,kan,HillTy00,fumbles,0,,,,,
player,201812130kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201812130kan,sdg,IngrMe00,def_int,0,,,,,
player,201812130kan,sdg,IngrMe00,def_int_yds,0,,,,,
player,201812130kan,sdg,IngrMe00,def_int_td,0,,,,,
player,201812130kan,sdg,IngrMe00,def_int_long,0,,,,,
player,201812130kan,sdg,IngrMe00,pass_defended,0,,,,,
player,201812130kan,sdg,IngrMe00,sacks,1.5,,,,,
player,201812130kan,sdg,IngrMe00,tackles_combined,3,,,,,
player,201812130kan,sdg,IngrMe00,tackles_solo,1,,,,,
player,201812130kan,sdg,IngrMe00,tackles_assists,2,,,,,
player,201812130kan,sdg,IngrMe00,tackles_loss,1,,,,,
player,201812130kan,sdg,IngrMe00,qb_hits,2,,,,,
player,201812130kan,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201812130kan,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201812130kan,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201812130kan,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201812130kan,sdg,RochIs00,def_int,0,,,,,
player,201812130kan,sdg,RochIs00,def_int_yds,0,,,,,
player,201812130kan,sdg,RochIs00,def_int_td,0,,,,,
player,201812130kan,sdg,RochIs00,def_int_long,0,,,,,
player,201812130kan,sdg,RochIs00,pass_defended,0,,,,,
player,201812130kan,sdg,RochIs00,sacks,0.5,,,,,
player,201812130kan,sdg,RochIs00,tackles_combined,2,,,,,
player,201812130kan,sdg,RochIs00,tackles_solo,0,,,,,
player,201812130kan,sdg,RochIs00,tackles_assists,2,,,,,
player,201812130kan,sdg,RochIs00,tackles_loss,0,,,,,
player,201812130kan,sdg,RochIs00,qb_hits,1,,,,,
player,201812130kan,sdg,RochIs00,fumbles_rec,0,,,,,
player,201812130kan,sdg,RochIs00,fumbles_rec_yds,0,,,,,
player,201812130kan,sdg,RochIs00,fumbles_rec_td,0,,,,,
player,201812130kan,sdg,RochIs00,fumbles_forced,0,,,,,
player,201812130kan,sdg,PhilAd00,def_int,0,,,,,
player,201812130kan,sdg,PhilAd00,def_int_yds,0,,,,,
player,201812130kan,sdg,PhilAd00,def_int_td,0,,,,,
player,201812130kan,sdg,PhilAd00,def_int_long,0,,,,,
player,201812130kan,sdg,PhilAd00,pass_defended,0,,,,,
player,201812130kan,sdg,PhilAd00,sacks,0.0,,,,,
player,201812130kan,sdg,PhilAd00,tackles_combined,10,,,,,
player,201812130kan,sdg,PhilAd00,tackles_solo,5,,,,,
player,201812130kan,sdg,PhilAd00,tackles_assists,5,,,,,
player,201812130kan,sdg,PhilAd00,tackles_loss,0,,,,,
player,201812130kan,sdg,PhilAd00,qb_hits,1,,,,,
player,201812130kan,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201812130kan,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201812130kan,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201812130kan,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201812130kan,sdg,BrowJa05,def_int,0,,,,,
player,201812130kan,sdg,BrowJa05,def_int_yds,0,,,,,
player,201812130kan,sdg,BrowJa05,def_int_td,0,,,,,
player,201812130kan,sdg,BrowJa05,def_int_long,0,,,,,
player,201812130kan,sdg,BrowJa05,pass_defended,0,,,,,
player,201812130kan,sdg,BrowJa05,sacks,0.0,,,,,
player,201812130kan,sdg,BrowJa05,tackles_combined,8,,,,,
player,201812130kan,sdg,BrowJa05,tackles_solo,4,,,,,
player,201812130kan,sdg,BrowJa05,tackles_assists,4,,,,,
player,201812130kan,sdg,BrowJa05,tackles_loss,0,,,,,
player,201812130kan,sdg,BrowJa05,qb_hits,0,,,,,
player,201812130kan,sdg,BrowJa05,fumbles_rec,0,,,,,
player,201812130kan,sdg,BrowJa05,fumbles_rec_yds,0,,,,,
player,201812130kan,sdg,BrowJa05,fumbles_rec_td,0,,,,,
player,201812130kan,sdg,BrowJa05,fumbles_forced,0,,,,,
player,201812130kan,sdg,JameDe00,def_int,0,,,,,
player,201812130kan,sdg,JameDe00,def_int_yds,0,,,,,
player,201812130kan,sdg,JameDe00,def_int_td,0,,,,,
player,201812130kan,sdg,JameDe00,def_int_long,0,,,,,
player,201812130kan,sdg,JameDe00,pass_defended,0,,,,,
player,201812130kan,sdg,JameDe00,sacks,0.0,,,,,
player,201812130kan,sdg,JameDe00,tackles_combined,5,,,,,
player,201812130kan,sdg,JameDe00,tackles_solo,4,,,,,
player,201812130kan,sdg,JameDe00,tackles_assists,1,,,,,
player,201812130kan,sdg,JameDe00,tackles_loss,0,,,,,
player,201812130kan,sdg,JameDe00,qb_hits,0,,,,,
player,201812130kan,sdg,JameDe00,fumbles_rec,0,,,,,
player,201812130kan,sdg,JameDe00,fumbles_rec_yds,0,,,,,
player,201812130kan,sdg,JameDe00,fumbles_rec_td,0,,,,,
player,201812130kan,sdg,JameDe00,fumbles_forced,0,,,,,
player,201812130kan,sdg,KingDe01,def_int,0,,,,,
player,201812130kan,sdg,KingDe01,def_int_yds,0,,,,,
player,201812130kan,sdg,KingDe01,def_int_td,0,,,,,
player,201812130kan,sdg,KingDe01,def_int_long,0,,,,,
player,201812130kan,sdg,KingDe01,pass_defended,1,,,,,
player,201812130kan,sdg,KingDe01,sacks,0.0,,,,,
player,201812130kan,sdg,KingDe01,tackles_combined,5,,,,,
player,201812130kan,sdg,KingDe01,tackles_solo,3,,,,,
player,201812130kan,sdg,KingDe01,tackles_assists,2,,,,,
player,201812130kan,sdg,KingDe01,tackles_loss,1,,,,,
