game,2018,4,20180930,201809300sdg,sfo,"San Francisco 49ers",27,sdg,"Los Angeles Chargers",29
player,201809300sdg,sfo,GoodMa00,targets,4,,,,,
player,201809300sdg,sfo,GoodMa00,rec,2,,,,,
player,201809300sdg,sfo,GoodMa00,rec_yds,24,,,,,
player,201809300sdg,sfo,GoodMa00,rec_td,0,,,,,
player,201809300sdg,sfo,GoodMa00,rec_long,20,,,,,
player,201809300sdg,sfo,GoodMa00,fumbles,0,,,,,
player,201809300sdg,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_cmp,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_att,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_yds,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_td,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_int,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_sacked,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_long,0,,,,,
player,201809300sdg,sfo,KittGe00,pass_rating,,,,,,
player,201809300sdg,sfo,KittGe00,rush_att,0,,,,,
player,201809300sdg,sfo,KittGe00,rush_yds,0,,,,,
player,201809300sdg,sfo,KittGe00,rush_td,0,,,,,
player,201809300sdg,sfo,KittGe00,rush_long,0,,,,,
player,201809300sdg,sfo,KittGe00,targets,8,,,,,
player,201809300sdg,sfo,KittGe00,rec,6,,,,,
player,201809300sdg,sfo,KittGe00,rec_yds,125,,,,,
player,201809300sdg,sfo,KittGe00,rec_td,1,,,,,
player,201809300sdg,sfo,KittGe00,rec_long,82,,,,,
player,201809300sdg,sfo,KittGe00,fumbles,0,,,,,
player,201809300sdg,sfo,KittGe00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_cmp,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_att,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_yds,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_td,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_int,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_sacked,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_long,0,,,,,
player,201809300sdg,sfo,GarcPi00,pass_rating,,,,,,
player,201809300sdg,sfo,GarcPi00,rush_att,0,,,,,
player,201809300sdg,sfo,GarcPi00,rush_yds,0,,,,,
player,201809300sdg,sfo,GarcPi00,rush_td,0,,,,,
player,201809300sdg,sfo,GarcPi00,rush_long,0,,,,,
player,201809300sdg,sfo,GarcPi00,targets,7,,,,,
player,201809300sdg,sfo,GarcPi00,rec,4,,,,,
player,201809300sdg,sfo,GarcPi00,rec_yds,52,,,,,
player,201809300sdg,sfo,GarcPi00,rec_td,0,,,,,
player,201809300sdg,sfo,GarcPi00,rec_long,23,,,,,
player,201809300sdg,sfo,GarcPi00,fumbles,0,,,,,
player,201809300sdg,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_cmp,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_att,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_yds,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_td,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_int,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_sacked,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_long,0,,,,,
player,201809300sdg,sfo,BourKe00,pass_rating,,,,,,
player,201809300sdg,sfo,BourKe00,rush_att,0,,,,,
player,201809300sdg,sfo,BourKe00,rush_yds,0,,,,,
player,201809300sdg,sfo,BourKe00,rush_td,0,,,,,
player,201809300sdg,sfo,BourKe00,rush_long,0,,,,,
player,201809300sdg,sfo,BourKe00,targets,4,,,,,
player,201809300sdg,sfo,BourKe00,rec,3,,,,,
player,201809300sdg,sfo,BourKe00,rec_yds,34,,,,,
player,201809300sdg,sfo,BourKe00,rec_td,1,,,,,
player,201809300sdg,sfo,BourKe00,rec_long,17,,,,,
player,201809300sdg,sfo,BourKe00,fumbles,0,,,,,
player,201809300sdg,sfo,BourKe00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_cmp,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_att,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_yds,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_td,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_int,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_sacked,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_long,0,,,,,
player,201809300sdg,sfo,JuszKy00,pass_rating,,,,,,
player,201809300sdg,sfo,JuszKy00,rush_att,0,,,,,
player,201809300sdg,sfo,JuszKy00,rush_yds,0,,,,,
player,201809300sdg,sfo,JuszKy00,rush_td,0,,,,,
player,201809300sdg,sfo,JuszKy00,rush_long,0,,,,,
player,201809300sdg,sfo,JuszKy00,targets,3,,,,,
player,201809300sdg,sfo,JuszKy00,rec,2,,,,,
player,201809300sdg,sfo,JuszKy00,rec_yds,15,,,,,
player,201809300sdg,sfo,JuszKy00,rec_td,0,,,,,
player,201809300sdg,sfo,JuszKy00,rec_long,10,,,,,
player,201809300sdg,sfo,JuszKy00,fumbles,0,,,,,
player,201809300sdg,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_cmp,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_att,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_yds,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_td,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_int,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_sacked,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_long,0,,,,,
player,201809300sdg,sfo,TaylTr02,pass_rating,,,,,,
player,201809300sdg,sfo,TaylTr02,rush_att,0,,,,,
player,201809300sdg,sfo,TaylTr02,rush_yds,0,,,,,
player,201809300sdg,sfo,TaylTr02,rush_td,0,,,,,
player,201809300sdg,sfo,TaylTr02,rush_long,0,,,,,
player,201809300sdg,sfo,TaylTr02,targets,3,,,,,
player,201809300sdg,sfo,TaylTr02,rec,2,,,,,
player,201809300sdg,sfo,TaylTr02,rec_yds,12,,,,,
player,201809300sdg,sfo,TaylTr02,rec_td,0,,,,,
player,201809300sdg,sfo,TaylTr02,rec_long,7,,,,,
player,201809300sdg,sfo,TaylTr02,fumbles,0,,,,,
player,201809300sdg,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_cmp,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_att,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_yds,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_td,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_int,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_sacked,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_long,0,,,,,
player,201809300sdg,sfo,CeleGa00,pass_rating,,,,,,
player,201809300sdg,sfo,CeleGa00,rush_att,0,,,,,
player,201809300sdg,sfo,CeleGa00,rush_yds,0,,,,,
player,201809300sdg,sfo,CeleGa00,rush_td,0,,,,,
player,201809300sdg,sfo,CeleGa00,rush_long,0,,,,,
player,201809300sdg,sfo,CeleGa00,targets,1,,,,,
player,201809300sdg,sfo,CeleGa00,rec,0,,,,,
player,201809300sdg,sfo,CeleGa00,rec_yds,0,,,,,
player,201809300sdg,sfo,CeleGa00,rec_td,0,,,,,
player,201809300sdg,sfo,CeleGa00,rec_long,0,,,,,
player,201809300sdg,sfo,CeleGa00,fumbles,0,,,,,
player,201809300sdg,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,RivePh00,pass_cmp,25,,,,,
player,201809300sdg,sdg,RivePh00,pass_att,39,,,,,
player,201809300sdg,sdg,RivePh00,pass_yds,250,,,,,
player,201809300sdg,sdg,RivePh00,pass_td,3,,,,,
player,201809300sdg,sdg,RivePh00,pass_int,1,,,,,
player,201809300sdg,sdg,RivePh00,pass_sacked,1,,,,,
player,201809300sdg,sdg,RivePh00,pass_sacked_yds,8,,,,,
player,201809300sdg,sdg,RivePh00,pass_long,24,,,,,
player,201809300sdg,sdg,RivePh00,pass_rating,97.2,,,,,
player,201809300sdg,sdg,RivePh00,rush_att,4,,,,,
player,201809300sdg,sdg,RivePh00,rush_yds,-3,,,,,
player,201809300sdg,sdg,RivePh00,rush_td,0,,,,,
player,201809300sdg,sdg,RivePh00,rush_long,1,,,,,
player,201809300sdg,sdg,RivePh00,targets,0,,,,,
player,201809300sdg,sdg,RivePh00,rec,0,,,,,
player,201809300sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201809300sdg,sdg,RivePh00,rec_td,0,,,,,
player,201809300sdg,sdg,RivePh00,rec_long,0,,,,,
player,201809300sdg,sdg,RivePh00,fumbles,0,,,,,
player,201809300sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_att,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_td,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_int,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_long,0,,,,,
player,201809300sdg,sdg,GordMe00,pass_rating,,,,,,
player,201809300sdg,sdg,GordMe00,rush_att,15,,,,,
player,201809300sdg,sdg,GordMe00,rush_yds,104,,,,,
player,201809300sdg,sdg,GordMe00,rush_td,0,,,,,
player,201809300sdg,sdg,GordMe00,rush_long,34,,,,,
player,201809300sdg,sdg,GordMe00,targets,10,,,,,
player,201809300sdg,sdg,GordMe00,rec,7,,,,,
player,201809300sdg,sdg,GordMe00,rec_yds,55,,,,,
player,201809300sdg,sdg,GordMe00,rec_td,1,,,,,
player,201809300sdg,sdg,GordMe00,rec_long,16,,,,,
player,201809300sdg,sdg,GordMe00,fumbles,1,,,,,
player,201809300sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201809300sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201809300sdg,sdg,EkelAu00,rush_att,8,,,,,
player,201809300sdg,sdg,EkelAu00,rush_yds,25,,,,,
player,201809300sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201809300sdg,sdg,EkelAu00,rush_long,11,,,,,
player,201809300sdg,sdg,EkelAu00,targets,3,,,,,
player,201809300sdg,sdg,EkelAu00,rec,2,,,,,
player,201809300sdg,sdg,EkelAu00,rec_yds,31,,,,,
player,201809300sdg,sdg,EkelAu00,rec_td,1,,,,,
player,201809300sdg,sdg,EkelAu00,rec_long,22,,,,,
player,201809300sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201809300sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201809300sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201809300sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201809300sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201809300sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201809300sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201809300sdg,sdg,AlleKe00,targets,10,,,,,
player,201809300sdg,sdg,AlleKe00,rec,7,,,,,
player,201809300sdg,sdg,AlleKe00,rec_yds,63,,,,,
player,201809300sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201809300sdg,sdg,AlleKe00,rec_long,18,,,,,
player,201809300sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201809300sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_att,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_td,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_int,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_long,0,,,,,
player,201809300sdg,sdg,WillTy00,pass_rating,,,,,,
player,201809300sdg,sdg,WillTy00,rush_att,0,,,,,
player,201809300sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201809300sdg,sdg,WillTy00,rush_td,0,,,,,
player,201809300sdg,sdg,WillTy00,rush_long,0,,,,,
player,201809300sdg,sdg,WillTy00,targets,5,,,,,
player,201809300sdg,sdg,WillTy00,rec,3,,,,,
player,201809300sdg,sdg,WillTy00,rec_yds,48,,,,,
player,201809300sdg,sdg,WillTy00,rec_td,0,,,,,
player,201809300sdg,sdg,WillTy00,rec_long,24,,,,,
player,201809300sdg,sdg,WillTy00,fumbles,0,,,,,
player,201809300sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_att,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_td,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_int,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_long,0,,,,,
player,201809300sdg,sdg,GateAn00,pass_rating,,,,,,
player,201809300sdg,sdg,GateAn00,rush_att,0,,,,,
player,201809300sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201809300sdg,sdg,GateAn00,rush_td,0,,,,,
player,201809300sdg,sdg,GateAn00,rush_long,0,,,,,
player,201809300sdg,sdg,GateAn00,targets,4,,,,,
player,201809300sdg,sdg,GateAn00,rec,2,,,,,
player,201809300sdg,sdg,GateAn00,rec_yds,27,,,,,
player,201809300sdg,sdg,GateAn00,rec_td,1,,,,,
player,201809300sdg,sdg,GateAn00,rec_long,22,,,,,
player,201809300sdg,sdg,GateAn00,fumbles,0,,,,,
player,201809300sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_att,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_td,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_int,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_long,0,,,,,
player,201809300sdg,sdg,WillMi07,pass_rating,,,,,,
player,201809300sdg,sdg,WillMi07,rush_att,0,,,,,
player,201809300sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201809300sdg,sdg,WillMi07,rush_td,0,,,,,
player,201809300sdg,sdg,WillMi07,rush_long,0,,,,,
player,201809300sdg,sdg,WillMi07,targets,3,,,,,
player,201809300sdg,sdg,WillMi07,rec,1,,,,,
player,201809300sdg,sdg,WillMi07,rec_yds,15,,,,,
player,201809300sdg,sdg,WillMi07,rec_td,0,,,,,
player,201809300sdg,sdg,WillMi07,rec_long,15,,,,,
player,201809300sdg,sdg,WillMi07,fumbles,0,,,,,
player,201809300sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_cmp,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_att,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_yds,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_td,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_int,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_sacked,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_long,0,,,,,
player,201809300sdg,sdg,GreeVi00,pass_rating,,,,,,
player,201809300sdg,sdg,GreeVi00,rush_att,0,,,,,
player,201809300sdg,sdg,GreeVi00,rush_yds,0,,,,,
player,201809300sdg,sdg,GreeVi00,rush_td,0,,,,,
player,201809300sdg,sdg,GreeVi00,rush_long,0,,,,,
player,201809300sdg,sdg,GreeVi00,targets,2,,,,,
player,201809300sdg,sdg,GreeVi00,rec,2,,,,,
player,201809300sdg,sdg,GreeVi00,rec_yds,9,,,,,
player,201809300sdg,sdg,GreeVi00,rec_td,0,,,,,
player,201809300sdg,sdg,GreeVi00,rec_long,10,,,,,
player,201809300sdg,sdg,GreeVi00,fumbles,0,,,,,
player,201809300sdg,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201809300sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201809300sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201809300sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201809300sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201809300sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201809300sdg,sdg,BenjTr00,targets,1,,,,,
player,201809300sdg,sdg,BenjTr00,rec,1,,,,,
player,201809300sdg,sdg,BenjTr00,rec_yds,2,,,,,
player,201809300sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201809300sdg,sdg,BenjTr00,rec_long,2,,,,,
player,201809300sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201809300sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201809300sdg,sfo,ExumAn00,def_int,1,,,,,
player,201809300sdg,sfo,ExumAn00,def_int_yds,32,,,,,
player,201809300sdg,sfo,ExumAn00,def_int_td,1,,,,,
player,201809300sdg,sfo,ExumAn00,def_int_long,32,,,,,
player,201809300sdg,sfo,ExumAn00,pass_defended,3,,,,,
player,201809300sdg,sfo,ExumAn00,sacks,0.0,,,,,
player,201809300sdg,sfo,ExumAn00,tackles_combined,3,,,,,
player,201809300sdg,sfo,ExumAn00,tackles_solo,3,,,,,
player,201809300sdg,sfo,ExumAn00,tackles_assists,0,,,,,
player,201809300sdg,sfo,ExumAn00,tackles_loss,0,,,,,
player,201809300sdg,sfo,ExumAn00,qb_hits,0,,,,,
player,201809300sdg,sfo,ExumAn00,fumbles_rec,0,,,,,
player,201809300sdg,sfo,ExumAn00,fumbles_rec_yds,0,,,,,
player,201809300sdg,sfo,ExumAn00,fumbles_rec_td,0,,,,,
player,201809300sdg,sfo,ExumAn00,fumbles_forced,0,,,,,
player,201809300sdg,sfo,DayxSh00,def_int,0,,,,,
player,201809300sdg,sfo,DayxSh00,def_int_yds,0,,,,,
player,201809300sdg,sfo,DayxSh00,def_int_td,0,,,,,
player,201809300sdg,sfo,DayxSh00,def_int_long,0,,,,,
player,201809300sdg,sfo,DayxSh00,pass_defended,0,,,,,
player,201809300sdg,sfo,DayxSh00,sacks,1.0,,,,,
player,201809300sdg,sfo,DayxSh00,tackles_combined,1,,,,,
player,201809300sdg,sfo,DayxSh00,tackles_solo,1,,,,,
player,201809300sdg,sfo,DayxSh00,tackles_assists,0,,,,,
player,201809300sdg,sfo,DayxSh00,tackles_loss,1,,,,,
player,201809300sdg,sfo,DayxSh00,qb_hits,1,,,,,
