game,2018,13,20181202,201812020gnb,crd,"Arizona Cardinals",20,gnb,"Green Bay Packers",17
player,201812020gnb,crd,BostTr00,def_pct,100%,,,,,
player,201812020gnb,crd,BostTr00,special_teams,5,,,,,
player,201812020gnb,crd,BostTr00,st_pct,16%,,,,,
player,201812020gnb,crd,ReddHa00,pos,LB,,,,,
player,201812020gnb,crd,ReddHa00,offense,0,,,,,
player,201812020gnb,crd,ReddHa00,off_pct,0%,,,,,
player,201812020gnb,crd,ReddHa00,defense,76,,,,,
player,201812020gnb,crd,ReddHa00,def_pct,100%,,,,,
player,201812020gnb,crd,ReddHa00,special_teams,0,,,,,
player,201812020gnb,crd,ReddHa00,st_pct,0%,,,,,
player,201812020gnb,crd,BethAn20,pos,FS,,,,,
player,201812020gnb,crd,BethAn20,offense,0,,,,,
player,201812020gnb,crd,BethAn20,off_pct,0%,,,,,
player,201812020gnb,crd,BethAn20,defense,76,,,,,
player,201812020gnb,crd,BethAn20,def_pct,100%,,,,,
player,201812020gnb,crd,BethAn20,special_teams,0,,,,,
player,201812020gnb,crd,BethAn20,st_pct,0%,,,,,
player,201812020gnb,crd,JoneCh03,pos,DE,,,,,
player,201812020gnb,crd,JoneCh03,offense,0,,,,,
player,201812020gnb,crd,JoneCh03,off_pct,0%,,,,,
player,201812020gnb,crd,JoneCh03,defense,68,,,,,
player,201812020gnb,crd,JoneCh03,def_pct,89%,,,,,
player,201812020gnb,crd,JoneCh03,special_teams,3,,,,,
player,201812020gnb,crd,JoneCh03,st_pct,10%,,,,,
player,201812020gnb,crd,BakeBu00,pos,SS,,,,,
player,201812020gnb,crd,BakeBu00,offense,0,,,,,
player,201812020gnb,crd,BakeBu00,off_pct,0%,,,,,
player,201812020gnb,crd,BakeBu00,defense,68,,,,,
player,201812020gnb,crd,BakeBu00,def_pct,89%,,,,,
player,201812020gnb,crd,BakeBu00,special_teams,1,,,,,
player,201812020gnb,crd,BakeBu00,st_pct,3%,,,,,
player,201812020gnb,crd,PeteCo00,pos,DT,,,,,
player,201812020gnb,crd,PeteCo00,offense,0,,,,,
player,201812020gnb,crd,PeteCo00,off_pct,0%,,,,,
player,201812020gnb,crd,PeteCo00,defense,50,,,,,
player,201812020gnb,crd,PeteCo00,def_pct,66%,,,,,
player,201812020gnb,crd,PeteCo00,special_teams,8,,,,,
player,201812020gnb,crd,PeteCo00,st_pct,26%,,,,,
player,201812020gnb,crd,GuntRo00,pos,DT,,,,,
player,201812020gnb,crd,GuntRo00,offense,0,,,,,
player,201812020gnb,crd,GuntRo00,off_pct,0%,,,,,
player,201812020gnb,crd,GuntRo00,defense,49,,,,,
player,201812020gnb,crd,GuntRo00,def_pct,64%,,,,,
player,201812020gnb,crd,GuntRo00,special_teams,0,,,,,
player,201812020gnb,crd,GuntRo00,st_pct,0%,,,,,
player,201812020gnb,crd,GoldMa00,pos,DE,,,,,
player,201812020gnb,crd,GoldMa00,offense,0,,,,,
player,201812020gnb,crd,GoldMa00,off_pct,0%,,,,,
player,201812020gnb,crd,GoldMa00,defense,43,,,,,
player,201812020gnb,crd,GoldMa00,def_pct,57%,,,,,
player,201812020gnb,crd,GoldMa00,special_teams,0,,,,,
player,201812020gnb,crd,GoldMa00,st_pct,0%,,,,,
player,201812020gnb,crd,MayoBe00,pos,DE,,,,,
player,201812020gnb,crd,MayoBe00,offense,0,,,,,
player,201812020gnb,crd,MayoBe00,off_pct,0%,,,,,
player,201812020gnb,crd,MayoBe00,defense,33,,,,,
player,201812020gnb,crd,MayoBe00,def_pct,43%,,,,,
player,201812020gnb,crd,MayoBe00,special_teams,0,,,,,
player,201812020gnb,crd,MayoBe00,st_pct,0%,,,,,
player,201812020gnb,crd,NkemRo00,pos,DT,,,,,
player,201812020gnb,crd,NkemRo00,offense,0,,,,,
player,201812020gnb,crd,NkemRo00,off_pct,0%,,,,,
player,201812020gnb,crd,NkemRo00,defense,31,,,,,
player,201812020gnb,crd,NkemRo00,def_pct,41%,,,,,
player,201812020gnb,crd,NkemRo00,special_teams,0,,,,,
player,201812020gnb,crd,NkemRo00,st_pct,0%,,,,,
player,201812020gnb,crd,PierOl00,pos,DT,,,,,
player,201812020gnb,crd,PierOl00,offense,0,,,,,
player,201812020gnb,crd,PierOl00,off_pct,0%,,,,,
player,201812020gnb,crd,PierOl00,defense,18,,,,,
player,201812020gnb,crd,PierOl00,def_pct,24%,,,,,
player,201812020gnb,crd,PierOl00,special_teams,4,,,,,
player,201812020gnb,crd,PierOl00,st_pct,13%,,,,,
player,201812020gnb,crd,MoorZa00,pos,DE,,,,,
player,201812020gnb,crd,MoorZa00,offense,0,,,,,
player,201812020gnb,crd,MoorZa00,off_pct,0%,,,,,
player,201812020gnb,crd,MoorZa00,defense,12,,,,,
player,201812020gnb,crd,MoorZa00,def_pct,16%,,,,,
player,201812020gnb,crd,MoorZa00,special_teams,15,,,,,
player,201812020gnb,crd,MoorZa00,st_pct,48%,,,,,
player,201812020gnb,crd,JohnLe03,pos,CB,,,,,
player,201812020gnb,crd,JohnLe03,offense,0,,,,,
player,201812020gnb,crd,JohnLe03,off_pct,0%,,,,,
player,201812020gnb,crd,JohnLe03,defense,7,,,,,
player,201812020gnb,crd,JohnLe03,def_pct,9%,,,,,
player,201812020gnb,crd,JohnLe03,special_teams,13,,,,,
player,201812020gnb,crd,JohnLe03,st_pct,42%,,,,,
player,201812020gnb,crd,TurnZe00,pos,LB,,,,,
player,201812020gnb,crd,TurnZe00,offense,0,,,,,
player,201812020gnb,crd,TurnZe00,off_pct,0%,,,,,
player,201812020gnb,crd,TurnZe00,defense,1,,,,,
player,201812020gnb,crd,TurnZe00,def_pct,1%,,,,,
player,201812020gnb,crd,TurnZe00,special_teams,27,,,,,
player,201812020gnb,crd,TurnZe00,st_pct,87%,,,,,
player,201812020gnb,crd,WillBr07,pos,CB,,,,,
player,201812020gnb,crd,WillBr07,offense,0,,,,,
player,201812020gnb,crd,WillBr07,off_pct,0%,,,,,
player,201812020gnb,crd,WillBr07,defense,0,,,,,
player,201812020gnb,crd,WillBr07,def_pct,0%,,,,,
player,201812020gnb,crd,WillBr07,special_teams,27,,,,,
player,201812020gnb,crd,WillBr07,st_pct,87%,,,,,
player,201812020gnb,crd,WalkJo01,pos,LB,,,,,
player,201812020gnb,crd,WalkJo01,offense,0,,,,,
player,201812020gnb,crd,WalkJo01,off_pct,0%,,,,,
player,201812020gnb,crd,WalkJo01,defense,0,,,,,
player,201812020gnb,crd,WalkJo01,def_pct,0%,,,,,
player,201812020gnb,crd,WalkJo01,special_teams,27,,,,,
player,201812020gnb,crd,WalkJo01,st_pct,87%,,,,,
player,201812020gnb,crd,GardDe01,pos,LB,,,,,
player,201812020gnb,crd,GardDe01,offense,0,,,,,
player,201812020gnb,crd,GardDe01,off_pct,0%,,,,,
player,201812020gnb,crd,GardDe01,defense,0,,,,,
player,201812020gnb,crd,GardDe01,def_pct,0%,,,,,
player,201812020gnb,crd,GardDe01,special_teams,27,,,,,
player,201812020gnb,crd,GardDe01,st_pct,87%,,,,,
player,201812020gnb,crd,DaniDa02,pos,TE,,,,,
player,201812020gnb,crd,DaniDa02,offense,0,,,,,
player,201812020gnb,crd,DaniDa02,off_pct,0%,,,,,
player,201812020gnb,crd,DaniDa02,defense,0,,,,,
player,201812020gnb,crd,DaniDa02,def_pct,0%,,,,,
player,201812020gnb,crd,DaniDa02,special_teams,23,,,,,
player,201812020gnb,crd,DaniDa02,st_pct,74%,,,,,
player,201812020gnb,crd,FordRu00,pos,SS,,,,,
player,201812020gnb,crd,FordRu00,offense,0,,,,,
player,201812020gnb,crd,FordRu00,off_pct,0%,,,,,
player,201812020gnb,crd,FordRu00,defense,0,,,,,
player,201812020gnb,crd,FordRu00,def_pct,0%,,,,,
player,201812020gnb,crd,FordRu00,special_teams,22,,,,,
player,201812020gnb,crd,FordRu00,st_pct,71%,,,,,
player,201812020gnb,crd,BrewAa00,pos,LS,,,,,
player,201812020gnb,crd,BrewAa00,offense,0,,,,,
player,201812020gnb,crd,BrewAa00,off_pct,0%,,,,,
player,201812020gnb,crd,BrewAa00,defense,0,,,,,
player,201812020gnb,crd,BrewAa00,def_pct,0%,,,,,
player,201812020gnb,crd,BrewAa00,special_teams,10,,,,,
player,201812020gnb,crd,BrewAa00,st_pct,32%,,,,,
player,201812020gnb,crd,LeexAn20,pos,P,,,,,
player,201812020gnb,crd,LeexAn20,offense,0,,,,,
player,201812020gnb,crd,LeexAn20,off_pct,0%,,,,,
player,201812020gnb,crd,LeexAn20,defense,0,,,,,
player,201812020gnb,crd,LeexAn20,def_pct,0%,,,,,
player,201812020gnb,crd,LeexAn20,special_teams,10,,,,,
player,201812020gnb,crd,LeexAn20,st_pct,32%,,,,,
player,201812020gnb,crd,GonzZa00,pos,K,,,,,
player,201812020gnb,crd,GonzZa00,offense,0,,,,,
player,201812020gnb,crd,GonzZa00,off_pct,0%,,,,,
player,201812020gnb,crd,GonzZa00,defense,0,,,,,
player,201812020gnb,crd,GonzZa00,def_pct,0%,,,,,
player,201812020gnb,crd,GonzZa00,special_teams,9,,,,,
player,201812020gnb,crd,GonzZa00,st_pct,29%,,,,,
player,201812020gnb,crd,MunyDa00,pos,C,,,,,
player,201812020gnb,crd,MunyDa00,offense,0,,,,,
player,201812020gnb,crd,MunyDa00,off_pct,0%,,,,,
player,201812020gnb,crd,MunyDa00,defense,0,,,,,
player,201812020gnb,crd,MunyDa00,def_pct,0%,,,,,
player,201812020gnb,crd,MunyDa00,special_teams,4,,,,,
player,201812020gnb,crd,MunyDa00,st_pct,13%,,,,,
player,201812020gnb,crd,GoldZa00,pos,G,,,,,
player,201812020gnb,crd,GoldZa00,offense,0,,,,,
player,201812020gnb,crd,GoldZa00,off_pct,0%,,,,,
player,201812020gnb,crd,GoldZa00,defense,0,,,,,
player,201812020gnb,crd,GoldZa00,def_pct,0%,,,,,
player,201812020gnb,crd,GoldZa00,special_teams,4,,,,,
player,201812020gnb,crd,GoldZa00,st_pct,13%,,,,,
