game,2018,16,20181223,201812230nor,pit,"Pittsburgh Steelers",28,nor,"New Orleans Saints",31
player,201812230nor,pit,SamuJa00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,SamuJa00,pass_long,0,,,,,
player,201812230nor,pit,SamuJa00,pass_rating,,,,,,
player,201812230nor,pit,SamuJa00,rush_att,12,,,,,
player,201812230nor,pit,SamuJa00,rush_yds,53,,,,,
player,201812230nor,pit,SamuJa00,rush_td,0,,,,,
player,201812230nor,pit,SamuJa00,rush_long,16,,,,,
player,201812230nor,pit,SamuJa00,targets,3,,,,,
player,201812230nor,pit,SamuJa00,rec,3,,,,,
player,201812230nor,pit,SamuJa00,rec_yds,11,,,,,
player,201812230nor,pit,SamuJa00,rec_td,1,,,,,
player,201812230nor,pit,SamuJa00,rec_long,7,,,,,
player,201812230nor,pit,SamuJa00,fumbles,0,,,,,
player,201812230nor,pit,SamuJa00,fumbles_lost,0,,,,,
player,201812230nor,pit,NixxRo01,pass_cmp,0,,,,,
player,201812230nor,pit,NixxRo01,pass_att,0,,,,,
player,201812230nor,pit,NixxRo01,pass_yds,0,,,,,
player,201812230nor,pit,NixxRo01,pass_td,0,,,,,
player,201812230nor,pit,NixxRo01,pass_int,0,,,,,
player,201812230nor,pit,NixxRo01,pass_sacked,0,,,,,
player,201812230nor,pit,NixxRo01,pass_sacked_yds,0,,,,,
player,201812230nor,pit,NixxRo01,pass_long,0,,,,,
player,201812230nor,pit,NixxRo01,pass_rating,,,,,,
player,201812230nor,pit,NixxRo01,rush_att,1,,,,,
player,201812230nor,pit,NixxRo01,rush_yds,4,,,,,
player,201812230nor,pit,NixxRo01,rush_td,0,,,,,
player,201812230nor,pit,NixxRo01,rush_long,4,,,,,
player,201812230nor,pit,NixxRo01,targets,1,,,,,
player,201812230nor,pit,NixxRo01,rec,0,,,,,
player,201812230nor,pit,NixxRo01,rec_yds,0,,,,,
player,201812230nor,pit,NixxRo01,rec_td,0,,,,,
player,201812230nor,pit,NixxRo01,rec_long,0,,,,,
player,201812230nor,pit,NixxRo01,fumbles,0,,,,,
player,201812230nor,pit,NixxRo01,fumbles_lost,0,,,,,
player,201812230nor,pit,RidlSt00,pass_cmp,0,,,,,
player,201812230nor,pit,RidlSt00,pass_att,0,,,,,
player,201812230nor,pit,RidlSt00,pass_yds,0,,,,,
player,201812230nor,pit,RidlSt00,pass_td,0,,,,,
player,201812230nor,pit,RidlSt00,pass_int,0,,,,,
player,201812230nor,pit,RidlSt00,pass_sacked,0,,,,,
player,201812230nor,pit,RidlSt00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,RidlSt00,pass_long,0,,,,,
player,201812230nor,pit,RidlSt00,pass_rating,,,,,,
player,201812230nor,pit,RidlSt00,rush_att,3,,,,,
player,201812230nor,pit,RidlSt00,rush_yds,4,,,,,
player,201812230nor,pit,RidlSt00,rush_td,0,,,,,
player,201812230nor,pit,RidlSt00,rush_long,6,,,,,
player,201812230nor,pit,RidlSt00,targets,0,,,,,
player,201812230nor,pit,RidlSt00,rec,0,,,,,
player,201812230nor,pit,RidlSt00,rec_yds,0,,,,,
player,201812230nor,pit,RidlSt00,rec_td,0,,,,,
player,201812230nor,pit,RidlSt00,rec_long,0,,,,,
player,201812230nor,pit,RidlSt00,fumbles,1,,,,,
player,201812230nor,pit,RidlSt00,fumbles_lost,1,,,,,
player,201812230nor,pit,BrowAn04,pass_cmp,0,,,,,
player,201812230nor,pit,BrowAn04,pass_att,0,,,,,
player,201812230nor,pit,BrowAn04,pass_yds,0,,,,,
player,201812230nor,pit,BrowAn04,pass_td,0,,,,,
player,201812230nor,pit,BrowAn04,pass_int,0,,,,,
player,201812230nor,pit,BrowAn04,pass_sacked,0,,,,,
player,201812230nor,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201812230nor,pit,BrowAn04,pass_long,0,,,,,
player,201812230nor,pit,BrowAn04,pass_rating,,,,,,
player,201812230nor,pit,BrowAn04,rush_att,0,,,,,
player,201812230nor,pit,BrowAn04,rush_yds,0,,,,,
player,201812230nor,pit,BrowAn04,rush_td,0,,,,,
player,201812230nor,pit,BrowAn04,rush_long,0,,,,,
player,201812230nor,pit,BrowAn04,targets,19,,,,,
player,201812230nor,pit,BrowAn04,rec,14,,,,,
player,201812230nor,pit,BrowAn04,rec_yds,185,,,,,
player,201812230nor,pit,BrowAn04,rec_td,2,,,,,
player,201812230nor,pit,BrowAn04,rec_long,28,,,,,
player,201812230nor,pit,BrowAn04,fumbles,0,,,,,
player,201812230nor,pit,BrowAn04,fumbles_lost,0,,,,,
player,201812230nor,pit,SmitJu00,pass_cmp,0,,,,,
player,201812230nor,pit,SmitJu00,pass_att,0,,,,,
player,201812230nor,pit,SmitJu00,pass_yds,0,,,,,
player,201812230nor,pit,SmitJu00,pass_td,0,,,,,
player,201812230nor,pit,SmitJu00,pass_int,0,,,,,
player,201812230nor,pit,SmitJu00,pass_sacked,0,,,,,
player,201812230nor,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,SmitJu00,pass_long,0,,,,,
player,201812230nor,pit,SmitJu00,pass_rating,,,,,,
player,201812230nor,pit,SmitJu00,rush_att,0,,,,,
player,201812230nor,pit,SmitJu00,rush_yds,0,,,,,
player,201812230nor,pit,SmitJu00,rush_td,0,,,,,
player,201812230nor,pit,SmitJu00,rush_long,0,,,,,
player,201812230nor,pit,SmitJu00,targets,15,,,,,
player,201812230nor,pit,SmitJu00,rec,11,,,,,
player,201812230nor,pit,SmitJu00,rec_yds,115,,,,,
player,201812230nor,pit,SmitJu00,rec_td,0,,,,,
player,201812230nor,pit,SmitJu00,rec_long,23,,,,,
player,201812230nor,pit,SmitJu00,fumbles,1,,,,,
player,201812230nor,pit,SmitJu00,fumbles_lost,1,,,,,
player,201812230nor,pit,McDoVa00,pass_cmp,0,,,,,
player,201812230nor,pit,McDoVa00,pass_att,0,,,,,
player,201812230nor,pit,McDoVa00,pass_yds,0,,,,,
player,201812230nor,pit,McDoVa00,pass_td,0,,,,,
player,201812230nor,pit,McDoVa00,pass_int,0,,,,,
player,201812230nor,pit,McDoVa00,pass_sacked,0,,,,,
player,201812230nor,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,McDoVa00,pass_long,0,,,,,
player,201812230nor,pit,McDoVa00,pass_rating,,,,,,
player,201812230nor,pit,McDoVa00,rush_att,0,,,,,
player,201812230nor,pit,McDoVa00,rush_yds,0,,,,,
player,201812230nor,pit,McDoVa00,rush_td,0,,,,,
player,201812230nor,pit,McDoVa00,rush_long,0,,,,,
player,201812230nor,pit,McDoVa00,targets,4,,,,,
player,201812230nor,pit,McDoVa00,rec,1,,,,,
player,201812230nor,pit,McDoVa00,rec_yds,49,,,,,
player,201812230nor,pit,McDoVa00,rec_td,0,,,,,
player,201812230nor,pit,McDoVa00,rec_long,49,,,,,
player,201812230nor,pit,McDoVa00,fumbles,0,,,,,
player,201812230nor,pit,McDoVa00,fumbles_lost,0,,,,,
player,201812230nor,pit,SwitRy00,pass_cmp,0,,,,,
player,201812230nor,pit,SwitRy00,pass_att,0,,,,,
player,201812230nor,pit,SwitRy00,pass_yds,0,,,,,
player,201812230nor,pit,SwitRy00,pass_td,0,,,,,
player,201812230nor,pit,SwitRy00,pass_int,0,,,,,
player,201812230nor,pit,SwitRy00,pass_sacked,0,,,,,
player,201812230nor,pit,SwitRy00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,SwitRy00,pass_long,0,,,,,
player,201812230nor,pit,SwitRy00,pass_rating,,,,,,
player,201812230nor,pit,SwitRy00,rush_att,0,,,,,
player,201812230nor,pit,SwitRy00,rush_yds,0,,,,,
player,201812230nor,pit,SwitRy00,rush_td,0,,,,,
player,201812230nor,pit,SwitRy00,rush_long,0,,,,,
player,201812230nor,pit,SwitRy00,targets,3,,,,,
player,201812230nor,pit,SwitRy00,rec,3,,,,,
player,201812230nor,pit,SwitRy00,rec_yds,18,,,,,
player,201812230nor,pit,SwitRy00,rec_td,0,,,,,
player,201812230nor,pit,SwitRy00,rec_long,13,,,,,
player,201812230nor,pit,SwitRy00,fumbles,0,,,,,
player,201812230nor,pit,SwitRy00,fumbles_lost,0,,,,,
player,201812230nor,pit,RogeEl00,pass_cmp,0,,,,,
player,201812230nor,pit,RogeEl00,pass_att,0,,,,,
player,201812230nor,pit,RogeEl00,pass_yds,0,,,,,
player,201812230nor,pit,RogeEl00,pass_td,0,,,,,
player,201812230nor,pit,RogeEl00,pass_int,0,,,,,
player,201812230nor,pit,RogeEl00,pass_sacked,0,,,,,
player,201812230nor,pit,RogeEl00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,RogeEl00,pass_long,0,,,,,
player,201812230nor,pit,RogeEl00,pass_rating,,,,,,
player,201812230nor,pit,RogeEl00,rush_att,0,,,,,
player,201812230nor,pit,RogeEl00,rush_yds,0,,,,,
player,201812230nor,pit,RogeEl00,rush_td,0,,,,,
player,201812230nor,pit,RogeEl00,rush_long,0,,,,,
player,201812230nor,pit,RogeEl00,targets,1,,,,,
player,201812230nor,pit,RogeEl00,rec,1,,,,,
player,201812230nor,pit,RogeEl00,rec_yds,2,,,,,
player,201812230nor,pit,RogeEl00,rec_td,0,,,,,
player,201812230nor,pit,RogeEl00,rec_long,2,,,,,
player,201812230nor,pit,RogeEl00,fumbles,0,,,,,
player,201812230nor,pit,RogeEl00,fumbles_lost,0,,,,,
player,201812230nor,pit,GrimXa00,pass_cmp,0,,,,,
player,201812230nor,pit,GrimXa00,pass_att,0,,,,,
player,201812230nor,pit,GrimXa00,pass_yds,0,,,,,
player,201812230nor,pit,GrimXa00,pass_td,0,,,,,
player,201812230nor,pit,GrimXa00,pass_int,0,,,,,
player,201812230nor,pit,GrimXa00,pass_sacked,0,,,,,
player,201812230nor,pit,GrimXa00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,GrimXa00,pass_long,0,,,,,
player,201812230nor,pit,GrimXa00,pass_rating,,,,,,
player,201812230nor,pit,GrimXa00,rush_att,0,,,,,
player,201812230nor,pit,GrimXa00,rush_yds,0,,,,,
player,201812230nor,pit,GrimXa00,rush_td,0,,,,,
player,201812230nor,pit,GrimXa00,rush_long,0,,,,,
player,201812230nor,pit,GrimXa00,targets,1,,,,,
player,201812230nor,pit,GrimXa00,rec,0,,,,,
player,201812230nor,pit,GrimXa00,rec_yds,0,,,,,
player,201812230nor,pit,GrimXa00,rec_td,0,,,,,
player,201812230nor,pit,GrimXa00,rec_long,0,,,,,
player,201812230nor,pit,GrimXa00,fumbles,0,,,,,
player,201812230nor,pit,GrimXa00,fumbles_lost,0,,,,,
player,201812230nor,pit,WashJa00,pass_cmp,0,,,,,
player,201812230nor,pit,WashJa00,pass_att,0,,,,,
player,201812230nor,pit,WashJa00,pass_yds,0,,,,,
player,201812230nor,pit,WashJa00,pass_td,0,,,,,
player,201812230nor,pit,WashJa00,pass_int,0,,,,,
player,201812230nor,pit,WashJa00,pass_sacked,0,,,,,
player,201812230nor,pit,WashJa00,pass_sacked_yds,0,,,,,
player,201812230nor,pit,WashJa00,pass_long,0,,,,,
player,201812230nor,pit,WashJa00,pass_rating,,,,,,
player,201812230nor,pit,WashJa00,rush_att,0,,,,,
player,201812230nor,pit,WashJa00,rush_yds,0,,,,,
player,201812230nor,pit,WashJa00,rush_td,0,,,,,
player,201812230nor,pit,WashJa00,rush_long,0,,,,,
player,201812230nor,pit,WashJa00,targets,2,,,,,
player,201812230nor,pit,WashJa00,rec,0,,,,,
player,201812230nor,pit,WashJa00,rec_yds,0,,,,,
player,201812230nor,pit,WashJa00,rec_td,0,,,,,
player,201812230nor,pit,WashJa00,rec_long,0,,,,,
player,201812230nor,pit,WashJa00,fumbles,0,,,,,
player,201812230nor,pit,WashJa00,fumbles_lost,0,,,,,
player,201812230nor,nor,BreeDr00,pass_cmp,27,,,,,
player,201812230nor,nor,BreeDr00,pass_att,39,,,,,
player,201812230nor,nor,BreeDr00,pass_yds,326,,,,,
player,201812230nor,nor,BreeDr00,pass_td,1,,,,,
player,201812230nor,nor,BreeDr00,pass_int,0,,,,,
player,201812230nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201812230nor,nor,BreeDr00,pass_sacked_yds,13,,,,,
player,201812230nor,nor,BreeDr00,pass_long,42,,,,,
player,201812230nor,nor,BreeDr00,pass_rating,103.2,,,,,
player,201812230nor,nor,BreeDr00,rush_att,1,,,,,
player,201812230nor,nor,BreeDr00,rush_yds,-1,,,,,
player,201812230nor,nor,BreeDr00,rush_td,0,,,,,
player,201812230nor,nor,BreeDr00,rush_long,-1,,,,,
player,201812230nor,nor,BreeDr00,targets,0,,,,,
player,201812230nor,nor,BreeDr00,rec,0,,,,,
player,201812230nor,nor,BreeDr00,rec_yds,0,,,,,
player,201812230nor,nor,BreeDr00,rec_td,0,,,,,
player,201812230nor,nor,BreeDr00,rec_long,0,,,,,
player,201812230nor,nor,BreeDr00,fumbles,0,,,,,
player,201812230nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201812230nor,nor,HillTa00,pass_cmp,0,,,,,
player,201812230nor,nor,HillTa00,pass_att,1,,,,,
player,201812230nor,nor,HillTa00,pass_yds,0,,,,,
player,201812230nor,nor,HillTa00,pass_td,0,,,,,
player,201812230nor,nor,HillTa00,pass_int,1,,,,,
player,201812230nor,nor,HillTa00,pass_sacked,0,,,,,
player,201812230nor,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201812230nor,nor,HillTa00,pass_long,0,,,,,
player,201812230nor,nor,HillTa00,pass_rating,0.0,,,,,
player,201812230nor,nor,HillTa00,rush_att,0,,,,,
player,201812230nor,nor,HillTa00,rush_yds,0,,,,,
player,201812230nor,nor,HillTa00,rush_td,0,,,,,
player,201812230nor,nor,HillTa00,rush_long,0,,,,,
player,201812230nor,nor,HillTa00,targets,0,,,,,
player,201812230nor,nor,HillTa00,rec,0,,,,,
player,201812230nor,nor,HillTa00,rec_yds,0,,,,,
player,201812230nor,nor,HillTa00,rec_td,0,,,,,
player,201812230nor,nor,HillTa00,rec_long,0,,,,,
player,201812230nor,nor,HillTa00,fumbles,0,,,,,
player,201812230nor,nor,HillTa00,fumbles_lost,0,,,,,
player,201812230nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201812230nor,nor,IngrMa01,pass_att,0,,,,,
player,201812230nor,nor,IngrMa01,pass_yds,0,,,,,
player,201812230nor,nor,IngrMa01,pass_td,0,,,,,
player,201812230nor,nor,IngrMa01,pass_int,0,,,,,
player,201812230nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201812230nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201812230nor,nor,IngrMa01,pass_long,0,,,,,
player,201812230nor,nor,IngrMa01,pass_rating,,,,,,
player,201812230nor,nor,IngrMa01,rush_att,11,,,,,
player,201812230nor,nor,IngrMa01,rush_yds,35,,,,,
player,201812230nor,nor,IngrMa01,rush_td,1,,,,,
player,201812230nor,nor,IngrMa01,rush_long,8,,,,,
player,201812230nor,nor,IngrMa01,targets,2,,,,,
player,201812230nor,nor,IngrMa01,rec,1,,,,,
player,201812230nor,nor,IngrMa01,rec_yds,8,,,,,
player,201812230nor,nor,IngrMa01,rec_td,0,,,,,
player,201812230nor,nor,IngrMa01,rec_long,8,,,,,
player,201812230nor,nor,IngrMa01,fumbles,1,,,,,
player,201812230nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201812230nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201812230nor,nor,KamaAl00,pass_att,0,,,,,
player,201812230nor,nor,KamaAl00,pass_yds,0,,,,,
player,201812230nor,nor,KamaAl00,pass_td,0,,,,,
player,201812230nor,nor,KamaAl00,pass_int,0,,,,,
player,201812230nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201812230nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201812230nor,nor,KamaAl00,pass_long,0,,,,,
player,201812230nor,nor,KamaAl00,pass_rating,,,,,,
player,201812230nor,nor,KamaAl00,rush_att,7,,,,,
player,201812230nor,nor,KamaAl00,rush_yds,23,,,,,
player,201812230nor,nor,KamaAl00,rush_td,2,,,,,
player,201812230nor,nor,KamaAl00,rush_long,8,,,,,
player,201812230nor,nor,KamaAl00,targets,6,,,,,
player,201812230nor,nor,KamaAl00,rec,4,,,,,
player,201812230nor,nor,KamaAl00,rec_yds,82,,,,,
player,201812230nor,nor,KamaAl00,rec_td,0,,,,,
player,201812230nor,nor,KamaAl00,rec_long,42,,,,,
player,201812230nor,nor,KamaAl00,fumbles,0,,,,,
player,201812230nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201812230nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201812230nor,nor,ThomMi05,pass_att,0,,,,,
player,201812230nor,nor,ThomMi05,pass_yds,0,,,,,
player,201812230nor,nor,ThomMi05,pass_td,0,,,,,
player,201812230nor,nor,ThomMi05,pass_int,0,,,,,
player,201812230nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201812230nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201812230nor,nor,ThomMi05,pass_long,0,,,,,
player,201812230nor,nor,ThomMi05,pass_rating,,,,,,
player,201812230nor,nor,ThomMi05,rush_att,0,,,,,
player,201812230nor,nor,ThomMi05,rush_yds,0,,,,,
player,201812230nor,nor,ThomMi05,rush_td,0,,,,,
player,201812230nor,nor,ThomMi05,rush_long,0,,,,,
player,201812230nor,nor,ThomMi05,targets,13,,,,,
player,201812230nor,nor,ThomMi05,rec,11,,,,,
player,201812230nor,nor,ThomMi05,rec_yds,109,,,,,
player,201812230nor,nor,ThomMi05,rec_td,1,,,,,
player,201812230nor,nor,ThomMi05,rec_long,28,,,,,
player,201812230nor,nor,ThomMi05,fumbles,0,,,,,
player,201812230nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201812230nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201812230nor,nor,GinnTe00,pass_att,0,,,,,
player,201812230nor,nor,GinnTe00,pass_yds,0,,,,,
player,201812230nor,nor,GinnTe00,pass_td,0,,,,,
player,201812230nor,nor,GinnTe00,pass_int,0,,,,,
player,201812230nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201812230nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201812230nor,nor,GinnTe00,pass_long,0,,,,,
player,201812230nor,nor,GinnTe00,pass_rating,,,,,,
player,201812230nor,nor,GinnTe00,rush_att,0,,,,,
player,201812230nor,nor,GinnTe00,rush_yds,0,,,,,
player,201812230nor,nor,GinnTe00,rush_td,0,,,,,
player,201812230nor,nor,GinnTe00,rush_long,0,,,,,
player,201812230nor,nor,GinnTe00,targets,8,,,,,
player,201812230nor,nor,GinnTe00,rec,5,,,,,
player,201812230nor,nor,GinnTe00,rec_yds,74,,,,,
player,201812230nor,nor,GinnTe00,rec_td,0,,,,,
player,201812230nor,nor,GinnTe00,rec_long,25,,,,,
player,201812230nor,nor,GinnTe00,fumbles,0,,,,,
player,201812230nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201812230nor,nor,KirkKe00,pass_cmp,0,,,,,
player,201812230nor,nor,KirkKe00,pass_att,0,,,,,
player,201812230nor,nor,KirkKe00,pass_yds,0,,,,,
player,201812230nor,nor,KirkKe00,pass_td,0,,,,,
player,201812230nor,nor,KirkKe00,pass_int,0,,,,,
player,201812230nor,nor,KirkKe00,pass_sacked,0,,,,,
player,201812230nor,nor,KirkKe00,pass_sacked_yds,0,,,,,
player,201812230nor,nor,KirkKe00,pass_long,0,,,,,
player,201812230nor,nor,KirkKe00,pass_rating,,,,,,
player,201812230nor,nor,KirkKe00,rush_att,0,,,,,
player,201812230nor,nor,KirkKe00,rush_yds,0,,,,,
player,201812230nor,nor,KirkKe00,rush_td,0,,,,,
player,201812230nor,nor,KirkKe00,rush_long,0,,,,,
player,201812230nor,nor,KirkKe00,targets,4,,,,,
player,201812230nor,nor,KirkKe00,rec,2,,,,,
player,201812230nor,nor,KirkKe00,rec_yds,35,,,,,
player,201812230nor,nor,KirkKe00,rec_td,0,,,,,
player,201812230nor,nor,KirkKe00,rec_long,23,,,,,
player,201812230nor,nor,KirkKe00,fumbles,0,,,,,
player,201812230nor,nor,KirkKe00,fumbles_lost,0,,,,,
player,201812230nor,nor,SmitTr03,pass_cmp,0,,,,,
player,201812230nor,nor,SmitTr03,pass_att,0,,,,,
player,201812230nor,nor,SmitTr03,pass_yds,0,,,,,
player,201812230nor,nor,SmitTr03,pass_td,0,,,,,
player,201812230nor,nor,SmitTr03,pass_int,0,,,,,
player,201812230nor,nor,SmitTr03,pass_sacked,0,,,,,
player,201812230nor,nor,SmitTr03,pass_sacked_yds,0,,,,,
player,201812230nor,nor,SmitTr03,pass_long,0,,,,,
player,201812230nor,nor,SmitTr03,pass_rating,,,,,,
player,201812230nor,nor,SmitTr03,rush_att,0,,,,,
player,201812230nor,nor,SmitTr03,rush_yds,0,,,,,
player,201812230nor,nor,SmitTr03,rush_td,0,,,,,
player,201812230nor,nor,SmitTr03,rush_long,0,,,,,
player,201812230nor,nor,SmitTr03,targets,1,,,,,
player,201812230nor,nor,SmitTr03,rec,1,,,,,
player,201812230nor,nor,SmitTr03,rec_yds,11,,,,,
player,201812230nor,nor,SmitTr03,rec_td,0,,,,,
player,201812230nor,nor,SmitTr03,rec_long,11,,,,,
player,201812230nor,nor,SmitTr03,fumbles,0,,,,,
player,201812230nor,nor,SmitTr03,fumbles_lost,0,,,,,
player,201812230nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201812230nor,nor,WatsBe00,pass_att,0,,,,,
player,201812230nor,nor,WatsBe00,pass_yds,0,,,,,
player,201812230nor,nor,WatsBe00,pass_td,0,,,,,
player,201812230nor,nor,WatsBe00,pass_int,0,,,,,
player,201812230nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201812230nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201812230nor,nor,WatsBe00,pass_long,0,,,,,
player,201812230nor,nor,WatsBe00,pass_rating,,,,,,
player,201812230nor,nor,WatsBe00,rush_att,0,,,,,
player,201812230nor,nor,WatsBe00,rush_yds,0,,,,,
player,201812230nor,nor,WatsBe00,rush_td,0,,,,,
player,201812230nor,nor,WatsBe00,rush_long,0,,,,,
player,201812230nor,nor,WatsBe00,targets,2,,,,,
player,201812230nor,nor,WatsBe00,rec,1,,,,,
player,201812230nor,nor,WatsBe00,rec_yds,6,,,,,
player,201812230nor,nor,WatsBe00,rec_td,0,,,,,
player,201812230nor,nor,WatsBe00,rec_long,6,,,,,
player,201812230nor,nor,WatsBe00,fumbles,0,,,,,
player,201812230nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201812230nor,nor,HillJo02,pass_cmp,0,,,,,
player,201812230nor,nor,HillJo02,pass_att,0,,,,,
player,201812230nor,nor,HillJo02,pass_yds,0,,,,,
player,201812230nor,nor,HillJo02,pass_td,0,,,,,
player,201812230nor,nor,HillJo02,pass_int,0,,,,,
player,201812230nor,nor,HillJo02,pass_sacked,0,,,,,
player,201812230nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201812230nor,nor,HillJo02,pass_long,0,,,,,
player,201812230nor,nor,HillJo02,pass_rating,,,,,,
player,201812230nor,nor,HillJo02,rush_att,0,,,,,
player,201812230nor,nor,HillJo02,rush_yds,0,,,,,
player,201812230nor,nor,HillJo02,rush_td,0,,,,,
player,201812230nor,nor,HillJo02,rush_long,0,,,,,
player,201812230nor,nor,HillJo02,targets,3,,,,,
player,201812230nor,nor,HillJo02,rec,2,,,,,
player,201812230nor,nor,HillJo02,rec_yds,1,,,,,
player,201812230nor,nor,HillJo02,rec_td,0,,,,,
player,201812230nor,nor,HillJo02,rec_long,5,,,,,
player,201812230nor,nor,HillJo02,fumbles,0,,,,,
player,201812230nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201812230nor,pit,DaviSe00,def_int,1,,,,,
player,201812230nor,pit,DaviSe00,def_int_yds,27,,,,,
player,201812230nor,pit,DaviSe00,def_int_td,0,,,,,
player,201812230nor,pit,DaviSe00,def_int_long,27,,,,,
player,201812230nor,pit,DaviSe00,pass_defended,2,,,,,
player,201812230nor,pit,DaviSe00,sacks,0.0,,,,,
player,201812230nor,pit,DaviSe00,tackles_combined,5,,,,,
player,201812230nor,pit,DaviSe00,tackles_solo,5,,,,,
player,201812230nor,pit,DaviSe00,tackles_assists,0,,,,,
player,201812230nor,pit,DaviSe00,tackles_loss,0,,,,,
player,201812230nor,pit,DaviSe00,qb_hits,0,,,,,
player,201812230nor,pit,DaviSe00,fumbles_rec,0,,,,,
