game,2018,14,20181209,201812090chi,ram,"Los Angeles Rams",6,chi,"Chicago Bears",15
player,201812090chi,ram,WestEt00,special_teams,0,,,,,
player,201812090chi,ram,WestEt00,st_pct,0%,,,,,
player,201812090chi,ram,CounBl00,pos,SS,,,,,
player,201812090chi,ram,CounBl00,offense,0,,,,,
player,201812090chi,ram,CounBl00,off_pct,0%,,,,,
player,201812090chi,ram,CounBl00,defense,2,,,,,
player,201812090chi,ram,CounBl00,def_pct,3%,,,,,
player,201812090chi,ram,CounBl00,special_teams,21,,,,,
player,201812090chi,ram,CounBl00,st_pct,88%,,,,,
player,201812090chi,ram,HageBr00,pos,LB,,,,,
player,201812090chi,ram,HageBr00,offense,0,,,,,
player,201812090chi,ram,HageBr00,off_pct,0%,,,,,
player,201812090chi,ram,HageBr00,defense,2,,,,,
player,201812090chi,ram,HageBr00,def_pct,3%,,,,,
player,201812090chi,ram,HageBr00,special_teams,21,,,,,
player,201812090chi,ram,HageBr00,st_pct,88%,,,,,
player,201812090chi,ram,ShieSa00,pos,CB,,,,,
player,201812090chi,ram,ShieSa00,offense,0,,,,,
player,201812090chi,ram,ShieSa00,off_pct,0%,,,,,
player,201812090chi,ram,ShieSa00,defense,0,,,,,
player,201812090chi,ram,ShieSa00,def_pct,0%,,,,,
player,201812090chi,ram,ShieSa00,special_teams,17,,,,,
player,201812090chi,ram,ShieSa00,st_pct,71%,,,,,
player,201812090chi,ram,HatfDo00,pos,CB,,,,,
player,201812090chi,ram,HatfDo00,offense,0,,,,,
player,201812090chi,ram,HatfDo00,off_pct,0%,,,,,
player,201812090chi,ram,HatfDo00,defense,0,,,,,
player,201812090chi,ram,HatfDo00,def_pct,0%,,,,,
player,201812090chi,ram,HatfDo00,special_teams,16,,,,,
player,201812090chi,ram,HatfDo00,st_pct,67%,,,,,
player,201812090chi,ram,KiseMi00,pos,LB,,,,,
player,201812090chi,ram,KiseMi00,offense,0,,,,,
player,201812090chi,ram,KiseMi00,off_pct,0%,,,,,
player,201812090chi,ram,KiseMi00,defense,0,,,,,
player,201812090chi,ram,KiseMi00,def_pct,0%,,,,,
player,201812090chi,ram,KiseMi00,special_teams,15,,,,,
player,201812090chi,ram,KiseMi00,st_pct,62%,,,,,
player,201812090chi,ram,WilsRa00,pos,LB,,,,,
player,201812090chi,ram,WilsRa00,offense,0,,,,,
player,201812090chi,ram,WilsRa00,off_pct,0%,,,,,
player,201812090chi,ram,WilsRa00,defense,0,,,,,
player,201812090chi,ram,WilsRa00,def_pct,0%,,,,,
player,201812090chi,ram,WilsRa00,special_teams,13,,,,,
player,201812090chi,ram,WilsRa00,st_pct,54%,,,,,
player,201812090chi,ram,LawlJu00,pos,LB,,,,,
player,201812090chi,ram,LawlJu00,offense,0,,,,,
player,201812090chi,ram,LawlJu00,off_pct,0%,,,,,
player,201812090chi,ram,LawlJu00,defense,0,,,,,
player,201812090chi,ram,LawlJu00,def_pct,0%,,,,,
player,201812090chi,ram,LawlJu00,special_teams,13,,,,,
player,201812090chi,ram,LawlJu00,st_pct,54%,,,,,
player,201812090chi,ram,HekkJo00,pos,P,,,,,
player,201812090chi,ram,HekkJo00,offense,0,,,,,
player,201812090chi,ram,HekkJo00,off_pct,0%,,,,,
player,201812090chi,ram,HekkJo00,defense,0,,,,,
player,201812090chi,ram,HekkJo00,def_pct,0%,,,,,
player,201812090chi,ram,HekkJo00,special_teams,8,,,,,
player,201812090chi,ram,HekkJo00,st_pct,33%,,,,,
player,201812090chi,ram,KellJo00,pos,RB,,,,,
player,201812090chi,ram,KellJo00,offense,0,,,,,
player,201812090chi,ram,KellJo00,off_pct,0%,,,,,
player,201812090chi,ram,KellJo00,defense,0,,,,,
player,201812090chi,ram,KellJo00,def_pct,0%,,,,,
player,201812090chi,ram,KellJo00,special_teams,7,,,,,
player,201812090chi,ram,KellJo00,st_pct,29%,,,,,
player,201812090chi,ram,McQuJa00,pos,LS,,,,,
player,201812090chi,ram,McQuJa00,offense,0,,,,,
player,201812090chi,ram,McQuJa00,off_pct,0%,,,,,
player,201812090chi,ram,McQuJa00,defense,0,,,,,
player,201812090chi,ram,McQuJa00,def_pct,0%,,,,,
player,201812090chi,ram,McQuJa00,special_teams,7,,,,,
player,201812090chi,ram,McQuJa00,st_pct,29%,,,,,
player,201812090chi,ram,NatsJo00,pos,WR,,,,,
player,201812090chi,ram,NatsJo00,offense,0,,,,,
player,201812090chi,ram,NatsJo00,off_pct,0%,,,,,
player,201812090chi,ram,NatsJo00,defense,0,,,,,
player,201812090chi,ram,NatsJo00,def_pct,0%,,,,,
player,201812090chi,ram,NatsJo00,special_teams,6,,,,,
player,201812090chi,ram,NatsJo00,st_pct,25%,,,,,
player,201812090chi,ram,ZuerGr00,pos,K,,,,,
player,201812090chi,ram,ZuerGr00,offense,0,,,,,
player,201812090chi,ram,ZuerGr00,off_pct,0%,,,,,
player,201812090chi,ram,ZuerGr00,defense,0,,,,,
player,201812090chi,ram,ZuerGr00,def_pct,0%,,,,,
player,201812090chi,ram,ZuerGr00,special_teams,6,,,,,
player,201812090chi,ram,ZuerGr00,st_pct,25%,,,,,
player,201812090chi,ram,HillTr01,pos,CB,,,,,
player,201812090chi,ram,HillTr01,offense,0,,,,,
player,201812090chi,ram,HillTr01,off_pct,0%,,,,,
player,201812090chi,ram,HillTr01,defense,0,,,,,
player,201812090chi,ram,HillTr01,def_pct,0%,,,,,
player,201812090chi,ram,HillTr01,special_teams,5,,,,,
player,201812090chi,ram,HillTr01,st_pct,21%,,,,,
player,201812090chi,ram,CoopPh00,pos,WR,,,,,
player,201812090chi,ram,CoopPh00,offense,0,,,,,
player,201812090chi,ram,CoopPh00,off_pct,0%,,,,,
player,201812090chi,ram,CoopPh00,defense,0,,,,,
player,201812090chi,ram,CoopPh00,def_pct,0%,,,,,
player,201812090chi,ram,CoopPh00,special_teams,3,,,,,
player,201812090chi,ram,CoopPh00,st_pct,12%,,,,,
