game,2018,7,20181021,201810210chi,nwe,"New England Patriots",38,chi,"Chicago Bears",31
player,201810210chi,nwe,DeveJa00,pass_long,0,,,,,
player,201810210chi,nwe,DeveJa00,pass_rating,,,,,,
player,201810210chi,nwe,DeveJa00,rush_att,0,,,,,
player,201810210chi,nwe,DeveJa00,rush_yds,0,,,,,
player,201810210chi,nwe,DeveJa00,rush_td,0,,,,,
player,201810210chi,nwe,DeveJa00,rush_long,0,,,,,
player,201810210chi,nwe,DeveJa00,targets,1,,,,,
player,201810210chi,nwe,DeveJa00,rec,0,,,,,
player,201810210chi,nwe,DeveJa00,rec_yds,0,,,,,
player,201810210chi,nwe,DeveJa00,rec_td,0,,,,,
player,201810210chi,nwe,DeveJa00,rec_long,0,,,,,
player,201810210chi,nwe,DeveJa00,fumbles,0,,,,,
player,201810210chi,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201810210chi,chi,TrubMi00,pass_cmp,26,,,,,
player,201810210chi,chi,TrubMi00,pass_att,50,,,,,
player,201810210chi,chi,TrubMi00,pass_yds,333,,,,,
player,201810210chi,chi,TrubMi00,pass_td,2,,,,,
player,201810210chi,chi,TrubMi00,pass_int,2,,,,,
player,201810210chi,chi,TrubMi00,pass_sacked,2,,,,,
player,201810210chi,chi,TrubMi00,pass_sacked_yds,14,,,,,
player,201810210chi,chi,TrubMi00,pass_long,54,,,,,
player,201810210chi,chi,TrubMi00,pass_rating,69.8,,,,,
player,201810210chi,chi,TrubMi00,rush_att,6,,,,,
player,201810210chi,chi,TrubMi00,rush_yds,81,,,,,
player,201810210chi,chi,TrubMi00,rush_td,1,,,,,
player,201810210chi,chi,TrubMi00,rush_long,39,,,,,
player,201810210chi,chi,TrubMi00,targets,0,,,,,
player,201810210chi,chi,TrubMi00,rec,0,,,,,
player,201810210chi,chi,TrubMi00,rec_yds,0,,,,,
player,201810210chi,chi,TrubMi00,rec_td,0,,,,,
player,201810210chi,chi,TrubMi00,rec_long,0,,,,,
player,201810210chi,chi,TrubMi00,fumbles,0,,,,,
player,201810210chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201810210chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201810210chi,chi,HowaJo00,pass_att,0,,,,,
player,201810210chi,chi,HowaJo00,pass_yds,0,,,,,
player,201810210chi,chi,HowaJo00,pass_td,0,,,,,
player,201810210chi,chi,HowaJo00,pass_int,0,,,,,
player,201810210chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201810210chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,HowaJo00,pass_long,0,,,,,
player,201810210chi,chi,HowaJo00,pass_rating,,,,,,
player,201810210chi,chi,HowaJo00,rush_att,12,,,,,
player,201810210chi,chi,HowaJo00,rush_yds,39,,,,,
player,201810210chi,chi,HowaJo00,rush_td,1,,,,,
player,201810210chi,chi,HowaJo00,rush_long,6,,,,,
player,201810210chi,chi,HowaJo00,targets,1,,,,,
player,201810210chi,chi,HowaJo00,rec,1,,,,,
player,201810210chi,chi,HowaJo00,rec_yds,9,,,,,
player,201810210chi,chi,HowaJo00,rec_td,0,,,,,
player,201810210chi,chi,HowaJo00,rec_long,9,,,,,
player,201810210chi,chi,HowaJo00,fumbles,0,,,,,
player,201810210chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201810210chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201810210chi,chi,CoheTa00,pass_att,0,,,,,
player,201810210chi,chi,CoheTa00,pass_yds,0,,,,,
player,201810210chi,chi,CoheTa00,pass_td,0,,,,,
player,201810210chi,chi,CoheTa00,pass_int,0,,,,,
player,201810210chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201810210chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,CoheTa00,pass_long,0,,,,,
player,201810210chi,chi,CoheTa00,pass_rating,,,,,,
player,201810210chi,chi,CoheTa00,rush_att,6,,,,,
player,201810210chi,chi,CoheTa00,rush_yds,14,,,,,
player,201810210chi,chi,CoheTa00,rush_td,0,,,,,
player,201810210chi,chi,CoheTa00,rush_long,5,,,,,
player,201810210chi,chi,CoheTa00,targets,13,,,,,
player,201810210chi,chi,CoheTa00,rec,8,,,,,
player,201810210chi,chi,CoheTa00,rec_yds,69,,,,,
player,201810210chi,chi,CoheTa00,rec_td,1,,,,,
player,201810210chi,chi,CoheTa00,rec_long,20,,,,,
player,201810210chi,chi,CoheTa00,fumbles,0,,,,,
player,201810210chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201810210chi,chi,BurtTr01,pass_cmp,0,,,,,
player,201810210chi,chi,BurtTr01,pass_att,0,,,,,
player,201810210chi,chi,BurtTr01,pass_yds,0,,,,,
player,201810210chi,chi,BurtTr01,pass_td,0,,,,,
player,201810210chi,chi,BurtTr01,pass_int,0,,,,,
player,201810210chi,chi,BurtTr01,pass_sacked,0,,,,,
player,201810210chi,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201810210chi,chi,BurtTr01,pass_long,0,,,,,
player,201810210chi,chi,BurtTr01,pass_rating,,,,,,
player,201810210chi,chi,BurtTr01,rush_att,0,,,,,
player,201810210chi,chi,BurtTr01,rush_yds,0,,,,,
player,201810210chi,chi,BurtTr01,rush_td,0,,,,,
player,201810210chi,chi,BurtTr01,rush_long,0,,,,,
player,201810210chi,chi,BurtTr01,targets,11,,,,,
player,201810210chi,chi,BurtTr01,rec,9,,,,,
player,201810210chi,chi,BurtTr01,rec_yds,126,,,,,
player,201810210chi,chi,BurtTr01,rec_td,1,,,,,
player,201810210chi,chi,BurtTr01,rec_long,22,,,,,
player,201810210chi,chi,BurtTr01,fumbles,0,,,,,
player,201810210chi,chi,BurtTr01,fumbles_lost,0,,,,,
player,201810210chi,chi,WhitKe00,pass_cmp,0,,,,,
player,201810210chi,chi,WhitKe00,pass_att,0,,,,,
player,201810210chi,chi,WhitKe00,pass_yds,0,,,,,
player,201810210chi,chi,WhitKe00,pass_td,0,,,,,
player,201810210chi,chi,WhitKe00,pass_int,0,,,,,
player,201810210chi,chi,WhitKe00,pass_sacked,0,,,,,
player,201810210chi,chi,WhitKe00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,WhitKe00,pass_long,0,,,,,
player,201810210chi,chi,WhitKe00,pass_rating,,,,,,
player,201810210chi,chi,WhitKe00,rush_att,0,,,,,
player,201810210chi,chi,WhitKe00,rush_yds,0,,,,,
player,201810210chi,chi,WhitKe00,rush_td,0,,,,,
player,201810210chi,chi,WhitKe00,rush_long,0,,,,,
player,201810210chi,chi,WhitKe00,targets,2,,,,,
player,201810210chi,chi,WhitKe00,rec,2,,,,,
player,201810210chi,chi,WhitKe00,rec_yds,64,,,,,
player,201810210chi,chi,WhitKe00,rec_td,0,,,,,
player,201810210chi,chi,WhitKe00,rec_long,54,,,,,
player,201810210chi,chi,WhitKe00,fumbles,0,,,,,
player,201810210chi,chi,WhitKe00,fumbles_lost,0,,,,,
player,201810210chi,chi,MillAn02,pass_cmp,0,,,,,
player,201810210chi,chi,MillAn02,pass_att,0,,,,,
player,201810210chi,chi,MillAn02,pass_yds,0,,,,,
player,201810210chi,chi,MillAn02,pass_td,0,,,,,
player,201810210chi,chi,MillAn02,pass_int,0,,,,,
player,201810210chi,chi,MillAn02,pass_sacked,0,,,,,
player,201810210chi,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201810210chi,chi,MillAn02,pass_long,0,,,,,
player,201810210chi,chi,MillAn02,pass_rating,,,,,,
player,201810210chi,chi,MillAn02,rush_att,0,,,,,
player,201810210chi,chi,MillAn02,rush_yds,0,,,,,
player,201810210chi,chi,MillAn02,rush_td,0,,,,,
player,201810210chi,chi,MillAn02,rush_long,0,,,,,
player,201810210chi,chi,MillAn02,targets,7,,,,,
player,201810210chi,chi,MillAn02,rec,2,,,,,
player,201810210chi,chi,MillAn02,rec_yds,35,,,,,
player,201810210chi,chi,MillAn02,rec_td,0,,,,,
player,201810210chi,chi,MillAn02,rec_long,21,,,,,
player,201810210chi,chi,MillAn02,fumbles,0,,,,,
player,201810210chi,chi,MillAn02,fumbles_lost,0,,,,,
player,201810210chi,chi,GabrTa00,pass_cmp,0,,,,,
player,201810210chi,chi,GabrTa00,pass_att,0,,,,,
player,201810210chi,chi,GabrTa00,pass_yds,0,,,,,
player,201810210chi,chi,GabrTa00,pass_td,0,,,,,
player,201810210chi,chi,GabrTa00,pass_int,0,,,,,
player,201810210chi,chi,GabrTa00,pass_sacked,0,,,,,
player,201810210chi,chi,GabrTa00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,GabrTa00,pass_long,0,,,,,
player,201810210chi,chi,GabrTa00,pass_rating,,,,,,
player,201810210chi,chi,GabrTa00,rush_att,1,,,,,
player,201810210chi,chi,GabrTa00,rush_yds,0,,,,,
player,201810210chi,chi,GabrTa00,rush_td,0,,,,,
player,201810210chi,chi,GabrTa00,rush_long,0,,,,,
player,201810210chi,chi,GabrTa00,targets,4,,,,,
player,201810210chi,chi,GabrTa00,rec,3,,,,,
player,201810210chi,chi,GabrTa00,rec_yds,26,,,,,
player,201810210chi,chi,GabrTa00,rec_td,0,,,,,
player,201810210chi,chi,GabrTa00,rec_long,11,,,,,
player,201810210chi,chi,GabrTa00,fumbles,0,,,,,
player,201810210chi,chi,GabrTa00,fumbles_lost,0,,,,,
player,201810210chi,chi,RobiAl02,pass_cmp,0,,,,,
player,201810210chi,chi,RobiAl02,pass_att,0,,,,,
player,201810210chi,chi,RobiAl02,pass_yds,0,,,,,
player,201810210chi,chi,RobiAl02,pass_td,0,,,,,
player,201810210chi,chi,RobiAl02,pass_int,0,,,,,
player,201810210chi,chi,RobiAl02,pass_sacked,0,,,,,
player,201810210chi,chi,RobiAl02,pass_sacked_yds,0,,,,,
player,201810210chi,chi,RobiAl02,pass_long,0,,,,,
player,201810210chi,chi,RobiAl02,pass_rating,,,,,,
player,201810210chi,chi,RobiAl02,rush_att,0,,,,,
player,201810210chi,chi,RobiAl02,rush_yds,0,,,,,
player,201810210chi,chi,RobiAl02,rush_td,0,,,,,
player,201810210chi,chi,RobiAl02,rush_long,0,,,,,
player,201810210chi,chi,RobiAl02,targets,5,,,,,
player,201810210chi,chi,RobiAl02,rec,1,,,,,
player,201810210chi,chi,RobiAl02,rec_yds,4,,,,,
player,201810210chi,chi,RobiAl02,rec_td,0,,,,,
player,201810210chi,chi,RobiAl02,rec_long,4,,,,,
player,201810210chi,chi,RobiAl02,fumbles,0,,,,,
player,201810210chi,chi,RobiAl02,fumbles_lost,0,,,,,
player,201810210chi,chi,SimsDi00,pass_cmp,0,,,,,
player,201810210chi,chi,SimsDi00,pass_att,0,,,,,
player,201810210chi,chi,SimsDi00,pass_yds,0,,,,,
player,201810210chi,chi,SimsDi00,pass_td,0,,,,,
player,201810210chi,chi,SimsDi00,pass_int,0,,,,,
player,201810210chi,chi,SimsDi00,pass_sacked,0,,,,,
player,201810210chi,chi,SimsDi00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,SimsDi00,pass_long,0,,,,,
player,201810210chi,chi,SimsDi00,pass_rating,,,,,,
player,201810210chi,chi,SimsDi00,rush_att,0,,,,,
player,201810210chi,chi,SimsDi00,rush_yds,0,,,,,
player,201810210chi,chi,SimsDi00,rush_td,0,,,,,
player,201810210chi,chi,SimsDi00,rush_long,0,,,,,
player,201810210chi,chi,SimsDi00,targets,1,,,,,
player,201810210chi,chi,SimsDi00,rec,0,,,,,
player,201810210chi,chi,SimsDi00,rec_yds,0,,,,,
player,201810210chi,chi,SimsDi00,rec_td,0,,,,,
player,201810210chi,chi,SimsDi00,rec_long,0,,,,,
player,201810210chi,chi,SimsDi00,fumbles,0,,,,,
player,201810210chi,chi,SimsDi00,fumbles_lost,0,,,,,
player,201810210chi,chi,SoweBr00,pass_cmp,0,,,,,
player,201810210chi,chi,SoweBr00,pass_att,0,,,,,
player,201810210chi,chi,SoweBr00,pass_yds,0,,,,,
player,201810210chi,chi,SoweBr00,pass_td,0,,,,,
player,201810210chi,chi,SoweBr00,pass_int,0,,,,,
player,201810210chi,chi,SoweBr00,pass_sacked,0,,,,,
player,201810210chi,chi,SoweBr00,pass_sacked_yds,0,,,,,
player,201810210chi,chi,SoweBr00,pass_long,0,,,,,
player,201810210chi,chi,SoweBr00,pass_rating,,,,,,
player,201810210chi,chi,SoweBr00,rush_att,0,,,,,
player,201810210chi,chi,SoweBr00,rush_yds,0,,,,,
player,201810210chi,chi,SoweBr00,rush_td,0,,,,,
player,201810210chi,chi,SoweBr00,rush_long,0,,,,,
player,201810210chi,chi,SoweBr00,targets,1,,,,,
player,201810210chi,chi,SoweBr00,rec,0,,,,,
player,201810210chi,chi,SoweBr00,rec_yds,0,,,,,
player,201810210chi,chi,SoweBr00,rec_td,0,,,,,
player,201810210chi,chi,SoweBr00,rec_long,0,,,,,
player,201810210chi,chi,SoweBr00,fumbles,0,,,,,
player,201810210chi,chi,SoweBr00,fumbles_lost,0,,,,,
player,201810210chi,chi,BellJo02,pass_cmp,0,,,,,
player,201810210chi,chi,BellJo02,pass_att,0,,,,,
player,201810210chi,chi,BellJo02,pass_yds,0,,,,,
player,201810210chi,chi,BellJo02,pass_td,0,,,,,
player,201810210chi,chi,BellJo02,pass_int,0,,,,,
player,201810210chi,chi,BellJo02,pass_sacked,0,,,,,
player,201810210chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201810210chi,chi,BellJo02,pass_long,0,,,,,
player,201810210chi,chi,BellJo02,pass_rating,,,,,,
player,201810210chi,chi,BellJo02,rush_att,0,,,,,
player,201810210chi,chi,BellJo02,rush_yds,0,,,,,
player,201810210chi,chi,BellJo02,rush_td,0,,,,,
player,201810210chi,chi,BellJo02,rush_long,0,,,,,
player,201810210chi,chi,BellJo02,targets,3,,,,,
player,201810210chi,chi,BellJo02,rec,0,,,,,
player,201810210chi,chi,BellJo02,rec_yds,0,,,,,
player,201810210chi,chi,BellJo02,rec_td,0,,,,,
player,201810210chi,chi,BellJo02,rec_long,0,,,,,
player,201810210chi,chi,BellJo02,fumbles,0,,,,,
player,201810210chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201810210chi,nwe,JoneJo03,def_int,1,,,,,
player,201810210chi,nwe,JoneJo03,def_int_yds,0,,,,,
player,201810210chi,nwe,JoneJo03,def_int_td,0,,,,,
player,201810210chi,nwe,JoneJo03,def_int_long,0,,,,,
player,201810210chi,nwe,JoneJo03,pass_defended,1,,,,,
player,201810210chi,nwe,JoneJo03,sacks,0.0,,,,,
player,201810210chi,nwe,JoneJo03,tackles_combined,2,,,,,
