game,2018,6,20181014,201810140rai,sea,"Seattle Seahawks",27,rai,"Oakland Raiders",3
player,201810140rai,rai,HursMa00,tackles_combined,1,,,,,
player,201810140rai,rai,HursMa00,tackles_solo,1,,,,,
player,201810140rai,rai,HursMa00,tackles_assists,0,,,,,
player,201810140rai,rai,HursMa00,tackles_loss,0,,,,,
player,201810140rai,rai,HursMa00,qb_hits,0,,,,,
player,201810140rai,rai,HursMa00,fumbles_rec,0,,,,,
player,201810140rai,rai,HursMa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,HursMa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,HursMa00,fumbles_forced,0,,,,,
player,201810140rai,rai,IrviBr00,def_int,0,,,,,
player,201810140rai,rai,IrviBr00,def_int_yds,0,,,,,
player,201810140rai,rai,IrviBr00,def_int_td,0,,,,,
player,201810140rai,rai,IrviBr00,def_int_long,0,,,,,
player,201810140rai,rai,IrviBr00,pass_defended,0,,,,,
player,201810140rai,rai,IrviBr00,sacks,0.0,,,,,
player,201810140rai,rai,IrviBr00,tackles_combined,1,,,,,
player,201810140rai,rai,IrviBr00,tackles_solo,1,,,,,
player,201810140rai,rai,IrviBr00,tackles_assists,0,,,,,
player,201810140rai,rai,IrviBr00,tackles_loss,0,,,,,
player,201810140rai,rai,IrviBr00,qb_hits,0,,,,,
player,201810140rai,rai,IrviBr00,fumbles_rec,0,,,,,
player,201810140rai,rai,IrviBr00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,IrviBr00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,IrviBr00,fumbles_forced,0,,,,,
player,201810140rai,rai,McDoCl99,def_int,0,,,,,
player,201810140rai,rai,McDoCl99,def_int_yds,0,,,,,
player,201810140rai,rai,McDoCl99,def_int_td,0,,,,,
player,201810140rai,rai,McDoCl99,def_int_long,0,,,,,
player,201810140rai,rai,McDoCl99,pass_defended,0,,,,,
player,201810140rai,rai,McDoCl99,sacks,0.0,,,,,
player,201810140rai,rai,McDoCl99,tackles_combined,1,,,,,
player,201810140rai,rai,McDoCl99,tackles_solo,1,,,,,
player,201810140rai,rai,McDoCl99,tackles_assists,0,,,,,
player,201810140rai,rai,McDoCl99,tackles_loss,0,,,,,
player,201810140rai,rai,McDoCl99,qb_hits,0,,,,,
player,201810140rai,rai,McDoCl99,fumbles_rec,0,,,,,
player,201810140rai,rai,McDoCl99,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,McDoCl99,fumbles_rec_td,0,,,,,
player,201810140rai,rai,McDoCl99,fumbles_forced,0,,,,,
player,201810140rai,rai,MelvRa00,def_int,0,,,,,
player,201810140rai,rai,MelvRa00,def_int_yds,0,,,,,
player,201810140rai,rai,MelvRa00,def_int_td,0,,,,,
player,201810140rai,rai,MelvRa00,def_int_long,0,,,,,
player,201810140rai,rai,MelvRa00,pass_defended,0,,,,,
player,201810140rai,rai,MelvRa00,sacks,0.0,,,,,
player,201810140rai,rai,MelvRa00,tackles_combined,1,,,,,
player,201810140rai,rai,MelvRa00,tackles_solo,1,,,,,
player,201810140rai,rai,MelvRa00,tackles_assists,0,,,,,
player,201810140rai,rai,MelvRa00,tackles_loss,0,,,,,
player,201810140rai,rai,MelvRa00,qb_hits,0,,,,,
player,201810140rai,rai,MelvRa00,fumbles_rec,0,,,,,
player,201810140rai,rai,MelvRa00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,MelvRa00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,MelvRa00,fumbles_forced,0,,,,,
player,201810140rai,rai,MorrNi00,def_int,0,,,,,
player,201810140rai,rai,MorrNi00,def_int_yds,0,,,,,
player,201810140rai,rai,MorrNi00,def_int_td,0,,,,,
player,201810140rai,rai,MorrNi00,def_int_long,0,,,,,
player,201810140rai,rai,MorrNi00,pass_defended,0,,,,,
player,201810140rai,rai,MorrNi00,sacks,0.0,,,,,
player,201810140rai,rai,MorrNi00,tackles_combined,1,,,,,
player,201810140rai,rai,MorrNi00,tackles_solo,1,,,,,
player,201810140rai,rai,MorrNi00,tackles_assists,0,,,,,
player,201810140rai,rai,MorrNi00,tackles_loss,0,,,,,
player,201810140rai,rai,MorrNi00,qb_hits,0,,,,,
player,201810140rai,rai,MorrNi00,fumbles_rec,0,,,,,
player,201810140rai,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,MorrNi00,fumbles_forced,0,,,,,
player,201810140rai,rai,WilbKy00,def_int,0,,,,,
player,201810140rai,rai,WilbKy00,def_int_yds,0,,,,,
player,201810140rai,rai,WilbKy00,def_int_td,0,,,,,
player,201810140rai,rai,WilbKy00,def_int_long,0,,,,,
player,201810140rai,rai,WilbKy00,pass_defended,0,,,,,
player,201810140rai,rai,WilbKy00,sacks,0.0,,,,,
player,201810140rai,rai,WilbKy00,tackles_combined,1,,,,,
player,201810140rai,rai,WilbKy00,tackles_solo,1,,,,,
player,201810140rai,rai,WilbKy00,tackles_assists,0,,,,,
player,201810140rai,rai,WilbKy00,tackles_loss,0,,,,,
player,201810140rai,rai,WilbKy00,qb_hits,0,,,,,
player,201810140rai,rai,WilbKy00,fumbles_rec,0,,,,,
player,201810140rai,rai,WilbKy00,fumbles_rec_yds,0,,,,,
player,201810140rai,rai,WilbKy00,fumbles_rec_td,0,,,,,
player,201810140rai,rai,WilbKy00,fumbles_forced,0,,,,,
player,201810140rai,sea,LockTy00,kick_ret,0,,,,,
player,201810140rai,sea,LockTy00,kick_ret_yds,0,,,,,
player,201810140rai,sea,LockTy00,kick_ret_yds_per_ret,,,,,,
player,201810140rai,sea,LockTy00,kick_ret_td,0,,,,,
player,201810140rai,sea,LockTy00,kick_ret_long,0,,,,,
player,201810140rai,sea,LockTy00,punt_ret,1,,,,,
player,201810140rai,sea,LockTy00,punt_ret_yds,0,,,,,
player,201810140rai,sea,LockTy00,punt_ret_yds_per_ret,0.0,,,,,
player,201810140rai,sea,LockTy00,punt_ret_td,0,,,,,
player,201810140rai,sea,LockTy00,punt_ret_long,0,,,,,
player,201810140rai,sea,PennRa00,kick_ret,2,,,,,
player,201810140rai,sea,PennRa00,kick_ret_yds,23,,,,,
player,201810140rai,sea,PennRa00,kick_ret_yds_per_ret,11.5,,,,,
player,201810140rai,sea,PennRa00,kick_ret_td,0,,,,,
player,201810140rai,sea,PennRa00,kick_ret_long,14,,,,,
player,201810140rai,sea,PennRa00,punt_ret,0,,,,,
player,201810140rai,sea,PennRa00,punt_ret_yds,0,,,,,
player,201810140rai,sea,PennRa00,punt_ret_yds_per_ret,,,,,,
player,201810140rai,sea,PennRa00,punt_ret_td,0,,,,,
player,201810140rai,sea,PennRa00,punt_ret_long,0,,,,,
player,201810140rai,sea,janikseb01,xpm,3,,,,,
player,201810140rai,sea,janikseb01,xpa,3,,,,,
player,201810140rai,sea,janikseb01,fgm,2,,,,,
player,201810140rai,sea,janikseb01,fga,2,,,,,
player,201810140rai,sea,janikseb01,punt,0,,,,,
player,201810140rai,sea,janikseb01,punt_yds,0,,,,,
player,201810140rai,sea,janikseb01,punt_yds_per_punt,,,,,,
player,201810140rai,sea,janikseb01,punt_long,0,,,,,
player,201810140rai,sea,DickMi00,xpm,,,,,,
player,201810140rai,sea,DickMi00,xpa,,,,,,
player,201810140rai,sea,DickMi00,fgm,,,,,,
player,201810140rai,sea,DickMi00,fga,,,,,,
player,201810140rai,sea,DickMi00,punt,2,,,,,
player,201810140rai,sea,DickMi00,punt_yds,86,,,,,
player,201810140rai,sea,DickMi00,punt_yds_per_punt,43.0,,,,,
player,201810140rai,sea,DickMi00,punt_long,50,,,,,
player,201810140rai,rai,TownJo01,xpm,,,,,,
player,201810140rai,rai,TownJo01,xpa,,,,,,
player,201810140rai,rai,TownJo01,fgm,,,,,,
player,201810140rai,rai,TownJo01,fga,,,,,,
player,201810140rai,rai,TownJo01,punt,3,,,,,
player,201810140rai,rai,TownJo01,punt_yds,92,,,,,
player,201810140rai,rai,TownJo01,punt_yds_per_punt,30.7,,,,,
player,201810140rai,rai,TownJo01,punt_long,37,,,,,
player,201810140rai,rai,McCrMa00,xpm,,,,,,
player,201810140rai,rai,McCrMa00,xpa,,,,,,
player,201810140rai,rai,McCrMa00,fgm,1,,,,,
player,201810140rai,rai,McCrMa00,fga,2,,,,,
player,201810140rai,rai,McCrMa00,punt,0,,,,,
player,201810140rai,rai,McCrMa00,punt_yds,0,,,,,
player,201810140rai,rai,McCrMa00,punt_yds_per_punt,,,,,,
player,201810140rai,rai,McCrMa00,punt_long,0,,,,,
player,201810140rai,sea,WilsRu00,pass_cmp,17,,,,,
player,201810140rai,sea,WilsRu00,pass_att,23,,,,,
player,201810140rai,sea,WilsRu00,pass_yds,222,,,,,
player,201810140rai,sea,WilsRu00,pass_first_down,11,,,,,
player,201810140rai,sea,WilsRu00,pass_air_yds,134,,,,,
player,201810140rai,sea,WilsRu00,pass_air_yds_per_cmp,7.9,,,,,
player,201810140rai,sea,WilsRu00,pass_air_yds_per_att,5.8,,,,,
player,201810140rai,sea,WilsRu00,pass_tgt_yds_per_att,9.7,,,,,
player,201810140rai,sea,WilsRu00,pass_yac,88,,,,,
player,201810140rai,sea,WilsRu00,pass_yac_per_cmp,5.2,,,,,
player,201810140rai,sea,WilsRu00,pass_drops,1,,,,,
player,201810140rai,sea,WilsRu00,pass_drop_pct,4.3,,,,,
player,201810140rai,sea,WilsRu00,pass_poor_throws,1,,,,,
player,201810140rai,sea,WilsRu00,pass_poor_throw_pct,4.3,,,,,
player,201810140rai,sea,WilsRu00,pass_blitzed,1,,,,,
player,201810140rai,sea,WilsRu00,pass_hurried,0,,,,,
player,201810140rai,sea,WilsRu00,pass_hits,2,,,,,
player,201810140rai,sea,WilsRu00,rush_scrambles,2,,,,,
player,201810140rai,sea,WilsRu00,rush_scrambles_yds_per_att,7.0,,,,,
player,201810140rai,rai,CarrDe02,pass_cmp,23,,,,,
player,201810140rai,rai,CarrDe02,pass_att,31,,,,,
player,201810140rai,rai,CarrDe02,pass_yds,142,,,,,
player,201810140rai,rai,CarrDe02,pass_first_down,8,,,,,
player,201810140rai,rai,CarrDe02,pass_air_yds,2,,,,,
player,201810140rai,rai,CarrDe02,pass_air_yds_per_cmp,0.1,,,,,
player,201810140rai,rai,CarrDe02,pass_air_yds_per_att,0.1,,,,,
player,201810140rai,rai,CarrDe02,pass_tgt_yds_per_att,2.9,,,,,
player,201810140rai,rai,CarrDe02,pass_yac,140,,,,,
player,201810140rai,rai,CarrDe02,pass_yac_per_cmp,6.1,,,,,
player,201810140rai,rai,CarrDe02,pass_drops,3,,,,,
player,201810140rai,rai,CarrDe02,pass_drop_pct,9.7,,,,,
player,201810140rai,rai,CarrDe02,pass_poor_throws,3,,,,,
player,201810140rai,rai,CarrDe02,pass_poor_throw_pct,9.7,,,,,
player,201810140rai,rai,CarrDe02,pass_blitzed,1,,,,,
player,201810140rai,rai,CarrDe02,pass_hurried,1,,,,,
player,201810140rai,rai,CarrDe02,pass_hits,5,,,,,
player,201810140rai,rai,CarrDe02,rush_scrambles,3,,,,,
player,201810140rai,rai,CarrDe02,rush_scrambles_yds_per_att,10.3,,,,,
player,201810140rai,sea,CarsCh00,rush_att,14,,,,,
player,201810140rai,sea,CarsCh00,rush_yds,59,,,,,
player,201810140rai,sea,CarsCh00,rush_first_down,1,,,,,
player,201810140rai,sea,CarsCh00,rush_yds_before_contact,17,,,,,
player,201810140rai,sea,CarsCh00,rush_yds_bc_per_rush,1.2,,,,,
player,201810140rai,sea,CarsCh00,rush_yac,42,,,,,
player,201810140rai,sea,CarsCh00,rush_yac_per_rush,3.0,,,,,
player,201810140rai,sea,CarsCh00,rush_broken_tackles,1,,,,,
player,201810140rai,sea,CarsCh00,rush_broken_tackles_per_rush,14.0,,,,,
player,201810140rai,sea,PennRa00,rush_att,9,,,,,
player,201810140rai,sea,PennRa00,rush_yds,43,,,,,
player,201810140rai,sea,PennRa00,rush_first_down,2,,,,,
player,201810140rai,sea,PennRa00,rush_yds_before_contact,29,,,,,
player,201810140rai,sea,PennRa00,rush_yds_bc_per_rush,3.2,,,,,
player,201810140rai,sea,PennRa00,rush_yac,14,,,,,
player,201810140rai,sea,PennRa00,rush_yac_per_rush,1.6,,,,,
player,201810140rai,sea,PennRa00,rush_broken_tackles,1,,,,,
player,201810140rai,sea,PennRa00,rush_broken_tackles_per_rush,9.0,,,,,
player,201810140rai,sea,DaviMi01,rush_att,6,,,,,
player,201810140rai,sea,DaviMi01,rush_yds,21,,,,,
player,201810140rai,sea,DaviMi01,rush_first_down,2,,,,,
player,201810140rai,sea,DaviMi01,rush_yds_before_contact,11,,,,,
player,201810140rai,sea,DaviMi01,rush_yds_bc_per_rush,1.8,,,,,
player,201810140rai,sea,DaviMi01,rush_yac,10,,,,,
player,201810140rai,sea,DaviMi01,rush_yac_per_rush,1.7,,,,,
player,201810140rai,sea,DaviMi01,rush_broken_tackles,0,,,,,
player,201810140rai,sea,DaviMi01,rush_broken_tackles_per_rush,,,,,,
player,201810140rai,sea,WilsRu00,rush_att,6,,,,,
player,201810140rai,sea,WilsRu00,rush_yds,20,,,,,
player,201810140rai,sea,WilsRu00,rush_first_down,1,,,,,
player,201810140rai,sea,WilsRu00,rush_yds_before_contact,9,,,,,
player,201810140rai,sea,WilsRu00,rush_yds_bc_per_rush,1.5,,,,,
player,201810140rai,sea,WilsRu00,rush_yac,11,,,,,
player,201810140rai,sea,WilsRu00,rush_yac_per_rush,1.8,,,,,
player,201810140rai,sea,WilsRu00,rush_broken_tackles,1,,,,,
player,201810140rai,sea,WilsRu00,rush_broken_tackles_per_rush,6.0,,,,,
player,201810140rai,sea,LockTy00,rush_att,1,,,,,
player,201810140rai,sea,LockTy00,rush_yds,7,,,,,
player,201810140rai,sea,LockTy00,rush_first_down,0,,,,,
player,201810140rai,sea,LockTy00,rush_yds_before_contact,6,,,,,
player,201810140rai,sea,LockTy00,rush_yds_bc_per_rush,6.0,,,,,
player,201810140rai,sea,LockTy00,rush_yac,1,,,,,
player,201810140rai,sea,LockTy00,rush_yac_per_rush,1.0,,,,,
player,201810140rai,sea,LockTy00,rush_broken_tackles,0,,,,,
player,201810140rai,sea,LockTy00,rush_broken_tackles_per_rush,,,,,,
player,201810140rai,sea,MoorDa03,rush_att,1,,,,,
player,201810140rai,sea,MoorDa03,rush_yds,5,,,,,
player,201810140rai,sea,MoorDa03,rush_first_down,0,,,,,
player,201810140rai,sea,MoorDa03,rush_yds_before_contact,2,,,,,
player,201810140rai,sea,MoorDa03,rush_yds_bc_per_rush,2.0,,,,,
player,201810140rai,sea,MoorDa03,rush_yac,3,,,,,
player,201810140rai,sea,MoorDa03,rush_yac_per_rush,3.0,,,,,
player,201810140rai,sea,MoorDa03,rush_broken_tackles,1,,,,,
player,201810140rai,sea,MoorDa03,rush_broken_tackles_per_rush,1.0,,,,,
player,201810140rai,rai,LyncMa00,rush_att,13,,,,,
player,201810140rai,rai,LyncMa00,rush_yds,45,,,,,
player,201810140rai,rai,LyncMa00,rush_first_down,2,,,,,
player,201810140rai,rai,LyncMa00,rush_yds_before_contact,8,,,,,
player,201810140rai,rai,LyncMa00,rush_yds_bc_per_rush,0.6,,,,,
player,201810140rai,rai,LyncMa00,rush_yac,37,,,,,
player,201810140rai,rai,LyncMa00,rush_yac_per_rush,2.8,,,,,
player,201810140rai,rai,LyncMa00,rush_broken_tackles,1,,,,,
player,201810140rai,rai,LyncMa00,rush_broken_tackles_per_rush,13.0,,,,,
player,201810140rai,rai,CarrDe02,rush_att,4,,,,,
player,201810140rai,rai,CarrDe02,rush_yds,31,,,,,
player,201810140rai,rai,CarrDe02,rush_first_down,3,,,,,
player,201810140rai,rai,CarrDe02,rush_yds_before_contact,31,,,,,
player,201810140rai,rai,CarrDe02,rush_yds_bc_per_rush,7.8,,,,,
player,201810140rai,rai,CarrDe02,rush_yac,0,,,,,
player,201810140rai,rai,CarrDe02,rush_yac_per_rush,0.0,,,,,
player,201810140rai,rai,CarrDe02,rush_broken_tackles,0,,,,,
player,201810140rai,rai,CarrDe02,rush_broken_tackles_per_rush,,,,,,
player,201810140rai,rai,RichJa01,rush_att,2,,,,,
player,201810140rai,rai,RichJa01,rush_yds,3,,,,,
player,201810140rai,rai,RichJa01,rush_first_down,0,,,,,
player,201810140rai,rai,RichJa01,rush_yds_before_contact,-1,,,,,
player,201810140rai,rai,RichJa01,rush_yds_bc_per_rush,-0.5,,,,,
player,201810140rai,rai,RichJa01,rush_yac,4,,,,,
player,201810140rai,rai,RichJa01,rush_yac_per_rush,2.0,,,,,
player,201810140rai,rai,RichJa01,rush_broken_tackles,0,,,,,
player,201810140rai,rai,RichJa01,rush_broken_tackles_per_rush,,,,,,
player,201810140rai,sea,BaldDo00,targets,8,,,,,
player,201810140rai,sea,BaldDo00,rec,6,,,,,
player,201810140rai,sea,BaldDo00,rec_yds,91,,,,,
player,201810140rai,sea,BaldDo00,rec_first_down,4,,,,,
player,201810140rai,sea,BaldDo00,rec_air_yds,69,,,,,
player,201810140rai,sea,BaldDo00,rec_air_yds_per_rec,11.5,,,,,
player,201810140rai,sea,BaldDo00,rec_yac,22,,,,,
player,201810140rai,sea,BaldDo00,rec_yac_per_rec,3.7,,,,,
player,201810140rai,sea,BaldDo00,rec_broken_tackles,0,,,,,
player,201810140rai,sea,BaldDo00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,BaldDo00,rec_drops,0,,,,,
player,201810140rai,sea,BaldDo00,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,LockTy00,targets,4,,,,,
player,201810140rai,sea,LockTy00,rec,3,,,,,
player,201810140rai,sea,LockTy00,rec_yds,13,,,,,
player,201810140rai,sea,LockTy00,rec_first_down,1,,,,,
player,201810140rai,sea,LockTy00,rec_air_yds,4,,,,,
player,201810140rai,sea,LockTy00,rec_air_yds_per_rec,1.3,,,,,
player,201810140rai,sea,LockTy00,rec_yac,9,,,,,
player,201810140rai,sea,LockTy00,rec_yac_per_rec,3.0,,,,,
player,201810140rai,sea,LockTy00,rec_broken_tackles,0,,,,,
player,201810140rai,sea,LockTy00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,LockTy00,rec_drops,0,,,,,
player,201810140rai,sea,LockTy00,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,PennRa00,targets,2,,,,,
player,201810140rai,sea,PennRa00,rec,2,,,,,
player,201810140rai,sea,PennRa00,rec_yds,27,,,,,
player,201810140rai,sea,PennRa00,rec_first_down,1,,,,,
player,201810140rai,sea,PennRa00,rec_air_yds,-4,,,,,
player,201810140rai,sea,PennRa00,rec_air_yds_per_rec,-2.0,,,,,
player,201810140rai,sea,PennRa00,rec_yac,31,,,,,
player,201810140rai,sea,PennRa00,rec_yac_per_rec,15.5,,,,,
player,201810140rai,sea,PennRa00,rec_broken_tackles,0,,,,,
player,201810140rai,sea,PennRa00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,PennRa00,rec_drops,0,,,,,
player,201810140rai,sea,PennRa00,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,MoorDa03,targets,3,,,,,
player,201810140rai,sea,MoorDa03,rec,2,,,,,
player,201810140rai,sea,MoorDa03,rec_yds,47,,,,,
player,201810140rai,sea,MoorDa03,rec_first_down,2,,,,,
player,201810140rai,sea,MoorDa03,rec_air_yds,45,,,,,
player,201810140rai,sea,MoorDa03,rec_air_yds_per_rec,22.5,,,,,
player,201810140rai,sea,MoorDa03,rec_yac,2,,,,,
player,201810140rai,sea,MoorDa03,rec_yac_per_rec,1.0,,,,,
player,201810140rai,sea,MoorDa03,rec_broken_tackles,0,,,,,
player,201810140rai,sea,MoorDa03,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,MoorDa03,rec_drops,0,,,,,
player,201810140rai,sea,MoorDa03,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,MarsBr00,targets,1,,,,,
player,201810140rai,sea,MarsBr00,rec,1,,,,,
player,201810140rai,sea,MarsBr00,rec_yds,11,,,,,
player,201810140rai,sea,MarsBr00,rec_first_down,1,,,,,
player,201810140rai,sea,MarsBr00,rec_air_yds,8,,,,,
player,201810140rai,sea,MarsBr00,rec_air_yds_per_rec,8.0,,,,,
player,201810140rai,sea,MarsBr00,rec_yac,3,,,,,
player,201810140rai,sea,MarsBr00,rec_yac_per_rec,3.0,,,,,
player,201810140rai,sea,MarsBr00,rec_broken_tackles,0,,,,,
player,201810140rai,sea,MarsBr00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,MarsBr00,rec_drops,0,,,,,
player,201810140rai,sea,MarsBr00,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,SwooTy00,targets,1,,,,,
player,201810140rai,sea,SwooTy00,rec,1,,,,,
player,201810140rai,sea,SwooTy00,rec_yds,23,,,,,
player,201810140rai,sea,SwooTy00,rec_first_down,1,,,,,
player,201810140rai,sea,SwooTy00,rec_air_yds,8,,,,,
player,201810140rai,sea,SwooTy00,rec_air_yds_per_rec,8.0,,,,,
player,201810140rai,sea,SwooTy00,rec_yac,15,,,,,
player,201810140rai,sea,SwooTy00,rec_yac_per_rec,15.0,,,,,
player,201810140rai,sea,SwooTy00,rec_broken_tackles,0,,,,,
player,201810140rai,sea,SwooTy00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,SwooTy00,rec_drops,0,,,,,
player,201810140rai,sea,SwooTy00,rec_drop_pct,0.0,,,,,
player,201810140rai,sea,DaviMi01,targets,3,,,,,
player,201810140rai,sea,DaviMi01,rec,1,,,,,
player,201810140rai,sea,DaviMi01,rec_yds,5,,,,,
player,201810140rai,sea,DaviMi01,rec_first_down,0,,,,,
player,201810140rai,sea,DaviMi01,rec_air_yds,-1,,,,,
player,201810140rai,sea,DaviMi01,rec_air_yds_per_rec,-1.0,,,,,
player,201810140rai,sea,DaviMi01,rec_yac,6,,,,,
player,201810140rai,sea,DaviMi01,rec_yac_per_rec,6.0,,,,,
player,201810140rai,sea,DaviMi01,rec_broken_tackles,1,,,,,
player,201810140rai,sea,DaviMi01,rec_broken_tackles_per_rec,1.0,,,,,
player,201810140rai,sea,DaviMi01,rec_drops,1,,,,,
player,201810140rai,sea,DaviMi01,rec_drop_pct,33.3,,,,,
player,201810140rai,sea,BrowJa03,targets,1,,,,,
player,201810140rai,sea,BrowJa03,rec,1,,,,,
player,201810140rai,sea,BrowJa03,rec_yds,5,,,,,
player,201810140rai,sea,BrowJa03,rec_first_down,1,,,,,
player,201810140rai,sea,BrowJa03,rec_air_yds,5,,,,,
player,201810140rai,sea,BrowJa03,rec_air_yds_per_rec,5.0,,,,,
player,201810140rai,sea,BrowJa03,rec_yac,0,,,,,
player,201810140rai,sea,BrowJa03,rec_yac_per_rec,0.0,,,,,
player,201810140rai,sea,BrowJa03,rec_broken_tackles,0,,,,,
player,201810140rai,sea,BrowJa03,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,sea,BrowJa03,rec_drops,0,,,,,
player,201810140rai,sea,BrowJa03,rec_drop_pct,0.0,,,,,
player,201810140rai,rai,RichJa01,targets,8,,,,,
player,201810140rai,rai,RichJa01,rec,7,,,,,
player,201810140rai,rai,RichJa01,rec_yds,48,,,,,
player,201810140rai,rai,RichJa01,rec_first_down,1,,,,,
player,201810140rai,rai,RichJa01,rec_air_yds,-6,,,,,
player,201810140rai,rai,RichJa01,rec_air_yds_per_rec,-0.9,,,,,
player,201810140rai,rai,RichJa01,rec_yac,54,,,,,
player,201810140rai,rai,RichJa01,rec_yac_per_rec,7.7,,,,,
player,201810140rai,rai,RichJa01,rec_broken_tackles,0,,,,,
player,201810140rai,rai,RichJa01,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,rai,RichJa01,rec_drops,0,,,,,
player,201810140rai,rai,RichJa01,rec_drop_pct,0.0,,,,,
player,201810140rai,rai,RobeSe00,targets,6,,,,,
player,201810140rai,rai,RobeSe00,rec,5,,,,,
player,201810140rai,rai,RobeSe00,rec_yds,31,,,,,
player,201810140rai,rai,RobeSe00,rec_first_down,2,,,,,
player,201810140rai,rai,RobeSe00,rec_air_yds,0,,,,,
player,201810140rai,rai,RobeSe00,rec_air_yds_per_rec,0.0,,,,,
player,201810140rai,rai,RobeSe00,rec_yac,31,,,,,
player,201810140rai,rai,RobeSe00,rec_yac_per_rec,6.2,,,,,
player,201810140rai,rai,RobeSe00,rec_broken_tackles,0,,,,,
player,201810140rai,rai,RobeSe00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,rai,RobeSe00,rec_drops,0,,,,,
player,201810140rai,rai,RobeSe00,rec_drop_pct,0.0,,,,,
player,201810140rai,rai,LyncMa00,targets,5,,,,,
player,201810140rai,rai,LyncMa00,rec,3,,,,,
player,201810140rai,rai,LyncMa00,rec_yds,14,,,,,
player,201810140rai,rai,LyncMa00,rec_first_down,2,,,,,
player,201810140rai,rai,LyncMa00,rec_air_yds,-5,,,,,
player,201810140rai,rai,LyncMa00,rec_air_yds_per_rec,-1.7,,,,,
player,201810140rai,rai,LyncMa00,rec_yac,19,,,,,
player,201810140rai,rai,LyncMa00,rec_yac_per_rec,6.3,,,,,
player,201810140rai,rai,LyncMa00,rec_broken_tackles,0,,,,,
player,201810140rai,rai,LyncMa00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,rai,LyncMa00,rec_drops,2,,,,,
player,201810140rai,rai,LyncMa00,rec_drop_pct,40.0,,,,,
player,201810140rai,rai,NelsJo00,targets,3,,,,,
player,201810140rai,rai,NelsJo00,rec,2,,,,,
player,201810140rai,rai,NelsJo00,rec_yds,6,,,,,
player,201810140rai,rai,NelsJo00,rec_first_down,1,,,,,
player,201810140rai,rai,NelsJo00,rec_air_yds,5,,,,,
player,201810140rai,rai,NelsJo00,rec_air_yds_per_rec,2.5,,,,,
player,201810140rai,rai,NelsJo00,rec_yac,1,,,,,
player,201810140rai,rai,NelsJo00,rec_yac_per_rec,0.5,,,,,
player,201810140rai,rai,NelsJo00,rec_broken_tackles,0,,,,,
player,201810140rai,rai,NelsJo00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,rai,NelsJo00,rec_drops,0,,,,,
player,201810140rai,rai,NelsJo00,rec_drop_pct,0.0,,,,,
player,201810140rai,rai,BryaMa00,targets,3,,,,,
player,201810140rai,rai,BryaMa00,rec,2,,,,,
player,201810140rai,rai,BryaMa00,rec_yds,18,,,,,
player,201810140rai,rai,BryaMa00,rec_first_down,1,,,,,
player,201810140rai,rai,BryaMa00,rec_air_yds,-1,,,,,
player,201810140rai,rai,BryaMa00,rec_air_yds_per_rec,-0.5,,,,,
player,201810140rai,rai,BryaMa00,rec_yac,19,,,,,
player,201810140rai,rai,BryaMa00,rec_yac_per_rec,9.5,,,,,
player,201810140rai,rai,BryaMa00,rec_broken_tackles,0,,,,,
player,201810140rai,rai,BryaMa00,rec_broken_tackles_per_rec,,,,,,
player,201810140rai,rai,BryaMa00,rec_drops,0,,,,,
player,201810140rai,rai,BryaMa00,rec_drop_pct,0.0,,,,,
player,201810140rai,rai,CookJa02,targets,2,,,,,
player,201810140rai,rai,CookJa02,rec,2,,,,,
player,201810140rai,rai,CookJa02,rec_yds,10,,,,,
player,201810140rai,rai,CookJa02,rec_first_down,1,,,,,
player,201810140rai,rai,CookJa02,rec_air_yds,0,,,,,
player,201810140rai,rai,CookJa02,rec_air_yds_per_rec,0.0,,,,,
player,201810140rai,rai,CookJa02,rec_yac,10,,,,,
player,201810140rai,rai,CookJa02,rec_yac_per_rec,5.0,,,,,
player,201810140rai,rai,CookJa02,rec_broken_tackles,0,,,,,
player,201810140rai,rai,CookJa02,rec_broken_tackles_per_rec,,,,,,
