game,2018,6,20181014,201810140rai,sea,"Seattle Seahawks",27,rai,"Oakland Raiders",3
player,201810140rai,sea,PennRa00,rec_yds,27,,,,,
player,201810140rai,sea,PennRa00,rec_td,0,,,,,
player,201810140rai,sea,PennRa00,rec_long,24,,,,,
player,201810140rai,sea,PennRa00,fumbles,0,,,,,
player,201810140rai,sea,PennRa00,fumbles_lost,0,,,,,
player,201810140rai,sea,DaviMi01,pass_cmp,0,,,,,
player,201810140rai,sea,DaviMi01,pass_att,0,,,,,
player,201810140rai,sea,DaviMi01,pass_yds,0,,,,,
player,201810140rai,sea,DaviMi01,pass_td,0,,,,,
player,201810140rai,sea,DaviMi01,pass_int,0,,,,,
player,201810140rai,sea,DaviMi01,pass_sacked,0,,,,,
player,201810140rai,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201810140rai,sea,DaviMi01,pass_long,0,,,,,
player,201810140rai,sea,DaviMi01,pass_rating,,,,,,
player,201810140rai,sea,DaviMi01,rush_att,6,,,,,
player,201810140rai,sea,DaviMi01,rush_yds,21,,,,,
player,201810140rai,sea,DaviMi01,rush_td,0,,,,,
player,201810140rai,sea,DaviMi01,rush_long,8,,,,,
player,201810140rai,sea,DaviMi01,targets,3,,,,,
player,201810140rai,sea,DaviMi01,rec,1,,,,,
player,201810140rai,sea,DaviMi01,rec_yds,5,,,,,
player,201810140rai,sea,DaviMi01,rec_td,0,,,,,
player,201810140rai,sea,DaviMi01,rec_long,5,,,,,
player,201810140rai,sea,DaviMi01,fumbles,0,,,,,
player,201810140rai,sea,DaviMi01,fumbles_lost,0,,,,,
player,201810140rai,sea,LockTy00,pass_cmp,0,,,,,
player,201810140rai,sea,LockTy00,pass_att,0,,,,,
player,201810140rai,sea,LockTy00,pass_yds,0,,,,,
player,201810140rai,sea,LockTy00,pass_td,0,,,,,
player,201810140rai,sea,LockTy00,pass_int,0,,,,,
player,201810140rai,sea,LockTy00,pass_sacked,0,,,,,
player,201810140rai,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201810140rai,sea,LockTy00,pass_long,0,,,,,
player,201810140rai,sea,LockTy00,pass_rating,,,,,,
player,201810140rai,sea,LockTy00,rush_att,1,,,,,
player,201810140rai,sea,LockTy00,rush_yds,7,,,,,
player,201810140rai,sea,LockTy00,rush_td,0,,,,,
player,201810140rai,sea,LockTy00,rush_long,7,,,,,
player,201810140rai,sea,LockTy00,targets,4,,,,,
player,201810140rai,sea,LockTy00,rec,3,,,,,
player,201810140rai,sea,LockTy00,rec_yds,13,,,,,
player,201810140rai,sea,LockTy00,rec_td,1,,,,,
player,201810140rai,sea,LockTy00,rec_long,10,,,,,
player,201810140rai,sea,LockTy00,fumbles,0,,,,,
player,201810140rai,sea,LockTy00,fumbles_lost,0,,,,,
player,201810140rai,sea,MoorDa03,pass_cmp,0,,,,,
player,201810140rai,sea,MoorDa03,pass_att,0,,,,,
player,201810140rai,sea,MoorDa03,pass_yds,0,,,,,
player,201810140rai,sea,MoorDa03,pass_td,0,,,,,
player,201810140rai,sea,MoorDa03,pass_int,0,,,,,
player,201810140rai,sea,MoorDa03,pass_sacked,0,,,,,
player,201810140rai,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201810140rai,sea,MoorDa03,pass_long,0,,,,,
player,201810140rai,sea,MoorDa03,pass_rating,,,,,,
player,201810140rai,sea,MoorDa03,rush_att,1,,,,,
player,201810140rai,sea,MoorDa03,rush_yds,5,,,,,
player,201810140rai,sea,MoorDa03,rush_td,0,,,,,
player,201810140rai,sea,MoorDa03,rush_long,5,,,,,
player,201810140rai,sea,MoorDa03,targets,3,,,,,
player,201810140rai,sea,MoorDa03,rec,2,,,,,
player,201810140rai,sea,MoorDa03,rec_yds,47,,,,,
player,201810140rai,sea,MoorDa03,rec_td,1,,,,,
player,201810140rai,sea,MoorDa03,rec_long,28,,,,,
player,201810140rai,sea,MoorDa03,fumbles,0,,,,,
player,201810140rai,sea,MoorDa03,fumbles_lost,0,,,,,
player,201810140rai,sea,BaldDo00,pass_cmp,0,,,,,
player,201810140rai,sea,BaldDo00,pass_att,0,,,,,
player,201810140rai,sea,BaldDo00,pass_yds,0,,,,,
player,201810140rai,sea,BaldDo00,pass_td,0,,,,,
player,201810140rai,sea,BaldDo00,pass_int,0,,,,,
player,201810140rai,sea,BaldDo00,pass_sacked,0,,,,,
player,201810140rai,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201810140rai,sea,BaldDo00,pass_long,0,,,,,
player,201810140rai,sea,BaldDo00,pass_rating,,,,,,
player,201810140rai,sea,BaldDo00,rush_att,0,,,,,
player,201810140rai,sea,BaldDo00,rush_yds,0,,,,,
player,201810140rai,sea,BaldDo00,rush_td,0,,,,,
player,201810140rai,sea,BaldDo00,rush_long,0,,,,,
player,201810140rai,sea,BaldDo00,targets,8,,,,,
player,201810140rai,sea,BaldDo00,rec,6,,,,,
player,201810140rai,sea,BaldDo00,rec_yds,91,,,,,
player,201810140rai,sea,BaldDo00,rec_td,0,,,,,
player,201810140rai,sea,BaldDo00,rec_long,42,,,,,
player,201810140rai,sea,BaldDo00,fumbles,0,,,,,
player,201810140rai,sea,BaldDo00,fumbles_lost,0,,,,,
player,201810140rai,sea,SwooTy00,pass_cmp,0,,,,,
player,201810140rai,sea,SwooTy00,pass_att,0,,,,,
player,201810140rai,sea,SwooTy00,pass_yds,0,,,,,
player,201810140rai,sea,SwooTy00,pass_td,0,,,,,
player,201810140rai,sea,SwooTy00,pass_int,0,,,,,
player,201810140rai,sea,SwooTy00,pass_sacked,0,,,,,
player,201810140rai,sea,SwooTy00,pass_sacked_yds,0,,,,,
player,201810140rai,sea,SwooTy00,pass_long,0,,,,,
player,201810140rai,sea,SwooTy00,pass_rating,,,,,,
player,201810140rai,sea,SwooTy00,rush_att,0,,,,,
player,201810140rai,sea,SwooTy00,rush_yds,0,,,,,
player,201810140rai,sea,SwooTy00,rush_td,0,,,,,
player,201810140rai,sea,SwooTy00,rush_long,0,,,,,
player,201810140rai,sea,SwooTy00,targets,1,,,,,
player,201810140rai,sea,SwooTy00,rec,1,,,,,
player,201810140rai,sea,SwooTy00,rec_yds,23,,,,,
player,201810140rai,sea,SwooTy00,rec_td,0,,,,,
player,201810140rai,sea,SwooTy00,rec_long,23,,,,,
player,201810140rai,sea,SwooTy00,fumbles,0,,,,,
player,201810140rai,sea,SwooTy00,fumbles_lost,0,,,,,
player,201810140rai,sea,MarsBr00,pass_cmp,0,,,,,
player,201810140rai,sea,MarsBr00,pass_att,0,,,,,
player,201810140rai,sea,MarsBr00,pass_yds,0,,,,,
player,201810140rai,sea,MarsBr00,pass_td,0,,,,,
player,201810140rai,sea,MarsBr00,pass_int,0,,,,,
player,201810140rai,sea,MarsBr00,pass_sacked,0,,,,,
player,201810140rai,sea,MarsBr00,pass_sacked_yds,0,,,,,
player,201810140rai,sea,MarsBr00,pass_long,0,,,,,
player,201810140rai,sea,MarsBr00,pass_rating,,,,,,
player,201810140rai,sea,MarsBr00,rush_att,0,,,,,
player,201810140rai,sea,MarsBr00,rush_yds,0,,,,,
player,201810140rai,sea,MarsBr00,rush_td,0,,,,,
player,201810140rai,sea,MarsBr00,rush_long,0,,,,,
player,201810140rai,sea,MarsBr00,targets,1,,,,,
player,201810140rai,sea,MarsBr00,rec,1,,,,,
player,201810140rai,sea,MarsBr00,rec_yds,11,,,,,
player,201810140rai,sea,MarsBr00,rec_td,0,,,,,
player,201810140rai,sea,MarsBr00,rec_long,11,,,,,
player,201810140rai,sea,MarsBr00,fumbles,0,,,,,
player,201810140rai,sea,MarsBr00,fumbles_lost,0,,,,,
player,201810140rai,sea,BrowJa03,pass_cmp,0,,,,,
player,201810140rai,sea,BrowJa03,pass_att,0,,,,,
player,201810140rai,sea,BrowJa03,pass_yds,0,,,,,
player,201810140rai,sea,BrowJa03,pass_td,0,,,,,
player,201810140rai,sea,BrowJa03,pass_int,0,,,,,
player,201810140rai,sea,BrowJa03,pass_sacked,0,,,,,
player,201810140rai,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201810140rai,sea,BrowJa03,pass_long,0,,,,,
player,201810140rai,sea,BrowJa03,pass_rating,,,,,,
player,201810140rai,sea,BrowJa03,rush_att,0,,,,,
player,201810140rai,sea,BrowJa03,rush_yds,0,,,,,
player,201810140rai,sea,BrowJa03,rush_td,0,,,,,
player,201810140rai,sea,BrowJa03,rush_long,0,,,,,
player,201810140rai,sea,BrowJa03,targets,1,,,,,
player,201810140rai,sea,BrowJa03,rec,1,,,,,
player,201810140rai,sea,BrowJa03,rec_yds,5,,,,,
player,201810140rai,sea,BrowJa03,rec_td,1,,,,,
player,201810140rai,sea,BrowJa03,rec_long,5,,,,,
player,201810140rai,sea,BrowJa03,fumbles,0,,,,,
player,201810140rai,sea,BrowJa03,fumbles_lost,0,,,,,
player,201810140rai,rai,CarrDe02,pass_cmp,23,,,,,
player,201810140rai,rai,CarrDe02,pass_att,31,,,,,
player,201810140rai,rai,CarrDe02,pass_yds,142,,,,,
player,201810140rai,rai,CarrDe02,pass_td,0,,,,,
player,201810140rai,rai,CarrDe02,pass_int,0,,,,,
player,201810140rai,rai,CarrDe02,pass_sacked,6,,,,,
player,201810140rai,rai,CarrDe02,pass_sacked_yds,36,,,,,
player,201810140rai,rai,CarrDe02,pass_long,21,,,,,
player,201810140rai,rai,CarrDe02,pass_rating,83.0,,,,,
player,201810140rai,rai,CarrDe02,rush_att,4,,,,,
player,201810140rai,rai,CarrDe02,rush_yds,31,,,,,
player,201810140rai,rai,CarrDe02,rush_td,0,,,,,
player,201810140rai,rai,CarrDe02,rush_long,15,,,,,
player,201810140rai,rai,CarrDe02,targets,0,,,,,
player,201810140rai,rai,CarrDe02,rec,0,,,,,
player,201810140rai,rai,CarrDe02,rec_yds,0,,,,,
player,201810140rai,rai,CarrDe02,rec_td,0,,,,,
player,201810140rai,rai,CarrDe02,rec_long,0,,,,,
player,201810140rai,rai,CarrDe02,fumbles,2,,,,,
player,201810140rai,rai,CarrDe02,fumbles_lost,2,,,,,
player,201810140rai,rai,LyncMa00,pass_cmp,0,,,,,
player,201810140rai,rai,LyncMa00,pass_att,0,,,,,
player,201810140rai,rai,LyncMa00,pass_yds,0,,,,,
player,201810140rai,rai,LyncMa00,pass_td,0,,,,,
player,201810140rai,rai,LyncMa00,pass_int,0,,,,,
player,201810140rai,rai,LyncMa00,pass_sacked,0,,,,,
player,201810140rai,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,LyncMa00,pass_long,0,,,,,
player,201810140rai,rai,LyncMa00,pass_rating,,,,,,
player,201810140rai,rai,LyncMa00,rush_att,13,,,,,
player,201810140rai,rai,LyncMa00,rush_yds,45,,,,,
player,201810140rai,rai,LyncMa00,rush_td,0,,,,,
player,201810140rai,rai,LyncMa00,rush_long,13,,,,,
player,201810140rai,rai,LyncMa00,targets,5,,,,,
player,201810140rai,rai,LyncMa00,rec,3,,,,,
player,201810140rai,rai,LyncMa00,rec_yds,14,,,,,
player,201810140rai,rai,LyncMa00,rec_td,0,,,,,
player,201810140rai,rai,LyncMa00,rec_long,13,,,,,
player,201810140rai,rai,LyncMa00,fumbles,0,,,,,
player,201810140rai,rai,LyncMa00,fumbles_lost,0,,,,,
player,201810140rai,rai,RichJa01,pass_cmp,0,,,,,
player,201810140rai,rai,RichJa01,pass_att,0,,,,,
player,201810140rai,rai,RichJa01,pass_yds,0,,,,,
player,201810140rai,rai,RichJa01,pass_td,0,,,,,
player,201810140rai,rai,RichJa01,pass_int,0,,,,,
player,201810140rai,rai,RichJa01,pass_sacked,0,,,,,
player,201810140rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201810140rai,rai,RichJa01,pass_long,0,,,,,
player,201810140rai,rai,RichJa01,pass_rating,,,,,,
player,201810140rai,rai,RichJa01,rush_att,2,,,,,
player,201810140rai,rai,RichJa01,rush_yds,3,,,,,
player,201810140rai,rai,RichJa01,rush_td,0,,,,,
player,201810140rai,rai,RichJa01,rush_long,2,,,,,
player,201810140rai,rai,RichJa01,targets,8,,,,,
player,201810140rai,rai,RichJa01,rec,7,,,,,
player,201810140rai,rai,RichJa01,rec_yds,48,,,,,
player,201810140rai,rai,RichJa01,rec_td,0,,,,,
player,201810140rai,rai,RichJa01,rec_long,21,,,,,
player,201810140rai,rai,RichJa01,fumbles,0,,,,,
player,201810140rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201810140rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201810140rai,rai,RobeSe00,pass_att,0,,,,,
player,201810140rai,rai,RobeSe00,pass_yds,0,,,,,
player,201810140rai,rai,RobeSe00,pass_td,0,,,,,
player,201810140rai,rai,RobeSe00,pass_int,0,,,,,
player,201810140rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201810140rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,RobeSe00,pass_long,0,,,,,
player,201810140rai,rai,RobeSe00,pass_rating,,,,,,
player,201810140rai,rai,RobeSe00,rush_att,0,,,,,
player,201810140rai,rai,RobeSe00,rush_yds,0,,,,,
player,201810140rai,rai,RobeSe00,rush_td,0,,,,,
player,201810140rai,rai,RobeSe00,rush_long,0,,,,,
player,201810140rai,rai,RobeSe00,targets,6,,,,,
player,201810140rai,rai,RobeSe00,rec,5,,,,,
player,201810140rai,rai,RobeSe00,rec_yds,31,,,,,
player,201810140rai,rai,RobeSe00,rec_td,0,,,,,
player,201810140rai,rai,RobeSe00,rec_long,9,,,,,
player,201810140rai,rai,RobeSe00,fumbles,0,,,,,
player,201810140rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201810140rai,rai,BryaMa00,pass_cmp,0,,,,,
player,201810140rai,rai,BryaMa00,pass_att,0,,,,,
player,201810140rai,rai,BryaMa00,pass_yds,0,,,,,
player,201810140rai,rai,BryaMa00,pass_td,0,,,,,
player,201810140rai,rai,BryaMa00,pass_int,0,,,,,
player,201810140rai,rai,BryaMa00,pass_sacked,0,,,,,
player,201810140rai,rai,BryaMa00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,BryaMa00,pass_long,0,,,,,
player,201810140rai,rai,BryaMa00,pass_rating,,,,,,
player,201810140rai,rai,BryaMa00,rush_att,0,,,,,
player,201810140rai,rai,BryaMa00,rush_yds,0,,,,,
player,201810140rai,rai,BryaMa00,rush_td,0,,,,,
player,201810140rai,rai,BryaMa00,rush_long,0,,,,,
player,201810140rai,rai,BryaMa00,targets,3,,,,,
player,201810140rai,rai,BryaMa00,rec,2,,,,,
player,201810140rai,rai,BryaMa00,rec_yds,18,,,,,
player,201810140rai,rai,BryaMa00,rec_td,0,,,,,
player,201810140rai,rai,BryaMa00,rec_long,12,,,,,
player,201810140rai,rai,BryaMa00,fumbles,0,,,,,
player,201810140rai,rai,BryaMa00,fumbles_lost,0,,,,,
player,201810140rai,rai,CookJa02,pass_cmp,0,,,,,
player,201810140rai,rai,CookJa02,pass_att,0,,,,,
player,201810140rai,rai,CookJa02,pass_yds,0,,,,,
player,201810140rai,rai,CookJa02,pass_td,0,,,,,
player,201810140rai,rai,CookJa02,pass_int,0,,,,,
player,201810140rai,rai,CookJa02,pass_sacked,0,,,,,
player,201810140rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201810140rai,rai,CookJa02,pass_long,0,,,,,
player,201810140rai,rai,CookJa02,pass_rating,,,,,,
player,201810140rai,rai,CookJa02,rush_att,0,,,,,
player,201810140rai,rai,CookJa02,rush_yds,0,,,,,
player,201810140rai,rai,CookJa02,rush_td,0,,,,,
player,201810140rai,rai,CookJa02,rush_long,0,,,,,
player,201810140rai,rai,CookJa02,targets,2,,,,,
player,201810140rai,rai,CookJa02,rec,2,,,,,
player,201810140rai,rai,CookJa02,rec_yds,10,,,,,
player,201810140rai,rai,CookJa02,rec_td,0,,,,,
player,201810140rai,rai,CookJa02,rec_long,8,,,,,
player,201810140rai,rai,CookJa02,fumbles,0,,,,,
player,201810140rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201810140rai,rai,MartDo00,pass_cmp,0,,,,,
player,201810140rai,rai,MartDo00,pass_att,0,,,,,
player,201810140rai,rai,MartDo00,pass_yds,0,,,,,
player,201810140rai,rai,MartDo00,pass_td,0,,,,,
player,201810140rai,rai,MartDo00,pass_int,0,,,,,
player,201810140rai,rai,MartDo00,pass_sacked,0,,,,,
player,201810140rai,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,MartDo00,pass_long,0,,,,,
player,201810140rai,rai,MartDo00,pass_rating,,,,,,
player,201810140rai,rai,MartDo00,rush_att,0,,,,,
player,201810140rai,rai,MartDo00,rush_yds,0,,,,,
player,201810140rai,rai,MartDo00,rush_td,0,,,,,
player,201810140rai,rai,MartDo00,rush_long,0,,,,,
player,201810140rai,rai,MartDo00,targets,1,,,,,
player,201810140rai,rai,MartDo00,rec,1,,,,,
player,201810140rai,rai,MartDo00,rec_yds,8,,,,,
player,201810140rai,rai,MartDo00,rec_td,0,,,,,
player,201810140rai,rai,MartDo00,rec_long,8,,,,,
player,201810140rai,rai,MartDo00,fumbles,0,,,,,
player,201810140rai,rai,MartDo00,fumbles_lost,0,,,,,
player,201810140rai,rai,HarrDw00,pass_cmp,0,,,,,
player,201810140rai,rai,HarrDw00,pass_att,0,,,,,
player,201810140rai,rai,HarrDw00,pass_yds,0,,,,,
player,201810140rai,rai,HarrDw00,pass_td,0,,,,,
player,201810140rai,rai,HarrDw00,pass_int,0,,,,,
player,201810140rai,rai,HarrDw00,pass_sacked,0,,,,,
player,201810140rai,rai,HarrDw00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,HarrDw00,pass_long,0,,,,,
player,201810140rai,rai,HarrDw00,pass_rating,,,,,,
player,201810140rai,rai,HarrDw00,rush_att,0,,,,,
player,201810140rai,rai,HarrDw00,rush_yds,0,,,,,
player,201810140rai,rai,HarrDw00,rush_td,0,,,,,
player,201810140rai,rai,HarrDw00,rush_long,0,,,,,
player,201810140rai,rai,HarrDw00,targets,1,,,,,
player,201810140rai,rai,HarrDw00,rec,1,,,,,
player,201810140rai,rai,HarrDw00,rec_yds,7,,,,,
player,201810140rai,rai,HarrDw00,rec_td,0,,,,,
player,201810140rai,rai,HarrDw00,rec_long,7,,,,,
player,201810140rai,rai,HarrDw00,fumbles,1,,,,,
player,201810140rai,rai,HarrDw00,fumbles_lost,0,,,,,
player,201810140rai,rai,NelsJo00,pass_cmp,0,,,,,
player,201810140rai,rai,NelsJo00,pass_att,0,,,,,
player,201810140rai,rai,NelsJo00,pass_yds,0,,,,,
player,201810140rai,rai,NelsJo00,pass_td,0,,,,,
player,201810140rai,rai,NelsJo00,pass_int,0,,,,,
player,201810140rai,rai,NelsJo00,pass_sacked,0,,,,,
player,201810140rai,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,NelsJo00,pass_long,0,,,,,
player,201810140rai,rai,NelsJo00,pass_rating,,,,,,
player,201810140rai,rai,NelsJo00,rush_att,0,,,,,
player,201810140rai,rai,NelsJo00,rush_yds,0,,,,,
player,201810140rai,rai,NelsJo00,rush_td,0,,,,,
player,201810140rai,rai,NelsJo00,rush_long,0,,,,,
player,201810140rai,rai,NelsJo00,targets,3,,,,,
player,201810140rai,rai,NelsJo00,rec,2,,,,,
player,201810140rai,rai,NelsJo00,rec_yds,6,,,,,
player,201810140rai,rai,NelsJo00,rec_td,0,,,,,
player,201810140rai,rai,NelsJo00,rec_long,5,,,,,
player,201810140rai,rai,NelsJo00,fumbles,0,,,,,
player,201810140rai,rai,NelsJo00,fumbles_lost,0,,,,,
player,201810140rai,rai,CoopAm00,pass_cmp,0,,,,,
player,201810140rai,rai,CoopAm00,pass_att,0,,,,,
player,201810140rai,rai,CoopAm00,pass_yds,0,,,,,
player,201810140rai,rai,CoopAm00,pass_td,0,,,,,
player,201810140rai,rai,CoopAm00,pass_int,0,,,,,
player,201810140rai,rai,CoopAm00,pass_sacked,0,,,,,
player,201810140rai,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201810140rai,rai,CoopAm00,pass_long,0,,,,,
player,201810140rai,rai,CoopAm00,pass_rating,,,,,,
player,201810140rai,rai,CoopAm00,rush_att,0,,,,,
player,201810140rai,rai,CoopAm00,rush_yds,0,,,,,
player,201810140rai,rai,CoopAm00,rush_td,0,,,,,
player,201810140rai,rai,CoopAm00,rush_long,0,,,,,
player,201810140rai,rai,CoopAm00,targets,1,,,,,
player,201810140rai,rai,CoopAm00,rec,0,,,,,
player,201810140rai,rai,CoopAm00,rec_yds,0,,,,,
player,201810140rai,rai,CoopAm00,rec_td,0,,,,,
player,201810140rai,rai,CoopAm00,rec_long,0,,,,,
player,201810140rai,rai,CoopAm00,fumbles,0,,,,,
player,201810140rai,rai,CoopAm00,fumbles_lost,0,,,,,
player,201810140rai,sea,ClarFr01,def_int,0,,,,,
player,201810140rai,sea,ClarFr01,def_int_yds,0,,,,,
player,201810140rai,sea,ClarFr01,def_int_td,0,,,,,
player,201810140rai,sea,ClarFr01,def_int_long,0,,,,,
player,201810140rai,sea,ClarFr01,pass_defended,0,,,,,
player,201810140rai,sea,ClarFr01,sacks,2.5,,,,,
player,201810140rai,sea,ClarFr01,tackles_combined,4,,,,,
player,201810140rai,sea,ClarFr01,tackles_solo,3,,,,,
player,201810140rai,sea,ClarFr01,tackles_assists,1,,,,,
player,201810140rai,sea,ClarFr01,tackles_loss,0,,,,,
player,201810140rai,sea,ClarFr01,qb_hits,3,,,,,
player,201810140rai,sea,ClarFr01,fumbles_rec,0,,,,,
player,201810140rai,sea,ClarFr01,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,ClarFr01,fumbles_rec_td,0,,,,,
player,201810140rai,sea,ClarFr01,fumbles_forced,2,,,,,
player,201810140rai,sea,ReedJa02,def_int,0,,,,,
player,201810140rai,sea,ReedJa02,def_int_yds,0,,,,,
player,201810140rai,sea,ReedJa02,def_int_td,0,,,,,
player,201810140rai,sea,ReedJa02,def_int_long,0,,,,,
player,201810140rai,sea,ReedJa02,pass_defended,0,,,,,
player,201810140rai,sea,ReedJa02,sacks,1.0,,,,,
player,201810140rai,sea,ReedJa02,tackles_combined,5,,,,,
player,201810140rai,sea,ReedJa02,tackles_solo,5,,,,,
player,201810140rai,sea,ReedJa02,tackles_assists,0,,,,,
player,201810140rai,sea,ReedJa02,tackles_loss,1,,,,,
player,201810140rai,sea,ReedJa02,qb_hits,2,,,,,
player,201810140rai,sea,ReedJa02,fumbles_rec,1,,,,,
player,201810140rai,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201810140rai,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201810140rai,sea,ReedJa02,fumbles_forced,0,,,,,
player,201810140rai,sea,JackBr04,def_int,0,,,,,
player,201810140rai,sea,JackBr04,def_int_yds,0,,,,,
player,201810140rai,sea,JackBr04,def_int_td,0,,,,,
