game,2018,5,20181007,201810070htx,dal,"Dallas Cowboys",16,htx,"Houston Texans",19
player,201810070htx,dal,ElliEz00,rush_yds,54,,,,,
player,201810070htx,dal,ElliEz00,rush_td,0,,,,,
player,201810070htx,dal,ElliEz00,rush_long,14,,,,,
player,201810070htx,dal,ElliEz00,targets,7,,,,,
player,201810070htx,dal,ElliEz00,rec,7,,,,,
player,201810070htx,dal,ElliEz00,rec_yds,30,,,,,
player,201810070htx,dal,ElliEz00,rec_td,0,,,,,
player,201810070htx,dal,ElliEz00,rec_long,10,,,,,
player,201810070htx,dal,ElliEz00,fumbles,0,,,,,
player,201810070htx,dal,ElliEz00,fumbles_lost,0,,,,,
player,201810070htx,dal,SmitRo06,pass_cmp,0,,,,,
player,201810070htx,dal,SmitRo06,pass_att,0,,,,,
player,201810070htx,dal,SmitRo06,pass_yds,0,,,,,
player,201810070htx,dal,SmitRo06,pass_td,0,,,,,
player,201810070htx,dal,SmitRo06,pass_int,0,,,,,
player,201810070htx,dal,SmitRo06,pass_sacked,0,,,,,
player,201810070htx,dal,SmitRo06,pass_sacked_yds,0,,,,,
player,201810070htx,dal,SmitRo06,pass_long,0,,,,,
player,201810070htx,dal,SmitRo06,pass_rating,,,,,,
player,201810070htx,dal,SmitRo06,rush_att,3,,,,,
player,201810070htx,dal,SmitRo06,rush_yds,10,,,,,
player,201810070htx,dal,SmitRo06,rush_td,0,,,,,
player,201810070htx,dal,SmitRo06,rush_long,5,,,,,
player,201810070htx,dal,SmitRo06,targets,0,,,,,
player,201810070htx,dal,SmitRo06,rec,0,,,,,
player,201810070htx,dal,SmitRo06,rec_yds,0,,,,,
player,201810070htx,dal,SmitRo06,rec_td,0,,,,,
player,201810070htx,dal,SmitRo06,rec_long,0,,,,,
player,201810070htx,dal,SmitRo06,fumbles,0,,,,,
player,201810070htx,dal,SmitRo06,fumbles_lost,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_cmp,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_att,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_yds,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_td,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_int,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_sacked,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_long,0,,,,,
player,201810070htx,dal,SwaiGe00,pass_rating,,,,,,
player,201810070htx,dal,SwaiGe00,rush_att,0,,,,,
player,201810070htx,dal,SwaiGe00,rush_yds,0,,,,,
player,201810070htx,dal,SwaiGe00,rush_td,0,,,,,
player,201810070htx,dal,SwaiGe00,rush_long,0,,,,,
player,201810070htx,dal,SwaiGe00,targets,3,,,,,
player,201810070htx,dal,SwaiGe00,rec,3,,,,,
player,201810070htx,dal,SwaiGe00,rec_yds,55,,,,,
player,201810070htx,dal,SwaiGe00,rec_td,0,,,,,
player,201810070htx,dal,SwaiGe00,rec_long,43,,,,,
player,201810070htx,dal,SwaiGe00,fumbles,0,,,,,
player,201810070htx,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201810070htx,dal,AustTa00,pass_cmp,0,,,,,
player,201810070htx,dal,AustTa00,pass_att,0,,,,,
player,201810070htx,dal,AustTa00,pass_yds,0,,,,,
player,201810070htx,dal,AustTa00,pass_td,0,,,,,
player,201810070htx,dal,AustTa00,pass_int,0,,,,,
player,201810070htx,dal,AustTa00,pass_sacked,0,,,,,
player,201810070htx,dal,AustTa00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,AustTa00,pass_long,0,,,,,
player,201810070htx,dal,AustTa00,pass_rating,,,,,,
player,201810070htx,dal,AustTa00,rush_att,0,,,,,
player,201810070htx,dal,AustTa00,rush_yds,0,,,,,
player,201810070htx,dal,AustTa00,rush_td,0,,,,,
player,201810070htx,dal,AustTa00,rush_long,0,,,,,
player,201810070htx,dal,AustTa00,targets,3,,,,,
player,201810070htx,dal,AustTa00,rec,1,,,,,
player,201810070htx,dal,AustTa00,rec_yds,44,,,,,
player,201810070htx,dal,AustTa00,rec_td,0,,,,,
player,201810070htx,dal,AustTa00,rec_long,44,,,,,
player,201810070htx,dal,AustTa00,fumbles,0,,,,,
player,201810070htx,dal,AustTa00,fumbles_lost,0,,,,,
player,201810070htx,dal,GathRi00,pass_cmp,0,,,,,
player,201810070htx,dal,GathRi00,pass_att,0,,,,,
player,201810070htx,dal,GathRi00,pass_yds,0,,,,,
player,201810070htx,dal,GathRi00,pass_td,0,,,,,
player,201810070htx,dal,GathRi00,pass_int,0,,,,,
player,201810070htx,dal,GathRi00,pass_sacked,0,,,,,
player,201810070htx,dal,GathRi00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,GathRi00,pass_long,0,,,,,
player,201810070htx,dal,GathRi00,pass_rating,,,,,,
player,201810070htx,dal,GathRi00,rush_att,0,,,,,
player,201810070htx,dal,GathRi00,rush_yds,0,,,,,
player,201810070htx,dal,GathRi00,rush_td,0,,,,,
player,201810070htx,dal,GathRi00,rush_long,0,,,,,
player,201810070htx,dal,GathRi00,targets,1,,,,,
player,201810070htx,dal,GathRi00,rec,1,,,,,
player,201810070htx,dal,GathRi00,rec_yds,32,,,,,
player,201810070htx,dal,GathRi00,rec_td,0,,,,,
player,201810070htx,dal,GathRi00,rec_long,32,,,,,
player,201810070htx,dal,GathRi00,fumbles,0,,,,,
player,201810070htx,dal,GathRi00,fumbles_lost,0,,,,,
player,201810070htx,dal,ThomDe04,pass_cmp,0,,,,,
player,201810070htx,dal,ThomDe04,pass_att,0,,,,,
player,201810070htx,dal,ThomDe04,pass_yds,0,,,,,
player,201810070htx,dal,ThomDe04,pass_td,0,,,,,
player,201810070htx,dal,ThomDe04,pass_int,0,,,,,
player,201810070htx,dal,ThomDe04,pass_sacked,0,,,,,
player,201810070htx,dal,ThomDe04,pass_sacked_yds,0,,,,,
player,201810070htx,dal,ThomDe04,pass_long,0,,,,,
player,201810070htx,dal,ThomDe04,pass_rating,,,,,,
player,201810070htx,dal,ThomDe04,rush_att,0,,,,,
player,201810070htx,dal,ThomDe04,rush_yds,0,,,,,
player,201810070htx,dal,ThomDe04,rush_td,0,,,,,
player,201810070htx,dal,ThomDe04,rush_long,0,,,,,
player,201810070htx,dal,ThomDe04,targets,4,,,,,
player,201810070htx,dal,ThomDe04,rec,2,,,,,
player,201810070htx,dal,ThomDe04,rec_yds,19,,,,,
player,201810070htx,dal,ThomDe04,rec_td,0,,,,,
player,201810070htx,dal,ThomDe04,rec_long,11,,,,,
player,201810070htx,dal,ThomDe04,fumbles,0,,,,,
player,201810070htx,dal,ThomDe04,fumbles_lost,0,,,,,
player,201810070htx,dal,JarwBl00,pass_cmp,0,,,,,
player,201810070htx,dal,JarwBl00,pass_att,0,,,,,
player,201810070htx,dal,JarwBl00,pass_yds,0,,,,,
player,201810070htx,dal,JarwBl00,pass_td,0,,,,,
player,201810070htx,dal,JarwBl00,pass_int,0,,,,,
player,201810070htx,dal,JarwBl00,pass_sacked,0,,,,,
player,201810070htx,dal,JarwBl00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,JarwBl00,pass_long,0,,,,,
player,201810070htx,dal,JarwBl00,pass_rating,,,,,,
player,201810070htx,dal,JarwBl00,rush_att,0,,,,,
player,201810070htx,dal,JarwBl00,rush_yds,0,,,,,
player,201810070htx,dal,JarwBl00,rush_td,0,,,,,
player,201810070htx,dal,JarwBl00,rush_long,0,,,,,
player,201810070htx,dal,JarwBl00,targets,2,,,,,
player,201810070htx,dal,JarwBl00,rec,1,,,,,
player,201810070htx,dal,JarwBl00,rec_yds,11,,,,,
player,201810070htx,dal,JarwBl00,rec_td,0,,,,,
player,201810070htx,dal,JarwBl00,rec_long,11,,,,,
player,201810070htx,dal,JarwBl00,fumbles,0,,,,,
player,201810070htx,dal,JarwBl00,fumbles_lost,0,,,,,
player,201810070htx,dal,BeasCo00,pass_cmp,0,,,,,
player,201810070htx,dal,BeasCo00,pass_att,0,,,,,
player,201810070htx,dal,BeasCo00,pass_yds,0,,,,,
player,201810070htx,dal,BeasCo00,pass_td,0,,,,,
player,201810070htx,dal,BeasCo00,pass_int,0,,,,,
player,201810070htx,dal,BeasCo00,pass_sacked,0,,,,,
player,201810070htx,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,BeasCo00,pass_long,0,,,,,
player,201810070htx,dal,BeasCo00,pass_rating,,,,,,
player,201810070htx,dal,BeasCo00,rush_att,0,,,,,
player,201810070htx,dal,BeasCo00,rush_yds,0,,,,,
player,201810070htx,dal,BeasCo00,rush_td,0,,,,,
player,201810070htx,dal,BeasCo00,rush_long,0,,,,,
player,201810070htx,dal,BeasCo00,targets,3,,,,,
player,201810070htx,dal,BeasCo00,rec,1,,,,,
player,201810070htx,dal,BeasCo00,rec_yds,8,,,,,
player,201810070htx,dal,BeasCo00,rec_td,0,,,,,
player,201810070htx,dal,BeasCo00,rec_long,8,,,,,
player,201810070htx,dal,BeasCo00,fumbles,0,,,,,
player,201810070htx,dal,BeasCo00,fumbles_lost,0,,,,,
player,201810070htx,dal,GallMi00,pass_cmp,0,,,,,
player,201810070htx,dal,GallMi00,pass_att,0,,,,,
player,201810070htx,dal,GallMi00,pass_yds,0,,,,,
player,201810070htx,dal,GallMi00,pass_td,0,,,,,
player,201810070htx,dal,GallMi00,pass_int,0,,,,,
player,201810070htx,dal,GallMi00,pass_sacked,0,,,,,
player,201810070htx,dal,GallMi00,pass_sacked_yds,0,,,,,
player,201810070htx,dal,GallMi00,pass_long,0,,,,,
player,201810070htx,dal,GallMi00,pass_rating,,,,,,
player,201810070htx,dal,GallMi00,rush_att,0,,,,,
player,201810070htx,dal,GallMi00,rush_yds,0,,,,,
player,201810070htx,dal,GallMi00,rush_td,0,,,,,
player,201810070htx,dal,GallMi00,rush_long,0,,,,,
player,201810070htx,dal,GallMi00,targets,3,,,,,
player,201810070htx,dal,GallMi00,rec,1,,,,,
player,201810070htx,dal,GallMi00,rec_yds,6,,,,,
player,201810070htx,dal,GallMi00,rec_td,0,,,,,
player,201810070htx,dal,GallMi00,rec_long,6,,,,,
player,201810070htx,dal,GallMi00,fumbles,0,,,,,
player,201810070htx,dal,GallMi00,fumbles_lost,0,,,,,
player,201810070htx,dal,HurnAl01,pass_cmp,0,,,,,
player,201810070htx,dal,HurnAl01,pass_att,0,,,,,
player,201810070htx,dal,HurnAl01,pass_yds,0,,,,,
player,201810070htx,dal,HurnAl01,pass_td,0,,,,,
player,201810070htx,dal,HurnAl01,pass_int,0,,,,,
player,201810070htx,dal,HurnAl01,pass_sacked,0,,,,,
player,201810070htx,dal,HurnAl01,pass_sacked_yds,0,,,,,
player,201810070htx,dal,HurnAl01,pass_long,0,,,,,
player,201810070htx,dal,HurnAl01,pass_rating,,,,,,
player,201810070htx,dal,HurnAl01,rush_att,0,,,,,
player,201810070htx,dal,HurnAl01,rush_yds,0,,,,,
player,201810070htx,dal,HurnAl01,rush_td,0,,,,,
player,201810070htx,dal,HurnAl01,rush_long,0,,,,,
player,201810070htx,dal,HurnAl01,targets,2,,,,,
player,201810070htx,dal,HurnAl01,rec,1,,,,,
player,201810070htx,dal,HurnAl01,rec_yds,3,,,,,
player,201810070htx,dal,HurnAl01,rec_td,1,,,,,
player,201810070htx,dal,HurnAl01,rec_long,3,,,,,
player,201810070htx,dal,HurnAl01,fumbles,0,,,,,
player,201810070htx,dal,HurnAl01,fumbles_lost,0,,,,,
player,201810070htx,htx,WatsDe00,pass_cmp,33,,,,,
player,201810070htx,htx,WatsDe00,pass_att,44,,,,,
player,201810070htx,htx,WatsDe00,pass_yds,375,,,,,
player,201810070htx,htx,WatsDe00,pass_td,1,,,,,
player,201810070htx,htx,WatsDe00,pass_int,1,,,,,
player,201810070htx,htx,WatsDe00,pass_sacked,1,,,,,
player,201810070htx,htx,WatsDe00,pass_sacked_yds,1,,,,,
player,201810070htx,htx,WatsDe00,pass_long,49,,,,,
player,201810070htx,htx,WatsDe00,pass_rating,98.2,,,,,
player,201810070htx,htx,WatsDe00,rush_att,10,,,,,
player,201810070htx,htx,WatsDe00,rush_yds,40,,,,,
player,201810070htx,htx,WatsDe00,rush_td,0,,,,,
player,201810070htx,htx,WatsDe00,rush_long,11,,,,,
player,201810070htx,htx,WatsDe00,targets,0,,,,,
player,201810070htx,htx,WatsDe00,rec,0,,,,,
player,201810070htx,htx,WatsDe00,rec_yds,0,,,,,
player,201810070htx,htx,WatsDe00,rec_td,0,,,,,
player,201810070htx,htx,WatsDe00,rec_long,0,,,,,
player,201810070htx,htx,WatsDe00,fumbles,1,,,,,
player,201810070htx,htx,WatsDe00,fumbles_lost,0,,,,,
player,201810070htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201810070htx,htx,BlueAl00,pass_att,0,,,,,
player,201810070htx,htx,BlueAl00,pass_yds,0,,,,,
player,201810070htx,htx,BlueAl00,pass_td,0,,,,,
player,201810070htx,htx,BlueAl00,pass_int,0,,,,,
player,201810070htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201810070htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201810070htx,htx,BlueAl00,pass_long,0,,,,,
player,201810070htx,htx,BlueAl00,pass_rating,,,,,,
player,201810070htx,htx,BlueAl00,rush_att,20,,,,,
player,201810070htx,htx,BlueAl00,rush_yds,46,,,,,
player,201810070htx,htx,BlueAl00,rush_td,0,,,,,
player,201810070htx,htx,BlueAl00,rush_long,17,,,,,
player,201810070htx,htx,BlueAl00,targets,8,,,,,
player,201810070htx,htx,BlueAl00,rec,8,,,,,
player,201810070htx,htx,BlueAl00,rec_yds,73,,,,,
player,201810070htx,htx,BlueAl00,rec_td,0,,,,,
player,201810070htx,htx,BlueAl00,rec_long,28,,,,,
player,201810070htx,htx,BlueAl00,fumbles,0,,,,,
player,201810070htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201810070htx,htx,CoutKe00,pass_cmp,0,,,,,
player,201810070htx,htx,CoutKe00,pass_att,0,,,,,
player,201810070htx,htx,CoutKe00,pass_yds,0,,,,,
player,201810070htx,htx,CoutKe00,pass_td,0,,,,,
player,201810070htx,htx,CoutKe00,pass_int,0,,,,,
player,201810070htx,htx,CoutKe00,pass_sacked,0,,,,,
player,201810070htx,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201810070htx,htx,CoutKe00,pass_long,0,,,,,
player,201810070htx,htx,CoutKe00,pass_rating,,,,,,
player,201810070htx,htx,CoutKe00,rush_att,1,,,,,
player,201810070htx,htx,CoutKe00,rush_yds,2,,,,,
player,201810070htx,htx,CoutKe00,rush_td,0,,,,,
player,201810070htx,htx,CoutKe00,rush_long,2,,,,,
player,201810070htx,htx,CoutKe00,targets,7,,,,,
player,201810070htx,htx,CoutKe00,rec,6,,,,,
player,201810070htx,htx,CoutKe00,rec_yds,51,,,,,
player,201810070htx,htx,CoutKe00,rec_td,1,,,,,
player,201810070htx,htx,CoutKe00,rec_long,18,,,,,
player,201810070htx,htx,CoutKe00,fumbles,0,,,,,
player,201810070htx,htx,CoutKe00,fumbles_lost,0,,,,,
player,201810070htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201810070htx,htx,HopkDe00,pass_att,0,,,,,
player,201810070htx,htx,HopkDe00,pass_yds,0,,,,,
player,201810070htx,htx,HopkDe00,pass_td,0,,,,,
player,201810070htx,htx,HopkDe00,pass_int,0,,,,,
player,201810070htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201810070htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201810070htx,htx,HopkDe00,pass_long,0,,,,,
player,201810070htx,htx,HopkDe00,pass_rating,,,,,,
player,201810070htx,htx,HopkDe00,rush_att,0,,,,,
player,201810070htx,htx,HopkDe00,rush_yds,0,,,,,
player,201810070htx,htx,HopkDe00,rush_td,0,,,,,
player,201810070htx,htx,HopkDe00,rush_long,0,,,,,
player,201810070htx,htx,HopkDe00,targets,13,,,,,
player,201810070htx,htx,HopkDe00,rec,9,,,,,
player,201810070htx,htx,HopkDe00,rec_yds,151,,,,,
player,201810070htx,htx,HopkDe00,rec_td,0,,,,,
player,201810070htx,htx,HopkDe00,rec_long,49,,,,,
player,201810070htx,htx,HopkDe00,fumbles,1,,,,,
player,201810070htx,htx,HopkDe00,fumbles_lost,1,,,,,
player,201810070htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201810070htx,htx,GrifRy00,pass_att,0,,,,,
player,201810070htx,htx,GrifRy00,pass_yds,0,,,,,
player,201810070htx,htx,GrifRy00,pass_td,0,,,,,
player,201810070htx,htx,GrifRy00,pass_int,0,,,,,
player,201810070htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201810070htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201810070htx,htx,GrifRy00,pass_long,0,,,,,
player,201810070htx,htx,GrifRy00,pass_rating,,,,,,
player,201810070htx,htx,GrifRy00,rush_att,0,,,,,
player,201810070htx,htx,GrifRy00,rush_yds,0,,,,,
player,201810070htx,htx,GrifRy00,rush_td,0,,,,,
player,201810070htx,htx,GrifRy00,rush_long,0,,,,,
player,201810070htx,htx,GrifRy00,targets,9,,,,,
player,201810070htx,htx,GrifRy00,rec,6,,,,,
player,201810070htx,htx,GrifRy00,rec_yds,65,,,,,
player,201810070htx,htx,GrifRy00,rec_td,0,,,,,
player,201810070htx,htx,GrifRy00,rec_long,13,,,,,
player,201810070htx,htx,GrifRy00,fumbles,0,,,,,
player,201810070htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201810070htx,htx,FullWi01,pass_cmp,0,,,,,
player,201810070htx,htx,FullWi01,pass_att,0,,,,,
player,201810070htx,htx,FullWi01,pass_yds,0,,,,,
player,201810070htx,htx,FullWi01,pass_td,0,,,,,
player,201810070htx,htx,FullWi01,pass_int,0,,,,,
player,201810070htx,htx,FullWi01,pass_sacked,0,,,,,
player,201810070htx,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201810070htx,htx,FullWi01,pass_long,0,,,,,
player,201810070htx,htx,FullWi01,pass_rating,,,,,,
player,201810070htx,htx,FullWi01,rush_att,0,,,,,
player,201810070htx,htx,FullWi01,rush_yds,0,,,,,
player,201810070htx,htx,FullWi01,rush_td,0,,,,,
player,201810070htx,htx,FullWi01,rush_long,0,,,,,
player,201810070htx,htx,FullWi01,targets,3,,,,,
player,201810070htx,htx,FullWi01,rec,2,,,,,
player,201810070htx,htx,FullWi01,rec_yds,15,,,,,
player,201810070htx,htx,FullWi01,rec_td,0,,,,,
player,201810070htx,htx,FullWi01,rec_long,10,,,,,
player,201810070htx,htx,FullWi01,fumbles,0,,,,,
player,201810070htx,htx,FullWi01,fumbles_lost,0,,,,,
player,201810070htx,htx,ThomJo05,pass_cmp,0,,,,,
player,201810070htx,htx,ThomJo05,pass_att,0,,,,,
player,201810070htx,htx,ThomJo05,pass_yds,0,,,,,
player,201810070htx,htx,ThomJo05,pass_td,0,,,,,
player,201810070htx,htx,ThomJo05,pass_int,0,,,,,
player,201810070htx,htx,ThomJo05,pass_sacked,0,,,,,
player,201810070htx,htx,ThomJo05,pass_sacked_yds,0,,,,,
player,201810070htx,htx,ThomJo05,pass_long,0,,,,,
player,201810070htx,htx,ThomJo05,pass_rating,,,,,,
player,201810070htx,htx,ThomJo05,rush_att,0,,,,,
player,201810070htx,htx,ThomJo05,rush_yds,0,,,,,
player,201810070htx,htx,ThomJo05,rush_td,0,,,,,
player,201810070htx,htx,ThomJo05,rush_long,0,,,,,
player,201810070htx,htx,ThomJo05,targets,1,,,,,
player,201810070htx,htx,ThomJo05,rec,1,,,,,
player,201810070htx,htx,ThomJo05,rec_yds,11,,,,,
player,201810070htx,htx,ThomJo05,rec_td,0,,,,,
player,201810070htx,htx,ThomJo05,rec_long,11,,,,,
player,201810070htx,htx,ThomJo05,fumbles,0,,,,,
player,201810070htx,htx,ThomJo05,fumbles_lost,0,,,,,
player,201810070htx,htx,AkinJo00,pass_cmp,0,,,,,
player,201810070htx,htx,AkinJo00,pass_att,0,,,,,
player,201810070htx,htx,AkinJo00,pass_yds,0,,,,,
player,201810070htx,htx,AkinJo00,pass_td,0,,,,,
player,201810070htx,htx,AkinJo00,pass_int,0,,,,,
player,201810070htx,htx,AkinJo00,pass_sacked,0,,,,,
player,201810070htx,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201810070htx,htx,AkinJo00,pass_long,0,,,,,
player,201810070htx,htx,AkinJo00,pass_rating,,,,,,
player,201810070htx,htx,AkinJo00,rush_att,0,,,,,
player,201810070htx,htx,AkinJo00,rush_yds,0,,,,,
player,201810070htx,htx,AkinJo00,rush_td,0,,,,,
player,201810070htx,htx,AkinJo00,rush_long,0,,,,,
player,201810070htx,htx,AkinJo00,targets,2,,,,,
player,201810070htx,htx,AkinJo00,rec,1,,,,,
player,201810070htx,htx,AkinJo00,rec_yds,9,,,,,
player,201810070htx,htx,AkinJo00,rec_td,0,,,,,
player,201810070htx,htx,AkinJo00,rec_long,9,,,,,
player,201810070htx,htx,AkinJo00,fumbles,0,,,,,
player,201810070htx,htx,AkinJo00,fumbles_lost,0,,,,,
player,201810070htx,dal,WoodXa00,def_int,1,,,,,
player,201810070htx,dal,WoodXa00,def_int_yds,15,,,,,
player,201810070htx,dal,WoodXa00,def_int_td,0,,,,,
player,201810070htx,dal,WoodXa00,def_int_long,15,,,,,
player,201810070htx,dal,WoodXa00,pass_defended,1,,,,,
player,201810070htx,dal,WoodXa00,sacks,0.0,,,,,
player,201810070htx,dal,WoodXa00,tackles_combined,5,,,,,
player,201810070htx,dal,WoodXa00,tackles_solo,4,,,,,
player,201810070htx,dal,WoodXa00,tackles_assists,1,,,,,
player,201810070htx,dal,WoodXa00,tackles_loss,0,,,,,
player,201810070htx,dal,WoodXa00,qb_hits,0,,,,,
player,201810070htx,dal,WoodXa00,fumbles_rec,0,,,,,
player,201810070htx,dal,WoodXa00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,WoodXa00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,WoodXa00,fumbles_forced,0,,,,,
player,201810070htx,dal,SmitJa05,def_int,0,,,,,
player,201810070htx,dal,SmitJa05,def_int_yds,0,,,,,
player,201810070htx,dal,SmitJa05,def_int_td,0,,,,,
player,201810070htx,dal,SmitJa05,def_int_long,0,,,,,
player,201810070htx,dal,SmitJa05,pass_defended,1,,,,,
player,201810070htx,dal,SmitJa05,sacks,1.0,,,,,
player,201810070htx,dal,SmitJa05,tackles_combined,12,,,,,
player,201810070htx,dal,SmitJa05,tackles_solo,6,,,,,
player,201810070htx,dal,SmitJa05,tackles_assists,6,,,,,
player,201810070htx,dal,SmitJa05,tackles_loss,3,,,,,
player,201810070htx,dal,SmitJa05,qb_hits,2,,,,,
player,201810070htx,dal,SmitJa05,fumbles_rec,0,,,,,
player,201810070htx,dal,SmitJa05,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,SmitJa05,fumbles_rec_td,0,,,,,
player,201810070htx,dal,SmitJa05,fumbles_forced,0,,,,,
player,201810070htx,dal,VandLe00,def_int,0,,,,,
player,201810070htx,dal,VandLe00,def_int_yds,0,,,,,
player,201810070htx,dal,VandLe00,def_int_td,0,,,,,
player,201810070htx,dal,VandLe00,def_int_long,0,,,,,
player,201810070htx,dal,VandLe00,pass_defended,0,,,,,
player,201810070htx,dal,VandLe00,sacks,0.0,,,,,
player,201810070htx,dal,VandLe00,tackles_combined,14,,,,,
player,201810070htx,dal,VandLe00,tackles_solo,11,,,,,
player,201810070htx,dal,VandLe00,tackles_assists,3,,,,,
player,201810070htx,dal,VandLe00,tackles_loss,0,,,,,
player,201810070htx,dal,VandLe00,qb_hits,0,,,,,
player,201810070htx,dal,VandLe00,fumbles_rec,0,,,,,
player,201810070htx,dal,VandLe00,fumbles_rec_yds,0,,,,,
player,201810070htx,dal,VandLe00,fumbles_rec_td,0,,,,,
player,201810070htx,dal,VandLe00,fumbles_forced,0,,,,,
player,201810070htx,dal,HeatJe00,def_int,0,,,,,
player,201810070htx,dal,HeatJe00,def_int_yds,0,,,,,
player,201810070htx,dal,HeatJe00,def_int_td,0,,,,,
player,201810070htx,dal,HeatJe00,def_int_long,0,,,,,
player,201810070htx,dal,HeatJe00,pass_defended,1,,,,,
player,201810070htx,dal,HeatJe00,sacks,0.0,,,,,
player,201810070htx,dal,HeatJe00,tackles_combined,10,,,,,
