game,2018,3,20180923,201809230phi,clt,"Indianapolis Colts",16,phi,"Philadelphia Eagles",20
player,201809230phi,clt,BrisJa00,rush_td,0,,,,,
player,201809230phi,clt,BrisJa00,rush_long,0,,,,,
player,201809230phi,clt,BrisJa00,targets,0,,,,,
player,201809230phi,clt,BrisJa00,rec,0,,,,,
player,201809230phi,clt,BrisJa00,rec_yds,0,,,,,
player,201809230phi,clt,BrisJa00,rec_td,0,,,,,
player,201809230phi,clt,BrisJa00,rec_long,0,,,,,
player,201809230phi,clt,BrisJa00,fumbles,0,,,,,
player,201809230phi,clt,BrisJa00,fumbles_lost,0,,,,,
player,201809230phi,clt,WilkJo01,pass_cmp,0,,,,,
player,201809230phi,clt,WilkJo01,pass_att,0,,,,,
player,201809230phi,clt,WilkJo01,pass_yds,0,,,,,
player,201809230phi,clt,WilkJo01,pass_td,0,,,,,
player,201809230phi,clt,WilkJo01,pass_int,0,,,,,
player,201809230phi,clt,WilkJo01,pass_sacked,0,,,,,
player,201809230phi,clt,WilkJo01,pass_sacked_yds,0,,,,,
player,201809230phi,clt,WilkJo01,pass_long,0,,,,,
player,201809230phi,clt,WilkJo01,pass_rating,,,,,,
player,201809230phi,clt,WilkJo01,rush_att,6,,,,,
player,201809230phi,clt,WilkJo01,rush_yds,19,,,,,
player,201809230phi,clt,WilkJo01,rush_td,0,,,,,
player,201809230phi,clt,WilkJo01,rush_long,5,,,,,
player,201809230phi,clt,WilkJo01,targets,2,,,,,
player,201809230phi,clt,WilkJo01,rec,2,,,,,
player,201809230phi,clt,WilkJo01,rec_yds,1,,,,,
player,201809230phi,clt,WilkJo01,rec_td,0,,,,,
player,201809230phi,clt,WilkJo01,rec_long,1,,,,,
player,201809230phi,clt,WilkJo01,fumbles,0,,,,,
player,201809230phi,clt,WilkJo01,fumbles_lost,0,,,,,
player,201809230phi,clt,HineNy00,pass_cmp,0,,,,,
player,201809230phi,clt,HineNy00,pass_att,0,,,,,
player,201809230phi,clt,HineNy00,pass_yds,0,,,,,
player,201809230phi,clt,HineNy00,pass_td,0,,,,,
player,201809230phi,clt,HineNy00,pass_int,0,,,,,
player,201809230phi,clt,HineNy00,pass_sacked,0,,,,,
player,201809230phi,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,HineNy00,pass_long,0,,,,,
player,201809230phi,clt,HineNy00,pass_rating,,,,,,
player,201809230phi,clt,HineNy00,rush_att,5,,,,,
player,201809230phi,clt,HineNy00,rush_yds,18,,,,,
player,201809230phi,clt,HineNy00,rush_td,0,,,,,
player,201809230phi,clt,HineNy00,rush_long,14,,,,,
player,201809230phi,clt,HineNy00,targets,5,,,,,
player,201809230phi,clt,HineNy00,rec,5,,,,,
player,201809230phi,clt,HineNy00,rec_yds,25,,,,,
player,201809230phi,clt,HineNy00,rec_td,0,,,,,
player,201809230phi,clt,HineNy00,rec_long,12,,,,,
player,201809230phi,clt,HineNy00,fumbles,0,,,,,
player,201809230phi,clt,HineNy00,fumbles_lost,0,,,,,
player,201809230phi,clt,HiltT.00,pass_cmp,0,,,,,
player,201809230phi,clt,HiltT.00,pass_att,0,,,,,
player,201809230phi,clt,HiltT.00,pass_yds,0,,,,,
player,201809230phi,clt,HiltT.00,pass_td,0,,,,,
player,201809230phi,clt,HiltT.00,pass_int,0,,,,,
player,201809230phi,clt,HiltT.00,pass_sacked,0,,,,,
player,201809230phi,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,HiltT.00,pass_long,0,,,,,
player,201809230phi,clt,HiltT.00,pass_rating,,,,,,
player,201809230phi,clt,HiltT.00,rush_att,0,,,,,
player,201809230phi,clt,HiltT.00,rush_yds,0,,,,,
player,201809230phi,clt,HiltT.00,rush_td,0,,,,,
player,201809230phi,clt,HiltT.00,rush_long,0,,,,,
player,201809230phi,clt,HiltT.00,targets,10,,,,,
player,201809230phi,clt,HiltT.00,rec,5,,,,,
player,201809230phi,clt,HiltT.00,rec_yds,50,,,,,
player,201809230phi,clt,HiltT.00,rec_td,0,,,,,
player,201809230phi,clt,HiltT.00,rec_long,29,,,,,
player,201809230phi,clt,HiltT.00,fumbles,0,,,,,
player,201809230phi,clt,HiltT.00,fumbles_lost,0,,,,,
player,201809230phi,clt,GranRy01,pass_cmp,0,,,,,
player,201809230phi,clt,GranRy01,pass_att,0,,,,,
player,201809230phi,clt,GranRy01,pass_yds,0,,,,,
player,201809230phi,clt,GranRy01,pass_td,0,,,,,
player,201809230phi,clt,GranRy01,pass_int,0,,,,,
player,201809230phi,clt,GranRy01,pass_sacked,0,,,,,
player,201809230phi,clt,GranRy01,pass_sacked_yds,0,,,,,
player,201809230phi,clt,GranRy01,pass_long,0,,,,,
player,201809230phi,clt,GranRy01,pass_rating,,,,,,
player,201809230phi,clt,GranRy01,rush_att,0,,,,,
player,201809230phi,clt,GranRy01,rush_yds,0,,,,,
player,201809230phi,clt,GranRy01,rush_td,0,,,,,
player,201809230phi,clt,GranRy01,rush_long,0,,,,,
player,201809230phi,clt,GranRy01,targets,5,,,,,
player,201809230phi,clt,GranRy01,rec,3,,,,,
player,201809230phi,clt,GranRy01,rec_yds,35,,,,,
player,201809230phi,clt,GranRy01,rec_td,1,,,,,
player,201809230phi,clt,GranRy01,rec_long,22,,,,,
player,201809230phi,clt,GranRy01,fumbles,0,,,,,
player,201809230phi,clt,GranRy01,fumbles_lost,0,,,,,
player,201809230phi,clt,EbroEr00,pass_cmp,0,,,,,
player,201809230phi,clt,EbroEr00,pass_att,0,,,,,
player,201809230phi,clt,EbroEr00,pass_yds,0,,,,,
player,201809230phi,clt,EbroEr00,pass_td,0,,,,,
player,201809230phi,clt,EbroEr00,pass_int,0,,,,,
player,201809230phi,clt,EbroEr00,pass_sacked,0,,,,,
player,201809230phi,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,EbroEr00,pass_long,0,,,,,
player,201809230phi,clt,EbroEr00,pass_rating,,,,,,
player,201809230phi,clt,EbroEr00,rush_att,0,,,,,
player,201809230phi,clt,EbroEr00,rush_yds,0,,,,,
player,201809230phi,clt,EbroEr00,rush_td,0,,,,,
player,201809230phi,clt,EbroEr00,rush_long,0,,,,,
player,201809230phi,clt,EbroEr00,targets,11,,,,,
player,201809230phi,clt,EbroEr00,rec,5,,,,,
player,201809230phi,clt,EbroEr00,rec_yds,33,,,,,
player,201809230phi,clt,EbroEr00,rec_td,0,,,,,
player,201809230phi,clt,EbroEr00,rec_long,9,,,,,
player,201809230phi,clt,EbroEr00,fumbles,0,,,,,
player,201809230phi,clt,EbroEr00,fumbles_lost,0,,,,,
player,201809230phi,clt,RogeCh02,pass_cmp,0,,,,,
player,201809230phi,clt,RogeCh02,pass_att,0,,,,,
player,201809230phi,clt,RogeCh02,pass_yds,0,,,,,
player,201809230phi,clt,RogeCh02,pass_td,0,,,,,
player,201809230phi,clt,RogeCh02,pass_int,0,,,,,
player,201809230phi,clt,RogeCh02,pass_sacked,0,,,,,
player,201809230phi,clt,RogeCh02,pass_sacked_yds,0,,,,,
player,201809230phi,clt,RogeCh02,pass_long,0,,,,,
player,201809230phi,clt,RogeCh02,pass_rating,,,,,,
player,201809230phi,clt,RogeCh02,rush_att,0,,,,,
player,201809230phi,clt,RogeCh02,rush_yds,0,,,,,
player,201809230phi,clt,RogeCh02,rush_td,0,,,,,
player,201809230phi,clt,RogeCh02,rush_long,0,,,,,
player,201809230phi,clt,RogeCh02,targets,4,,,,,
player,201809230phi,clt,RogeCh02,rec,2,,,,,
player,201809230phi,clt,RogeCh02,rec_yds,14,,,,,
player,201809230phi,clt,RogeCh02,rec_td,0,,,,,
player,201809230phi,clt,RogeCh02,rec_long,8,,,,,
player,201809230phi,clt,RogeCh02,fumbles,0,,,,,
player,201809230phi,clt,RogeCh02,fumbles_lost,0,,,,,
player,201809230phi,clt,SwooEr00,pass_cmp,0,,,,,
player,201809230phi,clt,SwooEr00,pass_att,0,,,,,
player,201809230phi,clt,SwooEr00,pass_yds,0,,,,,
player,201809230phi,clt,SwooEr00,pass_td,0,,,,,
player,201809230phi,clt,SwooEr00,pass_int,0,,,,,
player,201809230phi,clt,SwooEr00,pass_sacked,0,,,,,
player,201809230phi,clt,SwooEr00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,SwooEr00,pass_long,0,,,,,
player,201809230phi,clt,SwooEr00,pass_rating,,,,,,
player,201809230phi,clt,SwooEr00,rush_att,0,,,,,
player,201809230phi,clt,SwooEr00,rush_yds,0,,,,,
player,201809230phi,clt,SwooEr00,rush_td,0,,,,,
player,201809230phi,clt,SwooEr00,rush_long,0,,,,,
player,201809230phi,clt,SwooEr00,targets,1,,,,,
player,201809230phi,clt,SwooEr00,rec,1,,,,,
player,201809230phi,clt,SwooEr00,rec_yds,7,,,,,
player,201809230phi,clt,SwooEr00,rec_td,0,,,,,
player,201809230phi,clt,SwooEr00,rec_long,7,,,,,
player,201809230phi,clt,SwooEr00,fumbles,0,,,,,
player,201809230phi,clt,SwooEr00,fumbles_lost,0,,,,,
player,201809230phi,clt,PascZa00,pass_cmp,0,,,,,
player,201809230phi,clt,PascZa00,pass_att,0,,,,,
player,201809230phi,clt,PascZa00,pass_yds,0,,,,,
player,201809230phi,clt,PascZa00,pass_td,0,,,,,
player,201809230phi,clt,PascZa00,pass_int,0,,,,,
player,201809230phi,clt,PascZa00,pass_sacked,0,,,,,
player,201809230phi,clt,PascZa00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,PascZa00,pass_long,0,,,,,
player,201809230phi,clt,PascZa00,pass_rating,,,,,,
player,201809230phi,clt,PascZa00,rush_att,0,,,,,
player,201809230phi,clt,PascZa00,rush_yds,0,,,,,
player,201809230phi,clt,PascZa00,rush_td,0,,,,,
player,201809230phi,clt,PascZa00,rush_long,0,,,,,
player,201809230phi,clt,PascZa00,targets,2,,,,,
player,201809230phi,clt,PascZa00,rec,1,,,,,
player,201809230phi,clt,PascZa00,rec_yds,3,,,,,
player,201809230phi,clt,PascZa00,rec_td,0,,,,,
player,201809230phi,clt,PascZa00,rec_long,3,,,,,
player,201809230phi,clt,PascZa00,fumbles,0,,,,,
player,201809230phi,clt,PascZa00,fumbles_lost,0,,,,,
player,201809230phi,clt,KellRy00,pass_cmp,0,,,,,
player,201809230phi,clt,KellRy00,pass_att,0,,,,,
player,201809230phi,clt,KellRy00,pass_yds,0,,,,,
player,201809230phi,clt,KellRy00,pass_td,0,,,,,
player,201809230phi,clt,KellRy00,pass_int,0,,,,,
player,201809230phi,clt,KellRy00,pass_sacked,0,,,,,
player,201809230phi,clt,KellRy00,pass_sacked_yds,0,,,,,
player,201809230phi,clt,KellRy00,pass_long,0,,,,,
player,201809230phi,clt,KellRy00,pass_rating,,,,,,
player,201809230phi,clt,KellRy00,rush_att,0,,,,,
player,201809230phi,clt,KellRy00,rush_yds,0,,,,,
player,201809230phi,clt,KellRy00,rush_td,0,,,,,
player,201809230phi,clt,KellRy00,rush_long,0,,,,,
player,201809230phi,clt,KellRy00,targets,1,,,,,
player,201809230phi,clt,KellRy00,rec,1,,,,,
player,201809230phi,clt,KellRy00,rec_yds,-4,,,,,
player,201809230phi,clt,KellRy00,rec_td,0,,,,,
player,201809230phi,clt,KellRy00,rec_long,-4,,,,,
player,201809230phi,clt,KellRy00,fumbles,0,,,,,
player,201809230phi,clt,KellRy00,fumbles_lost,0,,,,,
player,201809230phi,clt,JohnMa07,pass_cmp,0,,,,,
player,201809230phi,clt,JohnMa07,pass_att,0,,,,,
player,201809230phi,clt,JohnMa07,pass_yds,0,,,,,
player,201809230phi,clt,JohnMa07,pass_td,0,,,,,
player,201809230phi,clt,JohnMa07,pass_int,0,,,,,
player,201809230phi,clt,JohnMa07,pass_sacked,0,,,,,
player,201809230phi,clt,JohnMa07,pass_sacked_yds,0,,,,,
player,201809230phi,clt,JohnMa07,pass_long,0,,,,,
player,201809230phi,clt,JohnMa07,pass_rating,,,,,,
player,201809230phi,clt,JohnMa07,rush_att,1,,,,,
player,201809230phi,clt,JohnMa07,rush_yds,-2,,,,,
player,201809230phi,clt,JohnMa07,rush_td,0,,,,,
player,201809230phi,clt,JohnMa07,rush_long,-2,,,,,
player,201809230phi,clt,JohnMa07,targets,0,,,,,
player,201809230phi,clt,JohnMa07,rec,0,,,,,
player,201809230phi,clt,JohnMa07,rec_yds,0,,,,,
player,201809230phi,clt,JohnMa07,rec_td,0,,,,,
player,201809230phi,clt,JohnMa07,rec_long,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles,0,,,,,
player,201809230phi,clt,JohnMa07,fumbles_lost,0,,,,,
player,201809230phi,phi,WentCa00,pass_cmp,25,,,,,
player,201809230phi,phi,WentCa00,pass_att,37,,,,,
player,201809230phi,phi,WentCa00,pass_yds,255,,,,,
player,201809230phi,phi,WentCa00,pass_td,1,,,,,
player,201809230phi,phi,WentCa00,pass_int,1,,,,,
player,201809230phi,phi,WentCa00,pass_sacked,5,,,,,
player,201809230phi,phi,WentCa00,pass_sacked_yds,28,,,,,
player,201809230phi,phi,WentCa00,pass_long,34,,,,,
player,201809230phi,phi,WentCa00,pass_rating,84.9,,,,,
player,201809230phi,phi,WentCa00,rush_att,3,,,,,
player,201809230phi,phi,WentCa00,rush_yds,10,,,,,
player,201809230phi,phi,WentCa00,rush_td,0,,,,,
player,201809230phi,phi,WentCa00,rush_long,6,,,,,
player,201809230phi,phi,WentCa00,targets,0,,,,,
player,201809230phi,phi,WentCa00,rec,0,,,,,
player,201809230phi,phi,WentCa00,rec_yds,0,,,,,
player,201809230phi,phi,WentCa00,rec_td,0,,,,,
player,201809230phi,phi,WentCa00,rec_long,0,,,,,
player,201809230phi,phi,WentCa00,fumbles,1,,,,,
player,201809230phi,phi,WentCa00,fumbles_lost,1,,,,,
player,201809230phi,phi,SmalWe00,pass_cmp,0,,,,,
player,201809230phi,phi,SmalWe00,pass_att,0,,,,,
player,201809230phi,phi,SmalWe00,pass_yds,0,,,,,
player,201809230phi,phi,SmalWe00,pass_td,0,,,,,
player,201809230phi,phi,SmalWe00,pass_int,0,,,,,
player,201809230phi,phi,SmalWe00,pass_sacked,0,,,,,
player,201809230phi,phi,SmalWe00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,SmalWe00,pass_long,0,,,,,
player,201809230phi,phi,SmalWe00,pass_rating,,,,,,
player,201809230phi,phi,SmalWe00,rush_att,10,,,,,
player,201809230phi,phi,SmalWe00,rush_yds,56,,,,,
player,201809230phi,phi,SmalWe00,rush_td,1,,,,,
player,201809230phi,phi,SmalWe00,rush_long,11,,,,,
player,201809230phi,phi,SmalWe00,targets,5,,,,,
player,201809230phi,phi,SmalWe00,rec,3,,,,,
player,201809230phi,phi,SmalWe00,rec_yds,35,,,,,
player,201809230phi,phi,SmalWe00,rec_td,0,,,,,
player,201809230phi,phi,SmalWe00,rec_long,34,,,,,
player,201809230phi,phi,SmalWe00,fumbles,0,,,,,
player,201809230phi,phi,SmalWe00,fumbles_lost,0,,,,,
player,201809230phi,phi,ClemCo00,pass_cmp,0,,,,,
player,201809230phi,phi,ClemCo00,pass_att,0,,,,,
player,201809230phi,phi,ClemCo00,pass_yds,0,,,,,
player,201809230phi,phi,ClemCo00,pass_td,0,,,,,
player,201809230phi,phi,ClemCo00,pass_int,0,,,,,
player,201809230phi,phi,ClemCo00,pass_sacked,0,,,,,
player,201809230phi,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,ClemCo00,pass_long,0,,,,,
player,201809230phi,phi,ClemCo00,pass_rating,,,,,,
player,201809230phi,phi,ClemCo00,rush_att,16,,,,,
player,201809230phi,phi,ClemCo00,rush_yds,56,,,,,
player,201809230phi,phi,ClemCo00,rush_td,0,,,,,
player,201809230phi,phi,ClemCo00,rush_long,16,,,,,
player,201809230phi,phi,ClemCo00,targets,4,,,,,
player,201809230phi,phi,ClemCo00,rec,3,,,,,
player,201809230phi,phi,ClemCo00,rec_yds,19,,,,,
player,201809230phi,phi,ClemCo00,rec_td,0,,,,,
player,201809230phi,phi,ClemCo00,rec_long,8,,,,,
player,201809230phi,phi,ClemCo00,fumbles,2,,,,,
player,201809230phi,phi,ClemCo00,fumbles_lost,0,,,,,
player,201809230phi,phi,AdamJo03,pass_cmp,0,,,,,
player,201809230phi,phi,AdamJo03,pass_att,0,,,,,
player,201809230phi,phi,AdamJo03,pass_yds,0,,,,,
player,201809230phi,phi,AdamJo03,pass_td,0,,,,,
player,201809230phi,phi,AdamJo03,pass_int,0,,,,,
player,201809230phi,phi,AdamJo03,pass_sacked,0,,,,,
player,201809230phi,phi,AdamJo03,pass_sacked_yds,0,,,,,
player,201809230phi,phi,AdamJo03,pass_long,0,,,,,
player,201809230phi,phi,AdamJo03,pass_rating,,,,,,
player,201809230phi,phi,AdamJo03,rush_att,6,,,,,
player,201809230phi,phi,AdamJo03,rush_yds,30,,,,,
player,201809230phi,phi,AdamJo03,rush_td,0,,,,,
player,201809230phi,phi,AdamJo03,rush_long,16,,,,,
player,201809230phi,phi,AdamJo03,targets,0,,,,,
player,201809230phi,phi,AdamJo03,rec,0,,,,,
player,201809230phi,phi,AdamJo03,rec_yds,0,,,,,
player,201809230phi,phi,AdamJo03,rec_td,0,,,,,
player,201809230phi,phi,AdamJo03,rec_long,0,,,,,
player,201809230phi,phi,AdamJo03,fumbles,0,,,,,
player,201809230phi,phi,AdamJo03,fumbles_lost,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_att,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_td,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_int,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_long,0,,,,,
player,201809230phi,phi,ErtzZa00,pass_rating,,,,,,
player,201809230phi,phi,ErtzZa00,rush_att,0,,,,,
player,201809230phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201809230phi,phi,ErtzZa00,rush_td,0,,,,,
player,201809230phi,phi,ErtzZa00,rush_long,0,,,,,
player,201809230phi,phi,ErtzZa00,targets,10,,,,,
player,201809230phi,phi,ErtzZa00,rec,5,,,,,
player,201809230phi,phi,ErtzZa00,rec_yds,73,,,,,
player,201809230phi,phi,ErtzZa00,rec_td,0,,,,,
player,201809230phi,phi,ErtzZa00,rec_long,28,,,,,
player,201809230phi,phi,ErtzZa00,fumbles,0,,,,,
player,201809230phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201809230phi,phi,GoedDa00,pass_cmp,0,,,,,
player,201809230phi,phi,GoedDa00,pass_att,0,,,,,
player,201809230phi,phi,GoedDa00,pass_yds,0,,,,,
player,201809230phi,phi,GoedDa00,pass_td,0,,,,,
player,201809230phi,phi,GoedDa00,pass_int,0,,,,,
player,201809230phi,phi,GoedDa00,pass_sacked,0,,,,,
player,201809230phi,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,GoedDa00,pass_long,0,,,,,
player,201809230phi,phi,GoedDa00,pass_rating,,,,,,
player,201809230phi,phi,GoedDa00,rush_att,0,,,,,
player,201809230phi,phi,GoedDa00,rush_yds,0,,,,,
player,201809230phi,phi,GoedDa00,rush_td,0,,,,,
player,201809230phi,phi,GoedDa00,rush_long,0,,,,,
player,201809230phi,phi,GoedDa00,targets,7,,,,,
player,201809230phi,phi,GoedDa00,rec,7,,,,,
player,201809230phi,phi,GoedDa00,rec_yds,73,,,,,
player,201809230phi,phi,GoedDa00,rec_td,1,,,,,
player,201809230phi,phi,GoedDa00,rec_long,19,,,,,
player,201809230phi,phi,GoedDa00,fumbles,0,,,,,
player,201809230phi,phi,GoedDa00,fumbles_lost,0,,,,,
player,201809230phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201809230phi,phi,AghoNe00,pass_att,0,,,,,
player,201809230phi,phi,AghoNe00,pass_yds,0,,,,,
player,201809230phi,phi,AghoNe00,pass_td,0,,,,,
player,201809230phi,phi,AghoNe00,pass_int,0,,,,,
player,201809230phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201809230phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,AghoNe00,pass_long,0,,,,,
player,201809230phi,phi,AghoNe00,pass_rating,,,,,,
player,201809230phi,phi,AghoNe00,rush_att,0,,,,,
player,201809230phi,phi,AghoNe00,rush_yds,0,,,,,
player,201809230phi,phi,AghoNe00,rush_td,0,,,,,
player,201809230phi,phi,AghoNe00,rush_long,0,,,,,
player,201809230phi,phi,AghoNe00,targets,5,,,,,
player,201809230phi,phi,AghoNe00,rec,4,,,,,
player,201809230phi,phi,AghoNe00,rec_yds,24,,,,,
player,201809230phi,phi,AghoNe00,rec_td,0,,,,,
player,201809230phi,phi,AghoNe00,rec_long,10,,,,,
player,201809230phi,phi,AghoNe00,fumbles,0,,,,,
player,201809230phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201809230phi,phi,MattJo00,pass_cmp,0,,,,,
player,201809230phi,phi,MattJo00,pass_att,0,,,,,
player,201809230phi,phi,MattJo00,pass_yds,0,,,,,
player,201809230phi,phi,MattJo00,pass_td,0,,,,,
player,201809230phi,phi,MattJo00,pass_int,0,,,,,
player,201809230phi,phi,MattJo00,pass_sacked,0,,,,,
player,201809230phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201809230phi,phi,MattJo00,pass_long,0,,,,,
player,201809230phi,phi,MattJo00,pass_rating,,,,,,
player,201809230phi,phi,MattJo00,rush_att,0,,,,,
player,201809230phi,phi,MattJo00,rush_yds,0,,,,,
player,201809230phi,phi,MattJo00,rush_td,0,,,,,
player,201809230phi,phi,MattJo00,rush_long,0,,,,,
player,201809230phi,phi,MattJo00,targets,2,,,,,
player,201809230phi,phi,MattJo00,rec,2,,,,,
player,201809230phi,phi,MattJo00,rec_yds,21,,,,,
player,201809230phi,phi,MattJo00,rec_td,0,,,,,
player,201809230phi,phi,MattJo00,rec_long,14,,,,,
player,201809230phi,phi,MattJo00,fumbles,0,,,,,
player,201809230phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201809230phi,phi,PerkJo02,pass_cmp,0,,,,,
player,201809230phi,phi,PerkJo02,pass_att,0,,,,,
player,201809230phi,phi,PerkJo02,pass_yds,0,,,,,
player,201809230phi,phi,PerkJo02,pass_td,0,,,,,
player,201809230phi,phi,PerkJo02,pass_int,0,,,,,
player,201809230phi,phi,PerkJo02,pass_sacked,0,,,,,
player,201809230phi,phi,PerkJo02,pass_sacked_yds,0,,,,,
player,201809230phi,phi,PerkJo02,pass_long,0,,,,,
player,201809230phi,phi,PerkJo02,pass_rating,,,,,,
player,201809230phi,phi,PerkJo02,rush_att,0,,,,,
player,201809230phi,phi,PerkJo02,rush_yds,0,,,,,
player,201809230phi,phi,PerkJo02,rush_td,0,,,,,
player,201809230phi,phi,PerkJo02,rush_long,0,,,,,
player,201809230phi,phi,PerkJo02,targets,4,,,,,
player,201809230phi,phi,PerkJo02,rec,1,,,,,
player,201809230phi,phi,PerkJo02,rec_yds,10,,,,,
player,201809230phi,phi,PerkJo02,rec_td,0,,,,,
player,201809230phi,phi,PerkJo02,rec_long,10,,,,,
player,201809230phi,phi,PerkJo02,fumbles,0,,,,,
player,201809230phi,phi,PerkJo02,fumbles_lost,0,,,,,
player,201809230phi,clt,WalkAn01,def_int,1,,,,,
player,201809230phi,clt,WalkAn01,def_int_yds,11,,,,,
player,201809230phi,clt,WalkAn01,def_int_td,0,,,,,
player,201809230phi,clt,WalkAn01,def_int_long,11,,,,,
player,201809230phi,clt,WalkAn01,pass_defended,1,,,,,
player,201809230phi,clt,WalkAn01,sacks,0.0,,,,,
player,201809230phi,clt,WalkAn01,tackles_combined,9,,,,,
player,201809230phi,clt,WalkAn01,tackles_solo,7,,,,,
player,201809230phi,clt,WalkAn01,tackles_assists,2,,,,,
player,201809230phi,clt,WalkAn01,tackles_loss,0,,,,,
player,201809230phi,clt,WalkAn01,qb_hits,0,,,,,
player,201809230phi,clt,WalkAn01,fumbles_rec,0,,,,,
player,201809230phi,clt,WalkAn01,fumbles_rec_yds,0,,,,,
