game,2014,8,20141026,201410260cle,rai,"Oakland Raiders",13,cle,"Cleveland Browns",23
player,201410260cle,rai,McFaDa00,rush_att,12,,,,,
player,201410260cle,rai,McFaDa00,rush_yds,59,,,,,
player,201410260cle,rai,McFaDa00,rush_td,0,,,,,
player,201410260cle,rai,McFaDa00,rush_long,15,,,,,
player,201410260cle,rai,McFaDa00,targets,6,,,,,
player,201410260cle,rai,McFaDa00,rec,4,,,,,
player,201410260cle,rai,McFaDa00,rec_yds,26,,,,,
player,201410260cle,rai,McFaDa00,rec_td,0,,,,,
player,201410260cle,rai,McFaDa00,rec_long,10,,,,,
player,201410260cle,rai,McFaDa00,fumbles,1,,,,,
player,201410260cle,rai,McFaDa00,fumbles_lost,1,,,,,
player,201410260cle,rai,SchaMa00,pass_cmp,0,,,,,
player,201410260cle,rai,SchaMa00,pass_att,1,,,,,
player,201410260cle,rai,SchaMa00,pass_yds,0,,,,,
player,201410260cle,rai,SchaMa00,pass_td,0,,,,,
player,201410260cle,rai,SchaMa00,pass_int,1,,,,,
player,201410260cle,rai,SchaMa00,pass_sacked,0,,,,,
player,201410260cle,rai,SchaMa00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,SchaMa00,pass_long,0,,,,,
player,201410260cle,rai,SchaMa00,pass_rating,0.0,,,,,
player,201410260cle,rai,SchaMa00,rush_att,0,,,,,
player,201410260cle,rai,SchaMa00,rush_yds,0,,,,,
player,201410260cle,rai,SchaMa00,rush_td,0,,,,,
player,201410260cle,rai,SchaMa00,rush_long,0,,,,,
player,201410260cle,rai,SchaMa00,targets,0,,,,,
player,201410260cle,rai,SchaMa00,rec,0,,,,,
player,201410260cle,rai,SchaMa00,rec_yds,0,,,,,
player,201410260cle,rai,SchaMa00,rec_td,0,,,,,
player,201410260cle,rai,SchaMa00,rec_long,0,,,,,
player,201410260cle,rai,SchaMa00,fumbles,1,,,,,
player,201410260cle,rai,SchaMa00,fumbles_lost,0,,,,,
player,201410260cle,rai,DrewMa00,pass_cmp,0,,,,,
player,201410260cle,rai,DrewMa00,pass_att,0,,,,,
player,201410260cle,rai,DrewMa00,pass_yds,0,,,,,
player,201410260cle,rai,DrewMa00,pass_td,0,,,,,
player,201410260cle,rai,DrewMa00,pass_int,0,,,,,
player,201410260cle,rai,DrewMa00,pass_sacked,,,,,,
player,201410260cle,rai,DrewMa00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,DrewMa00,pass_long,0,,,,,
player,201410260cle,rai,DrewMa00,pass_rating,,,,,,
player,201410260cle,rai,DrewMa00,rush_att,6,,,,,
player,201410260cle,rai,DrewMa00,rush_yds,8,,,,,
player,201410260cle,rai,DrewMa00,rush_td,0,,,,,
player,201410260cle,rai,DrewMa00,rush_long,4,,,,,
player,201410260cle,rai,DrewMa00,targets,2,,,,,
player,201410260cle,rai,DrewMa00,rec,1,,,,,
player,201410260cle,rai,DrewMa00,rec_yds,6,,,,,
player,201410260cle,rai,DrewMa00,rec_td,0,,,,,
player,201410260cle,rai,DrewMa00,rec_long,6,,,,,
player,201410260cle,rai,DrewMa00,fumbles,0,,,,,
player,201410260cle,rai,DrewMa00,fumbles_lost,0,,,,,
player,201410260cle,rai,ThomKe02,pass_cmp,0,,,,,
player,201410260cle,rai,ThomKe02,pass_att,0,,,,,
player,201410260cle,rai,ThomKe02,pass_yds,0,,,,,
player,201410260cle,rai,ThomKe02,pass_td,0,,,,,
player,201410260cle,rai,ThomKe02,pass_int,0,,,,,
player,201410260cle,rai,ThomKe02,pass_sacked,,,,,,
player,201410260cle,rai,ThomKe02,pass_sacked_yds,0,,,,,
player,201410260cle,rai,ThomKe02,pass_long,0,,,,,
player,201410260cle,rai,ThomKe02,pass_rating,,,,,,
player,201410260cle,rai,ThomKe02,rush_att,1,,,,,
player,201410260cle,rai,ThomKe02,rush_yds,7,,,,,
player,201410260cle,rai,ThomKe02,rush_td,0,,,,,
player,201410260cle,rai,ThomKe02,rush_long,7,,,,,
player,201410260cle,rai,ThomKe02,targets,8,,,,,
player,201410260cle,rai,ThomKe02,rec,4,,,,,
player,201410260cle,rai,ThomKe02,rec_yds,34,,,,,
player,201410260cle,rai,ThomKe02,rec_td,0,,,,,
player,201410260cle,rai,ThomKe02,rec_long,15,,,,,
player,201410260cle,rai,ThomKe02,fumbles,0,,,,,
player,201410260cle,rai,ThomKe02,fumbles_lost,0,,,,,
player,201410260cle,rai,RiveMy00,pass_cmp,0,,,,,
player,201410260cle,rai,RiveMy00,pass_att,0,,,,,
player,201410260cle,rai,RiveMy00,pass_yds,0,,,,,
player,201410260cle,rai,RiveMy00,pass_td,0,,,,,
player,201410260cle,rai,RiveMy00,pass_int,0,,,,,
player,201410260cle,rai,RiveMy00,pass_sacked,,,,,,
player,201410260cle,rai,RiveMy00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,RiveMy00,pass_long,0,,,,,
player,201410260cle,rai,RiveMy00,pass_rating,,,,,,
player,201410260cle,rai,RiveMy00,rush_att,0,,,,,
player,201410260cle,rai,RiveMy00,rush_yds,0,,,,,
player,201410260cle,rai,RiveMy00,rush_td,0,,,,,
player,201410260cle,rai,RiveMy00,rush_long,0,,,,,
player,201410260cle,rai,RiveMy00,targets,9,,,,,
player,201410260cle,rai,RiveMy00,rec,7,,,,,
player,201410260cle,rai,RiveMy00,rec_yds,83,,,,,
player,201410260cle,rai,RiveMy00,rec_td,0,,,,,
player,201410260cle,rai,RiveMy00,rec_long,22,,,,,
player,201410260cle,rai,RiveMy00,fumbles,0,,,,,
player,201410260cle,rai,RiveMy00,fumbles_lost,0,,,,,
player,201410260cle,rai,HolmAn00,pass_cmp,0,,,,,
player,201410260cle,rai,HolmAn00,pass_att,0,,,,,
player,201410260cle,rai,HolmAn00,pass_yds,0,,,,,
player,201410260cle,rai,HolmAn00,pass_td,0,,,,,
player,201410260cle,rai,HolmAn00,pass_int,0,,,,,
player,201410260cle,rai,HolmAn00,pass_sacked,,,,,,
player,201410260cle,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,HolmAn00,pass_long,0,,,,,
player,201410260cle,rai,HolmAn00,pass_rating,,,,,,
player,201410260cle,rai,HolmAn00,rush_att,0,,,,,
player,201410260cle,rai,HolmAn00,rush_yds,0,,,,,
player,201410260cle,rai,HolmAn00,rush_td,0,,,,,
player,201410260cle,rai,HolmAn00,rush_long,0,,,,,
player,201410260cle,rai,HolmAn00,targets,7,,,,,
player,201410260cle,rai,HolmAn00,rec,5,,,,,
player,201410260cle,rai,HolmAn00,rec_yds,69,,,,,
player,201410260cle,rai,HolmAn00,rec_td,1,,,,,
player,201410260cle,rai,HolmAn00,rec_long,31,,,,,
player,201410260cle,rai,HolmAn00,fumbles,0,,,,,
player,201410260cle,rai,HolmAn00,fumbles_lost,0,,,,,
player,201410260cle,rai,JoneJa04,pass_cmp,0,,,,,
player,201410260cle,rai,JoneJa04,pass_att,0,,,,,
player,201410260cle,rai,JoneJa04,pass_yds,0,,,,,
player,201410260cle,rai,JoneJa04,pass_td,0,,,,,
player,201410260cle,rai,JoneJa04,pass_int,0,,,,,
player,201410260cle,rai,JoneJa04,pass_sacked,,,,,,
player,201410260cle,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201410260cle,rai,JoneJa04,pass_long,0,,,,,
player,201410260cle,rai,JoneJa04,pass_rating,,,,,,
player,201410260cle,rai,JoneJa04,rush_att,0,,,,,
player,201410260cle,rai,JoneJa04,rush_yds,0,,,,,
player,201410260cle,rai,JoneJa04,rush_td,0,,,,,
player,201410260cle,rai,JoneJa04,rush_long,0,,,,,
player,201410260cle,rai,JoneJa04,targets,11,,,,,
player,201410260cle,rai,JoneJa04,rec,6,,,,,
player,201410260cle,rai,JoneJa04,rec_yds,62,,,,,
player,201410260cle,rai,JoneJa04,rec_td,0,,,,,
player,201410260cle,rai,JoneJa04,rec_long,16,,,,,
player,201410260cle,rai,JoneJa04,fumbles,0,,,,,
player,201410260cle,rai,JoneJa04,fumbles_lost,0,,,,,
player,201410260cle,rai,ReecMa00,pass_cmp,0,,,,,
player,201410260cle,rai,ReecMa00,pass_att,0,,,,,
player,201410260cle,rai,ReecMa00,pass_yds,0,,,,,
player,201410260cle,rai,ReecMa00,pass_td,0,,,,,
player,201410260cle,rai,ReecMa00,pass_int,0,,,,,
player,201410260cle,rai,ReecMa00,pass_sacked,,,,,,
player,201410260cle,rai,ReecMa00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,ReecMa00,pass_long,0,,,,,
player,201410260cle,rai,ReecMa00,pass_rating,,,,,,
player,201410260cle,rai,ReecMa00,rush_att,0,,,,,
player,201410260cle,rai,ReecMa00,rush_yds,0,,,,,
player,201410260cle,rai,ReecMa00,rush_td,0,,,,,
player,201410260cle,rai,ReecMa00,rush_long,0,,,,,
player,201410260cle,rai,ReecMa00,targets,6,,,,,
player,201410260cle,rai,ReecMa00,rec,5,,,,,
player,201410260cle,rai,ReecMa00,rec_yds,34,,,,,
player,201410260cle,rai,ReecMa00,rec_td,0,,,,,
player,201410260cle,rai,ReecMa00,rec_long,19,,,,,
player,201410260cle,rai,ReecMa00,fumbles,0,,,,,
player,201410260cle,rai,ReecMa00,fumbles_lost,0,,,,,
player,201410260cle,rai,ButlBr00,pass_cmp,0,,,,,
player,201410260cle,rai,ButlBr00,pass_att,0,,,,,
player,201410260cle,rai,ButlBr00,pass_yds,0,,,,,
player,201410260cle,rai,ButlBr00,pass_td,0,,,,,
player,201410260cle,rai,ButlBr00,pass_int,0,,,,,
player,201410260cle,rai,ButlBr00,pass_sacked,,,,,,
player,201410260cle,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,ButlBr00,pass_long,0,,,,,
player,201410260cle,rai,ButlBr00,pass_rating,,,,,,
player,201410260cle,rai,ButlBr00,rush_att,0,,,,,
player,201410260cle,rai,ButlBr00,rush_yds,0,,,,,
player,201410260cle,rai,ButlBr00,rush_td,0,,,,,
player,201410260cle,rai,ButlBr00,rush_long,0,,,,,
player,201410260cle,rai,ButlBr00,targets,2,,,,,
player,201410260cle,rai,ButlBr00,rec,1,,,,,
player,201410260cle,rai,ButlBr00,rec_yds,9,,,,,
player,201410260cle,rai,ButlBr00,rec_td,0,,,,,
player,201410260cle,rai,ButlBr00,rec_long,9,,,,,
player,201410260cle,rai,ButlBr00,fumbles,0,,,,,
player,201410260cle,rai,ButlBr00,fumbles_lost,0,,,,,
player,201410260cle,rai,MoorDe02,pass_cmp,0,,,,,
player,201410260cle,rai,MoorDe02,pass_att,0,,,,,
player,201410260cle,rai,MoorDe02,pass_yds,0,,,,,
player,201410260cle,rai,MoorDe02,pass_td,0,,,,,
player,201410260cle,rai,MoorDe02,pass_int,0,,,,,
player,201410260cle,rai,MoorDe02,pass_sacked,,,,,,
player,201410260cle,rai,MoorDe02,pass_sacked_yds,0,,,,,
player,201410260cle,rai,MoorDe02,pass_long,0,,,,,
player,201410260cle,rai,MoorDe02,pass_rating,,,,,,
player,201410260cle,rai,MoorDe02,rush_att,0,,,,,
player,201410260cle,rai,MoorDe02,rush_yds,0,,,,,
player,201410260cle,rai,MoorDe02,rush_td,0,,,,,
player,201410260cle,rai,MoorDe02,rush_long,0,,,,,
player,201410260cle,rai,MoorDe02,targets,1,,,,,
player,201410260cle,rai,MoorDe02,rec,1,,,,,
player,201410260cle,rai,MoorDe02,rec_yds,5,,,,,
player,201410260cle,rai,MoorDe02,rec_td,0,,,,,
player,201410260cle,rai,MoorDe02,rec_long,5,,,,,
player,201410260cle,rai,MoorDe02,fumbles,0,,,,,
player,201410260cle,rai,MoorDe02,fumbles_lost,0,,,,,
player,201410260cle,rai,OlawJa00,pass_cmp,0,,,,,
player,201410260cle,rai,OlawJa00,pass_att,0,,,,,
player,201410260cle,rai,OlawJa00,pass_yds,0,,,,,
player,201410260cle,rai,OlawJa00,pass_td,0,,,,,
player,201410260cle,rai,OlawJa00,pass_int,0,,,,,
player,201410260cle,rai,OlawJa00,pass_sacked,,,,,,
player,201410260cle,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201410260cle,rai,OlawJa00,pass_long,0,,,,,
player,201410260cle,rai,OlawJa00,pass_rating,,,,,,
player,201410260cle,rai,OlawJa00,rush_att,1,,,,,
player,201410260cle,rai,OlawJa00,rush_yds,0,,,,,
player,201410260cle,rai,OlawJa00,rush_td,0,,,,,
player,201410260cle,rai,OlawJa00,rush_long,0,,,,,
player,201410260cle,rai,OlawJa00,targets,0,,,,,
player,201410260cle,rai,OlawJa00,rec,0,,,,,
player,201410260cle,rai,OlawJa00,rec_yds,0,,,,,
player,201410260cle,rai,OlawJa00,rec_td,0,,,,,
player,201410260cle,rai,OlawJa00,rec_long,0,,,,,
player,201410260cle,rai,OlawJa00,fumbles,0,,,,,
player,201410260cle,rai,OlawJa00,fumbles_lost,0,,,,,
player,201410260cle,cle,HoyeBr00,pass_cmp,19,,,,,
player,201410260cle,cle,HoyeBr00,pass_att,28,,,,,
player,201410260cle,cle,HoyeBr00,pass_yds,275,,,,,
player,201410260cle,cle,HoyeBr00,pass_td,1,,,,,
player,201410260cle,cle,HoyeBr00,pass_int,0,,,,,
player,201410260cle,cle,HoyeBr00,pass_sacked,1,,,,,
player,201410260cle,cle,HoyeBr00,pass_sacked_yds,8,,,,,
player,201410260cle,cle,HoyeBr00,pass_long,48,,,,,
player,201410260cle,cle,HoyeBr00,pass_rating,111.5,,,,,
player,201410260cle,cle,HoyeBr00,rush_att,2,,,,,
player,201410260cle,cle,HoyeBr00,rush_yds,1,,,,,
player,201410260cle,cle,HoyeBr00,rush_td,0,,,,,
player,201410260cle,cle,HoyeBr00,rush_long,2,,,,,
player,201410260cle,cle,HoyeBr00,targets,0,,,,,
player,201410260cle,cle,HoyeBr00,rec,0,,,,,
player,201410260cle,cle,HoyeBr00,rec_yds,0,,,,,
player,201410260cle,cle,HoyeBr00,rec_td,0,,,,,
player,201410260cle,cle,HoyeBr00,rec_long,0,,,,,
player,201410260cle,cle,HoyeBr00,fumbles,0,,,,,
player,201410260cle,cle,HoyeBr00,fumbles_lost,0,,,,,
player,201410260cle,cle,TateBe00,pass_cmp,0,,,,,
player,201410260cle,cle,TateBe00,pass_att,0,,,,,
player,201410260cle,cle,TateBe00,pass_yds,0,,,,,
player,201410260cle,cle,TateBe00,pass_td,0,,,,,
player,201410260cle,cle,TateBe00,pass_int,0,,,,,
player,201410260cle,cle,TateBe00,pass_sacked,0,,,,,
player,201410260cle,cle,TateBe00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,TateBe00,pass_long,0,,,,,
player,201410260cle,cle,TateBe00,pass_rating,,,,,,
player,201410260cle,cle,TateBe00,rush_att,15,,,,,
player,201410260cle,cle,TateBe00,rush_yds,26,,,,,
player,201410260cle,cle,TateBe00,rush_td,1,,,,,
player,201410260cle,cle,TateBe00,rush_long,6,,,,,
player,201410260cle,cle,TateBe00,targets,1,,,,,
player,201410260cle,cle,TateBe00,rec,1,,,,,
player,201410260cle,cle,TateBe00,rec_yds,8,,,,,
player,201410260cle,cle,TateBe00,rec_td,0,,,,,
player,201410260cle,cle,TateBe00,rec_long,8,,,,,
player,201410260cle,cle,TateBe00,fumbles,0,,,,,
player,201410260cle,cle,TateBe00,fumbles_lost,0,,,,,
player,201410260cle,cle,WestTe00,pass_cmp,0,,,,,
player,201410260cle,cle,WestTe00,pass_att,0,,,,,
player,201410260cle,cle,WestTe00,pass_yds,0,,,,,
player,201410260cle,cle,WestTe00,pass_td,0,,,,,
player,201410260cle,cle,WestTe00,pass_int,0,,,,,
player,201410260cle,cle,WestTe00,pass_sacked,0,,,,,
player,201410260cle,cle,WestTe00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,WestTe00,pass_long,0,,,,,
player,201410260cle,cle,WestTe00,pass_rating,,,,,,
player,201410260cle,cle,WestTe00,rush_att,7,,,,,
player,201410260cle,cle,WestTe00,rush_yds,11,,,,,
player,201410260cle,cle,WestTe00,rush_td,0,,,,,
player,201410260cle,cle,WestTe00,rush_long,7,,,,,
player,201410260cle,cle,WestTe00,targets,2,,,,,
player,201410260cle,cle,WestTe00,rec,1,,,,,
player,201410260cle,cle,WestTe00,rec_yds,10,,,,,
player,201410260cle,cle,WestTe00,rec_td,0,,,,,
player,201410260cle,cle,WestTe00,rec_long,10,,,,,
player,201410260cle,cle,WestTe00,fumbles,0,,,,,
player,201410260cle,cle,WestTe00,fumbles_lost,0,,,,,
player,201410260cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201410260cle,cle,CrowIs00,pass_att,0,,,,,
player,201410260cle,cle,CrowIs00,pass_yds,0,,,,,
player,201410260cle,cle,CrowIs00,pass_td,0,,,,,
player,201410260cle,cle,CrowIs00,pass_int,0,,,,,
player,201410260cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201410260cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,CrowIs00,pass_long,0,,,,,
player,201410260cle,cle,CrowIs00,pass_rating,,,,,,
player,201410260cle,cle,CrowIs00,rush_att,1,,,,,
player,201410260cle,cle,CrowIs00,rush_yds,1,,,,,
player,201410260cle,cle,CrowIs00,rush_td,0,,,,,
player,201410260cle,cle,CrowIs00,rush_long,1,,,,,
player,201410260cle,cle,CrowIs00,targets,1,,,,,
player,201410260cle,cle,CrowIs00,rec,1,,,,,
player,201410260cle,cle,CrowIs00,rec_yds,8,,,,,
player,201410260cle,cle,CrowIs00,rec_td,0,,,,,
player,201410260cle,cle,CrowIs00,rec_long,8,,,,,
player,201410260cle,cle,CrowIs00,fumbles,0,,,,,
player,201410260cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201410260cle,cle,HawkAn00,pass_cmp,0,,,,,
player,201410260cle,cle,HawkAn00,pass_att,0,,,,,
player,201410260cle,cle,HawkAn00,pass_yds,0,,,,,
player,201410260cle,cle,HawkAn00,pass_td,0,,,,,
player,201410260cle,cle,HawkAn00,pass_int,0,,,,,
player,201410260cle,cle,HawkAn00,pass_sacked,0,,,,,
player,201410260cle,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,HawkAn00,pass_long,0,,,,,
player,201410260cle,cle,HawkAn00,pass_rating,,,,,,
player,201410260cle,cle,HawkAn00,rush_att,0,,,,,
player,201410260cle,cle,HawkAn00,rush_yds,0,,,,,
player,201410260cle,cle,HawkAn00,rush_td,0,,,,,
player,201410260cle,cle,HawkAn00,rush_long,0,,,,,
player,201410260cle,cle,HawkAn00,targets,9,,,,,
player,201410260cle,cle,HawkAn00,rec,7,,,,,
player,201410260cle,cle,HawkAn00,rec_yds,88,,,,,
player,201410260cle,cle,HawkAn00,rec_td,1,,,,,
player,201410260cle,cle,HawkAn00,rec_long,32,,,,,
player,201410260cle,cle,HawkAn00,fumbles,0,,,,,
player,201410260cle,cle,HawkAn00,fumbles_lost,0,,,,,
player,201410260cle,cle,GabrTa00,pass_cmp,0,,,,,
player,201410260cle,cle,GabrTa00,pass_att,0,,,,,
player,201410260cle,cle,GabrTa00,pass_yds,0,,,,,
player,201410260cle,cle,GabrTa00,pass_td,0,,,,,
player,201410260cle,cle,GabrTa00,pass_int,0,,,,,
player,201410260cle,cle,GabrTa00,pass_sacked,0,,,,,
player,201410260cle,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,GabrTa00,pass_long,0,,,,,
player,201410260cle,cle,GabrTa00,pass_rating,,,,,,
player,201410260cle,cle,GabrTa00,rush_att,0,,,,,
player,201410260cle,cle,GabrTa00,rush_yds,0,,,,,
player,201410260cle,cle,GabrTa00,rush_td,0,,,,,
player,201410260cle,cle,GabrTa00,rush_long,0,,,,,
player,201410260cle,cle,GabrTa00,targets,3,,,,,
player,201410260cle,cle,GabrTa00,rec,2,,,,,
player,201410260cle,cle,GabrTa00,rec_yds,60,,,,,
player,201410260cle,cle,GabrTa00,rec_td,0,,,,,
player,201410260cle,cle,GabrTa00,rec_long,48,,,,,
player,201410260cle,cle,GabrTa00,fumbles,0,,,,,
player,201410260cle,cle,GabrTa00,fumbles_lost,0,,,,,
player,201410260cle,cle,CameJo00,pass_cmp,0,,,,,
player,201410260cle,cle,CameJo00,pass_att,0,,,,,
player,201410260cle,cle,CameJo00,pass_yds,0,,,,,
player,201410260cle,cle,CameJo00,pass_td,0,,,,,
player,201410260cle,cle,CameJo00,pass_int,0,,,,,
player,201410260cle,cle,CameJo00,pass_sacked,0,,,,,
player,201410260cle,cle,CameJo00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,CameJo00,pass_long,0,,,,,
player,201410260cle,cle,CameJo00,pass_rating,,,,,,
player,201410260cle,cle,CameJo00,rush_att,0,,,,,
player,201410260cle,cle,CameJo00,rush_yds,0,,,,,
player,201410260cle,cle,CameJo00,rush_td,0,,,,,
player,201410260cle,cle,CameJo00,rush_long,0,,,,,
player,201410260cle,cle,CameJo00,targets,5,,,,,
player,201410260cle,cle,CameJo00,rec,3,,,,,
player,201410260cle,cle,CameJo00,rec_yds,40,,,,,
player,201410260cle,cle,CameJo00,rec_td,0,,,,,
player,201410260cle,cle,CameJo00,rec_long,21,,,,,
player,201410260cle,cle,CameJo00,fumbles,0,,,,,
player,201410260cle,cle,CameJo00,fumbles_lost,0,,,,,
player,201410260cle,cle,AustMi00,pass_cmp,0,,,,,
player,201410260cle,cle,AustMi00,pass_att,0,,,,,
player,201410260cle,cle,AustMi00,pass_yds,0,,,,,
player,201410260cle,cle,AustMi00,pass_td,0,,,,,
player,201410260cle,cle,AustMi00,pass_int,0,,,,,
player,201410260cle,cle,AustMi00,pass_sacked,0,,,,,
player,201410260cle,cle,AustMi00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,AustMi00,pass_long,0,,,,,
player,201410260cle,cle,AustMi00,pass_rating,,,,,,
player,201410260cle,cle,AustMi00,rush_att,0,,,,,
player,201410260cle,cle,AustMi00,rush_yds,0,,,,,
player,201410260cle,cle,AustMi00,rush_td,0,,,,,
player,201410260cle,cle,AustMi00,rush_long,0,,,,,
player,201410260cle,cle,AustMi00,targets,2,,,,,
player,201410260cle,cle,AustMi00,rec,2,,,,,
player,201410260cle,cle,AustMi00,rec_yds,34,,,,,
player,201410260cle,cle,AustMi00,rec_td,0,,,,,
player,201410260cle,cle,AustMi00,rec_long,22,,,,,
player,201410260cle,cle,AustMi00,fumbles,0,,,,,
player,201410260cle,cle,AustMi00,fumbles_lost,0,,,,,
player,201410260cle,cle,DrayJi00,pass_cmp,0,,,,,
player,201410260cle,cle,DrayJi00,pass_att,0,,,,,
player,201410260cle,cle,DrayJi00,pass_yds,0,,,,,
player,201410260cle,cle,DrayJi00,pass_td,0,,,,,
player,201410260cle,cle,DrayJi00,pass_int,0,,,,,
player,201410260cle,cle,DrayJi00,pass_sacked,0,,,,,
player,201410260cle,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,DrayJi00,pass_long,0,,,,,
player,201410260cle,cle,DrayJi00,pass_rating,,,,,,
player,201410260cle,cle,DrayJi00,rush_att,0,,,,,
player,201410260cle,cle,DrayJi00,rush_yds,0,,,,,
player,201410260cle,cle,DrayJi00,rush_td,0,,,,,
player,201410260cle,cle,DrayJi00,rush_long,0,,,,,
player,201410260cle,cle,DrayJi00,targets,2,,,,,
player,201410260cle,cle,DrayJi00,rec,2,,,,,
player,201410260cle,cle,DrayJi00,rec_yds,27,,,,,
player,201410260cle,cle,DrayJi00,rec_td,0,,,,,
player,201410260cle,cle,DrayJi00,rec_long,16,,,,,
player,201410260cle,cle,DrayJi00,fumbles,0,,,,,
player,201410260cle,cle,DrayJi00,fumbles_lost,0,,,,,
player,201410260cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201410260cle,cle,BenjTr00,pass_att,0,,,,,
player,201410260cle,cle,BenjTr00,pass_yds,0,,,,,
player,201410260cle,cle,BenjTr00,pass_td,0,,,,,
player,201410260cle,cle,BenjTr00,pass_int,0,,,,,
player,201410260cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201410260cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201410260cle,cle,BenjTr00,pass_long,0,,,,,
player,201410260cle,cle,BenjTr00,pass_rating,,,,,,
player,201410260cle,cle,BenjTr00,rush_att,0,,,,,
player,201410260cle,cle,BenjTr00,rush_yds,0,,,,,
player,201410260cle,cle,BenjTr00,rush_td,0,,,,,
player,201410260cle,cle,BenjTr00,rush_long,0,,,,,
