game,2014,4,20140928,201409280rai,mia,"Miami Dolphins",38,rai,"Oakland Raiders",14
player,201409280rai,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201409280rai,mia,WillDa05,pass_long,0,,,,,
player,201409280rai,mia,WillDa05,pass_rating,,,,,,
player,201409280rai,mia,WillDa05,rush_att,6,,,,,
player,201409280rai,mia,WillDa05,rush_yds,23,,,,,
player,201409280rai,mia,WillDa05,rush_td,0,,,,,
player,201409280rai,mia,WillDa05,rush_long,12,,,,,
player,201409280rai,mia,WillDa05,targets,0,,,,,
player,201409280rai,mia,WillDa05,rec,0,,,,,
player,201409280rai,mia,WillDa05,rec_yds,0,,,,,
player,201409280rai,mia,WillDa05,rec_td,0,,,,,
player,201409280rai,mia,WillDa05,rec_long,0,,,,,
player,201409280rai,mia,WillDa05,fumbles,0,,,,,
player,201409280rai,mia,WillDa05,fumbles_lost,0,,,,,
player,201409280rai,mia,DarkOr00,pass_cmp,0,,,,,
player,201409280rai,mia,DarkOr00,pass_att,0,,,,,
player,201409280rai,mia,DarkOr00,pass_yds,0,,,,,
player,201409280rai,mia,DarkOr00,pass_td,0,,,,,
player,201409280rai,mia,DarkOr00,pass_int,0,,,,,
player,201409280rai,mia,DarkOr00,pass_sacked,0,,,,,
player,201409280rai,mia,DarkOr00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,DarkOr00,pass_long,0,,,,,
player,201409280rai,mia,DarkOr00,pass_rating,,,,,,
player,201409280rai,mia,DarkOr00,rush_att,4,,,,,
player,201409280rai,mia,DarkOr00,rush_yds,2,,,,,
player,201409280rai,mia,DarkOr00,rush_td,0,,,,,
player,201409280rai,mia,DarkOr00,rush_long,7,,,,,
player,201409280rai,mia,DarkOr00,targets,0,,,,,
player,201409280rai,mia,DarkOr00,rec,0,,,,,
player,201409280rai,mia,DarkOr00,rec_yds,0,,,,,
player,201409280rai,mia,DarkOr00,rec_td,0,,,,,
player,201409280rai,mia,DarkOr00,rec_long,0,,,,,
player,201409280rai,mia,DarkOr00,fumbles,0,,,,,
player,201409280rai,mia,DarkOr00,fumbles_lost,0,,,,,
player,201409280rai,mia,HartBr00,pass_cmp,0,,,,,
player,201409280rai,mia,HartBr00,pass_att,0,,,,,
player,201409280rai,mia,HartBr00,pass_yds,0,,,,,
player,201409280rai,mia,HartBr00,pass_td,0,,,,,
player,201409280rai,mia,HartBr00,pass_int,0,,,,,
player,201409280rai,mia,HartBr00,pass_sacked,0,,,,,
player,201409280rai,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,HartBr00,pass_long,0,,,,,
player,201409280rai,mia,HartBr00,pass_rating,,,,,,
player,201409280rai,mia,HartBr00,rush_att,0,,,,,
player,201409280rai,mia,HartBr00,rush_yds,0,,,,,
player,201409280rai,mia,HartBr00,rush_td,0,,,,,
player,201409280rai,mia,HartBr00,rush_long,0,,,,,
player,201409280rai,mia,HartBr00,targets,7,,,,,
player,201409280rai,mia,HartBr00,rec,6,,,,,
player,201409280rai,mia,HartBr00,rec_yds,74,,,,,
player,201409280rai,mia,HartBr00,rec_td,0,,,,,
player,201409280rai,mia,HartBr00,rec_long,35,,,,,
player,201409280rai,mia,HartBr00,fumbles,0,,,,,
player,201409280rai,mia,HartBr00,fumbles_lost,0,,,,,
player,201409280rai,mia,LandJa00,pass_cmp,0,,,,,
player,201409280rai,mia,LandJa00,pass_att,0,,,,,
player,201409280rai,mia,LandJa00,pass_yds,0,,,,,
player,201409280rai,mia,LandJa00,pass_td,0,,,,,
player,201409280rai,mia,LandJa00,pass_int,0,,,,,
player,201409280rai,mia,LandJa00,pass_sacked,0,,,,,
player,201409280rai,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,LandJa00,pass_long,0,,,,,
player,201409280rai,mia,LandJa00,pass_rating,,,,,,
player,201409280rai,mia,LandJa00,rush_att,0,,,,,
player,201409280rai,mia,LandJa00,rush_yds,0,,,,,
player,201409280rai,mia,LandJa00,rush_td,0,,,,,
player,201409280rai,mia,LandJa00,rush_long,0,,,,,
player,201409280rai,mia,LandJa00,targets,4,,,,,
player,201409280rai,mia,LandJa00,rec,4,,,,,
player,201409280rai,mia,LandJa00,rec_yds,38,,,,,
player,201409280rai,mia,LandJa00,rec_td,0,,,,,
player,201409280rai,mia,LandJa00,rec_long,18,,,,,
player,201409280rai,mia,LandJa00,fumbles,1,,,,,
player,201409280rai,mia,LandJa00,fumbles_lost,1,,,,,
player,201409280rai,mia,WallMi00,pass_cmp,0,,,,,
player,201409280rai,mia,WallMi00,pass_att,0,,,,,
player,201409280rai,mia,WallMi00,pass_yds,0,,,,,
player,201409280rai,mia,WallMi00,pass_td,0,,,,,
player,201409280rai,mia,WallMi00,pass_int,0,,,,,
player,201409280rai,mia,WallMi00,pass_sacked,0,,,,,
player,201409280rai,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,WallMi00,pass_long,0,,,,,
player,201409280rai,mia,WallMi00,pass_rating,,,,,,
player,201409280rai,mia,WallMi00,rush_att,1,,,,,
player,201409280rai,mia,WallMi00,rush_yds,0,,,,,
player,201409280rai,mia,WallMi00,rush_td,0,,,,,
player,201409280rai,mia,WallMi00,rush_long,0,,,,,
player,201409280rai,mia,WallMi00,targets,4,,,,,
player,201409280rai,mia,WallMi00,rec,3,,,,,
player,201409280rai,mia,WallMi00,rec_yds,35,,,,,
player,201409280rai,mia,WallMi00,rec_td,1,,,,,
player,201409280rai,mia,WallMi00,rec_long,16,,,,,
player,201409280rai,mia,WallMi00,fumbles,1,,,,,
player,201409280rai,mia,WallMi00,fumbles_lost,0,,,,,
player,201409280rai,mia,ClayCh00,pass_cmp,0,,,,,
player,201409280rai,mia,ClayCh00,pass_att,0,,,,,
player,201409280rai,mia,ClayCh00,pass_yds,0,,,,,
player,201409280rai,mia,ClayCh00,pass_td,0,,,,,
player,201409280rai,mia,ClayCh00,pass_int,0,,,,,
player,201409280rai,mia,ClayCh00,pass_sacked,0,,,,,
player,201409280rai,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,ClayCh00,pass_long,0,,,,,
player,201409280rai,mia,ClayCh00,pass_rating,,,,,,
player,201409280rai,mia,ClayCh00,rush_att,0,,,,,
player,201409280rai,mia,ClayCh00,rush_yds,0,,,,,
player,201409280rai,mia,ClayCh00,rush_td,0,,,,,
player,201409280rai,mia,ClayCh00,rush_long,0,,,,,
player,201409280rai,mia,ClayCh00,targets,4,,,,,
player,201409280rai,mia,ClayCh00,rec,2,,,,,
player,201409280rai,mia,ClayCh00,rec_yds,32,,,,,
player,201409280rai,mia,ClayCh00,rec_td,0,,,,,
player,201409280rai,mia,ClayCh00,rec_long,17,,,,,
player,201409280rai,mia,ClayCh00,fumbles,0,,,,,
player,201409280rai,mia,ClayCh00,fumbles_lost,0,,,,,
player,201409280rai,mia,MattRi00,pass_cmp,0,,,,,
player,201409280rai,mia,MattRi00,pass_att,0,,,,,
player,201409280rai,mia,MattRi00,pass_yds,0,,,,,
player,201409280rai,mia,MattRi00,pass_td,0,,,,,
player,201409280rai,mia,MattRi00,pass_int,0,,,,,
player,201409280rai,mia,MattRi00,pass_sacked,0,,,,,
player,201409280rai,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,MattRi00,pass_long,0,,,,,
player,201409280rai,mia,MattRi00,pass_rating,,,,,,
player,201409280rai,mia,MattRi00,rush_att,0,,,,,
player,201409280rai,mia,MattRi00,rush_yds,0,,,,,
player,201409280rai,mia,MattRi00,rush_td,0,,,,,
player,201409280rai,mia,MattRi00,rush_long,0,,,,,
player,201409280rai,mia,MattRi00,targets,2,,,,,
player,201409280rai,mia,MattRi00,rec,2,,,,,
player,201409280rai,mia,MattRi00,rec_yds,27,,,,,
player,201409280rai,mia,MattRi00,rec_td,0,,,,,
player,201409280rai,mia,MattRi00,rec_long,23,,,,,
player,201409280rai,mia,MattRi00,fumbles,0,,,,,
player,201409280rai,mia,MattRi00,fumbles_lost,0,,,,,
player,201409280rai,mia,GibsBr00,pass_cmp,0,,,,,
player,201409280rai,mia,GibsBr00,pass_att,0,,,,,
player,201409280rai,mia,GibsBr00,pass_yds,0,,,,,
player,201409280rai,mia,GibsBr00,pass_td,0,,,,,
player,201409280rai,mia,GibsBr00,pass_int,0,,,,,
player,201409280rai,mia,GibsBr00,pass_sacked,0,,,,,
player,201409280rai,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,GibsBr00,pass_long,0,,,,,
player,201409280rai,mia,GibsBr00,pass_rating,,,,,,
player,201409280rai,mia,GibsBr00,rush_att,0,,,,,
player,201409280rai,mia,GibsBr00,rush_yds,0,,,,,
player,201409280rai,mia,GibsBr00,rush_td,0,,,,,
player,201409280rai,mia,GibsBr00,rush_long,0,,,,,
player,201409280rai,mia,GibsBr00,targets,4,,,,,
player,201409280rai,mia,GibsBr00,rec,2,,,,,
player,201409280rai,mia,GibsBr00,rec_yds,26,,,,,
player,201409280rai,mia,GibsBr00,rec_td,0,,,,,
player,201409280rai,mia,GibsBr00,rec_long,17,,,,,
player,201409280rai,mia,GibsBr00,fumbles,0,,,,,
player,201409280rai,mia,GibsBr00,fumbles_lost,0,,,,,
player,201409280rai,mia,SimsDi00,pass_cmp,0,,,,,
player,201409280rai,mia,SimsDi00,pass_att,0,,,,,
player,201409280rai,mia,SimsDi00,pass_yds,0,,,,,
player,201409280rai,mia,SimsDi00,pass_td,0,,,,,
player,201409280rai,mia,SimsDi00,pass_int,0,,,,,
player,201409280rai,mia,SimsDi00,pass_sacked,0,,,,,
player,201409280rai,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201409280rai,mia,SimsDi00,pass_long,0,,,,,
player,201409280rai,mia,SimsDi00,pass_rating,,,,,,
player,201409280rai,mia,SimsDi00,rush_att,0,,,,,
player,201409280rai,mia,SimsDi00,rush_yds,0,,,,,
player,201409280rai,mia,SimsDi00,rush_td,0,,,,,
player,201409280rai,mia,SimsDi00,rush_long,0,,,,,
player,201409280rai,mia,SimsDi00,targets,2,,,,,
player,201409280rai,mia,SimsDi00,rec,1,,,,,
player,201409280rai,mia,SimsDi00,rec_yds,18,,,,,
player,201409280rai,mia,SimsDi00,rec_td,1,,,,,
player,201409280rai,mia,SimsDi00,rec_long,18,,,,,
player,201409280rai,mia,SimsDi00,fumbles,0,,,,,
player,201409280rai,mia,SimsDi00,fumbles_lost,0,,,,,
player,201409280rai,mia,MoorMa01,pass_cmp,0,,,,,
player,201409280rai,mia,MoorMa01,pass_att,0,,,,,
player,201409280rai,mia,MoorMa01,pass_yds,0,,,,,
player,201409280rai,mia,MoorMa01,pass_td,0,,,,,
player,201409280rai,mia,MoorMa01,pass_int,0,,,,,
player,201409280rai,mia,MoorMa01,pass_sacked,0,,,,,
player,201409280rai,mia,MoorMa01,pass_sacked_yds,0,,,,,
player,201409280rai,mia,MoorMa01,pass_long,0,,,,,
player,201409280rai,mia,MoorMa01,pass_rating,,,,,,
player,201409280rai,mia,MoorMa01,rush_att,2,,,,,
player,201409280rai,mia,MoorMa01,rush_yds,-2,,,,,
player,201409280rai,mia,MoorMa01,rush_td,0,,,,,
player,201409280rai,mia,MoorMa01,rush_long,-1,,,,,
player,201409280rai,mia,MoorMa01,targets,0,,,,,
player,201409280rai,mia,MoorMa01,rec,0,,,,,
player,201409280rai,mia,MoorMa01,rec_yds,0,,,,,
player,201409280rai,mia,MoorMa01,rec_td,0,,,,,
player,201409280rai,mia,MoorMa01,rec_long,0,,,,,
player,201409280rai,mia,MoorMa01,fumbles,0,,,,,
player,201409280rai,mia,MoorMa01,fumbles_lost,0,,,,,
player,201409280rai,rai,CarrDe02,pass_cmp,16,,,,,
player,201409280rai,rai,CarrDe02,pass_att,25,,,,,
player,201409280rai,rai,CarrDe02,pass_yds,146,,,,,
player,201409280rai,rai,CarrDe02,pass_td,1,,,,,
player,201409280rai,rai,CarrDe02,pass_int,1,,,,,
player,201409280rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201409280rai,rai,CarrDe02,pass_sacked_yds,3,,,,,
player,201409280rai,rai,CarrDe02,pass_long,30,,,,,
player,201409280rai,rai,CarrDe02,pass_rating,76.4,,,,,
player,201409280rai,rai,CarrDe02,rush_att,2,,,,,
player,201409280rai,rai,CarrDe02,rush_yds,9,,,,,
player,201409280rai,rai,CarrDe02,rush_td,0,,,,,
player,201409280rai,rai,CarrDe02,rush_long,8,,,,,
player,201409280rai,rai,CarrDe02,targets,0,,,,,
player,201409280rai,rai,CarrDe02,rec,0,,,,,
player,201409280rai,rai,CarrDe02,rec_yds,0,,,,,
player,201409280rai,rai,CarrDe02,rec_td,0,,,,,
player,201409280rai,rai,CarrDe02,rec_long,0,,,,,
player,201409280rai,rai,CarrDe02,fumbles,0,,,,,
player,201409280rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201409280rai,rai,McGlMa01,pass_cmp,12,,,,,
player,201409280rai,rai,McGlMa01,pass_att,19,,,,,
player,201409280rai,rai,McGlMa01,pass_yds,129,,,,,
player,201409280rai,rai,McGlMa01,pass_td,1,,,,,
player,201409280rai,rai,McGlMa01,pass_int,2,,,,,
player,201409280rai,rai,McGlMa01,pass_sacked,1,,,,,
player,201409280rai,rai,McGlMa01,pass_sacked_yds,8,,,,,
player,201409280rai,rai,McGlMa01,pass_long,29,,,,,
player,201409280rai,rai,McGlMa01,pass_rating,61.0,,,,,
player,201409280rai,rai,McGlMa01,rush_att,2,,,,,
player,201409280rai,rai,McGlMa01,rush_yds,3,,,,,
player,201409280rai,rai,McGlMa01,rush_td,0,,,,,
player,201409280rai,rai,McGlMa01,rush_long,3,,,,,
player,201409280rai,rai,McGlMa01,targets,0,,,,,
player,201409280rai,rai,McGlMa01,rec,0,,,,,
player,201409280rai,rai,McGlMa01,rec_yds,0,,,,,
player,201409280rai,rai,McGlMa01,rec_td,0,,,,,
player,201409280rai,rai,McGlMa01,rec_long,0,,,,,
player,201409280rai,rai,McGlMa01,fumbles,0,,,,,
player,201409280rai,rai,McGlMa01,fumbles_lost,0,,,,,
player,201409280rai,rai,McFaDa00,pass_cmp,0,,,,,
player,201409280rai,rai,McFaDa00,pass_att,0,,,,,
player,201409280rai,rai,McFaDa00,pass_yds,0,,,,,
player,201409280rai,rai,McFaDa00,pass_td,0,,,,,
player,201409280rai,rai,McFaDa00,pass_int,0,,,,,
player,201409280rai,rai,McFaDa00,pass_sacked,,,,,,
player,201409280rai,rai,McFaDa00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,McFaDa00,pass_long,0,,,,,
player,201409280rai,rai,McFaDa00,pass_rating,,,,,,
player,201409280rai,rai,McFaDa00,rush_att,11,,,,,
player,201409280rai,rai,McFaDa00,rush_yds,40,,,,,
player,201409280rai,rai,McFaDa00,rush_td,0,,,,,
player,201409280rai,rai,McFaDa00,rush_long,12,,,,,
player,201409280rai,rai,McFaDa00,targets,5,,,,,
player,201409280rai,rai,McFaDa00,rec,4,,,,,
player,201409280rai,rai,McFaDa00,rec_yds,32,,,,,
player,201409280rai,rai,McFaDa00,rec_td,0,,,,,
player,201409280rai,rai,McFaDa00,rec_long,16,,,,,
player,201409280rai,rai,McFaDa00,fumbles,0,,,,,
player,201409280rai,rai,McFaDa00,fumbles_lost,0,,,,,
player,201409280rai,rai,DrewMa00,pass_cmp,0,,,,,
player,201409280rai,rai,DrewMa00,pass_att,0,,,,,
player,201409280rai,rai,DrewMa00,pass_yds,0,,,,,
player,201409280rai,rai,DrewMa00,pass_td,0,,,,,
player,201409280rai,rai,DrewMa00,pass_int,0,,,,,
player,201409280rai,rai,DrewMa00,pass_sacked,,,,,,
player,201409280rai,rai,DrewMa00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,DrewMa00,pass_long,0,,,,,
player,201409280rai,rai,DrewMa00,pass_rating,,,,,,
player,201409280rai,rai,DrewMa00,rush_att,2,,,,,
player,201409280rai,rai,DrewMa00,rush_yds,1,,,,,
player,201409280rai,rai,DrewMa00,rush_td,0,,,,,
player,201409280rai,rai,DrewMa00,rush_long,1,,,,,
player,201409280rai,rai,DrewMa00,targets,2,,,,,
player,201409280rai,rai,DrewMa00,rec,2,,,,,
player,201409280rai,rai,DrewMa00,rec_yds,2,,,,,
player,201409280rai,rai,DrewMa00,rec_td,0,,,,,
player,201409280rai,rai,DrewMa00,rec_long,2,,,,,
player,201409280rai,rai,DrewMa00,fumbles,0,,,,,
player,201409280rai,rai,DrewMa00,fumbles_lost,0,,,,,
player,201409280rai,rai,JoneJa04,pass_cmp,0,,,,,
player,201409280rai,rai,JoneJa04,pass_att,0,,,,,
player,201409280rai,rai,JoneJa04,pass_yds,0,,,,,
player,201409280rai,rai,JoneJa04,pass_td,0,,,,,
player,201409280rai,rai,JoneJa04,pass_int,0,,,,,
player,201409280rai,rai,JoneJa04,pass_sacked,,,,,,
player,201409280rai,rai,JoneJa04,pass_sacked_yds,0,,,,,
player,201409280rai,rai,JoneJa04,pass_long,0,,,,,
player,201409280rai,rai,JoneJa04,pass_rating,,,,,,
player,201409280rai,rai,JoneJa04,rush_att,0,,,,,
player,201409280rai,rai,JoneJa04,rush_yds,0,,,,,
player,201409280rai,rai,JoneJa04,rush_td,0,,,,,
player,201409280rai,rai,JoneJa04,rush_long,0,,,,,
player,201409280rai,rai,JoneJa04,targets,6,,,,,
player,201409280rai,rai,JoneJa04,rec,6,,,,,
player,201409280rai,rai,JoneJa04,rec_yds,83,,,,,
player,201409280rai,rai,JoneJa04,rec_td,0,,,,,
player,201409280rai,rai,JoneJa04,rec_long,30,,,,,
player,201409280rai,rai,JoneJa04,fumbles,0,,,,,
player,201409280rai,rai,JoneJa04,fumbles_lost,0,,,,,
player,201409280rai,rai,HolmAn00,pass_cmp,0,,,,,
player,201409280rai,rai,HolmAn00,pass_att,0,,,,,
player,201409280rai,rai,HolmAn00,pass_yds,0,,,,,
player,201409280rai,rai,HolmAn00,pass_td,0,,,,,
player,201409280rai,rai,HolmAn00,pass_int,0,,,,,
player,201409280rai,rai,HolmAn00,pass_sacked,,,,,,
player,201409280rai,rai,HolmAn00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,HolmAn00,pass_long,0,,,,,
player,201409280rai,rai,HolmAn00,pass_rating,,,,,,
player,201409280rai,rai,HolmAn00,rush_att,0,,,,,
player,201409280rai,rai,HolmAn00,rush_yds,0,,,,,
player,201409280rai,rai,HolmAn00,rush_td,0,,,,,
player,201409280rai,rai,HolmAn00,rush_long,0,,,,,
player,201409280rai,rai,HolmAn00,targets,12,,,,,
player,201409280rai,rai,HolmAn00,rec,5,,,,,
player,201409280rai,rai,HolmAn00,rec_yds,74,,,,,
player,201409280rai,rai,HolmAn00,rec_td,1,,,,,
player,201409280rai,rai,HolmAn00,rec_long,22,,,,,
player,201409280rai,rai,HolmAn00,fumbles,0,,,,,
player,201409280rai,rai,HolmAn00,fumbles_lost,0,,,,,
player,201409280rai,rai,ButlBr00,pass_cmp,0,,,,,
player,201409280rai,rai,ButlBr00,pass_att,0,,,,,
player,201409280rai,rai,ButlBr00,pass_yds,0,,,,,
player,201409280rai,rai,ButlBr00,pass_td,0,,,,,
player,201409280rai,rai,ButlBr00,pass_int,0,,,,,
player,201409280rai,rai,ButlBr00,pass_sacked,,,,,,
player,201409280rai,rai,ButlBr00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,ButlBr00,pass_long,0,,,,,
player,201409280rai,rai,ButlBr00,pass_rating,,,,,,
player,201409280rai,rai,ButlBr00,rush_att,0,,,,,
player,201409280rai,rai,ButlBr00,rush_yds,0,,,,,
player,201409280rai,rai,ButlBr00,rush_td,0,,,,,
player,201409280rai,rai,ButlBr00,rush_long,0,,,,,
player,201409280rai,rai,ButlBr00,targets,3,,,,,
player,201409280rai,rai,ButlBr00,rec,2,,,,,
player,201409280rai,rai,ButlBr00,rec_yds,30,,,,,
player,201409280rai,rai,ButlBr00,rec_td,0,,,,,
player,201409280rai,rai,ButlBr00,rec_long,15,,,,,
player,201409280rai,rai,ButlBr00,fumbles,0,,,,,
player,201409280rai,rai,ButlBr00,fumbles_lost,0,,,,,
player,201409280rai,rai,BrowVi00,pass_cmp,0,,,,,
player,201409280rai,rai,BrowVi00,pass_att,0,,,,,
player,201409280rai,rai,BrowVi00,pass_yds,0,,,,,
player,201409280rai,rai,BrowVi00,pass_td,0,,,,,
player,201409280rai,rai,BrowVi00,pass_int,0,,,,,
player,201409280rai,rai,BrowVi00,pass_sacked,,,,,,
player,201409280rai,rai,BrowVi00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,BrowVi00,pass_long,0,,,,,
player,201409280rai,rai,BrowVi00,pass_rating,,,,,,
player,201409280rai,rai,BrowVi00,rush_att,0,,,,,
player,201409280rai,rai,BrowVi00,rush_yds,0,,,,,
player,201409280rai,rai,BrowVi00,rush_td,0,,,,,
player,201409280rai,rai,BrowVi00,rush_long,0,,,,,
player,201409280rai,rai,BrowVi00,targets,4,,,,,
player,201409280rai,rai,BrowVi00,rec,3,,,,,
player,201409280rai,rai,BrowVi00,rec_yds,22,,,,,
player,201409280rai,rai,BrowVi00,rec_td,0,,,,,
player,201409280rai,rai,BrowVi00,rec_long,14,,,,,
player,201409280rai,rai,BrowVi00,fumbles,0,,,,,
player,201409280rai,rai,BrowVi00,fumbles_lost,0,,,,,
player,201409280rai,rai,AusbDa00,pass_cmp,0,,,,,
player,201409280rai,rai,AusbDa00,pass_att,0,,,,,
player,201409280rai,rai,AusbDa00,pass_yds,0,,,,,
player,201409280rai,rai,AusbDa00,pass_td,0,,,,,
player,201409280rai,rai,AusbDa00,pass_int,0,,,,,
player,201409280rai,rai,AusbDa00,pass_sacked,,,,,,
player,201409280rai,rai,AusbDa00,pass_sacked_yds,0,,,,,
player,201409280rai,rai,AusbDa00,pass_long,0,,,,,
player,201409280rai,rai,AusbDa00,pass_rating,,,,,,
player,201409280rai,rai,AusbDa00,rush_att,0,,,,,
player,201409280rai,rai,AusbDa00,rush_yds,0,,,,,
player,201409280rai,rai,AusbDa00,rush_td,0,,,,,
player,201409280rai,rai,AusbDa00,rush_long,0,,,,,
player,201409280rai,rai,AusbDa00,targets,4,,,,,
player,201409280rai,rai,AusbDa00,rec,2,,,,,
