game,2014,11,20141116,201411160ram,den,"Denver Broncos",7,ram,"St. Louis Rams",22
player,201411160ram,den,TammJa00,st_pct,37%,,,,,
player,201411160ram,den,CaldAn00,pos,WR,,,,,
player,201411160ram,den,CaldAn00,offense,34,,,,,
player,201411160ram,den,CaldAn00,off_pct,49%,,,,,
player,201411160ram,den,CaldAn00,defense,0,,,,,
player,201411160ram,den,CaldAn00,def_pct,0%,,,,,
player,201411160ram,den,CaldAn00,special_teams,17,,,,,
player,201411160ram,den,CaldAn00,st_pct,63%,,,,,
player,201411160ram,den,SandEm00,pos,WR,,,,,
player,201411160ram,den,SandEm00,offense,33,,,,,
player,201411160ram,den,SandEm00,off_pct,48%,,,,,
player,201411160ram,den,SandEm00,defense,0,,,,,
player,201411160ram,den,SandEm00,def_pct,0%,,,,,
player,201411160ram,den,SandEm00,special_teams,0,,,,,
player,201411160ram,den,SandEm00,st_pct,0%,,,,,
player,201411160ram,den,ThomJu00,pos,TE,,,,,
player,201411160ram,den,ThomJu00,offense,13,,,,,
player,201411160ram,den,ThomJu00,off_pct,19%,,,,,
player,201411160ram,den,ThomJu00,defense,0,,,,,
player,201411160ram,den,ThomJu00,def_pct,0%,,,,,
player,201411160ram,den,ThomJu00,special_teams,0,,,,,
player,201411160ram,den,ThomJu00,st_pct,0%,,,,,
player,201411160ram,den,CornPa00,pos,T,,,,,
player,201411160ram,den,CornPa00,offense,4,,,,,
player,201411160ram,den,CornPa00,off_pct,6%,,,,,
player,201411160ram,den,CornPa00,defense,0,,,,,
player,201411160ram,den,CornPa00,def_pct,0%,,,,,
player,201411160ram,den,CornPa00,special_teams,1,,,,,
player,201411160ram,den,CornPa00,st_pct,4%,,,,,
player,201411160ram,den,BallMo00,pos,RB,,,,,
player,201411160ram,den,BallMo00,offense,4,,,,,
player,201411160ram,den,BallMo00,off_pct,6%,,,,,
player,201411160ram,den,BallMo00,defense,0,,,,,
player,201411160ram,den,BallMo00,def_pct,0%,,,,,
player,201411160ram,den,BallMo00,special_teams,0,,,,,
player,201411160ram,den,BallMo00,st_pct,0%,,,,,
player,201411160ram,den,ThomJu01,pos,RB,,,,,
player,201411160ram,den,ThomJu01,offense,2,,,,,
player,201411160ram,den,ThomJu01,off_pct,3%,,,,,
player,201411160ram,den,ThomJu01,defense,0,,,,,
player,201411160ram,den,ThomJu01,def_pct,0%,,,,,
player,201411160ram,den,ThomJu01,special_teams,13,,,,,
player,201411160ram,den,ThomJu01,st_pct,48%,,,,,
player,201411160ram,den,BursIs01,pos,WR,,,,,
player,201411160ram,den,BursIs01,offense,2,,,,,
player,201411160ram,den,BursIs01,off_pct,3%,,,,,
player,201411160ram,den,BursIs01,defense,0,,,,,
player,201411160ram,den,BursIs01,def_pct,0%,,,,,
player,201411160ram,den,BursIs01,special_teams,6,,,,,
player,201411160ram,den,BursIs01,st_pct,22%,,,,,
player,201411160ram,den,MarsBr01,pos,LB,,,,,
player,201411160ram,den,MarsBr01,offense,0,,,,,
player,201411160ram,den,MarsBr01,off_pct,0%,,,,,
player,201411160ram,den,MarsBr01,defense,65,,,,,
player,201411160ram,den,MarsBr01,def_pct,100%,,,,,
player,201411160ram,den,MarsBr01,special_teams,11,,,,,
player,201411160ram,den,MarsBr01,st_pct,41%,,,,,
player,201411160ram,den,HarrCh01,pos,CB,,,,,
player,201411160ram,den,HarrCh01,offense,0,,,,,
player,201411160ram,den,HarrCh01,off_pct,0%,,,,,
player,201411160ram,den,HarrCh01,defense,65,,,,,
player,201411160ram,den,HarrCh01,def_pct,100%,,,,,
player,201411160ram,den,HarrCh01,special_teams,6,,,,,
player,201411160ram,den,HarrCh01,st_pct,22%,,,,,
player,201411160ram,den,MoorRa00,pos,FS,,,,,
player,201411160ram,den,MoorRa00,offense,0,,,,,
player,201411160ram,den,MoorRa00,off_pct,0%,,,,,
player,201411160ram,den,MoorRa00,defense,65,,,,,
player,201411160ram,den,MoorRa00,def_pct,100%,,,,,
player,201411160ram,den,MoorRa00,special_teams,0,,,,,
player,201411160ram,den,MoorRa00,st_pct,0%,,,,,
player,201411160ram,den,WardT.99,pos,SS,,,,,
player,201411160ram,den,WardT.99,offense,0,,,,,
player,201411160ram,den,WardT.99,off_pct,0%,,,,,
player,201411160ram,den,WardT.99,defense,65,,,,,
player,201411160ram,den,WardT.99,def_pct,100%,,,,,
player,201411160ram,den,WardT.99,special_teams,0,,,,,
player,201411160ram,den,WardT.99,st_pct,0%,,,,,
player,201411160ram,den,TaliAq99,pos,CB,,,,,
player,201411160ram,den,TaliAq99,offense,0,,,,,
player,201411160ram,den,TaliAq99,off_pct,0%,,,,,
player,201411160ram,den,TaliAq99,defense,65,,,,,
player,201411160ram,den,TaliAq99,def_pct,100%,,,,,
player,201411160ram,den,TaliAq99,special_teams,0,,,,,
player,201411160ram,den,TaliAq99,st_pct,0%,,,,,
player,201411160ram,den,MillVo00,pos,LB,,,,,
player,201411160ram,den,MillVo00,offense,0,,,,,
player,201411160ram,den,MillVo00,off_pct,0%,,,,,
player,201411160ram,den,MillVo00,defense,63,,,,,
player,201411160ram,den,MillVo00,def_pct,97%,,,,,
player,201411160ram,den,MillVo00,special_teams,0,,,,,
player,201411160ram,den,MillVo00,st_pct,0%,,,,,
player,201411160ram,den,WareDe99,pos,DE,,,,,
player,201411160ram,den,WareDe99,offense,0,,,,,
player,201411160ram,den,WareDe99,off_pct,0%,,,,,
player,201411160ram,den,WareDe99,defense,47,,,,,
player,201411160ram,den,WareDe99,def_pct,72%,,,,,
player,201411160ram,den,WareDe99,special_teams,0,,,,,
player,201411160ram,den,WareDe99,st_pct,0%,,,,,
player,201411160ram,den,WolfDe00,pos,DE,,,,,
player,201411160ram,den,WolfDe00,offense,0,,,,,
player,201411160ram,den,WolfDe00,off_pct,0%,,,,,
player,201411160ram,den,WolfDe00,defense,45,,,,,
player,201411160ram,den,WolfDe00,def_pct,69%,,,,,
player,201411160ram,den,WolfDe00,special_teams,6,,,,,
player,201411160ram,den,WolfDe00,st_pct,22%,,,,,
player,201411160ram,den,KnigTe99,pos,NT,,,,,
player,201411160ram,den,KnigTe99,offense,0,,,,,
player,201411160ram,den,KnigTe99,off_pct,0%,,,,,
player,201411160ram,den,KnigTe99,defense,42,,,,,
player,201411160ram,den,KnigTe99,def_pct,65%,,,,,
player,201411160ram,den,KnigTe99,special_teams,6,,,,,
player,201411160ram,den,KnigTe99,st_pct,22%,,,,,
player,201411160ram,den,JohnSt02,pos,LB,,,,,
player,201411160ram,den,JohnSt02,offense,0,,,,,
player,201411160ram,den,JohnSt02,off_pct,0%,,,,,
player,201411160ram,den,JohnSt02,defense,40,,,,,
player,201411160ram,den,JohnSt02,def_pct,62%,,,,,
player,201411160ram,den,JohnSt02,special_teams,18,,,,,
player,201411160ram,den,JohnSt02,st_pct,67%,,,,,
player,201411160ram,den,JackMa02,pos,DE,,,,,
player,201411160ram,den,JackMa02,offense,0,,,,,
player,201411160ram,den,JackMa02,off_pct,0%,,,,,
player,201411160ram,den,JackMa02,defense,37,,,,,
player,201411160ram,den,JackMa02,def_pct,57%,,,,,
player,201411160ram,den,JackMa02,special_teams,5,,,,,
player,201411160ram,den,JackMa02,st_pct,19%,,,,,
player,201411160ram,den,WillSy00,pos,DT,,,,,
player,201411160ram,den,WillSy00,offense,0,,,,,
player,201411160ram,den,WillSy00,off_pct,0%,,,,,
player,201411160ram,den,WillSy00,defense,29,,,,,
player,201411160ram,den,WillSy00,def_pct,45%,,,,,
player,201411160ram,den,WillSy00,special_teams,1,,,,,
player,201411160ram,den,WillSy00,st_pct,4%,,,,,
player,201411160ram,den,CartQu01,pos,SS,,,,,
player,201411160ram,den,CartQu01,offense,0,,,,,
player,201411160ram,den,CartQu01,off_pct,0%,,,,,
player,201411160ram,den,CartQu01,defense,25,,,,,
player,201411160ram,den,CartQu01,def_pct,38%,,,,,
player,201411160ram,den,CartQu01,special_teams,26,,,,,
player,201411160ram,den,CartQu01,st_pct,96%,,,,,
player,201411160ram,den,RobyBr00,pos,CB,,,,,
player,201411160ram,den,RobyBr00,offense,0,,,,,
player,201411160ram,den,RobyBr00,off_pct,0%,,,,,
player,201411160ram,den,RobyBr00,defense,25,,,,,
player,201411160ram,den,RobyBr00,def_pct,38%,,,,,
player,201411160ram,den,RobyBr00,special_teams,0,,,,,
player,201411160ram,den,RobyBr00,st_pct,0%,,,,,
player,201411160ram,den,AustMa00,pos,NT,,,,,
player,201411160ram,den,AustMa00,offense,0,,,,,
player,201411160ram,den,AustMa00,off_pct,0%,,,,,
player,201411160ram,den,AustMa00,defense,21,,,,,
player,201411160ram,den,AustMa00,def_pct,32%,,,,,
player,201411160ram,den,AustMa00,special_teams,1,,,,,
player,201411160ram,den,AustMa00,st_pct,4%,,,,,
player,201411160ram,den,SmitQu00,pos,DE,,,,,
player,201411160ram,den,SmitQu00,offense,0,,,,,
player,201411160ram,den,SmitQu00,off_pct,0%,,,,,
player,201411160ram,den,SmitQu00,defense,14,,,,,
player,201411160ram,den,SmitQu00,def_pct,22%,,,,,
player,201411160ram,den,SmitQu00,special_teams,0,,,,,
player,201411160ram,den,SmitQu00,st_pct,0%,,,,,
player,201411160ram,den,McCrLe01,pos,LB,,,,,
player,201411160ram,den,McCrLe01,offense,0,,,,,
player,201411160ram,den,McCrLe01,off_pct,0%,,,,,
player,201411160ram,den,McCrLe01,defense,2,,,,,
player,201411160ram,den,McCrLe01,def_pct,3%,,,,,
player,201411160ram,den,McCrLe01,special_teams,19,,,,,
player,201411160ram,den,McCrLe01,st_pct,70%,,,,,
player,201411160ram,den,BrutDa99,pos,FS,,,,,
player,201411160ram,den,BrutDa99,offense,0,,,,,
player,201411160ram,den,BrutDa99,off_pct,0%,,,,,
player,201411160ram,den,BrutDa99,defense,0,,,,,
player,201411160ram,den,BrutDa99,def_pct,0%,,,,,
player,201411160ram,den,BrutDa99,special_teams,26,,,,,
player,201411160ram,den,BrutDa99,st_pct,96%,,,,,
player,201411160ram,den,WebsKa00,pos,CB,,,,,
player,201411160ram,den,WebsKa00,offense,0,,,,,
player,201411160ram,den,WebsKa00,off_pct,0%,,,,,
player,201411160ram,den,WebsKa00,defense,0,,,,,
player,201411160ram,den,WebsKa00,def_pct,0%,,,,,
player,201411160ram,den,WebsKa00,special_teams,25,,,,,
player,201411160ram,den,WebsKa00,st_pct,93%,,,,,
player,201411160ram,den,BarrLa00,pos,LB,,,,,
player,201411160ram,den,BarrLa00,offense,0,,,,,
player,201411160ram,den,BarrLa00,off_pct,0%,,,,,
player,201411160ram,den,BarrLa00,defense,0,,,,,
player,201411160ram,den,BarrLa00,def_pct,0%,,,,,
player,201411160ram,den,BarrLa00,special_teams,20,,,,,
player,201411160ram,den,BarrLa00,st_pct,74%,,,,,
player,201411160ram,den,NelsCo00,pos,LB,,,,,
player,201411160ram,den,NelsCo00,offense,0,,,,,
player,201411160ram,den,NelsCo00,off_pct,0%,,,,,
player,201411160ram,den,NelsCo00,defense,0,,,,,
player,201411160ram,den,NelsCo00,def_pct,0%,,,,,
player,201411160ram,den,NelsCo00,special_teams,20,,,,,
player,201411160ram,den,NelsCo00,st_pct,74%,,,,,
player,201411160ram,den,BoldOm00,pos,CB,,,,,
player,201411160ram,den,BoldOm00,offense,0,,,,,
player,201411160ram,den,BoldOm00,off_pct,0%,,,,,
player,201411160ram,den,BoldOm00,defense,0,,,,,
player,201411160ram,den,BoldOm00,def_pct,0%,,,,,
player,201411160ram,den,BoldOm00,special_teams,19,,,,,
player,201411160ram,den,BoldOm00,st_pct,70%,,,,,
player,201411160ram,den,UnreMi00,pos,DT,,,,,
player,201411160ram,den,UnreMi00,offense,0,,,,,
player,201411160ram,den,UnreMi00,off_pct,0%,,,,,
player,201411160ram,den,UnreMi00,defense,0,,,,,
player,201411160ram,den,UnreMi00,def_pct,0%,,,,,
player,201411160ram,den,UnreMi00,special_teams,13,,,,,
player,201411160ram,den,UnreMi00,st_pct,48%,,,,,
player,201411160ram,den,GarlBe00,pos,G,,,,,
player,201411160ram,den,GarlBe00,offense,0,,,,,
player,201411160ram,den,GarlBe00,off_pct,0%,,,,,
player,201411160ram,den,GarlBe00,defense,0,,,,,
player,201411160ram,den,GarlBe00,def_pct,0%,,,,,
player,201411160ram,den,GarlBe00,special_teams,8,,,,,
player,201411160ram,den,GarlBe00,st_pct,30%,,,,,
player,201411160ram,den,BrewAa00,pos,LS,,,,,
player,201411160ram,den,BrewAa00,offense,0,,,,,
player,201411160ram,den,BrewAa00,off_pct,0%,,,,,
player,201411160ram,den,BrewAa00,defense,0,,,,,
player,201411160ram,den,BrewAa00,def_pct,0%,,,,,
player,201411160ram,den,BrewAa00,special_teams,6,,,,,
player,201411160ram,den,BrewAa00,st_pct,22%,,,,,
player,201411160ram,den,ColqBr00,pos,P,,,,,
player,201411160ram,den,ColqBr00,offense,0,,,,,
player,201411160ram,den,ColqBr00,off_pct,0%,,,,,
player,201411160ram,den,ColqBr00,defense,0,,,,,
player,201411160ram,den,ColqBr00,def_pct,0%,,,,,
player,201411160ram,den,ColqBr00,special_teams,6,,,,,
player,201411160ram,den,ColqBr00,st_pct,22%,,,,,
player,201411160ram,den,McMaBr01,pos,K,,,,,
player,201411160ram,den,McMaBr01,offense,0,,,,,
player,201411160ram,den,McMaBr01,off_pct,0%,,,,,
player,201411160ram,den,McMaBr01,defense,0,,,,,
player,201411160ram,den,McMaBr01,def_pct,0%,,,,,
player,201411160ram,den,McMaBr01,special_teams,3,,,,,
player,201411160ram,den,McMaBr01,st_pct,11%,,,,,
player,201411160ram,den,ClarCh21,pos,T,,,,,
player,201411160ram,den,ClarCh21,offense,0,,,,,
player,201411160ram,den,ClarCh21,off_pct,0%,,,,,
player,201411160ram,den,ClarCh21,defense,0,,,,,
player,201411160ram,den,ClarCh21,def_pct,0%,,,,,
player,201411160ram,den,ClarCh21,special_teams,1,,,,,
player,201411160ram,den,ClarCh21,st_pct,4%,,,,,
