game,2014,2,20140914,201409140cle,nor,"New Orleans Saints",24,cle,"Cleveland Browns",26
player,201409140cle,nor,MeacRo00,pass_sacked,0,,,,,
player,201409140cle,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201409140cle,nor,MeacRo00,pass_long,0,,,,,
player,201409140cle,nor,MeacRo00,pass_rating,,,,,,
player,201409140cle,nor,MeacRo00,rush_att,0,,,,,
player,201409140cle,nor,MeacRo00,rush_yds,0,,,,,
player,201409140cle,nor,MeacRo00,rush_td,0,,,,,
player,201409140cle,nor,MeacRo00,rush_long,0,,,,,
player,201409140cle,nor,MeacRo00,targets,5,,,,,
player,201409140cle,nor,MeacRo00,rec,3,,,,,
player,201409140cle,nor,MeacRo00,rec_yds,37,,,,,
player,201409140cle,nor,MeacRo00,rec_td,0,,,,,
player,201409140cle,nor,MeacRo00,rec_long,15,,,,,
player,201409140cle,nor,MeacRo00,fumbles,0,,,,,
player,201409140cle,nor,MeacRo00,fumbles_lost,0,,,,,
player,201409140cle,nor,StilKe00,pass_cmp,0,,,,,
player,201409140cle,nor,StilKe00,pass_att,0,,,,,
player,201409140cle,nor,StilKe00,pass_yds,0,,,,,
player,201409140cle,nor,StilKe00,pass_td,0,,,,,
player,201409140cle,nor,StilKe00,pass_int,0,,,,,
player,201409140cle,nor,StilKe00,pass_sacked,0,,,,,
player,201409140cle,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201409140cle,nor,StilKe00,pass_long,0,,,,,
player,201409140cle,nor,StilKe00,pass_rating,,,,,,
player,201409140cle,nor,StilKe00,rush_att,0,,,,,
player,201409140cle,nor,StilKe00,rush_yds,0,,,,,
player,201409140cle,nor,StilKe00,rush_td,0,,,,,
player,201409140cle,nor,StilKe00,rush_long,0,,,,,
player,201409140cle,nor,StilKe00,targets,4,,,,,
player,201409140cle,nor,StilKe00,rec,3,,,,,
player,201409140cle,nor,StilKe00,rec_yds,25,,,,,
player,201409140cle,nor,StilKe00,rec_td,0,,,,,
player,201409140cle,nor,StilKe00,rec_long,14,,,,,
player,201409140cle,nor,StilKe00,fumbles,0,,,,,
player,201409140cle,nor,StilKe00,fumbles_lost,0,,,,,
player,201409140cle,nor,WatsBe00,pass_cmp,0,,,,,
player,201409140cle,nor,WatsBe00,pass_att,0,,,,,
player,201409140cle,nor,WatsBe00,pass_yds,0,,,,,
player,201409140cle,nor,WatsBe00,pass_td,0,,,,,
player,201409140cle,nor,WatsBe00,pass_int,0,,,,,
player,201409140cle,nor,WatsBe00,pass_sacked,0,,,,,
player,201409140cle,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201409140cle,nor,WatsBe00,pass_long,0,,,,,
player,201409140cle,nor,WatsBe00,pass_rating,,,,,,
player,201409140cle,nor,WatsBe00,rush_att,0,,,,,
player,201409140cle,nor,WatsBe00,rush_yds,0,,,,,
player,201409140cle,nor,WatsBe00,rush_td,0,,,,,
player,201409140cle,nor,WatsBe00,rush_long,0,,,,,
player,201409140cle,nor,WatsBe00,targets,2,,,,,
player,201409140cle,nor,WatsBe00,rec,1,,,,,
player,201409140cle,nor,WatsBe00,rec_yds,4,,,,,
player,201409140cle,nor,WatsBe00,rec_td,0,,,,,
player,201409140cle,nor,WatsBe00,rec_long,4,,,,,
player,201409140cle,nor,WatsBe00,fumbles,0,,,,,
player,201409140cle,nor,WatsBe00,fumbles_lost,0,,,,,
player,201409140cle,nor,HillJo02,pass_cmp,0,,,,,
player,201409140cle,nor,HillJo02,pass_att,0,,,,,
player,201409140cle,nor,HillJo02,pass_yds,0,,,,,
player,201409140cle,nor,HillJo02,pass_td,0,,,,,
player,201409140cle,nor,HillJo02,pass_int,0,,,,,
player,201409140cle,nor,HillJo02,pass_sacked,0,,,,,
player,201409140cle,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201409140cle,nor,HillJo02,pass_long,0,,,,,
player,201409140cle,nor,HillJo02,pass_rating,,,,,,
player,201409140cle,nor,HillJo02,rush_att,0,,,,,
player,201409140cle,nor,HillJo02,rush_yds,0,,,,,
player,201409140cle,nor,HillJo02,rush_td,0,,,,,
player,201409140cle,nor,HillJo02,rush_long,0,,,,,
player,201409140cle,nor,HillJo02,targets,2,,,,,
player,201409140cle,nor,HillJo02,rec,1,,,,,
player,201409140cle,nor,HillJo02,rec_yds,-1,,,,,
player,201409140cle,nor,HillJo02,rec_td,0,,,,,
player,201409140cle,nor,HillJo02,rec_long,-1,,,,,
player,201409140cle,nor,HillJo02,fumbles,0,,,,,
player,201409140cle,nor,HillJo02,fumbles_lost,0,,,,,
player,201409140cle,cle,HoyeBr00,pass_cmp,24,,,,,
player,201409140cle,cle,HoyeBr00,pass_att,40,,,,,
player,201409140cle,cle,HoyeBr00,pass_yds,204,,,,,
player,201409140cle,cle,HoyeBr00,pass_td,1,,,,,
player,201409140cle,cle,HoyeBr00,pass_int,0,,,,,
player,201409140cle,cle,HoyeBr00,pass_sacked,1,,,,,
player,201409140cle,cle,HoyeBr00,pass_sacked_yds,2,,,,,
player,201409140cle,cle,HoyeBr00,pass_long,28,,,,,
player,201409140cle,cle,HoyeBr00,pass_rating,81.7,,,,,
player,201409140cle,cle,HoyeBr00,rush_att,0,,,,,
player,201409140cle,cle,HoyeBr00,rush_yds,0,,,,,
player,201409140cle,cle,HoyeBr00,rush_td,0,,,,,
player,201409140cle,cle,HoyeBr00,rush_long,0,,,,,
player,201409140cle,cle,HoyeBr00,targets,0,,,,,
player,201409140cle,cle,HoyeBr00,rec,0,,,,,
player,201409140cle,cle,HoyeBr00,rec_yds,0,,,,,
player,201409140cle,cle,HoyeBr00,rec_td,0,,,,,
player,201409140cle,cle,HoyeBr00,rec_long,0,,,,,
player,201409140cle,cle,HoyeBr00,fumbles,0,,,,,
player,201409140cle,cle,HoyeBr00,fumbles_lost,0,,,,,
player,201409140cle,cle,ManzJo00,pass_cmp,0,,,,,
player,201409140cle,cle,ManzJo00,pass_att,1,,,,,
player,201409140cle,cle,ManzJo00,pass_yds,0,,,,,
player,201409140cle,cle,ManzJo00,pass_td,0,,,,,
player,201409140cle,cle,ManzJo00,pass_int,0,,,,,
player,201409140cle,cle,ManzJo00,pass_sacked,0,,,,,
player,201409140cle,cle,ManzJo00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,ManzJo00,pass_long,0,,,,,
player,201409140cle,cle,ManzJo00,pass_rating,39.6,,,,,
player,201409140cle,cle,ManzJo00,rush_att,0,,,,,
player,201409140cle,cle,ManzJo00,rush_yds,0,,,,,
player,201409140cle,cle,ManzJo00,rush_td,0,,,,,
player,201409140cle,cle,ManzJo00,rush_long,0,,,,,
player,201409140cle,cle,ManzJo00,targets,0,,,,,
player,201409140cle,cle,ManzJo00,rec,0,,,,,
player,201409140cle,cle,ManzJo00,rec_yds,0,,,,,
player,201409140cle,cle,ManzJo00,rec_td,0,,,,,
player,201409140cle,cle,ManzJo00,rec_long,0,,,,,
player,201409140cle,cle,ManzJo00,fumbles,0,,,,,
player,201409140cle,cle,ManzJo00,fumbles_lost,0,,,,,
player,201409140cle,cle,WestTe00,pass_cmp,0,,,,,
player,201409140cle,cle,WestTe00,pass_att,0,,,,,
player,201409140cle,cle,WestTe00,pass_yds,0,,,,,
player,201409140cle,cle,WestTe00,pass_td,0,,,,,
player,201409140cle,cle,WestTe00,pass_int,0,,,,,
player,201409140cle,cle,WestTe00,pass_sacked,0,,,,,
player,201409140cle,cle,WestTe00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,WestTe00,pass_long,0,,,,,
player,201409140cle,cle,WestTe00,pass_rating,,,,,,
player,201409140cle,cle,WestTe00,rush_att,19,,,,,
player,201409140cle,cle,WestTe00,rush_yds,68,,,,,
player,201409140cle,cle,WestTe00,rush_td,1,,,,,
player,201409140cle,cle,WestTe00,rush_long,15,,,,,
player,201409140cle,cle,WestTe00,targets,2,,,,,
player,201409140cle,cle,WestTe00,rec,2,,,,,
player,201409140cle,cle,WestTe00,rec_yds,22,,,,,
player,201409140cle,cle,WestTe00,rec_td,0,,,,,
player,201409140cle,cle,WestTe00,rec_long,11,,,,,
player,201409140cle,cle,WestTe00,fumbles,0,,,,,
player,201409140cle,cle,WestTe00,fumbles_lost,0,,,,,
player,201409140cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201409140cle,cle,CrowIs00,pass_att,0,,,,,
player,201409140cle,cle,CrowIs00,pass_yds,0,,,,,
player,201409140cle,cle,CrowIs00,pass_td,0,,,,,
player,201409140cle,cle,CrowIs00,pass_int,0,,,,,
player,201409140cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201409140cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,CrowIs00,pass_long,0,,,,,
player,201409140cle,cle,CrowIs00,pass_rating,,,,,,
player,201409140cle,cle,CrowIs00,rush_att,11,,,,,
player,201409140cle,cle,CrowIs00,rush_yds,54,,,,,
player,201409140cle,cle,CrowIs00,rush_td,0,,,,,
player,201409140cle,cle,CrowIs00,rush_long,17,,,,,
player,201409140cle,cle,CrowIs00,targets,1,,,,,
player,201409140cle,cle,CrowIs00,rec,1,,,,,
player,201409140cle,cle,CrowIs00,rec_yds,3,,,,,
player,201409140cle,cle,CrowIs00,rec_td,0,,,,,
player,201409140cle,cle,CrowIs00,rec_long,3,,,,,
player,201409140cle,cle,CrowIs00,fumbles,0,,,,,
player,201409140cle,cle,CrowIs00,fumbles_lost,0,,,,,
player,201409140cle,cle,HawkAn00,pass_cmp,0,,,,,
player,201409140cle,cle,HawkAn00,pass_att,0,,,,,
player,201409140cle,cle,HawkAn00,pass_yds,0,,,,,
player,201409140cle,cle,HawkAn00,pass_td,0,,,,,
player,201409140cle,cle,HawkAn00,pass_int,0,,,,,
player,201409140cle,cle,HawkAn00,pass_sacked,0,,,,,
player,201409140cle,cle,HawkAn00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,HawkAn00,pass_long,0,,,,,
player,201409140cle,cle,HawkAn00,pass_rating,,,,,,
player,201409140cle,cle,HawkAn00,rush_att,0,,,,,
player,201409140cle,cle,HawkAn00,rush_yds,0,,,,,
player,201409140cle,cle,HawkAn00,rush_td,0,,,,,
player,201409140cle,cle,HawkAn00,rush_long,0,,,,,
player,201409140cle,cle,HawkAn00,targets,12,,,,,
player,201409140cle,cle,HawkAn00,rec,6,,,,,
player,201409140cle,cle,HawkAn00,rec_yds,70,,,,,
player,201409140cle,cle,HawkAn00,rec_td,0,,,,,
player,201409140cle,cle,HawkAn00,rec_long,28,,,,,
player,201409140cle,cle,HawkAn00,fumbles,0,,,,,
player,201409140cle,cle,HawkAn00,fumbles_lost,0,,,,,
player,201409140cle,cle,AustMi00,pass_cmp,0,,,,,
player,201409140cle,cle,AustMi00,pass_att,0,,,,,
player,201409140cle,cle,AustMi00,pass_yds,0,,,,,
player,201409140cle,cle,AustMi00,pass_td,0,,,,,
player,201409140cle,cle,AustMi00,pass_int,0,,,,,
player,201409140cle,cle,AustMi00,pass_sacked,0,,,,,
player,201409140cle,cle,AustMi00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,AustMi00,pass_long,0,,,,,
player,201409140cle,cle,AustMi00,pass_rating,,,,,,
player,201409140cle,cle,AustMi00,rush_att,0,,,,,
player,201409140cle,cle,AustMi00,rush_yds,0,,,,,
player,201409140cle,cle,AustMi00,rush_td,0,,,,,
player,201409140cle,cle,AustMi00,rush_long,0,,,,,
player,201409140cle,cle,AustMi00,targets,10,,,,,
player,201409140cle,cle,AustMi00,rec,6,,,,,
player,201409140cle,cle,AustMi00,rec_yds,44,,,,,
player,201409140cle,cle,AustMi00,rec_td,1,,,,,
player,201409140cle,cle,AustMi00,rec_long,13,,,,,
player,201409140cle,cle,AustMi00,fumbles,0,,,,,
player,201409140cle,cle,AustMi00,fumbles_lost,0,,,,,
player,201409140cle,cle,BarnGa01,pass_cmp,0,,,,,
player,201409140cle,cle,BarnGa01,pass_att,0,,,,,
player,201409140cle,cle,BarnGa01,pass_yds,0,,,,,
player,201409140cle,cle,BarnGa01,pass_td,0,,,,,
player,201409140cle,cle,BarnGa01,pass_int,0,,,,,
player,201409140cle,cle,BarnGa01,pass_sacked,0,,,,,
player,201409140cle,cle,BarnGa01,pass_sacked_yds,0,,,,,
player,201409140cle,cle,BarnGa01,pass_long,0,,,,,
player,201409140cle,cle,BarnGa01,pass_rating,,,,,,
player,201409140cle,cle,BarnGa01,rush_att,0,,,,,
player,201409140cle,cle,BarnGa01,rush_yds,0,,,,,
player,201409140cle,cle,BarnGa01,rush_td,0,,,,,
player,201409140cle,cle,BarnGa01,rush_long,0,,,,,
player,201409140cle,cle,BarnGa01,targets,4,,,,,
player,201409140cle,cle,BarnGa01,rec,4,,,,,
player,201409140cle,cle,BarnGa01,rec_yds,41,,,,,
player,201409140cle,cle,BarnGa01,rec_td,0,,,,,
player,201409140cle,cle,BarnGa01,rec_long,13,,,,,
player,201409140cle,cle,BarnGa01,fumbles,0,,,,,
player,201409140cle,cle,BarnGa01,fumbles_lost,0,,,,,
player,201409140cle,cle,GabrTa00,pass_cmp,0,,,,,
player,201409140cle,cle,GabrTa00,pass_att,0,,,,,
player,201409140cle,cle,GabrTa00,pass_yds,0,,,,,
player,201409140cle,cle,GabrTa00,pass_td,0,,,,,
player,201409140cle,cle,GabrTa00,pass_int,0,,,,,
player,201409140cle,cle,GabrTa00,pass_sacked,0,,,,,
player,201409140cle,cle,GabrTa00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,GabrTa00,pass_long,0,,,,,
player,201409140cle,cle,GabrTa00,pass_rating,,,,,,
player,201409140cle,cle,GabrTa00,rush_att,0,,,,,
player,201409140cle,cle,GabrTa00,rush_yds,0,,,,,
player,201409140cle,cle,GabrTa00,rush_td,0,,,,,
player,201409140cle,cle,GabrTa00,rush_long,0,,,,,
player,201409140cle,cle,GabrTa00,targets,4,,,,,
player,201409140cle,cle,GabrTa00,rec,3,,,,,
player,201409140cle,cle,GabrTa00,rec_yds,13,,,,,
player,201409140cle,cle,GabrTa00,rec_td,0,,,,,
player,201409140cle,cle,GabrTa00,rec_long,7,,,,,
player,201409140cle,cle,GabrTa00,fumbles,0,,,,,
player,201409140cle,cle,GabrTa00,fumbles_lost,0,,,,,
player,201409140cle,cle,BenjTr00,pass_cmp,0,,,,,
player,201409140cle,cle,BenjTr00,pass_att,0,,,,,
player,201409140cle,cle,BenjTr00,pass_yds,0,,,,,
player,201409140cle,cle,BenjTr00,pass_td,0,,,,,
player,201409140cle,cle,BenjTr00,pass_int,0,,,,,
player,201409140cle,cle,BenjTr00,pass_sacked,0,,,,,
player,201409140cle,cle,BenjTr00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,BenjTr00,pass_long,0,,,,,
player,201409140cle,cle,BenjTr00,pass_rating,,,,,,
player,201409140cle,cle,BenjTr00,rush_att,0,,,,,
player,201409140cle,cle,BenjTr00,rush_yds,0,,,,,
player,201409140cle,cle,BenjTr00,rush_td,0,,,,,
player,201409140cle,cle,BenjTr00,rush_long,0,,,,,
player,201409140cle,cle,BenjTr00,targets,4,,,,,
player,201409140cle,cle,BenjTr00,rec,1,,,,,
player,201409140cle,cle,BenjTr00,rec_yds,6,,,,,
player,201409140cle,cle,BenjTr00,rec_td,0,,,,,
player,201409140cle,cle,BenjTr00,rec_long,6,,,,,
player,201409140cle,cle,BenjTr00,fumbles,0,,,,,
player,201409140cle,cle,BenjTr00,fumbles_lost,0,,,,,
player,201409140cle,cle,DrayJi00,pass_cmp,0,,,,,
player,201409140cle,cle,DrayJi00,pass_att,0,,,,,
player,201409140cle,cle,DrayJi00,pass_yds,0,,,,,
player,201409140cle,cle,DrayJi00,pass_td,0,,,,,
player,201409140cle,cle,DrayJi00,pass_int,0,,,,,
player,201409140cle,cle,DrayJi00,pass_sacked,0,,,,,
player,201409140cle,cle,DrayJi00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,DrayJi00,pass_long,0,,,,,
player,201409140cle,cle,DrayJi00,pass_rating,,,,,,
player,201409140cle,cle,DrayJi00,rush_att,0,,,,,
player,201409140cle,cle,DrayJi00,rush_yds,0,,,,,
player,201409140cle,cle,DrayJi00,rush_td,0,,,,,
player,201409140cle,cle,DrayJi00,rush_long,0,,,,,
player,201409140cle,cle,DrayJi00,targets,2,,,,,
player,201409140cle,cle,DrayJi00,rec,1,,,,,
player,201409140cle,cle,DrayJi00,rec_yds,5,,,,,
player,201409140cle,cle,DrayJi00,rec_td,0,,,,,
player,201409140cle,cle,DrayJi00,rec_long,5,,,,,
player,201409140cle,cle,DrayJi00,fumbles,0,,,,,
player,201409140cle,cle,DrayJi00,fumbles_lost,0,,,,,
player,201409140cle,cle,AgneRa00,pass_cmp,0,,,,,
player,201409140cle,cle,AgneRa00,pass_att,0,,,,,
player,201409140cle,cle,AgneRa00,pass_yds,0,,,,,
player,201409140cle,cle,AgneRa00,pass_td,0,,,,,
player,201409140cle,cle,AgneRa00,pass_int,0,,,,,
player,201409140cle,cle,AgneRa00,pass_sacked,0,,,,,
player,201409140cle,cle,AgneRa00,pass_sacked_yds,0,,,,,
player,201409140cle,cle,AgneRa00,pass_long,0,,,,,
player,201409140cle,cle,AgneRa00,pass_rating,,,,,,
player,201409140cle,cle,AgneRa00,rush_att,0,,,,,
player,201409140cle,cle,AgneRa00,rush_yds,0,,,,,
player,201409140cle,cle,AgneRa00,rush_td,0,,,,,
player,201409140cle,cle,AgneRa00,rush_long,0,,,,,
