game,2014,14,20141207,201412070rai,sfo,"San Francisco 49ers",13,rai,"Oakland Raiders",24
player,201412070rai,rai,ElliJu01,tackles_solo,3,,,,,
player,201412070rai,rai,ElliJu01,tackles_assists,0,,,,,
player,201412070rai,rai,ElliJu01,tackles_loss,0,,,,,
player,201412070rai,rai,ElliJu01,qb_hits,0,,,,,
player,201412070rai,rai,ElliJu01,fumbles_rec,0,,,,,
player,201412070rai,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201412070rai,rai,ElliJu01,fumbles_forced,0,,,,,
player,201412070rai,rai,BrowTa99,def_int,0,,,,,
player,201412070rai,rai,BrowTa99,def_int_yds,0,,,,,
player,201412070rai,rai,BrowTa99,def_int_td,0,,,,,
player,201412070rai,rai,BrowTa99,def_int_long,0,,,,,
player,201412070rai,rai,BrowTa99,pass_defended,1,,,,,
player,201412070rai,rai,BrowTa99,sacks,0.0,,,,,
player,201412070rai,rai,BrowTa99,tackles_combined,2,,,,,
player,201412070rai,rai,BrowTa99,tackles_solo,2,,,,,
player,201412070rai,rai,BrowTa99,tackles_assists,0,,,,,
player,201412070rai,rai,BrowTa99,tackles_loss,0,,,,,
player,201412070rai,rai,BrowTa99,qb_hits,0,,,,,
player,201412070rai,rai,BrowTa99,fumbles_rec,0,,,,,
player,201412070rai,rai,BrowTa99,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,BrowTa99,fumbles_rec_td,0,,,,,
player,201412070rai,rai,BrowTa99,fumbles_forced,0,,,,,
player,201412070rai,rai,AtkiGe01,def_int,0,,,,,
player,201412070rai,rai,AtkiGe01,def_int_yds,0,,,,,
player,201412070rai,rai,AtkiGe01,def_int_td,0,,,,,
player,201412070rai,rai,AtkiGe01,def_int_long,0,,,,,
player,201412070rai,rai,AtkiGe01,pass_defended,0,,,,,
player,201412070rai,rai,AtkiGe01,sacks,0.0,,,,,
player,201412070rai,rai,AtkiGe01,tackles_combined,1,,,,,
player,201412070rai,rai,AtkiGe01,tackles_solo,1,,,,,
player,201412070rai,rai,AtkiGe01,tackles_assists,0,,,,,
player,201412070rai,rai,AtkiGe01,tackles_loss,0,,,,,
player,201412070rai,rai,AtkiGe01,qb_hits,0,,,,,
player,201412070rai,rai,AtkiGe01,fumbles_rec,0,,,,,
player,201412070rai,rai,AtkiGe01,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,AtkiGe01,fumbles_rec_td,0,,,,,
player,201412070rai,rai,AtkiGe01,fumbles_forced,0,,,,,
player,201412070rai,rai,AutrDe00,def_int,0,,,,,
player,201412070rai,rai,AutrDe00,def_int_yds,0,,,,,
player,201412070rai,rai,AutrDe00,def_int_td,0,,,,,
player,201412070rai,rai,AutrDe00,def_int_long,0,,,,,
player,201412070rai,rai,AutrDe00,pass_defended,0,,,,,
player,201412070rai,rai,AutrDe00,sacks,0.0,,,,,
player,201412070rai,rai,AutrDe00,tackles_combined,1,,,,,
player,201412070rai,rai,AutrDe00,tackles_solo,1,,,,,
player,201412070rai,rai,AutrDe00,tackles_assists,0,,,,,
player,201412070rai,rai,AutrDe00,tackles_loss,0,,,,,
player,201412070rai,rai,AutrDe00,qb_hits,0,,,,,
player,201412070rai,rai,AutrDe00,fumbles_rec,0,,,,,
player,201412070rai,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,AutrDe00,fumbles_forced,0,,,,,
player,201412070rai,rai,ChanJa98,def_int,0,,,,,
player,201412070rai,rai,ChanJa98,def_int_yds,0,,,,,
player,201412070rai,rai,ChanJa98,def_int_td,0,,,,,
player,201412070rai,rai,ChanJa98,def_int_long,0,,,,,
player,201412070rai,rai,ChanJa98,pass_defended,0,,,,,
player,201412070rai,rai,ChanJa98,sacks,0.0,,,,,
player,201412070rai,rai,ChanJa98,tackles_combined,1,,,,,
player,201412070rai,rai,ChanJa98,tackles_solo,1,,,,,
player,201412070rai,rai,ChanJa98,tackles_assists,0,,,,,
player,201412070rai,rai,ChanJa98,tackles_loss,0,,,,,
player,201412070rai,rai,ChanJa98,qb_hits,0,,,,,
player,201412070rai,rai,ChanJa98,fumbles_rec,0,,,,,
player,201412070rai,rai,ChanJa98,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,ChanJa98,fumbles_rec_td,0,,,,,
player,201412070rai,rai,ChanJa98,fumbles_forced,0,,,,,
player,201412070rai,rai,MoorSi00,def_int,0,,,,,
player,201412070rai,rai,MoorSi00,def_int_yds,0,,,,,
player,201412070rai,rai,MoorSi00,def_int_td,0,,,,,
player,201412070rai,rai,MoorSi00,def_int_long,0,,,,,
player,201412070rai,rai,MoorSi00,pass_defended,0,,,,,
player,201412070rai,rai,MoorSi00,sacks,0.0,,,,,
player,201412070rai,rai,MoorSi00,tackles_combined,1,,,,,
player,201412070rai,rai,MoorSi00,tackles_solo,1,,,,,
player,201412070rai,rai,MoorSi00,tackles_assists,0,,,,,
player,201412070rai,rai,MoorSi00,tackles_loss,1,,,,,
player,201412070rai,rai,MoorSi00,qb_hits,0,,,,,
player,201412070rai,rai,MoorSi00,fumbles_rec,0,,,,,
player,201412070rai,rai,MoorSi00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,MoorSi00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,MoorSi00,fumbles_forced,0,,,,,
player,201412070rai,rai,ReecMa00,def_int,0,,,,,
player,201412070rai,rai,ReecMa00,def_int_yds,0,,,,,
player,201412070rai,rai,ReecMa00,def_int_td,0,,,,,
player,201412070rai,rai,ReecMa00,def_int_long,0,,,,,
player,201412070rai,rai,ReecMa00,pass_defended,0,,,,,
player,201412070rai,rai,ReecMa00,sacks,0.0,,,,,
player,201412070rai,rai,ReecMa00,tackles_combined,1,,,,,
player,201412070rai,rai,ReecMa00,tackles_solo,1,,,,,
player,201412070rai,rai,ReecMa00,tackles_assists,0,,,,,
player,201412070rai,rai,ReecMa00,tackles_loss,0,,,,,
player,201412070rai,rai,ReecMa00,qb_hits,0,,,,,
player,201412070rai,rai,ReecMa00,fumbles_rec,0,,,,,
player,201412070rai,rai,ReecMa00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,ReecMa00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,ReecMa00,fumbles_forced,0,,,,,
player,201412070rai,rai,SimsPa99,def_int,0,,,,,
player,201412070rai,rai,SimsPa99,def_int_yds,0,,,,,
player,201412070rai,rai,SimsPa99,def_int_td,0,,,,,
player,201412070rai,rai,SimsPa99,def_int_long,0,,,,,
player,201412070rai,rai,SimsPa99,pass_defended,0,,,,,
player,201412070rai,rai,SimsPa99,sacks,0.0,,,,,
player,201412070rai,rai,SimsPa99,tackles_combined,1,,,,,
player,201412070rai,rai,SimsPa99,tackles_solo,1,,,,,
player,201412070rai,rai,SimsPa99,tackles_assists,0,,,,,
player,201412070rai,rai,SimsPa99,tackles_loss,0,,,,,
player,201412070rai,rai,SimsPa99,qb_hits,0,,,,,
player,201412070rai,rai,SimsPa99,fumbles_rec,0,,,,,
player,201412070rai,rai,SimsPa99,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,SimsPa99,fumbles_rec_td,0,,,,,
player,201412070rai,rai,SimsPa99,fumbles_forced,0,,,,,
player,201412070rai,rai,WilsC.98,def_int,0,,,,,
player,201412070rai,rai,WilsC.98,def_int_yds,0,,,,,
player,201412070rai,rai,WilsC.98,def_int_td,0,,,,,
player,201412070rai,rai,WilsC.98,def_int_long,0,,,,,
player,201412070rai,rai,WilsC.98,pass_defended,0,,,,,
player,201412070rai,rai,WilsC.98,sacks,0.0,,,,,
player,201412070rai,rai,WilsC.98,tackles_combined,1,,,,,
player,201412070rai,rai,WilsC.98,tackles_solo,1,,,,,
player,201412070rai,rai,WilsC.98,tackles_assists,0,,,,,
player,201412070rai,rai,WilsC.98,tackles_loss,0,,,,,
player,201412070rai,rai,WilsC.98,qb_hits,0,,,,,
player,201412070rai,rai,WilsC.98,fumbles_rec,0,,,,,
player,201412070rai,rai,WilsC.98,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,WilsC.98,fumbles_rec_td,0,,,,,
player,201412070rai,rai,WilsC.98,fumbles_forced,0,,,,,
player,201412070rai,rai,ChekCh00,def_int,0,,,,,
player,201412070rai,rai,ChekCh00,def_int_yds,0,,,,,
player,201412070rai,rai,ChekCh00,def_int_td,0,,,,,
player,201412070rai,rai,ChekCh00,def_int_long,0,,,,,
player,201412070rai,rai,ChekCh00,pass_defended,1,,,,,
player,201412070rai,rai,ChekCh00,sacks,0.0,,,,,
player,201412070rai,rai,ChekCh00,tackles_combined,0,,,,,
player,201412070rai,rai,ChekCh00,tackles_solo,0,,,,,
player,201412070rai,rai,ChekCh00,tackles_assists,0,,,,,
player,201412070rai,rai,ChekCh00,tackles_loss,0,,,,,
player,201412070rai,rai,ChekCh00,qb_hits,0,,,,,
player,201412070rai,rai,ChekCh00,fumbles_rec,0,,,,,
player,201412070rai,rai,ChekCh00,fumbles_rec_yds,0,,,,,
player,201412070rai,rai,ChekCh00,fumbles_rec_td,0,,,,,
player,201412070rai,rai,ChekCh00,fumbles_forced,0,,,,,
player,201412070rai,sfo,ElliBr00,kick_ret,3,,,,,
player,201412070rai,sfo,ElliBr00,kick_ret_yds,92,,,,,
player,201412070rai,sfo,ElliBr00,kick_ret_yds_per_ret,30.7,,,,,
player,201412070rai,sfo,ElliBr00,kick_ret_td,0,,,,,
player,201412070rai,sfo,ElliBr00,kick_ret_long,36,,,,,
player,201412070rai,sfo,ElliBr00,punt_ret,1,,,,,
player,201412070rai,sfo,ElliBr00,punt_ret_yds,23,,,,,
player,201412070rai,sfo,ElliBr00,punt_ret_yds_per_ret,23.0,,,,,
player,201412070rai,sfo,ElliBr00,punt_ret_td,0,,,,,
player,201412070rai,sfo,ElliBr00,punt_ret_long,23,,,,,
player,201412070rai,rai,CarrTr00,kick_ret,3,,,,,
player,201412070rai,rai,CarrTr00,kick_ret_yds,53,,,,,
player,201412070rai,rai,CarrTr00,kick_ret_yds_per_ret,17.7,,,,,
player,201412070rai,rai,CarrTr00,kick_ret_td,0,,,,,
player,201412070rai,rai,CarrTr00,kick_ret_long,21,,,,,
player,201412070rai,rai,CarrTr00,punt_ret,3,,,,,
player,201412070rai,rai,CarrTr00,punt_ret_yds,19,,,,,
player,201412070rai,rai,CarrTr00,punt_ret_yds_per_ret,6.3,,,,,
player,201412070rai,rai,CarrTr00,punt_ret_td,0,,,,,
player,201412070rai,rai,CarrTr00,punt_ret_long,9,,,,,
player,201412070rai,sfo,dawsophi01,xpm,1,,,,,
player,201412070rai,sfo,dawsophi01,xpa,1,,,,,
player,201412070rai,sfo,dawsophi01,fgm,2,,,,,
player,201412070rai,sfo,dawsophi01,fga,3,,,,,
player,201412070rai,sfo,dawsophi01,punt,0,,,,,
player,201412070rai,sfo,dawsophi01,punt_yds,0,,,,,
player,201412070rai,sfo,dawsophi01,punt_yds_per_punt,,,,,,
player,201412070rai,sfo,dawsophi01,punt_long,0,,,,,
player,201412070rai,sfo,LeexAn20,xpm,,,,,,
player,201412070rai,sfo,LeexAn20,xpa,,,,,,
player,201412070rai,sfo,LeexAn20,fgm,,,,,,
player,201412070rai,sfo,LeexAn20,fga,,,,,,
player,201412070rai,sfo,LeexAn20,punt,4,,,,,
player,201412070rai,sfo,LeexAn20,punt_yds,210,,,,,
player,201412070rai,sfo,LeexAn20,punt_yds_per_punt,52.5,,,,,
player,201412070rai,sfo,LeexAn20,punt_long,63,,,,,
player,201412070rai,rai,janikseb01,xpm,3,,,,,
player,201412070rai,rai,janikseb01,xpa,3,,,,,
player,201412070rai,rai,janikseb01,fgm,1,,,,,
player,201412070rai,rai,janikseb01,fga,1,,,,,
player,201412070rai,rai,janikseb01,punt,0,,,,,
player,201412070rai,rai,janikseb01,punt_yds,0,,,,,
player,201412070rai,rai,janikseb01,punt_yds_per_punt,,,,,,
player,201412070rai,rai,janikseb01,punt_long,0,,,,,
player,201412070rai,rai,KingMa00,xpm,,,,,,
player,201412070rai,rai,KingMa00,xpa,,,,,,
player,201412070rai,rai,KingMa00,fgm,,,,,,
player,201412070rai,rai,KingMa00,fga,,,,,,
player,201412070rai,rai,KingMa00,punt,5,,,,,
player,201412070rai,rai,KingMa00,punt_yds,234,,,,,
player,201412070rai,rai,KingMa00,punt_yds_per_punt,46.8,,,,,
player,201412070rai,rai,KingMa00,punt_long,55,,,,,
player,201412070rai,rai,HowaAu20,pos,G,,,,,
player,201412070rai,rai,HowaAu20,offense,63,,,,,
player,201412070rai,rai,HowaAu20,off_pct,100%,,,,,
player,201412070rai,rai,HowaAu20,defense,0,,,,,
player,201412070rai,rai,HowaAu20,def_pct,0%,,,,,
player,201412070rai,rai,HowaAu20,special_teams,4,,,,,
player,201412070rai,rai,HowaAu20,st_pct,15%,,,,,
player,201412070rai,rai,JackGa00,pos,G,,,,,
player,201412070rai,rai,JackGa00,offense,63,,,,,
player,201412070rai,rai,JackGa00,off_pct,100%,,,,,
player,201412070rai,rai,JackGa00,defense,0,,,,,
player,201412070rai,rai,JackGa00,def_pct,0%,,,,,
player,201412070rai,rai,JackGa00,special_teams,4,,,,,
player,201412070rai,rai,JackGa00,st_pct,15%,,,,,
player,201412070rai,rai,PennDo20,pos,T,,,,,
player,201412070rai,rai,PennDo20,offense,63,,,,,
player,201412070rai,rai,PennDo20,off_pct,100%,,,,,
player,201412070rai,rai,PennDo20,defense,0,,,,,
player,201412070rai,rai,PennDo20,def_pct,0%,,,,,
player,201412070rai,rai,PennDo20,special_teams,4,,,,,
player,201412070rai,rai,PennDo20,st_pct,15%,,,,,
player,201412070rai,rai,BarnKh20,pos,G,,,,,
player,201412070rai,rai,BarnKh20,offense,63,,,,,
player,201412070rai,rai,BarnKh20,off_pct,100%,,,,,
player,201412070rai,rai,BarnKh20,defense,0,,,,,
player,201412070rai,rai,BarnKh20,def_pct,0%,,,,,
player,201412070rai,rai,BarnKh20,special_teams,4,,,,,
player,201412070rai,rai,BarnKh20,st_pct,15%,,,,,
player,201412070rai,rai,CarrDe02,pos,QB,,,,,
player,201412070rai,rai,CarrDe02,offense,63,,,,,
player,201412070rai,rai,CarrDe02,off_pct,100%,,,,,
player,201412070rai,rai,CarrDe02,defense,0,,,,,
player,201412070rai,rai,CarrDe02,def_pct,0%,,,,,
player,201412070rai,rai,CarrDe02,special_teams,0,,,,,
player,201412070rai,rai,CarrDe02,st_pct,0%,,,,,
player,201412070rai,rai,WisnSt01,pos,C,,,,,
player,201412070rai,rai,WisnSt01,offense,63,,,,,
player,201412070rai,rai,WisnSt01,off_pct,100%,,,,,
player,201412070rai,rai,WisnSt01,defense,0,,,,,
player,201412070rai,rai,WisnSt01,def_pct,0%,,,,,
player,201412070rai,rai,WisnSt01,special_teams,0,,,,,
player,201412070rai,rai,WisnSt01,st_pct,0%,,,,,
player,201412070rai,rai,RiveMy00,pos,TE,,,,,
player,201412070rai,rai,RiveMy00,offense,60,,,,,
player,201412070rai,rai,RiveMy00,off_pct,95%,,,,,
player,201412070rai,rai,RiveMy00,defense,0,,,,,
player,201412070rai,rai,RiveMy00,def_pct,0%,,,,,
player,201412070rai,rai,RiveMy00,special_teams,7,,,,,
player,201412070rai,rai,RiveMy00,st_pct,26%,,,,,
player,201412070rai,rai,MurrLa00,pos,RB,,,,,
player,201412070rai,rai,MurrLa00,offense,51,,,,,
player,201412070rai,rai,MurrLa00,off_pct,81%,,,,,
player,201412070rai,rai,MurrLa00,defense,0,,,,,
player,201412070rai,rai,MurrLa00,def_pct,0%,,,,,
player,201412070rai,rai,MurrLa00,special_teams,6,,,,,
player,201412070rai,rai,MurrLa00,st_pct,22%,,,,,
player,201412070rai,rai,HolmAn00,pos,WR,,,,,
player,201412070rai,rai,HolmAn00,offense,49,,,,,
player,201412070rai,rai,HolmAn00,off_pct,78%,,,,,
player,201412070rai,rai,HolmAn00,defense,0,,,,,
player,201412070rai,rai,HolmAn00,def_pct,0%,,,,,
player,201412070rai,rai,HolmAn00,special_teams,4,,,,,
player,201412070rai,rai,HolmAn00,st_pct,15%,,,,,
player,201412070rai,rai,JoneJa04,pos,WR,,,,,
player,201412070rai,rai,JoneJa04,offense,32,,,,,
player,201412070rai,rai,JoneJa04,off_pct,51%,,,,,
player,201412070rai,rai,JoneJa04,defense,0,,,,,
player,201412070rai,rai,JoneJa04,def_pct,0%,,,,,
player,201412070rai,rai,JoneJa04,special_teams,0,,,,,
player,201412070rai,rai,JoneJa04,st_pct,0%,,,,,
player,201412070rai,rai,ReecMa00,pos,FB,,,,,
player,201412070rai,rai,ReecMa00,offense,30,,,,,
player,201412070rai,rai,ReecMa00,off_pct,48%,,,,,
player,201412070rai,rai,ReecMa00,defense,0,,,,,
player,201412070rai,rai,ReecMa00,def_pct,0%,,,,,
player,201412070rai,rai,ReecMa00,special_teams,5,,,,,
player,201412070rai,rai,ReecMa00,st_pct,19%,,,,,
player,201412070rai,rai,McCaMa00,pos,T,,,,,
player,201412070rai,rai,McCaMa00,offense,20,,,,,
player,201412070rai,rai,McCaMa00,off_pct,32%,,,,,
player,201412070rai,rai,McCaMa00,defense,0,,,,,
player,201412070rai,rai,McCaMa00,def_pct,0%,,,,,
player,201412070rai,rai,McCaMa00,special_teams,4,,,,,
player,201412070rai,rai,McCaMa00,st_pct,15%,,,,,
player,201412070rai,rai,OlawJa00,pos,FB,,,,,
player,201412070rai,rai,OlawJa00,offense,18,,,,,
player,201412070rai,rai,OlawJa00,off_pct,29%,,,,,
player,201412070rai,rai,OlawJa00,defense,0,,,,,
player,201412070rai,rai,OlawJa00,def_pct,0%,,,,,
player,201412070rai,rai,OlawJa00,special_teams,18,,,,,
player,201412070rai,rai,OlawJa00,st_pct,67%,,,,,
player,201412070rai,rai,ButlBr00,pos,WR,,,,,
player,201412070rai,rai,ButlBr00,offense,15,,,,,
player,201412070rai,rai,ButlBr00,off_pct,24%,,,,,
player,201412070rai,rai,ButlBr00,defense,0,,,,,
player,201412070rai,rai,ButlBr00,def_pct,0%,,,,,
player,201412070rai,rai,ButlBr00,special_teams,5,,,,,
player,201412070rai,rai,ButlBr00,st_pct,19%,,,,,
player,201412070rai,rai,ThomKe02,pos,WR,,,,,
player,201412070rai,rai,ThomKe02,offense,14,,,,,
player,201412070rai,rai,ThomKe02,off_pct,22%,,,,,
player,201412070rai,rai,ThomKe02,defense,0,,,,,
player,201412070rai,rai,ThomKe02,def_pct,0%,,,,,
player,201412070rai,rai,ThomKe02,special_teams,3,,,,,
player,201412070rai,rai,ThomKe02,st_pct,11%,,,,,
player,201412070rai,rai,McFaDa00,pos,RB,,,,,
player,201412070rai,rai,McFaDa00,offense,11,,,,,
player,201412070rai,rai,McFaDa00,off_pct,17%,,,,,
player,201412070rai,rai,McFaDa00,defense,0,,,,,
player,201412070rai,rai,McFaDa00,def_pct,0%,,,,,
player,201412070rai,rai,McFaDa00,special_teams,0,,,,,
player,201412070rai,rai,McFaDa00,st_pct,0%,,,,,
player,201412070rai,rai,BrowVi00,pos,WR,,,,,
player,201412070rai,rai,BrowVi00,offense,9,,,,,
player,201412070rai,rai,BrowVi00,off_pct,14%,,,,,
player,201412070rai,rai,BrowVi00,defense,0,,,,,
player,201412070rai,rai,BrowVi00,def_pct,0%,,,,,
player,201412070rai,rai,BrowVi00,special_teams,0,,,,,
player,201412070rai,rai,BrowVi00,st_pct,0%,,,,,
player,201412070rai,rai,SimoSc00,pos,TE,,,,,
player,201412070rai,rai,SimoSc00,offense,5,,,,,
player,201412070rai,rai,SimoSc00,off_pct,8%,,,,,
player,201412070rai,rai,SimoSc00,defense,0,,,,,
player,201412070rai,rai,SimoSc00,def_pct,0%,,,,,
player,201412070rai,rai,SimoSc00,special_teams,10,,,,,
player,201412070rai,rai,SimoSc00,st_pct,37%,,,,,
player,201412070rai,rai,DrewMa00,pos,RB,,,,,
player,201412070rai,rai,DrewMa00,offense,1,,,,,
player,201412070rai,rai,DrewMa00,off_pct,2%,,,,,
player,201412070rai,rai,DrewMa00,defense,0,,,,,
player,201412070rai,rai,DrewMa00,def_pct,0%,,,,,
player,201412070rai,rai,DrewMa00,special_teams,0,,,,,
player,201412070rai,rai,DrewMa00,st_pct,0%,,,,,
player,201412070rai,rai,WoodCh00,pos,FS,,,,,
player,201412070rai,rai,WoodCh00,offense,0,,,,,
player,201412070rai,rai,WoodCh00,off_pct,0%,,,,,
player,201412070rai,rai,WoodCh00,defense,60,,,,,
player,201412070rai,rai,WoodCh00,def_pct,100%,,,,,
player,201412070rai,rai,WoodCh00,special_teams,5,,,,,
player,201412070rai,rai,WoodCh00,st_pct,19%,,,,,
player,201412070rai,rai,RossBr00,pos,SS,,,,,
player,201412070rai,rai,RossBr00,offense,0,,,,,
player,201412070rai,rai,RossBr00,off_pct,0%,,,,,
player,201412070rai,rai,RossBr00,defense,59,,,,,
player,201412070rai,rai,RossBr00,def_pct,98%,,,,,
player,201412070rai,rai,RossBr00,special_teams,11,,,,,
player,201412070rai,rai,RossBr00,st_pct,41%,,,,,
player,201412070rai,rai,MoorSi00,pos,LB,,,,,
player,201412070rai,rai,MoorSi00,offense,0,,,,,
player,201412070rai,rai,MoorSi00,off_pct,0%,,,,,
player,201412070rai,rai,MoorSi00,defense,59,,,,,
player,201412070rai,rai,MoorSi00,def_pct,98%,,,,,
player,201412070rai,rai,MoorSi00,special_teams,5,,,,,
player,201412070rai,rai,MoorSi00,st_pct,19%,,,,,
player,201412070rai,rai,HaydDJ00,pos,CB,,,,,
player,201412070rai,rai,HaydDJ00,offense,0,,,,,
player,201412070rai,rai,HaydDJ00,off_pct,0%,,,,,
player,201412070rai,rai,HaydDJ00,defense,57,,,,,
player,201412070rai,rai,HaydDJ00,def_pct,95%,,,,,
player,201412070rai,rai,HaydDJ00,special_teams,8,,,,,
player,201412070rai,rai,HaydDJ00,st_pct,30%,,,,,
player,201412070rai,rai,BrowTa99,pos,CB,,,,,
player,201412070rai,rai,BrowTa99,offense,0,,,,,
player,201412070rai,rai,BrowTa99,off_pct,0%,,,,,
player,201412070rai,rai,BrowTa99,defense,57,,,,,
player,201412070rai,rai,BrowTa99,def_pct,95%,,,,,
player,201412070rai,rai,BrowTa99,special_teams,6,,,,,
player,201412070rai,rai,BrowTa99,st_pct,22%,,,,,
player,201412070rai,rai,MackKh00,pos,LB,,,,,
player,201412070rai,rai,MackKh00,offense,0,,,,,
player,201412070rai,rai,MackKh00,off_pct,0%,,,,,
player,201412070rai,rai,MackKh00,defense,57,,,,,
player,201412070rai,rai,MackKh00,def_pct,95%,,,,,
player,201412070rai,rai,MackKh00,special_teams,5,,,,,
player,201412070rai,rai,MackKh00,st_pct,19%,,,,,
player,201412070rai,rai,BurrMi00,pos,LB,,,,,
player,201412070rai,rai,BurrMi00,offense,0,,,,,
player,201412070rai,rai,BurrMi00,off_pct,0%,,,,,
player,201412070rai,rai,BurrMi00,defense,55,,,,,
player,201412070rai,rai,BurrMi00,def_pct,92%,,,,,
player,201412070rai,rai,BurrMi00,special_teams,5,,,,,
player,201412070rai,rai,BurrMi00,st_pct,19%,,,,,
player,201412070rai,rai,TuckJu20,pos,DE,,,,,
player,201412070rai,rai,TuckJu20,offense,0,,,,,
player,201412070rai,rai,TuckJu20,off_pct,0%,,,,,
player,201412070rai,rai,TuckJu20,defense,47,,,,,
player,201412070rai,rai,TuckJu20,def_pct,78%,,,,,
player,201412070rai,rai,TuckJu20,special_teams,5,,,,,
player,201412070rai,rai,TuckJu20,st_pct,19%,,,,,
player,201412070rai,rai,SmitAn22,pos,DT,,,,,
player,201412070rai,rai,SmitAn22,offense,0,,,,,
player,201412070rai,rai,SmitAn22,off_pct,0%,,,,,
player,201412070rai,rai,SmitAn22,defense,44,,,,,
player,201412070rai,rai,SmitAn22,def_pct,73%,,,,,
player,201412070rai,rai,SmitAn22,special_teams,5,,,,,
player,201412070rai,rai,SmitAn22,st_pct,19%,,,,,
player,201412070rai,rai,CarrTr00,pos,CB,,,,,
player,201412070rai,rai,CarrTr00,offense,0,,,,,
player,201412070rai,rai,CarrTr00,off_pct,0%,,,,,
player,201412070rai,rai,CarrTr00,defense,40,,,,,
player,201412070rai,rai,CarrTr00,def_pct,67%,,,,,
player,201412070rai,rai,CarrTr00,special_teams,8,,,,,
player,201412070rai,rai,CarrTr00,st_pct,30%,,,,,
player,201412070rai,rai,ElliJu01,pos,DT,,,,,
player,201412070rai,rai,ElliJu01,offense,0,,,,,
player,201412070rai,rai,ElliJu01,off_pct,0%,,,,,
player,201412070rai,rai,ElliJu01,defense,38,,,,,
player,201412070rai,rai,ElliJu01,def_pct,63%,,,,,
player,201412070rai,rai,ElliJu01,special_teams,0,,,,,
player,201412070rai,rai,ElliJu01,st_pct,0%,,,,,
player,201412070rai,rai,MayoBe00,pos,DE,,,,,
player,201412070rai,rai,MayoBe00,offense,0,,,,,
player,201412070rai,rai,MayoBe00,off_pct,0%,,,,,
player,201412070rai,rai,MayoBe00,defense,23,,,,,
player,201412070rai,rai,MayoBe00,def_pct,38%,,,,,
player,201412070rai,rai,MayoBe00,special_teams,6,,,,,
player,201412070rai,rai,MayoBe00,st_pct,22%,,,,,
player,201412070rai,rai,WilsC.98,pos,DE,,,,,
player,201412070rai,rai,WilsC.98,offense,0,,,,,
player,201412070rai,rai,WilsC.98,off_pct,0%,,,,,
player,201412070rai,rai,WilsC.98,defense,18,,,,,
player,201412070rai,rai,WilsC.98,def_pct,30%,,,,,
player,201412070rai,rai,WilsC.98,special_teams,5,,,,,
player,201412070rai,rai,WilsC.98,st_pct,19%,,,,,
player,201412070rai,rai,SimsPa99,pos,NT,,,,,
player,201412070rai,rai,SimsPa99,offense,0,,,,,
player,201412070rai,rai,SimsPa99,off_pct,0%,,,,,
player,201412070rai,rai,SimsPa99,defense,16,,,,,
player,201412070rai,rai,SimsPa99,def_pct,27%,,,,,
player,201412070rai,rai,SimsPa99,special_teams,0,,,,,
player,201412070rai,rai,SimsPa99,st_pct,0%,,,,,
player,201412070rai,rai,AutrDe00,pos,DE,,,,,
player,201412070rai,rai,AutrDe00,offense,0,,,,,
player,201412070rai,rai,AutrDe00,off_pct,0%,,,,,
player,201412070rai,rai,AutrDe00,defense,12,,,,,
player,201412070rai,rai,AutrDe00,def_pct,20%,,,,,
player,201412070rai,rai,AutrDe00,special_teams,13,,,,,
player,201412070rai,rai,AutrDe00,st_pct,48%,,,,,
player,201412070rai,rai,AsanLa99,pos,FS,,,,,
player,201412070rai,rai,AsanLa99,offense,0,,,,,
player,201412070rai,rai,AsanLa99,off_pct,0%,,,,,
player,201412070rai,rai,AsanLa99,defense,9,,,,,
player,201412070rai,rai,AsanLa99,def_pct,15%,,,,,
player,201412070rai,rai,AsanLa99,special_teams,15,,,,,
player,201412070rai,rai,AsanLa99,st_pct,56%,,,,,
player,201412070rai,rai,LumpRi00,pos,DT,,,,,
player,201412070rai,rai,LumpRi00,offense,0,,,,,
player,201412070rai,rai,LumpRi00,off_pct,0%,,,,,
player,201412070rai,rai,LumpRi00,defense,5,,,,,
player,201412070rai,rai,LumpRi00,def_pct,8%,,,,,
player,201412070rai,rai,LumpRi00,special_teams,5,,,,,
player,201412070rai,rai,LumpRi00,st_pct,19%,,,,,
player,201412070rai,rai,ChekCh00,pos,CB,,,,,
player,201412070rai,rai,ChekCh00,offense,0,,,,,
player,201412070rai,rai,ChekCh00,off_pct,0%,,,,,
player,201412070rai,rai,ChekCh00,defense,3,,,,,
player,201412070rai,rai,ChekCh00,def_pct,5%,,,,,
player,201412070rai,rai,ChekCh00,special_teams,18,,,,,
player,201412070rai,rai,ChekCh00,st_pct,67%,,,,,
