game,2014,16,20141220,201412200sfo,sdg,"San Diego Chargers",38,sfo,"San Francisco 49ers",35
player,201412200sfo,sdg,GilcMa00,def_int_td,0,,,,,
player,201412200sfo,sdg,GilcMa00,def_int_long,0,,,,,
player,201412200sfo,sdg,GilcMa00,pass_defended,0,,,,,
player,201412200sfo,sdg,GilcMa00,sacks,0.0,,,,,
player,201412200sfo,sdg,GilcMa00,tackles_combined,6,,,,,
player,201412200sfo,sdg,GilcMa00,tackles_solo,5,,,,,
player,201412200sfo,sdg,GilcMa00,tackles_assists,1,,,,,
player,201412200sfo,sdg,GilcMa00,tackles_loss,1,,,,,
player,201412200sfo,sdg,GilcMa00,qb_hits,0,,,,,
player,201412200sfo,sdg,GilcMa00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,GilcMa00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,GilcMa00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,GilcMa00,fumbles_forced,1,,,,,
player,201412200sfo,sdg,ConnKa99,def_int,0,,,,,
player,201412200sfo,sdg,ConnKa99,def_int_yds,0,,,,,
player,201412200sfo,sdg,ConnKa99,def_int_td,0,,,,,
player,201412200sfo,sdg,ConnKa99,def_int_long,0,,,,,
player,201412200sfo,sdg,ConnKa99,pass_defended,0,,,,,
player,201412200sfo,sdg,ConnKa99,sacks,0.0,,,,,
player,201412200sfo,sdg,ConnKa99,tackles_combined,4,,,,,
player,201412200sfo,sdg,ConnKa99,tackles_solo,3,,,,,
player,201412200sfo,sdg,ConnKa99,tackles_assists,1,,,,,
player,201412200sfo,sdg,ConnKa99,tackles_loss,0,,,,,
player,201412200sfo,sdg,ConnKa99,qb_hits,0,,,,,
player,201412200sfo,sdg,ConnKa99,fumbles_rec,0,,,,,
player,201412200sfo,sdg,ConnKa99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,ConnKa99,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,ConnKa99,fumbles_forced,0,,,,,
player,201412200sfo,sdg,FlowBr99,def_int,0,,,,,
player,201412200sfo,sdg,FlowBr99,def_int_yds,0,,,,,
player,201412200sfo,sdg,FlowBr99,def_int_td,0,,,,,
player,201412200sfo,sdg,FlowBr99,def_int_long,0,,,,,
player,201412200sfo,sdg,FlowBr99,pass_defended,0,,,,,
player,201412200sfo,sdg,FlowBr99,sacks,0.0,,,,,
player,201412200sfo,sdg,FlowBr99,tackles_combined,4,,,,,
player,201412200sfo,sdg,FlowBr99,tackles_solo,4,,,,,
player,201412200sfo,sdg,FlowBr99,tackles_assists,0,,,,,
player,201412200sfo,sdg,FlowBr99,tackles_loss,0,,,,,
player,201412200sfo,sdg,FlowBr99,qb_hits,0,,,,,
player,201412200sfo,sdg,FlowBr99,fumbles_rec,0,,,,,
player,201412200sfo,sdg,FlowBr99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,FlowBr99,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,FlowBr99,fumbles_forced,0,,,,,
player,201412200sfo,sdg,WillSt02,def_int,0,,,,,
player,201412200sfo,sdg,WillSt02,def_int_yds,0,,,,,
player,201412200sfo,sdg,WillSt02,def_int_td,0,,,,,
player,201412200sfo,sdg,WillSt02,def_int_long,0,,,,,
player,201412200sfo,sdg,WillSt02,pass_defended,2,,,,,
player,201412200sfo,sdg,WillSt02,sacks,0.0,,,,,
player,201412200sfo,sdg,WillSt02,tackles_combined,4,,,,,
player,201412200sfo,sdg,WillSt02,tackles_solo,4,,,,,
player,201412200sfo,sdg,WillSt02,tackles_assists,0,,,,,
player,201412200sfo,sdg,WillSt02,tackles_loss,0,,,,,
player,201412200sfo,sdg,WillSt02,qb_hits,0,,,,,
player,201412200sfo,sdg,WillSt02,fumbles_rec,0,,,,,
player,201412200sfo,sdg,WillSt02,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,WillSt02,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,WillSt02,fumbles_forced,0,,,,,
player,201412200sfo,sdg,WrigSh00,def_int,0,,,,,
player,201412200sfo,sdg,WrigSh00,def_int_yds,0,,,,,
player,201412200sfo,sdg,WrigSh00,def_int_td,0,,,,,
player,201412200sfo,sdg,WrigSh00,def_int_long,0,,,,,
player,201412200sfo,sdg,WrigSh00,pass_defended,0,,,,,
player,201412200sfo,sdg,WrigSh00,sacks,0.0,,,,,
player,201412200sfo,sdg,WrigSh00,tackles_combined,4,,,,,
player,201412200sfo,sdg,WrigSh00,tackles_solo,4,,,,,
player,201412200sfo,sdg,WrigSh00,tackles_assists,0,,,,,
player,201412200sfo,sdg,WrigSh00,tackles_loss,0,,,,,
player,201412200sfo,sdg,WrigSh00,qb_hits,0,,,,,
player,201412200sfo,sdg,WrigSh00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,WrigSh00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,WrigSh00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,WrigSh00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,IngrMe00,def_int,0,,,,,
player,201412200sfo,sdg,IngrMe00,def_int_yds,0,,,,,
player,201412200sfo,sdg,IngrMe00,def_int_td,0,,,,,
player,201412200sfo,sdg,IngrMe00,def_int_long,0,,,,,
player,201412200sfo,sdg,IngrMe00,pass_defended,0,,,,,
player,201412200sfo,sdg,IngrMe00,sacks,0.0,,,,,
player,201412200sfo,sdg,IngrMe00,tackles_combined,3,,,,,
player,201412200sfo,sdg,IngrMe00,tackles_solo,3,,,,,
player,201412200sfo,sdg,IngrMe00,tackles_assists,0,,,,,
player,201412200sfo,sdg,IngrMe00,tackles_loss,0,,,,,
player,201412200sfo,sdg,IngrMe00,qb_hits,0,,,,,
player,201412200sfo,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,JohnJa23,def_int,0,,,,,
player,201412200sfo,sdg,JohnJa23,def_int_yds,0,,,,,
player,201412200sfo,sdg,JohnJa23,def_int_td,0,,,,,
player,201412200sfo,sdg,JohnJa23,def_int_long,0,,,,,
player,201412200sfo,sdg,JohnJa23,pass_defended,0,,,,,
player,201412200sfo,sdg,JohnJa23,sacks,0.0,,,,,
player,201412200sfo,sdg,JohnJa23,tackles_combined,3,,,,,
player,201412200sfo,sdg,JohnJa23,tackles_solo,2,,,,,
player,201412200sfo,sdg,JohnJa23,tackles_assists,1,,,,,
player,201412200sfo,sdg,JohnJa23,tackles_loss,0,,,,,
player,201412200sfo,sdg,JohnJa23,qb_hits,0,,,,,
player,201412200sfo,sdg,JohnJa23,fumbles_rec,0,,,,,
player,201412200sfo,sdg,JohnJa23,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,JohnJa23,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,JohnJa23,fumbles_forced,0,,,,,
player,201412200sfo,sdg,LissSe99,def_int,0,,,,,
player,201412200sfo,sdg,LissSe99,def_int_yds,0,,,,,
player,201412200sfo,sdg,LissSe99,def_int_td,0,,,,,
player,201412200sfo,sdg,LissSe99,def_int_long,0,,,,,
player,201412200sfo,sdg,LissSe99,pass_defended,0,,,,,
player,201412200sfo,sdg,LissSe99,sacks,0.0,,,,,
player,201412200sfo,sdg,LissSe99,tackles_combined,3,,,,,
player,201412200sfo,sdg,LissSe99,tackles_solo,2,,,,,
player,201412200sfo,sdg,LissSe99,tackles_assists,1,,,,,
player,201412200sfo,sdg,LissSe99,tackles_loss,0,,,,,
player,201412200sfo,sdg,LissSe99,qb_hits,0,,,,,
player,201412200sfo,sdg,LissSe99,fumbles_rec,1,,,,,
player,201412200sfo,sdg,LissSe99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,LissSe99,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,LissSe99,fumbles_forced,0,,,,,
player,201412200sfo,sdg,LiugCo00,def_int,0,,,,,
player,201412200sfo,sdg,LiugCo00,def_int_yds,0,,,,,
player,201412200sfo,sdg,LiugCo00,def_int_td,0,,,,,
player,201412200sfo,sdg,LiugCo00,def_int_long,0,,,,,
player,201412200sfo,sdg,LiugCo00,pass_defended,0,,,,,
player,201412200sfo,sdg,LiugCo00,sacks,0.0,,,,,
player,201412200sfo,sdg,LiugCo00,tackles_combined,2,,,,,
player,201412200sfo,sdg,LiugCo00,tackles_solo,2,,,,,
player,201412200sfo,sdg,LiugCo00,tackles_assists,0,,,,,
player,201412200sfo,sdg,LiugCo00,tackles_loss,1,,,,,
player,201412200sfo,sdg,LiugCo00,qb_hits,0,,,,,
player,201412200sfo,sdg,LiugCo00,fumbles_rec,2,,,,,
player,201412200sfo,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,LiugCo00,fumbles_rec_td,1,,,,,
player,201412200sfo,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,PhilJo00,def_int,0,,,,,
player,201412200sfo,sdg,PhilJo00,def_int_yds,0,,,,,
player,201412200sfo,sdg,PhilJo00,def_int_td,0,,,,,
player,201412200sfo,sdg,PhilJo00,def_int_long,0,,,,,
player,201412200sfo,sdg,PhilJo00,pass_defended,0,,,,,
player,201412200sfo,sdg,PhilJo00,sacks,0.0,,,,,
player,201412200sfo,sdg,PhilJo00,tackles_combined,2,,,,,
player,201412200sfo,sdg,PhilJo00,tackles_solo,2,,,,,
player,201412200sfo,sdg,PhilJo00,tackles_assists,0,,,,,
player,201412200sfo,sdg,PhilJo00,tackles_loss,0,,,,,
player,201412200sfo,sdg,PhilJo00,qb_hits,0,,,,,
player,201412200sfo,sdg,PhilJo00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,PhilJo00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,PhilJo00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,PhilJo00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,ReyeKe00,def_int,0,,,,,
player,201412200sfo,sdg,ReyeKe00,def_int_yds,0,,,,,
player,201412200sfo,sdg,ReyeKe00,def_int_td,0,,,,,
player,201412200sfo,sdg,ReyeKe00,def_int_long,0,,,,,
player,201412200sfo,sdg,ReyeKe00,pass_defended,0,,,,,
player,201412200sfo,sdg,ReyeKe00,sacks,0.0,,,,,
player,201412200sfo,sdg,ReyeKe00,tackles_combined,2,,,,,
player,201412200sfo,sdg,ReyeKe00,tackles_solo,1,,,,,
player,201412200sfo,sdg,ReyeKe00,tackles_assists,1,,,,,
player,201412200sfo,sdg,ReyeKe00,tackles_loss,0,,,,,
player,201412200sfo,sdg,ReyeKe00,qb_hits,1,,,,,
player,201412200sfo,sdg,ReyeKe00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,ReyeKe00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,ReyeKe00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,ReyeKe00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,WillTo00,def_int,0,,,,,
player,201412200sfo,sdg,WillTo00,def_int_yds,0,,,,,
player,201412200sfo,sdg,WillTo00,def_int_td,0,,,,,
player,201412200sfo,sdg,WillTo00,def_int_long,0,,,,,
player,201412200sfo,sdg,WillTo00,pass_defended,0,,,,,
player,201412200sfo,sdg,WillTo00,sacks,0.0,,,,,
player,201412200sfo,sdg,WillTo00,tackles_combined,2,,,,,
player,201412200sfo,sdg,WillTo00,tackles_solo,2,,,,,
player,201412200sfo,sdg,WillTo00,tackles_assists,0,,,,,
player,201412200sfo,sdg,WillTo00,tackles_loss,0,,,,,
player,201412200sfo,sdg,WillTo00,qb_hits,0,,,,,
player,201412200sfo,sdg,WillTo00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,WillTo00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,WillTo00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,WillTo00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,AjirSe00,def_int,0,,,,,
player,201412200sfo,sdg,AjirSe00,def_int_yds,0,,,,,
player,201412200sfo,sdg,AjirSe00,def_int_td,0,,,,,
player,201412200sfo,sdg,AjirSe00,def_int_long,0,,,,,
player,201412200sfo,sdg,AjirSe00,pass_defended,0,,,,,
player,201412200sfo,sdg,AjirSe00,sacks,0.0,,,,,
player,201412200sfo,sdg,AjirSe00,tackles_combined,1,,,,,
player,201412200sfo,sdg,AjirSe00,tackles_solo,1,,,,,
player,201412200sfo,sdg,AjirSe00,tackles_assists,0,,,,,
player,201412200sfo,sdg,AjirSe00,tackles_loss,0,,,,,
player,201412200sfo,sdg,AjirSe00,qb_hits,0,,,,,
player,201412200sfo,sdg,AjirSe00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,AjirSe00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,AjirSe00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,AjirSe00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,AttaJe00,def_int,0,,,,,
player,201412200sfo,sdg,AttaJe00,def_int_yds,0,,,,,
player,201412200sfo,sdg,AttaJe00,def_int_td,0,,,,,
player,201412200sfo,sdg,AttaJe00,def_int_long,0,,,,,
player,201412200sfo,sdg,AttaJe00,pass_defended,0,,,,,
player,201412200sfo,sdg,AttaJe00,sacks,0.0,,,,,
player,201412200sfo,sdg,AttaJe00,tackles_combined,1,,,,,
player,201412200sfo,sdg,AttaJe00,tackles_solo,1,,,,,
player,201412200sfo,sdg,AttaJe00,tackles_assists,0,,,,,
player,201412200sfo,sdg,AttaJe00,tackles_loss,0,,,,,
player,201412200sfo,sdg,AttaJe00,qb_hits,0,,,,,
player,201412200sfo,sdg,AttaJe00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,AttaJe00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,AttaJe00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,AttaJe00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,GachAn00,def_int,0,,,,,
player,201412200sfo,sdg,GachAn00,def_int_yds,0,,,,,
player,201412200sfo,sdg,GachAn00,def_int_td,0,,,,,
player,201412200sfo,sdg,GachAn00,def_int_long,0,,,,,
player,201412200sfo,sdg,GachAn00,pass_defended,0,,,,,
player,201412200sfo,sdg,GachAn00,sacks,0.0,,,,,
player,201412200sfo,sdg,GachAn00,tackles_combined,1,,,,,
player,201412200sfo,sdg,GachAn00,tackles_solo,1,,,,,
player,201412200sfo,sdg,GachAn00,tackles_assists,0,,,,,
player,201412200sfo,sdg,GachAn00,tackles_loss,0,,,,,
player,201412200sfo,sdg,GachAn00,qb_hits,0,,,,,
player,201412200sfo,sdg,GachAn00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,GachAn00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,GachAn00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,GachAn00,fumbles_forced,0,,,,,
player,201412200sfo,sdg,PaleTe00,def_int,0,,,,,
player,201412200sfo,sdg,PaleTe00,def_int_yds,0,,,,,
player,201412200sfo,sdg,PaleTe00,def_int_td,0,,,,,
player,201412200sfo,sdg,PaleTe00,def_int_long,0,,,,,
player,201412200sfo,sdg,PaleTe00,pass_defended,0,,,,,
player,201412200sfo,sdg,PaleTe00,sacks,0.0,,,,,
player,201412200sfo,sdg,PaleTe00,tackles_combined,1,,,,,
player,201412200sfo,sdg,PaleTe00,tackles_solo,0,,,,,
player,201412200sfo,sdg,PaleTe00,tackles_assists,1,,,,,
player,201412200sfo,sdg,PaleTe00,tackles_loss,0,,,,,
player,201412200sfo,sdg,PaleTe00,qb_hits,0,,,,,
player,201412200sfo,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201412200sfo,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201412200sfo,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,BethAn20,def_int,1,,,,,
player,201412200sfo,sfo,BethAn20,def_int_yds,49,,,,,
player,201412200sfo,sfo,BethAn20,def_int_td,1,,,,,
player,201412200sfo,sfo,BethAn20,def_int_long,49,,,,,
player,201412200sfo,sfo,BethAn20,pass_defended,2,,,,,
player,201412200sfo,sfo,BethAn20,sacks,0.0,,,,,
player,201412200sfo,sfo,BethAn20,tackles_combined,8,,,,,
player,201412200sfo,sfo,BethAn20,tackles_solo,7,,,,,
player,201412200sfo,sfo,BethAn20,tackles_assists,1,,,,,
player,201412200sfo,sfo,BethAn20,tackles_loss,0,,,,,
player,201412200sfo,sfo,BethAn20,qb_hits,0,,,,,
player,201412200sfo,sfo,BethAn20,fumbles_rec,0,,,,,
player,201412200sfo,sfo,BethAn20,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,BethAn20,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,BethAn20,fumbles_forced,0,,,,,
player,201412200sfo,sfo,CoxxPe99,def_int,1,,,,,
player,201412200sfo,sfo,CoxxPe99,def_int_yds,0,,,,,
player,201412200sfo,sfo,CoxxPe99,def_int_td,0,,,,,
player,201412200sfo,sfo,CoxxPe99,def_int_long,0,,,,,
player,201412200sfo,sfo,CoxxPe99,pass_defended,3,,,,,
player,201412200sfo,sfo,CoxxPe99,sacks,0.0,,,,,
player,201412200sfo,sfo,CoxxPe99,tackles_combined,5,,,,,
player,201412200sfo,sfo,CoxxPe99,tackles_solo,5,,,,,
player,201412200sfo,sfo,CoxxPe99,tackles_assists,0,,,,,
player,201412200sfo,sfo,CoxxPe99,tackles_loss,0,,,,,
player,201412200sfo,sfo,CoxxPe99,qb_hits,0,,,,,
player,201412200sfo,sfo,CoxxPe99,fumbles_rec,0,,,,,
player,201412200sfo,sfo,CoxxPe99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,CoxxPe99,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,CoxxPe99,fumbles_forced,0,,,,,
player,201412200sfo,sfo,CullCh00,def_int,1,,,,,
player,201412200sfo,sfo,CullCh00,def_int_yds,24,,,,,
player,201412200sfo,sfo,CullCh00,def_int_td,0,,,,,
player,201412200sfo,sfo,CullCh00,def_int_long,24,,,,,
player,201412200sfo,sfo,CullCh00,pass_defended,2,,,,,
player,201412200sfo,sfo,CullCh00,sacks,0.0,,,,,
player,201412200sfo,sfo,CullCh00,tackles_combined,3,,,,,
player,201412200sfo,sfo,CullCh00,tackles_solo,3,,,,,
player,201412200sfo,sfo,CullCh00,tackles_assists,0,,,,,
player,201412200sfo,sfo,CullCh00,tackles_loss,0,,,,,
player,201412200sfo,sfo,CullCh00,qb_hits,0,,,,,
player,201412200sfo,sfo,CullCh00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,CullCh00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,CullCh00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,CullCh00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,DialQu00,def_int,0,,,,,
player,201412200sfo,sfo,DialQu00,def_int_yds,0,,,,,
player,201412200sfo,sfo,DialQu00,def_int_td,0,,,,,
player,201412200sfo,sfo,DialQu00,def_int_long,0,,,,,
player,201412200sfo,sfo,DialQu00,pass_defended,0,,,,,
player,201412200sfo,sfo,DialQu00,sacks,1.0,,,,,
player,201412200sfo,sfo,DialQu00,tackles_combined,7,,,,,
player,201412200sfo,sfo,DialQu00,tackles_solo,5,,,,,
player,201412200sfo,sfo,DialQu00,tackles_assists,2,,,,,
player,201412200sfo,sfo,DialQu00,tackles_loss,1,,,,,
player,201412200sfo,sfo,DialQu00,qb_hits,2,,,,,
player,201412200sfo,sfo,DialQu00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,DialQu00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,DialQu00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,DialQu00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,SkutDa00,def_int,0,,,,,
player,201412200sfo,sfo,SkutDa00,def_int_yds,0,,,,,
player,201412200sfo,sfo,SkutDa00,def_int_td,0,,,,,
player,201412200sfo,sfo,SkutDa00,def_int_long,0,,,,,
player,201412200sfo,sfo,SkutDa00,pass_defended,0,,,,,
player,201412200sfo,sfo,SkutDa00,sacks,1.0,,,,,
player,201412200sfo,sfo,SkutDa00,tackles_combined,1,,,,,
player,201412200sfo,sfo,SkutDa00,tackles_solo,1,,,,,
player,201412200sfo,sfo,SkutDa00,tackles_assists,0,,,,,
player,201412200sfo,sfo,SkutDa00,tackles_loss,0,,,,,
player,201412200sfo,sfo,SkutDa00,qb_hits,1,,,,,
player,201412200sfo,sfo,SkutDa00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,SkutDa00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,SkutDa00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,SkutDa00,fumbles_forced,1,,,,,
player,201412200sfo,sfo,WilhMi00,def_int,0,,,,,
player,201412200sfo,sfo,WilhMi00,def_int_yds,0,,,,,
player,201412200sfo,sfo,WilhMi00,def_int_td,0,,,,,
player,201412200sfo,sfo,WilhMi00,def_int_long,0,,,,,
player,201412200sfo,sfo,WilhMi00,pass_defended,0,,,,,
player,201412200sfo,sfo,WilhMi00,sacks,0.0,,,,,
player,201412200sfo,sfo,WilhMi00,tackles_combined,9,,,,,
player,201412200sfo,sfo,WilhMi00,tackles_solo,8,,,,,
player,201412200sfo,sfo,WilhMi00,tackles_assists,1,,,,,
player,201412200sfo,sfo,WilhMi00,tackles_loss,0,,,,,
player,201412200sfo,sfo,WilhMi00,qb_hits,1,,,,,
player,201412200sfo,sfo,WilhMi00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,WilhMi00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,WilhMi00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,WilhMi00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,MoodNi00,def_int,0,,,,,
player,201412200sfo,sfo,MoodNi00,def_int_yds,0,,,,,
player,201412200sfo,sfo,MoodNi00,def_int_td,0,,,,,
player,201412200sfo,sfo,MoodNi00,def_int_long,0,,,,,
player,201412200sfo,sfo,MoodNi00,pass_defended,0,,,,,
player,201412200sfo,sfo,MoodNi00,sacks,0.0,,,,,
player,201412200sfo,sfo,MoodNi00,tackles_combined,7,,,,,
player,201412200sfo,sfo,MoodNi00,tackles_solo,7,,,,,
player,201412200sfo,sfo,MoodNi00,tackles_assists,0,,,,,
player,201412200sfo,sfo,MoodNi00,tackles_loss,0,,,,,
player,201412200sfo,sfo,MoodNi00,qb_hits,0,,,,,
player,201412200sfo,sfo,MoodNi00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,MoodNi00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,MoodNi00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,MoodNi00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,JohnDo02,def_int,0,,,,,
player,201412200sfo,sfo,JohnDo02,def_int_yds,0,,,,,
player,201412200sfo,sfo,JohnDo02,def_int_td,0,,,,,
player,201412200sfo,sfo,JohnDo02,def_int_long,0,,,,,
player,201412200sfo,sfo,JohnDo02,pass_defended,0,,,,,
player,201412200sfo,sfo,JohnDo02,sacks,0.0,,,,,
player,201412200sfo,sfo,JohnDo02,tackles_combined,6,,,,,
player,201412200sfo,sfo,JohnDo02,tackles_solo,5,,,,,
player,201412200sfo,sfo,JohnDo02,tackles_assists,1,,,,,
player,201412200sfo,sfo,JohnDo02,tackles_loss,1,,,,,
player,201412200sfo,sfo,JohnDo02,qb_hits,1,,,,,
player,201412200sfo,sfo,JohnDo02,fumbles_rec,0,,,,,
player,201412200sfo,sfo,JohnDo02,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,JohnDo02,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,JohnDo02,fumbles_forced,0,,,,,
player,201412200sfo,sfo,CromMa01,def_int,0,,,,,
player,201412200sfo,sfo,CromMa01,def_int_yds,0,,,,,
player,201412200sfo,sfo,CromMa01,def_int_td,0,,,,,
player,201412200sfo,sfo,CromMa01,def_int_long,0,,,,,
player,201412200sfo,sfo,CromMa01,pass_defended,0,,,,,
player,201412200sfo,sfo,CromMa01,sacks,0.0,,,,,
player,201412200sfo,sfo,CromMa01,tackles_combined,3,,,,,
player,201412200sfo,sfo,CromMa01,tackles_solo,3,,,,,
player,201412200sfo,sfo,CromMa01,tackles_assists,0,,,,,
player,201412200sfo,sfo,CromMa01,tackles_loss,0,,,,,
player,201412200sfo,sfo,CromMa01,qb_hits,0,,,,,
player,201412200sfo,sfo,CromMa01,fumbles_rec,0,,,,,
player,201412200sfo,sfo,CromMa01,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,CromMa01,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,CromMa01,fumbles_forced,0,,,,,
player,201412200sfo,sfo,DahlCr99,def_int,0,,,,,
player,201412200sfo,sfo,DahlCr99,def_int_yds,0,,,,,
player,201412200sfo,sfo,DahlCr99,def_int_td,0,,,,,
player,201412200sfo,sfo,DahlCr99,def_int_long,0,,,,,
player,201412200sfo,sfo,DahlCr99,pass_defended,0,,,,,
player,201412200sfo,sfo,DahlCr99,sacks,0.0,,,,,
player,201412200sfo,sfo,DahlCr99,tackles_combined,3,,,,,
player,201412200sfo,sfo,DahlCr99,tackles_solo,3,,,,,
player,201412200sfo,sfo,DahlCr99,tackles_assists,0,,,,,
player,201412200sfo,sfo,DahlCr99,tackles_loss,0,,,,,
player,201412200sfo,sfo,DahlCr99,qb_hits,0,,,,,
player,201412200sfo,sfo,DahlCr99,fumbles_rec,0,,,,,
player,201412200sfo,sfo,DahlCr99,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,DahlCr99,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,DahlCr99,fumbles_forced,0,,,,,
player,201412200sfo,sfo,JeroTo00,def_int,0,,,,,
player,201412200sfo,sfo,JeroTo00,def_int_yds,0,,,,,
player,201412200sfo,sfo,JeroTo00,def_int_td,0,,,,,
player,201412200sfo,sfo,JeroTo00,def_int_long,0,,,,,
player,201412200sfo,sfo,JeroTo00,pass_defended,0,,,,,
player,201412200sfo,sfo,JeroTo00,sacks,0.0,,,,,
player,201412200sfo,sfo,JeroTo00,tackles_combined,3,,,,,
player,201412200sfo,sfo,JeroTo00,tackles_solo,2,,,,,
player,201412200sfo,sfo,JeroTo00,tackles_assists,1,,,,,
player,201412200sfo,sfo,JeroTo00,tackles_loss,1,,,,,
player,201412200sfo,sfo,JeroTo00,qb_hits,2,,,,,
player,201412200sfo,sfo,JeroTo00,fumbles_rec,0,,,,,
player,201412200sfo,sfo,JeroTo00,fumbles_rec_yds,0,,,,,
player,201412200sfo,sfo,JeroTo00,fumbles_rec_td,0,,,,,
player,201412200sfo,sfo,JeroTo00,fumbles_forced,0,,,,,
player,201412200sfo,sfo,SmitJu20,def_int,0,,,,,
player,201412200sfo,sfo,SmitJu20,def_int_yds,0,,,,,
player,201412200sfo,sfo,SmitJu20,def_int_td,0,,,,,
player,201412200sfo,sfo,SmitJu20,def_int_long,0,,,,,
player,201412200sfo,sfo,SmitJu20,pass_defended,0,,,,,
player,201412200sfo,sfo,SmitJu20,sacks,0.0,,,,,
player,201412200sfo,sfo,SmitJu20,tackles_combined,3,,,,,
player,201412200sfo,sfo,SmitJu20,tackles_solo,3,,,,,
player,201412200sfo,sfo,SmitJu20,tackles_assists,0,,,,,
