game,2014,16,20141220,201412200sfo,sdg,"San Diego Chargers",38,sfo,"San Francisco 49ers",35
player,201412200sfo,sfo,dawsophi01,off_pct,0%,,,,,
player,201412200sfo,sfo,dawsophi01,defense,0,,,,,
player,201412200sfo,sfo,dawsophi01,def_pct,0%,,,,,
player,201412200sfo,sfo,dawsophi01,special_teams,12,,,,,
player,201412200sfo,sfo,dawsophi01,st_pct,36%,,,,,
player,201412200sfo,sfo,TannPh00,pos,RB,,,,,
player,201412200sfo,sfo,TannPh00,offense,0,,,,,
player,201412200sfo,sfo,TannPh00,off_pct,0%,,,,,
player,201412200sfo,sfo,TannPh00,defense,0,,,,,
player,201412200sfo,sfo,TannPh00,def_pct,0%,,,,,
player,201412200sfo,sfo,TannPh00,special_teams,10,,,,,
player,201412200sfo,sfo,TannPh00,st_pct,30%,,,,,
player,201412200sfo,sfo,LeexAn20,pos,P,,,,,
player,201412200sfo,sfo,LeexAn20,offense,0,,,,,
player,201412200sfo,sfo,LeexAn20,off_pct,0%,,,,,
player,201412200sfo,sfo,LeexAn20,defense,0,,,,,
player,201412200sfo,sfo,LeexAn20,def_pct,0%,,,,,
player,201412200sfo,sfo,LeexAn20,special_teams,10,,,,,
player,201412200sfo,sfo,LeexAn20,st_pct,30%,,,,,
player,201412200sfo,sfo,NelsKy00,pos,LS,,,,,
player,201412200sfo,sfo,NelsKy00,offense,0,,,,,
player,201412200sfo,sfo,NelsKy00,off_pct,0%,,,,,
player,201412200sfo,sfo,NelsKy00,defense,0,,,,,
player,201412200sfo,sfo,NelsKy00,def_pct,0%,,,,,
player,201412200sfo,sfo,NelsKy00,special_teams,10,,,,,
player,201412200sfo,sfo,NelsKy00,st_pct,30%,,,,,
player,201412200sfo,sfo,VentRa20,pos,SS,,,,,
player,201412200sfo,sfo,VentRa20,offense,0,,,,,
player,201412200sfo,sfo,VentRa20,off_pct,0%,,,,,
player,201412200sfo,sfo,VentRa20,defense,0,,,,,
player,201412200sfo,sfo,VentRa20,def_pct,0%,,,,,
player,201412200sfo,sfo,VentRa20,special_teams,3,,,,,
player,201412200sfo,sfo,VentRa20,st_pct,9%,,,,,
player,201412200sfo,sdg,DunlKi20,pos,T,,,,,
player,201412200sfo,sdg,DunlKi20,offense,84,,,,,
player,201412200sfo,sdg,DunlKi20,off_pct,100%,,,,,
player,201412200sfo,sdg,DunlKi20,defense,0,,,,,
player,201412200sfo,sdg,DunlKi20,def_pct,0%,,,,,
player,201412200sfo,sdg,DunlKi20,special_teams,7,,,,,
player,201412200sfo,sdg,DunlKi20,st_pct,21%,,,,,
player,201412200sfo,sdg,FlukDJ00,pos,T,,,,,
player,201412200sfo,sdg,FlukDJ00,offense,84,,,,,
player,201412200sfo,sdg,FlukDJ00,off_pct,100%,,,,,
player,201412200sfo,sdg,FlukDJ00,defense,0,,,,,
player,201412200sfo,sdg,FlukDJ00,def_pct,0%,,,,,
player,201412200sfo,sdg,FlukDJ00,special_teams,6,,,,,
player,201412200sfo,sdg,FlukDJ00,st_pct,18%,,,,,
player,201412200sfo,sdg,RineCh20,pos,G,,,,,
player,201412200sfo,sdg,RineCh20,offense,84,,,,,
player,201412200sfo,sdg,RineCh20,off_pct,100%,,,,,
player,201412200sfo,sdg,RineCh20,defense,0,,,,,
player,201412200sfo,sdg,RineCh20,def_pct,0%,,,,,
player,201412200sfo,sdg,RineCh20,special_teams,6,,,,,
player,201412200sfo,sdg,RineCh20,st_pct,18%,,,,,
player,201412200sfo,sdg,RivePh00,pos,QB,,,,,
player,201412200sfo,sdg,RivePh00,offense,84,,,,,
player,201412200sfo,sdg,RivePh00,off_pct,100%,,,,,
player,201412200sfo,sdg,RivePh00,defense,0,,,,,
player,201412200sfo,sdg,RivePh00,def_pct,0%,,,,,
player,201412200sfo,sdg,RivePh00,special_teams,0,,,,,
player,201412200sfo,sdg,RivePh00,st_pct,0%,,,,,
player,201412200sfo,sdg,RoyaEd00,pos,WR,,,,,
player,201412200sfo,sdg,RoyaEd00,offense,81,,,,,
player,201412200sfo,sdg,RoyaEd00,off_pct,96%,,,,,
player,201412200sfo,sdg,RoyaEd00,defense,0,,,,,
player,201412200sfo,sdg,RoyaEd00,def_pct,0%,,,,,
player,201412200sfo,sdg,RoyaEd00,special_teams,4,,,,,
player,201412200sfo,sdg,RoyaEd00,st_pct,12%,,,,,
player,201412200sfo,sdg,FloyMa00,pos,WR,,,,,
player,201412200sfo,sdg,FloyMa00,offense,81,,,,,
player,201412200sfo,sdg,FloyMa00,off_pct,96%,,,,,
player,201412200sfo,sdg,FloyMa00,defense,0,,,,,
player,201412200sfo,sdg,FloyMa00,def_pct,0%,,,,,
player,201412200sfo,sdg,FloyMa00,special_teams,0,,,,,
player,201412200sfo,sdg,FloyMa00,st_pct,0%,,,,,
player,201412200sfo,sdg,GateAn00,pos,TE,,,,,
player,201412200sfo,sdg,GateAn00,offense,76,,,,,
player,201412200sfo,sdg,GateAn00,off_pct,90%,,,,,
player,201412200sfo,sdg,GateAn00,defense,0,,,,,
player,201412200sfo,sdg,GateAn00,def_pct,0%,,,,,
player,201412200sfo,sdg,GateAn00,special_teams,0,,,,,
player,201412200sfo,sdg,GateAn00,st_pct,0%,,,,,
player,201412200sfo,sdg,RobiTr01,pos,C,,,,,
player,201412200sfo,sdg,RobiTr01,offense,75,,,,,
player,201412200sfo,sdg,RobiTr01,off_pct,89%,,,,,
player,201412200sfo,sdg,RobiTr01,defense,0,,,,,
player,201412200sfo,sdg,RobiTr01,def_pct,0%,,,,,
player,201412200sfo,sdg,RobiTr01,special_teams,0,,,,,
player,201412200sfo,sdg,RobiTr01,st_pct,0%,,,,,
player,201412200sfo,sdg,InmaDo00,pos,WR,,,,,
player,201412200sfo,sdg,InmaDo00,offense,55,,,,,
player,201412200sfo,sdg,InmaDo00,off_pct,65%,,,,,
player,201412200sfo,sdg,InmaDo00,defense,0,,,,,
player,201412200sfo,sdg,InmaDo00,def_pct,0%,,,,,
player,201412200sfo,sdg,InmaDo00,special_teams,5,,,,,
player,201412200sfo,sdg,InmaDo00,st_pct,15%,,,,,
player,201412200sfo,sdg,SirlJe00,pos,T,,,,,
player,201412200sfo,sdg,SirlJe00,offense,42,,,,,
player,201412200sfo,sdg,SirlJe00,off_pct,50%,,,,,
player,201412200sfo,sdg,SirlJe00,defense,0,,,,,
player,201412200sfo,sdg,SirlJe00,def_pct,0%,,,,,
player,201412200sfo,sdg,SirlJe00,special_teams,6,,,,,
player,201412200sfo,sdg,SirlJe00,st_pct,18%,,,,,
player,201412200sfo,sdg,TrouJo00,pos,G,,,,,
player,201412200sfo,sdg,TrouJo00,offense,42,,,,,
player,201412200sfo,sdg,TrouJo00,off_pct,50%,,,,,
player,201412200sfo,sdg,TrouJo00,defense,0,,,,,
player,201412200sfo,sdg,TrouJo00,def_pct,0%,,,,,
player,201412200sfo,sdg,TrouJo00,special_teams,1,,,,,
player,201412200sfo,sdg,TrouJo00,st_pct,3%,,,,,
player,201412200sfo,sdg,OlivBr01,pos,RB,,,,,
player,201412200sfo,sdg,OlivBr01,offense,31,,,,,
player,201412200sfo,sdg,OlivBr01,off_pct,37%,,,,,
player,201412200sfo,sdg,OlivBr01,defense,0,,,,,
player,201412200sfo,sdg,OlivBr01,def_pct,0%,,,,,
player,201412200sfo,sdg,OlivBr01,special_teams,0,,,,,
player,201412200sfo,sdg,OlivBr01,st_pct,0%,,,,,
player,201412200sfo,sdg,BrowDo00,pos,RB,,,,,
player,201412200sfo,sdg,BrowDo00,offense,29,,,,,
player,201412200sfo,sdg,BrowDo00,off_pct,35%,,,,,
player,201412200sfo,sdg,BrowDo00,defense,0,,,,,
player,201412200sfo,sdg,BrowDo00,def_pct,0%,,,,,
player,201412200sfo,sdg,BrowDo00,special_teams,7,,,,,
player,201412200sfo,sdg,BrowDo00,st_pct,21%,,,,,
player,201412200sfo,sdg,BrowRo05,pos,RB,,,,,
player,201412200sfo,sdg,BrowRo05,offense,24,,,,,
player,201412200sfo,sdg,BrowRo05,off_pct,29%,,,,,
player,201412200sfo,sdg,BrowRo05,defense,0,,,,,
player,201412200sfo,sdg,BrowRo05,def_pct,0%,,,,,
player,201412200sfo,sdg,BrowRo05,special_teams,4,,,,,
player,201412200sfo,sdg,BrowRo05,st_pct,12%,,,,,
player,201412200sfo,sdg,AjirSe00,pos,WR,,,,,
player,201412200sfo,sdg,AjirSe00,offense,23,,,,,
player,201412200sfo,sdg,AjirSe00,off_pct,27%,,,,,
player,201412200sfo,sdg,AjirSe00,defense,0,,,,,
player,201412200sfo,sdg,AjirSe00,def_pct,0%,,,,,
player,201412200sfo,sdg,AjirSe00,special_teams,19,,,,,
player,201412200sfo,sdg,AjirSe00,st_pct,58%,,,,,
player,201412200sfo,sdg,WattCh00,pos,G,,,,,
player,201412200sfo,sdg,WattCh00,offense,9,,,,,
player,201412200sfo,sdg,WattCh00,off_pct,11%,,,,,
player,201412200sfo,sdg,WattCh00,defense,0,,,,,
player,201412200sfo,sdg,WattCh00,def_pct,0%,,,,,
player,201412200sfo,sdg,WattCh00,special_teams,0,,,,,
player,201412200sfo,sdg,WattCh00,st_pct,0%,,,,,
player,201412200sfo,sdg,PhilJo00,pos,TE,,,,,
player,201412200sfo,sdg,PhilJo00,offense,8,,,,,
player,201412200sfo,sdg,PhilJo00,off_pct,10%,,,,,
player,201412200sfo,sdg,PhilJo00,defense,0,,,,,
player,201412200sfo,sdg,PhilJo00,def_pct,0%,,,,,
player,201412200sfo,sdg,PhilJo00,special_teams,23,,,,,
player,201412200sfo,sdg,PhilJo00,st_pct,70%,,,,,
player,201412200sfo,sdg,JohnDa05,pos,TE,,,,,
player,201412200sfo,sdg,JohnDa05,offense,6,,,,,
player,201412200sfo,sdg,JohnDa05,off_pct,7%,,,,,
player,201412200sfo,sdg,JohnDa05,defense,0,,,,,
player,201412200sfo,sdg,JohnDa05,def_pct,0%,,,,,
player,201412200sfo,sdg,JohnDa05,special_teams,0,,,,,
player,201412200sfo,sdg,JohnDa05,st_pct,0%,,,,,
player,201412200sfo,sdg,GreeLa00,pos,TE,,,,,
player,201412200sfo,sdg,GreeLa00,offense,5,,,,,
player,201412200sfo,sdg,GreeLa00,off_pct,6%,,,,,
player,201412200sfo,sdg,GreeLa00,defense,0,,,,,
player,201412200sfo,sdg,GreeLa00,def_pct,0%,,,,,
player,201412200sfo,sdg,GreeLa00,special_teams,6,,,,,
player,201412200sfo,sdg,GreeLa00,st_pct,18%,,,,,
player,201412200sfo,sdg,SmitWi00,pos,T,,,,,
player,201412200sfo,sdg,SmitWi00,offense,1,,,,,
player,201412200sfo,sdg,SmitWi00,off_pct,1%,,,,,
player,201412200sfo,sdg,SmitWi00,defense,0,,,,,
player,201412200sfo,sdg,SmitWi00,def_pct,0%,,,,,
player,201412200sfo,sdg,SmitWi00,special_teams,0,,,,,
player,201412200sfo,sdg,SmitWi00,st_pct,0%,,,,,
player,201412200sfo,sdg,WeddEr99,pos,FS,,,,,
player,201412200sfo,sdg,WeddEr99,offense,0,,,,,
player,201412200sfo,sdg,WeddEr99,off_pct,0%,,,,,
player,201412200sfo,sdg,WeddEr99,defense,72,,,,,
player,201412200sfo,sdg,WeddEr99,def_pct,100%,,,,,
player,201412200sfo,sdg,WeddEr99,special_teams,17,,,,,
player,201412200sfo,sdg,WeddEr99,st_pct,52%,,,,,
player,201412200sfo,sdg,TeoxMa00,pos,LB,,,,,
player,201412200sfo,sdg,TeoxMa00,offense,0,,,,,
player,201412200sfo,sdg,TeoxMa00,off_pct,0%,,,,,
player,201412200sfo,sdg,TeoxMa00,defense,72,,,,,
player,201412200sfo,sdg,TeoxMa00,def_pct,100%,,,,,
player,201412200sfo,sdg,TeoxMa00,special_teams,12,,,,,
player,201412200sfo,sdg,TeoxMa00,st_pct,36%,,,,,
player,201412200sfo,sdg,GilcMa00,pos,SS,,,,,
player,201412200sfo,sdg,GilcMa00,offense,0,,,,,
player,201412200sfo,sdg,GilcMa00,off_pct,0%,,,,,
player,201412200sfo,sdg,GilcMa00,defense,72,,,,,
player,201412200sfo,sdg,GilcMa00,def_pct,100%,,,,,
player,201412200sfo,sdg,GilcMa00,special_teams,0,,,,,
player,201412200sfo,sdg,GilcMa00,st_pct,0%,,,,,
player,201412200sfo,sdg,IngrMe00,pos,LB,,,,,
player,201412200sfo,sdg,IngrMe00,offense,0,,,,,
player,201412200sfo,sdg,IngrMe00,off_pct,0%,,,,,
player,201412200sfo,sdg,IngrMe00,defense,67,,,,,
player,201412200sfo,sdg,IngrMe00,def_pct,93%,,,,,
player,201412200sfo,sdg,IngrMe00,special_teams,0,,,,,
player,201412200sfo,sdg,IngrMe00,st_pct,0%,,,,,
player,201412200sfo,sdg,LiugCo00,pos,DT,,,,,
player,201412200sfo,sdg,LiugCo00,offense,0,,,,,
player,201412200sfo,sdg,LiugCo00,off_pct,0%,,,,,
player,201412200sfo,sdg,LiugCo00,defense,63,,,,,
player,201412200sfo,sdg,LiugCo00,def_pct,88%,,,,,
player,201412200sfo,sdg,LiugCo00,special_teams,0,,,,,
player,201412200sfo,sdg,LiugCo00,st_pct,0%,,,,,
player,201412200sfo,sdg,FlowBr99,pos,CB,,,,,
player,201412200sfo,sdg,FlowBr99,offense,0,,,,,
player,201412200sfo,sdg,FlowBr99,off_pct,0%,,,,,
player,201412200sfo,sdg,FlowBr99,defense,60,,,,,
player,201412200sfo,sdg,FlowBr99,def_pct,83%,,,,,
player,201412200sfo,sdg,FlowBr99,special_teams,6,,,,,
player,201412200sfo,sdg,FlowBr99,st_pct,18%,,,,,
player,201412200sfo,sdg,ConnKa99,pos,LB,,,,,
player,201412200sfo,sdg,ConnKa99,offense,0,,,,,
player,201412200sfo,sdg,ConnKa99,off_pct,0%,,,,,
player,201412200sfo,sdg,ConnKa99,defense,51,,,,,
player,201412200sfo,sdg,ConnKa99,def_pct,71%,,,,,
player,201412200sfo,sdg,ConnKa99,special_teams,17,,,,,
player,201412200sfo,sdg,ConnKa99,st_pct,52%,,,,,
player,201412200sfo,sdg,JohnJa23,pos,LB,,,,,
player,201412200sfo,sdg,JohnJa23,offense,0,,,,,
player,201412200sfo,sdg,JohnJa23,off_pct,0%,,,,,
player,201412200sfo,sdg,JohnJa23,defense,51,,,,,
player,201412200sfo,sdg,JohnJa23,def_pct,71%,,,,,
player,201412200sfo,sdg,JohnJa23,special_teams,6,,,,,
player,201412200sfo,sdg,JohnJa23,st_pct,18%,,,,,
player,201412200sfo,sdg,WillSt02,pos,CB,,,,,
player,201412200sfo,sdg,WillSt02,offense,0,,,,,
player,201412200sfo,sdg,WillSt02,off_pct,0%,,,,,
player,201412200sfo,sdg,WillSt02,defense,47,,,,,
player,201412200sfo,sdg,WillSt02,def_pct,65%,,,,,
player,201412200sfo,sdg,WillSt02,special_teams,12,,,,,
player,201412200sfo,sdg,WillSt02,st_pct,36%,,,,,
player,201412200sfo,sdg,ReyeKe00,pos,DE,,,,,
player,201412200sfo,sdg,ReyeKe00,offense,0,,,,,
player,201412200sfo,sdg,ReyeKe00,off_pct,0%,,,,,
player,201412200sfo,sdg,ReyeKe00,defense,44,,,,,
player,201412200sfo,sdg,ReyeKe00,def_pct,61%,,,,,
player,201412200sfo,sdg,ReyeKe00,special_teams,12,,,,,
player,201412200sfo,sdg,ReyeKe00,st_pct,36%,,,,,
player,201412200sfo,sdg,WrigSh00,pos,CB,,,,,
player,201412200sfo,sdg,WrigSh00,offense,0,,,,,
player,201412200sfo,sdg,WrigSh00,off_pct,0%,,,,,
player,201412200sfo,sdg,WrigSh00,defense,35,,,,,
player,201412200sfo,sdg,WrigSh00,def_pct,49%,,,,,
player,201412200sfo,sdg,WrigSh00,special_teams,5,,,,,
player,201412200sfo,sdg,WrigSh00,st_pct,15%,,,,,
player,201412200sfo,sdg,LissSe99,pos,NT,,,,,
player,201412200sfo,sdg,LissSe99,offense,0,,,,,
player,201412200sfo,sdg,LissSe99,off_pct,0%,,,,,
player,201412200sfo,sdg,LissSe99,defense,32,,,,,
player,201412200sfo,sdg,LissSe99,def_pct,44%,,,,,
player,201412200sfo,sdg,LissSe99,special_teams,6,,,,,
player,201412200sfo,sdg,LissSe99,st_pct,18%,,,,,
player,201412200sfo,sdg,PaleTe00,pos,DT,,,,,
player,201412200sfo,sdg,PaleTe00,offense,0,,,,,
player,201412200sfo,sdg,PaleTe00,off_pct,0%,,,,,
player,201412200sfo,sdg,PaleTe00,defense,26,,,,,
player,201412200sfo,sdg,PaleTe00,def_pct,36%,,,,,
player,201412200sfo,sdg,PaleTe00,special_teams,6,,,,,
player,201412200sfo,sdg,PaleTe00,st_pct,18%,,,,,
player,201412200sfo,sdg,MathRi99,pos,DE,,,,,
player,201412200sfo,sdg,MathRi99,offense,0,,,,,
player,201412200sfo,sdg,MathRi99,off_pct,0%,,,,,
player,201412200sfo,sdg,MathRi99,defense,23,,,,,
player,201412200sfo,sdg,MathRi99,def_pct,32%,,,,,
player,201412200sfo,sdg,MathRi99,special_teams,12,,,,,
player,201412200sfo,sdg,MathRi99,st_pct,36%,,,,,
player,201412200sfo,sdg,AddaJa00,pos,SS,,,,,
player,201412200sfo,sdg,AddaJa00,offense,0,,,,,
player,201412200sfo,sdg,AddaJa00,off_pct,0%,,,,,
player,201412200sfo,sdg,AddaJa00,defense,21,,,,,
player,201412200sfo,sdg,AddaJa00,def_pct,29%,,,,,
player,201412200sfo,sdg,AddaJa00,special_teams,16,,,,,
player,201412200sfo,sdg,AddaJa00,st_pct,48%,,,,,
player,201412200sfo,sdg,FreeDw00,pos,LB,,,,,
player,201412200sfo,sdg,FreeDw00,offense,0,,,,,
player,201412200sfo,sdg,FreeDw00,off_pct,0%,,,,,
player,201412200sfo,sdg,FreeDw00,defense,18,,,,,
player,201412200sfo,sdg,FreeDw00,def_pct,25%,,,,,
player,201412200sfo,sdg,FreeDw00,special_teams,0,,,,,
player,201412200sfo,sdg,FreeDw00,st_pct,0%,,,,,
player,201412200sfo,sdg,StucDa20,pos,SS,,,,,
player,201412200sfo,sdg,StucDa20,offense,0,,,,,
player,201412200sfo,sdg,StucDa20,off_pct,0%,,,,,
player,201412200sfo,sdg,StucDa20,defense,16,,,,,
player,201412200sfo,sdg,StucDa20,def_pct,22%,,,,,
player,201412200sfo,sdg,StucDa20,special_teams,27,,,,,
player,201412200sfo,sdg,StucDa20,st_pct,82%,,,,,
player,201412200sfo,sdg,AttaJe00,pos,LB,,,,,
player,201412200sfo,sdg,AttaJe00,offense,0,,,,,
player,201412200sfo,sdg,AttaJe00,off_pct,0%,,,,,
player,201412200sfo,sdg,AttaJe00,defense,15,,,,,
player,201412200sfo,sdg,AttaJe00,def_pct,21%,,,,,
player,201412200sfo,sdg,AttaJe00,special_teams,4,,,,,
player,201412200sfo,sdg,AttaJe00,st_pct,12%,,,,,
player,201412200sfo,sdg,GachAn00,pos,LB,,,,,
player,201412200sfo,sdg,GachAn00,offense,0,,,,,
player,201412200sfo,sdg,GachAn00,off_pct,0%,,,,,
player,201412200sfo,sdg,GachAn00,defense,7,,,,,
player,201412200sfo,sdg,GachAn00,def_pct,10%,,,,,
player,201412200sfo,sdg,GachAn00,special_teams,14,,,,,
player,201412200sfo,sdg,GachAn00,st_pct,42%,,,,,
player,201412200sfo,sdg,WillTo00,pos,LB,,,,,
player,201412200sfo,sdg,WillTo00,offense,0,,,,,
player,201412200sfo,sdg,WillTo00,off_pct,0%,,,,,
player,201412200sfo,sdg,WillTo00,defense,0,,,,,
player,201412200sfo,sdg,WillTo00,def_pct,0%,,,,,
player,201412200sfo,sdg,WillTo00,special_teams,27,,,,,
player,201412200sfo,sdg,WillTo00,st_pct,82%,,,,,
player,201412200sfo,sdg,WalkRe00,pos,LB,,,,,
player,201412200sfo,sdg,WalkRe00,offense,0,,,,,
player,201412200sfo,sdg,WalkRe00,off_pct,0%,,,,,
player,201412200sfo,sdg,WalkRe00,defense,0,,,,,
player,201412200sfo,sdg,WalkRe00,def_pct,0%,,,,,
player,201412200sfo,sdg,WalkRe00,special_teams,19,,,,,
player,201412200sfo,sdg,WalkRe00,st_pct,58%,,,,,
player,201412200sfo,sdg,DaviCh05,pos,CB,,,,,
player,201412200sfo,sdg,DaviCh05,offense,0,,,,,
player,201412200sfo,sdg,DaviCh05,off_pct,0%,,,,,
player,201412200sfo,sdg,DaviCh05,defense,0,,,,,
player,201412200sfo,sdg,DaviCh05,def_pct,0%,,,,,
player,201412200sfo,sdg,DaviCh05,special_teams,17,,,,,
player,201412200sfo,sdg,DaviCh05,st_pct,52%,,,,,
player,201412200sfo,sdg,novaknic01,pos,K,,,,,
player,201412200sfo,sdg,novaknic01,offense,0,,,,,
player,201412200sfo,sdg,novaknic01,off_pct,0%,,,,,
player,201412200sfo,sdg,novaknic01,defense,0,,,,,
player,201412200sfo,sdg,novaknic01,def_pct,0%,,,,,
player,201412200sfo,sdg,novaknic01,special_teams,13,,,,,
player,201412200sfo,sdg,novaknic01,st_pct,39%,,,,,
player,201412200sfo,sdg,McBrMa20,pos,P,,,,,
player,201412200sfo,sdg,McBrMa20,offense,0,,,,,
player,201412200sfo,sdg,McBrMa20,off_pct,0%,,,,,
player,201412200sfo,sdg,McBrMa20,defense,0,,,,,
player,201412200sfo,sdg,McBrMa20,def_pct,0%,,,,,
player,201412200sfo,sdg,McBrMa20,special_teams,10,,,,,
player,201412200sfo,sdg,McBrMa20,st_pct,30%,,,,,
player,201412200sfo,sdg,WindMi00,pos,LS,,,,,
player,201412200sfo,sdg,WindMi00,offense,0,,,,,
player,201412200sfo,sdg,WindMi00,off_pct,0%,,,,,
player,201412200sfo,sdg,WindMi00,defense,0,,,,,
player,201412200sfo,sdg,WindMi00,def_pct,0%,,,,,
player,201412200sfo,sdg,WindMi00,special_teams,10,,,,,
player,201412200sfo,sdg,WindMi00,st_pct,30%,,,,,
