game,2014,3,20140921,201409210sea,den,"Denver Broncos",20,sea,"Seattle Seahawks",26
player,201409210sea,den,BallMo00,rush_td,0,,,,,
player,201409210sea,den,BallMo00,rush_long,10,,,,,
player,201409210sea,den,BallMo00,targets,3,,,,,
player,201409210sea,den,BallMo00,rec,2,,,,,
player,201409210sea,den,BallMo00,rec_yds,6,,,,,
player,201409210sea,den,BallMo00,rec_td,0,,,,,
player,201409210sea,den,BallMo00,rec_long,4,,,,,
player,201409210sea,den,BallMo00,fumbles,1,,,,,
player,201409210sea,den,BallMo00,fumbles_lost,1,,,,,
player,201409210sea,den,HillRo00,pass_cmp,0,,,,,
player,201409210sea,den,HillRo00,pass_att,0,,,,,
player,201409210sea,den,HillRo00,pass_yds,0,,,,,
player,201409210sea,den,HillRo00,pass_td,0,,,,,
player,201409210sea,den,HillRo00,pass_int,0,,,,,
player,201409210sea,den,HillRo00,pass_sacked,0,,,,,
player,201409210sea,den,HillRo00,pass_sacked_yds,0,,,,,
player,201409210sea,den,HillRo00,pass_long,0,,,,,
player,201409210sea,den,HillRo00,pass_rating,,,,,,
player,201409210sea,den,HillRo00,rush_att,2,,,,,
player,201409210sea,den,HillRo00,rush_yds,2,,,,,
player,201409210sea,den,HillRo00,rush_td,0,,,,,
player,201409210sea,den,HillRo00,rush_long,2,,,,,
player,201409210sea,den,HillRo00,targets,3,,,,,
player,201409210sea,den,HillRo00,rec,1,,,,,
player,201409210sea,den,HillRo00,rec_yds,7,,,,,
player,201409210sea,den,HillRo00,rec_td,0,,,,,
player,201409210sea,den,HillRo00,rec_long,7,,,,,
player,201409210sea,den,HillRo00,fumbles,0,,,,,
player,201409210sea,den,HillRo00,fumbles_lost,0,,,,,
player,201409210sea,den,SandEm00,pass_cmp,0,,,,,
player,201409210sea,den,SandEm00,pass_att,0,,,,,
player,201409210sea,den,SandEm00,pass_yds,0,,,,,
player,201409210sea,den,SandEm00,pass_td,0,,,,,
player,201409210sea,den,SandEm00,pass_int,0,,,,,
player,201409210sea,den,SandEm00,pass_sacked,0,,,,,
player,201409210sea,den,SandEm00,pass_sacked_yds,0,,,,,
player,201409210sea,den,SandEm00,pass_long,0,,,,,
player,201409210sea,den,SandEm00,pass_rating,,,,,,
player,201409210sea,den,SandEm00,rush_att,0,,,,,
player,201409210sea,den,SandEm00,rush_yds,0,,,,,
player,201409210sea,den,SandEm00,rush_td,0,,,,,
player,201409210sea,den,SandEm00,rush_long,0,,,,,
player,201409210sea,den,SandEm00,targets,15,,,,,
player,201409210sea,den,SandEm00,rec,11,,,,,
player,201409210sea,den,SandEm00,rec_yds,149,,,,,
player,201409210sea,den,SandEm00,rec_td,0,,,,,
player,201409210sea,den,SandEm00,rec_long,42,,,,,
player,201409210sea,den,SandEm00,fumbles,0,,,,,
player,201409210sea,den,SandEm00,fumbles_lost,0,,,,,
player,201409210sea,den,WelkWe00,pass_cmp,0,,,,,
player,201409210sea,den,WelkWe00,pass_att,0,,,,,
player,201409210sea,den,WelkWe00,pass_yds,0,,,,,
player,201409210sea,den,WelkWe00,pass_td,0,,,,,
player,201409210sea,den,WelkWe00,pass_int,0,,,,,
player,201409210sea,den,WelkWe00,pass_sacked,0,,,,,
player,201409210sea,den,WelkWe00,pass_sacked_yds,0,,,,,
player,201409210sea,den,WelkWe00,pass_long,0,,,,,
player,201409210sea,den,WelkWe00,pass_rating,,,,,,
player,201409210sea,den,WelkWe00,rush_att,0,,,,,
player,201409210sea,den,WelkWe00,rush_yds,0,,,,,
player,201409210sea,den,WelkWe00,rush_td,0,,,,,
player,201409210sea,den,WelkWe00,rush_long,0,,,,,
player,201409210sea,den,WelkWe00,targets,9,,,,,
player,201409210sea,den,WelkWe00,rec,6,,,,,
player,201409210sea,den,WelkWe00,rec_yds,60,,,,,
player,201409210sea,den,WelkWe00,rec_td,0,,,,,
player,201409210sea,den,WelkWe00,rec_long,15,,,,,
player,201409210sea,den,WelkWe00,fumbles,0,,,,,
player,201409210sea,den,WelkWe00,fumbles_lost,0,,,,,
player,201409210sea,den,ThomDe03,pass_cmp,0,,,,,
player,201409210sea,den,ThomDe03,pass_att,0,,,,,
player,201409210sea,den,ThomDe03,pass_yds,0,,,,,
player,201409210sea,den,ThomDe03,pass_td,0,,,,,
player,201409210sea,den,ThomDe03,pass_int,0,,,,,
player,201409210sea,den,ThomDe03,pass_sacked,0,,,,,
player,201409210sea,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201409210sea,den,ThomDe03,pass_long,0,,,,,
player,201409210sea,den,ThomDe03,pass_rating,,,,,,
player,201409210sea,den,ThomDe03,rush_att,0,,,,,
player,201409210sea,den,ThomDe03,rush_yds,0,,,,,
player,201409210sea,den,ThomDe03,rush_td,0,,,,,
player,201409210sea,den,ThomDe03,rush_long,0,,,,,
player,201409210sea,den,ThomDe03,targets,9,,,,,
player,201409210sea,den,ThomDe03,rec,4,,,,,
player,201409210sea,den,ThomDe03,rec_yds,31,,,,,
player,201409210sea,den,ThomDe03,rec_td,0,,,,,
player,201409210sea,den,ThomDe03,rec_long,12,,,,,
player,201409210sea,den,ThomDe03,fumbles,0,,,,,
player,201409210sea,den,ThomDe03,fumbles_lost,0,,,,,
player,201409210sea,den,TammJa00,pass_cmp,0,,,,,
player,201409210sea,den,TammJa00,pass_att,0,,,,,
player,201409210sea,den,TammJa00,pass_yds,0,,,,,
player,201409210sea,den,TammJa00,pass_td,0,,,,,
player,201409210sea,den,TammJa00,pass_int,0,,,,,
player,201409210sea,den,TammJa00,pass_sacked,0,,,,,
player,201409210sea,den,TammJa00,pass_sacked_yds,0,,,,,
player,201409210sea,den,TammJa00,pass_long,0,,,,,
player,201409210sea,den,TammJa00,pass_rating,,,,,,
player,201409210sea,den,TammJa00,rush_att,0,,,,,
player,201409210sea,den,TammJa00,rush_yds,0,,,,,
player,201409210sea,den,TammJa00,rush_td,0,,,,,
player,201409210sea,den,TammJa00,rush_long,0,,,,,
player,201409210sea,den,TammJa00,targets,3,,,,,
player,201409210sea,den,TammJa00,rec,2,,,,,
player,201409210sea,den,TammJa00,rec_yds,22,,,,,
player,201409210sea,den,TammJa00,rec_td,1,,,,,
player,201409210sea,den,TammJa00,rec_long,26,,,,,
player,201409210sea,den,TammJa00,fumbles,0,,,,,
player,201409210sea,den,TammJa00,fumbles_lost,0,,,,,
player,201409210sea,den,ThomJu00,pass_cmp,0,,,,,
player,201409210sea,den,ThomJu00,pass_att,0,,,,,
player,201409210sea,den,ThomJu00,pass_yds,0,,,,,
player,201409210sea,den,ThomJu00,pass_td,0,,,,,
player,201409210sea,den,ThomJu00,pass_int,0,,,,,
player,201409210sea,den,ThomJu00,pass_sacked,0,,,,,
player,201409210sea,den,ThomJu00,pass_sacked_yds,0,,,,,
player,201409210sea,den,ThomJu00,pass_long,0,,,,,
player,201409210sea,den,ThomJu00,pass_rating,,,,,,
player,201409210sea,den,ThomJu00,rush_att,0,,,,,
player,201409210sea,den,ThomJu00,rush_yds,0,,,,,
player,201409210sea,den,ThomJu00,rush_td,0,,,,,
player,201409210sea,den,ThomJu00,rush_long,0,,,,,
player,201409210sea,den,ThomJu00,targets,4,,,,,
player,201409210sea,den,ThomJu00,rec,3,,,,,
player,201409210sea,den,ThomJu00,rec_yds,17,,,,,
player,201409210sea,den,ThomJu00,rec_td,1,,,,,
player,201409210sea,den,ThomJu00,rec_long,9,,,,,
player,201409210sea,den,ThomJu00,fumbles,0,,,,,
player,201409210sea,den,ThomJu00,fumbles_lost,0,,,,,
player,201409210sea,den,GreeVi00,pass_cmp,0,,,,,
player,201409210sea,den,GreeVi00,pass_att,0,,,,,
player,201409210sea,den,GreeVi00,pass_yds,0,,,,,
player,201409210sea,den,GreeVi00,pass_td,0,,,,,
player,201409210sea,den,GreeVi00,pass_int,0,,,,,
player,201409210sea,den,GreeVi00,pass_sacked,0,,,,,
player,201409210sea,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201409210sea,den,GreeVi00,pass_long,0,,,,,
player,201409210sea,den,GreeVi00,pass_rating,,,,,,
player,201409210sea,den,GreeVi00,rush_att,1,,,,,
player,201409210sea,den,GreeVi00,rush_yds,0,,,,,
player,201409210sea,den,GreeVi00,rush_td,0,,,,,
player,201409210sea,den,GreeVi00,rush_long,0,,,,,
player,201409210sea,den,GreeVi00,targets,1,,,,,
player,201409210sea,den,GreeVi00,rec,1,,,,,
player,201409210sea,den,GreeVi00,rec_yds,10,,,,,
player,201409210sea,den,GreeVi00,rec_td,0,,,,,
player,201409210sea,den,GreeVi00,rec_long,10,,,,,
player,201409210sea,den,GreeVi00,fumbles,0,,,,,
player,201409210sea,den,GreeVi00,fumbles_lost,0,,,,,
player,201409210sea,den,AndeC.00,pass_cmp,0,,,,,
player,201409210sea,den,AndeC.00,pass_att,0,,,,,
player,201409210sea,den,AndeC.00,pass_yds,0,,,,,
player,201409210sea,den,AndeC.00,pass_td,0,,,,,
player,201409210sea,den,AndeC.00,pass_int,0,,,,,
player,201409210sea,den,AndeC.00,pass_sacked,0,,,,,
player,201409210sea,den,AndeC.00,pass_sacked_yds,0,,,,,
player,201409210sea,den,AndeC.00,pass_long,0,,,,,
player,201409210sea,den,AndeC.00,pass_rating,,,,,,
player,201409210sea,den,AndeC.00,rush_att,2,,,,,
player,201409210sea,den,AndeC.00,rush_yds,-3,,,,,
player,201409210sea,den,AndeC.00,rush_td,0,,,,,
player,201409210sea,den,AndeC.00,rush_long,-1,,,,,
player,201409210sea,den,AndeC.00,targets,1,,,,,
player,201409210sea,den,AndeC.00,rec,1,,,,,
player,201409210sea,den,AndeC.00,rec_yds,1,,,,,
player,201409210sea,den,AndeC.00,rec_td,0,,,,,
player,201409210sea,den,AndeC.00,rec_long,1,,,,,
player,201409210sea,den,AndeC.00,fumbles,0,,,,,
player,201409210sea,den,AndeC.00,fumbles_lost,0,,,,,
player,201409210sea,sea,WilsRu00,pass_cmp,24,,,,,
player,201409210sea,sea,WilsRu00,pass_att,34,,,,,
player,201409210sea,sea,WilsRu00,pass_yds,258,,,,,
player,201409210sea,sea,WilsRu00,pass_td,2,,,,,
player,201409210sea,sea,WilsRu00,pass_int,1,,,,,
player,201409210sea,sea,WilsRu00,pass_sacked,3,,,,,
player,201409210sea,sea,WilsRu00,pass_sacked_yds,20,,,,,
player,201409210sea,sea,WilsRu00,pass_long,39,,,,,
player,201409210sea,sea,WilsRu00,pass_rating,99.9,,,,,
player,201409210sea,sea,WilsRu00,rush_att,9,,,,,
player,201409210sea,sea,WilsRu00,rush_yds,40,,,,,
player,201409210sea,sea,WilsRu00,rush_td,0,,,,,
player,201409210sea,sea,WilsRu00,rush_long,9,,,,,
player,201409210sea,sea,WilsRu00,targets,1,,,,,
player,201409210sea,sea,WilsRu00,rec,1,,,,,
player,201409210sea,sea,WilsRu00,rec_yds,17,,,,,
player,201409210sea,sea,WilsRu00,rec_td,0,,,,,
player,201409210sea,sea,WilsRu00,rec_long,17,,,,,
player,201409210sea,sea,WilsRu00,fumbles,1,,,,,
player,201409210sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201409210sea,sea,KearJe01,pass_cmp,1,,,,,
player,201409210sea,sea,KearJe01,pass_att,1,,,,,
player,201409210sea,sea,KearJe01,pass_yds,17,,,,,
player,201409210sea,sea,KearJe01,pass_td,0,,,,,
player,201409210sea,sea,KearJe01,pass_int,0,,,,,
player,201409210sea,sea,KearJe01,pass_sacked,0,,,,,
player,201409210sea,sea,KearJe01,pass_sacked_yds,0,,,,,
player,201409210sea,sea,KearJe01,pass_long,17,,,,,
player,201409210sea,sea,KearJe01,pass_rating,118.7,,,,,
player,201409210sea,sea,KearJe01,rush_att,0,,,,,
player,201409210sea,sea,KearJe01,rush_yds,0,,,,,
player,201409210sea,sea,KearJe01,rush_td,0,,,,,
player,201409210sea,sea,KearJe01,rush_long,0,,,,,
player,201409210sea,sea,KearJe01,targets,2,,,,,
player,201409210sea,sea,KearJe01,rec,2,,,,,
player,201409210sea,sea,KearJe01,rec_yds,22,,,,,
player,201409210sea,sea,KearJe01,rec_td,0,,,,,
player,201409210sea,sea,KearJe01,rec_long,12,,,,,
player,201409210sea,sea,KearJe01,fumbles,0,,,,,
player,201409210sea,sea,KearJe01,fumbles_lost,0,,,,,
player,201409210sea,sea,LyncMa00,pass_cmp,0,,,,,
player,201409210sea,sea,LyncMa00,pass_att,0,,,,,
player,201409210sea,sea,LyncMa00,pass_yds,0,,,,,
player,201409210sea,sea,LyncMa00,pass_td,0,,,,,
player,201409210sea,sea,LyncMa00,pass_int,0,,,,,
player,201409210sea,sea,LyncMa00,pass_sacked,0,,,,,
player,201409210sea,sea,LyncMa00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,LyncMa00,pass_long,0,,,,,
player,201409210sea,sea,LyncMa00,pass_rating,,,,,,
player,201409210sea,sea,LyncMa00,rush_att,26,,,,,
player,201409210sea,sea,LyncMa00,rush_yds,88,,,,,
player,201409210sea,sea,LyncMa00,rush_td,1,,,,,
player,201409210sea,sea,LyncMa00,rush_long,12,,,,,
player,201409210sea,sea,LyncMa00,targets,5,,,,,
player,201409210sea,sea,LyncMa00,rec,3,,,,,
player,201409210sea,sea,LyncMa00,rec_yds,40,,,,,
player,201409210sea,sea,LyncMa00,rec_td,1,,,,,
player,201409210sea,sea,LyncMa00,rec_long,21,,,,,
player,201409210sea,sea,LyncMa00,fumbles,0,,,,,
player,201409210sea,sea,LyncMa00,fumbles_lost,0,,,,,
player,201409210sea,sea,TurbRo00,pass_cmp,0,,,,,
player,201409210sea,sea,TurbRo00,pass_att,0,,,,,
player,201409210sea,sea,TurbRo00,pass_yds,0,,,,,
player,201409210sea,sea,TurbRo00,pass_td,0,,,,,
player,201409210sea,sea,TurbRo00,pass_int,0,,,,,
player,201409210sea,sea,TurbRo00,pass_sacked,0,,,,,
player,201409210sea,sea,TurbRo00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,TurbRo00,pass_long,0,,,,,
player,201409210sea,sea,TurbRo00,pass_rating,,,,,,
player,201409210sea,sea,TurbRo00,rush_att,2,,,,,
player,201409210sea,sea,TurbRo00,rush_yds,1,,,,,
player,201409210sea,sea,TurbRo00,rush_td,0,,,,,
player,201409210sea,sea,TurbRo00,rush_long,1,,,,,
player,201409210sea,sea,TurbRo00,targets,1,,,,,
player,201409210sea,sea,TurbRo00,rec,1,,,,,
player,201409210sea,sea,TurbRo00,rec_yds,4,,,,,
player,201409210sea,sea,TurbRo00,rec_td,0,,,,,
player,201409210sea,sea,TurbRo00,rec_long,4,,,,,
player,201409210sea,sea,TurbRo00,fumbles,0,,,,,
player,201409210sea,sea,TurbRo00,fumbles_lost,0,,,,,
player,201409210sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201409210sea,sea,BaldDo00,pass_att,0,,,,,
player,201409210sea,sea,BaldDo00,pass_yds,0,,,,,
player,201409210sea,sea,BaldDo00,pass_td,0,,,,,
player,201409210sea,sea,BaldDo00,pass_int,0,,,,,
player,201409210sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201409210sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,BaldDo00,pass_long,0,,,,,
player,201409210sea,sea,BaldDo00,pass_rating,,,,,,
player,201409210sea,sea,BaldDo00,rush_att,0,,,,,
player,201409210sea,sea,BaldDo00,rush_yds,0,,,,,
player,201409210sea,sea,BaldDo00,rush_td,0,,,,,
player,201409210sea,sea,BaldDo00,rush_long,0,,,,,
player,201409210sea,sea,BaldDo00,targets,5,,,,,
player,201409210sea,sea,BaldDo00,rec,4,,,,,
player,201409210sea,sea,BaldDo00,rec_yds,56,,,,,
player,201409210sea,sea,BaldDo00,rec_td,0,,,,,
player,201409210sea,sea,BaldDo00,rec_long,16,,,,,
player,201409210sea,sea,BaldDo00,fumbles,0,,,,,
player,201409210sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201409210sea,sea,HarvPe00,pass_cmp,0,,,,,
player,201409210sea,sea,HarvPe00,pass_att,0,,,,,
player,201409210sea,sea,HarvPe00,pass_yds,0,,,,,
player,201409210sea,sea,HarvPe00,pass_td,0,,,,,
player,201409210sea,sea,HarvPe00,pass_int,0,,,,,
player,201409210sea,sea,HarvPe00,pass_sacked,0,,,,,
player,201409210sea,sea,HarvPe00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,HarvPe00,pass_long,0,,,,,
player,201409210sea,sea,HarvPe00,pass_rating,,,,,,
player,201409210sea,sea,HarvPe00,rush_att,0,,,,,
player,201409210sea,sea,HarvPe00,rush_yds,0,,,,,
player,201409210sea,sea,HarvPe00,rush_td,0,,,,,
player,201409210sea,sea,HarvPe00,rush_long,0,,,,,
player,201409210sea,sea,HarvPe00,targets,9,,,,,
player,201409210sea,sea,HarvPe00,rec,7,,,,,
player,201409210sea,sea,HarvPe00,rec_yds,42,,,,,
player,201409210sea,sea,HarvPe00,rec_td,0,,,,,
player,201409210sea,sea,HarvPe00,rec_long,11,,,,,
player,201409210sea,sea,HarvPe00,fumbles,0,,,,,
player,201409210sea,sea,HarvPe00,fumbles_lost,0,,,,,
player,201409210sea,sea,LockRi00,pass_cmp,0,,,,,
player,201409210sea,sea,LockRi00,pass_att,0,,,,,
player,201409210sea,sea,LockRi00,pass_yds,0,,,,,
player,201409210sea,sea,LockRi00,pass_td,0,,,,,
player,201409210sea,sea,LockRi00,pass_int,0,,,,,
player,201409210sea,sea,LockRi00,pass_sacked,0,,,,,
player,201409210sea,sea,LockRi00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,LockRi00,pass_long,0,,,,,
player,201409210sea,sea,LockRi00,pass_rating,,,,,,
player,201409210sea,sea,LockRi00,rush_att,0,,,,,
player,201409210sea,sea,LockRi00,rush_yds,0,,,,,
player,201409210sea,sea,LockRi00,rush_td,0,,,,,
player,201409210sea,sea,LockRi00,rush_long,0,,,,,
player,201409210sea,sea,LockRi00,targets,1,,,,,
player,201409210sea,sea,LockRi00,rec,1,,,,,
player,201409210sea,sea,LockRi00,rec_yds,39,,,,,
player,201409210sea,sea,LockRi00,rec_td,1,,,,,
player,201409210sea,sea,LockRi00,rec_long,39,,,,,
player,201409210sea,sea,LockRi00,fumbles,0,,,,,
player,201409210sea,sea,LockRi00,fumbles_lost,0,,,,,
player,201409210sea,sea,WaltBr00,pass_cmp,0,,,,,
player,201409210sea,sea,WaltBr00,pass_att,0,,,,,
player,201409210sea,sea,WaltBr00,pass_yds,0,,,,,
player,201409210sea,sea,WaltBr00,pass_td,0,,,,,
player,201409210sea,sea,WaltBr00,pass_int,0,,,,,
player,201409210sea,sea,WaltBr00,pass_sacked,0,,,,,
player,201409210sea,sea,WaltBr00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,WaltBr00,pass_long,0,,,,,
player,201409210sea,sea,WaltBr00,pass_rating,,,,,,
player,201409210sea,sea,WaltBr00,rush_att,0,,,,,
player,201409210sea,sea,WaltBr00,rush_yds,0,,,,,
player,201409210sea,sea,WaltBr00,rush_td,0,,,,,
player,201409210sea,sea,WaltBr00,rush_long,0,,,,,
player,201409210sea,sea,WaltBr00,targets,5,,,,,
player,201409210sea,sea,WaltBr00,rec,2,,,,,
player,201409210sea,sea,WaltBr00,rec_yds,22,,,,,
player,201409210sea,sea,WaltBr00,rec_td,0,,,,,
player,201409210sea,sea,WaltBr00,rec_long,11,,,,,
player,201409210sea,sea,WaltBr00,fumbles,0,,,,,
player,201409210sea,sea,WaltBr00,fumbles_lost,0,,,,,
player,201409210sea,sea,ColeDe00,pass_cmp,0,,,,,
player,201409210sea,sea,ColeDe00,pass_att,0,,,,,
player,201409210sea,sea,ColeDe00,pass_yds,0,,,,,
player,201409210sea,sea,ColeDe00,pass_td,0,,,,,
player,201409210sea,sea,ColeDe00,pass_int,0,,,,,
player,201409210sea,sea,ColeDe00,pass_sacked,0,,,,,
player,201409210sea,sea,ColeDe00,pass_sacked_yds,0,,,,,
player,201409210sea,sea,ColeDe00,pass_long,0,,,,,
player,201409210sea,sea,ColeDe00,pass_rating,,,,,,
player,201409210sea,sea,ColeDe00,rush_att,0,,,,,
player,201409210sea,sea,ColeDe00,rush_yds,0,,,,,
player,201409210sea,sea,ColeDe00,rush_td,0,,,,,
player,201409210sea,sea,ColeDe00,rush_long,0,,,,,
player,201409210sea,sea,ColeDe00,targets,1,,,,,
player,201409210sea,sea,ColeDe00,rec,1,,,,,
player,201409210sea,sea,ColeDe00,rec_yds,14,,,,,
player,201409210sea,sea,ColeDe00,rec_td,0,,,,,
player,201409210sea,sea,ColeDe00,rec_long,14,,,,,
player,201409210sea,sea,ColeDe00,fumbles,0,,,,,
player,201409210sea,sea,ColeDe00,fumbles_lost,0,,,,,
player,201409210sea,sea,MillZa01,pass_cmp,0,,,,,
player,201409210sea,sea,MillZa01,pass_att,0,,,,,
player,201409210sea,sea,MillZa01,pass_yds,0,,,,,
player,201409210sea,sea,MillZa01,pass_td,0,,,,,
player,201409210sea,sea,MillZa01,pass_int,0,,,,,
player,201409210sea,sea,MillZa01,pass_sacked,0,,,,,
player,201409210sea,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201409210sea,sea,MillZa01,pass_long,0,,,,,
player,201409210sea,sea,MillZa01,pass_rating,,,,,,
player,201409210sea,sea,MillZa01,rush_att,0,,,,,
player,201409210sea,sea,MillZa01,rush_yds,0,,,,,
player,201409210sea,sea,MillZa01,rush_td,0,,,,,
player,201409210sea,sea,MillZa01,rush_long,0,,,,,
player,201409210sea,sea,MillZa01,targets,2,,,,,
player,201409210sea,sea,MillZa01,rec,2,,,,,
player,201409210sea,sea,MillZa01,rec_yds,12,,,,,
player,201409210sea,sea,MillZa01,rec_td,0,,,,,
player,201409210sea,sea,MillZa01,rec_long,8,,,,,
player,201409210sea,sea,MillZa01,fumbles,0,,,,,
player,201409210sea,sea,MillZa01,fumbles_lost,0,,,,,
player,201409210sea,sea,RichPa01,pass_cmp,0,,,,,
player,201409210sea,sea,RichPa01,pass_att,0,,,,,
player,201409210sea,sea,RichPa01,pass_yds,0,,,,,
player,201409210sea,sea,RichPa01,pass_td,0,,,,,
player,201409210sea,sea,RichPa01,pass_int,0,,,,,
player,201409210sea,sea,RichPa01,pass_sacked,0,,,,,
player,201409210sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201409210sea,sea,RichPa01,pass_long,0,,,,,
player,201409210sea,sea,RichPa01,pass_rating,,,,,,
player,201409210sea,sea,RichPa01,rush_att,0,,,,,
player,201409210sea,sea,RichPa01,rush_yds,0,,,,,
player,201409210sea,sea,RichPa01,rush_td,0,,,,,
player,201409210sea,sea,RichPa01,rush_long,0,,,,,
player,201409210sea,sea,RichPa01,targets,1,,,,,
player,201409210sea,sea,RichPa01,rec,1,,,,,
player,201409210sea,sea,RichPa01,rec_yds,7,,,,,
player,201409210sea,sea,RichPa01,rec_td,0,,,,,
player,201409210sea,sea,RichPa01,rec_long,7,,,,,
player,201409210sea,sea,RichPa01,fumbles,0,,,,,
player,201409210sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201409210sea,den,HarrCh01,def_int,1,,,,,
player,201409210sea,den,HarrCh01,def_int_yds,13,,,,,
player,201409210sea,den,HarrCh01,def_int_td,0,,,,,
player,201409210sea,den,HarrCh01,def_int_long,13,,,,,
player,201409210sea,den,HarrCh01,pass_defended,1,,,,,
player,201409210sea,den,HarrCh01,sacks,0.0,,,,,
player,201409210sea,den,HarrCh01,tackles_combined,3,,,,,
player,201409210sea,den,HarrCh01,tackles_solo,2,,,,,
player,201409210sea,den,HarrCh01,tackles_assists,1,,,,,
player,201409210sea,den,HarrCh01,tackles_loss,1,,,,,
player,201409210sea,den,HarrCh01,qb_hits,0,,,,,
player,201409210sea,den,HarrCh01,fumbles_rec,0,,,,,
player,201409210sea,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201409210sea,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201409210sea,den,HarrCh01,fumbles_forced,0,,,,,
player,201409210sea,den,WardT.99,def_int,0,,,,,
player,201409210sea,den,WardT.99,def_int_yds,0,,,,,
player,201409210sea,den,WardT.99,def_int_td,0,,,,,
player,201409210sea,den,WardT.99,def_int_long,0,,,,,
player,201409210sea,den,WardT.99,pass_defended,0,,,,,
player,201409210sea,den,WardT.99,sacks,1.0,,,,,
player,201409210sea,den,WardT.99,tackles_combined,8,,,,,
player,201409210sea,den,WardT.99,tackles_solo,4,,,,,
player,201409210sea,den,WardT.99,tackles_assists,4,,,,,
