game,2014,8,20141026,201410260kan,ram,"St. Louis Rams",7,kan,"Kansas City Chiefs",34
player,201410260kan,ram,QuicBr00,targets,2,,,,,
player,201410260kan,ram,QuicBr00,rec,1,,,,,
player,201410260kan,ram,QuicBr00,rec_yds,10,,,,,
player,201410260kan,ram,QuicBr00,rec_td,0,,,,,
player,201410260kan,ram,QuicBr00,rec_long,10,,,,,
player,201410260kan,ram,QuicBr00,fumbles,0,,,,,
player,201410260kan,ram,QuicBr00,fumbles_lost,0,,,,,
player,201410260kan,ram,KendLa00,pass_cmp,0,,,,,
player,201410260kan,ram,KendLa00,pass_att,0,,,,,
player,201410260kan,ram,KendLa00,pass_yds,0,,,,,
player,201410260kan,ram,KendLa00,pass_td,0,,,,,
player,201410260kan,ram,KendLa00,pass_int,0,,,,,
player,201410260kan,ram,KendLa00,pass_sacked,0,,,,,
player,201410260kan,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201410260kan,ram,KendLa00,pass_long,0,,,,,
player,201410260kan,ram,KendLa00,pass_rating,,,,,,
player,201410260kan,ram,KendLa00,rush_att,0,,,,,
player,201410260kan,ram,KendLa00,rush_yds,0,,,,,
player,201410260kan,ram,KendLa00,rush_td,0,,,,,
player,201410260kan,ram,KendLa00,rush_long,0,,,,,
player,201410260kan,ram,KendLa00,targets,1,,,,,
player,201410260kan,ram,KendLa00,rec,1,,,,,
player,201410260kan,ram,KendLa00,rec_yds,1,,,,,
player,201410260kan,ram,KendLa00,rec_td,1,,,,,
player,201410260kan,ram,KendLa00,rec_long,1,,,,,
player,201410260kan,ram,KendLa00,fumbles,0,,,,,
player,201410260kan,ram,KendLa00,fumbles_lost,0,,,,,
player,201410260kan,kan,SmitAl03,pass_cmp,25,,,,,
player,201410260kan,kan,SmitAl03,pass_att,29,,,,,
player,201410260kan,kan,SmitAl03,pass_yds,223,,,,,
player,201410260kan,kan,SmitAl03,pass_td,0,,,,,
player,201410260kan,kan,SmitAl03,pass_int,0,,,,,
player,201410260kan,kan,SmitAl03,pass_sacked,2,,,,,
player,201410260kan,kan,SmitAl03,pass_sacked_yds,8,,,,,
player,201410260kan,kan,SmitAl03,pass_long,30,,,,,
player,201410260kan,kan,SmitAl03,pass_rating,98.7,,,,,
player,201410260kan,kan,SmitAl03,rush_att,3,,,,,
player,201410260kan,kan,SmitAl03,rush_yds,24,,,,,
player,201410260kan,kan,SmitAl03,rush_td,0,,,,,
player,201410260kan,kan,SmitAl03,rush_long,15,,,,,
player,201410260kan,kan,SmitAl03,targets,0,,,,,
player,201410260kan,kan,SmitAl03,rec,0,,,,,
player,201410260kan,kan,SmitAl03,rec_yds,0,,,,,
player,201410260kan,kan,SmitAl03,rec_td,0,,,,,
player,201410260kan,kan,SmitAl03,rec_long,0,,,,,
player,201410260kan,kan,SmitAl03,fumbles,1,,,,,
player,201410260kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201410260kan,kan,CharJa00,pass_cmp,0,,,,,
player,201410260kan,kan,CharJa00,pass_att,0,,,,,
player,201410260kan,kan,CharJa00,pass_yds,0,,,,,
player,201410260kan,kan,CharJa00,pass_td,0,,,,,
player,201410260kan,kan,CharJa00,pass_int,0,,,,,
player,201410260kan,kan,CharJa00,pass_sacked,0,,,,,
player,201410260kan,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,CharJa00,pass_long,0,,,,,
player,201410260kan,kan,CharJa00,pass_rating,,,,,,
player,201410260kan,kan,CharJa00,rush_att,14,,,,,
player,201410260kan,kan,CharJa00,rush_yds,67,,,,,
player,201410260kan,kan,CharJa00,rush_td,2,,,,,
player,201410260kan,kan,CharJa00,rush_long,36,,,,,
player,201410260kan,kan,CharJa00,targets,4,,,,,
player,201410260kan,kan,CharJa00,rec,4,,,,,
player,201410260kan,kan,CharJa00,rec_yds,44,,,,,
player,201410260kan,kan,CharJa00,rec_td,0,,,,,
player,201410260kan,kan,CharJa00,rec_long,30,,,,,
player,201410260kan,kan,CharJa00,fumbles,1,,,,,
player,201410260kan,kan,CharJa00,fumbles_lost,1,,,,,
player,201410260kan,kan,DaviKn00,pass_cmp,0,,,,,
player,201410260kan,kan,DaviKn00,pass_att,0,,,,,
player,201410260kan,kan,DaviKn00,pass_yds,0,,,,,
player,201410260kan,kan,DaviKn00,pass_td,0,,,,,
player,201410260kan,kan,DaviKn00,pass_int,0,,,,,
player,201410260kan,kan,DaviKn00,pass_sacked,0,,,,,
player,201410260kan,kan,DaviKn00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,DaviKn00,pass_long,0,,,,,
player,201410260kan,kan,DaviKn00,pass_rating,,,,,,
player,201410260kan,kan,DaviKn00,rush_att,16,,,,,
player,201410260kan,kan,DaviKn00,rush_yds,49,,,,,
player,201410260kan,kan,DaviKn00,rush_td,1,,,,,
player,201410260kan,kan,DaviKn00,rush_long,15,,,,,
player,201410260kan,kan,DaviKn00,targets,1,,,,,
player,201410260kan,kan,DaviKn00,rec,0,,,,,
player,201410260kan,kan,DaviKn00,rec_yds,0,,,,,
player,201410260kan,kan,DaviKn00,rec_td,0,,,,,
player,201410260kan,kan,DaviKn00,rec_long,0,,,,,
player,201410260kan,kan,DaviKn00,fumbles,0,,,,,
player,201410260kan,kan,DaviKn00,fumbles_lost,0,,,,,
player,201410260kan,kan,BoweDw00,pass_cmp,0,,,,,
player,201410260kan,kan,BoweDw00,pass_att,0,,,,,
player,201410260kan,kan,BoweDw00,pass_yds,0,,,,,
player,201410260kan,kan,BoweDw00,pass_td,0,,,,,
player,201410260kan,kan,BoweDw00,pass_int,0,,,,,
player,201410260kan,kan,BoweDw00,pass_sacked,0,,,,,
player,201410260kan,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,BoweDw00,pass_long,0,,,,,
player,201410260kan,kan,BoweDw00,pass_rating,,,,,,
player,201410260kan,kan,BoweDw00,rush_att,0,,,,,
player,201410260kan,kan,BoweDw00,rush_yds,0,,,,,
player,201410260kan,kan,BoweDw00,rush_td,0,,,,,
player,201410260kan,kan,BoweDw00,rush_long,0,,,,,
player,201410260kan,kan,BoweDw00,targets,6,,,,,
player,201410260kan,kan,BoweDw00,rec,6,,,,,
player,201410260kan,kan,BoweDw00,rec_yds,64,,,,,
player,201410260kan,kan,BoweDw00,rec_td,0,,,,,
player,201410260kan,kan,BoweDw00,rec_long,16,,,,,
player,201410260kan,kan,BoweDw00,fumbles,0,,,,,
player,201410260kan,kan,BoweDw00,fumbles_lost,0,,,,,
player,201410260kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201410260kan,kan,KelcTr00,pass_att,0,,,,,
player,201410260kan,kan,KelcTr00,pass_yds,0,,,,,
player,201410260kan,kan,KelcTr00,pass_td,0,,,,,
player,201410260kan,kan,KelcTr00,pass_int,0,,,,,
player,201410260kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201410260kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,KelcTr00,pass_long,0,,,,,
player,201410260kan,kan,KelcTr00,pass_rating,,,,,,
player,201410260kan,kan,KelcTr00,rush_att,0,,,,,
player,201410260kan,kan,KelcTr00,rush_yds,0,,,,,
player,201410260kan,kan,KelcTr00,rush_td,0,,,,,
player,201410260kan,kan,KelcTr00,rush_long,0,,,,,
player,201410260kan,kan,KelcTr00,targets,6,,,,,
player,201410260kan,kan,KelcTr00,rec,4,,,,,
player,201410260kan,kan,KelcTr00,rec_yds,45,,,,,
player,201410260kan,kan,KelcTr00,rec_td,0,,,,,
player,201410260kan,kan,KelcTr00,rec_long,17,,,,,
player,201410260kan,kan,KelcTr00,fumbles,0,,,,,
player,201410260kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201410260kan,kan,SherAn00,pass_cmp,0,,,,,
player,201410260kan,kan,SherAn00,pass_att,0,,,,,
player,201410260kan,kan,SherAn00,pass_yds,0,,,,,
player,201410260kan,kan,SherAn00,pass_td,0,,,,,
player,201410260kan,kan,SherAn00,pass_int,0,,,,,
player,201410260kan,kan,SherAn00,pass_sacked,0,,,,,
player,201410260kan,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,SherAn00,pass_long,0,,,,,
player,201410260kan,kan,SherAn00,pass_rating,,,,,,
player,201410260kan,kan,SherAn00,rush_att,0,,,,,
player,201410260kan,kan,SherAn00,rush_yds,0,,,,,
player,201410260kan,kan,SherAn00,rush_td,0,,,,,
player,201410260kan,kan,SherAn00,rush_long,0,,,,,
player,201410260kan,kan,SherAn00,targets,1,,,,,
player,201410260kan,kan,SherAn00,rec,1,,,,,
player,201410260kan,kan,SherAn00,rec_yds,24,,,,,
player,201410260kan,kan,SherAn00,rec_td,0,,,,,
player,201410260kan,kan,SherAn00,rec_long,24,,,,,
player,201410260kan,kan,SherAn00,fumbles,0,,,,,
player,201410260kan,kan,SherAn00,fumbles_lost,0,,,,,
player,201410260kan,kan,FasaAn00,pass_cmp,0,,,,,
player,201410260kan,kan,FasaAn00,pass_att,0,,,,,
player,201410260kan,kan,FasaAn00,pass_yds,0,,,,,
player,201410260kan,kan,FasaAn00,pass_td,0,,,,,
player,201410260kan,kan,FasaAn00,pass_int,0,,,,,
player,201410260kan,kan,FasaAn00,pass_sacked,0,,,,,
player,201410260kan,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,FasaAn00,pass_long,0,,,,,
player,201410260kan,kan,FasaAn00,pass_rating,,,,,,
player,201410260kan,kan,FasaAn00,rush_att,0,,,,,
player,201410260kan,kan,FasaAn00,rush_yds,0,,,,,
player,201410260kan,kan,FasaAn00,rush_td,0,,,,,
player,201410260kan,kan,FasaAn00,rush_long,0,,,,,
player,201410260kan,kan,FasaAn00,targets,4,,,,,
player,201410260kan,kan,FasaAn00,rec,4,,,,,
player,201410260kan,kan,FasaAn00,rec_yds,19,,,,,
player,201410260kan,kan,FasaAn00,rec_td,0,,,,,
player,201410260kan,kan,FasaAn00,rec_long,7,,,,,
player,201410260kan,kan,FasaAn00,fumbles,0,,,,,
player,201410260kan,kan,FasaAn00,fumbles_lost,0,,,,,
player,201410260kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201410260kan,kan,ThomDe05,pass_att,0,,,,,
player,201410260kan,kan,ThomDe05,pass_yds,0,,,,,
player,201410260kan,kan,ThomDe05,pass_td,0,,,,,
player,201410260kan,kan,ThomDe05,pass_int,0,,,,,
player,201410260kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201410260kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201410260kan,kan,ThomDe05,pass_long,0,,,,,
player,201410260kan,kan,ThomDe05,pass_rating,,,,,,
player,201410260kan,kan,ThomDe05,rush_att,0,,,,,
player,201410260kan,kan,ThomDe05,rush_yds,0,,,,,
player,201410260kan,kan,ThomDe05,rush_td,0,,,,,
player,201410260kan,kan,ThomDe05,rush_long,0,,,,,
player,201410260kan,kan,ThomDe05,targets,5,,,,,
player,201410260kan,kan,ThomDe05,rec,4,,,,,
player,201410260kan,kan,ThomDe05,rec_yds,14,,,,,
player,201410260kan,kan,ThomDe05,rec_td,0,,,,,
player,201410260kan,kan,ThomDe05,rec_long,17,,,,,
player,201410260kan,kan,ThomDe05,fumbles,0,,,,,
player,201410260kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201410260kan,kan,HammFr00,pass_cmp,0,,,,,
player,201410260kan,kan,HammFr00,pass_att,0,,,,,
player,201410260kan,kan,HammFr00,pass_yds,0,,,,,
player,201410260kan,kan,HammFr00,pass_td,0,,,,,
player,201410260kan,kan,HammFr00,pass_int,0,,,,,
player,201410260kan,kan,HammFr00,pass_sacked,0,,,,,
player,201410260kan,kan,HammFr00,pass_sacked_yds,0,,,,,
player,201410260kan,kan,HammFr00,pass_long,0,,,,,
player,201410260kan,kan,HammFr00,pass_rating,,,,,,
player,201410260kan,kan,HammFr00,rush_att,0,,,,,
player,201410260kan,kan,HammFr00,rush_yds,0,,,,,
player,201410260kan,kan,HammFr00,rush_td,0,,,,,
player,201410260kan,kan,HammFr00,rush_long,0,,,,,
player,201410260kan,kan,HammFr00,targets,1,,,,,
player,201410260kan,kan,HammFr00,rec,1,,,,,
player,201410260kan,kan,HammFr00,rec_yds,9,,,,,
player,201410260kan,kan,HammFr00,rec_td,0,,,,,
player,201410260kan,kan,HammFr00,rec_long,9,,,,,
player,201410260kan,kan,HammFr00,fumbles,0,,,,,
player,201410260kan,kan,HammFr00,fumbles_lost,0,,,,,
player,201410260kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201410260kan,kan,HarrDe03,pass_att,0,,,,,
player,201410260kan,kan,HarrDe03,pass_yds,0,,,,,
player,201410260kan,kan,HarrDe03,pass_td,0,,,,,
player,201410260kan,kan,HarrDe03,pass_int,0,,,,,
player,201410260kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201410260kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201410260kan,kan,HarrDe03,pass_long,0,,,,,
player,201410260kan,kan,HarrDe03,pass_rating,,,,,,
player,201410260kan,kan,HarrDe03,rush_att,0,,,,,
player,201410260kan,kan,HarrDe03,rush_yds,0,,,,,
player,201410260kan,kan,HarrDe03,rush_td,0,,,,,
player,201410260kan,kan,HarrDe03,rush_long,0,,,,,
player,201410260kan,kan,HarrDe03,targets,1,,,,,
player,201410260kan,kan,HarrDe03,rec,1,,,,,
player,201410260kan,kan,HarrDe03,rec_yds,4,,,,,
player,201410260kan,kan,HarrDe03,rec_td,0,,,,,
player,201410260kan,kan,HarrDe03,rec_long,4,,,,,
player,201410260kan,kan,HarrDe03,fumbles,0,,,,,
player,201410260kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201410260kan,ram,QuinRo00,def_int,0,,,,,
player,201410260kan,ram,QuinRo00,def_int_yds,0,,,,,
player,201410260kan,ram,QuinRo00,def_int_td,0,,,,,
player,201410260kan,ram,QuinRo00,def_int_long,0,,,,,
player,201410260kan,ram,QuinRo00,pass_defended,0,,,,,
player,201410260kan,ram,QuinRo00,sacks,2.0,,,,,
player,201410260kan,ram,QuinRo00,tackles_combined,5,,,,,
player,201410260kan,ram,QuinRo00,tackles_solo,5,,,,,
player,201410260kan,ram,QuinRo00,tackles_assists,0,,,,,
player,201410260kan,ram,QuinRo00,tackles_loss,3,,,,,
player,201410260kan,ram,QuinRo00,qb_hits,2,,,,,
player,201410260kan,ram,QuinRo00,fumbles_rec,0,,,,,
player,201410260kan,ram,QuinRo00,fumbles_rec_yds,0,,,,,
player,201410260kan,ram,QuinRo00,fumbles_rec_td,0,,,,,
player,201410260kan,ram,QuinRo00,fumbles_forced,1,,,,,
player,201410260kan,ram,JoynLa00,def_int,0,,,,,
