game,2014,10,20141109,201411090det,mia,"Miami Dolphins",16,det,"Detroit Lions",20
player,201411090det,mia,TannRy00,rec_yds,0,,,,,
player,201411090det,mia,TannRy00,rec_td,0,,,,,
player,201411090det,mia,TannRy00,rec_long,0,,,,,
player,201411090det,mia,TannRy00,fumbles,2,,,,,
player,201411090det,mia,TannRy00,fumbles_lost,0,,,,,
player,201411090det,mia,WillDa05,pass_cmp,0,,,,,
player,201411090det,mia,WillDa05,pass_att,0,,,,,
player,201411090det,mia,WillDa05,pass_yds,0,,,,,
player,201411090det,mia,WillDa05,pass_td,0,,,,,
player,201411090det,mia,WillDa05,pass_int,0,,,,,
player,201411090det,mia,WillDa05,pass_sacked,0,,,,,
player,201411090det,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201411090det,mia,WillDa05,pass_long,0,,,,,
player,201411090det,mia,WillDa05,pass_rating,,,,,,
player,201411090det,mia,WillDa05,rush_att,7,,,,,
player,201411090det,mia,WillDa05,rush_yds,34,,,,,
player,201411090det,mia,WillDa05,rush_td,0,,,,,
player,201411090det,mia,WillDa05,rush_long,19,,,,,
player,201411090det,mia,WillDa05,targets,3,,,,,
player,201411090det,mia,WillDa05,rec,3,,,,,
player,201411090det,mia,WillDa05,rec_yds,27,,,,,
player,201411090det,mia,WillDa05,rec_td,0,,,,,
player,201411090det,mia,WillDa05,rec_long,11,,,,,
player,201411090det,mia,WillDa05,fumbles,0,,,,,
player,201411090det,mia,WillDa05,fumbles_lost,0,,,,,
player,201411090det,mia,ThomDa03,pass_cmp,0,,,,,
player,201411090det,mia,ThomDa03,pass_att,0,,,,,
player,201411090det,mia,ThomDa03,pass_yds,0,,,,,
player,201411090det,mia,ThomDa03,pass_td,0,,,,,
player,201411090det,mia,ThomDa03,pass_int,0,,,,,
player,201411090det,mia,ThomDa03,pass_sacked,0,,,,,
player,201411090det,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201411090det,mia,ThomDa03,pass_long,0,,,,,
player,201411090det,mia,ThomDa03,pass_rating,,,,,,
player,201411090det,mia,ThomDa03,rush_att,5,,,,,
player,201411090det,mia,ThomDa03,rush_yds,14,,,,,
player,201411090det,mia,ThomDa03,rush_td,0,,,,,
player,201411090det,mia,ThomDa03,rush_long,7,,,,,
player,201411090det,mia,ThomDa03,targets,0,,,,,
player,201411090det,mia,ThomDa03,rec,0,,,,,
player,201411090det,mia,ThomDa03,rec_yds,0,,,,,
player,201411090det,mia,ThomDa03,rec_td,0,,,,,
player,201411090det,mia,ThomDa03,rec_long,0,,,,,
player,201411090det,mia,ThomDa03,fumbles,1,,,,,
player,201411090det,mia,ThomDa03,fumbles_lost,1,,,,,
player,201411090det,mia,MillLa01,pass_cmp,0,,,,,
player,201411090det,mia,MillLa01,pass_att,0,,,,,
player,201411090det,mia,MillLa01,pass_yds,0,,,,,
player,201411090det,mia,MillLa01,pass_td,0,,,,,
player,201411090det,mia,MillLa01,pass_int,0,,,,,
player,201411090det,mia,MillLa01,pass_sacked,0,,,,,
player,201411090det,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201411090det,mia,MillLa01,pass_long,0,,,,,
player,201411090det,mia,MillLa01,pass_rating,,,,,,
player,201411090det,mia,MillLa01,rush_att,4,,,,,
player,201411090det,mia,MillLa01,rush_yds,10,,,,,
player,201411090det,mia,MillLa01,rush_td,0,,,,,
player,201411090det,mia,MillLa01,rush_long,5,,,,,
player,201411090det,mia,MillLa01,targets,2,,,,,
player,201411090det,mia,MillLa01,rec,1,,,,,
player,201411090det,mia,MillLa01,rec_yds,-4,,,,,
player,201411090det,mia,MillLa01,rec_td,0,,,,,
player,201411090det,mia,MillLa01,rec_long,-4,,,,,
player,201411090det,mia,MillLa01,fumbles,0,,,,,
player,201411090det,mia,MillLa01,fumbles_lost,0,,,,,
player,201411090det,mia,WallMi00,pass_cmp,0,,,,,
player,201411090det,mia,WallMi00,pass_att,0,,,,,
player,201411090det,mia,WallMi00,pass_yds,0,,,,,
player,201411090det,mia,WallMi00,pass_td,0,,,,,
player,201411090det,mia,WallMi00,pass_int,0,,,,,
player,201411090det,mia,WallMi00,pass_sacked,0,,,,,
player,201411090det,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201411090det,mia,WallMi00,pass_long,0,,,,,
player,201411090det,mia,WallMi00,pass_rating,,,,,,
player,201411090det,mia,WallMi00,rush_att,0,,,,,
player,201411090det,mia,WallMi00,rush_yds,0,,,,,
player,201411090det,mia,WallMi00,rush_td,0,,,,,
player,201411090det,mia,WallMi00,rush_long,0,,,,,
player,201411090det,mia,WallMi00,targets,8,,,,,
player,201411090det,mia,WallMi00,rec,5,,,,,
player,201411090det,mia,WallMi00,rec_yds,51,,,,,
player,201411090det,mia,WallMi00,rec_td,1,,,,,
player,201411090det,mia,WallMi00,rec_long,20,,,,,
player,201411090det,mia,WallMi00,fumbles,0,,,,,
player,201411090det,mia,WallMi00,fumbles_lost,0,,,,,
player,201411090det,mia,ClayCh00,pass_cmp,0,,,,,
player,201411090det,mia,ClayCh00,pass_att,0,,,,,
player,201411090det,mia,ClayCh00,pass_yds,0,,,,,
player,201411090det,mia,ClayCh00,pass_td,0,,,,,
player,201411090det,mia,ClayCh00,pass_int,0,,,,,
player,201411090det,mia,ClayCh00,pass_sacked,0,,,,,
player,201411090det,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201411090det,mia,ClayCh00,pass_long,0,,,,,
player,201411090det,mia,ClayCh00,pass_rating,,,,,,
player,201411090det,mia,ClayCh00,rush_att,0,,,,,
player,201411090det,mia,ClayCh00,rush_yds,0,,,,,
player,201411090det,mia,ClayCh00,rush_td,0,,,,,
player,201411090det,mia,ClayCh00,rush_long,0,,,,,
player,201411090det,mia,ClayCh00,targets,9,,,,,
player,201411090det,mia,ClayCh00,rec,7,,,,,
player,201411090det,mia,ClayCh00,rec_yds,45,,,,,
player,201411090det,mia,ClayCh00,rec_td,0,,,,,
player,201411090det,mia,ClayCh00,rec_long,13,,,,,
player,201411090det,mia,ClayCh00,fumbles,0,,,,,
player,201411090det,mia,ClayCh00,fumbles_lost,0,,,,,
player,201411090det,mia,GibsBr00,pass_cmp,0,,,,,
player,201411090det,mia,GibsBr00,pass_att,0,,,,,
player,201411090det,mia,GibsBr00,pass_yds,0,,,,,
player,201411090det,mia,GibsBr00,pass_td,0,,,,,
player,201411090det,mia,GibsBr00,pass_int,0,,,,,
player,201411090det,mia,GibsBr00,pass_sacked,0,,,,,
player,201411090det,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201411090det,mia,GibsBr00,pass_long,0,,,,,
player,201411090det,mia,GibsBr00,pass_rating,,,,,,
player,201411090det,mia,GibsBr00,rush_att,0,,,,,
player,201411090det,mia,GibsBr00,rush_yds,0,,,,,
player,201411090det,mia,GibsBr00,rush_td,0,,,,,
player,201411090det,mia,GibsBr00,rush_long,0,,,,,
player,201411090det,mia,GibsBr00,targets,2,,,,,
player,201411090det,mia,GibsBr00,rec,2,,,,,
player,201411090det,mia,GibsBr00,rec_yds,20,,,,,
player,201411090det,mia,GibsBr00,rec_td,0,,,,,
player,201411090det,mia,GibsBr00,rec_long,16,,,,,
player,201411090det,mia,GibsBr00,fumbles,0,,,,,
player,201411090det,mia,GibsBr00,fumbles_lost,0,,,,,
player,201411090det,mia,MattRi00,pass_cmp,0,,,,,
player,201411090det,mia,MattRi00,pass_att,0,,,,,
player,201411090det,mia,MattRi00,pass_yds,0,,,,,
player,201411090det,mia,MattRi00,pass_td,0,,,,,
player,201411090det,mia,MattRi00,pass_int,0,,,,,
player,201411090det,mia,MattRi00,pass_sacked,0,,,,,
player,201411090det,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201411090det,mia,MattRi00,pass_long,0,,,,,
player,201411090det,mia,MattRi00,pass_rating,,,,,,
player,201411090det,mia,MattRi00,rush_att,0,,,,,
player,201411090det,mia,MattRi00,rush_yds,0,,,,,
player,201411090det,mia,MattRi00,rush_td,0,,,,,
player,201411090det,mia,MattRi00,rush_long,0,,,,,
player,201411090det,mia,MattRi00,targets,1,,,,,
player,201411090det,mia,MattRi00,rec,1,,,,,
player,201411090det,mia,MattRi00,rec_yds,14,,,,,
player,201411090det,mia,MattRi00,rec_td,0,,,,,
player,201411090det,mia,MattRi00,rec_long,14,,,,,
player,201411090det,mia,MattRi00,fumbles,0,,,,,
player,201411090det,mia,MattRi00,fumbles_lost,0,,,,,
player,201411090det,mia,HartBr00,pass_cmp,0,,,,,
player,201411090det,mia,HartBr00,pass_att,0,,,,,
player,201411090det,mia,HartBr00,pass_yds,0,,,,,
player,201411090det,mia,HartBr00,pass_td,0,,,,,
player,201411090det,mia,HartBr00,pass_int,0,,,,,
player,201411090det,mia,HartBr00,pass_sacked,0,,,,,
player,201411090det,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201411090det,mia,HartBr00,pass_long,0,,,,,
player,201411090det,mia,HartBr00,pass_rating,,,,,,
player,201411090det,mia,HartBr00,rush_att,0,,,,,
player,201411090det,mia,HartBr00,rush_yds,0,,,,,
player,201411090det,mia,HartBr00,rush_td,0,,,,,
player,201411090det,mia,HartBr00,rush_long,0,,,,,
player,201411090det,mia,HartBr00,targets,1,,,,,
player,201411090det,mia,HartBr00,rec,1,,,,,
player,201411090det,mia,HartBr00,rec_yds,1,,,,,
player,201411090det,mia,HartBr00,rec_td,0,,,,,
player,201411090det,mia,HartBr00,rec_long,12,,,,,
player,201411090det,mia,HartBr00,fumbles,0,,,,,
player,201411090det,mia,HartBr00,fumbles_lost,0,,,,,
player,201411090det,mia,HoskHa00,pass_cmp,0,,,,,
player,201411090det,mia,HoskHa00,pass_att,0,,,,,
player,201411090det,mia,HoskHa00,pass_yds,0,,,,,
player,201411090det,mia,HoskHa00,pass_td,0,,,,,
player,201411090det,mia,HoskHa00,pass_int,0,,,,,
player,201411090det,mia,HoskHa00,pass_sacked,0,,,,,
player,201411090det,mia,HoskHa00,pass_sacked_yds,0,,,,,
player,201411090det,mia,HoskHa00,pass_long,0,,,,,
player,201411090det,mia,HoskHa00,pass_rating,,,,,,
player,201411090det,mia,HoskHa00,rush_att,0,,,,,
player,201411090det,mia,HoskHa00,rush_yds,0,,,,,
player,201411090det,mia,HoskHa00,rush_td,0,,,,,
player,201411090det,mia,HoskHa00,rush_long,0,,,,,
player,201411090det,mia,HoskHa00,targets,1,,,,,
player,201411090det,mia,HoskHa00,rec,0,,,,,
player,201411090det,mia,HoskHa00,rec_yds,0,,,,,
player,201411090det,mia,HoskHa00,rec_td,0,,,,,
player,201411090det,mia,HoskHa00,rec_long,0,,,,,
player,201411090det,mia,HoskHa00,fumbles,0,,,,,
player,201411090det,mia,HoskHa00,fumbles_lost,0,,,,,
player,201411090det,mia,LandJa00,pass_cmp,0,,,,,
player,201411090det,mia,LandJa00,pass_att,0,,,,,
player,201411090det,mia,LandJa00,pass_yds,0,,,,,
player,201411090det,mia,LandJa00,pass_td,0,,,,,
player,201411090det,mia,LandJa00,pass_int,0,,,,,
player,201411090det,mia,LandJa00,pass_sacked,0,,,,,
player,201411090det,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201411090det,mia,LandJa00,pass_long,0,,,,,
player,201411090det,mia,LandJa00,pass_rating,,,,,,
player,201411090det,mia,LandJa00,rush_att,1,,,,,
player,201411090det,mia,LandJa00,rush_yds,-8,,,,,
player,201411090det,mia,LandJa00,rush_td,0,,,,,
player,201411090det,mia,LandJa00,rush_long,-8,,,,,
player,201411090det,mia,LandJa00,targets,10,,,,,
player,201411090det,mia,LandJa00,rec,7,,,,,
player,201411090det,mia,LandJa00,rec_yds,53,,,,,
player,201411090det,mia,LandJa00,rec_td,0,,,,,
player,201411090det,mia,LandJa00,rec_long,12,,,,,
player,201411090det,mia,LandJa00,fumbles,0,,,,,
player,201411090det,mia,LandJa00,fumbles_lost,0,,,,,
player,201411090det,det,StafMa00,pass_cmp,25,,,,,
player,201411090det,det,StafMa00,pass_att,40,,,,,
player,201411090det,det,StafMa00,pass_yds,280,,,,,
player,201411090det,det,StafMa00,pass_td,2,,,,,
player,201411090det,det,StafMa00,pass_int,1,,,,,
player,201411090det,det,StafMa00,pass_sacked,3,,,,,
player,201411090det,det,StafMa00,pass_sacked_yds,19,,,,,
player,201411090det,det,StafMa00,pass_long,49,,,,,
player,201411090det,det,StafMa00,pass_rating,89.6,,,,,
player,201411090det,det,StafMa00,rush_att,2,,,,,
player,201411090det,det,StafMa00,rush_yds,-1,,,,,
player,201411090det,det,StafMa00,rush_td,0,,,,,
player,201411090det,det,StafMa00,rush_long,0,,,,,
player,201411090det,det,StafMa00,targets,0,,,,,
player,201411090det,det,StafMa00,rec,0,,,,,
player,201411090det,det,StafMa00,rec_yds,0,,,,,
player,201411090det,det,StafMa00,rec_td,0,,,,,
player,201411090det,det,StafMa00,rec_long,0,,,,,
player,201411090det,det,StafMa00,fumbles,0,,,,,
player,201411090det,det,StafMa00,fumbles_lost,0,,,,,
player,201411090det,det,MartSa01,pass_cmp,2,,,,,
player,201411090det,det,MartSa01,pass_att,2,,,,,
player,201411090det,det,MartSa01,pass_yds,27,,,,,
player,201411090det,det,MartSa01,pass_td,0,,,,,
player,201411090det,det,MartSa01,pass_int,0,,,,,
player,201411090det,det,MartSa01,pass_sacked,0,,,,,
player,201411090det,det,MartSa01,pass_sacked_yds,0,,,,,
player,201411090det,det,MartSa01,pass_long,24,,,,,
player,201411090det,det,MartSa01,pass_rating,118.7,,,,,
player,201411090det,det,MartSa01,rush_att,0,,,,,
player,201411090det,det,MartSa01,rush_yds,0,,,,,
player,201411090det,det,MartSa01,rush_td,0,,,,,
player,201411090det,det,MartSa01,rush_long,0,,,,,
player,201411090det,det,MartSa01,targets,0,,,,,
player,201411090det,det,MartSa01,rec,0,,,,,
player,201411090det,det,MartSa01,rec_yds,0,,,,,
player,201411090det,det,MartSa01,rec_td,0,,,,,
player,201411090det,det,MartSa01,rec_long,0,,,,,
player,201411090det,det,MartSa01,fumbles,0,,,,,
player,201411090det,det,MartSa01,fumbles_lost,0,,,,,
player,201411090det,det,BellJo01,pass_cmp,0,,,,,
player,201411090det,det,BellJo01,pass_att,0,,,,,
player,201411090det,det,BellJo01,pass_yds,0,,,,,
player,201411090det,det,BellJo01,pass_td,0,,,,,
player,201411090det,det,BellJo01,pass_int,0,,,,,
player,201411090det,det,BellJo01,pass_sacked,0,,,,,
player,201411090det,det,BellJo01,pass_sacked_yds,0,,,,,
player,201411090det,det,BellJo01,pass_long,0,,,,,
player,201411090det,det,BellJo01,pass_rating,,,,,,
player,201411090det,det,BellJo01,rush_att,10,,,,,
player,201411090det,det,BellJo01,rush_yds,44,,,,,
player,201411090det,det,BellJo01,rush_td,0,,,,,
player,201411090det,det,BellJo01,rush_long,16,,,,,
player,201411090det,det,BellJo01,targets,3,,,,,
player,201411090det,det,BellJo01,rec,2,,,,,
player,201411090det,det,BellJo01,rec_yds,37,,,,,
player,201411090det,det,BellJo01,rec_td,0,,,,,
player,201411090det,det,BellJo01,rec_long,28,,,,,
player,201411090det,det,BellJo01,fumbles,0,,,,,
player,201411090det,det,BellJo01,fumbles_lost,0,,,,,
player,201411090det,det,BushRe00,pass_cmp,0,,,,,
player,201411090det,det,BushRe00,pass_att,0,,,,,
player,201411090det,det,BushRe00,pass_yds,0,,,,,
player,201411090det,det,BushRe00,pass_td,0,,,,,
player,201411090det,det,BushRe00,pass_int,0,,,,,
player,201411090det,det,BushRe00,pass_sacked,0,,,,,
player,201411090det,det,BushRe00,pass_sacked_yds,0,,,,,
player,201411090det,det,BushRe00,pass_long,0,,,,,
player,201411090det,det,BushRe00,pass_rating,,,,,,
player,201411090det,det,BushRe00,rush_att,4,,,,,
player,201411090det,det,BushRe00,rush_yds,20,,,,,
player,201411090det,det,BushRe00,rush_td,0,,,,,
player,201411090det,det,BushRe00,rush_long,8,,,,,
player,201411090det,det,BushRe00,targets,1,,,,,
player,201411090det,det,BushRe00,rec,1,,,,,
player,201411090det,det,BushRe00,rec_yds,5,,,,,
player,201411090det,det,BushRe00,rec_td,0,,,,,
player,201411090det,det,BushRe00,rec_long,5,,,,,
player,201411090det,det,BushRe00,fumbles,0,,,,,
player,201411090det,det,BushRe00,fumbles_lost,0,,,,,
player,201411090det,det,JohnCa00,pass_cmp,0,,,,,
player,201411090det,det,JohnCa00,pass_att,0,,,,,
player,201411090det,det,JohnCa00,pass_yds,0,,,,,
player,201411090det,det,JohnCa00,pass_td,0,,,,,
player,201411090det,det,JohnCa00,pass_int,0,,,,,
player,201411090det,det,JohnCa00,pass_sacked,0,,,,,
player,201411090det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201411090det,det,JohnCa00,pass_long,0,,,,,
player,201411090det,det,JohnCa00,pass_rating,,,,,,
player,201411090det,det,JohnCa00,rush_att,0,,,,,
player,201411090det,det,JohnCa00,rush_yds,0,,,,,
player,201411090det,det,JohnCa00,rush_td,0,,,,,
player,201411090det,det,JohnCa00,rush_long,0,,,,,
player,201411090det,det,JohnCa00,targets,15,,,,,
player,201411090det,det,JohnCa00,rec,7,,,,,
player,201411090det,det,JohnCa00,rec_yds,113,,,,,
player,201411090det,det,JohnCa00,rec_td,1,,,,,
player,201411090det,det,JohnCa00,rec_long,49,,,,,
player,201411090det,det,JohnCa00,fumbles,0,,,,,
player,201411090det,det,JohnCa00,fumbles_lost,0,,,,,
player,201411090det,det,TateGo00,pass_cmp,0,,,,,
player,201411090det,det,TateGo00,pass_att,0,,,,,
player,201411090det,det,TateGo00,pass_yds,0,,,,,
player,201411090det,det,TateGo00,pass_td,0,,,,,
player,201411090det,det,TateGo00,pass_int,0,,,,,
player,201411090det,det,TateGo00,pass_sacked,0,,,,,
player,201411090det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201411090det,det,TateGo00,pass_long,0,,,,,
player,201411090det,det,TateGo00,pass_rating,,,,,,
player,201411090det,det,TateGo00,rush_att,0,,,,,
player,201411090det,det,TateGo00,rush_yds,0,,,,,
player,201411090det,det,TateGo00,rush_td,0,,,,,
player,201411090det,det,TateGo00,rush_long,0,,,,,
player,201411090det,det,TateGo00,targets,13,,,,,
player,201411090det,det,TateGo00,rec,11,,,,,
player,201411090det,det,TateGo00,rec_yds,109,,,,,
player,201411090det,det,TateGo00,rec_td,0,,,,,
player,201411090det,det,TateGo00,rec_long,28,,,,,
player,201411090det,det,TateGo00,fumbles,0,,,,,
player,201411090det,det,TateGo00,fumbles_lost,0,,,,,
player,201411090det,det,CollJe01,pass_cmp,0,,,,,
player,201411090det,det,CollJe01,pass_att,0,,,,,
player,201411090det,det,CollJe01,pass_yds,0,,,,,
player,201411090det,det,CollJe01,pass_td,0,,,,,
player,201411090det,det,CollJe01,pass_int,0,,,,,
player,201411090det,det,CollJe01,pass_sacked,0,,,,,
player,201411090det,det,CollJe01,pass_sacked_yds,0,,,,,
player,201411090det,det,CollJe01,pass_long,0,,,,,
player,201411090det,det,CollJe01,pass_rating,,,,,,
player,201411090det,det,CollJe01,rush_att,0,,,,,
player,201411090det,det,CollJe01,rush_yds,0,,,,,
player,201411090det,det,CollJe01,rush_td,0,,,,,
player,201411090det,det,CollJe01,rush_long,0,,,,,
player,201411090det,det,CollJe01,targets,2,,,,,
player,201411090det,det,CollJe01,rec,2,,,,,
player,201411090det,det,CollJe01,rec_yds,30,,,,,
player,201411090det,det,CollJe01,rec_td,0,,,,,
player,201411090det,det,CollJe01,rec_long,24,,,,,
player,201411090det,det,CollJe01,fumbles,0,,,,,
player,201411090det,det,CollJe01,fumbles_lost,0,,,,,
player,201411090det,det,RossJe01,pass_cmp,0,,,,,
player,201411090det,det,RossJe01,pass_att,0,,,,,
player,201411090det,det,RossJe01,pass_yds,0,,,,,
player,201411090det,det,RossJe01,pass_td,0,,,,,
player,201411090det,det,RossJe01,pass_int,0,,,,,
player,201411090det,det,RossJe01,pass_sacked,0,,,,,
player,201411090det,det,RossJe01,pass_sacked_yds,0,,,,,
player,201411090det,det,RossJe01,pass_long,0,,,,,
player,201411090det,det,RossJe01,pass_rating,,,,,,
player,201411090det,det,RossJe01,rush_att,0,,,,,
player,201411090det,det,RossJe01,rush_yds,0,,,,,
player,201411090det,det,RossJe01,rush_td,0,,,,,
player,201411090det,det,RossJe01,rush_long,0,,,,,
player,201411090det,det,RossJe01,targets,2,,,,,
player,201411090det,det,RossJe01,rec,1,,,,,
player,201411090det,det,RossJe01,rec_yds,5,,,,,
player,201411090det,det,RossJe01,rec_td,0,,,,,
player,201411090det,det,RossJe01,rec_long,5,,,,,
player,201411090det,det,RossJe01,fumbles,0,,,,,
player,201411090det,det,RossJe01,fumbles_lost,0,,,,,
player,201411090det,det,RiddTh00,pass_cmp,0,,,,,
player,201411090det,det,RiddTh00,pass_att,0,,,,,
player,201411090det,det,RiddTh00,pass_yds,0,,,,,
player,201411090det,det,RiddTh00,pass_td,0,,,,,
player,201411090det,det,RiddTh00,pass_int,0,,,,,
player,201411090det,det,RiddTh00,pass_sacked,0,,,,,
player,201411090det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201411090det,det,RiddTh00,pass_long,0,,,,,
player,201411090det,det,RiddTh00,pass_rating,,,,,,
player,201411090det,det,RiddTh00,rush_att,3,,,,,
player,201411090det,det,RiddTh00,rush_yds,0,,,,,
player,201411090det,det,RiddTh00,rush_td,0,,,,,
player,201411090det,det,RiddTh00,rush_long,3,,,,,
player,201411090det,det,RiddTh00,targets,3,,,,,
player,201411090det,det,RiddTh00,rec,2,,,,,
player,201411090det,det,RiddTh00,rec_yds,5,,,,,
player,201411090det,det,RiddTh00,rec_td,1,,,,,
player,201411090det,det,RiddTh00,rec_long,11,,,,,
player,201411090det,det,RiddTh00,fumbles,0,,,,,
player,201411090det,det,RiddTh00,fumbles_lost,0,,,,,
player,201411090det,det,AbduIs00,pass_cmp,0,,,,,
player,201411090det,det,AbduIs00,pass_att,0,,,,,
player,201411090det,det,AbduIs00,pass_yds,0,,,,,
player,201411090det,det,AbduIs00,pass_td,0,,,,,
player,201411090det,det,AbduIs00,pass_int,0,,,,,
player,201411090det,det,AbduIs00,pass_sacked,0,,,,,
player,201411090det,det,AbduIs00,pass_sacked_yds,0,,,,,
player,201411090det,det,AbduIs00,pass_long,0,,,,,
player,201411090det,det,AbduIs00,pass_rating,,,,,,
player,201411090det,det,AbduIs00,rush_att,0,,,,,
player,201411090det,det,AbduIs00,rush_yds,0,,,,,
player,201411090det,det,AbduIs00,rush_td,0,,,,,
player,201411090det,det,AbduIs00,rush_long,0,,,,,
player,201411090det,det,AbduIs00,targets,1,,,,,
player,201411090det,det,AbduIs00,rec,1,,,,,
player,201411090det,det,AbduIs00,rec_yds,3,,,,,
player,201411090det,det,AbduIs00,rec_td,0,,,,,
player,201411090det,det,AbduIs00,rec_long,3,,,,,
player,201411090det,det,AbduIs00,fumbles,0,,,,,
player,201411090det,det,AbduIs00,fumbles_lost,0,,,,,
player,201411090det,det,DaviKe01,pass_cmp,0,,,,,
player,201411090det,det,DaviKe01,pass_att,0,,,,,
player,201411090det,det,DaviKe01,pass_yds,0,,,,,
player,201411090det,det,DaviKe01,pass_td,0,,,,,
player,201411090det,det,DaviKe01,pass_int,0,,,,,
player,201411090det,det,DaviKe01,pass_sacked,0,,,,,
player,201411090det,det,DaviKe01,pass_sacked_yds,0,,,,,
player,201411090det,det,DaviKe01,pass_long,0,,,,,
player,201411090det,det,DaviKe01,pass_rating,,,,,,
player,201411090det,det,DaviKe01,rush_att,0,,,,,
player,201411090det,det,DaviKe01,rush_yds,0,,,,,
player,201411090det,det,DaviKe01,rush_td,0,,,,,
player,201411090det,det,DaviKe01,rush_long,0,,,,,
player,201411090det,det,DaviKe01,targets,1,,,,,
player,201411090det,det,DaviKe01,rec,0,,,,,
player,201411090det,det,DaviKe01,rec_yds,0,,,,,
player,201411090det,det,DaviKe01,rec_td,0,,,,,
player,201411090det,det,DaviKe01,rec_long,0,,,,,
player,201411090det,det,DaviKe01,fumbles,0,,,,,
player,201411090det,det,DaviKe01,fumbles_lost,0,,,,,
player,201411090det,mia,GrimBr20,def_int,1,,,,,
player,201411090det,mia,GrimBr20,def_int_yds,0,,,,,
player,201411090det,mia,GrimBr20,def_int_td,0,,,,,
player,201411090det,mia,GrimBr20,def_int_long,0,,,,,
player,201411090det,mia,GrimBr20,pass_defended,2,,,,,
player,201411090det,mia,GrimBr20,sacks,0.0,,,,,
player,201411090det,mia,GrimBr20,tackles_combined,2,,,,,
player,201411090det,mia,GrimBr20,tackles_solo,1,,,,,
player,201411090det,mia,GrimBr20,tackles_assists,1,,,,,
player,201411090det,mia,GrimBr20,tackles_loss,0,,,,,
player,201411090det,mia,GrimBr20,qb_hits,0,,,,,
player,201411090det,mia,GrimBr20,fumbles_rec,0,,,,,
player,201411090det,mia,GrimBr20,fumbles_rec_yds,0,,,,,
player,201411090det,mia,GrimBr20,fumbles_rec_td,0,,,,,
player,201411090det,mia,GrimBr20,fumbles_forced,0,,,,,
player,201411090det,mia,WakeCa00,def_int,0,,,,,
player,201411090det,mia,WakeCa00,def_int_yds,0,,,,,
player,201411090det,mia,WakeCa00,def_int_td,0,,,,,
player,201411090det,mia,WakeCa00,def_int_long,0,,,,,
player,201411090det,mia,WakeCa00,pass_defended,0,,,,,
player,201411090det,mia,WakeCa00,sacks,2.0,,,,,
player,201411090det,mia,WakeCa00,tackles_combined,2,,,,,
