game,2014,7,20141019,201410190den,sfo,"San Francisco 49ers",17,den,"Denver Broncos",42
player,201410190den,den,JohnSt02,def_pct,0%,,,,,
player,201410190den,den,JohnSt02,special_teams,14,,,,,
player,201410190den,den,JohnSt02,st_pct,47%,,,,,
player,201410190den,den,McMaBr01,pos,K,,,,,
player,201410190den,den,McMaBr01,offense,0,,,,,
player,201410190den,den,McMaBr01,off_pct,0%,,,,,
player,201410190den,den,McMaBr01,defense,0,,,,,
player,201410190den,den,McMaBr01,def_pct,0%,,,,,
player,201410190den,den,McMaBr01,special_teams,13,,,,,
player,201410190den,den,McMaBr01,st_pct,43%,,,,,
player,201410190den,den,BrewAa00,pos,LS,,,,,
player,201410190den,den,BrewAa00,offense,0,,,,,
player,201410190den,den,BrewAa00,off_pct,0%,,,,,
player,201410190den,den,BrewAa00,defense,0,,,,,
player,201410190den,den,BrewAa00,def_pct,0%,,,,,
player,201410190den,den,BrewAa00,special_teams,10,,,,,
player,201410190den,den,BrewAa00,st_pct,33%,,,,,
player,201410190den,den,ColqBr00,pos,P,,,,,
player,201410190den,den,ColqBr00,offense,0,,,,,
player,201410190den,den,ColqBr00,off_pct,0%,,,,,
player,201410190den,den,ColqBr00,defense,0,,,,,
player,201410190den,den,ColqBr00,def_pct,0%,,,,,
player,201410190den,den,ColqBr00,special_teams,10,,,,,
player,201410190den,den,ColqBr00,st_pct,33%,,,,,
player,201410190den,sfo,StalJo20,pos,T,,,,,
player,201410190den,sfo,StalJo20,offense,74,,,,,
player,201410190den,sfo,StalJo20,off_pct,100%,,,,,
player,201410190den,sfo,StalJo20,defense,0,,,,,
player,201410190den,sfo,StalJo20,def_pct,0%,,,,,
player,201410190den,sfo,StalJo20,special_teams,4,,,,,
player,201410190den,sfo,StalJo20,st_pct,13%,,,,,
player,201410190den,sfo,BoonAl21,pos,G,,,,,
player,201410190den,sfo,BoonAl21,offense,74,,,,,
player,201410190den,sfo,BoonAl21,off_pct,100%,,,,,
player,201410190den,sfo,BoonAl21,defense,0,,,,,
player,201410190den,sfo,BoonAl21,def_pct,0%,,,,,
player,201410190den,sfo,BoonAl21,special_teams,4,,,,,
player,201410190den,sfo,BoonAl21,st_pct,13%,,,,,
player,201410190den,sfo,LoonJo01,pos,G,,,,,
player,201410190den,sfo,LoonJo01,offense,74,,,,,
player,201410190den,sfo,LoonJo01,off_pct,100%,,,,,
player,201410190den,sfo,LoonJo01,defense,0,,,,,
player,201410190den,sfo,LoonJo01,def_pct,0%,,,,,
player,201410190den,sfo,LoonJo01,special_teams,4,,,,,
player,201410190den,sfo,LoonJo01,st_pct,13%,,,,,
player,201410190den,sfo,DaviAn27,pos,T,,,,,
player,201410190den,sfo,DaviAn27,offense,67,,,,,
player,201410190den,sfo,DaviAn27,off_pct,91%,,,,,
player,201410190den,sfo,DaviAn27,defense,0,,,,,
player,201410190den,sfo,DaviAn27,def_pct,0%,,,,,
player,201410190den,sfo,DaviAn27,special_teams,3,,,,,
player,201410190den,sfo,DaviAn27,st_pct,10%,,,,,
player,201410190den,sfo,KaepCo00,pos,QB,,,,,
player,201410190den,sfo,KaepCo00,offense,65,,,,,
player,201410190den,sfo,KaepCo00,off_pct,88%,,,,,
player,201410190den,sfo,KaepCo00,defense,0,,,,,
player,201410190den,sfo,KaepCo00,def_pct,0%,,,,,
player,201410190den,sfo,KaepCo00,special_teams,0,,,,,
player,201410190den,sfo,KaepCo00,st_pct,0%,,,,,
player,201410190den,sfo,BoldAn00,pos,WR,,,,,
player,201410190den,sfo,BoldAn00,offense,62,,,,,
player,201410190den,sfo,BoldAn00,off_pct,84%,,,,,
player,201410190den,sfo,BoldAn00,defense,0,,,,,
player,201410190den,sfo,BoldAn00,def_pct,0%,,,,,
player,201410190den,sfo,BoldAn00,special_teams,0,,,,,
player,201410190den,sfo,BoldAn00,st_pct,0%,,,,,
player,201410190den,sfo,CrabMi00,pos,WR,,,,,
player,201410190den,sfo,CrabMi00,offense,61,,,,,
player,201410190den,sfo,CrabMi00,off_pct,82%,,,,,
player,201410190den,sfo,CrabMi00,defense,0,,,,,
player,201410190den,sfo,CrabMi00,def_pct,0%,,,,,
player,201410190den,sfo,CrabMi00,special_teams,0,,,,,
player,201410190den,sfo,CrabMi00,st_pct,0%,,,,,
player,201410190den,sfo,DaviVe00,pos,TE,,,,,
player,201410190den,sfo,DaviVe00,offense,50,,,,,
player,201410190den,sfo,DaviVe00,off_pct,68%,,,,,
player,201410190den,sfo,DaviVe00,defense,0,,,,,
player,201410190den,sfo,DaviVe00,def_pct,0%,,,,,
player,201410190den,sfo,DaviVe00,special_teams,0,,,,,
player,201410190den,sfo,DaviVe00,st_pct,0%,,,,,
player,201410190den,sfo,LloyBr00,pos,WR,,,,,
player,201410190den,sfo,LloyBr00,offense,43,,,,,
player,201410190den,sfo,LloyBr00,off_pct,58%,,,,,
player,201410190den,sfo,LloyBr00,defense,0,,,,,
player,201410190den,sfo,LloyBr00,def_pct,0%,,,,,
player,201410190den,sfo,LloyBr00,special_teams,0,,,,,
player,201410190den,sfo,LloyBr00,st_pct,0%,,,,,
player,201410190den,sfo,KilgDa00,pos,C,,,,,
player,201410190den,sfo,KilgDa00,offense,41,,,,,
player,201410190den,sfo,KilgDa00,off_pct,55%,,,,,
player,201410190den,sfo,KilgDa00,defense,0,,,,,
player,201410190den,sfo,KilgDa00,def_pct,0%,,,,,
player,201410190den,sfo,KilgDa00,special_teams,3,,,,,
player,201410190den,sfo,KilgDa00,st_pct,10%,,,,,
player,201410190den,sfo,GoreFr00,pos,RB,,,,,
player,201410190den,sfo,GoreFr00,offense,28,,,,,
player,201410190den,sfo,GoreFr00,off_pct,38%,,,,,
player,201410190den,sfo,GoreFr00,defense,0,,,,,
player,201410190den,sfo,GoreFr00,def_pct,0%,,,,,
player,201410190den,sfo,GoreFr00,special_teams,0,,,,,
player,201410190den,sfo,GoreFr00,st_pct,0%,,,,,
player,201410190den,sfo,FarrDi00,pos,G,,,,,
player,201410190den,sfo,FarrDi00,offense,27,,,,,
player,201410190den,sfo,FarrDi00,off_pct,36%,,,,,
player,201410190den,sfo,FarrDi00,defense,0,,,,,
player,201410190den,sfo,FarrDi00,def_pct,0%,,,,,
player,201410190den,sfo,FarrDi00,special_teams,4,,,,,
player,201410190den,sfo,FarrDi00,st_pct,13%,,,,,
player,201410190den,sfo,JohnSt00,pos,WR,,,,,
player,201410190den,sfo,JohnSt00,offense,25,,,,,
player,201410190den,sfo,JohnSt00,off_pct,34%,,,,,
player,201410190den,sfo,JohnSt00,defense,0,,,,,
player,201410190den,sfo,JohnSt00,def_pct,0%,,,,,
player,201410190den,sfo,JohnSt00,special_teams,0,,,,,
player,201410190den,sfo,JohnSt00,st_pct,0%,,,,,
player,201410190den,sfo,ElliBr00,pos,WR,,,,,
player,201410190den,sfo,ElliBr00,offense,23,,,,,
player,201410190den,sfo,ElliBr00,off_pct,31%,,,,,
player,201410190den,sfo,ElliBr00,defense,0,,,,,
player,201410190den,sfo,ElliBr00,def_pct,0%,,,,,
player,201410190den,sfo,ElliBr00,special_teams,11,,,,,
player,201410190den,sfo,ElliBr00,st_pct,37%,,,,,
player,201410190den,sfo,HydeCa00,pos,RB,,,,,
player,201410190den,sfo,HydeCa00,offense,23,,,,,
player,201410190den,sfo,HydeCa00,off_pct,31%,,,,,
player,201410190den,sfo,HydeCa00,defense,0,,,,,
player,201410190den,sfo,HydeCa00,def_pct,0%,,,,,
player,201410190den,sfo,HydeCa00,special_teams,0,,,,,
player,201410190den,sfo,HydeCa00,st_pct,0%,,,,,
player,201410190den,sfo,CarrDe00,pos,TE,,,,,
player,201410190den,sfo,CarrDe00,offense,20,,,,,
player,201410190den,sfo,CarrDe00,off_pct,27%,,,,,
player,201410190den,sfo,CarrDe00,defense,0,,,,,
player,201410190den,sfo,CarrDe00,def_pct,0%,,,,,
player,201410190den,sfo,CarrDe00,special_teams,15,,,,,
player,201410190den,sfo,CarrDe00,st_pct,50%,,,,,
player,201410190den,sfo,McDoVa00,pos,TE,,,,,
player,201410190den,sfo,McDoVa00,offense,14,,,,,
player,201410190den,sfo,McDoVa00,off_pct,19%,,,,,
player,201410190den,sfo,McDoVa00,defense,0,,,,,
player,201410190den,sfo,McDoVa00,def_pct,0%,,,,,
player,201410190den,sfo,McDoVa00,special_teams,11,,,,,
player,201410190den,sfo,McDoVa00,st_pct,37%,,,,,
player,201410190den,sfo,MartJo01,pos,T,,,,,
player,201410190den,sfo,MartJo01,offense,13,,,,,
player,201410190den,sfo,MartJo01,off_pct,18%,,,,,
player,201410190den,sfo,MartJo01,defense,0,,,,,
player,201410190den,sfo,MartJo01,def_pct,0%,,,,,
player,201410190den,sfo,MartJo01,special_teams,1,,,,,
player,201410190den,sfo,MartJo01,st_pct,3%,,,,,
player,201410190den,sfo,MillBr02,pos,FB,,,,,
player,201410190den,sfo,MillBr02,offense,12,,,,,
player,201410190den,sfo,MillBr02,off_pct,16%,,,,,
player,201410190den,sfo,MillBr02,defense,0,,,,,
player,201410190den,sfo,MillBr02,def_pct,0%,,,,,
player,201410190den,sfo,MillBr02,special_teams,7,,,,,
player,201410190den,sfo,MillBr02,st_pct,23%,,,,,
player,201410190den,sfo,OsgoKa00,pos,WR,,,,,
player,201410190den,sfo,OsgoKa00,offense,9,,,,,
player,201410190den,sfo,OsgoKa00,off_pct,12%,,,,,
player,201410190den,sfo,OsgoKa00,defense,0,,,,,
player,201410190den,sfo,OsgoKa00,def_pct,0%,,,,,
player,201410190den,sfo,OsgoKa00,special_teams,20,,,,,
player,201410190den,sfo,OsgoKa00,st_pct,67%,,,,,
player,201410190den,sfo,GabbBl00,pos,QB,,,,,
player,201410190den,sfo,GabbBl00,offense,9,,,,,
player,201410190den,sfo,GabbBl00,off_pct,12%,,,,,
player,201410190den,sfo,GabbBl00,defense,0,,,,,
player,201410190den,sfo,GabbBl00,def_pct,0%,,,,,
player,201410190den,sfo,GabbBl00,special_teams,0,,,,,
player,201410190den,sfo,GabbBl00,st_pct,0%,,,,,
player,201410190den,sfo,WilhMi00,pos,LB,,,,,
player,201410190den,sfo,WilhMi00,offense,0,,,,,
player,201410190den,sfo,WilhMi00,off_pct,0%,,,,,
player,201410190den,sfo,WilhMi00,defense,60,,,,,
player,201410190den,sfo,WilhMi00,def_pct,100%,,,,,
player,201410190den,sfo,WilhMi00,special_teams,11,,,,,
player,201410190den,sfo,WilhMi00,st_pct,37%,,,,,
player,201410190den,sfo,CoxxPe99,pos,CB,,,,,
player,201410190den,sfo,CoxxPe99,offense,0,,,,,
player,201410190den,sfo,CoxxPe99,off_pct,0%,,,,,
player,201410190den,sfo,CoxxPe99,defense,58,,,,,
player,201410190den,sfo,CoxxPe99,def_pct,97%,,,,,
player,201410190den,sfo,CoxxPe99,special_teams,3,,,,,
player,201410190den,sfo,CoxxPe99,st_pct,10%,,,,,
player,201410190den,sfo,BorlCh00,pos,LB,,,,,
player,201410190den,sfo,BorlCh00,offense,0,,,,,
player,201410190den,sfo,BorlCh00,off_pct,0%,,,,,
player,201410190den,sfo,BorlCh00,defense,57,,,,,
player,201410190den,sfo,BorlCh00,def_pct,95%,,,,,
player,201410190den,sfo,BorlCh00,special_teams,4,,,,,
player,201410190den,sfo,BorlCh00,st_pct,13%,,,,,
player,201410190den,sfo,ReidEr00,pos,FS,,,,,
player,201410190den,sfo,ReidEr00,offense,0,,,,,
player,201410190den,sfo,ReidEr00,off_pct,0%,,,,,
player,201410190den,sfo,ReidEr00,defense,54,,,,,
player,201410190den,sfo,ReidEr00,def_pct,90%,,,,,
player,201410190den,sfo,ReidEr00,special_teams,5,,,,,
player,201410190den,sfo,ReidEr00,st_pct,17%,,,,,
player,201410190den,sfo,BethAn20,pos,SS,,,,,
player,201410190den,sfo,BethAn20,offense,0,,,,,
player,201410190den,sfo,BethAn20,off_pct,0%,,,,,
player,201410190den,sfo,BethAn20,defense,54,,,,,
player,201410190den,sfo,BethAn20,def_pct,90%,,,,,
player,201410190den,sfo,BethAn20,special_teams,0,,,,,
player,201410190den,sfo,BethAn20,st_pct,0%,,,,,
player,201410190den,sfo,BrocTr00,pos,CB,,,,,
player,201410190den,sfo,BrocTr00,offense,0,,,,,
player,201410190den,sfo,BrocTr00,off_pct,0%,,,,,
player,201410190den,sfo,BrocTr00,defense,52,,,,,
player,201410190den,sfo,BrocTr00,def_pct,87%,,,,,
player,201410190den,sfo,BrocTr00,special_teams,2,,,,,
player,201410190den,sfo,BrocTr00,st_pct,7%,,,,,
player,201410190den,sfo,LyncAa00,pos,LB,,,,,
player,201410190den,sfo,LyncAa00,offense,0,,,,,
player,201410190den,sfo,LyncAa00,off_pct,0%,,,,,
player,201410190den,sfo,LyncAa00,defense,44,,,,,
player,201410190den,sfo,LyncAa00,def_pct,73%,,,,,
player,201410190den,sfo,LyncAa00,special_teams,10,,,,,
player,201410190den,sfo,LyncAa00,st_pct,33%,,,,,
player,201410190den,sfo,McDoRa99,pos,DE,,,,,
player,201410190den,sfo,McDoRa99,offense,0,,,,,
player,201410190den,sfo,McDoRa99,off_pct,0%,,,,,
player,201410190den,sfo,McDoRa99,defense,42,,,,,
player,201410190den,sfo,McDoRa99,def_pct,70%,,,,,
player,201410190den,sfo,McDoRa99,special_teams,0,,,,,
player,201410190den,sfo,McDoRa99,st_pct,0%,,,,,
player,201410190den,sfo,BrooAh21,pos,LB,,,,,
player,201410190den,sfo,BrooAh21,offense,0,,,,,
player,201410190den,sfo,BrooAh21,off_pct,0%,,,,,
player,201410190den,sfo,BrooAh21,defense,42,,,,,
player,201410190den,sfo,BrooAh21,def_pct,70%,,,,,
player,201410190den,sfo,BrooAh21,special_teams,0,,,,,
player,201410190den,sfo,BrooAh21,st_pct,0%,,,,,
player,201410190den,sfo,JohnDo02,pos,CB,,,,,
player,201410190den,sfo,JohnDo02,offense,0,,,,,
player,201410190den,sfo,JohnDo02,off_pct,0%,,,,,
player,201410190den,sfo,JohnDo02,defense,37,,,,,
player,201410190den,sfo,JohnDo02,def_pct,62%,,,,,
player,201410190den,sfo,JohnDo02,special_teams,14,,,,,
player,201410190den,sfo,JohnDo02,st_pct,47%,,,,,
player,201410190den,sfo,SmitJu20,pos,DE,,,,,
player,201410190den,sfo,SmitJu20,offense,0,,,,,
player,201410190den,sfo,SmitJu20,off_pct,0%,,,,,
player,201410190den,sfo,SmitJu20,defense,37,,,,,
player,201410190den,sfo,SmitJu20,def_pct,62%,,,,,
player,201410190den,sfo,SmitJu20,special_teams,0,,,,,
player,201410190den,sfo,SmitJu20,st_pct,0%,,,,,
player,201410190den,sfo,SkutDa00,pos,LB,,,,,
player,201410190den,sfo,SkutDa00,offense,0,,,,,
player,201410190den,sfo,SkutDa00,off_pct,0%,,,,,
player,201410190den,sfo,SkutDa00,defense,22,,,,,
player,201410190den,sfo,SkutDa00,def_pct,37%,,,,,
player,201410190den,sfo,SkutDa00,special_teams,18,,,,,
player,201410190den,sfo,SkutDa00,st_pct,60%,,,,,
player,201410190den,sfo,JeroTo00,pos,DE,,,,,
player,201410190den,sfo,JeroTo00,offense,0,,,,,
player,201410190den,sfo,JeroTo00,off_pct,0%,,,,,
player,201410190den,sfo,JeroTo00,defense,20,,,,,
player,201410190den,sfo,JeroTo00,def_pct,33%,,,,,
player,201410190den,sfo,JeroTo00,special_teams,14,,,,,
player,201410190den,sfo,JeroTo00,st_pct,47%,,,,,
player,201410190den,sfo,WillIa00,pos,NT,,,,,
player,201410190den,sfo,WillIa00,offense,0,,,,,
player,201410190den,sfo,WillIa00,off_pct,0%,,,,,
player,201410190den,sfo,WillIa00,defense,18,,,,,
player,201410190den,sfo,WillIa00,def_pct,30%,,,,,
player,201410190den,sfo,WillIa00,special_teams,6,,,,,
player,201410190den,sfo,WillIa00,st_pct,20%,,,,,
player,201410190den,sfo,DobbDe00,pos,DE,,,,,
player,201410190den,sfo,DobbDe00,offense,0,,,,,
player,201410190den,sfo,DobbDe00,off_pct,0%,,,,,
player,201410190den,sfo,DobbDe00,defense,17,,,,,
player,201410190den,sfo,DobbDe00,def_pct,28%,,,,,
player,201410190den,sfo,DobbDe00,special_teams,17,,,,,
player,201410190den,sfo,DobbDe00,st_pct,57%,,,,,
player,201410190den,sfo,DialQu00,pos,NT,,,,,
player,201410190den,sfo,DialQu00,offense,0,,,,,
player,201410190den,sfo,DialQu00,off_pct,0%,,,,,
player,201410190den,sfo,DialQu00,defense,17,,,,,
player,201410190den,sfo,DialQu00,def_pct,28%,,,,,
player,201410190den,sfo,DialQu00,special_teams,6,,,,,
player,201410190den,sfo,DialQu00,st_pct,20%,,,,,
player,201410190den,sfo,LemoCo00,pos,LB,,,,,
player,201410190den,sfo,LemoCo00,offense,0,,,,,
player,201410190den,sfo,LemoCo00,off_pct,0%,,,,,
player,201410190den,sfo,LemoCo00,defense,10,,,,,
player,201410190den,sfo,LemoCo00,def_pct,17%,,,,,
player,201410190den,sfo,LemoCo00,special_teams,19,,,,,
player,201410190den,sfo,LemoCo00,st_pct,63%,,,,,
player,201410190den,sfo,DahlCr99,pos,SS,,,,,
player,201410190den,sfo,DahlCr99,offense,0,,,,,
player,201410190den,sfo,DahlCr99,off_pct,0%,,,,,
player,201410190den,sfo,DahlCr99,defense,8,,,,,
player,201410190den,sfo,DahlCr99,def_pct,13%,,,,,
player,201410190den,sfo,DahlCr99,special_teams,26,,,,,
player,201410190den,sfo,DahlCr99,st_pct,87%,,,,,
player,201410190den,sfo,McCrL.00,pos,FS,,,,,
player,201410190den,sfo,McCrL.00,offense,0,,,,,
player,201410190den,sfo,McCrL.00,off_pct,0%,,,,,
player,201410190den,sfo,McCrL.00,defense,6,,,,,
player,201410190den,sfo,McCrL.00,def_pct,10%,,,,,
player,201410190den,sfo,McCrL.00,special_teams,13,,,,,
player,201410190den,sfo,McCrL.00,st_pct,43%,,,,,
player,201410190den,sfo,CookCh99,pos,CB,,,,,
player,201410190den,sfo,CookCh99,offense,0,,,,,
player,201410190den,sfo,CookCh99,off_pct,0%,,,,,
player,201410190den,sfo,CookCh99,defense,5,,,,,
player,201410190den,sfo,CookCh99,def_pct,8%,,,,,
player,201410190den,sfo,CookCh99,special_teams,9,,,,,
player,201410190den,sfo,CookCh99,st_pct,30%,,,,,
player,201410190den,sfo,MoodNi00,pos,LB,,,,,
player,201410190den,sfo,MoodNi00,offense,0,,,,,
player,201410190den,sfo,MoodNi00,off_pct,0%,,,,,
player,201410190den,sfo,MoodNi00,defense,0,,,,,
player,201410190den,sfo,MoodNi00,def_pct,0%,,,,,
player,201410190den,sfo,MoodNi00,special_teams,20,,,,,
player,201410190den,sfo,MoodNi00,st_pct,67%,,,,,
player,201410190den,sfo,VentRa20,pos,SS,,,,,
player,201410190den,sfo,VentRa20,offense,0,,,,,
player,201410190den,sfo,VentRa20,off_pct,0%,,,,,
player,201410190den,sfo,VentRa20,defense,0,,,,,
player,201410190den,sfo,VentRa20,def_pct,0%,,,,,
player,201410190den,sfo,VentRa20,special_teams,20,,,,,
player,201410190den,sfo,VentRa20,st_pct,67%,,,,,
player,201410190den,sfo,LeexAn20,pos,P,,,,,
player,201410190den,sfo,LeexAn20,offense,0,,,,,
player,201410190den,sfo,LeexAn20,off_pct,0%,,,,,
player,201410190den,sfo,LeexAn20,defense,0,,,,,
player,201410190den,sfo,LeexAn20,def_pct,0%,,,,,
player,201410190den,sfo,LeexAn20,special_teams,9,,,,,
player,201410190den,sfo,LeexAn20,st_pct,30%,,,,,
player,201410190den,sfo,NelsKy00,pos,LS,,,,,
player,201410190den,sfo,NelsKy00,offense,0,,,,,
player,201410190den,sfo,NelsKy00,off_pct,0%,,,,,
player,201410190den,sfo,NelsKy00,defense,0,,,,,
player,201410190den,sfo,NelsKy00,def_pct,0%,,,,,
player,201410190den,sfo,NelsKy00,special_teams,9,,,,,
player,201410190den,sfo,NelsKy00,st_pct,30%,,,,,
player,201410190den,sfo,dawsophi01,pos,K,,,,,
player,201410190den,sfo,dawsophi01,offense,0,,,,,
player,201410190den,sfo,dawsophi01,off_pct,0%,,,,,
player,201410190den,sfo,dawsophi01,defense,0,,,,,
player,201410190den,sfo,dawsophi01,def_pct,0%,,,,,
player,201410190den,sfo,dawsophi01,special_teams,8,,,,,
player,201410190den,sfo,dawsophi01,st_pct,27%,,,,,
