game,2014,16,20141221,201412210ram,nyg,"New York Giants",37,ram,"St. Louis Rams",27
player,201412210ram,ram,StacZa00,pass_td,0,,,,,
player,201412210ram,ram,StacZa00,pass_int,0,,,,,
player,201412210ram,ram,StacZa00,pass_sacked,0,,,,,
player,201412210ram,ram,StacZa00,pass_sacked_yds,0,,,,,
player,201412210ram,ram,StacZa00,pass_long,0,,,,,
player,201412210ram,ram,StacZa00,pass_rating,,,,,,
player,201412210ram,ram,StacZa00,rush_att,2,,,,,
player,201412210ram,ram,StacZa00,rush_yds,6,,,,,
player,201412210ram,ram,StacZa00,rush_td,0,,,,,
player,201412210ram,ram,StacZa00,rush_long,5,,,,,
player,201412210ram,ram,StacZa00,targets,0,,,,,
player,201412210ram,ram,StacZa00,rec,0,,,,,
player,201412210ram,ram,StacZa00,rec_yds,0,,,,,
player,201412210ram,ram,StacZa00,rec_td,0,,,,,
player,201412210ram,ram,StacZa00,rec_long,0,,,,,
player,201412210ram,ram,StacZa00,fumbles,0,,,,,
player,201412210ram,ram,StacZa00,fumbles_lost,0,,,,,
player,201412210ram,ram,BritKe00,pass_cmp,0,,,,,
player,201412210ram,ram,BritKe00,pass_att,0,,,,,
player,201412210ram,ram,BritKe00,pass_yds,0,,,,,
player,201412210ram,ram,BritKe00,pass_td,0,,,,,
player,201412210ram,ram,BritKe00,pass_int,0,,,,,
player,201412210ram,ram,BritKe00,pass_sacked,0,,,,,
player,201412210ram,ram,BritKe00,pass_sacked_yds,0,,,,,
player,201412210ram,ram,BritKe00,pass_long,0,,,,,
player,201412210ram,ram,BritKe00,pass_rating,,,,,,
player,201412210ram,ram,BritKe00,rush_att,0,,,,,
player,201412210ram,ram,BritKe00,rush_yds,0,,,,,
player,201412210ram,ram,BritKe00,rush_td,0,,,,,
player,201412210ram,ram,BritKe00,rush_long,0,,,,,
player,201412210ram,ram,BritKe00,targets,11,,,,,
player,201412210ram,ram,BritKe00,rec,9,,,,,
player,201412210ram,ram,BritKe00,rec_yds,103,,,,,
player,201412210ram,ram,BritKe00,rec_td,0,,,,,
player,201412210ram,ram,BritKe00,rec_long,27,,,,,
player,201412210ram,ram,BritKe00,fumbles,0,,,,,
player,201412210ram,ram,BritKe00,fumbles_lost,0,,,,,
player,201412210ram,ram,GiveCh00,pass_cmp,0,,,,,
player,201412210ram,ram,GiveCh00,pass_att,0,,,,,
player,201412210ram,ram,GiveCh00,pass_yds,0,,,,,
player,201412210ram,ram,GiveCh00,pass_td,0,,,,,
player,201412210ram,ram,GiveCh00,pass_int,0,,,,,
player,201412210ram,ram,GiveCh00,pass_sacked,0,,,,,
player,201412210ram,ram,GiveCh00,pass_sacked_yds,0,,,,,
player,201412210ram,ram,GiveCh00,pass_long,0,,,,,
player,201412210ram,ram,GiveCh00,pass_rating,,,,,,
player,201412210ram,ram,GiveCh00,rush_att,0,,,,,
player,201412210ram,ram,GiveCh00,rush_yds,0,,,,,
player,201412210ram,ram,GiveCh00,rush_td,0,,,,,
player,201412210ram,ram,GiveCh00,rush_long,0,,,,,
player,201412210ram,ram,GiveCh00,targets,1,,,,,
player,201412210ram,ram,GiveCh00,rec,1,,,,,
player,201412210ram,ram,GiveCh00,rec_yds,47,,,,,
player,201412210ram,ram,GiveCh00,rec_td,1,,,,,
player,201412210ram,ram,GiveCh00,rec_long,47,,,,,
player,201412210ram,ram,GiveCh00,fumbles,0,,,,,
player,201412210ram,ram,GiveCh00,fumbles_lost,0,,,,,
player,201412210ram,ram,CookJa02,pass_cmp,0,,,,,
player,201412210ram,ram,CookJa02,pass_att,0,,,,,
player,201412210ram,ram,CookJa02,pass_yds,0,,,,,
player,201412210ram,ram,CookJa02,pass_td,0,,,,,
player,201412210ram,ram,CookJa02,pass_int,0,,,,,
player,201412210ram,ram,CookJa02,pass_sacked,0,,,,,
player,201412210ram,ram,CookJa02,pass_sacked_yds,0,,,,,
player,201412210ram,ram,CookJa02,pass_long,0,,,,,
player,201412210ram,ram,CookJa02,pass_rating,,,,,,
player,201412210ram,ram,CookJa02,rush_att,0,,,,,
player,201412210ram,ram,CookJa02,rush_yds,0,,,,,
player,201412210ram,ram,CookJa02,rush_td,0,,,,,
player,201412210ram,ram,CookJa02,rush_long,0,,,,,
player,201412210ram,ram,CookJa02,targets,7,,,,,
player,201412210ram,ram,CookJa02,rec,5,,,,,
player,201412210ram,ram,CookJa02,rec_yds,41,,,,,
player,201412210ram,ram,CookJa02,rec_td,0,,,,,
player,201412210ram,ram,CookJa02,rec_long,12,,,,,
player,201412210ram,ram,CookJa02,fumbles,0,,,,,
player,201412210ram,ram,CookJa02,fumbles_lost,0,,,,,
player,201412210ram,ram,KendLa00,pass_cmp,0,,,,,
player,201412210ram,ram,KendLa00,pass_att,0,,,,,
player,201412210ram,ram,KendLa00,pass_yds,0,,,,,
player,201412210ram,ram,KendLa00,pass_td,0,,,,,
player,201412210ram,ram,KendLa00,pass_int,0,,,,,
player,201412210ram,ram,KendLa00,pass_sacked,0,,,,,
player,201412210ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201412210ram,ram,KendLa00,pass_long,0,,,,,
player,201412210ram,ram,KendLa00,pass_rating,,,,,,
player,201412210ram,ram,KendLa00,rush_att,0,,,,,
player,201412210ram,ram,KendLa00,rush_yds,0,,,,,
player,201412210ram,ram,KendLa00,rush_td,0,,,,,
player,201412210ram,ram,KendLa00,rush_long,0,,,,,
player,201412210ram,ram,KendLa00,targets,2,,,,,
player,201412210ram,ram,KendLa00,rec,2,,,,,
player,201412210ram,ram,KendLa00,rec_yds,35,,,,,
player,201412210ram,ram,KendLa00,rec_td,1,,,,,
player,201412210ram,ram,KendLa00,rec_long,23,,,,,
player,201412210ram,ram,KendLa00,fumbles,0,,,,,
player,201412210ram,ram,KendLa00,fumbles_lost,0,,,,,
player,201412210ram,ram,BailSt01,pass_cmp,0,,,,,
player,201412210ram,ram,BailSt01,pass_att,0,,,,,
player,201412210ram,ram,BailSt01,pass_yds,0,,,,,
player,201412210ram,ram,BailSt01,pass_td,0,,,,,
player,201412210ram,ram,BailSt01,pass_int,0,,,,,
player,201412210ram,ram,BailSt01,pass_sacked,0,,,,,
player,201412210ram,ram,BailSt01,pass_sacked_yds,0,,,,,
player,201412210ram,ram,BailSt01,pass_long,0,,,,,
player,201412210ram,ram,BailSt01,pass_rating,,,,,,
player,201412210ram,ram,BailSt01,rush_att,0,,,,,
player,201412210ram,ram,BailSt01,rush_yds,0,,,,,
player,201412210ram,ram,BailSt01,rush_td,0,,,,,
player,201412210ram,ram,BailSt01,rush_long,0,,,,,
player,201412210ram,ram,BailSt01,targets,5,,,,,
player,201412210ram,ram,BailSt01,rec,2,,,,,
player,201412210ram,ram,BailSt01,rec_yds,22,,,,,
player,201412210ram,ram,BailSt01,rec_td,0,,,,,
player,201412210ram,ram,BailSt01,rec_long,17,,,,,
player,201412210ram,ram,BailSt01,fumbles,0,,,,,
player,201412210ram,ram,BailSt01,fumbles_lost,0,,,,,
player,201412210ram,ram,HarkCo00,pass_cmp,0,,,,,
player,201412210ram,ram,HarkCo00,pass_att,0,,,,,
player,201412210ram,ram,HarkCo00,pass_yds,0,,,,,
player,201412210ram,ram,HarkCo00,pass_td,0,,,,,
player,201412210ram,ram,HarkCo00,pass_int,0,,,,,
player,201412210ram,ram,HarkCo00,pass_sacked,0,,,,,
player,201412210ram,ram,HarkCo00,pass_sacked_yds,0,,,,,
player,201412210ram,ram,HarkCo00,pass_long,0,,,,,
player,201412210ram,ram,HarkCo00,pass_rating,,,,,,
player,201412210ram,ram,HarkCo00,rush_att,0,,,,,
player,201412210ram,ram,HarkCo00,rush_yds,0,,,,,
player,201412210ram,ram,HarkCo00,rush_td,0,,,,,
player,201412210ram,ram,HarkCo00,rush_long,0,,,,,
player,201412210ram,ram,HarkCo00,targets,1,,,,,
player,201412210ram,ram,HarkCo00,rec,1,,,,,
player,201412210ram,ram,HarkCo00,rec_yds,1,,,,,
player,201412210ram,ram,HarkCo00,rec_td,0,,,,,
player,201412210ram,ram,HarkCo00,rec_long,1,,,,,
player,201412210ram,ram,HarkCo00,fumbles,0,,,,,
player,201412210ram,ram,HarkCo00,fumbles_lost,0,,,,,
player,201412210ram,ram,CunnBe01,pass_cmp,0,,,,,
player,201412210ram,ram,CunnBe01,pass_att,0,,,,,
player,201412210ram,ram,CunnBe01,pass_yds,0,,,,,
player,201412210ram,ram,CunnBe01,pass_td,0,,,,,
player,201412210ram,ram,CunnBe01,pass_int,0,,,,,
player,201412210ram,ram,CunnBe01,pass_sacked,0,,,,,
player,201412210ram,ram,CunnBe01,pass_sacked_yds,0,,,,,
player,201412210ram,ram,CunnBe01,pass_long,0,,,,,
player,201412210ram,ram,CunnBe01,pass_rating,,,,,,
player,201412210ram,ram,CunnBe01,rush_att,1,,,,,
player,201412210ram,ram,CunnBe01,rush_yds,-1,,,,,
player,201412210ram,ram,CunnBe01,rush_td,0,,,,,
player,201412210ram,ram,CunnBe01,rush_long,-1,,,,,
player,201412210ram,ram,CunnBe01,targets,2,,,,,
player,201412210ram,ram,CunnBe01,rec,2,,,,,
player,201412210ram,ram,CunnBe01,rec_yds,19,,,,,
player,201412210ram,ram,CunnBe01,rec_td,0,,,,,
player,201412210ram,ram,CunnBe01,rec_long,11,,,,,
player,201412210ram,ram,CunnBe01,fumbles,1,,,,,
player,201412210ram,ram,CunnBe01,fumbles_lost,1,,,,,
player,201412210ram,nyg,WynnKe00,def_int,1,,,,,
player,201412210ram,nyg,WynnKe00,def_int_yds,7,,,,,
player,201412210ram,nyg,WynnKe00,def_int_td,0,,,,,
player,201412210ram,nyg,WynnKe00,def_int_long,7,,,,,
player,201412210ram,nyg,WynnKe00,pass_defended,1,,,,,
player,201412210ram,nyg,WynnKe00,sacks,1.0,,,,,
player,201412210ram,nyg,WynnKe00,tackles_combined,3,,,,,
player,201412210ram,nyg,WynnKe00,tackles_solo,3,,,,,
player,201412210ram,nyg,WynnKe00,tackles_assists,0,,,,,
player,201412210ram,nyg,WynnKe00,tackles_loss,1,,,,,
player,201412210ram,nyg,WynnKe00,qb_hits,1,,,,,
player,201412210ram,nyg,WynnKe00,fumbles_rec,1,,,,,
player,201412210ram,nyg,WynnKe00,fumbles_rec_yds,0,,,,,
player,201412210ram,nyg,WynnKe00,fumbles_rec_td,0,,,,,
player,201412210ram,nyg,WynnKe00,fumbles_forced,0,,,,,
player,201412210ram,nyg,PierJa99,def_int,0,,,,,
player,201412210ram,nyg,PierJa99,def_int_yds,0,,,,,
player,201412210ram,nyg,PierJa99,def_int_td,0,,,,,
player,201412210ram,nyg,PierJa99,def_int_long,0,,,,,
player,201412210ram,nyg,PierJa99,pass_defended,0,,,,,
player,201412210ram,nyg,PierJa99,sacks,1.0,,,,,
player,201412210ram,nyg,PierJa99,tackles_combined,4,,,,,
player,201412210ram,nyg,PierJa99,tackles_solo,4,,,,,
player,201412210ram,nyg,PierJa99,tackles_assists,0,,,,,
player,201412210ram,nyg,PierJa99,tackles_loss,1,,,,,
player,201412210ram,nyg,PierJa99,qb_hits,1,,,,,
player,201412210ram,nyg,PierJa99,fumbles_rec,0,,,,,
player,201412210ram,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201412210ram,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201412210ram,nyg,PierJa99,fumbles_forced,0,,,,,
player,201412210ram,nyg,McClJa01,def_int,0,,,,,
player,201412210ram,nyg,McClJa01,def_int_yds,0,,,,,
player,201412210ram,nyg,McClJa01,def_int_td,0,,,,,
player,201412210ram,nyg,McClJa01,def_int_long,0,,,,,
player,201412210ram,nyg,McClJa01,pass_defended,0,,,,,
player,201412210ram,nyg,McClJa01,sacks,0.0,,,,,
player,201412210ram,nyg,McClJa01,tackles_combined,7,,,,,
player,201412210ram,nyg,McClJa01,tackles_solo,6,,,,,
player,201412210ram,nyg,McClJa01,tackles_assists,1,,,,,
player,201412210ram,nyg,McClJa01,tackles_loss,0,,,,,
player,201412210ram,nyg,McClJa01,qb_hits,2,,,,,
player,201412210ram,nyg,McClJa01,fumbles_rec,0,,,,,
player,201412210ram,nyg,McClJa01,fumbles_rec_yds,0,,,,,
player,201412210ram,nyg,McClJa01,fumbles_rec_td,0,,,,,
player,201412210ram,nyg,McClJa01,fumbles_forced,0,,,,,
player,201412210ram,nyg,HerzMa00,def_int,0,,,,,
player,201412210ram,nyg,HerzMa00,def_int_yds,0,,,,,
player,201412210ram,nyg,HerzMa00,def_int_td,0,,,,,
player,201412210ram,nyg,HerzMa00,def_int_long,0,,,,,
