game,2014,13,20141130,201411300min,car,"Carolina Panthers",13,min,"Minnesota Vikings",31
player,201411300min,car,NewtCa00,rec_yds,0,,,,,
player,201411300min,car,NewtCa00,rec_td,0,,,,,
player,201411300min,car,NewtCa00,rec_long,0,,,,,
player,201411300min,car,NewtCa00,fumbles,0,,,,,
player,201411300min,car,NewtCa00,fumbles_lost,0,,,,,
player,201411300min,car,StewJo00,pass_cmp,0,,,,,
player,201411300min,car,StewJo00,pass_att,0,,,,,
player,201411300min,car,StewJo00,pass_yds,0,,,,,
player,201411300min,car,StewJo00,pass_td,0,,,,,
player,201411300min,car,StewJo00,pass_int,0,,,,,
player,201411300min,car,StewJo00,pass_sacked,0,,,,,
player,201411300min,car,StewJo00,pass_sacked_yds,0,,,,,
player,201411300min,car,StewJo00,pass_long,0,,,,,
player,201411300min,car,StewJo00,pass_rating,,,,,,
player,201411300min,car,StewJo00,rush_att,12,,,,,
player,201411300min,car,StewJo00,rush_yds,85,,,,,
player,201411300min,car,StewJo00,rush_td,0,,,,,
player,201411300min,car,StewJo00,rush_long,26,,,,,
player,201411300min,car,StewJo00,targets,2,,,,,
player,201411300min,car,StewJo00,rec,2,,,,,
player,201411300min,car,StewJo00,rec_yds,25,,,,,
player,201411300min,car,StewJo00,rec_td,0,,,,,
player,201411300min,car,StewJo00,rec_long,18,,,,,
player,201411300min,car,StewJo00,fumbles,0,,,,,
player,201411300min,car,StewJo00,fumbles_lost,0,,,,,
player,201411300min,car,WillDe02,pass_cmp,0,,,,,
player,201411300min,car,WillDe02,pass_att,0,,,,,
player,201411300min,car,WillDe02,pass_yds,0,,,,,
player,201411300min,car,WillDe02,pass_td,0,,,,,
player,201411300min,car,WillDe02,pass_int,0,,,,,
player,201411300min,car,WillDe02,pass_sacked,0,,,,,
player,201411300min,car,WillDe02,pass_sacked_yds,0,,,,,
player,201411300min,car,WillDe02,pass_long,0,,,,,
player,201411300min,car,WillDe02,pass_rating,,,,,,
player,201411300min,car,WillDe02,rush_att,7,,,,,
player,201411300min,car,WillDe02,rush_yds,21,,,,,
player,201411300min,car,WillDe02,rush_td,0,,,,,
player,201411300min,car,WillDe02,rush_long,9,,,,,
player,201411300min,car,WillDe02,targets,0,,,,,
player,201411300min,car,WillDe02,rec,0,,,,,
player,201411300min,car,WillDe02,rec_yds,0,,,,,
player,201411300min,car,WillDe02,rec_td,0,,,,,
player,201411300min,car,WillDe02,rec_long,0,,,,,
player,201411300min,car,WillDe02,fumbles,0,,,,,
player,201411300min,car,WillDe02,fumbles_lost,0,,,,,
player,201411300min,car,WhitFo00,pass_cmp,0,,,,,
player,201411300min,car,WhitFo00,pass_att,0,,,,,
player,201411300min,car,WhitFo00,pass_yds,0,,,,,
player,201411300min,car,WhitFo00,pass_td,0,,,,,
player,201411300min,car,WhitFo00,pass_int,0,,,,,
player,201411300min,car,WhitFo00,pass_sacked,0,,,,,
player,201411300min,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201411300min,car,WhitFo00,pass_long,0,,,,,
player,201411300min,car,WhitFo00,pass_rating,,,,,,
player,201411300min,car,WhitFo00,rush_att,1,,,,,
player,201411300min,car,WhitFo00,rush_yds,16,,,,,
player,201411300min,car,WhitFo00,rush_td,0,,,,,
player,201411300min,car,WhitFo00,rush_long,16,,,,,
player,201411300min,car,WhitFo00,targets,0,,,,,
player,201411300min,car,WhitFo00,rec,0,,,,,
player,201411300min,car,WhitFo00,rec_yds,0,,,,,
player,201411300min,car,WhitFo00,rec_td,0,,,,,
player,201411300min,car,WhitFo00,rec_long,0,,,,,
player,201411300min,car,WhitFo00,fumbles,0,,,,,
player,201411300min,car,WhitFo00,fumbles_lost,0,,,,,
player,201411300min,car,TolbMi00,pass_cmp,0,,,,,
player,201411300min,car,TolbMi00,pass_att,0,,,,,
player,201411300min,car,TolbMi00,pass_yds,0,,,,,
player,201411300min,car,TolbMi00,pass_td,0,,,,,
player,201411300min,car,TolbMi00,pass_int,0,,,,,
player,201411300min,car,TolbMi00,pass_sacked,0,,,,,
player,201411300min,car,TolbMi00,pass_sacked_yds,0,,,,,
player,201411300min,car,TolbMi00,pass_long,0,,,,,
player,201411300min,car,TolbMi00,pass_rating,,,,,,
player,201411300min,car,TolbMi00,rush_att,2,,,,,
player,201411300min,car,TolbMi00,rush_yds,5,,,,,
player,201411300min,car,TolbMi00,rush_td,0,,,,,
player,201411300min,car,TolbMi00,rush_long,3,,,,,
player,201411300min,car,TolbMi00,targets,2,,,,,
player,201411300min,car,TolbMi00,rec,2,,,,,
player,201411300min,car,TolbMi00,rec_yds,0,,,,,
player,201411300min,car,TolbMi00,rec_td,0,,,,,
player,201411300min,car,TolbMi00,rec_long,3,,,,,
player,201411300min,car,TolbMi00,fumbles,0,,,,,
player,201411300min,car,TolbMi00,fumbles_lost,0,,,,,
player,201411300min,car,BrowPh00,pass_cmp,0,,,,,
player,201411300min,car,BrowPh00,pass_att,0,,,,,
player,201411300min,car,BrowPh00,pass_yds,0,,,,,
player,201411300min,car,BrowPh00,pass_td,0,,,,,
player,201411300min,car,BrowPh00,pass_int,0,,,,,
player,201411300min,car,BrowPh00,pass_sacked,0,,,,,
player,201411300min,car,BrowPh00,pass_sacked_yds,0,,,,,
player,201411300min,car,BrowPh00,pass_long,0,,,,,
player,201411300min,car,BrowPh00,pass_rating,,,,,,
player,201411300min,car,BrowPh00,rush_att,1,,,,,
player,201411300min,car,BrowPh00,rush_yds,4,,,,,
player,201411300min,car,BrowPh00,rush_td,0,,,,,
player,201411300min,car,BrowPh00,rush_long,4,,,,,
player,201411300min,car,BrowPh00,targets,4,,,,,
player,201411300min,car,BrowPh00,rec,2,,,,,
player,201411300min,car,BrowPh00,rec_yds,34,,,,,
player,201411300min,car,BrowPh00,rec_td,1,,,,,
player,201411300min,car,BrowPh00,rec_long,32,,,,,
player,201411300min,car,BrowPh00,fumbles,0,,,,,
player,201411300min,car,BrowPh00,fumbles_lost,0,,,,,
player,201411300min,car,OlseGr00,pass_cmp,0,,,,,
player,201411300min,car,OlseGr00,pass_att,0,,,,,
player,201411300min,car,OlseGr00,pass_yds,0,,,,,
player,201411300min,car,OlseGr00,pass_td,0,,,,,
player,201411300min,car,OlseGr00,pass_int,0,,,,,
player,201411300min,car,OlseGr00,pass_sacked,0,,,,,
player,201411300min,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201411300min,car,OlseGr00,pass_long,0,,,,,
player,201411300min,car,OlseGr00,pass_rating,,,,,,
player,201411300min,car,OlseGr00,rush_att,0,,,,,
player,201411300min,car,OlseGr00,rush_yds,0,,,,,
player,201411300min,car,OlseGr00,rush_td,0,,,,,
player,201411300min,car,OlseGr00,rush_long,0,,,,,
player,201411300min,car,OlseGr00,targets,9,,,,,
player,201411300min,car,OlseGr00,rec,5,,,,,
player,201411300min,car,OlseGr00,rec_yds,59,,,,,
player,201411300min,car,OlseGr00,rec_td,0,,,,,
player,201411300min,car,OlseGr00,rec_long,19,,,,,
player,201411300min,car,OlseGr00,fumbles,0,,,,,
player,201411300min,car,OlseGr00,fumbles_lost,0,,,,,
player,201411300min,car,BenjKe00,pass_cmp,0,,,,,
player,201411300min,car,BenjKe00,pass_att,0,,,,,
player,201411300min,car,BenjKe00,pass_yds,0,,,,,
player,201411300min,car,BenjKe00,pass_td,0,,,,,
player,201411300min,car,BenjKe00,pass_int,0,,,,,
player,201411300min,car,BenjKe00,pass_sacked,0,,,,,
player,201411300min,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201411300min,car,BenjKe00,pass_long,0,,,,,
player,201411300min,car,BenjKe00,pass_rating,,,,,,
player,201411300min,car,BenjKe00,rush_att,0,,,,,
player,201411300min,car,BenjKe00,rush_yds,0,,,,,
player,201411300min,car,BenjKe00,rush_td,0,,,,,
player,201411300min,car,BenjKe00,rush_long,0,,,,,
player,201411300min,car,BenjKe00,targets,12,,,,,
player,201411300min,car,BenjKe00,rec,5,,,,,
player,201411300min,car,BenjKe00,rec_yds,56,,,,,
player,201411300min,car,BenjKe00,rec_td,0,,,,,
player,201411300min,car,BenjKe00,rec_long,30,,,,,
player,201411300min,car,BenjKe00,fumbles,0,,,,,
player,201411300min,car,BenjKe00,fumbles_lost,0,,,,,
player,201411300min,car,CotcJe00,pass_cmp,0,,,,,
player,201411300min,car,CotcJe00,pass_att,0,,,,,
player,201411300min,car,CotcJe00,pass_yds,0,,,,,
player,201411300min,car,CotcJe00,pass_td,0,,,,,
player,201411300min,car,CotcJe00,pass_int,0,,,,,
player,201411300min,car,CotcJe00,pass_sacked,0,,,,,
player,201411300min,car,CotcJe00,pass_sacked_yds,0,,,,,
player,201411300min,car,CotcJe00,pass_long,0,,,,,
player,201411300min,car,CotcJe00,pass_rating,,,,,,
player,201411300min,car,CotcJe00,rush_att,0,,,,,
player,201411300min,car,CotcJe00,rush_yds,0,,,,,
player,201411300min,car,CotcJe00,rush_td,0,,,,,
player,201411300min,car,CotcJe00,rush_long,0,,,,,
player,201411300min,car,CotcJe00,targets,5,,,,,
player,201411300min,car,CotcJe00,rec,2,,,,,
player,201411300min,car,CotcJe00,rec_yds,20,,,,,
player,201411300min,car,CotcJe00,rec_td,0,,,,,
player,201411300min,car,CotcJe00,rec_long,14,,,,,
player,201411300min,car,CotcJe00,fumbles,0,,,,,
player,201411300min,car,CotcJe00,fumbles_lost,0,,,,,
player,201411300min,car,PresDe00,pass_cmp,0,,,,,
player,201411300min,car,PresDe00,pass_att,0,,,,,
player,201411300min,car,PresDe00,pass_yds,0,,,,,
player,201411300min,car,PresDe00,pass_td,0,,,,,
player,201411300min,car,PresDe00,pass_int,0,,,,,
player,201411300min,car,PresDe00,pass_sacked,0,,,,,
player,201411300min,car,PresDe00,pass_sacked_yds,0,,,,,
player,201411300min,car,PresDe00,pass_long,0,,,,,
player,201411300min,car,PresDe00,pass_rating,,,,,,
player,201411300min,car,PresDe00,rush_att,1,,,,,
player,201411300min,car,PresDe00,rush_yds,-2,,,,,
player,201411300min,car,PresDe00,rush_td,0,,,,,
player,201411300min,car,PresDe00,rush_long,-2,,,,,
player,201411300min,car,PresDe00,targets,1,,,,,
player,201411300min,car,PresDe00,rec,0,,,,,
player,201411300min,car,PresDe00,rec_yds,0,,,,,
player,201411300min,car,PresDe00,rec_td,0,,,,,
player,201411300min,car,PresDe00,rec_long,0,,,,,
player,201411300min,car,PresDe00,fumbles,0,,,,,
player,201411300min,car,PresDe00,fumbles_lost,0,,,,,
player,201411300min,min,BridTe00,pass_cmp,15,,,,,
player,201411300min,min,BridTe00,pass_att,21,,,,,
player,201411300min,min,BridTe00,pass_yds,138,,,,,
player,201411300min,min,BridTe00,pass_td,2,,,,,
player,201411300min,min,BridTe00,pass_int,0,,,,,
player,201411300min,min,BridTe00,pass_sacked,3,,,,,
player,201411300min,min,BridTe00,pass_sacked_yds,20,,,,,
player,201411300min,min,BridTe00,pass_long,35,,,,,
player,201411300min,min,BridTe00,pass_rating,120.7,,,,,
player,201411300min,min,BridTe00,rush_att,2,,,,,
player,201411300min,min,BridTe00,rush_yds,12,,,,,
player,201411300min,min,BridTe00,rush_td,0,,,,,
player,201411300min,min,BridTe00,rush_long,8,,,,,
player,201411300min,min,BridTe00,targets,0,,,,,
player,201411300min,min,BridTe00,rec,0,,,,,
player,201411300min,min,BridTe00,rec_yds,0,,,,,
player,201411300min,min,BridTe00,rec_td,0,,,,,
player,201411300min,min,BridTe00,rec_long,0,,,,,
player,201411300min,min,BridTe00,fumbles,1,,,,,
player,201411300min,min,BridTe00,fumbles_lost,0,,,,,
player,201411300min,min,AsiaMa00,pass_cmp,0,,,,,
player,201411300min,min,AsiaMa00,pass_att,0,,,,,
player,201411300min,min,AsiaMa00,pass_yds,0,,,,,
player,201411300min,min,AsiaMa00,pass_td,0,,,,,
player,201411300min,min,AsiaMa00,pass_int,0,,,,,
player,201411300min,min,AsiaMa00,pass_sacked,0,,,,,
player,201411300min,min,AsiaMa00,pass_sacked_yds,0,,,,,
player,201411300min,min,AsiaMa00,pass_long,0,,,,,
player,201411300min,min,AsiaMa00,pass_rating,,,,,,
player,201411300min,min,AsiaMa00,rush_att,14,,,,,
player,201411300min,min,AsiaMa00,rush_yds,52,,,,,
player,201411300min,min,AsiaMa00,rush_td,0,,,,,
player,201411300min,min,AsiaMa00,rush_long,8,,,,,
player,201411300min,min,AsiaMa00,targets,4,,,,,
player,201411300min,min,AsiaMa00,rec,4,,,,,
player,201411300min,min,AsiaMa00,rec_yds,5,,,,,
player,201411300min,min,AsiaMa00,rec_td,0,,,,,
player,201411300min,min,AsiaMa00,rec_long,4,,,,,
player,201411300min,min,AsiaMa00,fumbles,0,,,,,
player,201411300min,min,AsiaMa00,fumbles_lost,0,,,,,
player,201411300min,min,TateBe00,pass_cmp,0,,,,,
player,201411300min,min,TateBe00,pass_att,0,,,,,
player,201411300min,min,TateBe00,pass_yds,0,,,,,
player,201411300min,min,TateBe00,pass_td,0,,,,,
player,201411300min,min,TateBe00,pass_int,0,,,,,
player,201411300min,min,TateBe00,pass_sacked,0,,,,,
player,201411300min,min,TateBe00,pass_sacked_yds,0,,,,,
player,201411300min,min,TateBe00,pass_long,0,,,,,
player,201411300min,min,TateBe00,pass_rating,,,,,,
player,201411300min,min,TateBe00,rush_att,5,,,,,
player,201411300min,min,TateBe00,rush_yds,15,,,,,
player,201411300min,min,TateBe00,rush_td,0,,,,,
player,201411300min,min,TateBe00,rush_long,9,,,,,
player,201411300min,min,TateBe00,targets,0,,,,,
player,201411300min,min,TateBe00,rec,0,,,,,
player,201411300min,min,TateBe00,rec_yds,0,,,,,
player,201411300min,min,TateBe00,rec_td,0,,,,,
player,201411300min,min,TateBe00,rec_long,0,,,,,
player,201411300min,min,TateBe00,fumbles,0,,,,,
player,201411300min,min,TateBe00,fumbles_lost,0,,,,,
player,201411300min,min,BanyJo00,pass_cmp,0,,,,,
player,201411300min,min,BanyJo00,pass_att,0,,,,,
player,201411300min,min,BanyJo00,pass_yds,0,,,,,
player,201411300min,min,BanyJo00,pass_td,0,,,,,
player,201411300min,min,BanyJo00,pass_int,0,,,,,
player,201411300min,min,BanyJo00,pass_sacked,0,,,,,
player,201411300min,min,BanyJo00,pass_sacked_yds,0,,,,,
player,201411300min,min,BanyJo00,pass_long,0,,,,,
player,201411300min,min,BanyJo00,pass_rating,,,,,,
player,201411300min,min,BanyJo00,rush_att,2,,,,,
player,201411300min,min,BanyJo00,rush_yds,8,,,,,
player,201411300min,min,BanyJo00,rush_td,0,,,,,
player,201411300min,min,BanyJo00,rush_long,5,,,,,
player,201411300min,min,BanyJo00,targets,0,,,,,
player,201411300min,min,BanyJo00,rec,0,,,,,
player,201411300min,min,BanyJo00,rec_yds,0,,,,,
player,201411300min,min,BanyJo00,rec_td,0,,,,,
player,201411300min,min,BanyJo00,rec_long,0,,,,,
player,201411300min,min,BanyJo00,fumbles,0,,,,,
player,201411300min,min,BanyJo00,fumbles_lost,0,,,,,
player,201411300min,min,WrigJa02,pass_cmp,0,,,,,
player,201411300min,min,WrigJa02,pass_att,0,,,,,
player,201411300min,min,WrigJa02,pass_yds,0,,,,,
player,201411300min,min,WrigJa02,pass_td,0,,,,,
player,201411300min,min,WrigJa02,pass_int,0,,,,,
player,201411300min,min,WrigJa02,pass_sacked,0,,,,,
player,201411300min,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201411300min,min,WrigJa02,pass_long,0,,,,,
player,201411300min,min,WrigJa02,pass_rating,,,,,,
player,201411300min,min,WrigJa02,rush_att,1,,,,,
player,201411300min,min,WrigJa02,rush_yds,5,,,,,
player,201411300min,min,WrigJa02,rush_td,0,,,,,
player,201411300min,min,WrigJa02,rush_long,5,,,,,
player,201411300min,min,WrigJa02,targets,2,,,,,
player,201411300min,min,WrigJa02,rec,2,,,,,
player,201411300min,min,WrigJa02,rec_yds,40,,,,,
player,201411300min,min,WrigJa02,rec_td,0,,,,,
player,201411300min,min,WrigJa02,rec_long,35,,,,,
player,201411300min,min,WrigJa02,fumbles,0,,,,,
player,201411300min,min,WrigJa02,fumbles_lost,0,,,,,
player,201411300min,min,JennGr00,pass_cmp,0,,,,,
player,201411300min,min,JennGr00,pass_att,0,,,,,
player,201411300min,min,JennGr00,pass_yds,0,,,,,
player,201411300min,min,JennGr00,pass_td,0,,,,,
player,201411300min,min,JennGr00,pass_int,0,,,,,
player,201411300min,min,JennGr00,pass_sacked,0,,,,,
player,201411300min,min,JennGr00,pass_sacked_yds,0,,,,,
player,201411300min,min,JennGr00,pass_long,0,,,,,
player,201411300min,min,JennGr00,pass_rating,,,,,,
player,201411300min,min,JennGr00,rush_att,0,,,,,
player,201411300min,min,JennGr00,rush_yds,0,,,,,
player,201411300min,min,JennGr00,rush_td,0,,,,,
player,201411300min,min,JennGr00,rush_long,0,,,,,
player,201411300min,min,JennGr00,targets,6,,,,,
player,201411300min,min,JennGr00,rec,5,,,,,
player,201411300min,min,JennGr00,rec_yds,45,,,,,
player,201411300min,min,JennGr00,rec_td,1,,,,,
player,201411300min,min,JennGr00,rec_long,17,,,,,
player,201411300min,min,JennGr00,fumbles,1,,,,,
player,201411300min,min,JennGr00,fumbles_lost,0,,,,,
player,201411300min,min,JohnCh08,pass_cmp,0,,,,,
player,201411300min,min,JohnCh08,pass_att,0,,,,,
player,201411300min,min,JohnCh08,pass_yds,0,,,,,
player,201411300min,min,JohnCh08,pass_td,0,,,,,
player,201411300min,min,JohnCh08,pass_int,0,,,,,
player,201411300min,min,JohnCh08,pass_sacked,0,,,,,
player,201411300min,min,JohnCh08,pass_sacked_yds,0,,,,,
player,201411300min,min,JohnCh08,pass_long,0,,,,,
player,201411300min,min,JohnCh08,pass_rating,,,,,,
player,201411300min,min,JohnCh08,rush_att,0,,,,,
player,201411300min,min,JohnCh08,rush_yds,0,,,,,
player,201411300min,min,JohnCh08,rush_td,0,,,,,
player,201411300min,min,JohnCh08,rush_long,0,,,,,
player,201411300min,min,JohnCh08,targets,4,,,,,
player,201411300min,min,JohnCh08,rec,2,,,,,
player,201411300min,min,JohnCh08,rec_yds,41,,,,,
player,201411300min,min,JohnCh08,rec_td,0,,,,,
player,201411300min,min,JohnCh08,rec_long,24,,,,,
player,201411300min,min,JohnCh08,fumbles,0,,,,,
player,201411300min,min,JohnCh08,fumbles_lost,0,,,,,
player,201411300min,min,RudoKy00,pass_cmp,0,,,,,
player,201411300min,min,RudoKy00,pass_att,0,,,,,
player,201411300min,min,RudoKy00,pass_yds,0,,,,,
player,201411300min,min,RudoKy00,pass_td,0,,,,,
player,201411300min,min,RudoKy00,pass_int,0,,,,,
player,201411300min,min,RudoKy00,pass_sacked,0,,,,,
player,201411300min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201411300min,min,RudoKy00,pass_long,0,,,,,
player,201411300min,min,RudoKy00,pass_rating,,,,,,
player,201411300min,min,RudoKy00,rush_att,0,,,,,
player,201411300min,min,RudoKy00,rush_yds,0,,,,,
player,201411300min,min,RudoKy00,rush_td,0,,,,,
player,201411300min,min,RudoKy00,rush_long,0,,,,,
player,201411300min,min,RudoKy00,targets,3,,,,,
player,201411300min,min,RudoKy00,rec,2,,,,,
player,201411300min,min,RudoKy00,rec_yds,7,,,,,
player,201411300min,min,RudoKy00,rec_td,1,,,,,
player,201411300min,min,RudoKy00,rec_long,4,,,,,
player,201411300min,min,RudoKy00,fumbles,1,,,,,
player,201411300min,min,RudoKy00,fumbles_lost,0,,,,,
player,201411300min,min,PattCo00,pass_cmp,0,,,,,
player,201411300min,min,PattCo00,pass_att,0,,,,,
player,201411300min,min,PattCo00,pass_yds,0,,,,,
player,201411300min,min,PattCo00,pass_td,0,,,,,
player,201411300min,min,PattCo00,pass_int,0,,,,,
player,201411300min,min,PattCo00,pass_sacked,0,,,,,
player,201411300min,min,PattCo00,pass_sacked_yds,0,,,,,
player,201411300min,min,PattCo00,pass_long,0,,,,,
player,201411300min,min,PattCo00,pass_rating,,,,,,
player,201411300min,min,PattCo00,rush_att,0,,,,,
player,201411300min,min,PattCo00,rush_yds,0,,,,,
player,201411300min,min,PattCo00,rush_td,0,,,,,
player,201411300min,min,PattCo00,rush_long,0,,,,,
player,201411300min,min,PattCo00,targets,1,,,,,
player,201411300min,min,PattCo00,rec,0,,,,,
player,201411300min,min,PattCo00,rec_yds,0,,,,,
player,201411300min,min,PattCo00,rec_td,0,,,,,
player,201411300min,min,PattCo00,rec_long,0,,,,,
player,201411300min,min,PattCo00,fumbles,0,,,,,
player,201411300min,min,PattCo00,fumbles_lost,0,,,,,
player,201411300min,car,KuecLu00,def_int,0,,,,,
player,201411300min,car,KuecLu00,def_int_yds,0,,,,,
player,201411300min,car,KuecLu00,def_int_td,0,,,,,
player,201411300min,car,KuecLu00,def_int_long,0,,,,,
player,201411300min,car,KuecLu00,pass_defended,0,,,,,
player,201411300min,car,KuecLu00,sacks,2.0,,,,,
player,201411300min,car,KuecLu00,tackles_combined,9,,,,,
player,201411300min,car,KuecLu00,tackles_solo,7,,,,,
player,201411300min,car,KuecLu00,tackles_assists,2,,,,,
player,201411300min,car,KuecLu00,tackles_loss,2,,,,,
player,201411300min,car,KuecLu00,qb_hits,2,,,,,
player,201411300min,car,KuecLu00,fumbles_rec,0,,,,,
player,201411300min,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201411300min,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201411300min,car,KuecLu00,fumbles_forced,0,,,,,
player,201411300min,car,JohnCh98,def_int,0,,,,,
player,201411300min,car,JohnCh98,def_int_yds,0,,,,,
player,201411300min,car,JohnCh98,def_int_td,0,,,,,
player,201411300min,car,JohnCh98,def_int_long,0,,,,,
player,201411300min,car,JohnCh98,pass_defended,0,,,,,
player,201411300min,car,JohnCh98,sacks,1.0,,,,,
player,201411300min,car,JohnCh98,tackles_combined,4,,,,,
player,201411300min,car,JohnCh98,tackles_solo,4,,,,,
player,201411300min,car,JohnCh98,tackles_assists,0,,,,,
player,201411300min,car,JohnCh98,tackles_loss,0,,,,,
player,201411300min,car,JohnCh98,qb_hits,0,,,,,
player,201411300min,car,JohnCh98,fumbles_rec,0,,,,,
player,201411300min,car,JohnCh98,fumbles_rec_yds,0,,,,,
player,201411300min,car,JohnCh98,fumbles_rec_td,0,,,,,
player,201411300min,car,JohnCh98,fumbles_forced,1,,,,,
player,201411300min,car,DaviTh20,def_int,0,,,,,
player,201411300min,car,DaviTh20,def_int_yds,0,,,,,
player,201411300min,car,DaviTh20,def_int_td,0,,,,,
player,201411300min,car,DaviTh20,def_int_long,0,,,,,
player,201411300min,car,DaviTh20,pass_defended,0,,,,,
player,201411300min,car,DaviTh20,sacks,0.0,,,,,
player,201411300min,car,DaviTh20,tackles_combined,7,,,,,
player,201411300min,car,DaviTh20,tackles_solo,5,,,,,
player,201411300min,car,DaviTh20,tackles_assists,2,,,,,
player,201411300min,car,DaviTh20,tackles_loss,1,,,,,
player,201411300min,car,DaviTh20,qb_hits,0,,,,,
player,201411300min,car,DaviTh20,fumbles_rec,0,,,,,
player,201411300min,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201411300min,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201411300min,car,DaviTh20,fumbles_forced,1,,,,,
player,201411300min,car,BenwBe00,def_int,0,,,,,
player,201411300min,car,BenwBe00,def_int_yds,0,,,,,
player,201411300min,car,BenwBe00,def_int_td,0,,,,,
player,201411300min,car,BenwBe00,def_int_long,0,,,,,
player,201411300min,car,BenwBe00,pass_defended,0,,,,,
player,201411300min,car,BenwBe00,sacks,0.0,,,,,
player,201411300min,car,BenwBe00,tackles_combined,4,,,,,
player,201411300min,car,BenwBe00,tackles_solo,2,,,,,
player,201411300min,car,BenwBe00,tackles_assists,2,,,,,
player,201411300min,car,BenwBe00,tackles_loss,0,,,,,
player,201411300min,car,BenwBe00,qb_hits,0,,,,,
player,201411300min,car,BenwBe00,fumbles_rec,0,,,,,
player,201411300min,car,BenwBe00,fumbles_rec_yds,0,,,,,
player,201411300min,car,BenwBe00,fumbles_rec_td,0,,,,,
player,201411300min,car,BenwBe00,fumbles_forced,1,,,,,
player,201411300min,car,DeCoTh99,def_int,0,,,,,
player,201411300min,car,DeCoTh99,def_int_yds,0,,,,,
player,201411300min,car,DeCoTh99,def_int_td,0,,,,,
player,201411300min,car,DeCoTh99,def_int_long,0,,,,,
player,201411300min,car,DeCoTh99,pass_defended,0,,,,,
player,201411300min,car,DeCoTh99,sacks,0.0,,,,,
player,201411300min,car,DeCoTh99,tackles_combined,4,,,,,
player,201411300min,car,DeCoTh99,tackles_solo,3,,,,,
player,201411300min,car,DeCoTh99,tackles_assists,1,,,,,
player,201411300min,car,DeCoTh99,tackles_loss,0,,,,,
player,201411300min,car,DeCoTh99,qb_hits,0,,,,,
player,201411300min,car,DeCoTh99,fumbles_rec,0,,,,,
player,201411300min,car,DeCoTh99,fumbles_rec_yds,0,,,,,
player,201411300min,car,DeCoTh99,fumbles_rec_td,0,,,,,
player,201411300min,car,DeCoTh99,fumbles_forced,0,,,,,
player,201411300min,car,HarpRo21,def_int,0,,,,,
player,201411300min,car,HarpRo21,def_int_yds,0,,,,,
player,201411300min,car,HarpRo21,def_int_td,0,,,,,
player,201411300min,car,HarpRo21,def_int_long,0,,,,,
player,201411300min,car,HarpRo21,pass_defended,0,,,,,
player,201411300min,car,HarpRo21,sacks,0.0,,,,,
player,201411300min,car,HarpRo21,tackles_combined,4,,,,,
