game,2014,8,20141026,201410260nor,gnb,"Green Bay Packers",23,nor,"New Orleans Saints",44
player,201410260nor,nor,HaraPa20,pass_defended,0,,,,,
player,201410260nor,nor,HaraPa20,sacks,0.0,,,,,
player,201410260nor,nor,HaraPa20,tackles_combined,0,,,,,
player,201410260nor,nor,HaraPa20,tackles_solo,0,,,,,
player,201410260nor,nor,HaraPa20,tackles_assists,0,,,,,
player,201410260nor,nor,HaraPa20,tackles_loss,0,,,,,
player,201410260nor,nor,HaraPa20,qb_hits,0,,,,,
player,201410260nor,nor,HaraPa20,fumbles_rec,1,,,,,
player,201410260nor,nor,HaraPa20,fumbles_rec_yds,0,,,,,
player,201410260nor,nor,HaraPa20,fumbles_rec_td,0,,,,,
player,201410260nor,nor,HaraPa20,fumbles_forced,0,,,,,
player,201410260nor,gnb,CrosMa20,xpm,2,,,,,
player,201410260nor,gnb,CrosMa20,xpa,2,,,,,
player,201410260nor,gnb,CrosMa20,fgm,3,,,,,
player,201410260nor,gnb,CrosMa20,fga,3,,,,,
player,201410260nor,gnb,CrosMa20,punt,0,,,,,
player,201410260nor,gnb,CrosMa20,punt_yds,0,,,,,
player,201410260nor,gnb,CrosMa20,punt_yds_per_punt,,,,,,
player,201410260nor,gnb,CrosMa20,punt_long,0,,,,,
player,201410260nor,nor,grahasha01,xpm,5,,,,,
player,201410260nor,nor,grahasha01,xpa,5,,,,,
player,201410260nor,nor,grahasha01,fgm,3,,,,,
player,201410260nor,nor,grahasha01,fga,3,,,,,
player,201410260nor,nor,grahasha01,punt,0,,,,,
player,201410260nor,nor,grahasha01,punt_yds,0,,,,,
player,201410260nor,nor,grahasha01,punt_yds_per_punt,,,,,,
player,201410260nor,nor,grahasha01,punt_long,0,,,,,
player,201410260nor,nor,EvanJa21,pos,G,,,,,
player,201410260nor,nor,EvanJa21,offense,68,,,,,
player,201410260nor,nor,EvanJa21,off_pct,100%,,,,,
player,201410260nor,nor,EvanJa21,defense,0,,,,,
player,201410260nor,nor,EvanJa21,def_pct,0%,,,,,
player,201410260nor,nor,EvanJa21,special_teams,8,,,,,
player,201410260nor,nor,EvanJa21,st_pct,30%,,,,,
player,201410260nor,nor,LeliTi00,pos,C,,,,,
player,201410260nor,nor,LeliTi00,offense,68,,,,,
player,201410260nor,nor,LeliTi00,off_pct,100%,,,,,
player,201410260nor,nor,LeliTi00,defense,0,,,,,
player,201410260nor,nor,LeliTi00,def_pct,0%,,,,,
player,201410260nor,nor,LeliTi00,special_teams,8,,,,,
player,201410260nor,nor,LeliTi00,st_pct,30%,,,,,
player,201410260nor,nor,StriZa20,pos,T,,,,,
player,201410260nor,nor,StriZa20,offense,68,,,,,
player,201410260nor,nor,StriZa20,off_pct,100%,,,,,
player,201410260nor,nor,StriZa20,defense,0,,,,,
player,201410260nor,nor,StriZa20,def_pct,0%,,,,,
player,201410260nor,nor,StriZa20,special_teams,8,,,,,
player,201410260nor,nor,StriZa20,st_pct,30%,,,,,
player,201410260nor,nor,GrubBe20,pos,G,,,,,
player,201410260nor,nor,GrubBe20,offense,68,,,,,
player,201410260nor,nor,GrubBe20,off_pct,100%,,,,,
player,201410260nor,nor,GrubBe20,defense,0,,,,,
player,201410260nor,nor,GrubBe20,def_pct,0%,,,,,
player,201410260nor,nor,GrubBe20,special_teams,8,,,,,
player,201410260nor,nor,GrubBe20,st_pct,30%,,,,,
player,201410260nor,nor,ArmsTe00,pos,T,,,,,
player,201410260nor,nor,ArmsTe00,offense,68,,,,,
player,201410260nor,nor,ArmsTe00,off_pct,100%,,,,,
player,201410260nor,nor,ArmsTe00,defense,0,,,,,
player,201410260nor,nor,ArmsTe00,def_pct,0%,,,,,
player,201410260nor,nor,ArmsTe00,special_teams,1,,,,,
player,201410260nor,nor,ArmsTe00,st_pct,4%,,,,,
player,201410260nor,nor,BreeDr00,pos,QB,,,,,
player,201410260nor,nor,BreeDr00,offense,68,,,,,
player,201410260nor,nor,BreeDr00,off_pct,100%,,,,,
player,201410260nor,nor,BreeDr00,defense,0,,,,,
player,201410260nor,nor,BreeDr00,def_pct,0%,,,,,
player,201410260nor,nor,BreeDr00,special_teams,0,,,,,
player,201410260nor,nor,BreeDr00,st_pct,0%,,,,,
player,201410260nor,nor,IngrMa01,pos,RB,,,,,
player,201410260nor,nor,IngrMa01,offense,54,,,,,
player,201410260nor,nor,IngrMa01,off_pct,79%,,,,,
player,201410260nor,nor,IngrMa01,defense,0,,,,,
player,201410260nor,nor,IngrMa01,def_pct,0%,,,,,
player,201410260nor,nor,IngrMa01,special_teams,0,,,,,
player,201410260nor,nor,IngrMa01,st_pct,0%,,,,,
player,201410260nor,nor,ColsMa00,pos,WR,,,,,
player,201410260nor,nor,ColsMa00,offense,53,,,,,
player,201410260nor,nor,ColsMa00,off_pct,78%,,,,,
player,201410260nor,nor,ColsMa00,defense,0,,,,,
player,201410260nor,nor,ColsMa00,def_pct,0%,,,,,
player,201410260nor,nor,ColsMa00,special_teams,1,,,,,
player,201410260nor,nor,ColsMa00,st_pct,4%,,,,,
player,201410260nor,nor,CookBr00,pos,WR,,,,,
player,201410260nor,nor,CookBr00,offense,46,,,,,
player,201410260nor,nor,CookBr00,off_pct,68%,,,,,
player,201410260nor,nor,CookBr00,defense,0,,,,,
player,201410260nor,nor,CookBr00,def_pct,0%,,,,,
player,201410260nor,nor,CookBr00,special_teams,1,,,,,
player,201410260nor,nor,CookBr00,st_pct,4%,,,,,
player,201410260nor,nor,GrahJi00,pos,TE,,,,,
player,201410260nor,nor,GrahJi00,offense,42,,,,,
player,201410260nor,nor,GrahJi00,off_pct,62%,,,,,
player,201410260nor,nor,GrahJi00,defense,0,,,,,
player,201410260nor,nor,GrahJi00,def_pct,0%,,,,,
player,201410260nor,nor,GrahJi00,special_teams,1,,,,,
player,201410260nor,nor,GrahJi00,st_pct,4%,,,,,
player,201410260nor,nor,WatsBe00,pos,TE,,,,,
player,201410260nor,nor,WatsBe00,offense,40,,,,,
player,201410260nor,nor,WatsBe00,off_pct,59%,,,,,
player,201410260nor,nor,WatsBe00,defense,0,,,,,
player,201410260nor,nor,WatsBe00,def_pct,0%,,,,,
player,201410260nor,nor,WatsBe00,special_teams,9,,,,,
player,201410260nor,nor,WatsBe00,st_pct,33%,,,,,
player,201410260nor,nor,StilKe00,pos,WR,,,,,
player,201410260nor,nor,StilKe00,offense,31,,,,,
player,201410260nor,nor,StilKe00,off_pct,46%,,,,,
player,201410260nor,nor,StilKe00,defense,0,,,,,
player,201410260nor,nor,StilKe00,def_pct,0%,,,,,
player,201410260nor,nor,StilKe00,special_teams,0,,,,,
player,201410260nor,nor,StilKe00,st_pct,0%,,,,,
player,201410260nor,nor,LoriEr99,pos,FB,,,,,
player,201410260nor,nor,LoriEr99,offense,20,,,,,
player,201410260nor,nor,LoriEr99,off_pct,29%,,,,,
player,201410260nor,nor,LoriEr99,defense,0,,,,,
player,201410260nor,nor,LoriEr99,def_pct,0%,,,,,
player,201410260nor,nor,LoriEr99,special_teams,8,,,,,
player,201410260nor,nor,LoriEr99,st_pct,30%,,,,,
player,201410260nor,nor,MeacRo00,pos,WR,,,,,
player,201410260nor,nor,MeacRo00,offense,18,,,,,
player,201410260nor,nor,MeacRo00,off_pct,26%,,,,,
player,201410260nor,nor,MeacRo00,defense,0,,,,,
player,201410260nor,nor,MeacRo00,def_pct,0%,,,,,
player,201410260nor,nor,MeacRo00,special_teams,0,,,,,
player,201410260nor,nor,MeacRo00,st_pct,0%,,,,,
player,201410260nor,nor,HillJo02,pos,TE,,,,,
player,201410260nor,nor,HillJo02,offense,16,,,,,
player,201410260nor,nor,HillJo02,off_pct,24%,,,,,
player,201410260nor,nor,HillJo02,defense,0,,,,,
player,201410260nor,nor,HillJo02,def_pct,0%,,,,,
player,201410260nor,nor,HillJo02,special_teams,22,,,,,
player,201410260nor,nor,HillJo02,st_pct,81%,,,,,
player,201410260nor,nor,CadeTr00,pos,RB,,,,,
player,201410260nor,nor,CadeTr00,offense,14,,,,,
player,201410260nor,nor,CadeTr00,off_pct,21%,,,,,
player,201410260nor,nor,CadeTr00,defense,0,,,,,
player,201410260nor,nor,CadeTr00,def_pct,0%,,,,,
player,201410260nor,nor,CadeTr00,special_teams,6,,,,,
player,201410260nor,nor,CadeTr00,st_pct,22%,,,,,
player,201410260nor,nor,JohnAu00,pos,FB,,,,,
player,201410260nor,nor,JohnAu00,offense,4,,,,,
player,201410260nor,nor,JohnAu00,off_pct,6%,,,,,
player,201410260nor,nor,JohnAu00,defense,0,,,,,
player,201410260nor,nor,JohnAu00,def_pct,0%,,,,,
player,201410260nor,nor,JohnAu00,special_teams,11,,,,,
player,201410260nor,nor,JohnAu00,st_pct,41%,,,,,
player,201410260nor,nor,HarrBr01,pos,T,,,,,
player,201410260nor,nor,HarrBr01,offense,2,,,,,
player,201410260nor,nor,HarrBr01,off_pct,3%,,,,,
player,201410260nor,nor,HarrBr01,defense,0,,,,,
player,201410260nor,nor,HarrBr01,def_pct,0%,,,,,
player,201410260nor,nor,HarrBr01,special_teams,13,,,,,
player,201410260nor,nor,HarrBr01,st_pct,48%,,,,,
player,201410260nor,nor,VaccKe00,pos,SS,,,,,
player,201410260nor,nor,VaccKe00,offense,0,,,,,
player,201410260nor,nor,VaccKe00,off_pct,0%,,,,,
player,201410260nor,nor,VaccKe00,defense,68,,,,,
player,201410260nor,nor,VaccKe00,def_pct,100%,,,,,
player,201410260nor,nor,VaccKe00,special_teams,5,,,,,
player,201410260nor,nor,VaccKe00,st_pct,19%,,,,,
player,201410260nor,nor,BushRa00,pos,FS,,,,,
player,201410260nor,nor,BushRa00,offense,0,,,,,
player,201410260nor,nor,BushRa00,off_pct,0%,,,,,
player,201410260nor,nor,BushRa00,defense,68,,,,,
player,201410260nor,nor,BushRa00,def_pct,100%,,,,,
player,201410260nor,nor,BushRa00,special_teams,5,,,,,
player,201410260nor,nor,BushRa00,st_pct,19%,,,,,
player,201410260nor,nor,LoftCu99,pos,LB,,,,,
player,201410260nor,nor,LoftCu99,offense,0,,,,,
player,201410260nor,nor,LoftCu99,off_pct,0%,,,,,
player,201410260nor,nor,LoftCu99,defense,68,,,,,
player,201410260nor,nor,LoftCu99,def_pct,100%,,,,,
player,201410260nor,nor,LoftCu99,special_teams,5,,,,,
player,201410260nor,nor,LoftCu99,st_pct,19%,,,,,
player,201410260nor,nor,WhitCo01,pos,CB,,,,,
player,201410260nor,nor,WhitCo01,offense,0,,,,,
player,201410260nor,nor,WhitCo01,off_pct,0%,,,,,
player,201410260nor,nor,WhitCo01,defense,67,,,,,
player,201410260nor,nor,WhitCo01,def_pct,99%,,,,,
player,201410260nor,nor,WhitCo01,special_teams,5,,,,,
player,201410260nor,nor,WhitCo01,st_pct,19%,,,,,
player,201410260nor,nor,LewiKe96,pos,CB,,,,,
player,201410260nor,nor,LewiKe96,offense,0,,,,,
player,201410260nor,nor,LewiKe96,off_pct,0%,,,,,
player,201410260nor,nor,LewiKe96,defense,64,,,,,
player,201410260nor,nor,LewiKe96,def_pct,94%,,,,,
player,201410260nor,nor,LewiKe96,special_teams,0,,,,,
player,201410260nor,nor,LewiKe96,st_pct,0%,,,,,
player,201410260nor,nor,HawtDa20,pos,LB,,,,,
player,201410260nor,nor,HawtDa20,offense,0,,,,,
player,201410260nor,nor,HawtDa20,off_pct,0%,,,,,
player,201410260nor,nor,HawtDa20,defense,63,,,,,
player,201410260nor,nor,HawtDa20,def_pct,93%,,,,,
player,201410260nor,nor,HawtDa20,special_teams,1,,,,,
player,201410260nor,nor,HawtDa20,st_pct,4%,,,,,
player,201410260nor,nor,JordCa00,pos,DE,,,,,
player,201410260nor,nor,JordCa00,offense,0,,,,,
player,201410260nor,nor,JordCa00,off_pct,0%,,,,,
player,201410260nor,nor,JordCa00,defense,59,,,,,
player,201410260nor,nor,JordCa00,def_pct,87%,,,,,
player,201410260nor,nor,JordCa00,special_teams,5,,,,,
player,201410260nor,nor,JordCa00,st_pct,19%,,,,,
player,201410260nor,nor,GaleJu00,pos,LB,,,,,
player,201410260nor,nor,GaleJu00,offense,0,,,,,
player,201410260nor,nor,GaleJu00,off_pct,0%,,,,,
player,201410260nor,nor,GaleJu00,defense,47,,,,,
player,201410260nor,nor,GaleJu00,def_pct,69%,,,,,
player,201410260nor,nor,GaleJu00,special_teams,0,,,,,
player,201410260nor,nor,GaleJu00,st_pct,0%,,,,,
player,201410260nor,nor,RobiPa99,pos,CB,,,,,
player,201410260nor,nor,RobiPa99,offense,0,,,,,
player,201410260nor,nor,RobiPa99,off_pct,0%,,,,,
player,201410260nor,nor,RobiPa99,defense,43,,,,,
player,201410260nor,nor,RobiPa99,def_pct,63%,,,,,
player,201410260nor,nor,RobiPa99,special_teams,13,,,,,
player,201410260nor,nor,RobiPa99,st_pct,48%,,,,,
player,201410260nor,nor,HickAk00,pos,DE,,,,,
player,201410260nor,nor,HickAk00,offense,0,,,,,
player,201410260nor,nor,HickAk00,off_pct,0%,,,,,
player,201410260nor,nor,HickAk00,defense,39,,,,,
player,201410260nor,nor,HickAk00,def_pct,57%,,,,,
player,201410260nor,nor,HickAk00,special_teams,5,,,,,
player,201410260nor,nor,HickAk00,st_pct,19%,,,,,
player,201410260nor,nor,JenkJo00,pos,NT,,,,,
player,201410260nor,nor,JenkJo00,offense,0,,,,,
player,201410260nor,nor,JenkJo00,off_pct,0%,,,,,
player,201410260nor,nor,JenkJo00,defense,28,,,,,
player,201410260nor,nor,JenkJo00,def_pct,41%,,,,,
player,201410260nor,nor,JenkJo00,special_teams,0,,,,,
player,201410260nor,nor,JenkJo00,st_pct,0%,,,,,
player,201410260nor,nor,DeadBr99,pos,NT,,,,,
player,201410260nor,nor,DeadBr99,offense,0,,,,,
player,201410260nor,nor,DeadBr99,off_pct,0%,,,,,
player,201410260nor,nor,DeadBr99,defense,26,,,,,
player,201410260nor,nor,DeadBr99,def_pct,38%,,,,,
player,201410260nor,nor,DeadBr99,special_teams,0,,,,,
player,201410260nor,nor,DeadBr99,st_pct,0%,,,,,
player,201410260nor,nor,WalkTy00,pos,DE,,,,,
player,201410260nor,nor,WalkTy00,offense,0,,,,,
player,201410260nor,nor,WalkTy00,off_pct,0%,,,,,
player,201410260nor,nor,WalkTy00,defense,25,,,,,
player,201410260nor,nor,WalkTy00,def_pct,37%,,,,,
player,201410260nor,nor,WalkTy00,special_teams,5,,,,,
player,201410260nor,nor,WalkTy00,st_pct,19%,,,,,
player,201410260nor,nor,BunkBr20,pos,NT,,,,,
player,201410260nor,nor,BunkBr20,offense,0,,,,,
player,201410260nor,nor,BunkBr20,off_pct,0%,,,,,
player,201410260nor,nor,BunkBr20,defense,24,,,,,
player,201410260nor,nor,BunkBr20,def_pct,35%,,,,,
player,201410260nor,nor,BunkBr20,special_teams,0,,,,,
player,201410260nor,nor,BunkBr20,st_pct,0%,,,,,
player,201410260nor,nor,BallMa00,pos,SS,,,,,
player,201410260nor,nor,BallMa00,offense,0,,,,,
player,201410260nor,nor,BallMa00,off_pct,0%,,,,,
player,201410260nor,nor,BallMa00,defense,23,,,,,
player,201410260nor,nor,BallMa00,def_pct,34%,,,,,
player,201410260nor,nor,BallMa00,special_teams,13,,,,,
player,201410260nor,nor,BallMa00,st_pct,48%,,,,,
player,201410260nor,nor,EdebKa00,pos,LB,,,,,
player,201410260nor,nor,EdebKa00,offense,0,,,,,
player,201410260nor,nor,EdebKa00,off_pct,0%,,,,,
player,201410260nor,nor,EdebKa00,defense,20,,,,,
player,201410260nor,nor,EdebKa00,def_pct,29%,,,,,
player,201410260nor,nor,EdebKa00,special_teams,19,,,,,
player,201410260nor,nor,EdebKa00,st_pct,70%,,,,,
player,201410260nor,nor,HaraPa20,pos,LB,,,,,
player,201410260nor,nor,HaraPa20,offense,0,,,,,
player,201410260nor,nor,HaraPa20,off_pct,0%,,,,,
player,201410260nor,nor,HaraPa20,defense,7,,,,,
player,201410260nor,nor,HaraPa20,def_pct,10%,,,,,
player,201410260nor,nor,HaraPa20,special_teams,5,,,,,
player,201410260nor,nor,HaraPa20,st_pct,19%,,,,,
player,201410260nor,nor,HumbRa00,pos,LB,,,,,
player,201410260nor,nor,HumbRa00,offense,0,,,,,
player,201410260nor,nor,HumbRa00,off_pct,0%,,,,,
player,201410260nor,nor,HumbRa00,defense,5,,,,,
player,201410260nor,nor,HumbRa00,def_pct,7%,,,,,
player,201410260nor,nor,HumbRa00,special_teams,14,,,,,
player,201410260nor,nor,HumbRa00,st_pct,52%,,,,,
player,201410260nor,nor,SunsVi00,pos,SS,,,,,
player,201410260nor,nor,SunsVi00,offense,0,,,,,
player,201410260nor,nor,SunsVi00,off_pct,0%,,,,,
player,201410260nor,nor,SunsVi00,defense,2,,,,,
player,201410260nor,nor,SunsVi00,def_pct,3%,,,,,
player,201410260nor,nor,SunsVi00,special_teams,14,,,,,
player,201410260nor,nor,SunsVi00,st_pct,52%,,,,,
player,201410260nor,nor,DixoBr01,pos,CB,,,,,
player,201410260nor,nor,DixoBr01,offense,0,,,,,
player,201410260nor,nor,DixoBr01,off_pct,0%,,,,,
player,201410260nor,nor,DixoBr01,defense,2,,,,,
player,201410260nor,nor,DixoBr01,def_pct,3%,,,,,
player,201410260nor,nor,DixoBr01,special_teams,8,,,,,
player,201410260nor,nor,DixoBr01,st_pct,30%,,,,,
player,201410260nor,nor,PoweRo01,pos,LB,,,,,
player,201410260nor,nor,PoweRo01,offense,0,,,,,
player,201410260nor,nor,PoweRo01,off_pct,0%,,,,,
player,201410260nor,nor,PoweRo01,defense,0,,,,,
player,201410260nor,nor,PoweRo01,def_pct,0%,,,,,
player,201410260nor,nor,PoweRo01,special_teams,18,,,,,
player,201410260nor,nor,PoweRo01,st_pct,67%,,,,,
player,201410260nor,nor,McCoLu00,pos,QB,,,,,
player,201410260nor,nor,McCoLu00,offense,0,,,,,
player,201410260nor,nor,McCoLu00,off_pct,0%,,,,,
player,201410260nor,nor,McCoLu00,defense,0,,,,,
player,201410260nor,nor,McCoLu00,def_pct,0%,,,,,
player,201410260nor,nor,McCoLu00,special_teams,8,,,,,
player,201410260nor,nor,McCoLu00,st_pct,30%,,,,,
player,201410260nor,nor,DresJu20,pos,LS,,,,,
player,201410260nor,nor,DresJu20,offense,0,,,,,
player,201410260nor,nor,DresJu20,off_pct,0%,,,,,
player,201410260nor,nor,DresJu20,defense,0,,,,,
player,201410260nor,nor,DresJu20,def_pct,0%,,,,,
player,201410260nor,nor,DresJu20,special_teams,8,,,,,
player,201410260nor,nor,DresJu20,st_pct,30%,,,,,
player,201410260nor,nor,grahasha01,pos,K,,,,,
player,201410260nor,nor,grahasha01,offense,0,,,,,
player,201410260nor,nor,grahasha01,off_pct,0%,,,,,
player,201410260nor,nor,grahasha01,defense,0,,,,,
player,201410260nor,nor,grahasha01,def_pct,0%,,,,,
player,201410260nor,nor,grahasha01,special_teams,8,,,,,
player,201410260nor,nor,grahasha01,st_pct,30%,,,,,
player,201410260nor,nor,BakeEd01,pos,RB,,,,,
player,201410260nor,nor,BakeEd01,offense,0,,,,,
player,201410260nor,nor,BakeEd01,off_pct,0%,,,,,
player,201410260nor,nor,BakeEd01,defense,0,,,,,
player,201410260nor,nor,BakeEd01,def_pct,0%,,,,,
player,201410260nor,nor,BakeEd01,special_teams,8,,,,,
player,201410260nor,nor,BakeEd01,st_pct,30%,,,,,
player,201410260nor,nor,MorsTh00,pos,P,,,,,
player,201410260nor,nor,MorsTh00,offense,0,,,,,
player,201410260nor,nor,MorsTh00,off_pct,0%,,,,,
player,201410260nor,nor,MorsTh00,defense,0,,,,,
player,201410260nor,nor,MorsTh00,def_pct,0%,,,,,
player,201410260nor,nor,MorsTh00,special_teams,8,,,,,
player,201410260nor,nor,MorsTh00,st_pct,30%,,,,,
player,201410260nor,nor,KeleSe00,pos,G,,,,,
player,201410260nor,nor,KeleSe00,offense,0,,,,,
player,201410260nor,nor,KeleSe00,off_pct,0%,,,,,
player,201410260nor,nor,KeleSe00,defense,0,,,,,
player,201410260nor,nor,KeleSe00,def_pct,0%,,,,,
player,201410260nor,nor,KeleSe00,special_teams,7,,,,,
player,201410260nor,nor,KeleSe00,st_pct,26%,,,,,
player,201410260nor,nor,OlseEr20,pos,G,,,,,
player,201410260nor,nor,OlseEr20,offense,0,,,,,
player,201410260nor,nor,OlseEr20,off_pct,0%,,,,,
player,201410260nor,nor,OlseEr20,defense,0,,,,,
player,201410260nor,nor,OlseEr20,def_pct,0%,,,,,
player,201410260nor,nor,OlseEr20,special_teams,5,,,,,
player,201410260nor,nor,OlseEr20,st_pct,19%,,,,,
player,201410260nor,gnb,BakhDa00,pos,T,,,,,
player,201410260nor,gnb,BakhDa00,offense,68,,,,,
player,201410260nor,gnb,BakhDa00,off_pct,100%,,,,,
player,201410260nor,gnb,BakhDa00,defense,0,,,,,
player,201410260nor,gnb,BakhDa00,def_pct,0%,,,,,
player,201410260nor,gnb,BakhDa00,special_teams,5,,,,,
player,201410260nor,gnb,BakhDa00,st_pct,19%,,,,,
player,201410260nor,gnb,BulaBr20,pos,T,,,,,
player,201410260nor,gnb,BulaBr20,offense,68,,,,,
player,201410260nor,gnb,BulaBr20,off_pct,100%,,,,,
player,201410260nor,gnb,BulaBr20,defense,0,,,,,
player,201410260nor,gnb,BulaBr20,def_pct,0%,,,,,
player,201410260nor,gnb,BulaBr20,special_teams,5,,,,,
player,201410260nor,gnb,BulaBr20,st_pct,19%,,,,,
player,201410260nor,gnb,LinsCo00,pos,C,,,,,
player,201410260nor,gnb,LinsCo00,offense,68,,,,,
player,201410260nor,gnb,LinsCo00,off_pct,100%,,,,,
player,201410260nor,gnb,LinsCo00,defense,0,,,,,
player,201410260nor,gnb,LinsCo00,def_pct,0%,,,,,
player,201410260nor,gnb,LinsCo00,special_teams,0,,,,,
player,201410260nor,gnb,LinsCo00,st_pct,0%,,,,,
player,201410260nor,gnb,SittJo20,pos,G,,,,,
player,201410260nor,gnb,SittJo20,offense,66,,,,,
player,201410260nor,gnb,SittJo20,off_pct,97%,,,,,
player,201410260nor,gnb,SittJo20,defense,0,,,,,
player,201410260nor,gnb,SittJo20,def_pct,0%,,,,,
player,201410260nor,gnb,SittJo20,special_teams,5,,,,,
player,201410260nor,gnb,SittJo20,st_pct,19%,,,,,
player,201410260nor,gnb,AdamDa01,pos,WR,,,,,
player,201410260nor,gnb,AdamDa01,offense,65,,,,,
player,201410260nor,gnb,AdamDa01,off_pct,96%,,,,,
player,201410260nor,gnb,AdamDa01,defense,0,,,,,
player,201410260nor,gnb,AdamDa01,def_pct,0%,,,,,
player,201410260nor,gnb,AdamDa01,special_teams,1,,,,,
player,201410260nor,gnb,AdamDa01,st_pct,4%,,,,,
player,201410260nor,gnb,RodgAa00,pos,QB,,,,,
player,201410260nor,gnb,RodgAa00,offense,64,,,,,
player,201410260nor,gnb,RodgAa00,off_pct,94%,,,,,
player,201410260nor,gnb,RodgAa00,defense,0,,,,,
player,201410260nor,gnb,RodgAa00,def_pct,0%,,,,,
player,201410260nor,gnb,RodgAa00,special_teams,0,,,,,
player,201410260nor,gnb,RodgAa00,st_pct,0%,,,,,
player,201410260nor,gnb,TaylLa01,pos,G,,,,,
player,201410260nor,gnb,TaylLa01,offense,63,,,,,
player,201410260nor,gnb,TaylLa01,off_pct,93%,,,,,
player,201410260nor,gnb,TaylLa01,defense,0,,,,,
player,201410260nor,gnb,TaylLa01,def_pct,0%,,,,,
player,201410260nor,gnb,TaylLa01,special_teams,7,,,,,
player,201410260nor,gnb,TaylLa01,st_pct,26%,,,,,
player,201410260nor,gnb,CobbRa00,pos,WR,,,,,
player,201410260nor,gnb,CobbRa00,offense,63,,,,,
player,201410260nor,gnb,CobbRa00,off_pct,93%,,,,,
player,201410260nor,gnb,CobbRa00,defense,0,,,,,
player,201410260nor,gnb,CobbRa00,def_pct,0%,,,,,
player,201410260nor,gnb,CobbRa00,special_teams,0,,,,,
player,201410260nor,gnb,CobbRa00,st_pct,0%,,,,,
player,201410260nor,gnb,NelsJo00,pos,WR,,,,,
player,201410260nor,gnb,NelsJo00,offense,63,,,,,
player,201410260nor,gnb,NelsJo00,off_pct,93%,,,,,
player,201410260nor,gnb,NelsJo00,defense,0,,,,,
player,201410260nor,gnb,NelsJo00,def_pct,0%,,,,,
player,201410260nor,gnb,NelsJo00,special_teams,0,,,,,
player,201410260nor,gnb,NelsJo00,st_pct,0%,,,,,
player,201410260nor,gnb,LacyEd00,pos,RB,,,,,
player,201410260nor,gnb,LacyEd00,offense,51,,,,,
player,201410260nor,gnb,LacyEd00,off_pct,75%,,,,,
player,201410260nor,gnb,LacyEd00,defense,0,,,,,
player,201410260nor,gnb,LacyEd00,def_pct,0%,,,,,
player,201410260nor,gnb,LacyEd00,special_teams,0,,,,,
player,201410260nor,gnb,LacyEd00,st_pct,0%,,,,,
player,201410260nor,gnb,RodgRi00,pos,TE,,,,,
player,201410260nor,gnb,RodgRi00,offense,34,,,,,
player,201410260nor,gnb,RodgRi00,off_pct,50%,,,,,
player,201410260nor,gnb,RodgRi00,defense,0,,,,,
player,201410260nor,gnb,RodgRi00,def_pct,0%,,,,,
player,201410260nor,gnb,RodgRi00,special_teams,0,,,,,
player,201410260nor,gnb,RodgRi00,st_pct,0%,,,,,
player,201410260nor,gnb,QuarAn00,pos,TE,,,,,
player,201410260nor,gnb,QuarAn00,offense,31,,,,,
player,201410260nor,gnb,QuarAn00,off_pct,46%,,,,,
player,201410260nor,gnb,QuarAn00,defense,0,,,,,
player,201410260nor,gnb,QuarAn00,def_pct,0%,,,,,
player,201410260nor,gnb,QuarAn00,special_teams,8,,,,,
player,201410260nor,gnb,QuarAn00,st_pct,30%,,,,,
player,201410260nor,gnb,StarJa00,pos,RB,,,,,
player,201410260nor,gnb,StarJa00,offense,14,,,,,
player,201410260nor,gnb,StarJa00,off_pct,21%,,,,,
player,201410260nor,gnb,StarJa00,defense,0,,,,,
player,201410260nor,gnb,StarJa00,def_pct,0%,,,,,
player,201410260nor,gnb,StarJa00,special_teams,0,,,,,
player,201410260nor,gnb,StarJa00,st_pct,0%,,,,,
player,201410260nor,gnb,BoykJa00,pos,WR,,,,,
player,201410260nor,gnb,BoykJa00,offense,8,,,,,
player,201410260nor,gnb,BoykJa00,off_pct,12%,,,,,
player,201410260nor,gnb,BoykJa00,defense,0,,,,,
player,201410260nor,gnb,BoykJa00,def_pct,0%,,,,,
player,201410260nor,gnb,BoykJa00,special_teams,0,,,,,
player,201410260nor,gnb,BoykJa00,st_pct,0%,,,,,
player,201410260nor,gnb,LangT.20,pos,G,,,,,
player,201410260nor,gnb,LangT.20,offense,5,,,,,
player,201410260nor,gnb,LangT.20,off_pct,7%,,,,,
player,201410260nor,gnb,LangT.20,defense,0,,,,,
player,201410260nor,gnb,LangT.20,def_pct,0%,,,,,
player,201410260nor,gnb,LangT.20,special_teams,1,,,,,
player,201410260nor,gnb,LangT.20,st_pct,4%,,,,,
player,201410260nor,gnb,FlynMa00,pos,QB,,,,,
player,201410260nor,gnb,FlynMa00,offense,4,,,,,
player,201410260nor,gnb,FlynMa00,off_pct,6%,,,,,
player,201410260nor,gnb,FlynMa00,defense,0,,,,,
player,201410260nor,gnb,FlynMa00,def_pct,0%,,,,,
player,201410260nor,gnb,FlynMa00,special_teams,0,,,,,
player,201410260nor,gnb,FlynMa00,st_pct,0%,,,,,
player,201410260nor,gnb,BostBr00,pos,TE,,,,,
player,201410260nor,gnb,BostBr00,offense,3,,,,,
player,201410260nor,gnb,BostBr00,off_pct,4%,,,,,
player,201410260nor,gnb,BostBr00,defense,0,,,,,
player,201410260nor,gnb,BostBr00,def_pct,0%,,,,,
player,201410260nor,gnb,BostBr00,special_teams,14,,,,,
player,201410260nor,gnb,BostBr00,st_pct,52%,,,,,
