game,2014,12,20141123,201411230phi,oti,"Tennessee Titans",24,phi,"Philadelphia Eagles",43
player,201411230phi,phi,KendMy00,st_pct,0%,,,,,
player,201411230phi,phi,ColeTr20,pos,LB,,,,,
player,201411230phi,phi,ColeTr20,offense,0,,,,,
player,201411230phi,phi,ColeTr20,off_pct,0%,,,,,
player,201411230phi,phi,ColeTr20,defense,45,,,,,
player,201411230phi,phi,ColeTr20,def_pct,65%,,,,,
player,201411230phi,phi,ColeTr20,special_teams,4,,,,,
player,201411230phi,phi,ColeTr20,st_pct,11%,,,,,
player,201411230phi,phi,CoxxFl00,pos,DE,,,,,
player,201411230phi,phi,CoxxFl00,offense,0,,,,,
player,201411230phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201411230phi,phi,CoxxFl00,defense,43,,,,,
player,201411230phi,phi,CoxxFl00,def_pct,62%,,,,,
player,201411230phi,phi,CoxxFl00,special_teams,0,,,,,
player,201411230phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201411230phi,phi,MattCa00,pos,LB,,,,,
player,201411230phi,phi,MattCa00,offense,0,,,,,
player,201411230phi,phi,MattCa00,off_pct,0%,,,,,
player,201411230phi,phi,MattCa00,defense,42,,,,,
player,201411230phi,phi,MattCa00,def_pct,61%,,,,,
player,201411230phi,phi,MattCa00,special_teams,10,,,,,
player,201411230phi,phi,MattCa00,st_pct,26%,,,,,
player,201411230phi,phi,BoykBr00,pos,CB,,,,,
player,201411230phi,phi,BoykBr00,offense,0,,,,,
player,201411230phi,phi,BoykBr00,off_pct,0%,,,,,
player,201411230phi,phi,BoykBr00,defense,40,,,,,
player,201411230phi,phi,BoykBr00,def_pct,58%,,,,,
player,201411230phi,phi,BoykBr00,special_teams,6,,,,,
player,201411230phi,phi,BoykBr00,st_pct,16%,,,,,
player,201411230phi,phi,LogaBe00,pos,NT,,,,,
player,201411230phi,phi,LogaBe00,offense,0,,,,,
player,201411230phi,phi,LogaBe00,off_pct,0%,,,,,
player,201411230phi,phi,LogaBe00,defense,35,,,,,
player,201411230phi,phi,LogaBe00,def_pct,51%,,,,,
player,201411230phi,phi,LogaBe00,special_teams,14,,,,,
player,201411230phi,phi,LogaBe00,st_pct,37%,,,,,
player,201411230phi,phi,GrahBr99,pos,LB,,,,,
player,201411230phi,phi,GrahBr99,offense,0,,,,,
player,201411230phi,phi,GrahBr99,off_pct,0%,,,,,
player,201411230phi,phi,GrahBr99,defense,28,,,,,
player,201411230phi,phi,GrahBr99,def_pct,41%,,,,,
player,201411230phi,phi,GrahBr99,special_teams,19,,,,,
player,201411230phi,phi,GrahBr99,st_pct,50%,,,,,
player,201411230phi,phi,ThorCe00,pos,DE,,,,,
player,201411230phi,phi,ThorCe00,offense,0,,,,,
player,201411230phi,phi,ThorCe00,off_pct,0%,,,,,
player,201411230phi,phi,ThorCe00,defense,28,,,,,
player,201411230phi,phi,ThorCe00,def_pct,41%,,,,,
player,201411230phi,phi,ThorCe00,special_teams,4,,,,,
player,201411230phi,phi,ThorCe00,st_pct,11%,,,,,
player,201411230phi,phi,CarrNo00,pos,CB,,,,,
player,201411230phi,phi,CarrNo00,offense,0,,,,,
player,201411230phi,phi,CarrNo00,off_pct,0%,,,,,
player,201411230phi,phi,CarrNo00,defense,26,,,,,
player,201411230phi,phi,CarrNo00,def_pct,38%,,,,,
player,201411230phi,phi,CarrNo00,special_teams,21,,,,,
player,201411230phi,phi,CarrNo00,st_pct,55%,,,,,
player,201411230phi,phi,CurrVi00,pos,DE,,,,,
player,201411230phi,phi,CurrVi00,offense,0,,,,,
player,201411230phi,phi,CurrVi00,off_pct,0%,,,,,
player,201411230phi,phi,CurrVi00,defense,24,,,,,
player,201411230phi,phi,CurrVi00,def_pct,35%,,,,,
player,201411230phi,phi,CurrVi00,special_teams,0,,,,,
player,201411230phi,phi,CurrVi00,st_pct,0%,,,,,
player,201411230phi,phi,AlleBe00,pos,NT,,,,,
player,201411230phi,phi,AlleBe00,offense,0,,,,,
player,201411230phi,phi,AlleBe00,off_pct,0%,,,,,
player,201411230phi,phi,AlleBe00,defense,20,,,,,
player,201411230phi,phi,AlleBe00,def_pct,29%,,,,,
player,201411230phi,phi,AlleBe00,special_teams,10,,,,,
player,201411230phi,phi,AlleBe00,st_pct,26%,,,,,
player,201411230phi,phi,BairBr00,pos,DE,,,,,
player,201411230phi,phi,BairBr00,offense,0,,,,,
player,201411230phi,phi,BairBr00,off_pct,0%,,,,,
player,201411230phi,phi,BairBr00,defense,17,,,,,
player,201411230phi,phi,BairBr00,def_pct,25%,,,,,
player,201411230phi,phi,BairBr00,special_teams,14,,,,,
player,201411230phi,phi,BairBr00,st_pct,37%,,,,,
player,201411230phi,phi,SmitMa03,pos,LB,,,,,
player,201411230phi,phi,SmitMa03,offense,0,,,,,
player,201411230phi,phi,SmitMa03,off_pct,0%,,,,,
player,201411230phi,phi,SmitMa03,defense,14,,,,,
player,201411230phi,phi,SmitMa03,def_pct,20%,,,,,
player,201411230phi,phi,SmitMa03,special_teams,0,,,,,
player,201411230phi,phi,SmitMa03,st_pct,0%,,,,,
player,201411230phi,phi,ProsCh00,pos,FS,,,,,
player,201411230phi,phi,ProsCh00,offense,0,,,,,
player,201411230phi,phi,ProsCh00,off_pct,0%,,,,,
player,201411230phi,phi,ProsCh00,defense,12,,,,,
player,201411230phi,phi,ProsCh00,def_pct,17%,,,,,
player,201411230phi,phi,ProsCh00,special_teams,24,,,,,
player,201411230phi,phi,ProsCh00,st_pct,63%,,,,,
player,201411230phi,phi,AchoEm00,pos,LB,,,,,
player,201411230phi,phi,AchoEm00,offense,0,,,,,
player,201411230phi,phi,AchoEm00,off_pct,0%,,,,,
player,201411230phi,phi,AchoEm00,defense,9,,,,,
player,201411230phi,phi,AchoEm00,def_pct,13%,,,,,
player,201411230phi,phi,AchoEm00,special_teams,3,,,,,
player,201411230phi,phi,AchoEm00,st_pct,8%,,,,,
player,201411230phi,phi,MaraCh99,pos,FS,,,,,
player,201411230phi,phi,MaraCh99,offense,0,,,,,
player,201411230phi,phi,MaraCh99,off_pct,0%,,,,,
player,201411230phi,phi,MaraCh99,defense,6,,,,,
player,201411230phi,phi,MaraCh99,def_pct,9%,,,,,
player,201411230phi,phi,MaraCh99,special_teams,28,,,,,
player,201411230phi,phi,MaraCh99,st_pct,74%,,,,,
player,201411230phi,phi,BramBr00,pos,LB,,,,,
player,201411230phi,phi,BramBr00,offense,0,,,,,
player,201411230phi,phi,BramBr00,off_pct,0%,,,,,
player,201411230phi,phi,BramBr00,defense,5,,,,,
player,201411230phi,phi,BramBr00,def_pct,7%,,,,,
player,201411230phi,phi,BramBr00,special_teams,28,,,,,
player,201411230phi,phi,BramBr00,st_pct,74%,,,,,
player,201411230phi,phi,BurtTr01,pos,TE,,,,,
player,201411230phi,phi,BurtTr01,offense,0,,,,,
player,201411230phi,phi,BurtTr01,off_pct,0%,,,,,
player,201411230phi,phi,BurtTr01,defense,0,,,,,
player,201411230phi,phi,BurtTr01,def_pct,0%,,,,,
player,201411230phi,phi,BurtTr01,special_teams,23,,,,,
player,201411230phi,phi,BurtTr01,st_pct,61%,,,,,
player,201411230phi,phi,ParkCo03,pos,K,,,,,
player,201411230phi,phi,ParkCo03,offense,0,,,,,
player,201411230phi,phi,ParkCo03,off_pct,0%,,,,,
player,201411230phi,phi,ParkCo03,defense,0,,,,,
player,201411230phi,phi,ParkCo03,def_pct,0%,,,,,
player,201411230phi,phi,ParkCo03,special_teams,20,,,,,
player,201411230phi,phi,ParkCo03,st_pct,53%,,,,,
player,201411230phi,phi,JoneDo21,pos,P,,,,,
player,201411230phi,phi,JoneDo21,offense,0,,,,,
player,201411230phi,phi,JoneDo21,off_pct,0%,,,,,
player,201411230phi,phi,JoneDo21,defense,0,,,,,
player,201411230phi,phi,JoneDo21,def_pct,0%,,,,,
player,201411230phi,phi,JoneDo21,special_teams,13,,,,,
player,201411230phi,phi,JoneDo21,st_pct,34%,,,,,
player,201411230phi,phi,DoreJo20,pos,LS,,,,,
player,201411230phi,phi,DoreJo20,offense,0,,,,,
player,201411230phi,phi,DoreJo20,off_pct,0%,,,,,
player,201411230phi,phi,DoreJo20,defense,0,,,,,
player,201411230phi,phi,DoreJo20,def_pct,0%,,,,,
player,201411230phi,phi,DoreJo20,special_teams,13,,,,,
player,201411230phi,phi,DoreJo20,st_pct,34%,,,,,
player,201411230phi,oti,WarmCh00,pos,G,,,,,
player,201411230phi,oti,WarmCh00,offense,69,,,,,
player,201411230phi,oti,WarmCh00,off_pct,100%,,,,,
player,201411230phi,oti,WarmCh00,defense,0,,,,,
player,201411230phi,oti,WarmCh00,def_pct,0%,,,,,
player,201411230phi,oti,WarmCh00,special_teams,4,,,,,
player,201411230phi,oti,WarmCh00,st_pct,11%,,,,,
player,201411230phi,oti,OherMi20,pos,T,,,,,
player,201411230phi,oti,OherMi20,offense,69,,,,,
player,201411230phi,oti,OherMi20,off_pct,100%,,,,,
player,201411230phi,oti,OherMi20,defense,0,,,,,
player,201411230phi,oti,OherMi20,def_pct,0%,,,,,
player,201411230phi,oti,OherMi20,special_teams,0,,,,,
player,201411230phi,oti,OherMi20,st_pct,0%,,,,,
player,201411230phi,oti,LeviAn20,pos,G,,,,,
player,201411230phi,oti,LeviAn20,offense,69,,,,,
player,201411230phi,oti,LeviAn20,off_pct,100%,,,,,
player,201411230phi,oti,LeviAn20,defense,0,,,,,
player,201411230phi,oti,LeviAn20,def_pct,0%,,,,,
player,201411230phi,oti,LeviAn20,special_teams,0,,,,,
player,201411230phi,oti,LeviAn20,st_pct,0%,,,,,
player,201411230phi,oti,MettZa00,pos,QB,,,,,
player,201411230phi,oti,MettZa00,offense,69,,,,,
player,201411230phi,oti,MettZa00,off_pct,100%,,,,,
player,201411230phi,oti,MettZa00,defense,0,,,,,
player,201411230phi,oti,MettZa00,def_pct,0%,,,,,
player,201411230phi,oti,MettZa00,special_teams,0,,,,,
player,201411230phi,oti,MettZa00,st_pct,0%,,,,,
player,201411230phi,oti,SchwBr00,pos,C,,,,,
player,201411230phi,oti,SchwBr00,offense,66,,,,,
player,201411230phi,oti,SchwBr00,off_pct,96%,,,,,
player,201411230phi,oti,SchwBr00,defense,0,,,,,
player,201411230phi,oti,SchwBr00,def_pct,0%,,,,,
player,201411230phi,oti,SchwBr00,special_teams,4,,,,,
player,201411230phi,oti,SchwBr00,st_pct,11%,,,,,
player,201411230phi,oti,HuntJu00,pos,WR,,,,,
player,201411230phi,oti,HuntJu00,offense,64,,,,,
player,201411230phi,oti,HuntJu00,off_pct,93%,,,,,
player,201411230phi,oti,HuntJu00,defense,0,,,,,
player,201411230phi,oti,HuntJu00,def_pct,0%,,,,,
player,201411230phi,oti,HuntJu00,special_teams,0,,,,,
player,201411230phi,oti,HuntJu00,st_pct,0%,,,,,
player,201411230phi,oti,LewaTa00,pos,T,,,,,
player,201411230phi,oti,LewaTa00,offense,52,,,,,
player,201411230phi,oti,LewaTa00,off_pct,75%,,,,,
player,201411230phi,oti,LewaTa00,defense,0,,,,,
player,201411230phi,oti,LewaTa00,def_pct,0%,,,,,
player,201411230phi,oti,LewaTa00,special_teams,3,,,,,
player,201411230phi,oti,LewaTa00,st_pct,8%,,,,,
player,201411230phi,oti,WalkHu00,pos,TE,,,,,
player,201411230phi,oti,WalkHu00,offense,51,,,,,
player,201411230phi,oti,WalkHu00,off_pct,74%,,,,,
player,201411230phi,oti,WalkHu00,defense,0,,,,,
player,201411230phi,oti,WalkHu00,def_pct,0%,,,,,
player,201411230phi,oti,WalkHu00,special_teams,0,,,,,
player,201411230phi,oti,WalkHu00,st_pct,0%,,,,,
player,201411230phi,oti,WrigKe01,pos,WR,,,,,
player,201411230phi,oti,WrigKe01,offense,49,,,,,
player,201411230phi,oti,WrigKe01,off_pct,71%,,,,,
player,201411230phi,oti,WrigKe01,defense,0,,,,,
player,201411230phi,oti,WrigKe01,def_pct,0%,,,,,
player,201411230phi,oti,WrigKe01,special_teams,0,,,,,
player,201411230phi,oti,WrigKe01,st_pct,0%,,,,,
player,201411230phi,oti,WashNa00,pos,WR,,,,,
player,201411230phi,oti,WashNa00,offense,40,,,,,
player,201411230phi,oti,WashNa00,off_pct,58%,,,,,
player,201411230phi,oti,WashNa00,defense,0,,,,,
player,201411230phi,oti,WashNa00,def_pct,0%,,,,,
player,201411230phi,oti,WashNa00,special_teams,0,,,,,
player,201411230phi,oti,WashNa00,st_pct,0%,,,,,
player,201411230phi,oti,StinBy00,pos,T,,,,,
player,201411230phi,oti,StinBy00,offense,28,,,,,
player,201411230phi,oti,StinBy00,off_pct,41%,,,,,
player,201411230phi,oti,StinBy00,defense,0,,,,,
player,201411230phi,oti,StinBy00,def_pct,0%,,,,,
player,201411230phi,oti,StinBy00,special_teams,4,,,,,
player,201411230phi,oti,StinBy00,st_pct,11%,,,,,
player,201411230phi,oti,BracBr00,pos,TE,,,,,
player,201411230phi,oti,BracBr00,offense,26,,,,,
player,201411230phi,oti,BracBr00,off_pct,38%,,,,,
player,201411230phi,oti,BracBr00,defense,0,,,,,
player,201411230phi,oti,BracBr00,def_pct,0%,,,,,
player,201411230phi,oti,BracBr00,special_teams,16,,,,,
player,201411230phi,oti,BracBr00,st_pct,42%,,,,,
player,201411230phi,oti,McClDe00,pos,RB,,,,,
player,201411230phi,oti,McClDe00,offense,26,,,,,
player,201411230phi,oti,McClDe00,off_pct,38%,,,,,
player,201411230phi,oti,McClDe00,defense,0,,,,,
player,201411230phi,oti,McClDe00,def_pct,0%,,,,,
player,201411230phi,oti,McClDe00,special_teams,2,,,,,
player,201411230phi,oti,McClDe00,st_pct,5%,,,,,
player,201411230phi,oti,SankBi00,pos,RB,,,,,
player,201411230phi,oti,SankBi00,offense,22,,,,,
player,201411230phi,oti,SankBi00,off_pct,32%,,,,,
player,201411230phi,oti,SankBi00,defense,0,,,,,
player,201411230phi,oti,SankBi00,def_pct,0%,,,,,
player,201411230phi,oti,SankBi00,special_teams,4,,,,,
player,201411230phi,oti,SankBi00,st_pct,11%,,,,,
player,201411230phi,oti,CoffCh00,pos,TE,,,,,
player,201411230phi,oti,CoffCh00,offense,16,,,,,
player,201411230phi,oti,CoffCh00,off_pct,23%,,,,,
player,201411230phi,oti,CoffCh00,defense,0,,,,,
player,201411230phi,oti,CoffCh00,def_pct,0%,,,,,
player,201411230phi,oti,CoffCh00,special_teams,14,,,,,
player,201411230phi,oti,CoffCh00,st_pct,37%,,,,,
player,201411230phi,oti,WashLe00,pos,RB,,,,,
player,201411230phi,oti,WashLe00,offense,9,,,,,
player,201411230phi,oti,WashLe00,off_pct,13%,,,,,
player,201411230phi,oti,WashLe00,defense,0,,,,,
player,201411230phi,oti,WashLe00,def_pct,0%,,,,,
player,201411230phi,oti,WashLe00,special_teams,3,,,,,
player,201411230phi,oti,WashLe00,st_pct,8%,,,,,
player,201411230phi,oti,GreeSh00,pos,RB,,,,,
player,201411230phi,oti,GreeSh00,offense,9,,,,,
player,201411230phi,oti,GreeSh00,off_pct,13%,,,,,
player,201411230phi,oti,GreeSh00,defense,0,,,,,
player,201411230phi,oti,GreeSh00,def_pct,0%,,,,,
player,201411230phi,oti,GreeSh00,special_teams,0,,,,,
player,201411230phi,oti,GreeSh00,st_pct,0%,,,,,
player,201411230phi,oti,BattJa00,pos,TE,,,,,
player,201411230phi,oti,BattJa00,offense,8,,,,,
player,201411230phi,oti,BattJa00,off_pct,12%,,,,,
player,201411230phi,oti,BattJa00,defense,0,,,,,
player,201411230phi,oti,BattJa00,def_pct,0%,,,,,
player,201411230phi,oti,BattJa00,special_teams,23,,,,,
player,201411230phi,oti,BattJa00,st_pct,61%,,,,,
player,201411230phi,oti,HagaDe00,pos,WR,,,,,
player,201411230phi,oti,HagaDe00,offense,7,,,,,
player,201411230phi,oti,HagaDe00,off_pct,10%,,,,,
player,201411230phi,oti,HagaDe00,defense,0,,,,,
player,201411230phi,oti,HagaDe00,def_pct,0%,,,,,
player,201411230phi,oti,HagaDe00,special_teams,23,,,,,
player,201411230phi,oti,HagaDe00,st_pct,61%,,,,,
player,201411230phi,oti,AndrAn00,pos,RB,,,,,
player,201411230phi,oti,AndrAn00,offense,5,,,,,
player,201411230phi,oti,AndrAn00,off_pct,7%,,,,,
player,201411230phi,oti,AndrAn00,defense,0,,,,,
player,201411230phi,oti,AndrAn00,def_pct,0%,,,,,
player,201411230phi,oti,AndrAn00,special_teams,3,,,,,
player,201411230phi,oti,AndrAn00,st_pct,8%,,,,,
player,201411230phi,oti,SpenCh21,pos,G,,,,,
player,201411230phi,oti,SpenCh21,offense,3,,,,,
player,201411230phi,oti,SpenCh21,off_pct,4%,,,,,
player,201411230phi,oti,SpenCh21,defense,0,,,,,
player,201411230phi,oti,SpenCh21,def_pct,0%,,,,,
player,201411230phi,oti,SpenCh21,special_teams,4,,,,,
player,201411230phi,oti,SpenCh21,st_pct,11%,,,,,
player,201411230phi,oti,KlugKa00,pos,DT,,,,,
player,201411230phi,oti,KlugKa00,offense,2,,,,,
player,201411230phi,oti,KlugKa00,off_pct,3%,,,,,
player,201411230phi,oti,KlugKa00,defense,31,,,,,
player,201411230phi,oti,KlugKa00,def_pct,35%,,,,,
player,201411230phi,oti,KlugKa00,special_teams,16,,,,,
player,201411230phi,oti,KlugKa00,st_pct,42%,,,,,
player,201411230phi,oti,SensCo00,pos,CB,,,,,
player,201411230phi,oti,SensCo00,offense,0,,,,,
player,201411230phi,oti,SensCo00,off_pct,0%,,,,,
player,201411230phi,oti,SensCo00,defense,88,,,,,
player,201411230phi,oti,SensCo00,def_pct,100%,,,,,
player,201411230phi,oti,SensCo00,special_teams,16,,,,,
player,201411230phi,oti,SensCo00,st_pct,42%,,,,,
player,201411230phi,oti,McCoJa99,pos,CB,,,,,
player,201411230phi,oti,McCoJa99,offense,0,,,,,
player,201411230phi,oti,McCoJa99,off_pct,0%,,,,,
player,201411230phi,oti,McCoJa99,defense,88,,,,,
player,201411230phi,oti,McCoJa99,def_pct,100%,,,,,
player,201411230phi,oti,McCoJa99,special_teams,11,,,,,
player,201411230phi,oti,McCoJa99,st_pct,29%,,,,,
player,201411230phi,oti,GrifMi99,pos,FS,,,,,
player,201411230phi,oti,GrifMi99,offense,0,,,,,
player,201411230phi,oti,GrifMi99,off_pct,0%,,,,,
player,201411230phi,oti,GrifMi99,defense,79,,,,,
player,201411230phi,oti,GrifMi99,def_pct,90%,,,,,
player,201411230phi,oti,GrifMi99,special_teams,8,,,,,
player,201411230phi,oti,GrifMi99,st_pct,21%,,,,,
player,201411230phi,oti,MorgDe99,pos,LB,,,,,
player,201411230phi,oti,MorgDe99,offense,0,,,,,
player,201411230phi,oti,MorgDe99,off_pct,0%,,,,,
player,201411230phi,oti,MorgDe99,defense,75,,,,,
player,201411230phi,oti,MorgDe99,def_pct,85%,,,,,
player,201411230phi,oti,MorgDe99,special_teams,10,,,,,
player,201411230phi,oti,MorgDe99,st_pct,26%,,,,,
player,201411230phi,oti,WoodWe20,pos,LB,,,,,
player,201411230phi,oti,WoodWe20,offense,0,,,,,
player,201411230phi,oti,WoodWe20,off_pct,0%,,,,,
player,201411230phi,oti,WoodWe20,defense,72,,,,,
player,201411230phi,oti,WoodWe20,def_pct,82%,,,,,
player,201411230phi,oti,WoodWe20,special_teams,13,,,,,
player,201411230phi,oti,WoodWe20,st_pct,34%,,,,,
player,201411230phi,oti,GheeBr99,pos,CB,,,,,
player,201411230phi,oti,GheeBr99,offense,0,,,,,
player,201411230phi,oti,GheeBr99,off_pct,0%,,,,,
player,201411230phi,oti,GheeBr99,defense,71,,,,,
player,201411230phi,oti,GheeBr99,def_pct,81%,,,,,
player,201411230phi,oti,GheeBr99,special_teams,12,,,,,
player,201411230phi,oti,GheeBr99,st_pct,32%,,,,,
player,201411230phi,oti,CaseJu00,pos,DT,,,,,
player,201411230phi,oti,CaseJu00,offense,0,,,,,
player,201411230phi,oti,CaseJu00,off_pct,0%,,,,,
player,201411230phi,oti,CaseJu00,defense,70,,,,,
player,201411230phi,oti,CaseJu00,def_pct,80%,,,,,
player,201411230phi,oti,CaseJu00,special_teams,10,,,,,
player,201411230phi,oti,CaseJu00,st_pct,26%,,,,,
player,201411230phi,oti,WillAv00,pos,LB,,,,,
player,201411230phi,oti,WillAv00,offense,0,,,,,
player,201411230phi,oti,WillAv00,off_pct,0%,,,,,
player,201411230phi,oti,WillAv00,defense,67,,,,,
player,201411230phi,oti,WillAv00,def_pct,76%,,,,,
player,201411230phi,oti,WillAv00,special_teams,19,,,,,
player,201411230phi,oti,WillAv00,st_pct,50%,,,,,
player,201411230phi,oti,WilsGe01,pos,FS,,,,,
player,201411230phi,oti,WilsGe01,offense,0,,,,,
player,201411230phi,oti,WilsGe01,off_pct,0%,,,,,
player,201411230phi,oti,WilsGe01,defense,55,,,,,
player,201411230phi,oti,WilsGe01,def_pct,62%,,,,,
player,201411230phi,oti,WilsGe01,special_teams,17,,,,,
player,201411230phi,oti,WilsGe01,st_pct,45%,,,,,
player,201411230phi,oti,HillSa99,pos,NT,,,,,
player,201411230phi,oti,HillSa99,offense,0,,,,,
player,201411230phi,oti,HillSa99,off_pct,0%,,,,,
player,201411230phi,oti,HillSa99,defense,52,,,,,
player,201411230phi,oti,HillSa99,def_pct,59%,,,,,
player,201411230phi,oti,HillSa99,special_teams,9,,,,,
player,201411230phi,oti,HillSa99,st_pct,24%,,,,,
player,201411230phi,oti,PhilSh20,pos,LB,,,,,
player,201411230phi,oti,PhilSh20,offense,0,,,,,
player,201411230phi,oti,PhilSh20,off_pct,0%,,,,,
player,201411230phi,oti,PhilSh20,defense,50,,,,,
player,201411230phi,oti,PhilSh20,def_pct,57%,,,,,
player,201411230phi,oti,PhilSh20,special_teams,6,,,,,
player,201411230phi,oti,PhilSh20,st_pct,16%,,,,,
player,201411230phi,oti,MartMi01,pos,DT,,,,,
player,201411230phi,oti,MartMi01,offense,0,,,,,
player,201411230phi,oti,MartMi01,off_pct,0%,,,,,
player,201411230phi,oti,MartMi01,defense,43,,,,,
player,201411230phi,oti,MartMi01,def_pct,49%,,,,,
player,201411230phi,oti,MartMi01,special_teams,19,,,,,
player,201411230phi,oti,MartMi01,st_pct,50%,,,,,
player,201411230phi,oti,GrovQu99,pos,LB,,,,,
player,201411230phi,oti,GrovQu99,offense,0,,,,,
player,201411230phi,oti,GrovQu99,off_pct,0%,,,,,
player,201411230phi,oti,GrovQu99,defense,30,,,,,
player,201411230phi,oti,GrovQu99,def_pct,34%,,,,,
player,201411230phi,oti,GrovQu99,special_teams,16,,,,,
player,201411230phi,oti,GrovQu99,st_pct,42%,,,,,
player,201411230phi,oti,StafDa00,pos,SS,,,,,
player,201411230phi,oti,StafDa00,offense,0,,,,,
player,201411230phi,oti,StafDa00,off_pct,0%,,,,,
player,201411230phi,oti,StafDa00,defense,25,,,,,
player,201411230phi,oti,StafDa00,def_pct,28%,,,,,
player,201411230phi,oti,StafDa00,special_teams,28,,,,,
player,201411230phi,oti,StafDa00,st_pct,74%,,,,,
player,201411230phi,oti,WimbKa20,pos,LB,,,,,
player,201411230phi,oti,WimbKa20,offense,0,,,,,
player,201411230phi,oti,WimbKa20,off_pct,0%,,,,,
player,201411230phi,oti,WimbKa20,defense,21,,,,,
player,201411230phi,oti,WimbKa20,def_pct,24%,,,,,
player,201411230phi,oti,WimbKa20,special_teams,10,,,,,
player,201411230phi,oti,WimbKa20,st_pct,26%,,,,,
player,201411230phi,oti,WoodAl99,pos,NT,,,,,
player,201411230phi,oti,WoodAl99,offense,0,,,,,
player,201411230phi,oti,WoodAl99,off_pct,0%,,,,,
player,201411230phi,oti,WoodAl99,defense,17,,,,,
player,201411230phi,oti,WoodAl99,def_pct,19%,,,,,
player,201411230phi,oti,WoodAl99,special_teams,3,,,,,
player,201411230phi,oti,WoodAl99,st_pct,8%,,,,,
player,201411230phi,oti,JoneDa04,pos,DE,,,,,
player,201411230phi,oti,JoneDa04,offense,0,,,,,
player,201411230phi,oti,JoneDa04,off_pct,0%,,,,,
player,201411230phi,oti,JoneDa04,defense,15,,,,,
player,201411230phi,oti,JoneDa04,def_pct,17%,,,,,
player,201411230phi,oti,JoneDa04,special_teams,1,,,,,
player,201411230phi,oti,JoneDa04,st_pct,3%,,,,,
player,201411230phi,oti,GoodZa00,pos,LB,,,,,
player,201411230phi,oti,GoodZa00,offense,0,,,,,
player,201411230phi,oti,GoodZa00,off_pct,0%,,,,,
player,201411230phi,oti,GoodZa00,defense,12,,,,,
player,201411230phi,oti,GoodZa00,def_pct,14%,,,,,
player,201411230phi,oti,GoodZa00,special_teams,23,,,,,
player,201411230phi,oti,GoodZa00,st_pct,61%,,,,,
player,201411230phi,oti,HarrBr00,pos,CB,,,,,
player,201411230phi,oti,HarrBr00,offense,0,,,,,
player,201411230phi,oti,HarrBr00,off_pct,0%,,,,,
player,201411230phi,oti,HarrBr00,defense,8,,,,,
player,201411230phi,oti,HarrBr00,def_pct,9%,,,,,
player,201411230phi,oti,HarrBr00,special_teams,18,,,,,
player,201411230phi,oti,HarrBr00,st_pct,47%,,,,,
player,201411230phi,oti,StapJu00,pos,LB,,,,,
player,201411230phi,oti,StapJu00,offense,0,,,,,
player,201411230phi,oti,StapJu00,off_pct,0%,,,,,
player,201411230phi,oti,StapJu00,defense,0,,,,,
player,201411230phi,oti,StapJu00,def_pct,0%,,,,,
player,201411230phi,oti,StapJu00,special_teams,17,,,,,
player,201411230phi,oti,StapJu00,st_pct,45%,,,,,
player,201411230phi,oti,BrinBe00,pos,LS,,,,,
player,201411230phi,oti,BrinBe00,offense,0,,,,,
player,201411230phi,oti,BrinBe00,off_pct,0%,,,,,
player,201411230phi,oti,BrinBe00,defense,0,,,,,
player,201411230phi,oti,BrinBe00,def_pct,0%,,,,,
player,201411230phi,oti,BrinBe00,special_teams,10,,,,,
player,201411230phi,oti,BrinBe00,st_pct,26%,,,,,
player,201411230phi,oti,KernBr20,pos,P,,,,,
player,201411230phi,oti,KernBr20,offense,0,,,,,
player,201411230phi,oti,KernBr20,off_pct,0%,,,,,
player,201411230phi,oti,KernBr20,defense,0,,,,,
player,201411230phi,oti,KernBr20,def_pct,0%,,,,,
player,201411230phi,oti,KernBr20,special_teams,10,,,,,
player,201411230phi,oti,KernBr20,st_pct,26%,,,,,
player,201411230phi,oti,SuccRy44,pos,K,,,,,
player,201411230phi,oti,SuccRy44,offense,0,,,,,
player,201411230phi,oti,SuccRy44,off_pct,0%,,,,,
player,201411230phi,oti,SuccRy44,defense,0,,,,,
player,201411230phi,oti,SuccRy44,def_pct,0%,,,,,
player,201411230phi,oti,SuccRy44,special_teams,9,,,,,
player,201411230phi,oti,SuccRy44,st_pct,24%,,,,,
