game,2014,12,20141124,201411240nor,rav,"Baltimore Ravens",34,nor,"New Orleans Saints",27
player,201411240nor,rav,SmitTo02,pass_cmp,0,,,,,
player,201411240nor,rav,SmitTo02,pass_att,0,,,,,
player,201411240nor,rav,SmitTo02,pass_yds,0,,,,,
player,201411240nor,rav,SmitTo02,pass_td,0,,,,,
player,201411240nor,rav,SmitTo02,pass_int,0,,,,,
player,201411240nor,rav,SmitTo02,pass_sacked,0,,,,,
player,201411240nor,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201411240nor,rav,SmitTo02,pass_long,0,,,,,
player,201411240nor,rav,SmitTo02,pass_rating,,,,,,
player,201411240nor,rav,SmitTo02,rush_att,0,,,,,
player,201411240nor,rav,SmitTo02,rush_yds,0,,,,,
player,201411240nor,rav,SmitTo02,rush_td,0,,,,,
player,201411240nor,rav,SmitTo02,rush_long,0,,,,,
player,201411240nor,rav,SmitTo02,targets,6,,,,,
player,201411240nor,rav,SmitTo02,rec,5,,,,,
player,201411240nor,rav,SmitTo02,rec_yds,98,,,,,
player,201411240nor,rav,SmitTo02,rec_td,0,,,,,
player,201411240nor,rav,SmitTo02,rec_long,40,,,,,
player,201411240nor,rav,SmitTo02,fumbles,0,,,,,
player,201411240nor,rav,SmitTo02,fumbles_lost,0,,,,,
player,201411240nor,rav,SmitSt01,pass_cmp,0,,,,,
player,201411240nor,rav,SmitSt01,pass_att,0,,,,,
player,201411240nor,rav,SmitSt01,pass_yds,0,,,,,
player,201411240nor,rav,SmitSt01,pass_td,0,,,,,
player,201411240nor,rav,SmitSt01,pass_int,0,,,,,
player,201411240nor,rav,SmitSt01,pass_sacked,0,,,,,
player,201411240nor,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201411240nor,rav,SmitSt01,pass_long,0,,,,,
player,201411240nor,rav,SmitSt01,pass_rating,,,,,,
player,201411240nor,rav,SmitSt01,rush_att,0,,,,,
player,201411240nor,rav,SmitSt01,rush_yds,0,,,,,
player,201411240nor,rav,SmitSt01,rush_td,0,,,,,
player,201411240nor,rav,SmitSt01,rush_long,0,,,,,
player,201411240nor,rav,SmitSt01,targets,6,,,,,
player,201411240nor,rav,SmitSt01,rec,4,,,,,
player,201411240nor,rav,SmitSt01,rec_yds,89,,,,,
player,201411240nor,rav,SmitSt01,rec_td,1,,,,,
player,201411240nor,rav,SmitSt01,rec_long,40,,,,,
player,201411240nor,rav,SmitSt01,fumbles,0,,,,,
player,201411240nor,rav,SmitSt01,fumbles_lost,0,,,,,
player,201411240nor,rav,JuszKy00,pass_cmp,0,,,,,
player,201411240nor,rav,JuszKy00,pass_att,0,,,,,
player,201411240nor,rav,JuszKy00,pass_yds,0,,,,,
player,201411240nor,rav,JuszKy00,pass_td,0,,,,,
player,201411240nor,rav,JuszKy00,pass_int,0,,,,,
player,201411240nor,rav,JuszKy00,pass_sacked,0,,,,,
player,201411240nor,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201411240nor,rav,JuszKy00,pass_long,0,,,,,
player,201411240nor,rav,JuszKy00,pass_rating,,,,,,
player,201411240nor,rav,JuszKy00,rush_att,0,,,,,
player,201411240nor,rav,JuszKy00,rush_yds,0,,,,,
player,201411240nor,rav,JuszKy00,rush_td,0,,,,,
player,201411240nor,rav,JuszKy00,rush_long,0,,,,,
player,201411240nor,rav,JuszKy00,targets,3,,,,,
player,201411240nor,rav,JuszKy00,rec,3,,,,,
player,201411240nor,rav,JuszKy00,rec_yds,21,,,,,
player,201411240nor,rav,JuszKy00,rec_td,0,,,,,
player,201411240nor,rav,JuszKy00,rec_long,8,,,,,
player,201411240nor,rav,JuszKy00,fumbles,1,,,,,
player,201411240nor,rav,JuszKy00,fumbles_lost,1,,,,,
player,201411240nor,rav,BrowMa00,pass_cmp,0,,,,,
player,201411240nor,rav,BrowMa00,pass_att,0,,,,,
player,201411240nor,rav,BrowMa00,pass_yds,0,,,,,
player,201411240nor,rav,BrowMa00,pass_td,0,,,,,
player,201411240nor,rav,BrowMa00,pass_int,0,,,,,
player,201411240nor,rav,BrowMa00,pass_sacked,0,,,,,
player,201411240nor,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201411240nor,rav,BrowMa00,pass_long,0,,,,,
player,201411240nor,rav,BrowMa00,pass_rating,,,,,,
player,201411240nor,rav,BrowMa00,rush_att,0,,,,,
player,201411240nor,rav,BrowMa00,rush_yds,0,,,,,
player,201411240nor,rav,BrowMa00,rush_td,0,,,,,
player,201411240nor,rav,BrowMa00,rush_long,0,,,,,
player,201411240nor,rav,BrowMa00,targets,1,,,,,
player,201411240nor,rav,BrowMa00,rec,1,,,,,
player,201411240nor,rav,BrowMa00,rec_yds,14,,,,,
player,201411240nor,rav,BrowMa00,rec_td,0,,,,,
player,201411240nor,rav,BrowMa00,rec_long,14,,,,,
player,201411240nor,rav,BrowMa00,fumbles,0,,,,,
player,201411240nor,rav,BrowMa00,fumbles_lost,0,,,,,
player,201411240nor,rav,DaniOw00,pass_cmp,0,,,,,
player,201411240nor,rav,DaniOw00,pass_att,0,,,,,
player,201411240nor,rav,DaniOw00,pass_yds,0,,,,,
player,201411240nor,rav,DaniOw00,pass_td,0,,,,,
player,201411240nor,rav,DaniOw00,pass_int,0,,,,,
player,201411240nor,rav,DaniOw00,pass_sacked,0,,,,,
player,201411240nor,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201411240nor,rav,DaniOw00,pass_long,0,,,,,
player,201411240nor,rav,DaniOw00,pass_rating,,,,,,
player,201411240nor,rav,DaniOw00,rush_att,0,,,,,
player,201411240nor,rav,DaniOw00,rush_yds,0,,,,,
player,201411240nor,rav,DaniOw00,rush_td,0,,,,,
player,201411240nor,rav,DaniOw00,rush_long,0,,,,,
player,201411240nor,rav,DaniOw00,targets,5,,,,,
player,201411240nor,rav,DaniOw00,rec,2,,,,,
player,201411240nor,rav,DaniOw00,rec_yds,7,,,,,
player,201411240nor,rav,DaniOw00,rec_td,0,,,,,
player,201411240nor,rav,DaniOw00,rec_long,8,,,,,
player,201411240nor,rav,DaniOw00,fumbles,0,,,,,
player,201411240nor,rav,DaniOw00,fumbles_lost,0,,,,,
player,201411240nor,nor,BreeDr00,pass_cmp,35,,,,,
player,201411240nor,nor,BreeDr00,pass_att,45,,,,,
player,201411240nor,nor,BreeDr00,pass_yds,420,,,,,
player,201411240nor,nor,BreeDr00,pass_td,3,,,,,
player,201411240nor,nor,BreeDr00,pass_int,1,,,,,
player,201411240nor,nor,BreeDr00,pass_sacked,4,,,,,
player,201411240nor,nor,BreeDr00,pass_sacked_yds,21,,,,,
player,201411240nor,nor,BreeDr00,pass_long,62,,,,,
player,201411240nor,nor,BreeDr00,pass_rating,118.5,,,,,
player,201411240nor,nor,BreeDr00,rush_att,3,,,,,
player,201411240nor,nor,BreeDr00,rush_yds,15,,,,,
player,201411240nor,nor,BreeDr00,rush_td,0,,,,,
player,201411240nor,nor,BreeDr00,rush_long,9,,,,,
player,201411240nor,nor,BreeDr00,targets,0,,,,,
player,201411240nor,nor,BreeDr00,rec,0,,,,,
player,201411240nor,nor,BreeDr00,rec_yds,0,,,,,
player,201411240nor,nor,BreeDr00,rec_td,0,,,,,
player,201411240nor,nor,BreeDr00,rec_long,0,,,,,
player,201411240nor,nor,BreeDr00,fumbles,0,,,,,
player,201411240nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201411240nor,nor,MorgJo01,pass_cmp,0,,,,,
player,201411240nor,nor,MorgJo01,pass_att,0,,,,,
player,201411240nor,nor,MorgJo01,pass_yds,0,,,,,
player,201411240nor,nor,MorgJo01,pass_td,0,,,,,
player,201411240nor,nor,MorgJo01,pass_int,0,,,,,
player,201411240nor,nor,MorgJo01,pass_sacked,0,,,,,
player,201411240nor,nor,MorgJo01,pass_sacked_yds,0,,,,,
player,201411240nor,nor,MorgJo01,pass_long,0,,,,,
player,201411240nor,nor,MorgJo01,pass_rating,,,,,,
player,201411240nor,nor,MorgJo01,rush_att,1,,,,,
player,201411240nor,nor,MorgJo01,rush_yds,67,,,,,
player,201411240nor,nor,MorgJo01,rush_td,0,,,,,
player,201411240nor,nor,MorgJo01,rush_long,67,,,,,
player,201411240nor,nor,MorgJo01,targets,1,,,,,
player,201411240nor,nor,MorgJo01,rec,1,,,,,
player,201411240nor,nor,MorgJo01,rec_yds,62,,,,,
player,201411240nor,nor,MorgJo01,rec_td,0,,,,,
player,201411240nor,nor,MorgJo01,rec_long,62,,,,,
player,201411240nor,nor,MorgJo01,fumbles,0,,,,,
player,201411240nor,nor,MorgJo01,fumbles_lost,0,,,,,
player,201411240nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201411240nor,nor,IngrMa01,pass_att,0,,,,,
player,201411240nor,nor,IngrMa01,pass_yds,0,,,,,
player,201411240nor,nor,IngrMa01,pass_td,0,,,,,
player,201411240nor,nor,IngrMa01,pass_int,0,,,,,
player,201411240nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201411240nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201411240nor,nor,IngrMa01,pass_long,0,,,,,
player,201411240nor,nor,IngrMa01,pass_rating,,,,,,
player,201411240nor,nor,IngrMa01,rush_att,11,,,,,
player,201411240nor,nor,IngrMa01,rush_yds,27,,,,,
player,201411240nor,nor,IngrMa01,rush_td,0,,,,,
player,201411240nor,nor,IngrMa01,rush_long,9,,,,,
player,201411240nor,nor,IngrMa01,targets,2,,,,,
player,201411240nor,nor,IngrMa01,rec,2,,,,,
player,201411240nor,nor,IngrMa01,rec_yds,15,,,,,
player,201411240nor,nor,IngrMa01,rec_td,0,,,,,
player,201411240nor,nor,IngrMa01,rec_long,13,,,,,
player,201411240nor,nor,IngrMa01,fumbles,1,,,,,
player,201411240nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201411240nor,nor,ThomPi00,pass_cmp,0,,,,,
player,201411240nor,nor,ThomPi00,pass_att,0,,,,,
player,201411240nor,nor,ThomPi00,pass_yds,0,,,,,
player,201411240nor,nor,ThomPi00,pass_td,0,,,,,
player,201411240nor,nor,ThomPi00,pass_int,0,,,,,
player,201411240nor,nor,ThomPi00,pass_sacked,0,,,,,
player,201411240nor,nor,ThomPi00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,ThomPi00,pass_long,0,,,,,
player,201411240nor,nor,ThomPi00,pass_rating,,,,,,
player,201411240nor,nor,ThomPi00,rush_att,5,,,,,
player,201411240nor,nor,ThomPi00,rush_yds,19,,,,,
player,201411240nor,nor,ThomPi00,rush_td,0,,,,,
player,201411240nor,nor,ThomPi00,rush_long,5,,,,,
player,201411240nor,nor,ThomPi00,targets,8,,,,,
player,201411240nor,nor,ThomPi00,rec,6,,,,,
player,201411240nor,nor,ThomPi00,rec_yds,37,,,,,
player,201411240nor,nor,ThomPi00,rec_td,0,,,,,
player,201411240nor,nor,ThomPi00,rec_long,16,,,,,
player,201411240nor,nor,ThomPi00,fumbles,0,,,,,
player,201411240nor,nor,ThomPi00,fumbles_lost,0,,,,,
player,201411240nor,nor,ColsMa00,pass_cmp,0,,,,,
player,201411240nor,nor,ColsMa00,pass_att,0,,,,,
player,201411240nor,nor,ColsMa00,pass_yds,0,,,,,
player,201411240nor,nor,ColsMa00,pass_td,0,,,,,
player,201411240nor,nor,ColsMa00,pass_int,0,,,,,
player,201411240nor,nor,ColsMa00,pass_sacked,0,,,,,
player,201411240nor,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,ColsMa00,pass_long,0,,,,,
player,201411240nor,nor,ColsMa00,pass_rating,,,,,,
player,201411240nor,nor,ColsMa00,rush_att,0,,,,,
player,201411240nor,nor,ColsMa00,rush_yds,0,,,,,
player,201411240nor,nor,ColsMa00,rush_td,0,,,,,
player,201411240nor,nor,ColsMa00,rush_long,0,,,,,
player,201411240nor,nor,ColsMa00,targets,4,,,,,
player,201411240nor,nor,ColsMa00,rec,4,,,,,
player,201411240nor,nor,ColsMa00,rec_yds,82,,,,,
player,201411240nor,nor,ColsMa00,rec_td,1,,,,,
player,201411240nor,nor,ColsMa00,rec_long,28,,,,,
player,201411240nor,nor,ColsMa00,fumbles,0,,,,,
player,201411240nor,nor,ColsMa00,fumbles_lost,0,,,,,
player,201411240nor,nor,GrahJi00,pass_cmp,0,,,,,
player,201411240nor,nor,GrahJi00,pass_att,0,,,,,
player,201411240nor,nor,GrahJi00,pass_yds,0,,,,,
player,201411240nor,nor,GrahJi00,pass_td,0,,,,,
player,201411240nor,nor,GrahJi00,pass_int,0,,,,,
player,201411240nor,nor,GrahJi00,pass_sacked,0,,,,,
player,201411240nor,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,GrahJi00,pass_long,0,,,,,
player,201411240nor,nor,GrahJi00,pass_rating,,,,,,
player,201411240nor,nor,GrahJi00,rush_att,0,,,,,
player,201411240nor,nor,GrahJi00,rush_yds,0,,,,,
player,201411240nor,nor,GrahJi00,rush_td,0,,,,,
player,201411240nor,nor,GrahJi00,rush_long,0,,,,,
player,201411240nor,nor,GrahJi00,targets,10,,,,,
player,201411240nor,nor,GrahJi00,rec,6,,,,,
player,201411240nor,nor,GrahJi00,rec_yds,47,,,,,
player,201411240nor,nor,GrahJi00,rec_td,2,,,,,
player,201411240nor,nor,GrahJi00,rec_long,11,,,,,
player,201411240nor,nor,GrahJi00,fumbles,0,,,,,
player,201411240nor,nor,GrahJi00,fumbles_lost,0,,,,,
player,201411240nor,nor,ToonNi00,pass_cmp,0,,,,,
player,201411240nor,nor,ToonNi00,pass_att,0,,,,,
player,201411240nor,nor,ToonNi00,pass_yds,0,,,,,
player,201411240nor,nor,ToonNi00,pass_td,0,,,,,
player,201411240nor,nor,ToonNi00,pass_int,0,,,,,
player,201411240nor,nor,ToonNi00,pass_sacked,0,,,,,
player,201411240nor,nor,ToonNi00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,ToonNi00,pass_long,0,,,,,
player,201411240nor,nor,ToonNi00,pass_rating,,,,,,
player,201411240nor,nor,ToonNi00,rush_att,0,,,,,
player,201411240nor,nor,ToonNi00,rush_yds,0,,,,,
player,201411240nor,nor,ToonNi00,rush_td,0,,,,,
player,201411240nor,nor,ToonNi00,rush_long,0,,,,,
player,201411240nor,nor,ToonNi00,targets,5,,,,,
player,201411240nor,nor,ToonNi00,rec,3,,,,,
player,201411240nor,nor,ToonNi00,rec_yds,42,,,,,
player,201411240nor,nor,ToonNi00,rec_td,0,,,,,
player,201411240nor,nor,ToonNi00,rec_long,21,,,,,
player,201411240nor,nor,ToonNi00,fumbles,0,,,,,
player,201411240nor,nor,ToonNi00,fumbles_lost,0,,,,,
player,201411240nor,nor,HillJo02,pass_cmp,0,,,,,
player,201411240nor,nor,HillJo02,pass_att,0,,,,,
player,201411240nor,nor,HillJo02,pass_yds,0,,,,,
player,201411240nor,nor,HillJo02,pass_td,0,,,,,
player,201411240nor,nor,HillJo02,pass_int,0,,,,,
player,201411240nor,nor,HillJo02,pass_sacked,0,,,,,
player,201411240nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201411240nor,nor,HillJo02,pass_long,0,,,,,
player,201411240nor,nor,HillJo02,pass_rating,,,,,,
player,201411240nor,nor,HillJo02,rush_att,0,,,,,
player,201411240nor,nor,HillJo02,rush_yds,0,,,,,
player,201411240nor,nor,HillJo02,rush_td,0,,,,,
player,201411240nor,nor,HillJo02,rush_long,0,,,,,
player,201411240nor,nor,HillJo02,targets,2,,,,,
player,201411240nor,nor,HillJo02,rec,2,,,,,
player,201411240nor,nor,HillJo02,rec_yds,22,,,,,
player,201411240nor,nor,HillJo02,rec_td,0,,,,,
player,201411240nor,nor,HillJo02,rec_long,17,,,,,
player,201411240nor,nor,HillJo02,fumbles,0,,,,,
player,201411240nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201411240nor,nor,CadeTr00,pass_cmp,0,,,,,
player,201411240nor,nor,CadeTr00,pass_att,0,,,,,
player,201411240nor,nor,CadeTr00,pass_yds,0,,,,,
player,201411240nor,nor,CadeTr00,pass_td,0,,,,,
player,201411240nor,nor,CadeTr00,pass_int,0,,,,,
player,201411240nor,nor,CadeTr00,pass_sacked,0,,,,,
player,201411240nor,nor,CadeTr00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,CadeTr00,pass_long,0,,,,,
player,201411240nor,nor,CadeTr00,pass_rating,,,,,,
player,201411240nor,nor,CadeTr00,rush_att,0,,,,,
player,201411240nor,nor,CadeTr00,rush_yds,0,,,,,
player,201411240nor,nor,CadeTr00,rush_td,0,,,,,
player,201411240nor,nor,CadeTr00,rush_long,0,,,,,
player,201411240nor,nor,CadeTr00,targets,2,,,,,
player,201411240nor,nor,CadeTr00,rec,2,,,,,
player,201411240nor,nor,CadeTr00,rec_yds,11,,,,,
player,201411240nor,nor,CadeTr00,rec_td,0,,,,,
player,201411240nor,nor,CadeTr00,rec_long,6,,,,,
player,201411240nor,nor,CadeTr00,fumbles,0,,,,,
player,201411240nor,nor,CadeTr00,fumbles_lost,0,,,,,
player,201411240nor,nor,WatsBe00,pass_cmp,0,,,,,
player,201411240nor,nor,WatsBe00,pass_att,0,,,,,
player,201411240nor,nor,WatsBe00,pass_yds,0,,,,,
player,201411240nor,nor,WatsBe00,pass_td,0,,,,,
player,201411240nor,nor,WatsBe00,pass_int,0,,,,,
player,201411240nor,nor,WatsBe00,pass_sacked,0,,,,,
player,201411240nor,nor,WatsBe00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,WatsBe00,pass_long,0,,,,,
player,201411240nor,nor,WatsBe00,pass_rating,,,,,,
player,201411240nor,nor,WatsBe00,rush_att,0,,,,,
player,201411240nor,nor,WatsBe00,rush_yds,0,,,,,
player,201411240nor,nor,WatsBe00,rush_td,0,,,,,
player,201411240nor,nor,WatsBe00,rush_long,0,,,,,
player,201411240nor,nor,WatsBe00,targets,1,,,,,
player,201411240nor,nor,WatsBe00,rec,1,,,,,
player,201411240nor,nor,WatsBe00,rec_yds,4,,,,,
player,201411240nor,nor,WatsBe00,rec_td,0,,,,,
player,201411240nor,nor,WatsBe00,rec_long,4,,,,,
player,201411240nor,nor,WatsBe00,fumbles,0,,,,,
player,201411240nor,nor,WatsBe00,fumbles_lost,0,,,,,
player,201411240nor,nor,StilKe00,pass_cmp,0,,,,,
player,201411240nor,nor,StilKe00,pass_att,0,,,,,
player,201411240nor,nor,StilKe00,pass_yds,0,,,,,
player,201411240nor,nor,StilKe00,pass_td,0,,,,,
player,201411240nor,nor,StilKe00,pass_int,0,,,,,
player,201411240nor,nor,StilKe00,pass_sacked,0,,,,,
player,201411240nor,nor,StilKe00,pass_sacked_yds,0,,,,,
player,201411240nor,nor,StilKe00,pass_long,0,,,,,
player,201411240nor,nor,StilKe00,pass_rating,,,,,,
player,201411240nor,nor,StilKe00,rush_att,1,,,,,
player,201411240nor,nor,StilKe00,rush_yds,-2,,,,,
player,201411240nor,nor,StilKe00,rush_td,0,,,,,
player,201411240nor,nor,StilKe00,rush_long,-2,,,,,
player,201411240nor,nor,StilKe00,targets,9,,,,,
player,201411240nor,nor,StilKe00,rec,8,,,,,
player,201411240nor,nor,StilKe00,rec_yds,98,,,,,
player,201411240nor,nor,StilKe00,rec_td,0,,,,,
player,201411240nor,nor,StilKe00,rec_long,33,,,,,
player,201411240nor,nor,StilKe00,fumbles,0,,,,,
player,201411240nor,nor,StilKe00,fumbles_lost,0,,,,,
player,201411240nor,rav,HillWi01,def_int,1,,,,,
player,201411240nor,rav,HillWi01,def_int_yds,44,,,,,
player,201411240nor,rav,HillWi01,def_int_td,1,,,,,
player,201411240nor,rav,HillWi01,def_int_long,44,,,,,
player,201411240nor,rav,HillWi01,pass_defended,2,,,,,
player,201411240nor,rav,HillWi01,sacks,0.0,,,,,
player,201411240nor,rav,HillWi01,tackles_combined,4,,,,,
player,201411240nor,rav,HillWi01,tackles_solo,2,,,,,
player,201411240nor,rav,HillWi01,tackles_assists,2,,,,,
player,201411240nor,rav,HillWi01,tackles_loss,0,,,,,
player,201411240nor,rav,HillWi01,qb_hits,0,,,,,
player,201411240nor,rav,HillWi01,fumbles_rec,0,,,,,
player,201411240nor,rav,HillWi01,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,HillWi01,fumbles_rec_td,0,,,,,
player,201411240nor,rav,HillWi01,fumbles_forced,0,,,,,
player,201411240nor,rav,DumeEl20,def_int,0,,,,,
player,201411240nor,rav,DumeEl20,def_int_yds,0,,,,,
player,201411240nor,rav,DumeEl20,def_int_td,0,,,,,
player,201411240nor,rav,DumeEl20,def_int_long,0,,,,,
player,201411240nor,rav,DumeEl20,pass_defended,0,,,,,
player,201411240nor,rav,DumeEl20,sacks,2.0,,,,,
player,201411240nor,rav,DumeEl20,tackles_combined,3,,,,,
player,201411240nor,rav,DumeEl20,tackles_solo,3,,,,,
player,201411240nor,rav,DumeEl20,tackles_assists,0,,,,,
player,201411240nor,rav,DumeEl20,tackles_loss,2,,,,,
player,201411240nor,rav,DumeEl20,qb_hits,2,,,,,
player,201411240nor,rav,DumeEl20,fumbles_rec,0,,,,,
player,201411240nor,rav,DumeEl20,fumbles_rec_yds,0,,,,,
player,201411240nor,rav,DumeEl20,fumbles_rec_td,0,,,,,
player,201411240nor,rav,DumeEl20,fumbles_forced,0,,,,,
player,201411240nor,rav,MoslC.00,def_int,0,,,,,
player,201411240nor,rav,MoslC.00,def_int_yds,0,,,,,
