game,2014,12,20141124,201411240nor,rav,"Baltimore Ravens",34,nor,"New Orleans Saints",27
player,201411240nor,nor,BunkBr20,pass_defended,0,,,,,
player,201411240nor,nor,BunkBr20,sacks,0.0,,,,,
player,201411240nor,nor,BunkBr20,tackles_combined,1,,,,,
player,201411240nor,nor,BunkBr20,tackles_solo,0,,,,,
player,201411240nor,nor,BunkBr20,tackles_assists,1,,,,,
player,201411240nor,nor,BunkBr20,tackles_loss,0,,,,,
player,201411240nor,nor,BunkBr20,qb_hits,0,,,,,
player,201411240nor,nor,BunkBr20,fumbles_rec,0,,,,,
player,201411240nor,nor,BunkBr20,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,BunkBr20,fumbles_rec_td,0,,,,,
player,201411240nor,nor,BunkBr20,fumbles_forced,0,,,,,
player,201411240nor,nor,DixoBr01,def_int,0,,,,,
player,201411240nor,nor,DixoBr01,def_int_yds,0,,,,,
player,201411240nor,nor,DixoBr01,def_int_td,0,,,,,
player,201411240nor,nor,DixoBr01,def_int_long,0,,,,,
player,201411240nor,nor,DixoBr01,pass_defended,0,,,,,
player,201411240nor,nor,DixoBr01,sacks,0.0,,,,,
player,201411240nor,nor,DixoBr01,tackles_combined,1,,,,,
player,201411240nor,nor,DixoBr01,tackles_solo,1,,,,,
player,201411240nor,nor,DixoBr01,tackles_assists,0,,,,,
player,201411240nor,nor,DixoBr01,tackles_loss,0,,,,,
player,201411240nor,nor,DixoBr01,qb_hits,0,,,,,
player,201411240nor,nor,DixoBr01,fumbles_rec,0,,,,,
player,201411240nor,nor,DixoBr01,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,DixoBr01,fumbles_rec_td,0,,,,,
player,201411240nor,nor,DixoBr01,fumbles_forced,0,,,,,
player,201411240nor,nor,FokoMo99,def_int,0,,,,,
player,201411240nor,nor,FokoMo99,def_int_yds,0,,,,,
player,201411240nor,nor,FokoMo99,def_int_td,0,,,,,
player,201411240nor,nor,FokoMo99,def_int_long,0,,,,,
player,201411240nor,nor,FokoMo99,pass_defended,0,,,,,
player,201411240nor,nor,FokoMo99,sacks,0.0,,,,,
player,201411240nor,nor,FokoMo99,tackles_combined,1,,,,,
player,201411240nor,nor,FokoMo99,tackles_solo,1,,,,,
player,201411240nor,nor,FokoMo99,tackles_assists,0,,,,,
player,201411240nor,nor,FokoMo99,tackles_loss,0,,,,,
player,201411240nor,nor,FokoMo99,qb_hits,0,,,,,
player,201411240nor,nor,FokoMo99,fumbles_rec,0,,,,,
player,201411240nor,nor,FokoMo99,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,FokoMo99,fumbles_rec_td,0,,,,,
player,201411240nor,nor,FokoMo99,fumbles_forced,0,,,,,
player,201411240nor,nor,HillJo02,def_int,0,,,,,
player,201411240nor,nor,HillJo02,def_int_yds,0,,,,,
player,201411240nor,nor,HillJo02,def_int_td,0,,,,,
player,201411240nor,nor,HillJo02,def_int_long,0,,,,,
player,201411240nor,nor,HillJo02,pass_defended,0,,,,,
player,201411240nor,nor,HillJo02,sacks,0.0,,,,,
player,201411240nor,nor,HillJo02,tackles_combined,1,,,,,
player,201411240nor,nor,HillJo02,tackles_solo,1,,,,,
player,201411240nor,nor,HillJo02,tackles_assists,0,,,,,
player,201411240nor,nor,HillJo02,tackles_loss,0,,,,,
player,201411240nor,nor,HillJo02,qb_hits,0,,,,,
player,201411240nor,nor,HillJo02,fumbles_rec,0,,,,,
player,201411240nor,nor,HillJo02,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,HillJo02,fumbles_rec_td,0,,,,,
player,201411240nor,nor,HillJo02,fumbles_forced,0,,,,,
player,201411240nor,nor,SanfJa99,def_int,0,,,,,
player,201411240nor,nor,SanfJa99,def_int_yds,0,,,,,
player,201411240nor,nor,SanfJa99,def_int_td,0,,,,,
player,201411240nor,nor,SanfJa99,def_int_long,0,,,,,
player,201411240nor,nor,SanfJa99,pass_defended,0,,,,,
player,201411240nor,nor,SanfJa99,sacks,0.0,,,,,
player,201411240nor,nor,SanfJa99,tackles_combined,1,,,,,
player,201411240nor,nor,SanfJa99,tackles_solo,1,,,,,
player,201411240nor,nor,SanfJa99,tackles_assists,0,,,,,
player,201411240nor,nor,SanfJa99,tackles_loss,0,,,,,
player,201411240nor,nor,SanfJa99,qb_hits,0,,,,,
player,201411240nor,nor,SanfJa99,fumbles_rec,0,,,,,
player,201411240nor,nor,SanfJa99,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,SanfJa99,fumbles_rec_td,0,,,,,
player,201411240nor,nor,SanfJa99,fumbles_forced,0,,,,,
player,201411240nor,nor,WatsBe00,def_int,0,,,,,
player,201411240nor,nor,WatsBe00,def_int_yds,0,,,,,
player,201411240nor,nor,WatsBe00,def_int_td,0,,,,,
player,201411240nor,nor,WatsBe00,def_int_long,0,,,,,
player,201411240nor,nor,WatsBe00,pass_defended,0,,,,,
player,201411240nor,nor,WatsBe00,sacks,0.0,,,,,
player,201411240nor,nor,WatsBe00,tackles_combined,1,,,,,
player,201411240nor,nor,WatsBe00,tackles_solo,1,,,,,
player,201411240nor,nor,WatsBe00,tackles_assists,0,,,,,
player,201411240nor,nor,WatsBe00,tackles_loss,0,,,,,
player,201411240nor,nor,WatsBe00,qb_hits,0,,,,,
player,201411240nor,nor,WatsBe00,fumbles_rec,0,,,,,
player,201411240nor,nor,WatsBe00,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,WatsBe00,fumbles_rec_td,0,,,,,
player,201411240nor,nor,WatsBe00,fumbles_forced,0,,,,,
player,201411240nor,nor,WhitCo01,def_int,0,,,,,
player,201411240nor,nor,WhitCo01,def_int_yds,0,,,,,
player,201411240nor,nor,WhitCo01,def_int_td,0,,,,,
player,201411240nor,nor,WhitCo01,def_int_long,0,,,,,
player,201411240nor,nor,WhitCo01,pass_defended,0,,,,,
player,201411240nor,nor,WhitCo01,sacks,0.0,,,,,
player,201411240nor,nor,WhitCo01,tackles_combined,1,,,,,
player,201411240nor,nor,WhitCo01,tackles_solo,1,,,,,
player,201411240nor,nor,WhitCo01,tackles_assists,0,,,,,
player,201411240nor,nor,WhitCo01,tackles_loss,0,,,,,
player,201411240nor,nor,WhitCo01,qb_hits,0,,,,,
player,201411240nor,nor,WhitCo01,fumbles_rec,0,,,,,
player,201411240nor,nor,WhitCo01,fumbles_rec_yds,0,,,,,
player,201411240nor,nor,WhitCo01,fumbles_rec_td,0,,,,,
player,201411240nor,nor,WhitCo01,fumbles_forced,0,,,,,
player,201411240nor,rav,JoneJa03,kick_ret,2,,,,,
player,201411240nor,rav,JoneJa03,kick_ret_yds,52,,,,,
player,201411240nor,rav,JoneJa03,kick_ret_yds_per_ret,26.0,,,,,
player,201411240nor,rav,JoneJa03,kick_ret_td,0,,,,,
player,201411240nor,rav,JoneJa03,kick_ret_long,29,,,,,
player,201411240nor,rav,JoneJa03,punt_ret,2,,,,,
player,201411240nor,rav,JoneJa03,punt_ret_yds,0,,,,,
player,201411240nor,rav,JoneJa03,punt_ret_yds_per_ret,0.0,,,,,
player,201411240nor,rav,JoneJa03,punt_ret_td,0,,,,,
player,201411240nor,rav,JoneJa03,punt_ret_long,0,,,,,
player,201411240nor,nor,SaunJa00,kick_ret,0,,,,,
player,201411240nor,nor,SaunJa00,kick_ret_yds,0,,,,,
player,201411240nor,nor,SaunJa00,kick_ret_yds_per_ret,,,,,,
player,201411240nor,nor,SaunJa00,kick_ret_td,0,,,,,
player,201411240nor,nor,SaunJa00,kick_ret_long,0,,,,,
player,201411240nor,nor,SaunJa00,punt_ret,1,,,,,
player,201411240nor,nor,SaunJa00,punt_ret_yds,7,,,,,
player,201411240nor,nor,SaunJa00,punt_ret_yds_per_ret,7.0,,,,,
player,201411240nor,nor,SaunJa00,punt_ret_td,0,,,,,
player,201411240nor,nor,SaunJa00,punt_ret_long,7,,,,,
player,201411240nor,nor,CadeTr00,kick_ret,1,,,,,
player,201411240nor,nor,CadeTr00,kick_ret_yds,20,,,,,
player,201411240nor,nor,CadeTr00,kick_ret_yds_per_ret,20.0,,,,,
player,201411240nor,nor,CadeTr00,kick_ret_td,0,,,,,
player,201411240nor,nor,CadeTr00,kick_ret_long,20,,,,,
player,201411240nor,nor,CadeTr00,punt_ret,0,,,,,
player,201411240nor,nor,CadeTr00,punt_ret_yds,0,,,,,
player,201411240nor,nor,CadeTr00,punt_ret_yds_per_ret,,,,,,
player,201411240nor,nor,CadeTr00,punt_ret_td,0,,,,,
player,201411240nor,nor,CadeTr00,punt_ret_long,0,,,,,
player,201411240nor,rav,TuckJu00,xpm,4,,,,,
player,201411240nor,rav,TuckJu00,xpa,4,,,,,
player,201411240nor,rav,TuckJu00,fgm,2,,,,,
player,201411240nor,rav,TuckJu00,fga,2,,,,,
player,201411240nor,rav,TuckJu00,punt,0,,,,,
player,201411240nor,rav,TuckJu00,punt_yds,0,,,,,
player,201411240nor,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201411240nor,rav,TuckJu00,punt_long,0,,,,,
player,201411240nor,rav,KochSa20,xpm,,,,,,
player,201411240nor,rav,KochSa20,xpa,,,,,,
player,201411240nor,rav,KochSa20,fgm,,,,,,
player,201411240nor,rav,KochSa20,fga,,,,,,
player,201411240nor,rav,KochSa20,punt,2,,,,,
player,201411240nor,rav,KochSa20,punt_yds,126,,,,,
player,201411240nor,rav,KochSa20,punt_yds_per_punt,63.0,,,,,
player,201411240nor,rav,KochSa20,punt_long,73,,,,,
player,201411240nor,nor,grahasha01,xpm,3,,,,,
player,201411240nor,nor,grahasha01,xpa,3,,,,,
player,201411240nor,nor,grahasha01,fgm,2,,,,,
player,201411240nor,nor,grahasha01,fga,2,,,,,
player,201411240nor,nor,grahasha01,punt,0,,,,,
player,201411240nor,nor,grahasha01,punt_yds,0,,,,,
player,201411240nor,nor,grahasha01,punt_yds_per_punt,,,,,,
player,201411240nor,nor,grahasha01,punt_long,0,,,,,
player,201411240nor,nor,MorsTh00,xpm,,,,,,
player,201411240nor,nor,MorsTh00,xpa,,,,,,
player,201411240nor,nor,MorsTh00,fgm,,,,,,
player,201411240nor,nor,MorsTh00,fga,,,,,,
player,201411240nor,nor,MorsTh00,punt,3,,,,,
player,201411240nor,nor,MorsTh00,punt_yds,146,,,,,
player,201411240nor,nor,MorsTh00,punt_yds_per_punt,48.7,,,,,
player,201411240nor,nor,MorsTh00,punt_long,61,,,,,
player,201411240nor,nor,ArmsTe00,pos,T,,,,,
player,201411240nor,nor,ArmsTe00,offense,73,,,,,
player,201411240nor,nor,ArmsTe00,off_pct,100%,,,,,
player,201411240nor,nor,ArmsTe00,defense,0,,,,,
player,201411240nor,nor,ArmsTe00,def_pct,0%,,,,,
player,201411240nor,nor,ArmsTe00,special_teams,5,,,,,
player,201411240nor,nor,ArmsTe00,st_pct,17%,,,,,
player,201411240nor,nor,GrubBe20,pos,G,,,,,
player,201411240nor,nor,GrubBe20,offense,73,,,,,
player,201411240nor,nor,GrubBe20,off_pct,100%,,,,,
player,201411240nor,nor,GrubBe20,defense,0,,,,,
player,201411240nor,nor,GrubBe20,def_pct,0%,,,,,
player,201411240nor,nor,GrubBe20,special_teams,5,,,,,
player,201411240nor,nor,GrubBe20,st_pct,17%,,,,,
player,201411240nor,nor,EvanJa21,pos,G,,,,,
player,201411240nor,nor,EvanJa21,offense,73,,,,,
player,201411240nor,nor,EvanJa21,off_pct,100%,,,,,
player,201411240nor,nor,EvanJa21,defense,0,,,,,
player,201411240nor,nor,EvanJa21,def_pct,0%,,,,,
player,201411240nor,nor,EvanJa21,special_teams,5,,,,,
player,201411240nor,nor,EvanJa21,st_pct,17%,,,,,
player,201411240nor,nor,StriZa20,pos,T,,,,,
player,201411240nor,nor,StriZa20,offense,73,,,,,
player,201411240nor,nor,StriZa20,off_pct,100%,,,,,
player,201411240nor,nor,StriZa20,defense,0,,,,,
player,201411240nor,nor,StriZa20,def_pct,0%,,,,,
player,201411240nor,nor,StriZa20,special_teams,5,,,,,
player,201411240nor,nor,StriZa20,st_pct,17%,,,,,
player,201411240nor,nor,BreeDr00,pos,QB,,,,,
player,201411240nor,nor,BreeDr00,offense,73,,,,,
player,201411240nor,nor,BreeDr00,off_pct,100%,,,,,
player,201411240nor,nor,BreeDr00,defense,0,,,,,
player,201411240nor,nor,BreeDr00,def_pct,0%,,,,,
player,201411240nor,nor,BreeDr00,special_teams,0,,,,,
player,201411240nor,nor,BreeDr00,st_pct,0%,,,,,
player,201411240nor,nor,GoodJo23,pos,C,,,,,
player,201411240nor,nor,GoodJo23,offense,73,,,,,
player,201411240nor,nor,GoodJo23,off_pct,100%,,,,,
player,201411240nor,nor,GoodJo23,defense,0,,,,,
player,201411240nor,nor,GoodJo23,def_pct,0%,,,,,
player,201411240nor,nor,GoodJo23,special_teams,0,,,,,
player,201411240nor,nor,GoodJo23,st_pct,0%,,,,,
player,201411240nor,nor,ColsMa00,pos,WR,,,,,
player,201411240nor,nor,ColsMa00,offense,67,,,,,
player,201411240nor,nor,ColsMa00,off_pct,92%,,,,,
player,201411240nor,nor,ColsMa00,defense,0,,,,,
player,201411240nor,nor,ColsMa00,def_pct,0%,,,,,
player,201411240nor,nor,ColsMa00,special_teams,1,,,,,
player,201411240nor,nor,ColsMa00,st_pct,3%,,,,,
player,201411240nor,nor,GrahJi00,pos,TE,,,,,
player,201411240nor,nor,GrahJi00,offense,52,,,,,
player,201411240nor,nor,GrahJi00,off_pct,71%,,,,,
player,201411240nor,nor,GrahJi00,defense,0,,,,,
player,201411240nor,nor,GrahJi00,def_pct,0%,,,,,
player,201411240nor,nor,GrahJi00,special_teams,1,,,,,
player,201411240nor,nor,GrahJi00,st_pct,3%,,,,,
player,201411240nor,nor,StilKe00,pos,WR,,,,,
player,201411240nor,nor,StilKe00,offense,51,,,,,
player,201411240nor,nor,StilKe00,off_pct,70%,,,,,
player,201411240nor,nor,StilKe00,defense,0,,,,,
player,201411240nor,nor,StilKe00,def_pct,0%,,,,,
player,201411240nor,nor,StilKe00,special_teams,0,,,,,
player,201411240nor,nor,StilKe00,st_pct,0%,,,,,
player,201411240nor,nor,ToonNi00,pos,WR,,,,,
player,201411240nor,nor,ToonNi00,offense,44,,,,,
player,201411240nor,nor,ToonNi00,off_pct,60%,,,,,
player,201411240nor,nor,ToonNi00,defense,0,,,,,
player,201411240nor,nor,ToonNi00,def_pct,0%,,,,,
player,201411240nor,nor,ToonNi00,special_teams,0,,,,,
player,201411240nor,nor,ToonNi00,st_pct,0%,,,,,
player,201411240nor,nor,ThomPi00,pos,RB,,,,,
player,201411240nor,nor,ThomPi00,offense,39,,,,,
player,201411240nor,nor,ThomPi00,off_pct,53%,,,,,
player,201411240nor,nor,ThomPi00,defense,0,,,,,
player,201411240nor,nor,ThomPi00,def_pct,0%,,,,,
player,201411240nor,nor,ThomPi00,special_teams,7,,,,,
player,201411240nor,nor,ThomPi00,st_pct,24%,,,,,
player,201411240nor,nor,WatsBe00,pos,TE,,,,,
player,201411240nor,nor,WatsBe00,offense,37,,,,,
player,201411240nor,nor,WatsBe00,off_pct,51%,,,,,
player,201411240nor,nor,WatsBe00,defense,0,,,,,
player,201411240nor,nor,WatsBe00,def_pct,0%,,,,,
player,201411240nor,nor,WatsBe00,special_teams,6,,,,,
player,201411240nor,nor,WatsBe00,st_pct,21%,,,,,
player,201411240nor,nor,IngrMa01,pos,RB,,,,,
player,201411240nor,nor,IngrMa01,offense,25,,,,,
player,201411240nor,nor,IngrMa01,off_pct,34%,,,,,
player,201411240nor,nor,IngrMa01,defense,0,,,,,
player,201411240nor,nor,IngrMa01,def_pct,0%,,,,,
player,201411240nor,nor,IngrMa01,special_teams,0,,,,,
player,201411240nor,nor,IngrMa01,st_pct,0%,,,,,
player,201411240nor,nor,MorgJo01,pos,WR,,,,,
player,201411240nor,nor,MorgJo01,offense,18,,,,,
player,201411240nor,nor,MorgJo01,off_pct,25%,,,,,
player,201411240nor,nor,MorgJo01,defense,0,,,,,
player,201411240nor,nor,MorgJo01,def_pct,0%,,,,,
player,201411240nor,nor,MorgJo01,special_teams,0,,,,,
player,201411240nor,nor,MorgJo01,st_pct,0%,,,,,
player,201411240nor,nor,HillJo02,pos,TE,,,,,
player,201411240nor,nor,HillJo02,offense,15,,,,,
player,201411240nor,nor,HillJo02,off_pct,21%,,,,,
player,201411240nor,nor,HillJo02,defense,0,,,,,
player,201411240nor,nor,HillJo02,def_pct,0%,,,,,
player,201411240nor,nor,HillJo02,special_teams,23,,,,,
player,201411240nor,nor,HillJo02,st_pct,79%,,,,,
player,201411240nor,nor,CadeTr00,pos,RB,,,,,
player,201411240nor,nor,CadeTr00,offense,9,,,,,
player,201411240nor,nor,CadeTr00,off_pct,12%,,,,,
player,201411240nor,nor,CadeTr00,defense,0,,,,,
player,201411240nor,nor,CadeTr00,def_pct,0%,,,,,
player,201411240nor,nor,CadeTr00,special_teams,9,,,,,
player,201411240nor,nor,CadeTr00,st_pct,31%,,,,,
player,201411240nor,nor,LoriEr99,pos,FB,,,,,
player,201411240nor,nor,LoriEr99,offense,6,,,,,
player,201411240nor,nor,LoriEr99,off_pct,8%,,,,,
player,201411240nor,nor,LoriEr99,defense,0,,,,,
player,201411240nor,nor,LoriEr99,def_pct,0%,,,,,
player,201411240nor,nor,LoriEr99,special_teams,9,,,,,
player,201411240nor,nor,LoriEr99,st_pct,31%,,,,,
player,201411240nor,nor,HarrBr01,pos,T,,,,,
player,201411240nor,nor,HarrBr01,offense,1,,,,,
player,201411240nor,nor,HarrBr01,off_pct,1%,,,,,
player,201411240nor,nor,HarrBr01,defense,0,,,,,
player,201411240nor,nor,HarrBr01,def_pct,0%,,,,,
player,201411240nor,nor,HarrBr01,special_teams,12,,,,,
player,201411240nor,nor,HarrBr01,st_pct,41%,,,,,
player,201411240nor,nor,LeliTi00,pos,C,,,,,
player,201411240nor,nor,LeliTi00,offense,1,,,,,
player,201411240nor,nor,LeliTi00,off_pct,1%,,,,,
player,201411240nor,nor,LeliTi00,defense,0,,,,,
player,201411240nor,nor,LeliTi00,def_pct,0%,,,,,
player,201411240nor,nor,LeliTi00,special_teams,5,,,,,
player,201411240nor,nor,LeliTi00,st_pct,17%,,,,,
player,201411240nor,nor,VaccKe00,pos,SS,,,,,
player,201411240nor,nor,VaccKe00,offense,0,,,,,
player,201411240nor,nor,VaccKe00,off_pct,0%,,,,,
player,201411240nor,nor,VaccKe00,defense,59,,,,,
player,201411240nor,nor,VaccKe00,def_pct,100%,,,,,
player,201411240nor,nor,VaccKe00,special_teams,6,,,,,
player,201411240nor,nor,VaccKe00,st_pct,21%,,,,,
player,201411240nor,nor,LoftCu99,pos,LB,,,,,
player,201411240nor,nor,LoftCu99,offense,0,,,,,
player,201411240nor,nor,LoftCu99,off_pct,0%,,,,,
player,201411240nor,nor,LoftCu99,defense,59,,,,,
player,201411240nor,nor,LoftCu99,def_pct,100%,,,,,
player,201411240nor,nor,LoftCu99,special_teams,6,,,,,
player,201411240nor,nor,LoftCu99,st_pct,21%,,,,,
player,201411240nor,nor,JordCa00,pos,DE,,,,,
player,201411240nor,nor,JordCa00,offense,0,,,,,
player,201411240nor,nor,JordCa00,off_pct,0%,,,,,
player,201411240nor,nor,JordCa00,defense,59,,,,,
player,201411240nor,nor,JordCa00,def_pct,100%,,,,,
player,201411240nor,nor,JordCa00,special_teams,6,,,,,
player,201411240nor,nor,JordCa00,st_pct,21%,,,,,
player,201411240nor,nor,LewiKe96,pos,CB,,,,,
player,201411240nor,nor,LewiKe96,offense,0,,,,,
player,201411240nor,nor,LewiKe96,off_pct,0%,,,,,
player,201411240nor,nor,LewiKe96,defense,59,,,,,
player,201411240nor,nor,LewiKe96,def_pct,100%,,,,,
player,201411240nor,nor,LewiKe96,special_teams,0,,,,,
player,201411240nor,nor,LewiKe96,st_pct,0%,,,,,
player,201411240nor,nor,HawtDa20,pos,LB,,,,,
player,201411240nor,nor,HawtDa20,offense,0,,,,,
player,201411240nor,nor,HawtDa20,off_pct,0%,,,,,
player,201411240nor,nor,HawtDa20,defense,57,,,,,
player,201411240nor,nor,HawtDa20,def_pct,97%,,,,,
player,201411240nor,nor,HawtDa20,special_teams,0,,,,,
player,201411240nor,nor,HawtDa20,st_pct,0%,,,,,
player,201411240nor,nor,RobiPa99,pos,CB,,,,,
player,201411240nor,nor,RobiPa99,offense,0,,,,,
player,201411240nor,nor,RobiPa99,off_pct,0%,,,,,
player,201411240nor,nor,RobiPa99,defense,56,,,,,
player,201411240nor,nor,RobiPa99,def_pct,95%,,,,,
player,201411240nor,nor,RobiPa99,special_teams,7,,,,,
player,201411240nor,nor,RobiPa99,st_pct,24%,,,,,
player,201411240nor,nor,WarrPi00,pos,S,,,,,
player,201411240nor,nor,WarrPi00,offense,0,,,,,
player,201411240nor,nor,WarrPi00,off_pct,0%,,,,,
player,201411240nor,nor,WarrPi00,defense,56,,,,,
player,201411240nor,nor,WarrPi00,def_pct,95%,,,,,
player,201411240nor,nor,WarrPi00,special_teams,7,,,,,
player,201411240nor,nor,WarrPi00,st_pct,24%,,,,,
player,201411240nor,nor,HaraPa20,pos,LB,,,,,
player,201411240nor,nor,HaraPa20,offense,0,,,,,
player,201411240nor,nor,HaraPa20,off_pct,0%,,,,,
player,201411240nor,nor,HaraPa20,defense,54,,,,,
player,201411240nor,nor,HaraPa20,def_pct,92%,,,,,
player,201411240nor,nor,HaraPa20,special_teams,6,,,,,
player,201411240nor,nor,HaraPa20,st_pct,21%,,,,,
player,201411240nor,nor,HickAk00,pos,DE,,,,,
player,201411240nor,nor,HickAk00,offense,0,,,,,
player,201411240nor,nor,HickAk00,off_pct,0%,,,,,
player,201411240nor,nor,HickAk00,defense,49,,,,,
player,201411240nor,nor,HickAk00,def_pct,83%,,,,,
player,201411240nor,nor,HickAk00,special_teams,5,,,,,
player,201411240nor,nor,HickAk00,st_pct,17%,,,,,
player,201411240nor,nor,GaleJu00,pos,LB,,,,,
player,201411240nor,nor,GaleJu00,offense,0,,,,,
player,201411240nor,nor,GaleJu00,off_pct,0%,,,,,
player,201411240nor,nor,GaleJu00,defense,49,,,,,
player,201411240nor,nor,GaleJu00,def_pct,83%,,,,,
player,201411240nor,nor,GaleJu00,special_teams,0,,,,,
player,201411240nor,nor,GaleJu00,st_pct,0%,,,,,
player,201411240nor,nor,JenkJo00,pos,NT,,,,,
player,201411240nor,nor,JenkJo00,offense,0,,,,,
player,201411240nor,nor,JenkJo00,off_pct,0%,,,,,
player,201411240nor,nor,JenkJo00,defense,39,,,,,
player,201411240nor,nor,JenkJo00,def_pct,66%,,,,,
player,201411240nor,nor,JenkJo00,special_teams,0,,,,,
player,201411240nor,nor,JenkJo00,st_pct,0%,,,,,
player,201411240nor,nor,DixoBr01,pos,CB,,,,,
player,201411240nor,nor,DixoBr01,offense,0,,,,,
player,201411240nor,nor,DixoBr01,off_pct,0%,,,,,
player,201411240nor,nor,DixoBr01,defense,11,,,,,
player,201411240nor,nor,DixoBr01,def_pct,19%,,,,,
player,201411240nor,nor,DixoBr01,special_teams,10,,,,,
player,201411240nor,nor,DixoBr01,st_pct,34%,,,,,
player,201411240nor,nor,EdebKa00,pos,LB,,,,,
player,201411240nor,nor,EdebKa00,offense,0,,,,,
player,201411240nor,nor,EdebKa00,off_pct,0%,,,,,
player,201411240nor,nor,EdebKa00,defense,10,,,,,
player,201411240nor,nor,EdebKa00,def_pct,17%,,,,,
player,201411240nor,nor,EdebKa00,special_teams,23,,,,,
player,201411240nor,nor,EdebKa00,st_pct,79%,,,,,
player,201411240nor,nor,WalkTy00,pos,DE,,,,,
player,201411240nor,nor,WalkTy00,offense,0,,,,,
player,201411240nor,nor,WalkTy00,off_pct,0%,,,,,
player,201411240nor,nor,WalkTy00,defense,10,,,,,
player,201411240nor,nor,WalkTy00,def_pct,17%,,,,,
player,201411240nor,nor,WalkTy00,special_teams,6,,,,,
player,201411240nor,nor,WalkTy00,st_pct,21%,,,,,
player,201411240nor,nor,BunkBr20,pos,NT,,,,,
player,201411240nor,nor,BunkBr20,offense,0,,,,,
player,201411240nor,nor,BunkBr20,off_pct,0%,,,,,
player,201411240nor,nor,BunkBr20,defense,10,,,,,
player,201411240nor,nor,BunkBr20,def_pct,17%,,,,,
player,201411240nor,nor,BunkBr20,special_teams,0,,,,,
player,201411240nor,nor,BunkBr20,st_pct,0%,,,,,
player,201411240nor,nor,WhitCo01,pos,CB,,,,,
player,201411240nor,nor,WhitCo01,offense,0,,,,,
player,201411240nor,nor,WhitCo01,off_pct,0%,,,,,
player,201411240nor,nor,WhitCo01,defense,5,,,,,
player,201411240nor,nor,WhitCo01,def_pct,8%,,,,,
player,201411240nor,nor,WhitCo01,special_teams,14,,,,,
player,201411240nor,nor,WhitCo01,st_pct,48%,,,,,
player,201411240nor,nor,SanfJa99,pos,SS,,,,,
player,201411240nor,nor,SanfJa99,offense,0,,,,,
player,201411240nor,nor,SanfJa99,off_pct,0%,,,,,
player,201411240nor,nor,SanfJa99,defense,3,,,,,
player,201411240nor,nor,SanfJa99,def_pct,5%,,,,,
player,201411240nor,nor,SanfJa99,special_teams,24,,,,,
player,201411240nor,nor,SanfJa99,st_pct,83%,,,,,
player,201411240nor,nor,BallMa00,pos,SS,,,,,
player,201411240nor,nor,BallMa00,offense,0,,,,,
player,201411240nor,nor,BallMa00,off_pct,0%,,,,,
player,201411240nor,nor,BallMa00,defense,3,,,,,
player,201411240nor,nor,BallMa00,def_pct,5%,,,,,
player,201411240nor,nor,BallMa00,special_teams,18,,,,,
player,201411240nor,nor,BallMa00,st_pct,62%,,,,,
player,201411240nor,nor,PoweRo01,pos,LB,,,,,
player,201411240nor,nor,PoweRo01,offense,0,,,,,
player,201411240nor,nor,PoweRo01,off_pct,0%,,,,,
player,201411240nor,nor,PoweRo01,defense,1,,,,,
player,201411240nor,nor,PoweRo01,def_pct,2%,,,,,
player,201411240nor,nor,PoweRo01,special_teams,23,,,,,
player,201411240nor,nor,PoweRo01,st_pct,79%,,,,,
player,201411240nor,nor,HumbRa00,pos,LB,,,,,
player,201411240nor,nor,HumbRa00,offense,0,,,,,
player,201411240nor,nor,HumbRa00,off_pct,0%,,,,,
player,201411240nor,nor,HumbRa00,defense,0,,,,,
player,201411240nor,nor,HumbRa00,def_pct,0%,,,,,
player,201411240nor,nor,HumbRa00,special_teams,18,,,,,
player,201411240nor,nor,HumbRa00,st_pct,62%,,,,,
player,201411240nor,nor,FokoMo99,pos,LB,,,,,
player,201411240nor,nor,FokoMo99,offense,0,,,,,
player,201411240nor,nor,FokoMo99,off_pct,0%,,,,,
player,201411240nor,nor,FokoMo99,defense,0,,,,,
player,201411240nor,nor,FokoMo99,def_pct,0%,,,,,
player,201411240nor,nor,FokoMo99,special_teams,17,,,,,
player,201411240nor,nor,FokoMo99,st_pct,59%,,,,,
player,201411240nor,nor,MorsTh00,pos,P,,,,,
player,201411240nor,nor,MorsTh00,offense,0,,,,,
player,201411240nor,nor,MorsTh00,off_pct,0%,,,,,
player,201411240nor,nor,MorsTh00,defense,0,,,,,
player,201411240nor,nor,MorsTh00,def_pct,0%,,,,,
player,201411240nor,nor,MorsTh00,special_teams,8,,,,,
player,201411240nor,nor,MorsTh00,st_pct,28%,,,,,
player,201411240nor,nor,DresJu20,pos,LS,,,,,
player,201411240nor,nor,DresJu20,offense,0,,,,,
player,201411240nor,nor,DresJu20,off_pct,0%,,,,,
player,201411240nor,nor,DresJu20,defense,0,,,,,
player,201411240nor,nor,DresJu20,def_pct,0%,,,,,
player,201411240nor,nor,DresJu20,special_teams,8,,,,,
player,201411240nor,nor,DresJu20,st_pct,28%,,,,,
player,201411240nor,nor,grahasha01,pos,K,,,,,
player,201411240nor,nor,grahasha01,offense,0,,,,,
