game,2014,16,20141221,201412210car,cle,"Cleveland Browns",13,car,"Carolina Panthers",17
player,201412210car,cle,WinnBi00,offense,0,,,,,
player,201412210car,cle,WinnBi00,off_pct,0%,,,,,
player,201412210car,cle,WinnBi00,defense,36,,,,,
player,201412210car,cle,WinnBi00,def_pct,46%,,,,,
player,201412210car,cle,WinnBi00,special_teams,11,,,,,
player,201412210car,cle,WinnBi00,st_pct,44%,,,,,
player,201412210car,cle,RobeCr00,pos,LB,,,,,
player,201412210car,cle,RobeCr00,offense,0,,,,,
player,201412210car,cle,RobeCr00,off_pct,0%,,,,,
player,201412210car,cle,RobeCr00,defense,35,,,,,
player,201412210car,cle,RobeCr00,def_pct,44%,,,,,
player,201412210car,cle,RobeCr00,special_teams,22,,,,,
player,201412210car,cle,RobeCr00,st_pct,88%,,,,,
player,201412210car,cle,SheaJa00,pos,LB,,,,,
player,201412210car,cle,SheaJa00,offense,0,,,,,
player,201412210car,cle,SheaJa00,off_pct,0%,,,,,
player,201412210car,cle,SheaJa00,defense,30,,,,,
player,201412210car,cle,SheaJa00,def_pct,38%,,,,,
player,201412210car,cle,SheaJa00,special_teams,0,,,,,
player,201412210car,cle,SheaJa00,st_pct,0%,,,,,
player,201412210car,cle,PoyeJo00,pos,FS,,,,,
player,201412210car,cle,PoyeJo00,offense,0,,,,,
player,201412210car,cle,PoyeJo00,off_pct,0%,,,,,
player,201412210car,cle,PoyeJo00,defense,26,,,,,
player,201412210car,cle,PoyeJo00,def_pct,33%,,,,,
player,201412210car,cle,PoyeJo00,special_teams,18,,,,,
player,201412210car,cle,PoyeJo00,st_pct,72%,,,,,
player,201412210car,cle,SoloSc00,pos,DE,,,,,
player,201412210car,cle,SoloSc00,offense,0,,,,,
player,201412210car,cle,SoloSc00,off_pct,0%,,,,,
player,201412210car,cle,SoloSc00,defense,26,,,,,
player,201412210car,cle,SoloSc00,def_pct,33%,,,,,
player,201412210car,cle,SoloSc00,special_teams,8,,,,,
player,201412210car,cle,SoloSc00,st_pct,32%,,,,,
player,201412210car,cle,RubiAh99,pos,NT,,,,,
player,201412210car,cle,RubiAh99,offense,0,,,,,
player,201412210car,cle,RubiAh99,off_pct,0%,,,,,
player,201412210car,cle,RubiAh99,defense,18,,,,,
player,201412210car,cle,RubiAh99,def_pct,23%,,,,,
player,201412210car,cle,RubiAh99,special_teams,2,,,,,
player,201412210car,cle,RubiAh99,st_pct,8%,,,,,
player,201412210car,cle,GilbJu00,pos,CB,,,,,
player,201412210car,cle,GilbJu00,offense,0,,,,,
player,201412210car,cle,GilbJu00,off_pct,0%,,,,,
player,201412210car,cle,GilbJu00,defense,17,,,,,
player,201412210car,cle,GilbJu00,def_pct,22%,,,,,
player,201412210car,cle,GilbJu00,special_teams,0,,,,,
player,201412210car,cle,GilbJu00,st_pct,0%,,,,,
player,201412210car,cle,NelsRo00,pos,CB,,,,,
player,201412210car,cle,NelsRo00,offense,0,,,,,
player,201412210car,cle,NelsRo00,off_pct,0%,,,,,
player,201412210car,cle,NelsRo00,defense,9,,,,,
player,201412210car,cle,NelsRo00,def_pct,11%,,,,,
player,201412210car,cle,NelsRo00,special_teams,12,,,,,
player,201412210car,cle,NelsRo00,st_pct,48%,,,,,
player,201412210car,cle,BadeJo00,pos,SS,,,,,
player,201412210car,cle,BadeJo00,offense,0,,,,,
player,201412210car,cle,BadeJo00,off_pct,0%,,,,,
player,201412210car,cle,BadeJo00,defense,0,,,,,
player,201412210car,cle,BadeJo00,def_pct,0%,,,,,
player,201412210car,cle,BadeJo00,special_teams,22,,,,,
player,201412210car,cle,BadeJo00,st_pct,88%,,,,,
player,201412210car,cle,CardTa00,pos,LB,,,,,
player,201412210car,cle,CardTa00,offense,0,,,,,
player,201412210car,cle,CardTa00,off_pct,0%,,,,,
player,201412210car,cle,CardTa00,defense,0,,,,,
player,201412210car,cle,CardTa00,def_pct,0%,,,,,
player,201412210car,cle,CardTa00,special_teams,21,,,,,
player,201412210car,cle,CardTa00,st_pct,84%,,,,,
player,201412210car,cle,MartEr02,pos,LB,,,,,
player,201412210car,cle,MartEr02,offense,0,,,,,
player,201412210car,cle,MartEr02,off_pct,0%,,,,,
player,201412210car,cle,MartEr02,defense,0,,,,,
player,201412210car,cle,MartEr02,def_pct,0%,,,,,
player,201412210car,cle,MartEr02,special_teams,18,,,,,
player,201412210car,cle,MartEr02,st_pct,72%,,,,,
player,201412210car,cle,MoorMa02,pos,WR,,,,,
player,201412210car,cle,MoorMa02,offense,0,,,,,
player,201412210car,cle,MoorMa02,off_pct,0%,,,,,
player,201412210car,cle,MoorMa02,defense,0,,,,,
player,201412210car,cle,MoorMa02,def_pct,0%,,,,,
player,201412210car,cle,MoorMa02,special_teams,14,,,,,
player,201412210car,cle,MoorMa02,st_pct,56%,,,,,
player,201412210car,cle,LannSp00,pos,P,,,,,
player,201412210car,cle,LannSp00,offense,0,,,,,
player,201412210car,cle,LannSp00,off_pct,0%,,,,,
player,201412210car,cle,LannSp00,defense,0,,,,,
player,201412210car,cle,LannSp00,def_pct,0%,,,,,
player,201412210car,cle,LannSp00,special_teams,13,,,,,
player,201412210car,cle,LannSp00,st_pct,52%,,,,,
player,201412210car,cle,YounCh02,pos,LS,,,,,
player,201412210car,cle,YounCh02,offense,0,,,,,
player,201412210car,cle,YounCh02,off_pct,0%,,,,,
player,201412210car,cle,YounCh02,defense,0,,,,,
player,201412210car,cle,YounCh02,def_pct,0%,,,,,
player,201412210car,cle,YounCh02,special_teams,9,,,,,
player,201412210car,cle,YounCh02,st_pct,36%,,,,,
player,201412210car,cle,TaylRy00,pos,TE,,,,,
player,201412210car,cle,TaylRy00,offense,0,,,,,
player,201412210car,cle,TaylRy00,off_pct,0%,,,,,
player,201412210car,cle,TaylRy00,defense,0,,,,,
player,201412210car,cle,TaylRy00,def_pct,0%,,,,,
player,201412210car,cle,TaylRy00,special_teams,4,,,,,
player,201412210car,cle,TaylRy00,st_pct,16%,,,,,
player,201412210car,cle,McQuPa21,pos,G,,,,,
player,201412210car,cle,McQuPa21,offense,0,,,,,
player,201412210car,cle,McQuPa21,off_pct,0%,,,,,
player,201412210car,cle,McQuPa21,defense,0,,,,,
player,201412210car,cle,McQuPa21,def_pct,0%,,,,,
player,201412210car,cle,McQuPa21,special_teams,3,,,,,
player,201412210car,cle,McQuPa21,st_pct,12%,,,,,
player,201412210car,cle,HartGa00,pos,K,,,,,
player,201412210car,cle,HartGa00,offense,0,,,,,
player,201412210car,cle,HartGa00,off_pct,0%,,,,,
player,201412210car,cle,HartGa00,defense,0,,,,,
player,201412210car,cle,HartGa00,def_pct,0%,,,,,
player,201412210car,cle,HartGa00,special_teams,3,,,,,
player,201412210car,cle,HartGa00,st_pct,12%,,,,,
