game,2014,9,20141102,201411020cle,tam,"Tampa Bay Buccaneers",17,cle,"Cleveland Browns",22
player,201411020cle,cle,LeonJi23,fumbles_rec_yds,0,,,,,
player,201411020cle,cle,LeonJi23,fumbles_rec_td,0,,,,,
player,201411020cle,cle,LeonJi23,fumbles_forced,0,,,,,
player,201411020cle,tam,ThigMa00,kick_ret,1,,,,,
player,201411020cle,tam,ThigMa00,kick_ret_yds,28,,,,,
player,201411020cle,tam,ThigMa00,kick_ret_yds_per_ret,28.0,,,,,
player,201411020cle,tam,ThigMa00,kick_ret_td,0,,,,,
player,201411020cle,tam,ThigMa00,kick_ret_long,28,,,,,
player,201411020cle,tam,ThigMa00,punt_ret,0,,,,,
player,201411020cle,tam,ThigMa00,punt_ret_yds,0,,,,,
player,201411020cle,tam,ThigMa00,punt_ret_yds_per_ret,,,,,,
player,201411020cle,tam,ThigMa00,punt_ret_td,0,,,,,
player,201411020cle,tam,ThigMa00,punt_ret_long,0,,,,,
player,201411020cle,cle,WillKW00,kick_ret,0,,,,,
player,201411020cle,cle,WillKW00,kick_ret_yds,0,,,,,
player,201411020cle,cle,WillKW00,kick_ret_yds_per_ret,,,,,,
player,201411020cle,cle,WillKW00,kick_ret_td,0,,,,,
player,201411020cle,cle,WillKW00,kick_ret_long,0,,,,,
player,201411020cle,cle,WillKW00,punt_ret,1,,,,,
player,201411020cle,cle,WillKW00,punt_ret_yds,0,,,,,
player,201411020cle,cle,WillKW00,punt_ret_yds_per_ret,0.0,,,,,
player,201411020cle,cle,WillKW00,punt_ret_td,0,,,,,
player,201411020cle,cle,WillKW00,punt_ret_long,0,,,,,
player,201411020cle,cle,MoorMa02,kick_ret,2,,,,,
player,201411020cle,cle,MoorMa02,kick_ret_yds,46,,,,,
player,201411020cle,cle,MoorMa02,kick_ret_yds_per_ret,23.0,,,,,
player,201411020cle,cle,MoorMa02,kick_ret_td,0,,,,,
player,201411020cle,cle,MoorMa02,kick_ret_long,24,,,,,
player,201411020cle,cle,MoorMa02,punt_ret,0,,,,,
player,201411020cle,cle,MoorMa02,punt_ret_yds,0,,,,,
player,201411020cle,cle,MoorMa02,punt_ret_yds_per_ret,,,,,,
player,201411020cle,cle,MoorMa02,punt_ret_td,0,,,,,
player,201411020cle,cle,MoorMa02,punt_ret_long,0,,,,,
player,201411020cle,cle,GabrTa00,kick_ret,1,,,,,
player,201411020cle,cle,GabrTa00,kick_ret_yds,30,,,,,
player,201411020cle,cle,GabrTa00,kick_ret_yds_per_ret,30.0,,,,,
player,201411020cle,cle,GabrTa00,kick_ret_td,0,,,,,
player,201411020cle,cle,GabrTa00,kick_ret_long,30,,,,,
player,201411020cle,cle,GabrTa00,punt_ret,0,,,,,
player,201411020cle,cle,GabrTa00,punt_ret_yds,0,,,,,
player,201411020cle,cle,GabrTa00,punt_ret_yds_per_ret,,,,,,
player,201411020cle,cle,GabrTa00,punt_ret_td,0,,,,,
player,201411020cle,cle,GabrTa00,punt_ret_long,0,,,,,
player,201411020cle,tam,MurrPa01,xpm,2,,,,,
player,201411020cle,tam,MurrPa01,xpa,2,,,,,
player,201411020cle,tam,MurrPa01,fgm,1,,,,,
player,201411020cle,tam,MurrPa01,fga,3,,,,,
player,201411020cle,tam,MurrPa01,punt,0,,,,,
player,201411020cle,tam,MurrPa01,punt_yds,0,,,,,
player,201411020cle,tam,MurrPa01,punt_yds_per_punt,,,,,,
player,201411020cle,tam,MurrPa01,punt_long,0,,,,,
player,201411020cle,tam,koenemic01,xpm,,,,,,
player,201411020cle,tam,koenemic01,xpa,,,,,,
player,201411020cle,tam,koenemic01,fgm,,,,,,
player,201411020cle,tam,koenemic01,fga,,,,,,
player,201411020cle,tam,koenemic01,punt,4,,,,,
player,201411020cle,tam,koenemic01,punt_yds,121,,,,,
player,201411020cle,tam,koenemic01,punt_yds_per_punt,30.3,,,,,
player,201411020cle,tam,koenemic01,punt_long,44,,,,,
player,201411020cle,cle,cundibil01,xpm,1,,,,,
player,201411020cle,cle,cundibil01,xpa,1,,,,,
player,201411020cle,cle,cundibil01,fgm,3,,,,,
player,201411020cle,cle,cundibil01,fga,3,,,,,
player,201411020cle,cle,cundibil01,punt,0,,,,,
player,201411020cle,cle,cundibil01,punt_yds,0,,,,,
player,201411020cle,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201411020cle,cle,cundibil01,punt_long,0,,,,,
player,201411020cle,cle,LannSp00,xpm,,,,,,
player,201411020cle,cle,LannSp00,xpa,,,,,,
player,201411020cle,cle,LannSp00,fgm,,,,,,
player,201411020cle,cle,LannSp00,fga,,,,,,
player,201411020cle,cle,LannSp00,punt,5,,,,,
player,201411020cle,cle,LannSp00,punt_yds,184,,,,,
player,201411020cle,cle,LannSp00,punt_yds_per_punt,36.8,,,,,
player,201411020cle,cle,LannSp00,punt_long,47,,,,,
player,201411020cle,cle,SchwMi00,pos,T,,,,,
player,201411020cle,cle,SchwMi00,offense,67,,,,,
player,201411020cle,cle,SchwMi00,off_pct,100%,,,,,
player,201411020cle,cle,SchwMi00,defense,0,,,,,
player,201411020cle,cle,SchwMi00,def_pct,0%,,,,,
player,201411020cle,cle,SchwMi00,special_teams,4,,,,,
player,201411020cle,cle,SchwMi00,st_pct,15%,,,,,
player,201411020cle,cle,GrecJo20,pos,G,,,,,
player,201411020cle,cle,GrecJo20,offense,67,,,,,
player,201411020cle,cle,GrecJo20,off_pct,100%,,,,,
player,201411020cle,cle,GrecJo20,defense,0,,,,,
player,201411020cle,cle,GrecJo20,def_pct,0%,,,,,
player,201411020cle,cle,GrecJo20,special_teams,4,,,,,
player,201411020cle,cle,GrecJo20,st_pct,15%,,,,,
player,201411020cle,cle,BitoJo00,pos,G,,,,,
player,201411020cle,cle,BitoJo00,offense,67,,,,,
player,201411020cle,cle,BitoJo00,off_pct,100%,,,,,
player,201411020cle,cle,BitoJo00,defense,0,,,,,
player,201411020cle,cle,BitoJo00,def_pct,0%,,,,,
player,201411020cle,cle,BitoJo00,special_teams,4,,,,,
player,201411020cle,cle,BitoJo00,st_pct,15%,,,,,
player,201411020cle,cle,ThomJo28,pos,T,,,,,
player,201411020cle,cle,ThomJo28,offense,67,,,,,
player,201411020cle,cle,ThomJo28,off_pct,100%,,,,,
player,201411020cle,cle,ThomJo28,defense,0,,,,,
player,201411020cle,cle,ThomJo28,def_pct,0%,,,,,
player,201411020cle,cle,ThomJo28,special_teams,4,,,,,
player,201411020cle,cle,ThomJo28,st_pct,15%,,,,,
player,201411020cle,cle,McDoNi00,pos,C,,,,,
player,201411020cle,cle,McDoNi00,offense,67,,,,,
player,201411020cle,cle,McDoNi00,off_pct,100%,,,,,
player,201411020cle,cle,McDoNi00,defense,0,,,,,
player,201411020cle,cle,McDoNi00,def_pct,0%,,,,,
player,201411020cle,cle,McDoNi00,special_teams,0,,,,,
player,201411020cle,cle,McDoNi00,st_pct,0%,,,,,
player,201411020cle,cle,HoyeBr00,pos,QB,,,,,
player,201411020cle,cle,HoyeBr00,offense,67,,,,,
player,201411020cle,cle,HoyeBr00,off_pct,100%,,,,,
player,201411020cle,cle,HoyeBr00,defense,0,,,,,
player,201411020cle,cle,HoyeBr00,def_pct,0%,,,,,
player,201411020cle,cle,HoyeBr00,special_teams,0,,,,,
player,201411020cle,cle,HoyeBr00,st_pct,0%,,,,,
player,201411020cle,cle,AustMi00,pos,WR,,,,,
player,201411020cle,cle,AustMi00,offense,50,,,,,
player,201411020cle,cle,AustMi00,off_pct,75%,,,,,
player,201411020cle,cle,AustMi00,defense,0,,,,,
player,201411020cle,cle,AustMi00,def_pct,0%,,,,,
player,201411020cle,cle,AustMi00,special_teams,0,,,,,
player,201411020cle,cle,AustMi00,st_pct,0%,,,,,
player,201411020cle,cle,DrayJi00,pos,TE,,,,,
player,201411020cle,cle,DrayJi00,offense,45,,,,,
player,201411020cle,cle,DrayJi00,off_pct,67%,,,,,
player,201411020cle,cle,DrayJi00,defense,0,,,,,
player,201411020cle,cle,DrayJi00,def_pct,0%,,,,,
player,201411020cle,cle,DrayJi00,special_teams,4,,,,,
player,201411020cle,cle,DrayJi00,st_pct,15%,,,,,
player,201411020cle,cle,BarnGa01,pos,TE,,,,,
player,201411020cle,cle,BarnGa01,offense,43,,,,,
player,201411020cle,cle,BarnGa01,off_pct,64%,,,,,
player,201411020cle,cle,BarnGa01,defense,0,,,,,
player,201411020cle,cle,BarnGa01,def_pct,0%,,,,,
player,201411020cle,cle,BarnGa01,special_teams,9,,,,,
player,201411020cle,cle,BarnGa01,st_pct,33%,,,,,
player,201411020cle,cle,GabrTa00,pos,WR,,,,,
player,201411020cle,cle,GabrTa00,offense,42,,,,,
player,201411020cle,cle,GabrTa00,off_pct,63%,,,,,
player,201411020cle,cle,GabrTa00,defense,0,,,,,
player,201411020cle,cle,GabrTa00,def_pct,0%,,,,,
player,201411020cle,cle,GabrTa00,special_teams,2,,,,,
player,201411020cle,cle,GabrTa00,st_pct,7%,,,,,
player,201411020cle,cle,WestTe00,pos,RB,,,,,
player,201411020cle,cle,WestTe00,offense,37,,,,,
player,201411020cle,cle,WestTe00,off_pct,55%,,,,,
player,201411020cle,cle,WestTe00,defense,0,,,,,
player,201411020cle,cle,WestTe00,def_pct,0%,,,,,
player,201411020cle,cle,WestTe00,special_teams,0,,,,,
player,201411020cle,cle,WestTe00,st_pct,0%,,,,,
player,201411020cle,cle,SmalKi00,pos,FB,,,,,
player,201411020cle,cle,SmalKi00,offense,32,,,,,
player,201411020cle,cle,SmalKi00,off_pct,48%,,,,,
player,201411020cle,cle,SmalKi00,defense,0,,,,,
player,201411020cle,cle,SmalKi00,def_pct,0%,,,,,
player,201411020cle,cle,SmalKi00,special_teams,4,,,,,
player,201411020cle,cle,SmalKi00,st_pct,15%,,,,,
player,201411020cle,cle,HawkAn00,pos,WR,,,,,
player,201411020cle,cle,HawkAn00,offense,31,,,,,
player,201411020cle,cle,HawkAn00,off_pct,46%,,,,,
player,201411020cle,cle,HawkAn00,defense,0,,,,,
player,201411020cle,cle,HawkAn00,def_pct,0%,,,,,
player,201411020cle,cle,HawkAn00,special_teams,0,,,,,
player,201411020cle,cle,HawkAn00,st_pct,0%,,,,,
player,201411020cle,cle,TateBe00,pos,RB,,,,,
player,201411020cle,cle,TateBe00,offense,30,,,,,
player,201411020cle,cle,TateBe00,off_pct,45%,,,,,
player,201411020cle,cle,TateBe00,defense,0,,,,,
player,201411020cle,cle,TateBe00,def_pct,0%,,,,,
player,201411020cle,cle,TateBe00,special_teams,0,,,,,
player,201411020cle,cle,TateBe00,st_pct,0%,,,,,
player,201411020cle,cle,BenjTr00,pos,WR,,,,,
player,201411020cle,cle,BenjTr00,offense,22,,,,,
player,201411020cle,cle,BenjTr00,off_pct,33%,,,,,
player,201411020cle,cle,BenjTr00,defense,0,,,,,
player,201411020cle,cle,BenjTr00,def_pct,0%,,,,,
player,201411020cle,cle,BenjTr00,special_teams,0,,,,,
player,201411020cle,cle,BenjTr00,st_pct,0%,,,,,
player,201411020cle,cle,McQuPa21,pos,G,,,,,
player,201411020cle,cle,McQuPa21,offense,2,,,,,
player,201411020cle,cle,McQuPa21,off_pct,3%,,,,,
player,201411020cle,cle,McQuPa21,defense,0,,,,,
player,201411020cle,cle,McQuPa21,def_pct,0%,,,,,
player,201411020cle,cle,McQuPa21,special_teams,4,,,,,
player,201411020cle,cle,McQuPa21,st_pct,15%,,,,,
player,201411020cle,cle,MoorMa02,pos,WR,,,,,
player,201411020cle,cle,MoorMa02,offense,1,,,,,
player,201411020cle,cle,MoorMa02,off_pct,1%,,,,,
player,201411020cle,cle,MoorMa02,defense,0,,,,,
player,201411020cle,cle,MoorMa02,def_pct,0%,,,,,
player,201411020cle,cle,MoorMa02,special_teams,15,,,,,
player,201411020cle,cle,MoorMa02,st_pct,56%,,,,,
player,201411020cle,cle,SkriBu00,pos,CB,,,,,
player,201411020cle,cle,SkriBu00,offense,0,,,,,
player,201411020cle,cle,SkriBu00,off_pct,0%,,,,,
player,201411020cle,cle,SkriBu00,defense,65,,,,,
player,201411020cle,cle,SkriBu00,def_pct,100%,,,,,
player,201411020cle,cle,SkriBu00,special_teams,9,,,,,
player,201411020cle,cle,SkriBu00,st_pct,33%,,,,,
player,201411020cle,cle,HadeJo99,pos,CB,,,,,
player,201411020cle,cle,HadeJo99,offense,0,,,,,
player,201411020cle,cle,HadeJo99,off_pct,0%,,,,,
player,201411020cle,cle,HadeJo99,defense,65,,,,,
player,201411020cle,cle,HadeJo99,def_pct,100%,,,,,
player,201411020cle,cle,HadeJo99,special_teams,9,,,,,
player,201411020cle,cle,HadeJo99,st_pct,33%,,,,,
player,201411020cle,cle,DansKa20,pos,LB,,,,,
player,201411020cle,cle,DansKa20,offense,0,,,,,
player,201411020cle,cle,DansKa20,off_pct,0%,,,,,
player,201411020cle,cle,DansKa20,defense,65,,,,,
player,201411020cle,cle,DansKa20,def_pct,100%,,,,,
player,201411020cle,cle,DansKa20,special_teams,8,,,,,
player,201411020cle,cle,DansKa20,st_pct,30%,,,,,
player,201411020cle,cle,GipsTa00,pos,FS,,,,,
player,201411020cle,cle,GipsTa00,offense,0,,,,,
player,201411020cle,cle,GipsTa00,off_pct,0%,,,,,
player,201411020cle,cle,GipsTa00,defense,65,,,,,
player,201411020cle,cle,GipsTa00,def_pct,100%,,,,,
player,201411020cle,cle,GipsTa00,special_teams,3,,,,,
player,201411020cle,cle,GipsTa00,st_pct,11%,,,,,
player,201411020cle,cle,WhitDo20,pos,SS,,,,,
player,201411020cle,cle,WhitDo20,offense,0,,,,,
player,201411020cle,cle,WhitDo20,off_pct,0%,,,,,
player,201411020cle,cle,WhitDo20,defense,65,,,,,
player,201411020cle,cle,WhitDo20,def_pct,100%,,,,,
player,201411020cle,cle,WhitDo20,special_teams,0,,,,,
player,201411020cle,cle,WhitDo20,st_pct,0%,,,,,
player,201411020cle,cle,BryaDe00,pos,DE,,,,,
player,201411020cle,cle,BryaDe00,offense,0,,,,,
player,201411020cle,cle,BryaDe00,off_pct,0%,,,,,
player,201411020cle,cle,BryaDe00,defense,50,,,,,
player,201411020cle,cle,BryaDe00,def_pct,77%,,,,,
player,201411020cle,cle,BryaDe00,special_teams,8,,,,,
player,201411020cle,cle,BryaDe00,st_pct,30%,,,,,
player,201411020cle,cle,KrugPa99,pos,LB,,,,,
player,201411020cle,cle,KrugPa99,offense,0,,,,,
player,201411020cle,cle,KrugPa99,off_pct,0%,,,,,
player,201411020cle,cle,KrugPa99,defense,49,,,,,
player,201411020cle,cle,KrugPa99,def_pct,75%,,,,,
player,201411020cle,cle,KrugPa99,special_teams,3,,,,,
player,201411020cle,cle,KrugPa99,st_pct,11%,,,,,
player,201411020cle,cle,SheaJa00,pos,LB,,,,,
player,201411020cle,cle,SheaJa00,offense,0,,,,,
player,201411020cle,cle,SheaJa00,off_pct,0%,,,,,
player,201411020cle,cle,SheaJa00,defense,46,,,,,
player,201411020cle,cle,SheaJa00,def_pct,71%,,,,,
player,201411020cle,cle,SheaJa00,special_teams,8,,,,,
player,201411020cle,cle,SheaJa00,st_pct,30%,,,,,
player,201411020cle,cle,MingBa00,pos,LB,,,,,
player,201411020cle,cle,MingBa00,offense,0,,,,,
player,201411020cle,cle,MingBa00,off_pct,0%,,,,,
player,201411020cle,cle,MingBa00,defense,38,,,,,
player,201411020cle,cle,MingBa00,def_pct,58%,,,,,
player,201411020cle,cle,MingBa00,special_teams,15,,,,,
player,201411020cle,cle,MingBa00,st_pct,56%,,,,,
player,201411020cle,cle,RobeCr00,pos,LB,,,,,
player,201411020cle,cle,RobeCr00,offense,0,,,,,
player,201411020cle,cle,RobeCr00,off_pct,0%,,,,,
player,201411020cle,cle,RobeCr00,defense,37,,,,,
player,201411020cle,cle,RobeCr00,def_pct,57%,,,,,
player,201411020cle,cle,RobeCr00,special_teams,22,,,,,
player,201411020cle,cle,RobeCr00,st_pct,81%,,,,,
player,201411020cle,cle,RubiAh99,pos,NT,,,,,
player,201411020cle,cle,RubiAh99,offense,0,,,,,
player,201411020cle,cle,RubiAh99,off_pct,0%,,,,,
player,201411020cle,cle,RubiAh99,defense,31,,,,,
player,201411020cle,cle,RubiAh99,def_pct,48%,,,,,
player,201411020cle,cle,RubiAh99,special_teams,6,,,,,
player,201411020cle,cle,RubiAh99,st_pct,22%,,,,,
player,201411020cle,cle,FuaxSi00,pos,DT,,,,,
player,201411020cle,cle,FuaxSi00,offense,0,,,,,
player,201411020cle,cle,FuaxSi00,off_pct,0%,,,,,
player,201411020cle,cle,FuaxSi00,defense,28,,,,,
player,201411020cle,cle,FuaxSi00,def_pct,43%,,,,,
player,201411020cle,cle,FuaxSi00,special_teams,2,,,,,
player,201411020cle,cle,FuaxSi00,st_pct,7%,,,,,
player,201411020cle,cle,WinnBi00,pos,DE,,,,,
player,201411020cle,cle,WinnBi00,offense,0,,,,,
player,201411020cle,cle,WinnBi00,off_pct,0%,,,,,
player,201411020cle,cle,WinnBi00,defense,26,,,,,
player,201411020cle,cle,WinnBi00,def_pct,40%,,,,,
player,201411020cle,cle,WinnBi00,special_teams,9,,,,,
player,201411020cle,cle,WinnBi00,st_pct,33%,,,,,
player,201411020cle,cle,KitcIs00,pos,NT,,,,,
player,201411020cle,cle,KitcIs00,offense,0,,,,,
player,201411020cle,cle,KitcIs00,off_pct,0%,,,,,
player,201411020cle,cle,KitcIs00,defense,26,,,,,
player,201411020cle,cle,KitcIs00,def_pct,40%,,,,,
player,201411020cle,cle,KitcIs00,special_teams,0,,,,,
player,201411020cle,cle,KitcIs00,st_pct,0%,,,,,
player,201411020cle,cle,KirkCh00,pos,LB,,,,,
player,201411020cle,cle,KirkCh00,offense,0,,,,,
player,201411020cle,cle,KirkCh00,off_pct,0%,,,,,
player,201411020cle,cle,KirkCh00,defense,21,,,,,
player,201411020cle,cle,KirkCh00,def_pct,32%,,,,,
player,201411020cle,cle,KirkCh00,special_teams,15,,,,,
player,201411020cle,cle,KirkCh00,st_pct,56%,,,,,
player,201411020cle,cle,GilbJu00,pos,CB,,,,,
player,201411020cle,cle,GilbJu00,offense,0,,,,,
player,201411020cle,cle,GilbJu00,off_pct,0%,,,,,
player,201411020cle,cle,GilbJu00,defense,16,,,,,
player,201411020cle,cle,GilbJu00,def_pct,25%,,,,,
player,201411020cle,cle,GilbJu00,special_teams,10,,,,,
player,201411020cle,cle,GilbJu00,st_pct,37%,,,,,
player,201411020cle,cle,WillKW00,pos,CB,,,,,
player,201411020cle,cle,WillKW00,offense,0,,,,,
player,201411020cle,cle,WillKW00,off_pct,0%,,,,,
player,201411020cle,cle,WillKW00,defense,12,,,,,
player,201411020cle,cle,WillKW00,def_pct,18%,,,,,
player,201411020cle,cle,WillKW00,special_teams,6,,,,,
player,201411020cle,cle,WillKW00,st_pct,22%,,,,,
player,201411020cle,cle,LeonJi23,pos,SS,,,,,
player,201411020cle,cle,LeonJi23,offense,0,,,,,
player,201411020cle,cle,LeonJi23,off_pct,0%,,,,,
player,201411020cle,cle,LeonJi23,defense,7,,,,,
player,201411020cle,cle,LeonJi23,def_pct,11%,,,,,
player,201411020cle,cle,LeonJi23,special_teams,11,,,,,
player,201411020cle,cle,LeonJi23,st_pct,41%,,,,,
player,201411020cle,cle,CardTa00,pos,LB,,,,,
player,201411020cle,cle,CardTa00,offense,0,,,,,
player,201411020cle,cle,CardTa00,off_pct,0%,,,,,
player,201411020cle,cle,CardTa00,defense,1,,,,,
player,201411020cle,cle,CardTa00,def_pct,2%,,,,,
player,201411020cle,cle,CardTa00,special_teams,20,,,,,
player,201411020cle,cle,CardTa00,st_pct,74%,,,,,
player,201411020cle,cle,MartEr02,pos,LB,,,,,
player,201411020cle,cle,MartEr02,offense,0,,,,,
player,201411020cle,cle,MartEr02,off_pct,0%,,,,,
player,201411020cle,cle,MartEr02,defense,1,,,,,
player,201411020cle,cle,MartEr02,def_pct,2%,,,,,
player,201411020cle,cle,MartEr02,special_teams,10,,,,,
player,201411020cle,cle,MartEr02,st_pct,37%,,,,,
player,201411020cle,cle,BadeJo00,pos,SS,,,,,
player,201411020cle,cle,BadeJo00,offense,0,,,,,
player,201411020cle,cle,BadeJo00,off_pct,0%,,,,,
player,201411020cle,cle,BadeJo00,defense,1,,,,,
player,201411020cle,cle,BadeJo00,def_pct,2%,,,,,
player,201411020cle,cle,BadeJo00,special_teams,9,,,,,
player,201411020cle,cle,BadeJo00,st_pct,33%,,,,,
player,201411020cle,cle,PoyeJo00,pos,FS,,,,,
player,201411020cle,cle,PoyeJo00,offense,0,,,,,
player,201411020cle,cle,PoyeJo00,off_pct,0%,,,,,
player,201411020cle,cle,PoyeJo00,defense,0,,,,,
player,201411020cle,cle,PoyeJo00,def_pct,0%,,,,,
player,201411020cle,cle,PoyeJo00,special_teams,20,,,,,
player,201411020cle,cle,PoyeJo00,st_pct,74%,,,,,
player,201411020cle,cle,cundibil01,pos,K,,,,,
player,201411020cle,cle,cundibil01,offense,0,,,,,
player,201411020cle,cle,cundibil01,off_pct,0%,,,,,
player,201411020cle,cle,cundibil01,defense,0,,,,,
player,201411020cle,cle,cundibil01,def_pct,0%,,,,,
player,201411020cle,cle,cundibil01,special_teams,9,,,,,
player,201411020cle,cle,cundibil01,st_pct,33%,,,,,
player,201411020cle,cle,LannSp00,pos,P,,,,,
player,201411020cle,cle,LannSp00,offense,0,,,,,
player,201411020cle,cle,LannSp00,off_pct,0%,,,,,
player,201411020cle,cle,LannSp00,defense,0,,,,,
player,201411020cle,cle,LannSp00,def_pct,0%,,,,,
player,201411020cle,cle,LannSp00,special_teams,9,,,,,
player,201411020cle,cle,LannSp00,st_pct,33%,,,,,
player,201411020cle,cle,YounCh02,pos,LS,,,,,
player,201411020cle,cle,YounCh02,offense,0,,,,,
player,201411020cle,cle,YounCh02,off_pct,0%,,,,,
player,201411020cle,cle,YounCh02,defense,0,,,,,
player,201411020cle,cle,YounCh02,def_pct,0%,,,,,
player,201411020cle,cle,YounCh02,special_teams,9,,,,,
player,201411020cle,cle,YounCh02,st_pct,33%,,,,,
player,201411020cle,cle,TaylRy00,pos,TE,,,,,
player,201411020cle,cle,TaylRy00,offense,0,,,,,
player,201411020cle,cle,TaylRy00,off_pct,0%,,,,,
player,201411020cle,cle,TaylRy00,defense,0,,,,,
player,201411020cle,cle,TaylRy00,def_pct,0%,,,,,
player,201411020cle,cle,TaylRy00,special_teams,5,,,,,
player,201411020cle,cle,TaylRy00,st_pct,19%,,,,,
player,201411020cle,cle,SeymRy00,pos,T,,,,,
player,201411020cle,cle,SeymRy00,offense,0,,,,,
player,201411020cle,cle,SeymRy00,off_pct,0%,,,,,
player,201411020cle,cle,SeymRy00,defense,0,,,,,
player,201411020cle,cle,SeymRy00,def_pct,0%,,,,,
player,201411020cle,cle,SeymRy00,special_teams,4,,,,,
player,201411020cle,cle,SeymRy00,st_pct,15%,,,,,
player,201411020cle,cle,CrowIs00,pos,RB,,,,,
player,201411020cle,cle,CrowIs00,offense,0,,,,,
player,201411020cle,cle,CrowIs00,off_pct,0%,,,,,
player,201411020cle,cle,CrowIs00,defense,0,,,,,
player,201411020cle,cle,CrowIs00,def_pct,0%,,,,,
player,201411020cle,cle,CrowIs00,special_teams,3,,,,,
player,201411020cle,cle,CrowIs00,st_pct,11%,,,,,
player,201411020cle,tam,DotsDe00,pos,T,,,,,
player,201411020cle,tam,DotsDe00,offense,65,,,,,
player,201411020cle,tam,DotsDe00,off_pct,100%,,,,,
player,201411020cle,tam,DotsDe00,defense,0,,,,,
player,201411020cle,tam,DotsDe00,def_pct,0%,,,,,
player,201411020cle,tam,DotsDe00,special_teams,9,,,,,
player,201411020cle,tam,DotsDe00,st_pct,33%,,,,,
player,201411020cle,tam,MankLo20,pos,G,,,,,
player,201411020cle,tam,MankLo20,offense,65,,,,,
player,201411020cle,tam,MankLo20,off_pct,100%,,,,,
player,201411020cle,tam,MankLo20,defense,0,,,,,
player,201411020cle,tam,MankLo20,def_pct,0%,,,,,
player,201411020cle,tam,MankLo20,special_teams,5,,,,,
player,201411020cle,tam,MankLo20,st_pct,19%,,,,,
player,201411020cle,tam,OmamPa00,pos,G,,,,,
player,201411020cle,tam,OmamPa00,offense,65,,,,,
player,201411020cle,tam,OmamPa00,off_pct,100%,,,,,
player,201411020cle,tam,OmamPa00,defense,0,,,,,
player,201411020cle,tam,OmamPa00,def_pct,0%,,,,,
player,201411020cle,tam,OmamPa00,special_teams,5,,,,,
player,201411020cle,tam,OmamPa00,st_pct,19%,,,,,
player,201411020cle,tam,DietEv00,pos,C,,,,,
player,201411020cle,tam,DietEv00,offense,65,,,,,
player,201411020cle,tam,DietEv00,off_pct,100%,,,,,
player,201411020cle,tam,DietEv00,defense,0,,,,,
player,201411020cle,tam,DietEv00,def_pct,0%,,,,,
player,201411020cle,tam,DietEv00,special_teams,0,,,,,
player,201411020cle,tam,DietEv00,st_pct,0%,,,,,
player,201411020cle,tam,GlenMi00,pos,QB,,,,,
player,201411020cle,tam,GlenMi00,offense,65,,,,,
player,201411020cle,tam,GlenMi00,off_pct,100%,,,,,
player,201411020cle,tam,GlenMi00,defense,0,,,,,
player,201411020cle,tam,GlenMi00,def_pct,0%,,,,,
player,201411020cle,tam,GlenMi00,special_teams,0,,,,,
player,201411020cle,tam,GlenMi00,st_pct,0%,,,,,
player,201411020cle,tam,JackVi00,pos,WR,,,,,
player,201411020cle,tam,JackVi00,offense,64,,,,,
player,201411020cle,tam,JackVi00,off_pct,98%,,,,,
player,201411020cle,tam,JackVi00,defense,0,,,,,
player,201411020cle,tam,JackVi00,def_pct,0%,,,,,
player,201411020cle,tam,JackVi00,special_teams,0,,,,,
player,201411020cle,tam,JackVi00,st_pct,0%,,,,,
player,201411020cle,tam,SefeAu00,pos,TE,,,,,
player,201411020cle,tam,SefeAu00,offense,63,,,,,
player,201411020cle,tam,SefeAu00,off_pct,97%,,,,,
player,201411020cle,tam,SefeAu00,defense,0,,,,,
player,201411020cle,tam,SefeAu00,def_pct,0%,,,,,
player,201411020cle,tam,SefeAu00,special_teams,0,,,,,
player,201411020cle,tam,SefeAu00,st_pct,0%,,,,,
player,201411020cle,tam,CousOn00,pos,T,,,,,
player,201411020cle,tam,CousOn00,offense,57,,,,,
player,201411020cle,tam,CousOn00,off_pct,88%,,,,,
player,201411020cle,tam,CousOn00,defense,0,,,,,
player,201411020cle,tam,CousOn00,def_pct,0%,,,,,
player,201411020cle,tam,CousOn00,special_teams,5,,,,,
player,201411020cle,tam,CousOn00,st_pct,19%,,,,,
player,201411020cle,tam,RainBo00,pos,RB,,,,,
player,201411020cle,tam,RainBo00,offense,57,,,,,
player,201411020cle,tam,RainBo00,off_pct,88%,,,,,
player,201411020cle,tam,RainBo00,defense,0,,,,,
player,201411020cle,tam,RainBo00,def_pct,0%,,,,,
player,201411020cle,tam,RainBo00,special_teams,0,,,,,
player,201411020cle,tam,RainBo00,st_pct,0%,,,,,
player,201411020cle,tam,EvanMi00,pos,WR,,,,,
player,201411020cle,tam,EvanMi00,offense,52,,,,,
player,201411020cle,tam,EvanMi00,off_pct,80%,,,,,
player,201411020cle,tam,EvanMi00,defense,0,,,,,
player,201411020cle,tam,EvanMi00,def_pct,0%,,,,,
player,201411020cle,tam,EvanMi00,special_teams,0,,,,,
player,201411020cle,tam,EvanMi00,st_pct,0%,,,,,
player,201411020cle,tam,MurpLo00,pos,WR,,,,,
player,201411020cle,tam,MurpLo00,offense,37,,,,,
player,201411020cle,tam,MurpLo00,off_pct,57%,,,,,
player,201411020cle,tam,MurpLo00,defense,0,,,,,
player,201411020cle,tam,MurpLo00,def_pct,0%,,,,,
player,201411020cle,tam,MurpLo00,special_teams,0,,,,,
player,201411020cle,tam,MurpLo00,st_pct,0%,,,,,
