game,2014,12,20141123,201411230atl,cle,"Cleveland Browns",26,atl,"Atlanta Falcons",24
player,201411230atl,atl,WilsJo99,tackles_loss,0,,,,,
player,201411230atl,atl,WilsJo99,qb_hits,0,,,,,
player,201411230atl,atl,WilsJo99,fumbles_rec,0,,,,,
player,201411230atl,atl,WilsJo99,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,WilsJo99,fumbles_rec_td,0,,,,,
player,201411230atl,atl,WilsJo99,fumbles_forced,0,,,,,
player,201411230atl,atl,HageRa00,def_int,0,,,,,
player,201411230atl,atl,HageRa00,def_int_yds,0,,,,,
player,201411230atl,atl,HageRa00,def_int_td,0,,,,,
player,201411230atl,atl,HageRa00,def_int_long,0,,,,,
player,201411230atl,atl,HageRa00,pass_defended,0,,,,,
player,201411230atl,atl,HageRa00,sacks,0.0,,,,,
player,201411230atl,atl,HageRa00,tackles_combined,2,,,,,
player,201411230atl,atl,HageRa00,tackles_solo,2,,,,,
player,201411230atl,atl,HageRa00,tackles_assists,0,,,,,
player,201411230atl,atl,HageRa00,tackles_loss,0,,,,,
player,201411230atl,atl,HageRa00,qb_hits,0,,,,,
player,201411230atl,atl,HageRa00,fumbles_rec,0,,,,,
player,201411230atl,atl,HageRa00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,HageRa00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,HageRa00,fumbles_forced,0,,,,,
player,201411230atl,atl,ShemPr00,def_int,0,,,,,
player,201411230atl,atl,ShemPr00,def_int_yds,0,,,,,
player,201411230atl,atl,ShemPr00,def_int_td,0,,,,,
player,201411230atl,atl,ShemPr00,def_int_long,0,,,,,
player,201411230atl,atl,ShemPr00,pass_defended,0,,,,,
player,201411230atl,atl,ShemPr00,sacks,0.0,,,,,
player,201411230atl,atl,ShemPr00,tackles_combined,2,,,,,
player,201411230atl,atl,ShemPr00,tackles_solo,1,,,,,
player,201411230atl,atl,ShemPr00,tackles_assists,1,,,,,
player,201411230atl,atl,ShemPr00,tackles_loss,1,,,,,
player,201411230atl,atl,ShemPr00,qb_hits,0,,,,,
player,201411230atl,atl,ShemPr00,fumbles_rec,0,,,,,
player,201411230atl,atl,ShemPr00,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,ShemPr00,fumbles_rec_td,0,,,,,
player,201411230atl,atl,ShemPr00,fumbles_forced,0,,,,,
player,201411230atl,atl,SoliPa99,def_int,0,,,,,
player,201411230atl,atl,SoliPa99,def_int_yds,0,,,,,
player,201411230atl,atl,SoliPa99,def_int_td,0,,,,,
player,201411230atl,atl,SoliPa99,def_int_long,0,,,,,
player,201411230atl,atl,SoliPa99,pass_defended,0,,,,,
player,201411230atl,atl,SoliPa99,sacks,0.0,,,,,
player,201411230atl,atl,SoliPa99,tackles_combined,2,,,,,
player,201411230atl,atl,SoliPa99,tackles_solo,1,,,,,
player,201411230atl,atl,SoliPa99,tackles_assists,1,,,,,
player,201411230atl,atl,SoliPa99,tackles_loss,1,,,,,
player,201411230atl,atl,SoliPa99,qb_hits,0,,,,,
player,201411230atl,atl,SoliPa99,fumbles_rec,0,,,,,
player,201411230atl,atl,SoliPa99,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,SoliPa99,fumbles_rec_td,0,,,,,
player,201411230atl,atl,SoliPa99,fumbles_forced,0,,,,,
player,201411230atl,atl,JackTy98,def_int,0,,,,,
player,201411230atl,atl,JackTy98,def_int_yds,0,,,,,
player,201411230atl,atl,JackTy98,def_int_td,0,,,,,
player,201411230atl,atl,JackTy98,def_int_long,0,,,,,
player,201411230atl,atl,JackTy98,pass_defended,0,,,,,
player,201411230atl,atl,JackTy98,sacks,0.0,,,,,
player,201411230atl,atl,JackTy98,tackles_combined,1,,,,,
player,201411230atl,atl,JackTy98,tackles_solo,1,,,,,
player,201411230atl,atl,JackTy98,tackles_assists,0,,,,,
player,201411230atl,atl,JackTy98,tackles_loss,0,,,,,
player,201411230atl,atl,JackTy98,qb_hits,2,,,,,
player,201411230atl,atl,JackTy98,fumbles_rec,0,,,,,
player,201411230atl,atl,JackTy98,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,JackTy98,fumbles_rec_td,0,,,,,
player,201411230atl,atl,JackTy98,fumbles_forced,0,,,,,
player,201411230atl,atl,LoweDw99,def_int,0,,,,,
player,201411230atl,atl,LoweDw99,def_int_yds,0,,,,,
player,201411230atl,atl,LoweDw99,def_int_td,0,,,,,
player,201411230atl,atl,LoweDw99,def_int_long,0,,,,,
player,201411230atl,atl,LoweDw99,pass_defended,0,,,,,
player,201411230atl,atl,LoweDw99,sacks,0.0,,,,,
player,201411230atl,atl,LoweDw99,tackles_combined,1,,,,,
player,201411230atl,atl,LoweDw99,tackles_solo,1,,,,,
player,201411230atl,atl,LoweDw99,tackles_assists,0,,,,,
player,201411230atl,atl,LoweDw99,tackles_loss,0,,,,,
player,201411230atl,atl,LoweDw99,qb_hits,0,,,,,
player,201411230atl,atl,LoweDw99,fumbles_rec,0,,,,,
player,201411230atl,atl,LoweDw99,fumbles_rec_yds,0,,,,,
player,201411230atl,atl,LoweDw99,fumbles_rec_td,0,,,,,
player,201411230atl,atl,LoweDw99,fumbles_forced,0,,,,,
player,201411230atl,atl,ArenJa99,def_int,,,,,,
player,201411230atl,atl,ArenJa99,def_int_yds,,,,,,
player,201411230atl,atl,ArenJa99,def_int_td,,,,,,
player,201411230atl,atl,ArenJa99,def_int_long,,,,,,
player,201411230atl,atl,ArenJa99,pass_defended,0,,,,,
player,201411230atl,atl,ArenJa99,sacks,0.0,,,,,
player,201411230atl,atl,ArenJa99,tackles_combined,1,,,,,
player,201411230atl,atl,ArenJa99,tackles_solo,1,,,,,
player,201411230atl,atl,ArenJa99,tackles_assists,0,,,,,
player,201411230atl,atl,ArenJa99,tackles_loss,0,,,,,
player,201411230atl,atl,ArenJa99,qb_hits,0,,,,,
player,201411230atl,atl,ArenJa99,fumbles_rec,0,,,,,
player,201411230atl,atl,ArenJa99,fumbles_rec_yds,,,,,,
player,201411230atl,atl,ArenJa99,fumbles_rec_td,,,,,,
player,201411230atl,atl,ArenJa99,fumbles_forced,0,,,,,
player,201411230atl,atl,HestDe99,kick_ret,4,,,,,
player,201411230atl,atl,HestDe99,kick_ret_yds,84,,,,,
player,201411230atl,atl,HestDe99,kick_ret_yds_per_ret,21.0,,,,,
player,201411230atl,atl,HestDe99,kick_ret_td,0,,,,,
player,201411230atl,atl,HestDe99,kick_ret_long,27,,,,,
player,201411230atl,atl,HestDe99,punt_ret,1,,,,,
player,201411230atl,atl,HestDe99,punt_ret_yds,12,,,,,
player,201411230atl,atl,HestDe99,punt_ret_yds_per_ret,12.0,,,,,
player,201411230atl,atl,HestDe99,punt_ret_td,0,,,,,
player,201411230atl,atl,HestDe99,punt_ret_long,12,,,,,
player,201411230atl,cle,cundibil01,xpm,2,,,,,
player,201411230atl,cle,cundibil01,xpa,2,,,,,
player,201411230atl,cle,cundibil01,fgm,4,,,,,
player,201411230atl,cle,cundibil01,fga,5,,,,,
player,201411230atl,cle,cundibil01,punt,0,,,,,
player,201411230atl,cle,cundibil01,punt_yds,0,,,,,
player,201411230atl,cle,cundibil01,punt_yds_per_punt,,,,,,
player,201411230atl,cle,cundibil01,punt_long,0,,,,,
player,201411230atl,cle,LannSp00,xpm,,,,,,
player,201411230atl,cle,LannSp00,xpa,,,,,,
player,201411230atl,cle,LannSp00,fgm,,,,,,
player,201411230atl,cle,LannSp00,fga,,,,,,
player,201411230atl,cle,LannSp00,punt,1,,,,,
player,201411230atl,cle,LannSp00,punt_yds,41,,,,,
player,201411230atl,cle,LannSp00,punt_yds_per_punt,41.0,,,,,
player,201411230atl,cle,LannSp00,punt_long,41,,,,,
player,201411230atl,atl,bryanmat01,xpm,3,,,,,
player,201411230atl,atl,bryanmat01,xpa,3,,,,,
player,201411230atl,atl,bryanmat01,fgm,1,,,,,
player,201411230atl,atl,bryanmat01,fga,1,,,,,
player,201411230atl,atl,bryanmat01,punt,0,,,,,
player,201411230atl,atl,bryanmat01,punt_yds,0,,,,,
player,201411230atl,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201411230atl,atl,bryanmat01,punt_long,0,,,,,
player,201411230atl,atl,BoshMa00,xpm,,,,,,
player,201411230atl,atl,BoshMa00,xpa,,,,,,
player,201411230atl,atl,BoshMa00,fgm,,,,,,
player,201411230atl,atl,BoshMa00,fga,,,,,,
player,201411230atl,atl,BoshMa00,punt,4,,,,,
player,201411230atl,atl,BoshMa00,punt_yds,178,,,,,
player,201411230atl,atl,BoshMa00,punt_yds_per_punt,44.5,,,,,
player,201411230atl,atl,BoshMa00,punt_long,48,,,,,
player,201411230atl,atl,AsamJo20,pos,G,,,,,
player,201411230atl,atl,AsamJo20,offense,71,,,,,
player,201411230atl,atl,AsamJo20,off_pct,100%,,,,,
player,201411230atl,atl,AsamJo20,defense,0,,,,,
player,201411230atl,atl,AsamJo20,def_pct,0%,,,,,
player,201411230atl,atl,AsamJo20,special_teams,4,,,,,
player,201411230atl,atl,AsamJo20,st_pct,15%,,,,,
player,201411230atl,atl,MattJa00,pos,T,,,,,
player,201411230atl,atl,MattJa00,offense,71,,,,,
player,201411230atl,atl,MattJa00,off_pct,100%,,,,,
player,201411230atl,atl,MattJa00,defense,0,,,,,
player,201411230atl,atl,MattJa00,def_pct,0%,,,,,
player,201411230atl,atl,MattJa00,special_teams,4,,,,,
player,201411230atl,atl,MattJa00,st_pct,15%,,,,,
player,201411230atl,atl,SchrRy00,pos,T,,,,,
player,201411230atl,atl,SchrRy00,offense,71,,,,,
player,201411230atl,atl,SchrRy00,off_pct,100%,,,,,
player,201411230atl,atl,SchrRy00,defense,0,,,,,
player,201411230atl,atl,SchrRy00,def_pct,0%,,,,,
player,201411230atl,atl,SchrRy00,special_teams,4,,,,,
player,201411230atl,atl,SchrRy00,st_pct,15%,,,,,
player,201411230atl,atl,BlalJu20,pos,G,,,,,
player,201411230atl,atl,BlalJu20,offense,71,,,,,
player,201411230atl,atl,BlalJu20,off_pct,100%,,,,,
player,201411230atl,atl,BlalJu20,defense,0,,,,,
player,201411230atl,atl,BlalJu20,def_pct,0%,,,,,
player,201411230atl,atl,BlalJu20,special_teams,0,,,,,
player,201411230atl,atl,BlalJu20,st_pct,0%,,,,,
player,201411230atl,atl,RyanMa00,pos,QB,,,,,
player,201411230atl,atl,RyanMa00,offense,71,,,,,
player,201411230atl,atl,RyanMa00,off_pct,100%,,,,,
player,201411230atl,atl,RyanMa00,defense,0,,,,,
player,201411230atl,atl,RyanMa00,def_pct,0%,,,,,
player,201411230atl,atl,RyanMa00,special_teams,0,,,,,
player,201411230atl,atl,RyanMa00,st_pct,0%,,,,,
player,201411230atl,atl,StonJa02,pos,G,,,,,
player,201411230atl,atl,StonJa02,offense,71,,,,,
player,201411230atl,atl,StonJa02,off_pct,100%,,,,,
player,201411230atl,atl,StonJa02,defense,0,,,,,
player,201411230atl,atl,StonJa02,def_pct,0%,,,,,
player,201411230atl,atl,StonJa02,special_teams,0,,,,,
player,201411230atl,atl,StonJa02,st_pct,0%,,,,,
player,201411230atl,atl,WhitRo00,pos,WR,,,,,
player,201411230atl,atl,WhitRo00,offense,67,,,,,
player,201411230atl,atl,WhitRo00,off_pct,94%,,,,,
player,201411230atl,atl,WhitRo00,defense,0,,,,,
player,201411230atl,atl,WhitRo00,def_pct,0%,,,,,
player,201411230atl,atl,WhitRo00,special_teams,0,,,,,
player,201411230atl,atl,WhitRo00,st_pct,0%,,,,,
player,201411230atl,atl,JoneJu02,pos,WR,,,,,
player,201411230atl,atl,JoneJu02,offense,62,,,,,
player,201411230atl,atl,JoneJu02,off_pct,87%,,,,,
player,201411230atl,atl,JoneJu02,defense,0,,,,,
player,201411230atl,atl,JoneJu02,def_pct,0%,,,,,
player,201411230atl,atl,JoneJu02,special_teams,0,,,,,
player,201411230atl,atl,JoneJu02,st_pct,0%,,,,,
player,201411230atl,atl,ToilLe00,pos,TE,,,,,
player,201411230atl,atl,ToilLe00,offense,56,,,,,
player,201411230atl,atl,ToilLe00,off_pct,79%,,,,,
player,201411230atl,atl,ToilLe00,defense,0,,,,,
player,201411230atl,atl,ToilLe00,def_pct,0%,,,,,
player,201411230atl,atl,ToilLe00,special_teams,4,,,,,
player,201411230atl,atl,ToilLe00,st_pct,15%,,,,,
player,201411230atl,atl,DougHa00,pos,WR,,,,,
player,201411230atl,atl,DougHa00,offense,46,,,,,
player,201411230atl,atl,DougHa00,off_pct,65%,,,,,
player,201411230atl,atl,DougHa00,defense,0,,,,,
player,201411230atl,atl,DougHa00,def_pct,0%,,,,,
player,201411230atl,atl,DougHa00,special_teams,0,,,,,
player,201411230atl,atl,DougHa00,st_pct,0%,,,,,
player,201411230atl,atl,JackSt00,pos,RB,,,,,
player,201411230atl,atl,JackSt00,offense,37,,,,,
player,201411230atl,atl,JackSt00,off_pct,52%,,,,,
player,201411230atl,atl,JackSt00,defense,0,,,,,
player,201411230atl,atl,JackSt00,def_pct,0%,,,,,
player,201411230atl,atl,JackSt00,special_teams,0,,,,,
player,201411230atl,atl,JackSt00,st_pct,0%,,,,,
player,201411230atl,atl,RodgJa00,pos,RB,,,,,
player,201411230atl,atl,RodgJa00,offense,23,,,,,
player,201411230atl,atl,RodgJa00,off_pct,32%,,,,,
player,201411230atl,atl,RodgJa00,defense,0,,,,,
player,201411230atl,atl,RodgJa00,def_pct,0%,,,,,
player,201411230atl,atl,RodgJa00,special_teams,10,,,,,
player,201411230atl,atl,RodgJa00,st_pct,37%,,,,,
player,201411230atl,atl,HestDe99,pos,WR,,,,,
player,201411230atl,atl,HestDe99,offense,17,,,,,
player,201411230atl,atl,HestDe99,off_pct,24%,,,,,
player,201411230atl,atl,HestDe99,defense,0,,,,,
player,201411230atl,atl,HestDe99,def_pct,0%,,,,,
player,201411230atl,atl,HestDe99,special_teams,8,,,,,
player,201411230atl,atl,HestDe99,st_pct,30%,,,,,
player,201411230atl,atl,CariGa00,pos,T,,,,,
player,201411230atl,atl,CariGa00,offense,14,,,,,
player,201411230atl,atl,CariGa00,off_pct,20%,,,,,
player,201411230atl,atl,CariGa00,defense,0,,,,,
player,201411230atl,atl,CariGa00,def_pct,0%,,,,,
player,201411230atl,atl,CariGa00,special_teams,10,,,,,
player,201411230atl,atl,CariGa00,st_pct,37%,,,,,
player,201411230atl,atl,FreeDe00,pos,RB,,,,,
player,201411230atl,atl,FreeDe00,offense,11,,,,,
player,201411230atl,atl,FreeDe00,off_pct,15%,,,,,
player,201411230atl,atl,FreeDe00,defense,0,,,,,
player,201411230atl,atl,FreeDe00,def_pct,0%,,,,,
player,201411230atl,atl,FreeDe00,special_teams,6,,,,,
player,201411230atl,atl,FreeDe00,st_pct,22%,,,,,
player,201411230atl,atl,DiMaPa00,pos,FB,,,,,
player,201411230atl,atl,DiMaPa00,offense,10,,,,,
player,201411230atl,atl,DiMaPa00,off_pct,14%,,,,,
player,201411230atl,atl,DiMaPa00,defense,0,,,,,
player,201411230atl,atl,DiMaPa00,def_pct,0%,,,,,
player,201411230atl,atl,DiMaPa00,special_teams,10,,,,,
player,201411230atl,atl,DiMaPa00,st_pct,37%,,,,,
player,201411230atl,atl,WeemEr00,pos,WR,,,,,
player,201411230atl,atl,WeemEr00,offense,6,,,,,
player,201411230atl,atl,WeemEr00,off_pct,8%,,,,,
player,201411230atl,atl,WeemEr00,defense,0,,,,,
player,201411230atl,atl,WeemEr00,def_pct,0%,,,,,
player,201411230atl,atl,WeemEr00,special_teams,16,,,,,
player,201411230atl,atl,WeemEr00,st_pct,59%,,,,,
player,201411230atl,atl,PascBe00,pos,TE,,,,,
player,201411230atl,atl,PascBe00,offense,6,,,,,
player,201411230atl,atl,PascBe00,off_pct,8%,,,,,
player,201411230atl,atl,PascBe00,defense,0,,,,,
player,201411230atl,atl,PascBe00,def_pct,0%,,,,,
player,201411230atl,atl,PascBe00,special_teams,4,,,,,
player,201411230atl,atl,PascBe00,st_pct,15%,,,,,
player,201411230atl,atl,WorrPa00,pos,LB,,,,,
player,201411230atl,atl,WorrPa00,offense,0,,,,,
player,201411230atl,atl,WorrPa00,off_pct,0%,,,,,
player,201411230atl,atl,WorrPa00,defense,75,,,,,
player,201411230atl,atl,WorrPa00,def_pct,100%,,,,,
player,201411230atl,atl,WorrPa00,special_teams,7,,,,,
player,201411230atl,atl,WorrPa00,st_pct,26%,,,,,
player,201411230atl,atl,IshmKe00,pos,SS,,,,,
player,201411230atl,atl,IshmKe00,offense,0,,,,,
player,201411230atl,atl,IshmKe00,off_pct,0%,,,,,
player,201411230atl,atl,IshmKe00,defense,75,,,,,
player,201411230atl,atl,IshmKe00,def_pct,100%,,,,,
player,201411230atl,atl,IshmKe00,special_teams,7,,,,,
player,201411230atl,atl,IshmKe00,st_pct,26%,,,,,
player,201411230atl,atl,TrufDe00,pos,CB,,,,,
player,201411230atl,atl,TrufDe00,offense,0,,,,,
player,201411230atl,atl,TrufDe00,off_pct,0%,,,,,
player,201411230atl,atl,TrufDe00,defense,75,,,,,
player,201411230atl,atl,TrufDe00,def_pct,100%,,,,,
player,201411230atl,atl,TrufDe00,special_teams,1,,,,,
player,201411230atl,atl,TrufDe00,st_pct,4%,,,,,
player,201411230atl,atl,LoweDw99,pos,FS,,,,,
player,201411230atl,atl,LoweDw99,offense,0,,,,,
player,201411230atl,atl,LoweDw99,off_pct,0%,,,,,
player,201411230atl,atl,LoweDw99,defense,75,,,,,
player,201411230atl,atl,LoweDw99,def_pct,100%,,,,,
player,201411230atl,atl,LoweDw99,special_teams,0,,,,,
player,201411230atl,atl,LoweDw99,st_pct,0%,,,,,
player,201411230atl,atl,BierKr99,pos,DE,,,,,
player,201411230atl,atl,BierKr99,offense,0,,,,,
player,201411230atl,atl,BierKr99,off_pct,0%,,,,,
player,201411230atl,atl,BierKr99,defense,62,,,,,
player,201411230atl,atl,BierKr99,def_pct,83%,,,,,
player,201411230atl,atl,BierKr99,special_teams,7,,,,,
player,201411230atl,atl,BierKr99,st_pct,26%,,,,,
player,201411230atl,atl,BabiJo20,pos,DE,,,,,
player,201411230atl,atl,BabiJo20,offense,0,,,,,
player,201411230atl,atl,BabiJo20,off_pct,0%,,,,,
player,201411230atl,atl,BabiJo20,defense,58,,,,,
player,201411230atl,atl,BabiJo20,def_pct,77%,,,,,
player,201411230atl,atl,BabiJo20,special_teams,7,,,,,
player,201411230atl,atl,BabiJo20,st_pct,26%,,,,,
player,201411230atl,atl,McClRo98,pos,CB,,,,,
player,201411230atl,atl,McClRo98,offense,0,,,,,
player,201411230atl,atl,McClRo98,off_pct,0%,,,,,
player,201411230atl,atl,McClRo98,defense,56,,,,,
player,201411230atl,atl,McClRo98,def_pct,75%,,,,,
player,201411230atl,atl,McClRo98,special_teams,6,,,,,
player,201411230atl,atl,McClRo98,st_pct,22%,,,,,
player,201411230atl,atl,WilsJo99,pos,CB,,,,,
player,201411230atl,atl,WilsJo99,offense,0,,,,,
player,201411230atl,atl,WilsJo99,off_pct,0%,,,,,
player,201411230atl,atl,WilsJo99,defense,47,,,,,
player,201411230atl,atl,WilsJo99,def_pct,63%,,,,,
player,201411230atl,atl,WilsJo99,special_teams,14,,,,,
player,201411230atl,atl,WilsJo99,st_pct,52%,,,,,
player,201411230atl,atl,SoliPa99,pos,DT,,,,,
player,201411230atl,atl,SoliPa99,offense,0,,,,,
player,201411230atl,atl,SoliPa99,off_pct,0%,,,,,
player,201411230atl,atl,SoliPa99,defense,42,,,,,
player,201411230atl,atl,SoliPa99,def_pct,56%,,,,,
player,201411230atl,atl,SoliPa99,special_teams,4,,,,,
player,201411230atl,atl,SoliPa99,st_pct,15%,,,,,
player,201411230atl,atl,GoodMa01,pos,DE,,,,,
player,201411230atl,atl,GoodMa01,offense,0,,,,,
player,201411230atl,atl,GoodMa01,off_pct,0%,,,,,
player,201411230atl,atl,GoodMa01,defense,40,,,,,
player,201411230atl,atl,GoodMa01,def_pct,53%,,,,,
player,201411230atl,atl,GoodMa01,special_teams,9,,,,,
player,201411230atl,atl,GoodMa01,st_pct,33%,,,,,
player,201411230atl,atl,PeteCo00,pos,DT,,,,,
player,201411230atl,atl,PeteCo00,offense,0,,,,,
player,201411230atl,atl,PeteCo00,off_pct,0%,,,,,
player,201411230atl,atl,PeteCo00,defense,38,,,,,
player,201411230atl,atl,PeteCo00,def_pct,51%,,,,,
player,201411230atl,atl,PeteCo00,special_teams,7,,,,,
player,201411230atl,atl,PeteCo00,st_pct,26%,,,,,
player,201411230atl,atl,JackTy98,pos,DT,,,,,
player,201411230atl,atl,JackTy98,offense,0,,,,,
player,201411230atl,atl,JackTy98,off_pct,0%,,,,,
player,201411230atl,atl,JackTy98,defense,37,,,,,
player,201411230atl,atl,JackTy98,def_pct,49%,,,,,
player,201411230atl,atl,JackTy98,special_teams,11,,,,,
player,201411230atl,atl,JackTy98,st_pct,41%,,,,,
player,201411230atl,atl,BartJo01,pos,LB,,,,,
player,201411230atl,atl,BartJo01,offense,0,,,,,
player,201411230atl,atl,BartJo01,off_pct,0%,,,,,
player,201411230atl,atl,BartJo01,defense,33,,,,,
player,201411230atl,atl,BartJo01,def_pct,44%,,,,,
player,201411230atl,atl,BartJo01,special_teams,5,,,,,
player,201411230atl,atl,BartJo01,st_pct,19%,,,,,
player,201411230atl,atl,SoutDe00,pos,FS,,,,,
player,201411230atl,atl,SoutDe00,offense,0,,,,,
player,201411230atl,atl,SoutDe00,off_pct,0%,,,,,
player,201411230atl,atl,SoutDe00,defense,23,,,,,
player,201411230atl,atl,SoutDe00,def_pct,31%,,,,,
player,201411230atl,atl,SoutDe00,special_teams,22,,,,,
player,201411230atl,atl,SoutDe00,st_pct,81%,,,,,
player,201411230atl,atl,UmenOs99,pos,DE,,,,,
player,201411230atl,atl,UmenOs99,offense,0,,,,,
player,201411230atl,atl,UmenOs99,off_pct,0%,,,,,
player,201411230atl,atl,UmenOs99,defense,23,,,,,
player,201411230atl,atl,UmenOs99,def_pct,31%,,,,,
player,201411230atl,atl,UmenOs99,special_teams,0,,,,,
player,201411230atl,atl,UmenOs99,st_pct,0%,,,,,
player,201411230atl,atl,MassJo00,pos,DE,,,,,
player,201411230atl,atl,MassJo00,offense,0,,,,,
player,201411230atl,atl,MassJo00,off_pct,0%,,,,,
player,201411230atl,atl,MassJo00,defense,23,,,,,
player,201411230atl,atl,MassJo00,def_pct,31%,,,,,
player,201411230atl,atl,MassJo00,special_teams,0,,,,,
player,201411230atl,atl,MassJo00,st_pct,0%,,,,,
player,201411230atl,atl,ShemPr00,pos,LB,,,,,
player,201411230atl,atl,ShemPr00,offense,0,,,,,
player,201411230atl,atl,ShemPr00,off_pct,0%,,,,,
player,201411230atl,atl,ShemPr00,defense,19,,,,,
player,201411230atl,atl,ShemPr00,def_pct,25%,,,,,
player,201411230atl,atl,ShemPr00,special_teams,13,,,,,
player,201411230atl,atl,ShemPr00,st_pct,48%,,,,,
player,201411230atl,atl,HageRa00,pos,DT,,,,,
player,201411230atl,atl,HageRa00,offense,0,,,,,
player,201411230atl,atl,HageRa00,off_pct,0%,,,,,
player,201411230atl,atl,HageRa00,defense,16,,,,,
player,201411230atl,atl,HageRa00,def_pct,21%,,,,,
player,201411230atl,atl,HageRa00,special_teams,7,,,,,
player,201411230atl,atl,HageRa00,st_pct,26%,,,,,
player,201411230atl,atl,ArenJa99,pos,CB,,,,,
player,201411230atl,atl,ArenJa99,offense,0,,,,,
player,201411230atl,atl,ArenJa99,off_pct,0%,,,,,
player,201411230atl,atl,ArenJa99,defense,9,,,,,
player,201411230atl,atl,ArenJa99,def_pct,12%,,,,,
player,201411230atl,atl,ArenJa99,special_teams,18,,,,,
player,201411230atl,atl,ArenJa99,st_pct,67%,,,,,
player,201411230atl,atl,StupNa01,pos,LB,,,,,
player,201411230atl,atl,StupNa01,offense,0,,,,,
player,201411230atl,atl,StupNa01,off_pct,0%,,,,,
player,201411230atl,atl,StupNa01,defense,0,,,,,
player,201411230atl,atl,StupNa01,def_pct,0%,,,,,
player,201411230atl,atl,StupNa01,special_teams,16,,,,,
player,201411230atl,atl,StupNa01,st_pct,59%,,,,,
player,201411230atl,atl,BoshMa00,pos,P,,,,,
player,201411230atl,atl,BoshMa00,offense,0,,,,,
player,201411230atl,atl,BoshMa00,off_pct,0%,,,,,
player,201411230atl,atl,BoshMa00,defense,0,,,,,
player,201411230atl,atl,BoshMa00,def_pct,0%,,,,,
player,201411230atl,atl,BoshMa00,special_teams,13,,,,,
player,201411230atl,atl,BoshMa00,st_pct,48%,,,,,
player,201411230atl,atl,GunnHa00,pos,G,,,,,
player,201411230atl,atl,GunnHa00,offense,0,,,,,
player,201411230atl,atl,GunnHa00,off_pct,0%,,,,,
player,201411230atl,atl,GunnHa00,defense,0,,,,,
player,201411230atl,atl,GunnHa00,def_pct,0%,,,,,
player,201411230atl,atl,GunnHa00,special_teams,10,,,,,
player,201411230atl,atl,GunnHa00,st_pct,37%,,,,,
player,201411230atl,atl,DaviDr00,pos,WR,,,,,
player,201411230atl,atl,DaviDr00,offense,0,,,,,
player,201411230atl,atl,DaviDr00,off_pct,0%,,,,,
player,201411230atl,atl,DaviDr00,defense,0,,,,,
player,201411230atl,atl,DaviDr00,def_pct,0%,,,,,
player,201411230atl,atl,DaviDr00,special_teams,9,,,,,
player,201411230atl,atl,DaviDr00,st_pct,33%,,,,,
player,201411230atl,atl,HarrJo02,pos,LS,,,,,
player,201411230atl,atl,HarrJo02,offense,0,,,,,
player,201411230atl,atl,HarrJo02,off_pct,0%,,,,,
player,201411230atl,atl,HarrJo02,defense,0,,,,,
player,201411230atl,atl,HarrJo02,def_pct,0%,,,,,
player,201411230atl,atl,HarrJo02,special_teams,8,,,,,
player,201411230atl,atl,HarrJo02,st_pct,30%,,,,,
player,201411230atl,atl,GodfCh99,pos,CB,,,,,
player,201411230atl,atl,GodfCh99,offense,0,,,,,
player,201411230atl,atl,GodfCh99,off_pct,0%,,,,,
player,201411230atl,atl,GodfCh99,defense,0,,,,,
player,201411230atl,atl,GodfCh99,def_pct,0%,,,,,
player,201411230atl,atl,GodfCh99,special_teams,7,,,,,
player,201411230atl,atl,GodfCh99,st_pct,26%,,,,,
player,201411230atl,atl,MapoSt00,pos,DE,,,,,
player,201411230atl,atl,MapoSt00,offense,0,,,,,
player,201411230atl,atl,MapoSt00,off_pct,0%,,,,,
player,201411230atl,atl,MapoSt00,defense,0,,,,,
player,201411230atl,atl,MapoSt00,def_pct,0%,,,,,
player,201411230atl,atl,MapoSt00,special_teams,5,,,,,
player,201411230atl,atl,MapoSt00,st_pct,19%,,,,,
player,201411230atl,atl,bryanmat01,pos,K,,,,,
player,201411230atl,atl,bryanmat01,offense,0,,,,,
player,201411230atl,atl,bryanmat01,off_pct,0%,,,,,
player,201411230atl,atl,bryanmat01,defense,0,,,,,
player,201411230atl,atl,bryanmat01,def_pct,0%,,,,,
player,201411230atl,atl,bryanmat01,special_teams,4,,,,,
player,201411230atl,atl,bryanmat01,st_pct,15%,,,,,
player,201411230atl,cle,BitoJo00,pos,G,,,,,
player,201411230atl,cle,BitoJo00,offense,75,,,,,
player,201411230atl,cle,BitoJo00,off_pct,100%,,,,,
player,201411230atl,cle,BitoJo00,defense,0,,,,,
player,201411230atl,cle,BitoJo00,def_pct,0%,,,,,
player,201411230atl,cle,BitoJo00,special_teams,7,,,,,
player,201411230atl,cle,BitoJo00,st_pct,26%,,,,,
player,201411230atl,cle,GrecJo20,pos,G,,,,,
player,201411230atl,cle,GrecJo20,offense,75,,,,,
player,201411230atl,cle,GrecJo20,off_pct,100%,,,,,
player,201411230atl,cle,GrecJo20,defense,0,,,,,
player,201411230atl,cle,GrecJo20,def_pct,0%,,,,,
