game,2014,7,20141019,201410190chi,mia,"Miami Dolphins",27,chi,"Chicago Bears",14
player,201410190chi,mia,DelmLo99,special_teams,0,,,,,
player,201410190chi,mia,DelmLo99,st_pct,0%,,,,,
player,201410190chi,mia,FinnCo20,pos,CB,,,,,
player,201410190chi,mia,FinnCo20,offense,0,,,,,
player,201410190chi,mia,FinnCo20,off_pct,0%,,,,,
player,201410190chi,mia,FinnCo20,defense,53,,,,,
player,201410190chi,mia,FinnCo20,def_pct,100%,,,,,
player,201410190chi,mia,FinnCo20,special_teams,0,,,,,
player,201410190chi,mia,FinnCo20,st_pct,0%,,,,,
player,201410190chi,mia,JoneRe99,pos,FS,,,,,
player,201410190chi,mia,JoneRe99,offense,0,,,,,
player,201410190chi,mia,JoneRe99,off_pct,0%,,,,,
player,201410190chi,mia,JoneRe99,defense,53,,,,,
player,201410190chi,mia,JoneRe99,def_pct,100%,,,,,
player,201410190chi,mia,JoneRe99,special_teams,0,,,,,
player,201410190chi,mia,JoneRe99,st_pct,0%,,,,,
player,201410190chi,mia,OdriJa99,pos,DT,,,,,
player,201410190chi,mia,OdriJa99,offense,0,,,,,
player,201410190chi,mia,OdriJa99,off_pct,0%,,,,,
player,201410190chi,mia,OdriJa99,defense,50,,,,,
player,201410190chi,mia,OdriJa99,def_pct,94%,,,,,
player,201410190chi,mia,OdriJa99,special_teams,2,,,,,
player,201410190chi,mia,OdriJa99,st_pct,9%,,,,,
player,201410190chi,mia,WakeCa00,pos,DE,,,,,
player,201410190chi,mia,WakeCa00,offense,0,,,,,
player,201410190chi,mia,WakeCa00,off_pct,0%,,,,,
player,201410190chi,mia,WakeCa00,defense,48,,,,,
player,201410190chi,mia,WakeCa00,def_pct,91%,,,,,
player,201410190chi,mia,WakeCa00,special_teams,0,,,,,
player,201410190chi,mia,WakeCa00,st_pct,0%,,,,,
player,201410190chi,mia,VernOl00,pos,DE,,,,,
player,201410190chi,mia,VernOl00,offense,0,,,,,
player,201410190chi,mia,VernOl00,off_pct,0%,,,,,
player,201410190chi,mia,VernOl00,defense,47,,,,,
player,201410190chi,mia,VernOl00,def_pct,89%,,,,,
player,201410190chi,mia,VernOl00,special_teams,2,,,,,
player,201410190chi,mia,VernOl00,st_pct,9%,,,,,
player,201410190chi,mia,GrimBr20,pos,CB,,,,,
player,201410190chi,mia,GrimBr20,offense,0,,,,,
player,201410190chi,mia,GrimBr20,off_pct,0%,,,,,
player,201410190chi,mia,GrimBr20,defense,45,,,,,
player,201410190chi,mia,GrimBr20,def_pct,85%,,,,,
player,201410190chi,mia,GrimBr20,special_teams,1,,,,,
player,201410190chi,mia,GrimBr20,st_pct,4%,,,,,
player,201410190chi,mia,MisiKo99,pos,LB,,,,,
player,201410190chi,mia,MisiKo99,offense,0,,,,,
player,201410190chi,mia,MisiKo99,off_pct,0%,,,,,
player,201410190chi,mia,MisiKo99,defense,38,,,,,
player,201410190chi,mia,MisiKo99,def_pct,72%,,,,,
player,201410190chi,mia,MisiKo99,special_teams,0,,,,,
player,201410190chi,mia,MisiKo99,st_pct,0%,,,,,
player,201410190chi,mia,ThomMi02,pos,FS,,,,,
player,201410190chi,mia,ThomMi02,offense,0,,,,,
player,201410190chi,mia,ThomMi02,off_pct,0%,,,,,
player,201410190chi,mia,ThomMi02,defense,26,,,,,
player,201410190chi,mia,ThomMi02,def_pct,49%,,,,,
player,201410190chi,mia,ThomMi02,special_teams,16,,,,,
player,201410190chi,mia,ThomMi02,st_pct,70%,,,,,
player,201410190chi,mia,StarRa20,pos,DT,,,,,
player,201410190chi,mia,StarRa20,offense,0,,,,,
player,201410190chi,mia,StarRa20,off_pct,0%,,,,,
player,201410190chi,mia,StarRa20,defense,25,,,,,
player,201410190chi,mia,StarRa20,def_pct,47%,,,,,
player,201410190chi,mia,StarRa20,special_teams,2,,,,,
player,201410190chi,mia,StarRa20,st_pct,9%,,,,,
player,201410190chi,mia,ShelDe00,pos,DE,,,,,
player,201410190chi,mia,ShelDe00,offense,0,,,,,
player,201410190chi,mia,ShelDe00,off_pct,0%,,,,,
player,201410190chi,mia,ShelDe00,defense,22,,,,,
player,201410190chi,mia,ShelDe00,def_pct,42%,,,,,
player,201410190chi,mia,ShelDe00,special_teams,9,,,,,
player,201410190chi,mia,ShelDe00,st_pct,39%,,,,,
player,201410190chi,mia,MitcEa99,pos,DT,,,,,
player,201410190chi,mia,MitcEa99,offense,0,,,,,
player,201410190chi,mia,MitcEa99,off_pct,0%,,,,,
player,201410190chi,mia,MitcEa99,defense,18,,,,,
player,201410190chi,mia,MitcEa99,def_pct,34%,,,,,
player,201410190chi,mia,MitcEa99,special_teams,9,,,,,
player,201410190chi,mia,MitcEa99,st_pct,39%,,,,,
player,201410190chi,mia,TaylJa01,pos,CB,,,,,
player,201410190chi,mia,TaylJa01,offense,0,,,,,
player,201410190chi,mia,TaylJa01,off_pct,0%,,,,,
player,201410190chi,mia,TaylJa01,defense,18,,,,,
player,201410190chi,mia,TaylJa01,def_pct,34%,,,,,
player,201410190chi,mia,TaylJa01,special_teams,8,,,,,
player,201410190chi,mia,TaylJa01,st_pct,35%,,,,,
player,201410190chi,mia,WheePh99,pos,LB,,,,,
player,201410190chi,mia,WheePh99,offense,0,,,,,
player,201410190chi,mia,WheePh99,off_pct,0%,,,,,
player,201410190chi,mia,WheePh99,defense,11,,,,,
player,201410190chi,mia,WheePh99,def_pct,21%,,,,,
player,201410190chi,mia,WheePh99,special_teams,0,,,,,
player,201410190chi,mia,WheePh99,st_pct,0%,,,,,
player,201410190chi,mia,TrusJa99,pos,LB,,,,,
player,201410190chi,mia,TrusJa99,offense,0,,,,,
player,201410190chi,mia,TrusJa99,off_pct,0%,,,,,
player,201410190chi,mia,TrusJa99,defense,10,,,,,
player,201410190chi,mia,TrusJa99,def_pct,19%,,,,,
player,201410190chi,mia,TrusJa99,special_teams,23,,,,,
player,201410190chi,mia,TrusJa99,st_pct,100%,,,,,
player,201410190chi,mia,McCaCh00,pos,LB,,,,,
player,201410190chi,mia,McCaCh00,offense,0,,,,,
player,201410190chi,mia,McCaCh00,off_pct,0%,,,,,
player,201410190chi,mia,McCaCh00,defense,8,,,,,
player,201410190chi,mia,McCaCh00,def_pct,15%,,,,,
player,201410190chi,mia,McCaCh00,special_teams,6,,,,,
player,201410190chi,mia,McCaCh00,st_pct,26%,,,,,
player,201410190chi,mia,FedeTe00,pos,DE,,,,,
player,201410190chi,mia,FedeTe00,offense,0,,,,,
player,201410190chi,mia,FedeTe00,off_pct,0%,,,,,
player,201410190chi,mia,FedeTe00,defense,5,,,,,
player,201410190chi,mia,FedeTe00,def_pct,9%,,,,,
player,201410190chi,mia,FedeTe00,special_teams,8,,,,,
player,201410190chi,mia,FedeTe00,st_pct,35%,,,,,
player,201410190chi,mia,FreeJo01,pos,LB,,,,,
player,201410190chi,mia,FreeJo01,offense,0,,,,,
player,201410190chi,mia,FreeJo01,off_pct,0%,,,,,
player,201410190chi,mia,FreeJo01,defense,0,,,,,
player,201410190chi,mia,FreeJo01,def_pct,0%,,,,,
player,201410190chi,mia,FreeJo01,special_teams,16,,,,,
player,201410190chi,mia,FreeJo01,st_pct,70%,,,,,
player,201410190chi,mia,TripJo00,pos,LB,,,,,
player,201410190chi,mia,TripJo00,offense,0,,,,,
player,201410190chi,mia,TripJo00,off_pct,0%,,,,,
player,201410190chi,mia,TripJo00,defense,0,,,,,
player,201410190chi,mia,TripJo00,def_pct,0%,,,,,
player,201410190chi,mia,TripJo00,special_teams,14,,,,,
player,201410190chi,mia,TripJo00,st_pct,61%,,,,,
player,201410190chi,mia,SturCa00,pos,K,,,,,
player,201410190chi,mia,SturCa00,offense,0,,,,,
player,201410190chi,mia,SturCa00,off_pct,0%,,,,,
player,201410190chi,mia,SturCa00,defense,0,,,,,
player,201410190chi,mia,SturCa00,def_pct,0%,,,,,
player,201410190chi,mia,SturCa00,special_teams,13,,,,,
player,201410190chi,mia,SturCa00,st_pct,57%,,,,,
player,201410190chi,mia,DaviWi02,pos,CB,,,,,
player,201410190chi,mia,DaviWi02,offense,0,,,,,
player,201410190chi,mia,DaviWi02,off_pct,0%,,,,,
player,201410190chi,mia,DaviWi02,defense,0,,,,,
player,201410190chi,mia,DaviWi02,def_pct,0%,,,,,
player,201410190chi,mia,DaviWi02,special_teams,12,,,,,
player,201410190chi,mia,DaviWi02,st_pct,52%,,,,,
player,201410190chi,mia,AikeWa00,pos,SS,,,,,
player,201410190chi,mia,AikeWa00,offense,0,,,,,
player,201410190chi,mia,AikeWa00,off_pct,0%,,,,,
player,201410190chi,mia,AikeWa00,defense,0,,,,,
player,201410190chi,mia,AikeWa00,def_pct,0%,,,,,
player,201410190chi,mia,AikeWa00,special_teams,12,,,,,
player,201410190chi,mia,AikeWa00,st_pct,52%,,,,,
player,201410190chi,mia,RoseLo00,pos,DB,,,,,
player,201410190chi,mia,RoseLo00,offense,0,,,,,
player,201410190chi,mia,RoseLo00,off_pct,0%,,,,,
player,201410190chi,mia,RoseLo00,defense,0,,,,,
player,201410190chi,mia,RoseLo00,def_pct,0%,,,,,
player,201410190chi,mia,RoseLo00,special_teams,10,,,,,
player,201410190chi,mia,RoseLo00,st_pct,43%,,,,,
player,201410190chi,mia,DennJo20,pos,LS,,,,,
player,201410190chi,mia,DennJo20,offense,0,,,,,
player,201410190chi,mia,DennJo20,off_pct,0%,,,,,
player,201410190chi,mia,DennJo20,defense,0,,,,,
player,201410190chi,mia,DennJo20,def_pct,0%,,,,,
player,201410190chi,mia,DennJo20,special_teams,9,,,,,
player,201410190chi,mia,DennJo20,st_pct,39%,,,,,
player,201410190chi,mia,FielBr20,pos,P,,,,,
player,201410190chi,mia,FielBr20,offense,0,,,,,
player,201410190chi,mia,FielBr20,off_pct,0%,,,,,
player,201410190chi,mia,FielBr20,defense,0,,,,,
player,201410190chi,mia,FielBr20,def_pct,0%,,,,,
player,201410190chi,mia,FielBr20,special_teams,9,,,,,
player,201410190chi,mia,FielBr20,st_pct,39%,,,,,
player,201410190chi,mia,ThomDa04,pos,G,,,,,
player,201410190chi,mia,ThomDa04,offense,0,,,,,
player,201410190chi,mia,ThomDa04,off_pct,0%,,,,,
player,201410190chi,mia,ThomDa04,defense,0,,,,,
player,201410190chi,mia,ThomDa04,def_pct,0%,,,,,
player,201410190chi,mia,ThomDa04,special_teams,7,,,,,
player,201410190chi,mia,ThomDa04,st_pct,30%,,,,,
player,201410190chi,mia,ShepKe00,pos,LB,,,,,
player,201410190chi,mia,ShepKe00,offense,0,,,,,
player,201410190chi,mia,ShepKe00,off_pct,0%,,,,,
player,201410190chi,mia,ShepKe00,defense,0,,,,,
player,201410190chi,mia,ShepKe00,def_pct,0%,,,,,
player,201410190chi,mia,ShepKe00,special_teams,5,,,,,
player,201410190chi,mia,ShepKe00,st_pct,22%,,,,,
