game,2014,1,20140907,201409070htx,was,"Washington Redskins",6,htx,"Houston Texans",17
player,201409070htx,was,HeluRo00,pass_rating,,,,,,
player,201409070htx,was,HeluRo00,rush_att,4,,,,,
player,201409070htx,was,HeluRo00,rush_yds,46,,,,,
player,201409070htx,was,HeluRo00,rush_td,0,,,,,
player,201409070htx,was,HeluRo00,rush_long,16,,,,,
player,201409070htx,was,HeluRo00,targets,3,,,,,
player,201409070htx,was,HeluRo00,rec,2,,,,,
player,201409070htx,was,HeluRo00,rec_yds,15,,,,,
player,201409070htx,was,HeluRo00,rec_td,0,,,,,
player,201409070htx,was,HeluRo00,rec_long,9,,,,,
player,201409070htx,was,HeluRo00,fumbles,0,,,,,
player,201409070htx,was,HeluRo00,fumbles_lost,0,,,,,
player,201409070htx,was,YounDa01,pass_cmp,0,,,,,
player,201409070htx,was,YounDa01,pass_att,0,,,,,
player,201409070htx,was,YounDa01,pass_yds,0,,,,,
player,201409070htx,was,YounDa01,pass_td,0,,,,,
player,201409070htx,was,YounDa01,pass_int,0,,,,,
player,201409070htx,was,YounDa01,pass_sacked,0,,,,,
player,201409070htx,was,YounDa01,pass_sacked_yds,0,,,,,
player,201409070htx,was,YounDa01,pass_long,0,,,,,
player,201409070htx,was,YounDa01,pass_rating,,,,,,
player,201409070htx,was,YounDa01,rush_att,1,,,,,
player,201409070htx,was,YounDa01,rush_yds,1,,,,,
player,201409070htx,was,YounDa01,rush_td,1,,,,,
player,201409070htx,was,YounDa01,rush_long,1,,,,,
player,201409070htx,was,YounDa01,targets,1,,,,,
player,201409070htx,was,YounDa01,rec,1,,,,,
player,201409070htx,was,YounDa01,rec_yds,1,,,,,
player,201409070htx,was,YounDa01,rec_td,0,,,,,
player,201409070htx,was,YounDa01,rec_long,1,,,,,
player,201409070htx,was,YounDa01,fumbles,0,,,,,
player,201409070htx,was,YounDa01,fumbles_lost,0,,,,,
player,201409070htx,was,PaulNi00,pass_cmp,0,,,,,
player,201409070htx,was,PaulNi00,pass_att,0,,,,,
player,201409070htx,was,PaulNi00,pass_yds,0,,,,,
player,201409070htx,was,PaulNi00,pass_td,0,,,,,
player,201409070htx,was,PaulNi00,pass_int,0,,,,,
player,201409070htx,was,PaulNi00,pass_sacked,0,,,,,
player,201409070htx,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201409070htx,was,PaulNi00,pass_long,0,,,,,
player,201409070htx,was,PaulNi00,pass_rating,,,,,,
player,201409070htx,was,PaulNi00,rush_att,0,,,,,
player,201409070htx,was,PaulNi00,rush_yds,0,,,,,
player,201409070htx,was,PaulNi00,rush_td,0,,,,,
player,201409070htx,was,PaulNi00,rush_long,0,,,,,
player,201409070htx,was,PaulNi00,targets,4,,,,,
player,201409070htx,was,PaulNi00,rec,4,,,,,
player,201409070htx,was,PaulNi00,rec_yds,86,,,,,
player,201409070htx,was,PaulNi00,rec_td,0,,,,,
player,201409070htx,was,PaulNi00,rec_long,48,,,,,
player,201409070htx,was,PaulNi00,fumbles,1,,,,,
player,201409070htx,was,PaulNi00,fumbles_lost,1,,,,,
player,201409070htx,was,GarcPi00,pass_cmp,0,,,,,
player,201409070htx,was,GarcPi00,pass_att,0,,,,,
player,201409070htx,was,GarcPi00,pass_yds,0,,,,,
player,201409070htx,was,GarcPi00,pass_td,0,,,,,
player,201409070htx,was,GarcPi00,pass_int,0,,,,,
player,201409070htx,was,GarcPi00,pass_sacked,0,,,,,
player,201409070htx,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201409070htx,was,GarcPi00,pass_long,0,,,,,
player,201409070htx,was,GarcPi00,pass_rating,,,,,,
player,201409070htx,was,GarcPi00,rush_att,0,,,,,
player,201409070htx,was,GarcPi00,rush_yds,0,,,,,
player,201409070htx,was,GarcPi00,rush_td,0,,,,,
player,201409070htx,was,GarcPi00,rush_long,0,,,,,
player,201409070htx,was,GarcPi00,targets,12,,,,,
player,201409070htx,was,GarcPi00,rec,10,,,,,
player,201409070htx,was,GarcPi00,rec_yds,77,,,,,
player,201409070htx,was,GarcPi00,rec_td,0,,,,,
player,201409070htx,was,GarcPi00,rec_long,15,,,,,
player,201409070htx,was,GarcPi00,fumbles,0,,,,,
player,201409070htx,was,GarcPi00,fumbles_lost,0,,,,,
player,201409070htx,was,RobeAn00,pass_cmp,0,,,,,
player,201409070htx,was,RobeAn00,pass_att,0,,,,,
player,201409070htx,was,RobeAn00,pass_yds,0,,,,,
player,201409070htx,was,RobeAn00,pass_td,0,,,,,
player,201409070htx,was,RobeAn00,pass_int,0,,,,,
player,201409070htx,was,RobeAn00,pass_sacked,0,,,,,
player,201409070htx,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201409070htx,was,RobeAn00,pass_long,0,,,,,
player,201409070htx,was,RobeAn00,pass_rating,,,,,,
player,201409070htx,was,RobeAn00,rush_att,0,,,,,
player,201409070htx,was,RobeAn00,rush_yds,0,,,,,
player,201409070htx,was,RobeAn00,rush_td,0,,,,,
player,201409070htx,was,RobeAn00,rush_long,0,,,,,
player,201409070htx,was,RobeAn00,targets,3,,,,,
player,201409070htx,was,RobeAn00,rec,1,,,,,
player,201409070htx,was,RobeAn00,rec_yds,22,,,,,
player,201409070htx,was,RobeAn00,rec_td,0,,,,,
player,201409070htx,was,RobeAn00,rec_long,22,,,,,
player,201409070htx,was,RobeAn00,fumbles,0,,,,,
player,201409070htx,was,RobeAn00,fumbles_lost,0,,,,,
player,201409070htx,was,ReedJo02,pass_cmp,0,,,,,
player,201409070htx,was,ReedJo02,pass_att,0,,,,,
player,201409070htx,was,ReedJo02,pass_yds,0,,,,,
player,201409070htx,was,ReedJo02,pass_td,0,,,,,
player,201409070htx,was,ReedJo02,pass_int,0,,,,,
player,201409070htx,was,ReedJo02,pass_sacked,0,,,,,
player,201409070htx,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201409070htx,was,ReedJo02,pass_long,0,,,,,
player,201409070htx,was,ReedJo02,pass_rating,,,,,,
player,201409070htx,was,ReedJo02,rush_att,0,,,,,
player,201409070htx,was,ReedJo02,rush_yds,0,,,,,
player,201409070htx,was,ReedJo02,rush_td,0,,,,,
player,201409070htx,was,ReedJo02,rush_long,0,,,,,
player,201409070htx,was,ReedJo02,targets,1,,,,,
player,201409070htx,was,ReedJo02,rec,1,,,,,
player,201409070htx,was,ReedJo02,rec_yds,4,,,,,
player,201409070htx,was,ReedJo02,rec_td,0,,,,,
player,201409070htx,was,ReedJo02,rec_long,4,,,,,
player,201409070htx,was,ReedJo02,fumbles,0,,,,,
player,201409070htx,was,ReedJo02,fumbles_lost,0,,,,,
player,201409070htx,was,PaulLo00,pass_cmp,0,,,,,
player,201409070htx,was,PaulLo00,pass_att,0,,,,,
player,201409070htx,was,PaulLo00,pass_yds,0,,,,,
player,201409070htx,was,PaulLo00,pass_td,0,,,,,
player,201409070htx,was,PaulLo00,pass_int,0,,,,,
player,201409070htx,was,PaulLo00,pass_sacked,0,,,,,
player,201409070htx,was,PaulLo00,pass_sacked_yds,0,,,,,
player,201409070htx,was,PaulLo00,pass_long,0,,,,,
player,201409070htx,was,PaulLo00,pass_rating,,,,,,
player,201409070htx,was,PaulLo00,rush_att,0,,,,,
player,201409070htx,was,PaulLo00,rush_yds,0,,,,,
player,201409070htx,was,PaulLo00,rush_td,0,,,,,
player,201409070htx,was,PaulLo00,rush_long,0,,,,,
player,201409070htx,was,PaulLo00,targets,2,,,,,
player,201409070htx,was,PaulLo00,rec,2,,,,,
player,201409070htx,was,PaulLo00,rec_yds,0,,,,,
player,201409070htx,was,PaulLo00,rec_td,0,,,,,
player,201409070htx,was,PaulLo00,rec_long,3,,,,,
player,201409070htx,was,PaulLo00,fumbles,0,,,,,
player,201409070htx,was,PaulLo00,fumbles_lost,0,,,,,
player,201409070htx,was,JackDe00,pass_cmp,0,,,,,
player,201409070htx,was,JackDe00,pass_att,0,,,,,
player,201409070htx,was,JackDe00,pass_yds,0,,,,,
player,201409070htx,was,JackDe00,pass_td,0,,,,,
player,201409070htx,was,JackDe00,pass_int,0,,,,,
player,201409070htx,was,JackDe00,pass_sacked,0,,,,,
player,201409070htx,was,JackDe00,pass_sacked_yds,0,,,,,
player,201409070htx,was,JackDe00,pass_long,0,,,,,
player,201409070htx,was,JackDe00,pass_rating,,,,,,
player,201409070htx,was,JackDe00,rush_att,1,,,,,
player,201409070htx,was,JackDe00,rush_yds,-9,,,,,
player,201409070htx,was,JackDe00,rush_td,0,,,,,
player,201409070htx,was,JackDe00,rush_long,-9,,,,,
player,201409070htx,was,JackDe00,targets,9,,,,,
player,201409070htx,was,JackDe00,rec,8,,,,,
player,201409070htx,was,JackDe00,rec_yds,62,,,,,
player,201409070htx,was,JackDe00,rec_td,0,,,,,
player,201409070htx,was,JackDe00,rec_long,17,,,,,
player,201409070htx,was,JackDe00,fumbles,0,,,,,
player,201409070htx,was,JackDe00,fumbles_lost,0,,,,,
player,201409070htx,htx,FitzRy00,pass_cmp,14,,,,,
player,201409070htx,htx,FitzRy00,pass_att,22,,,,,
player,201409070htx,htx,FitzRy00,pass_yds,206,,,,,
player,201409070htx,htx,FitzRy00,pass_td,1,,,,,
player,201409070htx,htx,FitzRy00,pass_int,0,,,,,
player,201409070htx,htx,FitzRy00,pass_sacked,0,,,,,
player,201409070htx,htx,FitzRy00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,FitzRy00,pass_long,76,,,,,
player,201409070htx,htx,FitzRy00,pass_rating,109.3,,,,,
player,201409070htx,htx,FitzRy00,rush_att,5,,,,,
player,201409070htx,htx,FitzRy00,rush_yds,10,,,,,
player,201409070htx,htx,FitzRy00,rush_td,0,,,,,
player,201409070htx,htx,FitzRy00,rush_long,9,,,,,
player,201409070htx,htx,FitzRy00,targets,0,,,,,
player,201409070htx,htx,FitzRy00,rec,0,,,,,
player,201409070htx,htx,FitzRy00,rec_yds,0,,,,,
player,201409070htx,htx,FitzRy00,rec_td,0,,,,,
player,201409070htx,htx,FitzRy00,rec_long,0,,,,,
player,201409070htx,htx,FitzRy00,fumbles,1,,,,,
player,201409070htx,htx,FitzRy00,fumbles_lost,0,,,,,
player,201409070htx,htx,FostAr00,pass_cmp,0,,,,,
player,201409070htx,htx,FostAr00,pass_att,0,,,,,
player,201409070htx,htx,FostAr00,pass_yds,0,,,,,
player,201409070htx,htx,FostAr00,pass_td,0,,,,,
player,201409070htx,htx,FostAr00,pass_int,0,,,,,
player,201409070htx,htx,FostAr00,pass_sacked,0,,,,,
player,201409070htx,htx,FostAr00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,FostAr00,pass_long,0,,,,,
player,201409070htx,htx,FostAr00,pass_rating,,,,,,
player,201409070htx,htx,FostAr00,rush_att,27,,,,,
player,201409070htx,htx,FostAr00,rush_yds,103,,,,,
player,201409070htx,htx,FostAr00,rush_td,0,,,,,
player,201409070htx,htx,FostAr00,rush_long,10,,,,,
player,201409070htx,htx,FostAr00,targets,2,,,,,
player,201409070htx,htx,FostAr00,rec,2,,,,,
player,201409070htx,htx,FostAr00,rec_yds,17,,,,,
player,201409070htx,htx,FostAr00,rec_td,0,,,,,
player,201409070htx,htx,FostAr00,rec_long,11,,,,,
player,201409070htx,htx,FostAr00,fumbles,1,,,,,
player,201409070htx,htx,FostAr00,fumbles_lost,1,,,,,
player,201409070htx,htx,GrimJo01,pass_cmp,0,,,,,
player,201409070htx,htx,GrimJo01,pass_att,0,,,,,
player,201409070htx,htx,GrimJo01,pass_yds,0,,,,,
player,201409070htx,htx,GrimJo01,pass_td,0,,,,,
player,201409070htx,htx,GrimJo01,pass_int,0,,,,,
player,201409070htx,htx,GrimJo01,pass_sacked,0,,,,,
player,201409070htx,htx,GrimJo01,pass_sacked_yds,0,,,,,
player,201409070htx,htx,GrimJo01,pass_long,0,,,,,
player,201409070htx,htx,GrimJo01,pass_rating,,,,,,
player,201409070htx,htx,GrimJo01,rush_att,1,,,,,
player,201409070htx,htx,GrimJo01,rush_yds,2,,,,,
player,201409070htx,htx,GrimJo01,rush_td,0,,,,,
player,201409070htx,htx,GrimJo01,rush_long,2,,,,,
player,201409070htx,htx,GrimJo01,targets,0,,,,,
player,201409070htx,htx,GrimJo01,rec,0,,,,,
player,201409070htx,htx,GrimJo01,rec_yds,0,,,,,
player,201409070htx,htx,GrimJo01,rec_td,0,,,,,
player,201409070htx,htx,GrimJo01,rec_long,0,,,,,
player,201409070htx,htx,GrimJo01,fumbles,0,,,,,
player,201409070htx,htx,GrimJo01,fumbles_lost,0,,,,,
player,201409070htx,htx,JohnAn02,pass_cmp,0,,,,,
player,201409070htx,htx,JohnAn02,pass_att,0,,,,,
player,201409070htx,htx,JohnAn02,pass_yds,0,,,,,
player,201409070htx,htx,JohnAn02,pass_td,0,,,,,
player,201409070htx,htx,JohnAn02,pass_int,0,,,,,
player,201409070htx,htx,JohnAn02,pass_sacked,0,,,,,
player,201409070htx,htx,JohnAn02,pass_sacked_yds,0,,,,,
player,201409070htx,htx,JohnAn02,pass_long,0,,,,,
player,201409070htx,htx,JohnAn02,pass_rating,,,,,,
player,201409070htx,htx,JohnAn02,rush_att,0,,,,,
player,201409070htx,htx,JohnAn02,rush_yds,0,,,,,
player,201409070htx,htx,JohnAn02,rush_td,0,,,,,
player,201409070htx,htx,JohnAn02,rush_long,0,,,,,
player,201409070htx,htx,JohnAn02,targets,9,,,,,
player,201409070htx,htx,JohnAn02,rec,6,,,,,
player,201409070htx,htx,JohnAn02,rec_yds,93,,,,,
player,201409070htx,htx,JohnAn02,rec_td,0,,,,,
player,201409070htx,htx,JohnAn02,rec_long,23,,,,,
player,201409070htx,htx,JohnAn02,fumbles,0,,,,,
player,201409070htx,htx,JohnAn02,fumbles_lost,0,,,,,
player,201409070htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201409070htx,htx,HopkDe00,pass_att,0,,,,,
player,201409070htx,htx,HopkDe00,pass_yds,0,,,,,
player,201409070htx,htx,HopkDe00,pass_td,0,,,,,
player,201409070htx,htx,HopkDe00,pass_int,0,,,,,
player,201409070htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201409070htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,HopkDe00,pass_long,0,,,,,
player,201409070htx,htx,HopkDe00,pass_rating,,,,,,
player,201409070htx,htx,HopkDe00,rush_att,0,,,,,
player,201409070htx,htx,HopkDe00,rush_yds,0,,,,,
player,201409070htx,htx,HopkDe00,rush_td,0,,,,,
player,201409070htx,htx,HopkDe00,rush_long,0,,,,,
player,201409070htx,htx,HopkDe00,targets,5,,,,,
player,201409070htx,htx,HopkDe00,rec,4,,,,,
player,201409070htx,htx,HopkDe00,rec_yds,89,,,,,
player,201409070htx,htx,HopkDe00,rec_td,1,,,,,
player,201409070htx,htx,HopkDe00,rec_long,76,,,,,
player,201409070htx,htx,HopkDe00,fumbles,0,,,,,
player,201409070htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201409070htx,htx,GrifRy00,pass_cmp,0,,,,,
player,201409070htx,htx,GrifRy00,pass_att,0,,,,,
player,201409070htx,htx,GrifRy00,pass_yds,0,,,,,
player,201409070htx,htx,GrifRy00,pass_td,0,,,,,
player,201409070htx,htx,GrifRy00,pass_int,0,,,,,
player,201409070htx,htx,GrifRy00,pass_sacked,0,,,,,
player,201409070htx,htx,GrifRy00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,GrifRy00,pass_long,0,,,,,
player,201409070htx,htx,GrifRy00,pass_rating,,,,,,
player,201409070htx,htx,GrifRy00,rush_att,0,,,,,
player,201409070htx,htx,GrifRy00,rush_yds,0,,,,,
player,201409070htx,htx,GrifRy00,rush_td,0,,,,,
player,201409070htx,htx,GrifRy00,rush_long,0,,,,,
player,201409070htx,htx,GrifRy00,targets,2,,,,,
player,201409070htx,htx,GrifRy00,rec,1,,,,,
player,201409070htx,htx,GrifRy00,rec_yds,6,,,,,
player,201409070htx,htx,GrifRy00,rec_td,0,,,,,
player,201409070htx,htx,GrifRy00,rec_long,6,,,,,
player,201409070htx,htx,GrifRy00,fumbles,0,,,,,
player,201409070htx,htx,GrifRy00,fumbles_lost,0,,,,,
player,201409070htx,htx,JohnDa04,pass_cmp,0,,,,,
player,201409070htx,htx,JohnDa04,pass_att,0,,,,,
player,201409070htx,htx,JohnDa04,pass_yds,0,,,,,
player,201409070htx,htx,JohnDa04,pass_td,0,,,,,
player,201409070htx,htx,JohnDa04,pass_int,0,,,,,
player,201409070htx,htx,JohnDa04,pass_sacked,0,,,,,
player,201409070htx,htx,JohnDa04,pass_sacked_yds,0,,,,,
player,201409070htx,htx,JohnDa04,pass_long,0,,,,,
player,201409070htx,htx,JohnDa04,pass_rating,,,,,,
player,201409070htx,htx,JohnDa04,rush_att,0,,,,,
player,201409070htx,htx,JohnDa04,rush_yds,0,,,,,
player,201409070htx,htx,JohnDa04,rush_td,0,,,,,
player,201409070htx,htx,JohnDa04,rush_long,0,,,,,
player,201409070htx,htx,JohnDa04,targets,3,,,,,
player,201409070htx,htx,JohnDa04,rec,1,,,,,
player,201409070htx,htx,JohnDa04,rec_yds,1,,,,,
player,201409070htx,htx,JohnDa04,rec_td,0,,,,,
player,201409070htx,htx,JohnDa04,rec_long,1,,,,,
player,201409070htx,htx,JohnDa04,fumbles,0,,,,,
player,201409070htx,htx,JohnDa04,fumbles_lost,0,,,,,
player,201409070htx,htx,FiedC.00,pass_cmp,0,,,,,
player,201409070htx,htx,FiedC.00,pass_att,0,,,,,
player,201409070htx,htx,FiedC.00,pass_yds,0,,,,,
player,201409070htx,htx,FiedC.00,pass_td,0,,,,,
player,201409070htx,htx,FiedC.00,pass_int,0,,,,,
player,201409070htx,htx,FiedC.00,pass_sacked,0,,,,,
player,201409070htx,htx,FiedC.00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,FiedC.00,pass_long,0,,,,,
player,201409070htx,htx,FiedC.00,pass_rating,,,,,,
player,201409070htx,htx,FiedC.00,rush_att,0,,,,,
player,201409070htx,htx,FiedC.00,rush_yds,0,,,,,
player,201409070htx,htx,FiedC.00,rush_td,0,,,,,
player,201409070htx,htx,FiedC.00,rush_long,0,,,,,
player,201409070htx,htx,FiedC.00,targets,1,,,,,
player,201409070htx,htx,FiedC.00,rec,0,,,,,
player,201409070htx,htx,FiedC.00,rec_yds,0,,,,,
player,201409070htx,htx,FiedC.00,rec_td,0,,,,,
player,201409070htx,htx,FiedC.00,rec_long,0,,,,,
player,201409070htx,htx,FiedC.00,fumbles,0,,,,,
player,201409070htx,htx,FiedC.00,fumbles_lost,0,,,,,
player,201409070htx,htx,BlueAl00,pass_cmp,0,,,,,
player,201409070htx,htx,BlueAl00,pass_att,0,,,,,
player,201409070htx,htx,BlueAl00,pass_yds,0,,,,,
player,201409070htx,htx,BlueAl00,pass_td,0,,,,,
player,201409070htx,htx,BlueAl00,pass_int,0,,,,,
player,201409070htx,htx,BlueAl00,pass_sacked,0,,,,,
player,201409070htx,htx,BlueAl00,pass_sacked_yds,0,,,,,
player,201409070htx,htx,BlueAl00,pass_long,0,,,,,
player,201409070htx,htx,BlueAl00,pass_rating,,,,,,
player,201409070htx,htx,BlueAl00,rush_att,1,,,,,
player,201409070htx,htx,BlueAl00,rush_yds,0,,,,,
player,201409070htx,htx,BlueAl00,rush_td,0,,,,,
player,201409070htx,htx,BlueAl00,rush_long,0,,,,,
player,201409070htx,htx,BlueAl00,targets,0,,,,,
player,201409070htx,htx,BlueAl00,rec,0,,,,,
player,201409070htx,htx,BlueAl00,rec_yds,0,,,,,
player,201409070htx,htx,BlueAl00,rec_td,0,,,,,
player,201409070htx,htx,BlueAl00,rec_long,0,,,,,
player,201409070htx,htx,BlueAl00,fumbles,0,,,,,
player,201409070htx,htx,BlueAl00,fumbles_lost,0,,,,,
player,201409070htx,was,HallDe99,def_int,0,,,,,
player,201409070htx,was,HallDe99,def_int_yds,0,,,,,
player,201409070htx,was,HallDe99,def_int_td,0,,,,,
player,201409070htx,was,HallDe99,def_int_long,0,,,,,
player,201409070htx,was,HallDe99,pass_defended,0,,,,,
player,201409070htx,was,HallDe99,sacks,0.0,,,,,
player,201409070htx,was,HallDe99,tackles_combined,8,,,,,
player,201409070htx,was,HallDe99,tackles_solo,7,,,,,
player,201409070htx,was,HallDe99,tackles_assists,1,,,,,
player,201409070htx,was,HallDe99,tackles_loss,0,,,,,
player,201409070htx,was,HallDe99,qb_hits,0,,,,,
player,201409070htx,was,HallDe99,fumbles_rec,0,,,,,
player,201409070htx,was,HallDe99,fumbles_rec_yds,0,,,,,
player,201409070htx,was,HallDe99,fumbles_rec_td,0,,,,,
player,201409070htx,was,HallDe99,fumbles_forced,0,,,,,
player,201409070htx,was,RobiKe01,def_int,0,,,,,
player,201409070htx,was,RobiKe01,def_int_yds,0,,,,,
player,201409070htx,was,RobiKe01,def_int_td,0,,,,,
player,201409070htx,was,RobiKe01,def_int_long,0,,,,,
player,201409070htx,was,RobiKe01,pass_defended,0,,,,,
player,201409070htx,was,RobiKe01,sacks,0.0,,,,,
player,201409070htx,was,RobiKe01,tackles_combined,8,,,,,
player,201409070htx,was,RobiKe01,tackles_solo,6,,,,,
player,201409070htx,was,RobiKe01,tackles_assists,2,,,,,
player,201409070htx,was,RobiKe01,tackles_loss,0,,,,,
player,201409070htx,was,RobiKe01,qb_hits,1,,,,,
player,201409070htx,was,RobiKe01,fumbles_rec,1,,,,,
player,201409070htx,was,RobiKe01,fumbles_rec_yds,0,,,,,
player,201409070htx,was,RobiKe01,fumbles_rec_td,0,,,,,
player,201409070htx,was,RobiKe01,fumbles_forced,0,,,,,
player,201409070htx,was,AmerDa00,def_int,0,,,,,
player,201409070htx,was,AmerDa00,def_int_yds,0,,,,,
player,201409070htx,was,AmerDa00,def_int_td,0,,,,,
player,201409070htx,was,AmerDa00,def_int_long,0,,,,,
player,201409070htx,was,AmerDa00,pass_defended,0,,,,,
player,201409070htx,was,AmerDa00,sacks,0.0,,,,,
player,201409070htx,was,AmerDa00,tackles_combined,5,,,,,
player,201409070htx,was,AmerDa00,tackles_solo,5,,,,,
player,201409070htx,was,AmerDa00,tackles_assists,0,,,,,
player,201409070htx,was,AmerDa00,tackles_loss,0,,,,,
player,201409070htx,was,AmerDa00,qb_hits,0,,,,,
player,201409070htx,was,AmerDa00,fumbles_rec,0,,,,,
player,201409070htx,was,AmerDa00,fumbles_rec_yds,0,,,,,
player,201409070htx,was,AmerDa00,fumbles_rec_td,0,,,,,
player,201409070htx,was,AmerDa00,fumbles_forced,0,,,,,
player,201409070htx,was,ClarRy20,def_int,0,,,,,
player,201409070htx,was,ClarRy20,def_int_yds,0,,,,,
player,201409070htx,was,ClarRy20,def_int_td,0,,,,,
player,201409070htx,was,ClarRy20,def_int_long,0,,,,,
player,201409070htx,was,ClarRy20,pass_defended,1,,,,,
player,201409070htx,was,ClarRy20,sacks,0.0,,,,,
player,201409070htx,was,ClarRy20,tackles_combined,5,,,,,
player,201409070htx,was,ClarRy20,tackles_solo,4,,,,,
player,201409070htx,was,ClarRy20,tackles_assists,1,,,,,
player,201409070htx,was,ClarRy20,tackles_loss,0,,,,,
player,201409070htx,was,ClarRy20,qb_hits,0,,,,,
player,201409070htx,was,ClarRy20,fumbles_rec,0,,,,,
player,201409070htx,was,ClarRy20,fumbles_rec_yds,0,,,,,
player,201409070htx,was,ClarRy20,fumbles_rec_td,0,,,,,
