game,2014,3,20140921,201409210mia,kan,"Kansas City Chiefs",34,mia,"Miami Dolphins",15
player,201409210mia,kan,GrayCy00,pass_int,0,,,,,
player,201409210mia,kan,GrayCy00,pass_sacked,0,,,,,
player,201409210mia,kan,GrayCy00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,GrayCy00,pass_long,0,,,,,
player,201409210mia,kan,GrayCy00,pass_rating,,,,,,
player,201409210mia,kan,GrayCy00,rush_att,4,,,,,
player,201409210mia,kan,GrayCy00,rush_yds,18,,,,,
player,201409210mia,kan,GrayCy00,rush_td,1,,,,,
player,201409210mia,kan,GrayCy00,rush_long,6,,,,,
player,201409210mia,kan,GrayCy00,targets,0,,,,,
player,201409210mia,kan,GrayCy00,rec,0,,,,,
player,201409210mia,kan,GrayCy00,rec_yds,0,,,,,
player,201409210mia,kan,GrayCy00,rec_td,0,,,,,
player,201409210mia,kan,GrayCy00,rec_long,0,,,,,
player,201409210mia,kan,GrayCy00,fumbles,0,,,,,
player,201409210mia,kan,GrayCy00,fumbles_lost,0,,,,,
player,201409210mia,kan,SherAn00,pass_cmp,0,,,,,
player,201409210mia,kan,SherAn00,pass_att,0,,,,,
player,201409210mia,kan,SherAn00,pass_yds,0,,,,,
player,201409210mia,kan,SherAn00,pass_td,0,,,,,
player,201409210mia,kan,SherAn00,pass_int,0,,,,,
player,201409210mia,kan,SherAn00,pass_sacked,0,,,,,
player,201409210mia,kan,SherAn00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,SherAn00,pass_long,0,,,,,
player,201409210mia,kan,SherAn00,pass_rating,,,,,,
player,201409210mia,kan,SherAn00,rush_att,1,,,,,
player,201409210mia,kan,SherAn00,rush_yds,4,,,,,
player,201409210mia,kan,SherAn00,rush_td,0,,,,,
player,201409210mia,kan,SherAn00,rush_long,4,,,,,
player,201409210mia,kan,SherAn00,targets,1,,,,,
player,201409210mia,kan,SherAn00,rec,1,,,,,
player,201409210mia,kan,SherAn00,rec_yds,1,,,,,
player,201409210mia,kan,SherAn00,rec_td,0,,,,,
player,201409210mia,kan,SherAn00,rec_long,1,,,,,
player,201409210mia,kan,SherAn00,fumbles,0,,,,,
player,201409210mia,kan,SherAn00,fumbles_lost,0,,,,,
player,201409210mia,kan,McKnJo00,pass_cmp,0,,,,,
player,201409210mia,kan,McKnJo00,pass_att,0,,,,,
player,201409210mia,kan,McKnJo00,pass_yds,0,,,,,
player,201409210mia,kan,McKnJo00,pass_td,0,,,,,
player,201409210mia,kan,McKnJo00,pass_int,0,,,,,
player,201409210mia,kan,McKnJo00,pass_sacked,0,,,,,
player,201409210mia,kan,McKnJo00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,McKnJo00,pass_long,0,,,,,
player,201409210mia,kan,McKnJo00,pass_rating,,,,,,
player,201409210mia,kan,McKnJo00,rush_att,1,,,,,
player,201409210mia,kan,McKnJo00,rush_yds,3,,,,,
player,201409210mia,kan,McKnJo00,rush_td,0,,,,,
player,201409210mia,kan,McKnJo00,rush_long,3,,,,,
player,201409210mia,kan,McKnJo00,targets,7,,,,,
player,201409210mia,kan,McKnJo00,rec,6,,,,,
player,201409210mia,kan,McKnJo00,rec_yds,64,,,,,
player,201409210mia,kan,McKnJo00,rec_td,2,,,,,
player,201409210mia,kan,McKnJo00,rec_long,26,,,,,
player,201409210mia,kan,McKnJo00,fumbles,0,,,,,
player,201409210mia,kan,McKnJo00,fumbles_lost,0,,,,,
player,201409210mia,kan,KelcTr00,pass_cmp,0,,,,,
player,201409210mia,kan,KelcTr00,pass_att,0,,,,,
player,201409210mia,kan,KelcTr00,pass_yds,0,,,,,
player,201409210mia,kan,KelcTr00,pass_td,0,,,,,
player,201409210mia,kan,KelcTr00,pass_int,0,,,,,
player,201409210mia,kan,KelcTr00,pass_sacked,0,,,,,
player,201409210mia,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,KelcTr00,pass_long,0,,,,,
player,201409210mia,kan,KelcTr00,pass_rating,,,,,,
player,201409210mia,kan,KelcTr00,rush_att,0,,,,,
player,201409210mia,kan,KelcTr00,rush_yds,0,,,,,
player,201409210mia,kan,KelcTr00,rush_td,0,,,,,
player,201409210mia,kan,KelcTr00,rush_long,0,,,,,
player,201409210mia,kan,KelcTr00,targets,4,,,,,
player,201409210mia,kan,KelcTr00,rec,3,,,,,
player,201409210mia,kan,KelcTr00,rec_yds,36,,,,,
player,201409210mia,kan,KelcTr00,rec_td,1,,,,,
player,201409210mia,kan,KelcTr00,rec_long,20,,,,,
player,201409210mia,kan,KelcTr00,fumbles,0,,,,,
player,201409210mia,kan,KelcTr00,fumbles_lost,0,,,,,
player,201409210mia,kan,BoweDw00,pass_cmp,0,,,,,
player,201409210mia,kan,BoweDw00,pass_att,0,,,,,
player,201409210mia,kan,BoweDw00,pass_yds,0,,,,,
player,201409210mia,kan,BoweDw00,pass_td,0,,,,,
player,201409210mia,kan,BoweDw00,pass_int,0,,,,,
player,201409210mia,kan,BoweDw00,pass_sacked,0,,,,,
player,201409210mia,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,BoweDw00,pass_long,0,,,,,
player,201409210mia,kan,BoweDw00,pass_rating,,,,,,
player,201409210mia,kan,BoweDw00,rush_att,0,,,,,
player,201409210mia,kan,BoweDw00,rush_yds,0,,,,,
player,201409210mia,kan,BoweDw00,rush_td,0,,,,,
player,201409210mia,kan,BoweDw00,rush_long,0,,,,,
player,201409210mia,kan,BoweDw00,targets,5,,,,,
player,201409210mia,kan,BoweDw00,rec,3,,,,,
player,201409210mia,kan,BoweDw00,rec_yds,32,,,,,
player,201409210mia,kan,BoweDw00,rec_td,0,,,,,
player,201409210mia,kan,BoweDw00,rec_long,16,,,,,
player,201409210mia,kan,BoweDw00,fumbles,0,,,,,
player,201409210mia,kan,BoweDw00,fumbles_lost,0,,,,,
player,201409210mia,kan,FasaAn00,pass_cmp,0,,,,,
player,201409210mia,kan,FasaAn00,pass_att,0,,,,,
player,201409210mia,kan,FasaAn00,pass_yds,0,,,,,
player,201409210mia,kan,FasaAn00,pass_td,0,,,,,
player,201409210mia,kan,FasaAn00,pass_int,0,,,,,
player,201409210mia,kan,FasaAn00,pass_sacked,0,,,,,
player,201409210mia,kan,FasaAn00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,FasaAn00,pass_long,0,,,,,
player,201409210mia,kan,FasaAn00,pass_rating,,,,,,
player,201409210mia,kan,FasaAn00,rush_att,0,,,,,
player,201409210mia,kan,FasaAn00,rush_yds,0,,,,,
player,201409210mia,kan,FasaAn00,rush_td,0,,,,,
player,201409210mia,kan,FasaAn00,rush_long,0,,,,,
player,201409210mia,kan,FasaAn00,targets,2,,,,,
player,201409210mia,kan,FasaAn00,rec,2,,,,,
player,201409210mia,kan,FasaAn00,rec_yds,23,,,,,
player,201409210mia,kan,FasaAn00,rec_td,0,,,,,
player,201409210mia,kan,FasaAn00,rec_long,13,,,,,
player,201409210mia,kan,FasaAn00,fumbles,0,,,,,
player,201409210mia,kan,FasaAn00,fumbles_lost,0,,,,,
player,201409210mia,kan,HemiJu00,pass_cmp,0,,,,,
player,201409210mia,kan,HemiJu00,pass_att,0,,,,,
player,201409210mia,kan,HemiJu00,pass_yds,0,,,,,
player,201409210mia,kan,HemiJu00,pass_td,0,,,,,
player,201409210mia,kan,HemiJu00,pass_int,0,,,,,
player,201409210mia,kan,HemiJu00,pass_sacked,0,,,,,
player,201409210mia,kan,HemiJu00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,HemiJu00,pass_long,0,,,,,
player,201409210mia,kan,HemiJu00,pass_rating,,,,,,
player,201409210mia,kan,HemiJu00,rush_att,0,,,,,
player,201409210mia,kan,HemiJu00,rush_yds,0,,,,,
player,201409210mia,kan,HemiJu00,rush_td,0,,,,,
player,201409210mia,kan,HemiJu00,rush_long,0,,,,,
player,201409210mia,kan,HemiJu00,targets,2,,,,,
player,201409210mia,kan,HemiJu00,rec,2,,,,,
player,201409210mia,kan,HemiJu00,rec_yds,18,,,,,
player,201409210mia,kan,HemiJu00,rec_td,0,,,,,
player,201409210mia,kan,HemiJu00,rec_long,12,,,,,
player,201409210mia,kan,HemiJu00,fumbles,0,,,,,
player,201409210mia,kan,HemiJu00,fumbles_lost,0,,,,,
player,201409210mia,kan,AverDo00,pass_cmp,0,,,,,
player,201409210mia,kan,AverDo00,pass_att,0,,,,,
player,201409210mia,kan,AverDo00,pass_yds,0,,,,,
player,201409210mia,kan,AverDo00,pass_td,0,,,,,
player,201409210mia,kan,AverDo00,pass_int,0,,,,,
player,201409210mia,kan,AverDo00,pass_sacked,0,,,,,
player,201409210mia,kan,AverDo00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,AverDo00,pass_long,0,,,,,
player,201409210mia,kan,AverDo00,pass_rating,,,,,,
player,201409210mia,kan,AverDo00,rush_att,0,,,,,
player,201409210mia,kan,AverDo00,rush_yds,0,,,,,
player,201409210mia,kan,AverDo00,rush_td,0,,,,,
player,201409210mia,kan,AverDo00,rush_long,0,,,,,
player,201409210mia,kan,AverDo00,targets,3,,,,,
player,201409210mia,kan,AverDo00,rec,2,,,,,
player,201409210mia,kan,AverDo00,rec_yds,12,,,,,
player,201409210mia,kan,AverDo00,rec_td,0,,,,,
player,201409210mia,kan,AverDo00,rec_long,9,,,,,
player,201409210mia,kan,AverDo00,fumbles,0,,,,,
player,201409210mia,kan,AverDo00,fumbles_lost,0,,,,,
player,201409210mia,kan,JenkA.00,pass_cmp,0,,,,,
player,201409210mia,kan,JenkA.00,pass_att,0,,,,,
player,201409210mia,kan,JenkA.00,pass_yds,0,,,,,
player,201409210mia,kan,JenkA.00,pass_td,0,,,,,
player,201409210mia,kan,JenkA.00,pass_int,0,,,,,
player,201409210mia,kan,JenkA.00,pass_sacked,0,,,,,
player,201409210mia,kan,JenkA.00,pass_sacked_yds,0,,,,,
player,201409210mia,kan,JenkA.00,pass_long,0,,,,,
player,201409210mia,kan,JenkA.00,pass_rating,,,,,,
player,201409210mia,kan,JenkA.00,rush_att,1,,,,,
player,201409210mia,kan,JenkA.00,rush_yds,0,,,,,
player,201409210mia,kan,JenkA.00,rush_td,0,,,,,
player,201409210mia,kan,JenkA.00,rush_long,0,,,,,
player,201409210mia,kan,JenkA.00,targets,0,,,,,
player,201409210mia,kan,JenkA.00,rec,0,,,,,
player,201409210mia,kan,JenkA.00,rec_yds,0,,,,,
player,201409210mia,kan,JenkA.00,rec_td,0,,,,,
player,201409210mia,kan,JenkA.00,rec_long,0,,,,,
player,201409210mia,kan,JenkA.00,fumbles,1,,,,,
player,201409210mia,kan,JenkA.00,fumbles_lost,0,,,,,
player,201409210mia,mia,TannRy00,pass_cmp,21,,,,,
player,201409210mia,mia,TannRy00,pass_att,43,,,,,
player,201409210mia,mia,TannRy00,pass_yds,205,,,,,
player,201409210mia,mia,TannRy00,pass_td,1,,,,,
player,201409210mia,mia,TannRy00,pass_int,0,,,,,
player,201409210mia,mia,TannRy00,pass_sacked,4,,,,,
player,201409210mia,mia,TannRy00,pass_sacked_yds,14,,,,,
player,201409210mia,mia,TannRy00,pass_long,30,,,,,
player,201409210mia,mia,TannRy00,pass_rating,70.4,,,,,
player,201409210mia,mia,TannRy00,rush_att,1,,,,,
player,201409210mia,mia,TannRy00,rush_yds,9,,,,,
player,201409210mia,mia,TannRy00,rush_td,0,,,,,
player,201409210mia,mia,TannRy00,rush_long,9,,,,,
player,201409210mia,mia,TannRy00,targets,0,,,,,
player,201409210mia,mia,TannRy00,rec,0,,,,,
player,201409210mia,mia,TannRy00,rec_yds,0,,,,,
player,201409210mia,mia,TannRy00,rec_td,0,,,,,
player,201409210mia,mia,TannRy00,rec_long,0,,,,,
player,201409210mia,mia,TannRy00,fumbles,1,,,,,
player,201409210mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201409210mia,mia,MillLa01,pass_cmp,0,,,,,
player,201409210mia,mia,MillLa01,pass_att,0,,,,,
player,201409210mia,mia,MillLa01,pass_yds,0,,,,,
player,201409210mia,mia,MillLa01,pass_td,0,,,,,
player,201409210mia,mia,MillLa01,pass_int,0,,,,,
player,201409210mia,mia,MillLa01,pass_sacked,0,,,,,
player,201409210mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201409210mia,mia,MillLa01,pass_long,0,,,,,
player,201409210mia,mia,MillLa01,pass_rating,,,,,,
player,201409210mia,mia,MillLa01,rush_att,15,,,,,
player,201409210mia,mia,MillLa01,rush_yds,108,,,,,
player,201409210mia,mia,MillLa01,rush_td,0,,,,,
player,201409210mia,mia,MillLa01,rush_long,24,,,,,
player,201409210mia,mia,MillLa01,targets,5,,,,,
player,201409210mia,mia,MillLa01,rec,4,,,,,
player,201409210mia,mia,MillLa01,rec_yds,24,,,,,
player,201409210mia,mia,MillLa01,rec_td,0,,,,,
player,201409210mia,mia,MillLa01,rec_long,15,,,,,
player,201409210mia,mia,MillLa01,fumbles,0,,,,,
player,201409210mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201409210mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201409210mia,mia,ThomDa03,pass_att,0,,,,,
player,201409210mia,mia,ThomDa03,pass_yds,0,,,,,
player,201409210mia,mia,ThomDa03,pass_td,0,,,,,
player,201409210mia,mia,ThomDa03,pass_int,0,,,,,
player,201409210mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201409210mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201409210mia,mia,ThomDa03,pass_long,0,,,,,
player,201409210mia,mia,ThomDa03,pass_rating,,,,,,
player,201409210mia,mia,ThomDa03,rush_att,2,,,,,
player,201409210mia,mia,ThomDa03,rush_yds,15,,,,,
player,201409210mia,mia,ThomDa03,rush_td,0,,,,,
player,201409210mia,mia,ThomDa03,rush_long,10,,,,,
player,201409210mia,mia,ThomDa03,targets,2,,,,,
player,201409210mia,mia,ThomDa03,rec,1,,,,,
player,201409210mia,mia,ThomDa03,rec_yds,21,,,,,
player,201409210mia,mia,ThomDa03,rec_td,0,,,,,
player,201409210mia,mia,ThomDa03,rec_long,21,,,,,
player,201409210mia,mia,ThomDa03,fumbles,0,,,,,
player,201409210mia,mia,ThomDa03,fumbles_lost,0,,,,,
player,201409210mia,mia,WallMi00,pass_cmp,0,,,,,
player,201409210mia,mia,WallMi00,pass_att,0,,,,,
player,201409210mia,mia,WallMi00,pass_yds,0,,,,,
player,201409210mia,mia,WallMi00,pass_td,0,,,,,
player,201409210mia,mia,WallMi00,pass_int,0,,,,,
player,201409210mia,mia,WallMi00,pass_sacked,0,,,,,
player,201409210mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,WallMi00,pass_long,0,,,,,
player,201409210mia,mia,WallMi00,pass_rating,,,,,,
player,201409210mia,mia,WallMi00,rush_att,1,,,,,
player,201409210mia,mia,WallMi00,rush_yds,12,,,,,
player,201409210mia,mia,WallMi00,rush_td,0,,,,,
player,201409210mia,mia,WallMi00,rush_long,12,,,,,
player,201409210mia,mia,WallMi00,targets,12,,,,,
player,201409210mia,mia,WallMi00,rec,5,,,,,
player,201409210mia,mia,WallMi00,rec_yds,74,,,,,
player,201409210mia,mia,WallMi00,rec_td,0,,,,,
player,201409210mia,mia,WallMi00,rec_long,30,,,,,
player,201409210mia,mia,WallMi00,fumbles,0,,,,,
player,201409210mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201409210mia,mia,HartBr00,pass_cmp,0,,,,,
player,201409210mia,mia,HartBr00,pass_att,0,,,,,
player,201409210mia,mia,HartBr00,pass_yds,0,,,,,
player,201409210mia,mia,HartBr00,pass_td,0,,,,,
player,201409210mia,mia,HartBr00,pass_int,0,,,,,
player,201409210mia,mia,HartBr00,pass_sacked,0,,,,,
player,201409210mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,HartBr00,pass_long,0,,,,,
player,201409210mia,mia,HartBr00,pass_rating,,,,,,
player,201409210mia,mia,HartBr00,rush_att,0,,,,,
player,201409210mia,mia,HartBr00,rush_yds,0,,,,,
player,201409210mia,mia,HartBr00,rush_td,0,,,,,
player,201409210mia,mia,HartBr00,rush_long,0,,,,,
player,201409210mia,mia,HartBr00,targets,7,,,,,
player,201409210mia,mia,HartBr00,rec,3,,,,,
player,201409210mia,mia,HartBr00,rec_yds,25,,,,,
player,201409210mia,mia,HartBr00,rec_td,1,,,,,
player,201409210mia,mia,HartBr00,rec_long,15,,,,,
player,201409210mia,mia,HartBr00,fumbles,0,,,,,
player,201409210mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201409210mia,mia,LandJa00,pass_cmp,0,,,,,
player,201409210mia,mia,LandJa00,pass_att,0,,,,,
player,201409210mia,mia,LandJa00,pass_yds,0,,,,,
player,201409210mia,mia,LandJa00,pass_td,0,,,,,
player,201409210mia,mia,LandJa00,pass_int,0,,,,,
player,201409210mia,mia,LandJa00,pass_sacked,0,,,,,
player,201409210mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,LandJa00,pass_long,0,,,,,
player,201409210mia,mia,LandJa00,pass_rating,,,,,,
player,201409210mia,mia,LandJa00,rush_att,0,,,,,
player,201409210mia,mia,LandJa00,rush_yds,0,,,,,
player,201409210mia,mia,LandJa00,rush_td,0,,,,,
player,201409210mia,mia,LandJa00,rush_long,0,,,,,
player,201409210mia,mia,LandJa00,targets,7,,,,,
player,201409210mia,mia,LandJa00,rec,3,,,,,
player,201409210mia,mia,LandJa00,rec_yds,24,,,,,
player,201409210mia,mia,LandJa00,rec_td,0,,,,,
player,201409210mia,mia,LandJa00,rec_long,16,,,,,
player,201409210mia,mia,LandJa00,fumbles,0,,,,,
player,201409210mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201409210mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201409210mia,mia,ClayCh00,pass_att,0,,,,,
player,201409210mia,mia,ClayCh00,pass_yds,0,,,,,
player,201409210mia,mia,ClayCh00,pass_td,0,,,,,
player,201409210mia,mia,ClayCh00,pass_int,0,,,,,
player,201409210mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201409210mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,ClayCh00,pass_long,0,,,,,
player,201409210mia,mia,ClayCh00,pass_rating,,,,,,
player,201409210mia,mia,ClayCh00,rush_att,0,,,,,
player,201409210mia,mia,ClayCh00,rush_yds,0,,,,,
player,201409210mia,mia,ClayCh00,rush_td,0,,,,,
player,201409210mia,mia,ClayCh00,rush_long,0,,,,,
player,201409210mia,mia,ClayCh00,targets,4,,,,,
player,201409210mia,mia,ClayCh00,rec,3,,,,,
player,201409210mia,mia,ClayCh00,rec_yds,21,,,,,
player,201409210mia,mia,ClayCh00,rec_td,0,,,,,
player,201409210mia,mia,ClayCh00,rec_long,8,,,,,
player,201409210mia,mia,ClayCh00,fumbles,0,,,,,
player,201409210mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201409210mia,mia,MattRi00,pass_cmp,0,,,,,
player,201409210mia,mia,MattRi00,pass_att,0,,,,,
player,201409210mia,mia,MattRi00,pass_yds,0,,,,,
player,201409210mia,mia,MattRi00,pass_td,0,,,,,
player,201409210mia,mia,MattRi00,pass_int,0,,,,,
player,201409210mia,mia,MattRi00,pass_sacked,0,,,,,
player,201409210mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,MattRi00,pass_long,0,,,,,
player,201409210mia,mia,MattRi00,pass_rating,,,,,,
player,201409210mia,mia,MattRi00,rush_att,0,,,,,
player,201409210mia,mia,MattRi00,rush_yds,0,,,,,
player,201409210mia,mia,MattRi00,rush_td,0,,,,,
player,201409210mia,mia,MattRi00,rush_long,0,,,,,
player,201409210mia,mia,MattRi00,targets,1,,,,,
player,201409210mia,mia,MattRi00,rec,1,,,,,
player,201409210mia,mia,MattRi00,rec_yds,13,,,,,
player,201409210mia,mia,MattRi00,rec_td,0,,,,,
player,201409210mia,mia,MattRi00,rec_long,13,,,,,
player,201409210mia,mia,MattRi00,fumbles,0,,,,,
player,201409210mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201409210mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201409210mia,mia,GibsBr00,pass_att,0,,,,,
player,201409210mia,mia,GibsBr00,pass_yds,0,,,,,
player,201409210mia,mia,GibsBr00,pass_td,0,,,,,
player,201409210mia,mia,GibsBr00,pass_int,0,,,,,
player,201409210mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201409210mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,GibsBr00,pass_long,0,,,,,
player,201409210mia,mia,GibsBr00,pass_rating,,,,,,
player,201409210mia,mia,GibsBr00,rush_att,0,,,,,
player,201409210mia,mia,GibsBr00,rush_yds,0,,,,,
player,201409210mia,mia,GibsBr00,rush_td,0,,,,,
player,201409210mia,mia,GibsBr00,rush_long,0,,,,,
player,201409210mia,mia,GibsBr00,targets,4,,,,,
player,201409210mia,mia,GibsBr00,rec,1,,,,,
player,201409210mia,mia,GibsBr00,rec_yds,3,,,,,
player,201409210mia,mia,GibsBr00,rec_td,0,,,,,
player,201409210mia,mia,GibsBr00,rec_long,3,,,,,
player,201409210mia,mia,GibsBr00,fumbles,0,,,,,
player,201409210mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201409210mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201409210mia,mia,SimsDi00,pass_att,0,,,,,
player,201409210mia,mia,SimsDi00,pass_yds,0,,,,,
player,201409210mia,mia,SimsDi00,pass_td,0,,,,,
player,201409210mia,mia,SimsDi00,pass_int,0,,,,,
player,201409210mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201409210mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201409210mia,mia,SimsDi00,pass_long,0,,,,,
player,201409210mia,mia,SimsDi00,pass_rating,,,,,,
player,201409210mia,mia,SimsDi00,rush_att,0,,,,,
player,201409210mia,mia,SimsDi00,rush_yds,0,,,,,
player,201409210mia,mia,SimsDi00,rush_td,0,,,,,
player,201409210mia,mia,SimsDi00,rush_long,0,,,,,
player,201409210mia,mia,SimsDi00,targets,1,,,,,
player,201409210mia,mia,SimsDi00,rec,0,,,,,
player,201409210mia,mia,SimsDi00,rec_yds,0,,,,,
player,201409210mia,mia,SimsDi00,rec_td,0,,,,,
player,201409210mia,mia,SimsDi00,rec_long,0,,,,,
player,201409210mia,mia,SimsDi00,fumbles,0,,,,,
player,201409210mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201409210mia,mia,WillDa05,pass_cmp,0,,,,,
player,201409210mia,mia,WillDa05,pass_att,0,,,,,
player,201409210mia,mia,WillDa05,pass_yds,0,,,,,
player,201409210mia,mia,WillDa05,pass_td,0,,,,,
player,201409210mia,mia,WillDa05,pass_int,0,,,,,
player,201409210mia,mia,WillDa05,pass_sacked,0,,,,,
player,201409210mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201409210mia,mia,WillDa05,pass_long,0,,,,,
player,201409210mia,mia,WillDa05,pass_rating,,,,,,
player,201409210mia,mia,WillDa05,rush_att,1,,,,,
player,201409210mia,mia,WillDa05,rush_yds,-3,,,,,
player,201409210mia,mia,WillDa05,rush_td,0,,,,,
player,201409210mia,mia,WillDa05,rush_long,-3,,,,,
player,201409210mia,mia,WillDa05,targets,0,,,,,
player,201409210mia,mia,WillDa05,rec,0,,,,,
player,201409210mia,mia,WillDa05,rec_yds,0,,,,,
