game,2014,14,20141207,201412070mia,rav,"Baltimore Ravens",28,mia,"Miami Dolphins",13
player,201412070mia,rav,FlacJo00,rush_yds,16,,,,,
player,201412070mia,rav,FlacJo00,rush_td,1,,,,,
player,201412070mia,rav,FlacJo00,rush_long,15,,,,,
player,201412070mia,rav,FlacJo00,targets,0,,,,,
player,201412070mia,rav,FlacJo00,rec,0,,,,,
player,201412070mia,rav,FlacJo00,rec_yds,0,,,,,
player,201412070mia,rav,FlacJo00,rec_td,0,,,,,
player,201412070mia,rav,FlacJo00,rec_long,0,,,,,
player,201412070mia,rav,FlacJo00,fumbles,0,,,,,
player,201412070mia,rav,FlacJo00,fumbles_lost,0,,,,,
player,201412070mia,rav,ForsJu00,pass_cmp,0,,,,,
player,201412070mia,rav,ForsJu00,pass_att,0,,,,,
player,201412070mia,rav,ForsJu00,pass_yds,0,,,,,
player,201412070mia,rav,ForsJu00,pass_td,0,,,,,
player,201412070mia,rav,ForsJu00,pass_int,0,,,,,
player,201412070mia,rav,ForsJu00,pass_sacked,0,,,,,
player,201412070mia,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,ForsJu00,pass_long,0,,,,,
player,201412070mia,rav,ForsJu00,pass_rating,,,,,,
player,201412070mia,rav,ForsJu00,rush_att,13,,,,,
player,201412070mia,rav,ForsJu00,rush_yds,71,,,,,
player,201412070mia,rav,ForsJu00,rush_td,1,,,,,
player,201412070mia,rav,ForsJu00,rush_long,44,,,,,
player,201412070mia,rav,ForsJu00,targets,2,,,,,
player,201412070mia,rav,ForsJu00,rec,2,,,,,
player,201412070mia,rav,ForsJu00,rec_yds,7,,,,,
player,201412070mia,rav,ForsJu00,rec_td,0,,,,,
player,201412070mia,rav,ForsJu00,rec_long,4,,,,,
player,201412070mia,rav,ForsJu00,fumbles,0,,,,,
player,201412070mia,rav,ForsJu00,fumbles_lost,0,,,,,
player,201412070mia,rav,PierBe00,pass_cmp,0,,,,,
player,201412070mia,rav,PierBe00,pass_att,0,,,,,
player,201412070mia,rav,PierBe00,pass_yds,0,,,,,
player,201412070mia,rav,PierBe00,pass_td,0,,,,,
player,201412070mia,rav,PierBe00,pass_int,0,,,,,
player,201412070mia,rav,PierBe00,pass_sacked,0,,,,,
player,201412070mia,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,PierBe00,pass_long,0,,,,,
player,201412070mia,rav,PierBe00,pass_rating,,,,,,
player,201412070mia,rav,PierBe00,rush_att,3,,,,,
player,201412070mia,rav,PierBe00,rush_yds,50,,,,,
player,201412070mia,rav,PierBe00,rush_td,0,,,,,
player,201412070mia,rav,PierBe00,rush_long,27,,,,,
player,201412070mia,rav,PierBe00,targets,0,,,,,
player,201412070mia,rav,PierBe00,rec,0,,,,,
player,201412070mia,rav,PierBe00,rec_yds,0,,,,,
player,201412070mia,rav,PierBe00,rec_td,0,,,,,
player,201412070mia,rav,PierBe00,rec_long,0,,,,,
player,201412070mia,rav,PierBe00,fumbles,0,,,,,
player,201412070mia,rav,PierBe00,fumbles_lost,0,,,,,
player,201412070mia,rav,TaliLo00,pass_cmp,0,,,,,
player,201412070mia,rav,TaliLo00,pass_att,0,,,,,
player,201412070mia,rav,TaliLo00,pass_yds,0,,,,,
player,201412070mia,rav,TaliLo00,pass_td,0,,,,,
player,201412070mia,rav,TaliLo00,pass_int,0,,,,,
player,201412070mia,rav,TaliLo00,pass_sacked,0,,,,,
player,201412070mia,rav,TaliLo00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,TaliLo00,pass_long,0,,,,,
player,201412070mia,rav,TaliLo00,pass_rating,,,,,,
player,201412070mia,rav,TaliLo00,rush_att,7,,,,,
player,201412070mia,rav,TaliLo00,rush_yds,35,,,,,
player,201412070mia,rav,TaliLo00,rush_td,0,,,,,
player,201412070mia,rav,TaliLo00,rush_long,13,,,,,
player,201412070mia,rav,TaliLo00,targets,1,,,,,
player,201412070mia,rav,TaliLo00,rec,1,,,,,
player,201412070mia,rav,TaliLo00,rec_yds,20,,,,,
player,201412070mia,rav,TaliLo00,rec_td,0,,,,,
player,201412070mia,rav,TaliLo00,rec_long,20,,,,,
player,201412070mia,rav,TaliLo00,fumbles,0,,,,,
player,201412070mia,rav,TaliLo00,fumbles_lost,0,,,,,
player,201412070mia,rav,JoneJa03,pass_cmp,0,,,,,
player,201412070mia,rav,JoneJa03,pass_att,0,,,,,
player,201412070mia,rav,JoneJa03,pass_yds,0,,,,,
player,201412070mia,rav,JoneJa03,pass_td,0,,,,,
player,201412070mia,rav,JoneJa03,pass_int,0,,,,,
player,201412070mia,rav,JoneJa03,pass_sacked,0,,,,,
player,201412070mia,rav,JoneJa03,pass_sacked_yds,0,,,,,
player,201412070mia,rav,JoneJa03,pass_long,0,,,,,
player,201412070mia,rav,JoneJa03,pass_rating,,,,,,
player,201412070mia,rav,JoneJa03,rush_att,1,,,,,
player,201412070mia,rav,JoneJa03,rush_yds,11,,,,,
player,201412070mia,rav,JoneJa03,rush_td,0,,,,,
player,201412070mia,rav,JoneJa03,rush_long,11,,,,,
player,201412070mia,rav,JoneJa03,targets,1,,,,,
player,201412070mia,rav,JoneJa03,rec,1,,,,,
player,201412070mia,rav,JoneJa03,rec_yds,18,,,,,
player,201412070mia,rav,JoneJa03,rec_td,0,,,,,
player,201412070mia,rav,JoneJa03,rec_long,18,,,,,
player,201412070mia,rav,JoneJa03,fumbles,0,,,,,
player,201412070mia,rav,JoneJa03,fumbles_lost,0,,,,,
player,201412070mia,rav,SmitSt01,pass_cmp,0,,,,,
player,201412070mia,rav,SmitSt01,pass_att,0,,,,,
player,201412070mia,rav,SmitSt01,pass_yds,0,,,,,
player,201412070mia,rav,SmitSt01,pass_td,0,,,,,
player,201412070mia,rav,SmitSt01,pass_int,0,,,,,
player,201412070mia,rav,SmitSt01,pass_sacked,0,,,,,
player,201412070mia,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201412070mia,rav,SmitSt01,pass_long,0,,,,,
player,201412070mia,rav,SmitSt01,pass_rating,,,,,,
player,201412070mia,rav,SmitSt01,rush_att,0,,,,,
player,201412070mia,rav,SmitSt01,rush_yds,0,,,,,
player,201412070mia,rav,SmitSt01,rush_td,0,,,,,
player,201412070mia,rav,SmitSt01,rush_long,0,,,,,
player,201412070mia,rav,SmitSt01,targets,11,,,,,
player,201412070mia,rav,SmitSt01,rec,7,,,,,
player,201412070mia,rav,SmitSt01,rec_yds,70,,,,,
player,201412070mia,rav,SmitSt01,rec_td,1,,,,,
player,201412070mia,rav,SmitSt01,rec_long,27,,,,,
player,201412070mia,rav,SmitSt01,fumbles,0,,,,,
player,201412070mia,rav,SmitSt01,fumbles_lost,0,,,,,
player,201412070mia,rav,AikeKa00,pass_cmp,0,,,,,
player,201412070mia,rav,AikeKa00,pass_att,0,,,,,
player,201412070mia,rav,AikeKa00,pass_yds,0,,,,,
player,201412070mia,rav,AikeKa00,pass_td,0,,,,,
player,201412070mia,rav,AikeKa00,pass_int,0,,,,,
player,201412070mia,rav,AikeKa00,pass_sacked,0,,,,,
player,201412070mia,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,AikeKa00,pass_long,0,,,,,
player,201412070mia,rav,AikeKa00,pass_rating,,,,,,
player,201412070mia,rav,AikeKa00,rush_att,0,,,,,
player,201412070mia,rav,AikeKa00,rush_yds,0,,,,,
player,201412070mia,rav,AikeKa00,rush_td,0,,,,,
player,201412070mia,rav,AikeKa00,rush_long,0,,,,,
player,201412070mia,rav,AikeKa00,targets,7,,,,,
player,201412070mia,rav,AikeKa00,rec,6,,,,,
player,201412070mia,rav,AikeKa00,rec_yds,65,,,,,
player,201412070mia,rav,AikeKa00,rec_td,1,,,,,
player,201412070mia,rav,AikeKa00,rec_long,13,,,,,
player,201412070mia,rav,AikeKa00,fumbles,0,,,,,
player,201412070mia,rav,AikeKa00,fumbles_lost,0,,,,,
player,201412070mia,rav,BrowMa00,pass_cmp,0,,,,,
player,201412070mia,rav,BrowMa00,pass_att,0,,,,,
player,201412070mia,rav,BrowMa00,pass_yds,0,,,,,
player,201412070mia,rav,BrowMa00,pass_td,0,,,,,
player,201412070mia,rav,BrowMa00,pass_int,0,,,,,
player,201412070mia,rav,BrowMa00,pass_sacked,0,,,,,
player,201412070mia,rav,BrowMa00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,BrowMa00,pass_long,0,,,,,
player,201412070mia,rav,BrowMa00,pass_rating,,,,,,
player,201412070mia,rav,BrowMa00,rush_att,0,,,,,
player,201412070mia,rav,BrowMa00,rush_yds,0,,,,,
player,201412070mia,rav,BrowMa00,rush_td,0,,,,,
player,201412070mia,rav,BrowMa00,rush_long,0,,,,,
player,201412070mia,rav,BrowMa00,targets,3,,,,,
player,201412070mia,rav,BrowMa00,rec,3,,,,,
player,201412070mia,rav,BrowMa00,rec_yds,30,,,,,
player,201412070mia,rav,BrowMa00,rec_td,0,,,,,
player,201412070mia,rav,BrowMa00,rec_long,14,,,,,
player,201412070mia,rav,BrowMa00,fumbles,0,,,,,
player,201412070mia,rav,BrowMa00,fumbles_lost,0,,,,,
player,201412070mia,rav,SupePh00,pass_cmp,0,,,,,
player,201412070mia,rav,SupePh00,pass_att,0,,,,,
player,201412070mia,rav,SupePh00,pass_yds,0,,,,,
player,201412070mia,rav,SupePh00,pass_td,0,,,,,
player,201412070mia,rav,SupePh00,pass_int,0,,,,,
player,201412070mia,rav,SupePh00,pass_sacked,0,,,,,
player,201412070mia,rav,SupePh00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,SupePh00,pass_long,0,,,,,
player,201412070mia,rav,SupePh00,pass_rating,,,,,,
player,201412070mia,rav,SupePh00,rush_att,0,,,,,
player,201412070mia,rav,SupePh00,rush_yds,0,,,,,
player,201412070mia,rav,SupePh00,rush_td,0,,,,,
player,201412070mia,rav,SupePh00,rush_long,0,,,,,
player,201412070mia,rav,SupePh00,targets,1,,,,,
player,201412070mia,rav,SupePh00,rec,1,,,,,
player,201412070mia,rav,SupePh00,rec_yds,29,,,,,
player,201412070mia,rav,SupePh00,rec_td,0,,,,,
player,201412070mia,rav,SupePh00,rec_long,29,,,,,
player,201412070mia,rav,SupePh00,fumbles,0,,,,,
player,201412070mia,rav,SupePh00,fumbles_lost,0,,,,,
player,201412070mia,rav,DaniOw00,pass_cmp,0,,,,,
player,201412070mia,rav,DaniOw00,pass_att,0,,,,,
player,201412070mia,rav,DaniOw00,pass_yds,0,,,,,
player,201412070mia,rav,DaniOw00,pass_td,0,,,,,
player,201412070mia,rav,DaniOw00,pass_int,0,,,,,
player,201412070mia,rav,DaniOw00,pass_sacked,0,,,,,
player,201412070mia,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,DaniOw00,pass_long,0,,,,,
player,201412070mia,rav,DaniOw00,pass_rating,,,,,,
player,201412070mia,rav,DaniOw00,rush_att,0,,,,,
player,201412070mia,rav,DaniOw00,rush_yds,0,,,,,
player,201412070mia,rav,DaniOw00,rush_td,0,,,,,
player,201412070mia,rav,DaniOw00,rush_long,0,,,,,
player,201412070mia,rav,DaniOw00,targets,2,,,,,
player,201412070mia,rav,DaniOw00,rec,2,,,,,
player,201412070mia,rav,DaniOw00,rec_yds,27,,,,,
player,201412070mia,rav,DaniOw00,rec_td,0,,,,,
player,201412070mia,rav,DaniOw00,rec_long,16,,,,,
player,201412070mia,rav,DaniOw00,fumbles,0,,,,,
player,201412070mia,rav,DaniOw00,fumbles_lost,0,,,,,
player,201412070mia,rav,JuszKy00,pass_cmp,0,,,,,
player,201412070mia,rav,JuszKy00,pass_att,0,,,,,
player,201412070mia,rav,JuszKy00,pass_yds,0,,,,,
player,201412070mia,rav,JuszKy00,pass_td,0,,,,,
player,201412070mia,rav,JuszKy00,pass_int,0,,,,,
player,201412070mia,rav,JuszKy00,pass_sacked,0,,,,,
player,201412070mia,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201412070mia,rav,JuszKy00,pass_long,0,,,,,
player,201412070mia,rav,JuszKy00,pass_rating,,,,,,
player,201412070mia,rav,JuszKy00,rush_att,0,,,,,
player,201412070mia,rav,JuszKy00,rush_yds,0,,,,,
player,201412070mia,rav,JuszKy00,rush_td,0,,,,,
player,201412070mia,rav,JuszKy00,rush_long,0,,,,,
player,201412070mia,rav,JuszKy00,targets,2,,,,,
player,201412070mia,rav,JuszKy00,rec,2,,,,,
player,201412070mia,rav,JuszKy00,rec_yds,3,,,,,
player,201412070mia,rav,JuszKy00,rec_td,0,,,,,
player,201412070mia,rav,JuszKy00,rec_long,8,,,,,
player,201412070mia,rav,JuszKy00,fumbles,0,,,,,
player,201412070mia,rav,JuszKy00,fumbles_lost,0,,,,,
player,201412070mia,mia,TannRy00,pass_cmp,23,,,,,
player,201412070mia,mia,TannRy00,pass_att,33,,,,,
player,201412070mia,mia,TannRy00,pass_yds,227,,,,,
player,201412070mia,mia,TannRy00,pass_td,1,,,,,
player,201412070mia,mia,TannRy00,pass_int,0,,,,,
player,201412070mia,mia,TannRy00,pass_sacked,6,,,,,
player,201412070mia,mia,TannRy00,pass_sacked_yds,41,,,,,
player,201412070mia,mia,TannRy00,pass_long,27,,,,,
player,201412070mia,mia,TannRy00,pass_rating,98.9,,,,,
player,201412070mia,mia,TannRy00,rush_att,2,,,,,
player,201412070mia,mia,TannRy00,rush_yds,6,,,,,
player,201412070mia,mia,TannRy00,rush_td,0,,,,,
player,201412070mia,mia,TannRy00,rush_long,7,,,,,
player,201412070mia,mia,TannRy00,targets,0,,,,,
player,201412070mia,mia,TannRy00,rec,0,,,,,
player,201412070mia,mia,TannRy00,rec_yds,0,,,,,
player,201412070mia,mia,TannRy00,rec_td,0,,,,,
player,201412070mia,mia,TannRy00,rec_long,0,,,,,
player,201412070mia,mia,TannRy00,fumbles,1,,,,,
player,201412070mia,mia,TannRy00,fumbles_lost,0,,,,,
player,201412070mia,mia,MillLa01,pass_cmp,0,,,,,
player,201412070mia,mia,MillLa01,pass_att,0,,,,,
player,201412070mia,mia,MillLa01,pass_yds,0,,,,,
player,201412070mia,mia,MillLa01,pass_td,0,,,,,
player,201412070mia,mia,MillLa01,pass_int,0,,,,,
player,201412070mia,mia,MillLa01,pass_sacked,0,,,,,
player,201412070mia,mia,MillLa01,pass_sacked_yds,0,,,,,
player,201412070mia,mia,MillLa01,pass_long,0,,,,,
player,201412070mia,mia,MillLa01,pass_rating,,,,,,
player,201412070mia,mia,MillLa01,rush_att,12,,,,,
player,201412070mia,mia,MillLa01,rush_yds,53,,,,,
player,201412070mia,mia,MillLa01,rush_td,0,,,,,
player,201412070mia,mia,MillLa01,rush_long,15,,,,,
player,201412070mia,mia,MillLa01,targets,5,,,,,
player,201412070mia,mia,MillLa01,rec,5,,,,,
player,201412070mia,mia,MillLa01,rec_yds,36,,,,,
player,201412070mia,mia,MillLa01,rec_td,0,,,,,
player,201412070mia,mia,MillLa01,rec_long,9,,,,,
player,201412070mia,mia,MillLa01,fumbles,0,,,,,
player,201412070mia,mia,MillLa01,fumbles_lost,0,,,,,
player,201412070mia,mia,WillDa05,pass_cmp,0,,,,,
player,201412070mia,mia,WillDa05,pass_att,0,,,,,
player,201412070mia,mia,WillDa05,pass_yds,0,,,,,
player,201412070mia,mia,WillDa05,pass_td,0,,,,,
player,201412070mia,mia,WillDa05,pass_int,0,,,,,
player,201412070mia,mia,WillDa05,pass_sacked,0,,,,,
player,201412070mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201412070mia,mia,WillDa05,pass_long,0,,,,,
player,201412070mia,mia,WillDa05,pass_rating,,,,,,
player,201412070mia,mia,WillDa05,rush_att,2,,,,,
player,201412070mia,mia,WillDa05,rush_yds,4,,,,,
player,201412070mia,mia,WillDa05,rush_td,0,,,,,
player,201412070mia,mia,WillDa05,rush_long,4,,,,,
player,201412070mia,mia,WillDa05,targets,3,,,,,
player,201412070mia,mia,WillDa05,rec,1,,,,,
player,201412070mia,mia,WillDa05,rec_yds,7,,,,,
player,201412070mia,mia,WillDa05,rec_td,0,,,,,
player,201412070mia,mia,WillDa05,rec_long,7,,,,,
player,201412070mia,mia,WillDa05,fumbles,0,,,,,
player,201412070mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201412070mia,mia,LandJa00,pass_cmp,0,,,,,
player,201412070mia,mia,LandJa00,pass_att,0,,,,,
player,201412070mia,mia,LandJa00,pass_yds,0,,,,,
player,201412070mia,mia,LandJa00,pass_td,0,,,,,
player,201412070mia,mia,LandJa00,pass_int,0,,,,,
player,201412070mia,mia,LandJa00,pass_sacked,0,,,,,
player,201412070mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,LandJa00,pass_long,0,,,,,
player,201412070mia,mia,LandJa00,pass_rating,,,,,,
player,201412070mia,mia,LandJa00,rush_att,0,,,,,
player,201412070mia,mia,LandJa00,rush_yds,0,,,,,
player,201412070mia,mia,LandJa00,rush_td,0,,,,,
player,201412070mia,mia,LandJa00,rush_long,0,,,,,
player,201412070mia,mia,LandJa00,targets,6,,,,,
player,201412070mia,mia,LandJa00,rec,6,,,,,
player,201412070mia,mia,LandJa00,rec_yds,55,,,,,
player,201412070mia,mia,LandJa00,rec_td,0,,,,,
player,201412070mia,mia,LandJa00,rec_long,20,,,,,
player,201412070mia,mia,LandJa00,fumbles,1,,,,,
player,201412070mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201412070mia,mia,ClayCh00,pass_cmp,0,,,,,
player,201412070mia,mia,ClayCh00,pass_att,0,,,,,
player,201412070mia,mia,ClayCh00,pass_yds,0,,,,,
player,201412070mia,mia,ClayCh00,pass_td,0,,,,,
player,201412070mia,mia,ClayCh00,pass_int,0,,,,,
player,201412070mia,mia,ClayCh00,pass_sacked,0,,,,,
player,201412070mia,mia,ClayCh00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,ClayCh00,pass_long,0,,,,,
player,201412070mia,mia,ClayCh00,pass_rating,,,,,,
player,201412070mia,mia,ClayCh00,rush_att,0,,,,,
player,201412070mia,mia,ClayCh00,rush_yds,0,,,,,
player,201412070mia,mia,ClayCh00,rush_td,0,,,,,
player,201412070mia,mia,ClayCh00,rush_long,0,,,,,
player,201412070mia,mia,ClayCh00,targets,3,,,,,
player,201412070mia,mia,ClayCh00,rec,2,,,,,
player,201412070mia,mia,ClayCh00,rec_yds,41,,,,,
player,201412070mia,mia,ClayCh00,rec_td,0,,,,,
player,201412070mia,mia,ClayCh00,rec_long,27,,,,,
player,201412070mia,mia,ClayCh00,fumbles,0,,,,,
player,201412070mia,mia,ClayCh00,fumbles_lost,0,,,,,
player,201412070mia,mia,WallMi00,pass_cmp,0,,,,,
player,201412070mia,mia,WallMi00,pass_att,0,,,,,
player,201412070mia,mia,WallMi00,pass_yds,0,,,,,
player,201412070mia,mia,WallMi00,pass_td,0,,,,,
player,201412070mia,mia,WallMi00,pass_int,0,,,,,
player,201412070mia,mia,WallMi00,pass_sacked,0,,,,,
player,201412070mia,mia,WallMi00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,WallMi00,pass_long,0,,,,,
player,201412070mia,mia,WallMi00,pass_rating,,,,,,
player,201412070mia,mia,WallMi00,rush_att,0,,,,,
player,201412070mia,mia,WallMi00,rush_yds,0,,,,,
player,201412070mia,mia,WallMi00,rush_td,0,,,,,
player,201412070mia,mia,WallMi00,rush_long,0,,,,,
player,201412070mia,mia,WallMi00,targets,4,,,,,
player,201412070mia,mia,WallMi00,rec,3,,,,,
player,201412070mia,mia,WallMi00,rec_yds,39,,,,,
player,201412070mia,mia,WallMi00,rec_td,0,,,,,
player,201412070mia,mia,WallMi00,rec_long,17,,,,,
player,201412070mia,mia,WallMi00,fumbles,0,,,,,
player,201412070mia,mia,WallMi00,fumbles_lost,0,,,,,
player,201412070mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201412070mia,mia,SimsDi00,pass_att,0,,,,,
player,201412070mia,mia,SimsDi00,pass_yds,0,,,,,
player,201412070mia,mia,SimsDi00,pass_td,0,,,,,
player,201412070mia,mia,SimsDi00,pass_int,0,,,,,
player,201412070mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201412070mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,SimsDi00,pass_long,0,,,,,
player,201412070mia,mia,SimsDi00,pass_rating,,,,,,
player,201412070mia,mia,SimsDi00,rush_att,0,,,,,
player,201412070mia,mia,SimsDi00,rush_yds,0,,,,,
player,201412070mia,mia,SimsDi00,rush_td,0,,,,,
player,201412070mia,mia,SimsDi00,rush_long,0,,,,,
player,201412070mia,mia,SimsDi00,targets,3,,,,,
player,201412070mia,mia,SimsDi00,rec,2,,,,,
player,201412070mia,mia,SimsDi00,rec_yds,18,,,,,
player,201412070mia,mia,SimsDi00,rec_td,0,,,,,
player,201412070mia,mia,SimsDi00,rec_long,12,,,,,
player,201412070mia,mia,SimsDi00,fumbles,0,,,,,
player,201412070mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201412070mia,mia,MattRi00,pass_cmp,0,,,,,
player,201412070mia,mia,MattRi00,pass_att,0,,,,,
player,201412070mia,mia,MattRi00,pass_yds,0,,,,,
player,201412070mia,mia,MattRi00,pass_td,0,,,,,
player,201412070mia,mia,MattRi00,pass_int,0,,,,,
player,201412070mia,mia,MattRi00,pass_sacked,0,,,,,
player,201412070mia,mia,MattRi00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,MattRi00,pass_long,0,,,,,
player,201412070mia,mia,MattRi00,pass_rating,,,,,,
player,201412070mia,mia,MattRi00,rush_att,0,,,,,
player,201412070mia,mia,MattRi00,rush_yds,0,,,,,
player,201412070mia,mia,MattRi00,rush_td,0,,,,,
player,201412070mia,mia,MattRi00,rush_long,0,,,,,
player,201412070mia,mia,MattRi00,targets,1,,,,,
player,201412070mia,mia,MattRi00,rec,1,,,,,
player,201412070mia,mia,MattRi00,rec_yds,13,,,,,
player,201412070mia,mia,MattRi00,rec_td,0,,,,,
player,201412070mia,mia,MattRi00,rec_long,13,,,,,
player,201412070mia,mia,MattRi00,fumbles,0,,,,,
player,201412070mia,mia,MattRi00,fumbles_lost,0,,,,,
player,201412070mia,mia,HartBr00,pass_cmp,0,,,,,
player,201412070mia,mia,HartBr00,pass_att,0,,,,,
player,201412070mia,mia,HartBr00,pass_yds,0,,,,,
player,201412070mia,mia,HartBr00,pass_td,0,,,,,
player,201412070mia,mia,HartBr00,pass_int,0,,,,,
player,201412070mia,mia,HartBr00,pass_sacked,0,,,,,
player,201412070mia,mia,HartBr00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,HartBr00,pass_long,0,,,,,
player,201412070mia,mia,HartBr00,pass_rating,,,,,,
player,201412070mia,mia,HartBr00,rush_att,0,,,,,
player,201412070mia,mia,HartBr00,rush_yds,0,,,,,
player,201412070mia,mia,HartBr00,rush_td,0,,,,,
player,201412070mia,mia,HartBr00,rush_long,0,,,,,
player,201412070mia,mia,HartBr00,targets,4,,,,,
player,201412070mia,mia,HartBr00,rec,2,,,,,
player,201412070mia,mia,HartBr00,rec_yds,11,,,,,
player,201412070mia,mia,HartBr00,rec_td,1,,,,,
player,201412070mia,mia,HartBr00,rec_long,8,,,,,
player,201412070mia,mia,HartBr00,fumbles,0,,,,,
player,201412070mia,mia,HartBr00,fumbles_lost,0,,,,,
player,201412070mia,mia,GibsBr00,pass_cmp,0,,,,,
player,201412070mia,mia,GibsBr00,pass_att,0,,,,,
player,201412070mia,mia,GibsBr00,pass_yds,0,,,,,
player,201412070mia,mia,GibsBr00,pass_td,0,,,,,
player,201412070mia,mia,GibsBr00,pass_int,0,,,,,
player,201412070mia,mia,GibsBr00,pass_sacked,0,,,,,
player,201412070mia,mia,GibsBr00,pass_sacked_yds,0,,,,,
player,201412070mia,mia,GibsBr00,pass_long,0,,,,,
player,201412070mia,mia,GibsBr00,pass_rating,,,,,,
player,201412070mia,mia,GibsBr00,rush_att,0,,,,,
player,201412070mia,mia,GibsBr00,rush_yds,0,,,,,
player,201412070mia,mia,GibsBr00,rush_td,0,,,,,
player,201412070mia,mia,GibsBr00,rush_long,0,,,,,
player,201412070mia,mia,GibsBr00,targets,3,,,,,
player,201412070mia,mia,GibsBr00,rec,1,,,,,
player,201412070mia,mia,GibsBr00,rec_yds,7,,,,,
player,201412070mia,mia,GibsBr00,rec_td,0,,,,,
player,201412070mia,mia,GibsBr00,rec_long,7,,,,,
player,201412070mia,mia,GibsBr00,fumbles,0,,,,,
player,201412070mia,mia,GibsBr00,fumbles_lost,0,,,,,
player,201412070mia,mia,ThomDa03,pass_cmp,0,,,,,
player,201412070mia,mia,ThomDa03,pass_att,0,,,,,
player,201412070mia,mia,ThomDa03,pass_yds,0,,,,,
player,201412070mia,mia,ThomDa03,pass_td,0,,,,,
player,201412070mia,mia,ThomDa03,pass_int,0,,,,,
player,201412070mia,mia,ThomDa03,pass_sacked,0,,,,,
player,201412070mia,mia,ThomDa03,pass_sacked_yds,0,,,,,
player,201412070mia,mia,ThomDa03,pass_long,0,,,,,
player,201412070mia,mia,ThomDa03,pass_rating,,,,,,
player,201412070mia,mia,ThomDa03,rush_att,0,,,,,
player,201412070mia,mia,ThomDa03,rush_yds,0,,,,,
player,201412070mia,mia,ThomDa03,rush_td,0,,,,,
player,201412070mia,mia,ThomDa03,rush_long,0,,,,,
player,201412070mia,mia,ThomDa03,targets,1,,,,,
player,201412070mia,mia,ThomDa03,rec,0,,,,,
player,201412070mia,mia,ThomDa03,rec_yds,0,,,,,
player,201412070mia,mia,ThomDa03,rec_td,0,,,,,
