game,2014,7,20141019,201410190rav,atl,"Atlanta Falcons",7,rav,"Baltimore Ravens",29
player,201410190rav,atl,JackSt00,pass_att,0,,,,,
player,201410190rav,atl,JackSt00,pass_yds,0,,,,,
player,201410190rav,atl,JackSt00,pass_td,0,,,,,
player,201410190rav,atl,JackSt00,pass_int,0,,,,,
player,201410190rav,atl,JackSt00,pass_sacked,0,,,,,
player,201410190rav,atl,JackSt00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,JackSt00,pass_long,0,,,,,
player,201410190rav,atl,JackSt00,pass_rating,,,,,,
player,201410190rav,atl,JackSt00,rush_att,8,,,,,
player,201410190rav,atl,JackSt00,rush_yds,22,,,,,
player,201410190rav,atl,JackSt00,rush_td,0,,,,,
player,201410190rav,atl,JackSt00,rush_long,4,,,,,
player,201410190rav,atl,JackSt00,targets,1,,,,,
player,201410190rav,atl,JackSt00,rec,1,,,,,
player,201410190rav,atl,JackSt00,rec_yds,3,,,,,
player,201410190rav,atl,JackSt00,rec_td,0,,,,,
player,201410190rav,atl,JackSt00,rec_long,3,,,,,
player,201410190rav,atl,JackSt00,fumbles,0,,,,,
player,201410190rav,atl,JackSt00,fumbles_lost,0,,,,,
player,201410190rav,atl,FreeDe00,pass_cmp,0,,,,,
player,201410190rav,atl,FreeDe00,pass_att,0,,,,,
player,201410190rav,atl,FreeDe00,pass_yds,0,,,,,
player,201410190rav,atl,FreeDe00,pass_td,0,,,,,
player,201410190rav,atl,FreeDe00,pass_int,0,,,,,
player,201410190rav,atl,FreeDe00,pass_sacked,0,,,,,
player,201410190rav,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,FreeDe00,pass_long,0,,,,,
player,201410190rav,atl,FreeDe00,pass_rating,,,,,,
player,201410190rav,atl,FreeDe00,rush_att,2,,,,,
player,201410190rav,atl,FreeDe00,rush_yds,20,,,,,
player,201410190rav,atl,FreeDe00,rush_td,0,,,,,
player,201410190rav,atl,FreeDe00,rush_long,18,,,,,
player,201410190rav,atl,FreeDe00,targets,5,,,,,
player,201410190rav,atl,FreeDe00,rec,5,,,,,
player,201410190rav,atl,FreeDe00,rec_yds,17,,,,,
player,201410190rav,atl,FreeDe00,rec_td,0,,,,,
player,201410190rav,atl,FreeDe00,rec_long,9,,,,,
player,201410190rav,atl,FreeDe00,fumbles,0,,,,,
player,201410190rav,atl,FreeDe00,fumbles_lost,0,,,,,
player,201410190rav,atl,SmitAn01,pass_cmp,0,,,,,
player,201410190rav,atl,SmitAn01,pass_att,0,,,,,
player,201410190rav,atl,SmitAn01,pass_yds,0,,,,,
player,201410190rav,atl,SmitAn01,pass_td,0,,,,,
player,201410190rav,atl,SmitAn01,pass_int,0,,,,,
player,201410190rav,atl,SmitAn01,pass_sacked,0,,,,,
player,201410190rav,atl,SmitAn01,pass_sacked_yds,0,,,,,
player,201410190rav,atl,SmitAn01,pass_long,0,,,,,
player,201410190rav,atl,SmitAn01,pass_rating,,,,,,
player,201410190rav,atl,SmitAn01,rush_att,3,,,,,
player,201410190rav,atl,SmitAn01,rush_yds,10,,,,,
player,201410190rav,atl,SmitAn01,rush_td,0,,,,,
player,201410190rav,atl,SmitAn01,rush_long,9,,,,,
player,201410190rav,atl,SmitAn01,targets,2,,,,,
player,201410190rav,atl,SmitAn01,rec,2,,,,,
player,201410190rav,atl,SmitAn01,rec_yds,-1,,,,,
player,201410190rav,atl,SmitAn01,rec_td,0,,,,,
player,201410190rav,atl,SmitAn01,rec_long,4,,,,,
player,201410190rav,atl,SmitAn01,fumbles,0,,,,,
player,201410190rav,atl,SmitAn01,fumbles_lost,0,,,,,
player,201410190rav,atl,RodgJa00,pass_cmp,0,,,,,
player,201410190rav,atl,RodgJa00,pass_att,0,,,,,
player,201410190rav,atl,RodgJa00,pass_yds,0,,,,,
player,201410190rav,atl,RodgJa00,pass_td,0,,,,,
player,201410190rav,atl,RodgJa00,pass_int,0,,,,,
player,201410190rav,atl,RodgJa00,pass_sacked,0,,,,,
player,201410190rav,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,RodgJa00,pass_long,0,,,,,
player,201410190rav,atl,RodgJa00,pass_rating,,,,,,
player,201410190rav,atl,RodgJa00,rush_att,2,,,,,
player,201410190rav,atl,RodgJa00,rush_yds,9,,,,,
player,201410190rav,atl,RodgJa00,rush_td,0,,,,,
player,201410190rav,atl,RodgJa00,rush_long,7,,,,,
player,201410190rav,atl,RodgJa00,targets,1,,,,,
player,201410190rav,atl,RodgJa00,rec,1,,,,,
player,201410190rav,atl,RodgJa00,rec_yds,3,,,,,
player,201410190rav,atl,RodgJa00,rec_td,0,,,,,
player,201410190rav,atl,RodgJa00,rec_long,3,,,,,
player,201410190rav,atl,RodgJa00,fumbles,0,,,,,
player,201410190rav,atl,RodgJa00,fumbles_lost,0,,,,,
player,201410190rav,atl,WhitRo00,pass_cmp,0,,,,,
player,201410190rav,atl,WhitRo00,pass_att,0,,,,,
player,201410190rav,atl,WhitRo00,pass_yds,0,,,,,
player,201410190rav,atl,WhitRo00,pass_td,0,,,,,
player,201410190rav,atl,WhitRo00,pass_int,0,,,,,
player,201410190rav,atl,WhitRo00,pass_sacked,0,,,,,
player,201410190rav,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,WhitRo00,pass_long,0,,,,,
player,201410190rav,atl,WhitRo00,pass_rating,,,,,,
player,201410190rav,atl,WhitRo00,rush_att,0,,,,,
player,201410190rav,atl,WhitRo00,rush_yds,0,,,,,
player,201410190rav,atl,WhitRo00,rush_td,0,,,,,
player,201410190rav,atl,WhitRo00,rush_long,0,,,,,
player,201410190rav,atl,WhitRo00,targets,15,,,,,
player,201410190rav,atl,WhitRo00,rec,9,,,,,
player,201410190rav,atl,WhitRo00,rec_yds,100,,,,,
player,201410190rav,atl,WhitRo00,rec_td,1,,,,,
player,201410190rav,atl,WhitRo00,rec_long,23,,,,,
player,201410190rav,atl,WhitRo00,fumbles,0,,,,,
player,201410190rav,atl,WhitRo00,fumbles_lost,0,,,,,
player,201410190rav,atl,JoneJu02,pass_cmp,0,,,,,
player,201410190rav,atl,JoneJu02,pass_att,0,,,,,
player,201410190rav,atl,JoneJu02,pass_yds,0,,,,,
player,201410190rav,atl,JoneJu02,pass_td,0,,,,,
player,201410190rav,atl,JoneJu02,pass_int,0,,,,,
player,201410190rav,atl,JoneJu02,pass_sacked,0,,,,,
player,201410190rav,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201410190rav,atl,JoneJu02,pass_long,0,,,,,
player,201410190rav,atl,JoneJu02,pass_rating,,,,,,
player,201410190rav,atl,JoneJu02,rush_att,0,,,,,
player,201410190rav,atl,JoneJu02,rush_yds,0,,,,,
player,201410190rav,atl,JoneJu02,rush_td,0,,,,,
player,201410190rav,atl,JoneJu02,rush_long,0,,,,,
player,201410190rav,atl,JoneJu02,targets,8,,,,,
player,201410190rav,atl,JoneJu02,rec,5,,,,,
player,201410190rav,atl,JoneJu02,rec_yds,56,,,,,
player,201410190rav,atl,JoneJu02,rec_td,0,,,,,
player,201410190rav,atl,JoneJu02,rec_long,24,,,,,
player,201410190rav,atl,JoneJu02,fumbles,0,,,,,
player,201410190rav,atl,JoneJu02,fumbles_lost,0,,,,,
player,201410190rav,atl,HestDe99,pass_cmp,0,,,,,
player,201410190rav,atl,HestDe99,pass_att,0,,,,,
player,201410190rav,atl,HestDe99,pass_yds,0,,,,,
player,201410190rav,atl,HestDe99,pass_td,0,,,,,
player,201410190rav,atl,HestDe99,pass_int,0,,,,,
player,201410190rav,atl,HestDe99,pass_sacked,0,,,,,
player,201410190rav,atl,HestDe99,pass_sacked_yds,0,,,,,
player,201410190rav,atl,HestDe99,pass_long,0,,,,,
player,201410190rav,atl,HestDe99,pass_rating,,,,,,
player,201410190rav,atl,HestDe99,rush_att,0,,,,,
player,201410190rav,atl,HestDe99,rush_yds,0,,,,,
player,201410190rav,atl,HestDe99,rush_td,0,,,,,
player,201410190rav,atl,HestDe99,rush_long,0,,,,,
player,201410190rav,atl,HestDe99,targets,5,,,,,
player,201410190rav,atl,HestDe99,rec,3,,,,,
player,201410190rav,atl,HestDe99,rec_yds,28,,,,,
player,201410190rav,atl,HestDe99,rec_td,0,,,,,
player,201410190rav,atl,HestDe99,rec_long,20,,,,,
player,201410190rav,atl,HestDe99,fumbles,0,,,,,
player,201410190rav,atl,HestDe99,fumbles_lost,0,,,,,
player,201410190rav,atl,ToilLe00,pass_cmp,0,,,,,
player,201410190rav,atl,ToilLe00,pass_att,0,,,,,
player,201410190rav,atl,ToilLe00,pass_yds,0,,,,,
player,201410190rav,atl,ToilLe00,pass_td,0,,,,,
player,201410190rav,atl,ToilLe00,pass_int,0,,,,,
player,201410190rav,atl,ToilLe00,pass_sacked,0,,,,,
player,201410190rav,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,ToilLe00,pass_long,0,,,,,
player,201410190rav,atl,ToilLe00,pass_rating,,,,,,
player,201410190rav,atl,ToilLe00,rush_att,0,,,,,
player,201410190rav,atl,ToilLe00,rush_yds,0,,,,,
player,201410190rav,atl,ToilLe00,rush_td,0,,,,,
player,201410190rav,atl,ToilLe00,rush_long,0,,,,,
player,201410190rav,atl,ToilLe00,targets,5,,,,,
player,201410190rav,atl,ToilLe00,rec,2,,,,,
player,201410190rav,atl,ToilLe00,rec_yds,20,,,,,
player,201410190rav,atl,ToilLe00,rec_td,0,,,,,
player,201410190rav,atl,ToilLe00,rec_long,17,,,,,
player,201410190rav,atl,ToilLe00,fumbles,0,,,,,
player,201410190rav,atl,ToilLe00,fumbles_lost,0,,,,,
player,201410190rav,atl,WeemEr00,pass_cmp,0,,,,,
player,201410190rav,atl,WeemEr00,pass_att,0,,,,,
player,201410190rav,atl,WeemEr00,pass_yds,0,,,,,
player,201410190rav,atl,WeemEr00,pass_td,0,,,,,
player,201410190rav,atl,WeemEr00,pass_int,0,,,,,
player,201410190rav,atl,WeemEr00,pass_sacked,0,,,,,
player,201410190rav,atl,WeemEr00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,WeemEr00,pass_long,0,,,,,
player,201410190rav,atl,WeemEr00,pass_rating,,,,,,
player,201410190rav,atl,WeemEr00,rush_att,0,,,,,
player,201410190rav,atl,WeemEr00,rush_yds,0,,,,,
player,201410190rav,atl,WeemEr00,rush_td,0,,,,,
player,201410190rav,atl,WeemEr00,rush_long,0,,,,,
player,201410190rav,atl,WeemEr00,targets,1,,,,,
player,201410190rav,atl,WeemEr00,rec,1,,,,,
player,201410190rav,atl,WeemEr00,rec_yds,2,,,,,
player,201410190rav,atl,WeemEr00,rec_td,0,,,,,
player,201410190rav,atl,WeemEr00,rec_long,2,,,,,
player,201410190rav,atl,WeemEr00,fumbles,0,,,,,
player,201410190rav,atl,WeemEr00,fumbles_lost,0,,,,,
player,201410190rav,atl,MartFr00,pass_cmp,0,,,,,
player,201410190rav,atl,MartFr00,pass_att,0,,,,,
player,201410190rav,atl,MartFr00,pass_yds,0,,,,,
player,201410190rav,atl,MartFr00,pass_td,0,,,,,
player,201410190rav,atl,MartFr00,pass_int,0,,,,,
player,201410190rav,atl,MartFr00,pass_sacked,0,,,,,
player,201410190rav,atl,MartFr00,pass_sacked_yds,0,,,,,
player,201410190rav,atl,MartFr00,pass_long,0,,,,,
player,201410190rav,atl,MartFr00,pass_rating,,,,,,
player,201410190rav,atl,MartFr00,rush_att,0,,,,,
player,201410190rav,atl,MartFr00,rush_yds,0,,,,,
player,201410190rav,atl,MartFr00,rush_td,0,,,,,
player,201410190rav,atl,MartFr00,rush_long,0,,,,,
player,201410190rav,atl,MartFr00,targets,1,,,,,
player,201410190rav,atl,MartFr00,rec,0,,,,,
player,201410190rav,atl,MartFr00,rec_yds,0,,,,,
player,201410190rav,atl,MartFr00,rec_td,0,,,,,
player,201410190rav,atl,MartFr00,rec_long,0,,,,,
player,201410190rav,atl,MartFr00,fumbles,0,,,,,
player,201410190rav,atl,MartFr00,fumbles_lost,0,,,,,
player,201410190rav,rav,FlacJo00,pass_cmp,16,,,,,
player,201410190rav,rav,FlacJo00,pass_att,25,,,,,
player,201410190rav,rav,FlacJo00,pass_yds,258,,,,,
player,201410190rav,rav,FlacJo00,pass_td,2,,,,,
player,201410190rav,rav,FlacJo00,pass_int,2,,,,,
player,201410190rav,rav,FlacJo00,pass_sacked,1,,,,,
player,201410190rav,rav,FlacJo00,pass_sacked_yds,10,,,,,
player,201410190rav,rav,FlacJo00,pass_long,49,,,,,
player,201410190rav,rav,FlacJo00,pass_rating,91.7,,,,,
player,201410190rav,rav,FlacJo00,rush_att,1,,,,,
player,201410190rav,rav,FlacJo00,rush_yds,4,,,,,
player,201410190rav,rav,FlacJo00,rush_td,0,,,,,
player,201410190rav,rav,FlacJo00,rush_long,4,,,,,
player,201410190rav,rav,FlacJo00,targets,0,,,,,
player,201410190rav,rav,FlacJo00,rec,0,,,,,
player,201410190rav,rav,FlacJo00,rec_yds,0,,,,,
player,201410190rav,rav,FlacJo00,rec_td,0,,,,,
player,201410190rav,rav,FlacJo00,rec_long,0,,,,,
player,201410190rav,rav,FlacJo00,fumbles,0,,,,,
player,201410190rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201410190rav,rav,ForsJu00,pass_cmp,0,,,,,
player,201410190rav,rav,ForsJu00,pass_att,0,,,,,
player,201410190rav,rav,ForsJu00,pass_yds,0,,,,,
player,201410190rav,rav,ForsJu00,pass_td,0,,,,,
player,201410190rav,rav,ForsJu00,pass_int,0,,,,,
player,201410190rav,rav,ForsJu00,pass_sacked,0,,,,,
player,201410190rav,rav,ForsJu00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,ForsJu00,pass_long,0,,,,,
player,201410190rav,rav,ForsJu00,pass_rating,,,,,,
player,201410190rav,rav,ForsJu00,rush_att,23,,,,,
player,201410190rav,rav,ForsJu00,rush_yds,95,,,,,
player,201410190rav,rav,ForsJu00,rush_td,0,,,,,
player,201410190rav,rav,ForsJu00,rush_long,21,,,,,
player,201410190rav,rav,ForsJu00,targets,1,,,,,
player,201410190rav,rav,ForsJu00,rec,0,,,,,
player,201410190rav,rav,ForsJu00,rec_yds,0,,,,,
player,201410190rav,rav,ForsJu00,rec_td,0,,,,,
player,201410190rav,rav,ForsJu00,rec_long,0,,,,,
player,201410190rav,rav,ForsJu00,fumbles,0,,,,,
player,201410190rav,rav,ForsJu00,fumbles_lost,0,,,,,
player,201410190rav,rav,PierBe00,pass_cmp,0,,,,,
player,201410190rav,rav,PierBe00,pass_att,0,,,,,
player,201410190rav,rav,PierBe00,pass_yds,0,,,,,
player,201410190rav,rav,PierBe00,pass_td,0,,,,,
player,201410190rav,rav,PierBe00,pass_int,0,,,,,
player,201410190rav,rav,PierBe00,pass_sacked,0,,,,,
player,201410190rav,rav,PierBe00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,PierBe00,pass_long,0,,,,,
player,201410190rav,rav,PierBe00,pass_rating,,,,,,
player,201410190rav,rav,PierBe00,rush_att,8,,,,,
player,201410190rav,rav,PierBe00,rush_yds,21,,,,,
player,201410190rav,rav,PierBe00,rush_td,1,,,,,
player,201410190rav,rav,PierBe00,rush_long,11,,,,,
player,201410190rav,rav,PierBe00,targets,1,,,,,
player,201410190rav,rav,PierBe00,rec,0,,,,,
player,201410190rav,rav,PierBe00,rec_yds,0,,,,,
player,201410190rav,rav,PierBe00,rec_td,0,,,,,
player,201410190rav,rav,PierBe00,rec_long,0,,,,,
player,201410190rav,rav,PierBe00,fumbles,0,,,,,
player,201410190rav,rav,PierBe00,fumbles_lost,0,,,,,
player,201410190rav,rav,TaliLo00,pass_cmp,0,,,,,
player,201410190rav,rav,TaliLo00,pass_att,0,,,,,
player,201410190rav,rav,TaliLo00,pass_yds,0,,,,,
player,201410190rav,rav,TaliLo00,pass_td,0,,,,,
player,201410190rav,rav,TaliLo00,pass_int,0,,,,,
player,201410190rav,rav,TaliLo00,pass_sacked,0,,,,,
player,201410190rav,rav,TaliLo00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,TaliLo00,pass_long,0,,,,,
player,201410190rav,rav,TaliLo00,pass_rating,,,,,,
player,201410190rav,rav,TaliLo00,rush_att,4,,,,,
player,201410190rav,rav,TaliLo00,rush_yds,3,,,,,
player,201410190rav,rav,TaliLo00,rush_td,0,,,,,
player,201410190rav,rav,TaliLo00,rush_long,3,,,,,
player,201410190rav,rav,TaliLo00,targets,0,,,,,
player,201410190rav,rav,TaliLo00,rec,0,,,,,
player,201410190rav,rav,TaliLo00,rec_yds,0,,,,,
player,201410190rav,rav,TaliLo00,rec_td,0,,,,,
player,201410190rav,rav,TaliLo00,rec_long,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles_lost,0,,,,,
player,201410190rav,rav,SmitTo02,pass_cmp,0,,,,,
player,201410190rav,rav,SmitTo02,pass_att,0,,,,,
player,201410190rav,rav,SmitTo02,pass_yds,0,,,,,
player,201410190rav,rav,SmitTo02,pass_td,0,,,,,
player,201410190rav,rav,SmitTo02,pass_int,0,,,,,
player,201410190rav,rav,SmitTo02,pass_sacked,0,,,,,
player,201410190rav,rav,SmitTo02,pass_sacked_yds,0,,,,,
player,201410190rav,rav,SmitTo02,pass_long,0,,,,,
player,201410190rav,rav,SmitTo02,pass_rating,,,,,,
player,201410190rav,rav,SmitTo02,rush_att,0,,,,,
player,201410190rav,rav,SmitTo02,rush_yds,0,,,,,
player,201410190rav,rav,SmitTo02,rush_td,0,,,,,
player,201410190rav,rav,SmitTo02,rush_long,0,,,,,
player,201410190rav,rav,SmitTo02,targets,5,,,,,
player,201410190rav,rav,SmitTo02,rec,3,,,,,
player,201410190rav,rav,SmitTo02,rec_yds,81,,,,,
player,201410190rav,rav,SmitTo02,rec_td,1,,,,,
player,201410190rav,rav,SmitTo02,rec_long,39,,,,,
player,201410190rav,rav,SmitTo02,fumbles,0,,,,,
player,201410190rav,rav,SmitTo02,fumbles_lost,0,,,,,
player,201410190rav,rav,SmitSt01,pass_cmp,0,,,,,
player,201410190rav,rav,SmitSt01,pass_att,0,,,,,
player,201410190rav,rav,SmitSt01,pass_yds,0,,,,,
player,201410190rav,rav,SmitSt01,pass_td,0,,,,,
player,201410190rav,rav,SmitSt01,pass_int,0,,,,,
player,201410190rav,rav,SmitSt01,pass_sacked,0,,,,,
player,201410190rav,rav,SmitSt01,pass_sacked_yds,0,,,,,
player,201410190rav,rav,SmitSt01,pass_long,0,,,,,
player,201410190rav,rav,SmitSt01,pass_rating,,,,,,
player,201410190rav,rav,SmitSt01,rush_att,0,,,,,
player,201410190rav,rav,SmitSt01,rush_yds,0,,,,,
player,201410190rav,rav,SmitSt01,rush_td,0,,,,,
player,201410190rav,rav,SmitSt01,rush_long,0,,,,,
player,201410190rav,rav,SmitSt01,targets,5,,,,,
player,201410190rav,rav,SmitSt01,rec,3,,,,,
player,201410190rav,rav,SmitSt01,rec_yds,67,,,,,
player,201410190rav,rav,SmitSt01,rec_td,0,,,,,
player,201410190rav,rav,SmitSt01,rec_long,49,,,,,
player,201410190rav,rav,SmitSt01,fumbles,0,,,,,
player,201410190rav,rav,SmitSt01,fumbles_lost,0,,,,,
player,201410190rav,rav,DaniOw00,pass_cmp,0,,,,,
player,201410190rav,rav,DaniOw00,pass_att,0,,,,,
player,201410190rav,rav,DaniOw00,pass_yds,0,,,,,
player,201410190rav,rav,DaniOw00,pass_td,0,,,,,
player,201410190rav,rav,DaniOw00,pass_int,0,,,,,
player,201410190rav,rav,DaniOw00,pass_sacked,0,,,,,
player,201410190rav,rav,DaniOw00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,DaniOw00,pass_long,0,,,,,
player,201410190rav,rav,DaniOw00,pass_rating,,,,,,
player,201410190rav,rav,DaniOw00,rush_att,0,,,,,
player,201410190rav,rav,DaniOw00,rush_yds,0,,,,,
player,201410190rav,rav,DaniOw00,rush_td,0,,,,,
player,201410190rav,rav,DaniOw00,rush_long,0,,,,,
player,201410190rav,rav,DaniOw00,targets,9,,,,,
player,201410190rav,rav,DaniOw00,rec,6,,,,,
player,201410190rav,rav,DaniOw00,rec_yds,58,,,,,
player,201410190rav,rav,DaniOw00,rec_td,1,,,,,
player,201410190rav,rav,DaniOw00,rec_long,19,,,,,
player,201410190rav,rav,DaniOw00,fumbles,0,,,,,
player,201410190rav,rav,DaniOw00,fumbles_lost,0,,,,,
player,201410190rav,rav,AikeKa00,pass_cmp,0,,,,,
player,201410190rav,rav,AikeKa00,pass_att,0,,,,,
player,201410190rav,rav,AikeKa00,pass_yds,0,,,,,
player,201410190rav,rav,AikeKa00,pass_td,0,,,,,
player,201410190rav,rav,AikeKa00,pass_int,0,,,,,
player,201410190rav,rav,AikeKa00,pass_sacked,0,,,,,
player,201410190rav,rav,AikeKa00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,AikeKa00,pass_long,0,,,,,
player,201410190rav,rav,AikeKa00,pass_rating,,,,,,
player,201410190rav,rav,AikeKa00,rush_att,0,,,,,
player,201410190rav,rav,AikeKa00,rush_yds,0,,,,,
player,201410190rav,rav,AikeKa00,rush_td,0,,,,,
player,201410190rav,rav,AikeKa00,rush_long,0,,,,,
player,201410190rav,rav,AikeKa00,targets,1,,,,,
player,201410190rav,rav,AikeKa00,rec,1,,,,,
player,201410190rav,rav,AikeKa00,rec_yds,18,,,,,
player,201410190rav,rav,AikeKa00,rec_td,0,,,,,
player,201410190rav,rav,AikeKa00,rec_long,18,,,,,
player,201410190rav,rav,AikeKa00,fumbles,0,,,,,
player,201410190rav,rav,AikeKa00,fumbles_lost,0,,,,,
player,201410190rav,rav,CampMi02,pass_cmp,0,,,,,
player,201410190rav,rav,CampMi02,pass_att,0,,,,,
player,201410190rav,rav,CampMi02,pass_yds,0,,,,,
player,201410190rav,rav,CampMi02,pass_td,0,,,,,
player,201410190rav,rav,CampMi02,pass_int,0,,,,,
player,201410190rav,rav,CampMi02,pass_sacked,0,,,,,
player,201410190rav,rav,CampMi02,pass_sacked_yds,0,,,,,
player,201410190rav,rav,CampMi02,pass_long,0,,,,,
player,201410190rav,rav,CampMi02,pass_rating,,,,,,
player,201410190rav,rav,CampMi02,rush_att,0,,,,,
player,201410190rav,rav,CampMi02,rush_yds,0,,,,,
player,201410190rav,rav,CampMi02,rush_td,0,,,,,
player,201410190rav,rav,CampMi02,rush_long,0,,,,,
player,201410190rav,rav,CampMi02,targets,1,,,,,
player,201410190rav,rav,CampMi02,rec,1,,,,,
player,201410190rav,rav,CampMi02,rec_yds,17,,,,,
player,201410190rav,rav,CampMi02,rec_td,0,,,,,
player,201410190rav,rav,CampMi02,rec_long,17,,,,,
player,201410190rav,rav,CampMi02,fumbles,0,,,,,
player,201410190rav,rav,CampMi02,fumbles_lost,0,,,,,
player,201410190rav,rav,GillCr00,pass_cmp,0,,,,,
player,201410190rav,rav,GillCr00,pass_att,0,,,,,
player,201410190rav,rav,GillCr00,pass_yds,0,,,,,
player,201410190rav,rav,GillCr00,pass_td,0,,,,,
player,201410190rav,rav,GillCr00,pass_int,0,,,,,
player,201410190rav,rav,GillCr00,pass_sacked,0,,,,,
player,201410190rav,rav,GillCr00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,GillCr00,pass_long,0,,,,,
player,201410190rav,rav,GillCr00,pass_rating,,,,,,
player,201410190rav,rav,GillCr00,rush_att,0,,,,,
player,201410190rav,rav,GillCr00,rush_yds,0,,,,,
player,201410190rav,rav,GillCr00,rush_td,0,,,,,
player,201410190rav,rav,GillCr00,rush_long,0,,,,,
player,201410190rav,rav,GillCr00,targets,1,,,,,
player,201410190rav,rav,GillCr00,rec,1,,,,,
player,201410190rav,rav,GillCr00,rec_yds,13,,,,,
player,201410190rav,rav,GillCr00,rec_td,0,,,,,
player,201410190rav,rav,GillCr00,rec_long,13,,,,,
player,201410190rav,rav,GillCr00,fumbles,0,,,,,
player,201410190rav,rav,GillCr00,fumbles_lost,0,,,,,
player,201410190rav,rav,JuszKy00,pass_cmp,0,,,,,
player,201410190rav,rav,JuszKy00,pass_att,0,,,,,
player,201410190rav,rav,JuszKy00,pass_yds,0,,,,,
player,201410190rav,rav,JuszKy00,pass_td,0,,,,,
player,201410190rav,rav,JuszKy00,pass_int,0,,,,,
player,201410190rav,rav,JuszKy00,pass_sacked,0,,,,,
player,201410190rav,rav,JuszKy00,pass_sacked_yds,0,,,,,
player,201410190rav,rav,JuszKy00,pass_long,0,,,,,
player,201410190rav,rav,JuszKy00,pass_rating,,,,,,
player,201410190rav,rav,JuszKy00,rush_att,0,,,,,
player,201410190rav,rav,JuszKy00,rush_yds,0,,,,,
player,201410190rav,rav,JuszKy00,rush_td,0,,,,,
player,201410190rav,rav,JuszKy00,rush_long,0,,,,,
player,201410190rav,rav,JuszKy00,targets,1,,,,,
player,201410190rav,rav,JuszKy00,rec,1,,,,,
