game,2014,7,20141019,201410190rav,atl,"Atlanta Falcons",7,rav,"Baltimore Ravens",29
player,201410190rav,rav,FranDo99,fumbles_rec_td,0,,,,,
player,201410190rav,rav,FranDo99,fumbles_forced,0,,,,,
player,201410190rav,rav,HillWi01,def_int,0,,,,,
player,201410190rav,rav,HillWi01,def_int_yds,0,,,,,
player,201410190rav,rav,HillWi01,def_int_td,0,,,,,
player,201410190rav,rav,HillWi01,def_int_long,0,,,,,
player,201410190rav,rav,HillWi01,pass_defended,0,,,,,
player,201410190rav,rav,HillWi01,sacks,0.0,,,,,
player,201410190rav,rav,HillWi01,tackles_combined,3,,,,,
player,201410190rav,rav,HillWi01,tackles_solo,2,,,,,
player,201410190rav,rav,HillWi01,tackles_assists,1,,,,,
player,201410190rav,rav,HillWi01,tackles_loss,1,,,,,
player,201410190rav,rav,HillWi01,qb_hits,1,,,,,
player,201410190rav,rav,HillWi01,fumbles_rec,0,,,,,
player,201410190rav,rav,HillWi01,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,HillWi01,fumbles_rec_td,0,,,,,
player,201410190rav,rav,HillWi01,fumbles_forced,0,,,,,
player,201410190rav,rav,TysoDe00,def_int,0,,,,,
player,201410190rav,rav,TysoDe00,def_int_yds,0,,,,,
player,201410190rav,rav,TysoDe00,def_int_td,0,,,,,
player,201410190rav,rav,TysoDe00,def_int_long,0,,,,,
player,201410190rav,rav,TysoDe00,pass_defended,0,,,,,
player,201410190rav,rav,TysoDe00,sacks,0.0,,,,,
player,201410190rav,rav,TysoDe00,tackles_combined,3,,,,,
player,201410190rav,rav,TysoDe00,tackles_solo,0,,,,,
player,201410190rav,rav,TysoDe00,tackles_assists,3,,,,,
player,201410190rav,rav,TysoDe00,tackles_loss,0,,,,,
player,201410190rav,rav,TysoDe00,qb_hits,1,,,,,
player,201410190rav,rav,TysoDe00,fumbles_rec,0,,,,,
player,201410190rav,rav,TysoDe00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,TysoDe00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,TysoDe00,fumbles_forced,0,,,,,
player,201410190rav,rav,WillBr02,def_int,0,,,,,
player,201410190rav,rav,WillBr02,def_int_yds,0,,,,,
player,201410190rav,rav,WillBr02,def_int_td,0,,,,,
player,201410190rav,rav,WillBr02,def_int_long,0,,,,,
player,201410190rav,rav,WillBr02,pass_defended,0,,,,,
player,201410190rav,rav,WillBr02,sacks,0.0,,,,,
player,201410190rav,rav,WillBr02,tackles_combined,3,,,,,
player,201410190rav,rav,WillBr02,tackles_solo,1,,,,,
player,201410190rav,rav,WillBr02,tackles_assists,2,,,,,
player,201410190rav,rav,WillBr02,tackles_loss,0,,,,,
player,201410190rav,rav,WillBr02,qb_hits,0,,,,,
player,201410190rav,rav,WillBr02,fumbles_rec,0,,,,,
player,201410190rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201410190rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201410190rav,rav,SmitJi03,def_int,0,,,,,
player,201410190rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201410190rav,rav,SmitJi03,def_int_td,0,,,,,
player,201410190rav,rav,SmitJi03,def_int_long,0,,,,,
player,201410190rav,rav,SmitJi03,pass_defended,2,,,,,
player,201410190rav,rav,SmitJi03,sacks,0.0,,,,,
player,201410190rav,rav,SmitJi03,tackles_combined,2,,,,,
player,201410190rav,rav,SmitJi03,tackles_solo,2,,,,,
player,201410190rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201410190rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201410190rav,rav,SmitJi03,qb_hits,0,,,,,
player,201410190rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201410190rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201410190rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201410190rav,rav,ElamMa00,def_int,0,,,,,
player,201410190rav,rav,ElamMa00,def_int_yds,0,,,,,
player,201410190rav,rav,ElamMa00,def_int_td,0,,,,,
player,201410190rav,rav,ElamMa00,def_int_long,0,,,,,
player,201410190rav,rav,ElamMa00,pass_defended,1,,,,,
player,201410190rav,rav,ElamMa00,sacks,0.0,,,,,
player,201410190rav,rav,ElamMa00,tackles_combined,1,,,,,
player,201410190rav,rav,ElamMa00,tackles_solo,0,,,,,
player,201410190rav,rav,ElamMa00,tackles_assists,1,,,,,
player,201410190rav,rav,ElamMa00,tackles_loss,0,,,,,
player,201410190rav,rav,ElamMa00,qb_hits,0,,,,,
player,201410190rav,rav,ElamMa00,fumbles_rec,0,,,,,
player,201410190rav,rav,ElamMa00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,ElamMa00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,ElamMa00,fumbles_forced,0,,,,,
player,201410190rav,rav,GuyxLa00,def_int,0,,,,,
player,201410190rav,rav,GuyxLa00,def_int_yds,0,,,,,
player,201410190rav,rav,GuyxLa00,def_int_td,0,,,,,
player,201410190rav,rav,GuyxLa00,def_int_long,0,,,,,
player,201410190rav,rav,GuyxLa00,pass_defended,0,,,,,
player,201410190rav,rav,GuyxLa00,sacks,0.0,,,,,
player,201410190rav,rav,GuyxLa00,tackles_combined,1,,,,,
player,201410190rav,rav,GuyxLa00,tackles_solo,0,,,,,
player,201410190rav,rav,GuyxLa00,tackles_assists,1,,,,,
player,201410190rav,rav,GuyxLa00,tackles_loss,0,,,,,
player,201410190rav,rav,GuyxLa00,qb_hits,0,,,,,
player,201410190rav,rav,GuyxLa00,fumbles_rec,0,,,,,
player,201410190rav,rav,GuyxLa00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,GuyxLa00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,GuyxLa00,fumbles_forced,0,,,,,
player,201410190rav,rav,McClAl00,def_int,0,,,,,
player,201410190rav,rav,McClAl00,def_int_yds,0,,,,,
player,201410190rav,rav,McClAl00,def_int_td,0,,,,,
player,201410190rav,rav,McClAl00,def_int_long,0,,,,,
player,201410190rav,rav,McClAl00,pass_defended,0,,,,,
player,201410190rav,rav,McClAl00,sacks,0.0,,,,,
player,201410190rav,rav,McClAl00,tackles_combined,1,,,,,
player,201410190rav,rav,McClAl00,tackles_solo,0,,,,,
player,201410190rav,rav,McClAl00,tackles_assists,1,,,,,
player,201410190rav,rav,McClAl00,tackles_loss,,,,,,
player,201410190rav,rav,McClAl00,qb_hits,,,,,,
player,201410190rav,rav,McClAl00,fumbles_rec,0,,,,,
player,201410190rav,rav,McClAl00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,McClAl00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,McClAl00,fumbles_forced,0,,,,,
player,201410190rav,rav,NgatHa20,def_int,0,,,,,
player,201410190rav,rav,NgatHa20,def_int_yds,0,,,,,
player,201410190rav,rav,NgatHa20,def_int_td,0,,,,,
player,201410190rav,rav,NgatHa20,def_int_long,0,,,,,
player,201410190rav,rav,NgatHa20,pass_defended,0,,,,,
player,201410190rav,rav,NgatHa20,sacks,0.0,,,,,
player,201410190rav,rav,NgatHa20,tackles_combined,1,,,,,
player,201410190rav,rav,NgatHa20,tackles_solo,1,,,,,
player,201410190rav,rav,NgatHa20,tackles_assists,0,,,,,
player,201410190rav,rav,NgatHa20,tackles_loss,0,,,,,
player,201410190rav,rav,NgatHa20,qb_hits,0,,,,,
player,201410190rav,rav,NgatHa20,fumbles_rec,0,,,,,
player,201410190rav,rav,NgatHa20,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,NgatHa20,fumbles_rec_td,0,,,,,
player,201410190rav,rav,NgatHa20,fumbles_forced,0,,,,,
player,201410190rav,rav,OrrxZa00,def_int,0,,,,,
player,201410190rav,rav,OrrxZa00,def_int_yds,0,,,,,
player,201410190rav,rav,OrrxZa00,def_int_td,0,,,,,
player,201410190rav,rav,OrrxZa00,def_int_long,0,,,,,
player,201410190rav,rav,OrrxZa00,pass_defended,0,,,,,
player,201410190rav,rav,OrrxZa00,sacks,0.0,,,,,
player,201410190rav,rav,OrrxZa00,tackles_combined,1,,,,,
player,201410190rav,rav,OrrxZa00,tackles_solo,1,,,,,
player,201410190rav,rav,OrrxZa00,tackles_assists,0,,,,,
player,201410190rav,rav,OrrxZa00,tackles_loss,0,,,,,
player,201410190rav,rav,OrrxZa00,qb_hits,0,,,,,
player,201410190rav,rav,OrrxZa00,fumbles_rec,0,,,,,
player,201410190rav,rav,OrrxZa00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,OrrxZa00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,OrrxZa00,fumbles_forced,0,,,,,
player,201410190rav,rav,TaliLo00,def_int,0,,,,,
player,201410190rav,rav,TaliLo00,def_int_yds,0,,,,,
player,201410190rav,rav,TaliLo00,def_int_td,0,,,,,
player,201410190rav,rav,TaliLo00,def_int_long,0,,,,,
player,201410190rav,rav,TaliLo00,pass_defended,0,,,,,
player,201410190rav,rav,TaliLo00,sacks,0.0,,,,,
player,201410190rav,rav,TaliLo00,tackles_combined,1,,,,,
player,201410190rav,rav,TaliLo00,tackles_solo,1,,,,,
player,201410190rav,rav,TaliLo00,tackles_assists,0,,,,,
player,201410190rav,rav,TaliLo00,tackles_loss,0,,,,,
player,201410190rav,rav,TaliLo00,qb_hits,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles_rec,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,TaliLo00,fumbles_forced,0,,,,,
player,201410190rav,rav,TrawBr00,def_int,0,,,,,
player,201410190rav,rav,TrawBr00,def_int_yds,0,,,,,
player,201410190rav,rav,TrawBr00,def_int_td,0,,,,,
player,201410190rav,rav,TrawBr00,def_int_long,0,,,,,
player,201410190rav,rav,TrawBr00,pass_defended,0,,,,,
player,201410190rav,rav,TrawBr00,sacks,0.0,,,,,
player,201410190rav,rav,TrawBr00,tackles_combined,1,,,,,
player,201410190rav,rav,TrawBr00,tackles_solo,1,,,,,
player,201410190rav,rav,TrawBr00,tackles_assists,0,,,,,
player,201410190rav,rav,TrawBr00,tackles_loss,0,,,,,
player,201410190rav,rav,TrawBr00,qb_hits,0,,,,,
player,201410190rav,rav,TrawBr00,fumbles_rec,0,,,,,
player,201410190rav,rav,TrawBr00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,TrawBr00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,TrawBr00,fumbles_forced,0,,,,,
player,201410190rav,rav,UpshCo00,def_int,0,,,,,
player,201410190rav,rav,UpshCo00,def_int_yds,0,,,,,
player,201410190rav,rav,UpshCo00,def_int_td,0,,,,,
player,201410190rav,rav,UpshCo00,def_int_long,0,,,,,
player,201410190rav,rav,UpshCo00,pass_defended,0,,,,,
player,201410190rav,rav,UpshCo00,sacks,0.0,,,,,
player,201410190rav,rav,UpshCo00,tackles_combined,1,,,,,
player,201410190rav,rav,UpshCo00,tackles_solo,0,,,,,
player,201410190rav,rav,UpshCo00,tackles_assists,1,,,,,
player,201410190rav,rav,UpshCo00,tackles_loss,0,,,,,
player,201410190rav,rav,UpshCo00,qb_hits,0,,,,,
player,201410190rav,rav,UpshCo00,fumbles_rec,0,,,,,
player,201410190rav,rav,UpshCo00,fumbles_rec_yds,0,,,,,
player,201410190rav,rav,UpshCo00,fumbles_rec_td,0,,,,,
player,201410190rav,rav,UpshCo00,fumbles_forced,0,,,,,
player,201410190rav,atl,HestDe99,kick_ret,3,,,,,
player,201410190rav,atl,HestDe99,kick_ret_yds,55,,,,,
player,201410190rav,atl,HestDe99,kick_ret_yds_per_ret,18.3,,,,,
player,201410190rav,atl,HestDe99,kick_ret_td,0,,,,,
player,201410190rav,atl,HestDe99,kick_ret_long,26,,,,,
player,201410190rav,atl,HestDe99,punt_ret,1,,,,,
player,201410190rav,atl,HestDe99,punt_ret_yds,6,,,,,
player,201410190rav,atl,HestDe99,punt_ret_yds_per_ret,6.0,,,,,
player,201410190rav,atl,HestDe99,punt_ret_td,0,,,,,
player,201410190rav,atl,HestDe99,punt_ret_long,6,,,,,
player,201410190rav,rav,JoneJa03,kick_ret,2,,,,,
player,201410190rav,rav,JoneJa03,kick_ret_yds,56,,,,,
player,201410190rav,rav,JoneJa03,kick_ret_yds_per_ret,28.0,,,,,
player,201410190rav,rav,JoneJa03,kick_ret_td,0,,,,,
player,201410190rav,rav,JoneJa03,kick_ret_long,35,,,,,
player,201410190rav,rav,JoneJa03,punt_ret,5,,,,,
player,201410190rav,rav,JoneJa03,punt_ret_yds,25,,,,,
player,201410190rav,rav,JoneJa03,punt_ret_yds_per_ret,5.0,,,,,
player,201410190rav,rav,JoneJa03,punt_ret_td,0,,,,,
player,201410190rav,rav,JoneJa03,punt_ret_long,17,,,,,
player,201410190rav,atl,bryanmat01,xpm,1,,,,,
player,201410190rav,atl,bryanmat01,xpa,1,,,,,
player,201410190rav,atl,bryanmat01,fgm,,,,,,
player,201410190rav,atl,bryanmat01,fga,1,,,,,
player,201410190rav,atl,bryanmat01,punt,0,,,,,
player,201410190rav,atl,bryanmat01,punt_yds,0,,,,,
player,201410190rav,atl,bryanmat01,punt_yds_per_punt,,,,,,
player,201410190rav,atl,bryanmat01,punt_long,0,,,,,
player,201410190rav,atl,BoshMa00,xpm,,,,,,
player,201410190rav,atl,BoshMa00,xpa,,,,,,
player,201410190rav,atl,BoshMa00,fgm,,,,,,
player,201410190rav,atl,BoshMa00,fga,,,,,,
player,201410190rav,atl,BoshMa00,punt,5,,,,,
player,201410190rav,atl,BoshMa00,punt_yds,239,,,,,
player,201410190rav,atl,BoshMa00,punt_yds_per_punt,47.8,,,,,
player,201410190rav,atl,BoshMa00,punt_long,57,,,,,
player,201410190rav,rav,TuckJu00,xpm,3,,,,,
player,201410190rav,rav,TuckJu00,xpa,3,,,,,
player,201410190rav,rav,TuckJu00,fgm,2,,,,,
player,201410190rav,rav,TuckJu00,fga,2,,,,,
player,201410190rav,rav,TuckJu00,punt,0,,,,,
player,201410190rav,rav,TuckJu00,punt_yds,0,,,,,
player,201410190rav,rav,TuckJu00,punt_yds_per_punt,,,,,,
player,201410190rav,rav,TuckJu00,punt_long,0,,,,,
player,201410190rav,rav,KochSa20,xpm,,,,,,
player,201410190rav,rav,KochSa20,xpa,,,,,,
player,201410190rav,rav,KochSa20,fgm,,,,,,
player,201410190rav,rav,KochSa20,fga,,,,,,
player,201410190rav,rav,KochSa20,punt,4,,,,,
player,201410190rav,rav,KochSa20,punt_yds,157,,,,,
player,201410190rav,rav,KochSa20,punt_yds_per_punt,39.3,,,,,
player,201410190rav,rav,KochSa20,punt_long,47,,,,,
player,201410190rav,rav,HursJa00,pos,T,,,,,
player,201410190rav,rav,HursJa00,offense,67,,,,,
player,201410190rav,rav,HursJa00,off_pct,100%,,,,,
player,201410190rav,rav,HursJa00,defense,0,,,,,
player,201410190rav,rav,HursJa00,def_pct,0%,,,,,
player,201410190rav,rav,HursJa00,special_teams,5,,,,,
player,201410190rav,rav,HursJa00,st_pct,21%,,,,,
player,201410190rav,rav,YandMa20,pos,G,,,,,
player,201410190rav,rav,YandMa20,offense,67,,,,,
player,201410190rav,rav,YandMa20,off_pct,100%,,,,,
player,201410190rav,rav,YandMa20,defense,0,,,,,
player,201410190rav,rav,YandMa20,def_pct,0%,,,,,
player,201410190rav,rav,YandMa20,special_teams,5,,,,,
player,201410190rav,rav,YandMa20,st_pct,21%,,,,,
player,201410190rav,rav,WagnRi00,pos,T,,,,,
player,201410190rav,rav,WagnRi00,offense,67,,,,,
player,201410190rav,rav,WagnRi00,off_pct,100%,,,,,
player,201410190rav,rav,WagnRi00,defense,0,,,,,
player,201410190rav,rav,WagnRi00,def_pct,0%,,,,,
player,201410190rav,rav,WagnRi00,special_teams,5,,,,,
player,201410190rav,rav,WagnRi00,st_pct,21%,,,,,
player,201410190rav,rav,UrscJo00,pos,G,,,,,
player,201410190rav,rav,UrscJo00,offense,67,,,,,
player,201410190rav,rav,UrscJo00,off_pct,100%,,,,,
player,201410190rav,rav,UrscJo00,defense,0,,,,,
player,201410190rav,rav,UrscJo00,def_pct,0%,,,,,
player,201410190rav,rav,UrscJo00,special_teams,5,,,,,
player,201410190rav,rav,UrscJo00,st_pct,21%,,,,,
player,201410190rav,rav,FlacJo00,pos,QB,,,,,
player,201410190rav,rav,FlacJo00,offense,67,,,,,
player,201410190rav,rav,FlacJo00,off_pct,100%,,,,,
player,201410190rav,rav,FlacJo00,defense,0,,,,,
player,201410190rav,rav,FlacJo00,def_pct,0%,,,,,
player,201410190rav,rav,FlacJo00,special_teams,0,,,,,
player,201410190rav,rav,FlacJo00,st_pct,0%,,,,,
player,201410190rav,rav,ZuttJe20,pos,C,,,,,
player,201410190rav,rav,ZuttJe20,offense,67,,,,,
player,201410190rav,rav,ZuttJe20,off_pct,100%,,,,,
player,201410190rav,rav,ZuttJe20,defense,0,,,,,
player,201410190rav,rav,ZuttJe20,def_pct,0%,,,,,
player,201410190rav,rav,ZuttJe20,special_teams,0,,,,,
player,201410190rav,rav,ZuttJe20,st_pct,0%,,,,,
player,201410190rav,rav,SmitTo02,pos,WR,,,,,
player,201410190rav,rav,SmitTo02,offense,58,,,,,
player,201410190rav,rav,SmitTo02,off_pct,87%,,,,,
player,201410190rav,rav,SmitTo02,defense,0,,,,,
player,201410190rav,rav,SmitTo02,def_pct,0%,,,,,
player,201410190rav,rav,SmitTo02,special_teams,0,,,,,
player,201410190rav,rav,SmitTo02,st_pct,0%,,,,,
player,201410190rav,rav,SmitSt01,pos,WR,,,,,
player,201410190rav,rav,SmitSt01,offense,54,,,,,
player,201410190rav,rav,SmitSt01,off_pct,81%,,,,,
player,201410190rav,rav,SmitSt01,defense,0,,,,,
player,201410190rav,rav,SmitSt01,def_pct,0%,,,,,
player,201410190rav,rav,SmitSt01,special_teams,1,,,,,
player,201410190rav,rav,SmitSt01,st_pct,4%,,,,,
player,201410190rav,rav,DaniOw00,pos,TE,,,,,
player,201410190rav,rav,DaniOw00,offense,44,,,,,
player,201410190rav,rav,DaniOw00,off_pct,66%,,,,,
player,201410190rav,rav,DaniOw00,defense,0,,,,,
player,201410190rav,rav,DaniOw00,def_pct,0%,,,,,
player,201410190rav,rav,DaniOw00,special_teams,1,,,,,
player,201410190rav,rav,DaniOw00,st_pct,4%,,,,,
player,201410190rav,rav,GillCr00,pos,TE,,,,,
player,201410190rav,rav,GillCr00,offense,43,,,,,
player,201410190rav,rav,GillCr00,off_pct,64%,,,,,
player,201410190rav,rav,GillCr00,defense,0,,,,,
player,201410190rav,rav,GillCr00,def_pct,0%,,,,,
player,201410190rav,rav,GillCr00,special_teams,6,,,,,
player,201410190rav,rav,GillCr00,st_pct,25%,,,,,
player,201410190rav,rav,ForsJu00,pos,RB,,,,,
player,201410190rav,rav,ForsJu00,offense,42,,,,,
player,201410190rav,rav,ForsJu00,off_pct,63%,,,,,
player,201410190rav,rav,ForsJu00,defense,0,,,,,
player,201410190rav,rav,ForsJu00,def_pct,0%,,,,,
player,201410190rav,rav,ForsJu00,special_teams,0,,,,,
player,201410190rav,rav,ForsJu00,st_pct,0%,,,,,
player,201410190rav,rav,JuszKy00,pos,FB,,,,,
player,201410190rav,rav,JuszKy00,offense,32,,,,,
player,201410190rav,rav,JuszKy00,off_pct,48%,,,,,
player,201410190rav,rav,JuszKy00,defense,0,,,,,
player,201410190rav,rav,JuszKy00,def_pct,0%,,,,,
player,201410190rav,rav,JuszKy00,special_teams,12,,,,,
player,201410190rav,rav,JuszKy00,st_pct,50%,,,,,
player,201410190rav,rav,CampMi02,pos,WR,,,,,
player,201410190rav,rav,CampMi02,offense,20,,,,,
player,201410190rav,rav,CampMi02,off_pct,30%,,,,,
player,201410190rav,rav,CampMi02,defense,0,,,,,
player,201410190rav,rav,CampMi02,def_pct,0%,,,,,
player,201410190rav,rav,CampMi02,special_teams,1,,,,,
player,201410190rav,rav,CampMi02,st_pct,4%,,,,,
player,201410190rav,rav,PierBe00,pos,RB,,,,,
player,201410190rav,rav,PierBe00,offense,17,,,,,
player,201410190rav,rav,PierBe00,off_pct,25%,,,,,
player,201410190rav,rav,PierBe00,defense,0,,,,,
player,201410190rav,rav,PierBe00,def_pct,0%,,,,,
player,201410190rav,rav,PierBe00,special_teams,0,,,,,
player,201410190rav,rav,PierBe00,st_pct,0%,,,,,
player,201410190rav,rav,AikeKa00,pos,WR,,,,,
player,201410190rav,rav,AikeKa00,offense,16,,,,,
player,201410190rav,rav,AikeKa00,off_pct,24%,,,,,
player,201410190rav,rav,AikeKa00,defense,0,,,,,
player,201410190rav,rav,AikeKa00,def_pct,0%,,,,,
player,201410190rav,rav,AikeKa00,special_teams,17,,,,,
player,201410190rav,rav,AikeKa00,st_pct,71%,,,,,
player,201410190rav,rav,TaliLo00,pos,RB,,,,,
player,201410190rav,rav,TaliLo00,offense,4,,,,,
player,201410190rav,rav,TaliLo00,off_pct,6%,,,,,
player,201410190rav,rav,TaliLo00,defense,0,,,,,
player,201410190rav,rav,TaliLo00,def_pct,0%,,,,,
player,201410190rav,rav,TaliLo00,special_teams,11,,,,,
player,201410190rav,rav,TaliLo00,st_pct,46%,,,,,
player,201410190rav,rav,JoneJa03,pos,WR,,,,,
player,201410190rav,rav,JoneJa03,offense,4,,,,,
player,201410190rav,rav,JoneJa03,off_pct,6%,,,,,
player,201410190rav,rav,JoneJa03,defense,0,,,,,
player,201410190rav,rav,JoneJa03,def_pct,0%,,,,,
player,201410190rav,rav,JoneJa03,special_teams,8,,,,,
player,201410190rav,rav,JoneJa03,st_pct,33%,,,,,
player,201410190rav,rav,ReidJa00,pos,T,,,,,
player,201410190rav,rav,ReidJa00,offense,1,,,,,
player,201410190rav,rav,ReidJa00,off_pct,1%,,,,,
player,201410190rav,rav,ReidJa00,defense,0,,,,,
player,201410190rav,rav,ReidJa00,def_pct,0%,,,,,
player,201410190rav,rav,ReidJa00,special_teams,5,,,,,
player,201410190rav,rav,ReidJa00,st_pct,21%,,,,,
player,201410190rav,rav,MoslC.00,pos,LB,,,,,
player,201410190rav,rav,MoslC.00,offense,0,,,,,
player,201410190rav,rav,MoslC.00,off_pct,0%,,,,,
player,201410190rav,rav,MoslC.00,defense,66,,,,,
player,201410190rav,rav,MoslC.00,def_pct,100%,,,,,
player,201410190rav,rav,MoslC.00,special_teams,4,,,,,
player,201410190rav,rav,MoslC.00,st_pct,17%,,,,,
player,201410190rav,rav,SmitJi03,pos,CB,,,,,
player,201410190rav,rav,SmitJi03,offense,0,,,,,
player,201410190rav,rav,SmitJi03,off_pct,0%,,,,,
player,201410190rav,rav,SmitJi03,defense,66,,,,,
player,201410190rav,rav,SmitJi03,def_pct,100%,,,,,
player,201410190rav,rav,SmitJi03,special_teams,0,,,,,
player,201410190rav,rav,SmitJi03,st_pct,0%,,,,,
player,201410190rav,rav,WebbLa99,pos,CB,,,,,
player,201410190rav,rav,WebbLa99,offense,0,,,,,
player,201410190rav,rav,WebbLa99,off_pct,0%,,,,,
player,201410190rav,rav,WebbLa99,defense,66,,,,,
player,201410190rav,rav,WebbLa99,def_pct,100%,,,,,
player,201410190rav,rav,WebbLa99,special_teams,0,,,,,
player,201410190rav,rav,WebbLa99,st_pct,0%,,,,,
player,201410190rav,rav,SuggTe99,pos,LB,,,,,
player,201410190rav,rav,SuggTe99,offense,0,,,,,
player,201410190rav,rav,SuggTe99,off_pct,0%,,,,,
player,201410190rav,rav,SuggTe99,defense,58,,,,,
player,201410190rav,rav,SuggTe99,def_pct,88%,,,,,
player,201410190rav,rav,SuggTe99,special_teams,0,,,,,
player,201410190rav,rav,SuggTe99,st_pct,0%,,,,,
player,201410190rav,rav,SmitDa24,pos,LB,,,,,
player,201410190rav,rav,SmitDa24,offense,0,,,,,
player,201410190rav,rav,SmitDa24,off_pct,0%,,,,,
player,201410190rav,rav,SmitDa24,defense,56,,,,,
player,201410190rav,rav,SmitDa24,def_pct,85%,,,,,
player,201410190rav,rav,SmitDa24,special_teams,0,,,,,
player,201410190rav,rav,SmitDa24,st_pct,0%,,,,,
player,201410190rav,rav,BrooTe00,pos,FS,,,,,
player,201410190rav,rav,BrooTe00,offense,0,,,,,
player,201410190rav,rav,BrooTe00,off_pct,0%,,,,,
player,201410190rav,rav,BrooTe00,defense,44,,,,,
player,201410190rav,rav,BrooTe00,def_pct,67%,,,,,
player,201410190rav,rav,BrooTe00,special_teams,10,,,,,
player,201410190rav,rav,BrooTe00,st_pct,42%,,,,,
player,201410190rav,rav,FranDo99,pos,CB,,,,,
player,201410190rav,rav,FranDo99,offense,0,,,,,
player,201410190rav,rav,FranDo99,off_pct,0%,,,,,
player,201410190rav,rav,FranDo99,defense,44,,,,,
player,201410190rav,rav,FranDo99,def_pct,67%,,,,,
player,201410190rav,rav,FranDo99,special_teams,7,,,,,
player,201410190rav,rav,FranDo99,st_pct,29%,,,,,
player,201410190rav,rav,StewDa00,pos,FS,,,,,
player,201410190rav,rav,StewDa00,offense,0,,,,,
player,201410190rav,rav,StewDa00,off_pct,0%,,,,,
player,201410190rav,rav,StewDa00,defense,44,,,,,
player,201410190rav,rav,StewDa00,def_pct,67%,,,,,
player,201410190rav,rav,StewDa00,special_teams,1,,,,,
player,201410190rav,rav,StewDa00,st_pct,4%,,,,,
player,201410190rav,rav,DumeEl20,pos,LB,,,,,
player,201410190rav,rav,DumeEl20,offense,0,,,,,
player,201410190rav,rav,DumeEl20,off_pct,0%,,,,,
player,201410190rav,rav,DumeEl20,defense,43,,,,,
player,201410190rav,rav,DumeEl20,def_pct,65%,,,,,
player,201410190rav,rav,DumeEl20,special_teams,0,,,,,
player,201410190rav,rav,DumeEl20,st_pct,0%,,,,,
player,201410190rav,rav,McPhPe00,pos,LB,,,,,
player,201410190rav,rav,McPhPe00,offense,0,,,,,
player,201410190rav,rav,McPhPe00,off_pct,0%,,,,,
player,201410190rav,rav,McPhPe00,defense,39,,,,,
player,201410190rav,rav,McPhPe00,def_pct,59%,,,,,
player,201410190rav,rav,McPhPe00,special_teams,8,,,,,
player,201410190rav,rav,McPhPe00,st_pct,33%,,,,,
player,201410190rav,rav,NgatHa20,pos,DT,,,,,
player,201410190rav,rav,NgatHa20,offense,0,,,,,
player,201410190rav,rav,NgatHa20,off_pct,0%,,,,,
player,201410190rav,rav,NgatHa20,defense,36,,,,,
player,201410190rav,rav,NgatHa20,def_pct,55%,,,,,
player,201410190rav,rav,NgatHa20,special_teams,3,,,,,
player,201410190rav,rav,NgatHa20,st_pct,12%,,,,,
player,201410190rav,rav,WillBr02,pos,NT,,,,,
player,201410190rav,rav,WillBr02,offense,0,,,,,
player,201410190rav,rav,WillBr02,off_pct,0%,,,,,
player,201410190rav,rav,WillBr02,defense,31,,,,,
player,201410190rav,rav,WillBr02,def_pct,47%,,,,,
player,201410190rav,rav,WillBr02,special_teams,2,,,,,
player,201410190rav,rav,WillBr02,st_pct,8%,,,,,
player,201410190rav,rav,UpshCo00,pos,LB,,,,,
player,201410190rav,rav,UpshCo00,offense,0,,,,,
player,201410190rav,rav,UpshCo00,off_pct,0%,,,,,
player,201410190rav,rav,UpshCo00,defense,25,,,,,
player,201410190rav,rav,UpshCo00,def_pct,38%,,,,,
player,201410190rav,rav,UpshCo00,special_teams,2,,,,,
player,201410190rav,rav,UpshCo00,st_pct,8%,,,,,
player,201410190rav,rav,JernTi00,pos,DT,,,,,
player,201410190rav,rav,JernTi00,offense,0,,,,,
player,201410190rav,rav,JernTi00,off_pct,0%,,,,,
player,201410190rav,rav,JernTi00,defense,23,,,,,
