game,2014,6,20141012,201410120crd,was,"Washington Redskins",20,crd,"Arizona Cardinals",30
player,201410120crd,was,JackDe00,pass_td,0,,,,,
player,201410120crd,was,JackDe00,pass_int,0,,,,,
player,201410120crd,was,JackDe00,pass_sacked,0,,,,,
player,201410120crd,was,JackDe00,pass_sacked_yds,0,,,,,
player,201410120crd,was,JackDe00,pass_long,0,,,,,
player,201410120crd,was,JackDe00,pass_rating,,,,,,
player,201410120crd,was,JackDe00,rush_att,1,,,,,
player,201410120crd,was,JackDe00,rush_yds,5,,,,,
player,201410120crd,was,JackDe00,rush_td,0,,,,,
player,201410120crd,was,JackDe00,rush_long,5,,,,,
player,201410120crd,was,JackDe00,targets,5,,,,,
player,201410120crd,was,JackDe00,rec,3,,,,,
player,201410120crd,was,JackDe00,rec_yds,115,,,,,
player,201410120crd,was,JackDe00,rec_td,1,,,,,
player,201410120crd,was,JackDe00,rec_long,64,,,,,
player,201410120crd,was,JackDe00,fumbles,0,,,,,
player,201410120crd,was,JackDe00,fumbles_lost,0,,,,,
player,201410120crd,was,ReedJo02,pass_cmp,0,,,,,
player,201410120crd,was,ReedJo02,pass_att,0,,,,,
player,201410120crd,was,ReedJo02,pass_yds,0,,,,,
player,201410120crd,was,ReedJo02,pass_td,0,,,,,
player,201410120crd,was,ReedJo02,pass_int,0,,,,,
player,201410120crd,was,ReedJo02,pass_sacked,0,,,,,
player,201410120crd,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201410120crd,was,ReedJo02,pass_long,0,,,,,
player,201410120crd,was,ReedJo02,pass_rating,,,,,,
player,201410120crd,was,ReedJo02,rush_att,0,,,,,
player,201410120crd,was,ReedJo02,rush_yds,0,,,,,
player,201410120crd,was,ReedJo02,rush_td,0,,,,,
player,201410120crd,was,ReedJo02,rush_long,0,,,,,
player,201410120crd,was,ReedJo02,targets,11,,,,,
player,201410120crd,was,ReedJo02,rec,8,,,,,
player,201410120crd,was,ReedJo02,rec_yds,92,,,,,
player,201410120crd,was,ReedJo02,rec_td,0,,,,,
player,201410120crd,was,ReedJo02,rec_long,20,,,,,
player,201410120crd,was,ReedJo02,fumbles,0,,,,,
player,201410120crd,was,ReedJo02,fumbles_lost,0,,,,,
player,201410120crd,was,RobeAn00,pass_cmp,0,,,,,
player,201410120crd,was,RobeAn00,pass_att,0,,,,,
player,201410120crd,was,RobeAn00,pass_yds,0,,,,,
player,201410120crd,was,RobeAn00,pass_td,0,,,,,
player,201410120crd,was,RobeAn00,pass_int,0,,,,,
player,201410120crd,was,RobeAn00,pass_sacked,0,,,,,
player,201410120crd,was,RobeAn00,pass_sacked_yds,0,,,,,
player,201410120crd,was,RobeAn00,pass_long,0,,,,,
player,201410120crd,was,RobeAn00,pass_rating,,,,,,
player,201410120crd,was,RobeAn00,rush_att,0,,,,,
player,201410120crd,was,RobeAn00,rush_yds,0,,,,,
player,201410120crd,was,RobeAn00,rush_td,0,,,,,
player,201410120crd,was,RobeAn00,rush_long,0,,,,,
player,201410120crd,was,RobeAn00,targets,9,,,,,
player,201410120crd,was,RobeAn00,rec,5,,,,,
player,201410120crd,was,RobeAn00,rec_yds,55,,,,,
player,201410120crd,was,RobeAn00,rec_td,0,,,,,
player,201410120crd,was,RobeAn00,rec_long,22,,,,,
player,201410120crd,was,RobeAn00,fumbles,1,,,,,
player,201410120crd,was,RobeAn00,fumbles_lost,1,,,,,
player,201410120crd,was,GarcPi00,pass_cmp,0,,,,,
player,201410120crd,was,GarcPi00,pass_att,0,,,,,
player,201410120crd,was,GarcPi00,pass_yds,0,,,,,
player,201410120crd,was,GarcPi00,pass_td,0,,,,,
player,201410120crd,was,GarcPi00,pass_int,0,,,,,
player,201410120crd,was,GarcPi00,pass_sacked,0,,,,,
player,201410120crd,was,GarcPi00,pass_sacked_yds,0,,,,,
player,201410120crd,was,GarcPi00,pass_long,0,,,,,
player,201410120crd,was,GarcPi00,pass_rating,,,,,,
player,201410120crd,was,GarcPi00,rush_att,0,,,,,
player,201410120crd,was,GarcPi00,rush_yds,0,,,,,
player,201410120crd,was,GarcPi00,rush_td,0,,,,,
player,201410120crd,was,GarcPi00,rush_long,0,,,,,
player,201410120crd,was,GarcPi00,targets,6,,,,,
player,201410120crd,was,GarcPi00,rec,4,,,,,
player,201410120crd,was,GarcPi00,rec_yds,31,,,,,
player,201410120crd,was,GarcPi00,rec_td,1,,,,,
player,201410120crd,was,GarcPi00,rec_long,15,,,,,
player,201410120crd,was,GarcPi00,fumbles,0,,,,,
player,201410120crd,was,GarcPi00,fumbles_lost,0,,,,,
player,201410120crd,was,PaulNi00,pass_cmp,0,,,,,
player,201410120crd,was,PaulNi00,pass_att,0,,,,,
player,201410120crd,was,PaulNi00,pass_yds,0,,,,,
player,201410120crd,was,PaulNi00,pass_td,0,,,,,
player,201410120crd,was,PaulNi00,pass_int,0,,,,,
player,201410120crd,was,PaulNi00,pass_sacked,0,,,,,
player,201410120crd,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201410120crd,was,PaulNi00,pass_long,0,,,,,
player,201410120crd,was,PaulNi00,pass_rating,,,,,,
player,201410120crd,was,PaulNi00,rush_att,0,,,,,
player,201410120crd,was,PaulNi00,rush_yds,0,,,,,
player,201410120crd,was,PaulNi00,rush_td,0,,,,,
player,201410120crd,was,PaulNi00,rush_long,0,,,,,
player,201410120crd,was,PaulNi00,targets,2,,,,,
player,201410120crd,was,PaulNi00,rec,1,,,,,
player,201410120crd,was,PaulNi00,rec_yds,7,,,,,
player,201410120crd,was,PaulNi00,rec_td,0,,,,,
player,201410120crd,was,PaulNi00,rec_long,7,,,,,
player,201410120crd,was,PaulNi00,fumbles,0,,,,,
player,201410120crd,was,PaulNi00,fumbles_lost,0,,,,,
player,201410120crd,crd,PalmCa00,pass_cmp,28,,,,,
player,201410120crd,crd,PalmCa00,pass_att,44,,,,,
player,201410120crd,crd,PalmCa00,pass_yds,250,,,,,
player,201410120crd,crd,PalmCa00,pass_td,2,,,,,
player,201410120crd,crd,PalmCa00,pass_int,0,,,,,
player,201410120crd,crd,PalmCa00,pass_sacked,1,,,,,
player,201410120crd,crd,PalmCa00,pass_sacked_yds,7,,,,,
player,201410120crd,crd,PalmCa00,pass_long,24,,,,,
player,201410120crd,crd,PalmCa00,pass_rating,93.9,,,,,
player,201410120crd,crd,PalmCa00,rush_att,1,,,,,
player,201410120crd,crd,PalmCa00,rush_yds,-3,,,,,
player,201410120crd,crd,PalmCa00,rush_td,0,,,,,
player,201410120crd,crd,PalmCa00,rush_long,-3,,,,,
player,201410120crd,crd,PalmCa00,targets,0,,,,,
player,201410120crd,crd,PalmCa00,rec,0,,,,,
player,201410120crd,crd,PalmCa00,rec_yds,0,,,,,
player,201410120crd,crd,PalmCa00,rec_td,0,,,,,
player,201410120crd,crd,PalmCa00,rec_long,0,,,,,
player,201410120crd,crd,PalmCa00,fumbles,1,,,,,
player,201410120crd,crd,PalmCa00,fumbles_lost,0,,,,,
player,201410120crd,crd,ElliAn00,pass_cmp,0,,,,,
player,201410120crd,crd,ElliAn00,pass_att,0,,,,,
player,201410120crd,crd,ElliAn00,pass_yds,0,,,,,
player,201410120crd,crd,ElliAn00,pass_td,0,,,,,
player,201410120crd,crd,ElliAn00,pass_int,0,,,,,
player,201410120crd,crd,ElliAn00,pass_sacked,0,,,,,
player,201410120crd,crd,ElliAn00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,ElliAn00,pass_long,0,,,,,
player,201410120crd,crd,ElliAn00,pass_rating,,,,,,
player,201410120crd,crd,ElliAn00,rush_att,19,,,,,
player,201410120crd,crd,ElliAn00,rush_yds,67,,,,,
player,201410120crd,crd,ElliAn00,rush_td,0,,,,,
player,201410120crd,crd,ElliAn00,rush_long,18,,,,,
player,201410120crd,crd,ElliAn00,targets,9,,,,,
player,201410120crd,crd,ElliAn00,rec,6,,,,,
player,201410120crd,crd,ElliAn00,rec_yds,26,,,,,
player,201410120crd,crd,ElliAn00,rec_td,0,,,,,
player,201410120crd,crd,ElliAn00,rec_long,10,,,,,
player,201410120crd,crd,ElliAn00,fumbles,0,,,,,
player,201410120crd,crd,ElliAn00,fumbles_lost,0,,,,,
player,201410120crd,crd,TaylSt00,pass_cmp,0,,,,,
player,201410120crd,crd,TaylSt00,pass_att,0,,,,,
player,201410120crd,crd,TaylSt00,pass_yds,0,,,,,
player,201410120crd,crd,TaylSt00,pass_td,0,,,,,
player,201410120crd,crd,TaylSt00,pass_int,0,,,,,
player,201410120crd,crd,TaylSt00,pass_sacked,0,,,,,
player,201410120crd,crd,TaylSt00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,TaylSt00,pass_long,0,,,,,
player,201410120crd,crd,TaylSt00,pass_rating,,,,,,
player,201410120crd,crd,TaylSt00,rush_att,3,,,,,
player,201410120crd,crd,TaylSt00,rush_yds,10,,,,,
player,201410120crd,crd,TaylSt00,rush_td,0,,,,,
player,201410120crd,crd,TaylSt00,rush_long,8,,,,,
player,201410120crd,crd,TaylSt00,targets,2,,,,,
player,201410120crd,crd,TaylSt00,rec,1,,,,,
player,201410120crd,crd,TaylSt00,rec_yds,0,,,,,
player,201410120crd,crd,TaylSt00,rec_td,0,,,,,
player,201410120crd,crd,TaylSt00,rec_long,0,,,,,
player,201410120crd,crd,TaylSt00,fumbles,0,,,,,
player,201410120crd,crd,TaylSt00,fumbles_lost,0,,,,,
player,201410120crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201410120crd,crd,FitzLa00,pass_att,0,,,,,
player,201410120crd,crd,FitzLa00,pass_yds,0,,,,,
player,201410120crd,crd,FitzLa00,pass_td,0,,,,,
player,201410120crd,crd,FitzLa00,pass_int,0,,,,,
player,201410120crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201410120crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,FitzLa00,pass_long,0,,,,,
player,201410120crd,crd,FitzLa00,pass_rating,,,,,,
player,201410120crd,crd,FitzLa00,rush_att,0,,,,,
player,201410120crd,crd,FitzLa00,rush_yds,0,,,,,
player,201410120crd,crd,FitzLa00,rush_td,0,,,,,
player,201410120crd,crd,FitzLa00,rush_long,0,,,,,
player,201410120crd,crd,FitzLa00,targets,6,,,,,
player,201410120crd,crd,FitzLa00,rec,6,,,,,
player,201410120crd,crd,FitzLa00,rec_yds,98,,,,,
player,201410120crd,crd,FitzLa00,rec_td,1,,,,,
player,201410120crd,crd,FitzLa00,rec_long,24,,,,,
player,201410120crd,crd,FitzLa00,fumbles,0,,,,,
player,201410120crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201410120crd,crd,FloyMi00,pass_cmp,0,,,,,
player,201410120crd,crd,FloyMi00,pass_att,0,,,,,
player,201410120crd,crd,FloyMi00,pass_yds,0,,,,,
player,201410120crd,crd,FloyMi00,pass_td,0,,,,,
player,201410120crd,crd,FloyMi00,pass_int,0,,,,,
player,201410120crd,crd,FloyMi00,pass_sacked,0,,,,,
player,201410120crd,crd,FloyMi00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,FloyMi00,pass_long,0,,,,,
player,201410120crd,crd,FloyMi00,pass_rating,,,,,,
player,201410120crd,crd,FloyMi00,rush_att,0,,,,,
player,201410120crd,crd,FloyMi00,rush_yds,0,,,,,
player,201410120crd,crd,FloyMi00,rush_td,0,,,,,
player,201410120crd,crd,FloyMi00,rush_long,0,,,,,
player,201410120crd,crd,FloyMi00,targets,7,,,,,
player,201410120crd,crd,FloyMi00,rec,4,,,,,
player,201410120crd,crd,FloyMi00,rec_yds,47,,,,,
player,201410120crd,crd,FloyMi00,rec_td,1,,,,,
player,201410120crd,crd,FloyMi00,rec_long,20,,,,,
player,201410120crd,crd,FloyMi00,fumbles,1,,,,,
player,201410120crd,crd,FloyMi00,fumbles_lost,0,,,,,
player,201410120crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201410120crd,crd,BrowJo02,pass_att,0,,,,,
player,201410120crd,crd,BrowJo02,pass_yds,0,,,,,
player,201410120crd,crd,BrowJo02,pass_td,0,,,,,
player,201410120crd,crd,BrowJo02,pass_int,0,,,,,
player,201410120crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201410120crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201410120crd,crd,BrowJo02,pass_long,0,,,,,
player,201410120crd,crd,BrowJo02,pass_rating,,,,,,
player,201410120crd,crd,BrowJo02,rush_att,0,,,,,
player,201410120crd,crd,BrowJo02,rush_yds,0,,,,,
player,201410120crd,crd,BrowJo02,rush_td,0,,,,,
player,201410120crd,crd,BrowJo02,rush_long,0,,,,,
player,201410120crd,crd,BrowJo02,targets,6,,,,,
player,201410120crd,crd,BrowJo02,rec,4,,,,,
player,201410120crd,crd,BrowJo02,rec_yds,43,,,,,
player,201410120crd,crd,BrowJo02,rec_td,0,,,,,
player,201410120crd,crd,BrowJo02,rec_long,15,,,,,
player,201410120crd,crd,BrowJo02,fumbles,0,,,,,
player,201410120crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201410120crd,crd,HousRo01,pass_cmp,0,,,,,
player,201410120crd,crd,HousRo01,pass_att,0,,,,,
player,201410120crd,crd,HousRo01,pass_yds,0,,,,,
player,201410120crd,crd,HousRo01,pass_td,0,,,,,
player,201410120crd,crd,HousRo01,pass_int,0,,,,,
player,201410120crd,crd,HousRo01,pass_sacked,0,,,,,
player,201410120crd,crd,HousRo01,pass_sacked_yds,0,,,,,
player,201410120crd,crd,HousRo01,pass_long,0,,,,,
player,201410120crd,crd,HousRo01,pass_rating,,,,,,
player,201410120crd,crd,HousRo01,rush_att,0,,,,,
player,201410120crd,crd,HousRo01,rush_yds,0,,,,,
player,201410120crd,crd,HousRo01,rush_td,0,,,,,
player,201410120crd,crd,HousRo01,rush_long,0,,,,,
player,201410120crd,crd,HousRo01,targets,3,,,,,
player,201410120crd,crd,HousRo01,rec,2,,,,,
player,201410120crd,crd,HousRo01,rec_yds,15,,,,,
player,201410120crd,crd,HousRo01,rec_td,0,,,,,
player,201410120crd,crd,HousRo01,rec_long,15,,,,,
player,201410120crd,crd,HousRo01,fumbles,0,,,,,
player,201410120crd,crd,HousRo01,fumbles_lost,0,,,,,
player,201410120crd,crd,CarlJo00,pass_cmp,0,,,,,
player,201410120crd,crd,CarlJo00,pass_att,0,,,,,
player,201410120crd,crd,CarlJo00,pass_yds,0,,,,,
player,201410120crd,crd,CarlJo00,pass_td,0,,,,,
player,201410120crd,crd,CarlJo00,pass_int,0,,,,,
player,201410120crd,crd,CarlJo00,pass_sacked,0,,,,,
player,201410120crd,crd,CarlJo00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,CarlJo00,pass_long,0,,,,,
player,201410120crd,crd,CarlJo00,pass_rating,,,,,,
player,201410120crd,crd,CarlJo00,rush_att,0,,,,,
player,201410120crd,crd,CarlJo00,rush_yds,0,,,,,
player,201410120crd,crd,CarlJo00,rush_td,0,,,,,
player,201410120crd,crd,CarlJo00,rush_long,0,,,,,
player,201410120crd,crd,CarlJo00,targets,6,,,,,
player,201410120crd,crd,CarlJo00,rec,4,,,,,
player,201410120crd,crd,CarlJo00,rec_yds,14,,,,,
player,201410120crd,crd,CarlJo00,rec_td,0,,,,,
player,201410120crd,crd,CarlJo00,rec_long,13,,,,,
player,201410120crd,crd,CarlJo00,fumbles,0,,,,,
player,201410120crd,crd,CarlJo00,fumbles_lost,0,,,,,
player,201410120crd,crd,HughRo00,pass_cmp,0,,,,,
player,201410120crd,crd,HughRo00,pass_att,0,,,,,
player,201410120crd,crd,HughRo00,pass_yds,0,,,,,
player,201410120crd,crd,HughRo00,pass_td,0,,,,,
player,201410120crd,crd,HughRo00,pass_int,0,,,,,
player,201410120crd,crd,HughRo00,pass_sacked,0,,,,,
player,201410120crd,crd,HughRo00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,HughRo00,pass_long,0,,,,,
player,201410120crd,crd,HughRo00,pass_rating,,,,,,
player,201410120crd,crd,HughRo00,rush_att,0,,,,,
player,201410120crd,crd,HughRo00,rush_yds,0,,,,,
player,201410120crd,crd,HughRo00,rush_td,0,,,,,
player,201410120crd,crd,HughRo00,rush_long,0,,,,,
player,201410120crd,crd,HughRo00,targets,1,,,,,
player,201410120crd,crd,HughRo00,rec,1,,,,,
player,201410120crd,crd,HughRo00,rec_yds,7,,,,,
player,201410120crd,crd,HughRo00,rec_td,0,,,,,
player,201410120crd,crd,HughRo00,rec_long,7,,,,,
player,201410120crd,crd,HughRo00,fumbles,0,,,,,
player,201410120crd,crd,HughRo00,fumbles_lost,0,,,,,
player,201410120crd,crd,GinnTe00,pass_cmp,0,,,,,
player,201410120crd,crd,GinnTe00,pass_att,0,,,,,
player,201410120crd,crd,GinnTe00,pass_yds,0,,,,,
player,201410120crd,crd,GinnTe00,pass_td,0,,,,,
player,201410120crd,crd,GinnTe00,pass_int,0,,,,,
player,201410120crd,crd,GinnTe00,pass_sacked,0,,,,,
player,201410120crd,crd,GinnTe00,pass_sacked_yds,0,,,,,
player,201410120crd,crd,GinnTe00,pass_long,0,,,,,
player,201410120crd,crd,GinnTe00,pass_rating,,,,,,
player,201410120crd,crd,GinnTe00,rush_att,0,,,,,
player,201410120crd,crd,GinnTe00,rush_yds,0,,,,,
player,201410120crd,crd,GinnTe00,rush_td,0,,,,,
player,201410120crd,crd,GinnTe00,rush_long,0,,,,,
player,201410120crd,crd,GinnTe00,targets,1,,,,,
player,201410120crd,crd,GinnTe00,rec,0,,,,,
player,201410120crd,crd,GinnTe00,rec_yds,0,,,,,
player,201410120crd,crd,GinnTe00,rec_td,0,,,,,
player,201410120crd,crd,GinnTe00,rec_long,0,,,,,
player,201410120crd,crd,GinnTe00,fumbles,0,,,,,
player,201410120crd,crd,GinnTe00,fumbles_lost,0,,,,,
player,201410120crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201410120crd,crd,BrowJa03,pass_att,0,,,,,
player,201410120crd,crd,BrowJa03,pass_yds,0,,,,,
player,201410120crd,crd,BrowJa03,pass_td,0,,,,,
player,201410120crd,crd,BrowJa03,pass_int,0,,,,,
player,201410120crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201410120crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201410120crd,crd,BrowJa03,pass_long,0,,,,,
player,201410120crd,crd,BrowJa03,pass_rating,,,,,,
player,201410120crd,crd,BrowJa03,rush_att,0,,,,,
player,201410120crd,crd,BrowJa03,rush_yds,0,,,,,
player,201410120crd,crd,BrowJa03,rush_td,0,,,,,
player,201410120crd,crd,BrowJa03,rush_long,0,,,,,
player,201410120crd,crd,BrowJa03,targets,1,,,,,
player,201410120crd,crd,BrowJa03,rec,0,,,,,
player,201410120crd,crd,BrowJa03,rec_yds,0,,,,,
player,201410120crd,crd,BrowJa03,rec_td,0,,,,,
player,201410120crd,crd,BrowJa03,rec_long,0,,,,,
player,201410120crd,crd,BrowJa03,fumbles,0,,,,,
player,201410120crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201410120crd,was,KerrRy00,def_int,0,,,,,
player,201410120crd,was,KerrRy00,def_int_yds,0,,,,,
player,201410120crd,was,KerrRy00,def_int_td,0,,,,,
player,201410120crd,was,KerrRy00,def_int_long,0,,,,,
player,201410120crd,was,KerrRy00,pass_defended,0,,,,,
player,201410120crd,was,KerrRy00,sacks,0.5,,,,,
player,201410120crd,was,KerrRy00,tackles_combined,9,,,,,
player,201410120crd,was,KerrRy00,tackles_solo,7,,,,,
player,201410120crd,was,KerrRy00,tackles_assists,2,,,,,
player,201410120crd,was,KerrRy00,tackles_loss,1,,,,,
player,201410120crd,was,KerrRy00,qb_hits,2,,,,,
player,201410120crd,was,KerrRy00,fumbles_rec,0,,,,,
player,201410120crd,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201410120crd,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201410120crd,was,KerrRy00,fumbles_forced,1,,,,,
player,201410120crd,was,HatcJa20,def_int,0,,,,,
player,201410120crd,was,HatcJa20,def_int_yds,0,,,,,
player,201410120crd,was,HatcJa20,def_int_td,0,,,,,
player,201410120crd,was,HatcJa20,def_int_long,0,,,,,
player,201410120crd,was,HatcJa20,pass_defended,0,,,,,
player,201410120crd,was,HatcJa20,sacks,0.5,,,,,
player,201410120crd,was,HatcJa20,tackles_combined,1,,,,,
player,201410120crd,was,HatcJa20,tackles_solo,0,,,,,
player,201410120crd,was,HatcJa20,tackles_assists,1,,,,,
player,201410120crd,was,HatcJa20,tackles_loss,0,,,,,
player,201410120crd,was,HatcJa20,qb_hits,1,,,,,
player,201410120crd,was,HatcJa20,fumbles_rec,0,,,,,
player,201410120crd,was,HatcJa20,fumbles_rec_yds,0,,,,,
player,201410120crd,was,HatcJa20,fumbles_rec_td,0,,,,,
player,201410120crd,was,HatcJa20,fumbles_forced,0,,,,,
player,201410120crd,was,ClarRy20,def_int,0,,,,,
player,201410120crd,was,ClarRy20,def_int_yds,0,,,,,
player,201410120crd,was,ClarRy20,def_int_td,0,,,,,
player,201410120crd,was,ClarRy20,def_int_long,0,,,,,
player,201410120crd,was,ClarRy20,pass_defended,0,,,,,
player,201410120crd,was,ClarRy20,sacks,0.0,,,,,
player,201410120crd,was,ClarRy20,tackles_combined,7,,,,,
player,201410120crd,was,ClarRy20,tackles_solo,5,,,,,
player,201410120crd,was,ClarRy20,tackles_assists,2,,,,,
player,201410120crd,was,ClarRy20,tackles_loss,0,,,,,
player,201410120crd,was,ClarRy20,qb_hits,0,,,,,
player,201410120crd,was,ClarRy20,fumbles_rec,0,,,,,
player,201410120crd,was,ClarRy20,fumbles_rec_yds,0,,,,,
player,201410120crd,was,ClarRy20,fumbles_rec_td,0,,,,,
player,201410120crd,was,ClarRy20,fumbles_forced,0,,,,,
player,201410120crd,was,BiggE.99,def_int,0,,,,,
player,201410120crd,was,BiggE.99,def_int_yds,0,,,,,
player,201410120crd,was,BiggE.99,def_int_td,0,,,,,
player,201410120crd,was,BiggE.99,def_int_long,0,,,,,
player,201410120crd,was,BiggE.99,pass_defended,1,,,,,
player,201410120crd,was,BiggE.99,sacks,0.0,,,,,
player,201410120crd,was,BiggE.99,tackles_combined,6,,,,,
player,201410120crd,was,BiggE.99,tackles_solo,6,,,,,
player,201410120crd,was,BiggE.99,tackles_assists,0,,,,,
player,201410120crd,was,BiggE.99,tackles_loss,0,,,,,
player,201410120crd,was,BiggE.99,qb_hits,0,,,,,
player,201410120crd,was,BiggE.99,fumbles_rec,0,,,,,
player,201410120crd,was,BiggE.99,fumbles_rec_yds,0,,,,,
